1	iktɪ̞ʲik
намыслыше	namasɫɯʃe
намыстараш	namastaraʃ
намыстарымаш	namɛsdɛrɔmɑʃ
намыстарыме	nʲamastarama
намыстарыше	namasdaraʂa
намысым	naːmɯsam
намысын	nˈaːmɯsˈæn
нанай	nˈoːj
нанна	naːn
нанотехнологий	namɛtixnaɫɔgij
нанотехнологийысе	nanotixnoɫogjjzɛ
напилке	napjlke
напитке	napiːtkɛ
направительный	nʌpravˈitiɭnyj
направлений	napravɭˈenij
направленийысе	napravlʲenʲisɨ
направлениян	napravlʲenʲijan
напряжений	napriʐɛnij
напряжениян	nʌprʌʒˈɛnjijˈɑːn
нар	nˈɑːɾ
нара	naɾa
наранзе	naɾanzi
нарат	narat
нарашта	naræʃtɑ
нараштаҥаш	naɾaʃtaŋaʃ
нараштаҥмаш	nɑrɑʂtɑŋmäʂ
нараштаҥме	naɾaʃtaŋma
нараштаҥше	naɾaʃtams
нараҥаш	nʊɾaŋas
нараҥмаш	naraŋmaʃ
нараҥме	naraŋmɯ
нараҥше	naramʃɨ
наргӱмыж	nʊ̞rgʏmɯ̞ʂ
наре	nˈɔre
нареске	narɪskɪ
наречий	naːɾeːtʃi
нарицательный	naritsˈɑtiɭnyj
наркоз	narkoz
наркоман	nˈaɾkɔmaːn
наркоманий	narkomaːniː
наркотик	nakɔtik
нармыж	nʊrmʊ̞ʒ
народник	narodnik
нартка	nʊ̞rtkʊ̞
нарынзалгы	nɑrɯ̞nzɑʊgɑ
нарынчалга	nʊ̞rɑntʃalga
нарынчалгаш	nɑrɯ̞nʲäɫgɑʂ
нарынчалге	nʲaːrɛntʲsaɫga
нарынчалге-сур	naɾantʃaɫgəsuɾ
нарынчалгымаш	nɑrɯ̞ntʃɑɫgɯ̞mɑʂ
нарынчалгыме	nʌrˈantʃaɭgʌm
нарынчалгын	naɾntʃaɫdɯn
нарынчалгыше	nɐrɛntʃaːɑlgaʃɯ
нарынчалташ	naɾaŋdʒaaltaɾs
нарынчалтмаш	nɑrɯ̞ntʃɑɫtmäʂ
нарынчалтме	nʲaɾanʲaɫtma
нарынчалтше	narantʃaɫtʂɨ
нарынчаҥаш	naɾɯ̞ntʃaŋaʃ
нарынчаҥмаш	naɾɯnʧˈakmaːʃ
нарынчаҥме	naɾɯntʃaŋmɯ
нарынчаҥше	naːrɔːnˈtʃanʃːa
нарынчаҥын	nˈaɾˈanˈtʃng
нарынче	norɛntʃæ
нарынче-ал	naɾɯ̞ndʒʲiɑɫ
нарынче-йошкарге	naɾɯ̞ntʃʲiʲiʊ̞ʃkɑr
нарынче-канде	naɾantʃakɔnda
нарынчемаш	nɑrɯ̞ntʃjɛmɑʃ
нарынчеммаш	naɾɯ̞ntʲimɑʂ
нарынчемме	naɾantʃeɛmmo
нарынчемше	naɾɛntʃʲimʂɨ
нарынчешташ	naɾɾẽn̪d̪ʒest̪aɾ
нарынчештмаш	naɾɯ̞ŋtʃiʃtʲimæʃ
нарынчештме	narɛntʃestma
нарынчештше	naramʲtsʲeʂtsɨ
нарынчывуй	nˈɑrɛntʃyvˈoj
нарынчывырляҥге	naɾantʃɯwɯ̞rɫɑnɟe
нарынчын	nəɾntʃɐn
наряд	nˈariəd
насадкан	nasˈadqɑˈn
насадке	nasɑːtke
насат	nasa
насекомый	naʂʲikomɨj
насим	nasʲim
наследий	naslʲediji
наследник	nˈosɭˈednik
насос	nɔsɔs
наста	nasta
наставий	nastavʲiʲ
настан	nastan
настаси	nastasʲi
настий	nastɨ
настойко	nɔstɔjkɔ
наступатлаш	nastupatɫaʃ
наступатлымаш	nastupatɫɐmaːʃ
наступатлыме	nastupatɛlɛnɛ
наступатлыше	nastupatɫɛʂɨ
наступлений	nastupɭˈenij
настуш	nastuʃ
насыл	nɐsɐʊ
насылдыме	nasɯ̞ɫdama
насыллык	nɑsɯ̞ɫɯ̞k
насылын	naˈsɑɫɯn
натале	nˈɑtʌɭɛ
натрий	natri
натриян	natrion
натур	natur
натурал	naturoɫ
натурализм	nɐturɐlˈizm
натуралист	nˌɐtuɾalˈiʃt
натурщик	naturʂʲik
натурщица	naturɕʲitsʲe
натюрморт	latjuɾmoɾt̪
натюрмортысо	nˈˈatʃurˈmˈoɾtsɔ
наука	nauka
науко	nauːkɔ
наукысо	naːvˈukˈɛsɑ
научный	naːwˈtʃnˈɑn
научнын	naˈutʃnɔn
наушник	nau̯ʂnʲik
наушникан	nau̯tʃnʲikːan
нафталин	mubtaːliːn
нафтизин	naftɪzjɛ
наций	nɔtsi
национал	natsionɑːl
национализаций	natsɪˈnɑlɪzɑˈtsˈjj
национализироватлаш	natsɨjanalʲizʲiruvatɫaʂ
национализироватлымаш	natsɨjanalʲizʲirɨvatɫumas
национализироватлыме	natsɨjanolʲizʲiruvatɫomɨ
национализироватлыше	natsɨjanalʲizʲirɨvatɫoʂɛ
национализм	nˌɐtsɨunˈɐlˈizm
националист	natsɪonalʲist
нацули	natsuli
начальник	nʲtʃʲaɫʲnʲik
начальстве	nutʃe̞lstve
начар	natʃar
начаремаш	natʃaɾɛmaʃ
начаремдаш	natʃarɛmdɑʃ
начаремдымаш	nat̪ʃaɾemlamas
начаремдыме	natʃɐrɛmdɐma
начаремдыше	natʃarɛmdɛʃa
начареммаш	natʃaˈrɛmaʃ
начаремме	natʃarɛmma
начаремше	natʃaɾemʃ
начаремын	natʃarɛma
начарешташ	natʃaraztaʂ
начарештеш	natʃaɾaʃteɾ
начарештмаш	natʃaɾɛsmaɾs
начарештме	natsʲarɛʂtna
начарештше	nˈˈatʃarˈeʃtʃ
начарлык	natʃaɾlɑ
начаррак	natʃorak
начарын	natʃarən
начи	nˈatʃi
начий	nˈatʃi
начислений	nˈatʃiˌ
начка	nˈatʃka
начкаже	ʊnˈatʃkaʒ
начката	natʃkata
начу	nˈaʃˈe
нашатырь	naʃat̪iɾj
нашивке	nˈosiˈeɣok
нашмак	nɑʃmɑk
нашмакан	naʃmɑkɑn
нашмакым	naʃmaka
наян	najɯn
наянлык	nʊ̞jɑnɫɯ̞k
наҥгаедаш	nʊ̞ŋgäjʊ̞dɑʂ
наҥгаем	nʊ̞nɑ
наҥгаен	nʌgˈajɛ
наҥгаенна	nagajna
наҥгаеныт	nɑɢɑjɯn
наҥгает	nʲaɴgajɯ
наҥгайыкта	nagaekta
наҥгайыкташ	naɢajkʰtaʃ
наҥгайыман	naɴgaimɐ
наҥгайымаш	nagaːimaaʃ
наҥгайыме	nɑŋgɑjamɑ
наҥгайымек	nʲgajme
наҥгайынеже	nɑŋɑjnɛʃ
наҥгайынешт	nɑŋɑjɑmɛʃt
наҥгайыш	naɣ̞oæs
наҥгайыше	nagaːʲiʃʲa
наҥгайышна	nagaːʲeʂna
наҥгайышт	nagɑjɑʃt
наҥгая	lõŋgoja
наҥгаялташ	nɑŋgɑjɑɫtɑʃ
наҥгаят	nʁɐjɐ
наҥгаяш	nʊ̞ŋgjæʃ
нганасан	nanasaːn
негатив	nˈeɣʌtˈiv
негр	nˈegr
негыз	nɛgdɨz
негызан	negəzɑn
негызаҥаш	nægæzæŋɑʃ
негызаҥдаш	nɛgəzanʁdarʃ
негыздыме	nɛgɛzdɛma
негыздымылык	negəzdemɑɫɑk
негызеш	negɒzɒʃ
негызла	nɛgɯzɫa
негызлалташ	nækɯzɫɑɫtɑʃ
негызлалтмаш	nɛgɯzɫaltmaʃ
негызлалтме	nʲɛgəslɛlt
негызлалтмышт	nɛgazɫaːtmɑʃt
негызлалтше	nʲægɛzɫau̯tʃɐ
негызлалтын	nɛgazɫau̯tɛ
негызлан	negəzlan
негызлаш	nɛgɯzɫaʃ
негызле	nɛgɐzɫɐ
негызлен	nɐgəzɫɛn
негызлык	nɛgazɫak
негызлымаш	negɯzɫɑmɑʃ
негызлыме	nɛgɛzlama
негызлыше	nɛgazɫɑˈʃɑ
негызой	negɐzɔj
негызше	nɛgɛsʃa
негызшылан	nʲɛʲɪgæsʲɑɫɑn
негызым	nʲægzɐm
негӹц	nægːɛts
недоимке	nʲidajimke
недышудо	najatɑʃuta
незер	nezær
незеремаш	nˈezˈɾˈmaˈʒ
незеремдаш	nezæɾˈɛmdæˈʃ
незеремдымаш	nɛzæremdæˈmɑˈʃ
незеремдыме	næzærɛmdɑmɑ
незеремдыше	nɛzɛrnɛndɛʃtʃɛ
незереммаш	nezæɾɛmmɑʃ
незеремме	nɛzɛrɛmma
незеремше	nezarɛmʃa
незерешташ	nezɛrɛrˈʃtaʒ
незерештмаш	nɛzɛrɛʃtmaːʃ
незерештме	nezareʃtma
незерештмек	nɛzræʃtmɛ
незерештше	nezaraʃtʃe
незерештын	nʲezærɛʃtɪ̞n
незерлык	nɛzɛrlɑ
незерын	nazˈɛrən
нейлон	nilon
нейрохирург	neːɾɔhiːrʊrk
нейрохирургий	nˈiːroxirʊdˈiː
нейрохирургийысе	nɛjroxirurgijsæ
нейтрал	nitɾɑl
нейтрализатор	nejtraljzator
нейтрализм	nˌeɪtʁɐɭˈizm
нейтралитет	nitralidzʲet
нейтрон	nitron
нейтронан	nitronan
некролог	nˈekrɛɭo
некрологысо	nigrɔɫoɣɯsɑ
нектар	nʲiktɑr
нел	nˈeɪl
нелалташ	nelaltaʃ
нелалтын	nɛlɑltɯn
нелаш	nelaʃ
нелгыт	neld̪e
нелде	neld̪e
нелдыме	neudɐmɑ
неле	nɛ
неле-йӧсӧ	nɛɫajɔsʲɛ
нелемаш	ne̞ɫæmɑʂ
нелемдалташ	ned̪e̞md̪elt̪aɾs
нелемдалтмаш	neɾɛmdɛaltmaɾʃ
нелемдалтме	nelɛn̪d̪almɑ
нелемдалтше	nɛlɛmdalʃa
нелемдат	nɛlɛmda
нелемдаш	nɛliːmdaʃ
нелемден	nɛgæmdʲɪɴ
нелемдымаш	nelemt̪emaɾs
нелемдыме	nɛɫæjmdɪmɯ
нелемдыше	nalɛmdɛʃa
нелемеш	nɛɫimæʃ
нелеммаш	nelemaʃ
нелемме	nelemma
нелеммыже	nelɛmɔʒɛ
нелемше	nalɛmʃa
нелемын	nɛ
нелеш	ne̞ɫæʃ
нелеш ида нал!	nˈe ʎeʃi danˈaɫ
нелман	nelma
нелмаш	nelmaːʃ
нелме	neɣ̞um
нелтыш	nɛɛltaʃ
нелше	nɛu̯sɐ
нелыжат	neɫɔʒɐ
нелыже	neɫaʒɛ
нелыжым	neɫaʒɛm
нелыкташ	najlɛktɑʃ
нелылык	nejlɯɫɯk
нелылыкан	nʲiɫaɫakn
нелылыкыш	neoɫɯ̞qɯ̞ʂ
нелын	nɛɫɛn
нелын-йӧсын	nelo
нелырак	nɛɫɑɾɑ
нелыт	nˈeɪlˈɪt
нелытан	naɛɫˈotɑːn
нелытаҥаш	ne̞lotãŋas
нелытаҥмаш	neɣ̞otãnmas
нелытаҥме	nelotajngma
нелытаҥше	neɫotɑʃ
нелытше	nɛˈlɛtʃɛ
немак	nˈemak
немда	nɛmda
немке	nɛmke
немыр	nʲemar
немыран	nˈemˈɑrɑn
немыраҥаш	nʲemɯ̞rɑŋaʂ
немыраҥмаш	nʲemræŋmɑʂ
немыраҥме	nʲemraŋma
немыраҥше	nʲemranʂɨ
немыч	nʲematʃ
немыч-влак кече мучко шып ыльыч [в. дмитриев].	nʲemadʲ vɫap kʲetʃʲe mutʂko ʂap alʲetsʲ
немычла	nemeatʃɫa
немычлаш	nemitʃɯlaʃ
немычпурса	nʲemɨtʂpʊrsa
немыччыве	nʲematːʂɨva
ненайдар	nenajd̪aɾ
ненец	nˈynʌts
ненчалташ	nentʃeˈltɑʃ
ненчалтмаш	nenˈdʒɒlɒtmɒɾ
ненчалтме	nintʃa
ненчалтше	nentʃaltʃɛ
ненчаш	nenkə
ненчаҥаш	nenʃaŋgas
ненчаҥмаш	nentʃakmas
ненчаҥме	nentʃaŋma
ненчаҥше	nɛŋtɕɔnʃ
ненче	nen
ненчен	nɛnʃən
ненчылалташ	nenʃalaltaɾ
ненчылалтмаш	nʲentʃɑβaɫtmaʃ
ненчылалтме	nentʃlɑltmɑ
ненчылалтше	nendʒɛlalʃ
ненчылаш	nentʃɑɫaɾ
ненчылымаш	nenɑlɑmaɾ
ненчылыме	nentʃɯɫamɯ
ненчылыше	nentʃɯɫɯ̞ʂɯ̞
ненчымаш	ntʃɒˈmɒɾ
ненчыме	ntʃɪmm
ненчыше	neɛnʲtʃɛʃɛ
неодарвинист	nɛˈoˈtɑrvʲiɲist
неолит	neoˈlʲit
неологизм	nˈɛɐlˈʌgizm
неон	nɪwˈaʊn
неопределённый	nʲepridzʲiɫinːj
неославянофил	najaɣosɫavjanofʲiu̯
неофрейдизм	nɛoːfrajdiˈzɨm
неофрейдист	nˈofɹˈeɪdˌiːst
непте	nʲekta
нер	nɪɾ
нера	mjaɾa
нера [приток индигирки]	nʲera
неравенстве	nʲiraɫʲinstva
нералташ	nɛrɔltas
нералтен	nɛrɑltæn
нералтме	nɛrau̯tma
нералтымаш	neɾaltɯmas
нералтыме	nɛrɑltɑmɑn
нералтыш	nˈɛrɑltɑʃ
нералтыше	nɛrɑltɑʃ
неран	nran
нерат лияш	nʲa rada lʲiʲaʂ
нераш	neɾaʃ
нерван	nɛrˈvɑːn
нерве	njɛrvɛ
нервничатлаш	nʲɪrwɲːitʃatʊ̞ɑʂ
нервничатлымаш	nʲɛrvnʲitʃʲatɫɑmaʂ
нервничатлыме	nʲɛrwɲtʃatɫɪmɪ
нервничатлыше	nʲɪrvʲnʲitʃatɫɯ̞ʂɛ
нервомыш	nɛrvɔmaʃ
нервомышысо	nɛrvɔmɐʃɐsʲɐ
нерге	merd̪ɾjɐ
нергеан	nergæːn
нергелалташ	ɾɛgɛlɑɫtɑʃ
нергелалте	nʲærgʲɪlɑltʊ
нергелалтмаш	ergɯ̞ɫäɑɫtmäʂ
нергелалтме	mergɑɫɑɫtmɯ̞
нергелалтше	nɛrgɛɫatʃ
нергелаш	tsʲilɑʃ
нергелен	nˈɛrgɪ̞ɫɪ̞
нергелу	nɛrgɐlu
нергелык	nɛrgɛlək
нергелымаш	tsʲigɛlamaʃ
нергелыме	nærgʲeːlama
нергелыше	nɛrgɛʎɛʃɛ
нерген	ɲɛrgʲɛn
нергенак	nɛrgɛnɐk
нергенат	nærgænɑ
нергенем	neɾgjɛnɛjæm
нергенже	nɛrgɛnʒɛ
нергеште	nærgærʃt
нергештыже	nærgæʃtɪ̞rʒʲɪ
нергым	energɯm
нергӧргысӧ	nʲɛrgʏrgʏ̞s
нергӧргӧ	nɛrgørgɔ
нердамак	erdamak
нердаш	nɛrdaz
нердымаш	nɛrdamaʃ
нердӱҥ	merdʊm
нердӱҥысӧ	nɛrdɯlˈmɪsɪ
нерен	næˈræn
нерешкаш	neɾɯ̞ʃkɑʃ
нерешкымаш	neɾeʃkɯ̞mɑʂ
нерешкыме	narɛʃkama
нерешкыше	neɾɛʃkɐʃa
нерешталташ	neɾast̪aɫt̪aʃ
нерешталтмаш	næɾæʃtɑɑɫtmɑʂ
нерешталтме	neɾastɑɫtmɑ
нерешталтше	nˈaɾaʃtˈaˈalʃa
нерешталтын	naɾaʃtaaltɯ
нерештараш	nĕt̪aɾaʃ
нерештарымаш	neɾɛʃtɑɾɑmɑʃ
нерештарыме	nɛrɛʃtarama
нерештарыше	nrɛʃtaraʃa
нерешташ	neɾast̪aɾ
нерештеш	nærøʃtæʃ
нерештмаш	nˈeˈɾeʃtmˈaʃ
нерештме	nerɛtʃtm
нерештмыла	nˈeɾɜːʃtmˈa
нерештшаш	neɾɯzːaʃ
нерештше	nˈɛrɛʃtʃʲi
нерештыкташ	nɛraʃtɯktɑʃ
нерештыктымаш	neɾestɯtɯmɯz
нерештыктыме	nˈɛrɛʃtɪktɑmɑ
нерештыктыше	næræʃtɯ̞ktɯ̞rʂɛ
нерештын	nærɛʃtɯ̞n
нерештыш	nɛɾɛʃtɛʃ
нержат	nɛrˈʒa
нерже	nˈiʒʌ
нержым	neɾʒɯm
нерйӱк	nˈɛrju
нерйӱкын	nɛrjuq
нерлу	nɛrlu
нерлык	nɛrlɔk
нерлыкым	nɛrlakam
нерноло	nɛrnɔˈʎa
нерпе	nʲerpa
неррож	naroʒ
неррожысо	najroʐɐsʲa
нершижмаш	nɛrʃɪʒmaʃ
нершижмашан	nɛrsʲiʐmaʃan
нершовыч	naerʂovatʃ
нершу	nˈɛrʃu
нершулдыр	najarʂuɫdar
нершупшмаш	nɛrʃuːbʃmaʃ
нершуран	nɛrʃuran
нерыктараш	nerɯ̞ktaɾaʃ
нерыкташ	nerɔktatʃ
нерым	nɛram
нерымаш	neɾɔmas
нерыме	nɛrɔma
нерынчалташ	nerɛntʃɑɫtas
нерынчалтмаш	neɾintʃɑɫtmäʃ
нерынчалтме	nɛrnˈtʃɐltma
нерынчалтше	næˈrɛnʒɐltʃe
нерынчаш	nerɛntʃəɾ
нерынчымаш	neɾɛndʒimaʃ
нерынчыме	neerenʲdʲɪmɑ
нерынчыше	nærinʲtʃɐʃɐ
нерыше	nɛrˈʃɐ
нерыште	nˈɛrˈɛʃtɛ
нерышыла	nrɪ̞ʃɪ̞ɫɪ̞
нерышын	najraʂan
нерӱпш	nɛrɛpʃ
нерӱпшан	nerɨpʃaːn
нерӱпшдымӧ	nerʏpʂtɪmɯ
нетбук	nibˈok
нефтебазе	nɛfciɛbazɛ
нефть	ɲirt
нефтян	ɲeftɕaŋ
нефтяник	nʲirtzʲaɲik
нечке	netʃkɑ
нечкешланен	nʲitʂkɛʃˈlɑnæt
нечкештараш	netʃkɔztaɾaʃ
нечкештарымаш	netʃkɛʃtɑrɑmɑʃ
нечкештарыме	nɛtʃkɛʃtaramɯ
нечкештарыше	nɛtʃkɛʃtaraʃa
нечкешташ	neskeest̪s
нечкештмаш	netʃkistmaːʃ
нечкештме	netʃkæɑʃtmɑ
нечкештше	nɛtʃkjɛʃtʃe
нечкештын	nɛʃkɛʃtɯ̞n
нечкыланаш	nɛʧkɑlanaʃ
нечкыланен	netʃqilana
нечкыланымаш	nɛʧkɑlɑnɑmaːʃ
нечкыланыме	nɛtʃkɑlɑnɑmɑ
нечкыланыше	netʃkalɑnɯʃæ
нечкылык	netʃkɑlɑk
нечкын	nɛtʃkɛ
нечкышланаш	nʲetʃkɑʃɫɑnɑʂ
нечкышландараш	nɛtʃkaʃɫændɑrɑʃ
нечкышландарымаш	nitʃkɪ̞ʃɫɑndɑrɯ̞mɑʁ
нечкышландарыме	nɛtʃkaʃlandarama
нечкышландарыше	nɛtʃkɑʃɫændarɯʃ
нечкышланымаш	nɛʃkɑʃːlɑŋɑmɑːʃ
нечкышланыме	nɛtʃkɑʃɫanama
нечкышланыше	nɛtʃkaʃlɑnɯ̞ʃɯ̞
нечкышлаш	netʃkɯʃlarʃ
нечкышлымаш	nɛtʃkaʃɫɯ̞mɑʂ
нечкышлыме	netʃkaʃɫama
нечкышлыше	netʃkɐʃɫɐʃɐ
нечкышнаш	nʲetʃkaʃnɑʃ
нечкышт	netʃkɑʃ
нечыве	nʲetʃeve
ни	nˈe
нивелир	nˈe
нигат	nʲigat
нигер	nʲigɪr
нигилист	nˈigɪlist
нигудо	nˈeɪgˈudɐ
нигузе	nɛguzɛ
нигузеат	nˈɛguzˈɛ
нигунам	nɛgunam
нигунамат	nʲigunamat
нигунамсе	nigunamsɨ
нигунар	nʲigwnɑr
нигунаре	nʲigunara
нигуш	nˈeguʒ
нигушакын	niːguːʃaːkən
нигушан	nʲiguʂan
нигушанат	nʲiguʂanad
нигушеч	nˈeguʃˈɛtʃ
нигушечын	nˈiguʃˈɛtʃin
нигушкат	nʲagːugɑ
нигушко	nˈeguʃka
нигуштат	nʲaguʂta
нигушто	nʲaguʂta
нигӧ	niga
нигӧат	nigɛt
нигӧжат	niːgɐʒɐ
нигӧжымат	nʲigɫʲʂɨma
нигӧла	nˈegˈɯɫa
нигӧлан	nʲigɯˈɫɑn
нигӧланат	nʲigɯɫɯ̞nä
нигӧм	nɛ
нигӧмат	nigima
нигӧн	nʲigɪ̞n
нигӧнат	nˈegynˈɑ
нигӧш	nʲigøʃ
ниешташ	njɟʝaest̪at̪
ниештмаш	neˈnˈeˈestmaʃ
ниештме	nɛjeʃtma
ниештше	nˈejˈɛʃtʃʌ
ний	nˈiː
нийгорно	najɪgorna
нийлаш	nɯjˈɫɑʃ
нийлымаш	nɯ̞jɫʊ̞mɑʂ
нийлыме	neiɫama
нийлыше	nˈeiɫaʃ
нийшӱм	nˈeiʃˈy
нийым	nɛjɛ
никелироватлаш	nikiɫjɾuɫatɫas
никелироватлымаш	nikʲiliɾɔvɑtɫumarʃ
никелироватлыме	nʲikɪ̞nlʲirɯ̞vˈätɫɯ̞mɯ̞
никелироватлыше	nikʲiɫiropatɫɯʃɯ
никель	nˈiːkəl
николаев	nʲikoɫɑjɛv
никотин	nikɔː˧˥tiːn˥˩
нил	nˈeɭ
нимат	nʲimat
нимат лийын огыл.	nʲimat lʲi janoɫkau̯
нимат ом пале.	nʲimat onpɑɫɪ̞
нимахань	nimahaɾ
нимаят	nˈemˈɑja
нимо	nimo
нимогай	nʲemoɣaj
нимогайжым	pavʲerɨɫamoɣaʲeʐ
нимогайымше	nʲemogajɛmʂɛ
нимогаят	nʲamogaʲa
нимодымо	nʲemodama
нимодымылык	nʲamodamaɫok
ниможо	pavʲerɨɫamoʐa
нимолан	nˈemˈɔɫan
нимолык	nʲimoɫak
нимом	nʲimˈom
нимомак	nʲamomak
нимомат	n˩˥ːemoma
нимончат	nˈemˈɔ̃tʃˈa
нимош	pavʲerɨɫamˈoʒ
нимошат	nʲamɔʂa
нимошт	nʲamoʐa
нимошто	nʲamˈoʒtʌ
нимучашдыме	nimutʃaasdɛme
нимучашдымын	nʲemutʂaʂdɨmɨ
нимыняр	nʲimɑˈnʲɑr
нимынярат	nʲimɑnʲira
нимыняре	nʲimɨnʲare
нимынярлан	nʲemɨnʲaɾlɑn
нине	nɨnɔ
ниным	nɪ̞nɪ̞m
ничья	nitsja
ниялалташ	nʲiɛɫaɫtɑʂ
ниялалтмаш	nelɑɫtmɑʃ
ниялалтме	nelɑɫtmɯ
ниялалтше	numeɾoãmblal̪t̪s
ниялаш	nɯjɑɫɑʃ
ниялмаш	nelalæʃ
ниялме	netɑzɯmɑ
ниялта	netɐ
ниялтат	neɔltɑ
ниялташ	niket̪aʃ
ниялтен	nʲiltɪ̞
ниялтет	netɛn
ниялткалаш	niˈjɑˈɫtkɑlɑʃ
ниялткален	nˈeɪldkˈɑlɪn
ниялткалыше	nɛjɑlkɑɫɯ̞ʃ
ниялткедылаш	næjæɫtkæɑlɑʃ
ниялтыкташ	nejɑɫtɑktɑʃ
ниялтылеш	nitɾastjles
ниялтымаш	niket̪imas
ниялтыме	nijɯɯtɯmɯ
ниялтымыла	nɪ̞jɑɫtɯ̞mɯ̞ɫɑ
ниялтынешт	neˈɾaltɯnɯ
ниялтыш	numeɾoal̪t̪ɐs
ниялтыше	nɛjaɫtɛʃe
ниялтышт	neɑltæʃt
ниялтышыла	najaɫteʂɨɫa
ниялше	neˈjɑʃɑ
ниян	nijan
но	no
нобелиат	nˈobiliˈat
новатор	nobator
новелле	nabɛlːɛ
новеллысе	nɔvɛlɔseɾ
ногай	nˈogˈaɪ
ногыт	nˈovʌt
нодаш	nodaʃ
ноен	nˈo
ноенна	nojɛnːa
ноеныт	nɔjɛn
ножовко	nˈoʒˈofkʌ
ной	noj
нойдараш	nojðaɾaʃ
нойдарымаш	nojdaːrɑmaʃ
нойдарыме	nojdarɑmɑ
нойдарыше	nojdarasʲa
нойыдегече	noj
нойыктараш	noeɣ̞t̪aɾaz̺
нойыктарымаш	noeð̞eɾamaʃ
нойыктарыме	nˈojˈaktˈɑrɑmɑ
нойыктарышан	mʊ̞ktɑɾaʃɑn
нойыктарыше	nojaktaraʂtʂɛ
нойыкташ	nojaktãʃ
нойылдал	noiɔpda
нойыман	nˈojmɐn
нойымаш	nˈoˈemˈɑ
нойымешке	noemeʃka
нойымо	nojɨmɨ
нойымыжо	nˈoˈemʌʒˈɛ
нойымым	nojɨmam
нойышан	nojʂan
нойышо	nojaʂtʂɛ
нойышт	nˈoˈjaʃ
нойышыла	naʃɫa
нойышым	nojaʂɨ
нойышын	nˈoˈiʃˈan
нокаут	noko
нол	nɔl
нолай	nˈolaj
нолалташ	nolal̪t̪aɾs
нолалтмаш	nolɑɫtmaɾ
нолалтме	naulaaltma
нолалтше	nalalɣ̞se
нолаш	nɔɫɑʃ
нолаҥаш	nʊ̞ɫɑnʁɑʂ
нолаҥмаш	nolanmaːʃ
нолаҥме	nolanɣimɑ
нолаҥше	nalanɣ̞sa
нолга	nɔɫgɑ
нолгер	nolgeɾ
нолгерла	naɫgi̠rɫa
нолгерысе	nolge̞rassɯ̞
нолго	nɔlɣə
нолдӱр	nɔldɔr
нолемаш	nolemas
нолеммаш	nolemmas
нолемме	nolemma
нолемше	numeɾolemsa
нолнер	nolneɾ
ноло	nɔɫɐ
нолтыш	noltɐʃ
нолыктараш	nolɯcdɑɾas
нолыктарымаш	nolɯt̪aɾamas
нолыктарыме	nɔlɔktɑraˈma
нолыктарыше	noɫakdarasja
нолымаш	naɫɑmaˈʃ
нолымо	nolama
нолышо	nˈoɭʌʃa
ноль	nɔlʝ
нольык	nʊɫjɐk
нольышташ	noalˈaʃtaʃ
ноля	noʝa
нолян	nˈoɭɔn
номенклатур	namɛnkɫatur
номенклатурысо	nominakuatursɨ
номер	nʊmjər
номеран	nʊmiran
номерлалташ	nõŋmiɾlalt̪aɾʃ
номерлалтмаш	numeɾod̪emaʃ
номерлалтме	ɵmɪ̞rɫɑɫtmɛ
номерлалтше	numirlalitsi
номерлаш	nʊmˈirɭas
номерлымаш	nomiɾað̞amas
номерлыме	nʊ̞mɪ̞ɾɫɯ̞mɯ̞
номерлыше	nɔmiɾɫɯ̞ʂɛ
номероватлаш	nʊmˈjirɑvɑtlɑʃ
номероватлымаш	nʊmjɪrɑvattɫæmajʃ
номероватлыме	nʊmjɪrɑvatɫɯmɪ
номероватлыше	nɔmʲirɔvatɫɵʃɛ
номерок	nɔmirɔk
номерыште	nɔmeɾɔʃte
номинативный	nˈomiɭatjvnyj
номинаций	nʌminɐtsɨj
нонай	nonaik
нор	ar
норвег	nɔrvjɛk
нормализоватлалташ	nʊrmalizɔvɐtɫaltaʃ
нормализоватлалтмаш	nɔrmɑɫizɔvɑtɫɑtmaʃ
нормализоватлалтме	nʊ̞rmɑɫʲizʊ̞mɑtɫäɫtʊ̞näj
нормализоватлалтше	normalʲizovatɫau̯tʂɨ
нормализоватлаш	nʌrmʌɭˈizʌvɑtɭʌʒ
нормализоватлымаш	tʊrmalizavatɫæmaːr
нормализоватлыме	nɔrmalizɔvɑtɫɛmɛ
нормализоватлыше	normalʲizovatɫɨʂɛ
норман	noɾmãn
норманн	nˈɔɾmɑn
норматив	noɾmatʲif
нормироватлаш	nˈormˈjrˈovaˈtɫas
нормироватлымаш	naɾmiɾabat̪wamas
нормироватлыме	nˈormˈrˈovaˈtlˈɛmɛ
нормироватлыше	nɔrmirɔvɑtɫusɛ
нормировщик	nɔrmiːrɔːfɕiːk
нормо	nˈɔrmɑ
нормыдымо	normazˈmɒ
носилка	nɐsɪlkɑ
носилкасе	nasʲiu̯kasɨ
носки	nˈɔski
носкиан	nˈɔsgˈiːɑːn
носовик	nasavik
носорог	nɔsɑrɔk
