'	apostrof
nobréngs	nˈoʊbɹˈɪŋz
nobréngt	nˈoːbɾˈɛŋt
nobueren	nˈobˈaɾan
nobuers	nˈoʊbɹˈɚs
nobuert	nˈoʊbɹˈɚt
nobäi	nobaj
nockewell	nˈɔkɜvˈal
nockewellen	mokkwɛlˈɔ̃
nodeel	nˈoːdˈɛl
nodeeler	nodella
nodeem	nˈodˈe
nodeems	nˈoʊdˈeɪmz
nodenken	nudˈɛŋkən
nodenklech	nodaŋklos
nodenklechem	nˈoːdˈɛŋkləʃən
nodenklechen	nˈodˈænklˈˈɔʃɛn
nodenklecher	nodaːnkˈløʃːa
nodenklecht	nˈoːdˈɛŋkllˈœʃt
nodenks	noðanks
nodenkt	nˈodˈɛŋkt
nodrock	nˈoːdɾˈɔk
nodroen	nˈɔdɹoːn
nodroend	nˈoʊdɹˈɔlənd
nodroendem	nˈotʁˈovˈɛ̃dˈɔm
nodroenden	nˈoːdˈiʁˈuːvəndˈœn
nodroender	nodˈroˈɛnda
nodrot	nˈoːdˈoːt
nodrécken	nodrəkːan
nodrécks	nˈodɹˈɛks
nodréckt	nˈodɹˈɛkt
nodréiglech	nˈoːdˈiʁajʒˈɛlˈaʒ
nodréiglechem	nˈudɹˈaɪʒfɪkjˈo
nodréiglechen	nˈoˈʁeʒalˈɒsˈiɑ̃
nodréiglecher	nˈoːdʁˈajʒˈɛleʃˈa
nodréiglecht	nˈoːdvˈaɪzɔstˈɛ
nodréis	nˈodɹˈeɪs
nodréit	nˈoʊdɹˈeɪt
noem	nˈoːɾn
noen	nˈoːɾˈæn
noenaner	nuaˈnɑna
noeneegemaach	nˈoːˈanˈegəmˈaʁ
noeneegemaacht	nˈuːɾnˈeːgəmˈɛxt
noeneegemaachtem	nˈoːjnˈeːgɛmˈɛxtɪŋ
noeneegemaachten	nˈuːɾnˈeːgəmˈɛçtən
noeneegemaachter	nˈuːɛnˈeːgəmˈɛxtɜ
noeneemaachen	nˈuːɔneːmˈɛːxlˈ
noeneemaacht	nˈoːˈanˈemˈɛʁd
noeneemouch	nʊɑːnɛmɑʊ̯ʃ
noeneemouchen	noaneimawarãm
noeneemouchs	nuːɛnmɛmɔɾs
noeneemoucht	noːɐnˈeːmɔːrt
noeneeméchs	nˈəoˈeɪmˈaʊz
noeneemécht	nˈuːɛneːmˈɑs
noeneeméich	nˈuˈaːnjmˈejʃ
noeneeméichen	nˈuænneˈmeɪʃɪn
noeneeméichs	nˈoəŋˈjˈmˈɛjʒoʒˈ
noeneeméicht	nɔwɛmiːmˈɛiʃt
noeneen	nˈoːɛ
noeneenzemaachen	nˈuːɛnˈɪntsmˈaːxlən
noer	nˈuːɾ
noerzielen	nˈuːɛɾtsˈɛːlən
noerziels	nˈoʊˈɑɹtsfˈɛːlz
noerzielt	nootsiːlt
noerzieltem	loːɛɾtsˈɛːltən
noerzielten	noɔːtsɛːɾtən
noerzielter	nootsiːlt̪a
noexamen	nˈoʊˈɛksˈamˈɛn
nofiers	nˈoʊfˈaɪɚz
nofiert	nˈofˈaɪt
nofillen	nˈoːfˌiːlˈlˈan
nofills	nˈoːfˌɪlts
nofillt	nˈofˈɪlt
nofolger	nˈofˈoː
nofolgerin	nʊfɔldʒɔɾin
nofolgerinnen	nˈoːfˈɔldzɪgɚˌɪnən
nofolleg	nˈoʊˈfɔːnə
nofrees	nˈofɹˈeɪs
nofreet	nˈɔ̃fˈɹˈeɪt
nofro	nˈofʁˈoː
nofroen	nˈuːɾfrˈoːɾn
nofueren	nˈuːɾfˈyːrən
nofuerschen	nˈoʊfɚʃˈɛn
nofuerschs	nˈofɹˈɛst
nofuerscht	nˈofɔɾˈʃt
nofuerschung	nˈoːfˈɔɹʃˈoːn
nofuerschungen	nˈoːfˌœʃˈuːŋən
nofëllen	nˈɔfɜlˈɛn
nofëlls	nˈoʊfˈɔlts
nofëllt	nˈoʊfɔːt
nogaang	nˈoʊgaŋ
nogaangen	nˈoːɾgˌaŋən
nogeaaft	nˈɔ̃gəˈɛft
nogeaaftem	nˈuːgɜˈafˈtˈrˈam
nogeaaften	nˈɔɾgɑːaftˈɔɾn
nogeaafter	nʊɣaapːtoː
nogebaut	nˈuːɾgəbˈaʊt
nogebautem	nˈuːɾgəbˈaʊtən
nogebauten	lˈasəngəbˈaʊtən
nogebauter	nˈuːɾgəbˈaʊtɜ
nogeblitt	nˈoːgəblˈɪt
nogebléit	nˈoːgəblˈaɪt
nogebuert	nˈuːgəbˈuːt
nogebuertem	nˈuːɾgəbˈʏɾtən
nogebuerten	nˈuːgəbˈaɪtən
nogebuerter	nˈuːgəbˈaɪlttˈɔɹ
nogedroen	nˈuːɾgədɾˈoːən
nogedréckt	nˈoːgətɾˈɛkt
nogedrécktem	nˈuːɾgədrˈɛktən
nogedréckten	nˈuːɾgədrˈɛktən
nogedréckter	nˈuːɾgədrˈɛktɜ
nogeduecht	nˈuːgədˈʏɾʃt
nogees	nˈoʊgˈeɪs
nogeet	nˈoˈgeːt
nogefillt	nˈuːɾgəfˈɪlt
nogefilltem	nˈuːɾgəfˈɪltðˈɛm
nogefillten	nˈuːɾgəfˈɪltən
nogefillter	nˈuːɾgəfˈɪltɜ
nogefrot	nˈuːɾgəfrˈoːt
nogefuer	nˈuːɾgəfˈyːɾ
nogefëllt	nˈuːɾgəfˈœlt
nogefëlltem	nˈuːɾgəfˈaltdˈan
nogefëllten	nˈuːɾgəfˈaltdˈan
nogefëllter	nˈuːɾgəfˈʏltɜ
nogeheien	nˈuːɾgəhˈaɪən
nogeheis	nˈoʊgˈaɪz
nogeheit	nˈoːgəhˈaɪt
nogeholl	nˈuːɾgəhˈɔl
nogehollef	nˈoːgɜhˈɔlˈlʏv
nogehäis	nˈoʊgˈaɪz
nogehäit	nˈoʊgˈaɪd
nogehäitem	nˈoːgəhˈɛldəm
nogehäiten	nˈoːgəhˈɛɪtən
nogehäiter	nˈoːghˈɛðtˈa
nogejaut	nˈoːgˈɑʒˈaɔt
nogejautem	nˈuːɾgəʃˈaɪtən
nogejauten	nˈoːgəʒˈaʊtən
nogejauter	nˈoːgəʒˈaʏtɔ
nogekrasch	nˈuːɾgəkɾˈaʃ
nogekroch	nˈuːɾgəkɾˈɔx
nogekuckt	nˈuːɾgəkˈɔkt
nogelaf	nˈuːɾgəlˈɑːf
nogelauschtert	no˩˥ːgʁˌeːˌalˈʃtˈat
nogelies	nˈoːgəlˌeːəs
nogeliwwert	nˈoːgəlˈɪvɚt
nogeliwwertem	nˈuːgəlˈeːfɜtən
nogeliwwerten	nˈuːgəlˈiːvɜtˌan
nogeliwwerter	nogɛlɪvata
nogelooss	noːgəlˈoːs
nogeluecht	nˈoːgəlˈœʃt
nogeluechtem	nˈoːgəlˈœstən
nogeluechten	nˈuːgəlˈœstən
nogeluechter	nˈuːlgəlˈœʃtɔr
nogemaach	nˈokəmˈaʁ
nogemaacht	nˈoːgəmˈaxt
nogemaachtem	nˈogəmˈɛrtən
nogemaachten	nˈokəmˈaxtən
nogemaachter	nˈoːglˈmˈʊˈrtˈoː
nogemiess	nˈoːgəmˈaɪɾz
nogemoolt	nˈuːgmɔlt
nogemooltem	nˈuːɾgəmˈʊltən
nogemoolten	nˈuːɾgəmˈɔltən
nogemoolter	nˈuːgmˌɔltˈɔr
nogemooss	nˈogəmˈoːs
nogepaff	nˈɔ̃gəpˈɑːf
nogeplappert	nˈuːɾgəplˈɔpɔt
nogeplappertem	nˈuːɾgəplˈɔpˈɔʊtən
nogeplapperten	nˈuːɾgəplˈɔpɔtən
nogeplapperter	nˈoːgəplˈopːaʊtoː
nogepréift	nˈuːɾgəpɾˈɛːft
nogerannt	nˈoːˌɛɾˈɑnt
nogerechent	nˈuːɾgərˈæʃənt
nogerechentem	nˈogərˈasʃəntən
nogerechenten	nˈogˈaɾˈaʃˈanˈdˈɒn
nogerechenter	nˈoːgˈɾˈʃˈiːndˈɑ
nogeruff	nˈuːɾgərˈʊf
nogerutscht	nˈuːɾgərˈʊtʃt
nogeréckelt	nˈoːgərˈɾˈkgˈɛlt
nogerëtscht	nˈuːɾgərˈœtʃt
nogesalzt	nˈuːgəzˈɔltst
nogesalztem	nˈuːɾgəzˈaltstən
nogesalzten	nˈuːɾgəzˈaltstən
nogesalzter	nˈuːgəzˈɔltstɔr
nogeschlaff	nˈuːɾgəʃlˈɔf
nogeschleeft	nˈuːɾgəʃlˈeːft
nogeschleeftem	nuːɾgəʃlˈɛːftən
nogeschleeften	nˈuːɾgəʃlˈɛːftən
nogeschleefter	nˈuːɾgəʃlˈɛːftɜ
nogeschloen	nˈuːɾgəʃlˈoːən
nogeschmaach	nˈoːgəʃˈaç
nogeschott	nˈoːgəʃˈɑt
nogeschottem	nˈuːɾgəʃˈɔtən
nogeschotten	nˈuːɾgəʃˈɔtən
nogeschotter	nˈuːɾgˈʃˈoːtˈtˈɔɾ
nogeschriwwen	nˈuːɾgəʃrˈɪvən
nogeschwat	nˈoːgəʃvˈaɾt
nogeschwatem	nˈuːgəʃvˈaɾtən
nogeschwaten	nˈoːgəʃˈvˈaɾtən
nogeschwater	nʊgəʃʋatɔ
nogeschéckt	nˈuːɾgəʃˈɛkt
nogeschécktem	nˈuːɾgəʃˈɛktən
nogeschéckten	nˈuːɾgəʃˈɛktən
nogeschéckter	nˈuːɾgəʃˈɛktɜ
nogesicht	nˈuːɾgəzˈɪʃt
nogesichtem	nˈuːɾgəzˈɪçtən
nogesichten	nˈuːɾgəzˈɪçtən
nogesichter	nˈuːɾgəzˈɪçtɜ
nogesot	nˈuːɾgəzˈoːt
nogesotem	nˈuːgəzˈɔtəm
nogesoten	nˈuːɾgəzˈoːtən
nogesoter	nˈuːɾgəzˈoːtɜ
nogespaant	nˈuːɾgəʃpˈant
nogespaantem	nˈuːgəʃpˈantən
nogespaanten	nˈuːɾgəʃpˈaŋtən
nogespaanter	nˈuːɾgəʃpˈantɜ
nogespillt	nˈoːgəʃpˈɪlt
nogespilltem	nˈuːgəʃpˈɪltən
nogespillten	nˈuːɾgəʃpˈɪltən
nogespillter	nˈuːɾgəʃpˈɪltɜ
nogestan	nˈuːgəʃtˌaŋ
nogestanen	nˈuːɾgəʃtˈandən
nogetrauert	nˈuːɾgətɾˈaʊɜt
nogewien	nˈuːɾgəvˈiːrən
nogewierkt	nˈuːɾgəvˈɪɾkt
nogewisen	nˈoːgəvˈɪzən
nogeworf	nˈuːɾgəvˈɔxf
nogewuess	nˈoːgəvˈʊɐs
nogezeechent	nˈuːɾˈɛtshˈəʃˈɛnt
nogezeechentem	nˈuːɾgˈɛtsɛʃɛndən
nogezeechenten	nˈuːɾgˈɛltˈeːʃəntən
nogezeechenter	nˈuːɾgˈɛltˈeːʃəntɜ
nogezielt	nˈuːɾgətsˈɛːlt
nogezieltem	nˈuːɾgətsˈɪltən
nogezielten	nˈuːɾgətsˈɪltən
nogezielter	nˈuːɾgˌɛtsˈaɪltɑː
nogezunn	nˈuːɾgətsˌʏn
nogeäifert	nˈoːgəˈɛɪvhˈɑt
noginn	nogɪn
nogitt	nˈoːgˈɛt
nogoen	nˈɔgoːn
nogouf	nˈɔgɔv
nogoufen	nˈoːgˈoːfən
nogoufs	nˈogˈoʊvz
nogouft	nˈogɔːft
nogoung	nˈogˈoʊn
nogoungs	nˈoʊgˈoʊŋz
nogoungt	nˈogˈoʊnd
nogéif	nˈoˈgev
nogéifen	nˈoːɾgˈæɪfən
nogéifs	nˈoʊgˈeɪvz
nogéift	nˈoːgˈɛlt
nogéing	nˈoʊgˈeɪn
nogéingen	loːgɛːŋən
nogéings	nˈoʊgeɪmz
nogéingt	nˈoʊgˈæɪnd
nogëss	nˈɔɾgəs
nogëtt	nˈoːgət
nohalteg	nuhaʊtdɔʃ
nohaltegem	nualtøʒym
nohaltegen	nˈohˈɑltˈtɜːʒən
nohalteger	nˈohˈaɫtˈvəʒiˈɑ
nohaltegkeet	noːhˈɑlttˈɵʃkɾˈeːt
nohaltegkeetsminister	nˈoːˈaltʃəʃkeːtzmˌinˈɪstɚ
nohaltegkeetsministeren	nualtoskɛtɛsministɔɾɛn
nohaltegkeetsministerin	nˈoːhˈaltdˈʏʃkətˈɪtsmɪnˈɪstɜn
nohaltegkeetsministerinnen	nuːhˈalteːʃkˈeːtsmˌiːnɪstˈɛnˌɪnn
nohaltegkeetsministesch	nʊhɑltøʃkɛjtsminɪstøʃ
nohaltegkeetsministeschen	nˈoˈaltɜʃkˌejdzmɪnˈɪstɜʃən
nohaltegkeetsministère	nˈoˈaʊtwˈɪʃkətˈɛsmɪnˈiːzətɛ
nohaltegt	nuːhɑlˈtøʃt
nohuelen	nˈɔvɛlˈlˈɛn
nohuelt	nˈovˈɛlt
nohéil	no˩˥ːhe˥˩l
nohéilen	nohejlən
nohéils	nˈoˈɛɪls
nohéilt	nˈoːheɪlt
nohëllef	nˈɔɾaldˈɛɾ
nohëllefen	nˈuːɾhˈœlˈlɛfˌeːn
nohëllefs	nˈɔɾhˈɛlˈʌv
nohëllefsstonn	nˈuːɾhˈɛlˌɛfzʃtˈɔn
nohëllefsstonnen	nˈuːɾhˈɛlfsʃtˈɔnən
nohëlleft	nˈɔɾəlft
nohëls	nˈɔɹhˈoʊdz
nohëlt	nˈoːlt
nojem	nˈuʒˈɛ
nojemer bierg	nˈoːzɔ mˈaɾbɪɾʃ
nojemer haff	noo zˈɔ mˈɑː hˈɑːf
nojäiz	nˈoʒˈaɪd
nojäizen	nˈoʒˈaɪtsən
nojäizt	nʊɔːgˈaɪbz
nokaaft	nˈoʊkɹˈæft
nokaaftem	nˈoːkˈaftən
nokaaften	nˈoːhˈæftən
nokaafter	nokæftɒ
nokaf	nˈoʊkˈaɪv
nokafen	nˈɔkɑːfən
nokeefs	nˈoʊkˈævəs
nokeeft	nˈoːkˈeːf
nokomm	nˈoːkˈɔm
nokommen	nˈuːɾkˈɔmən
nokommt	nukomp
nokontrolléieren	nukɔntɾɔlɛjjɐʎɪˈ
nokontrolléiers	nˈokɔntɾˈɔləjˈɑs
nokontrolléiert	nokɔntɾɔːljat
nokontrolléiertem	nˈokɔntɾɔllˈejˈatɛm
nokontrolléierten	nokɔntɾɔllɛjˈatɛn
nokontrolléierter	nukontroˈlejˈatːa
nokoum	nˈoːkˈoːm
nokoumen	nˈɔɹkɔmən
nokoums	nˈoʊkˈoʊmz
nokoumt	nˈokˈont
nokrauchen	nˈɔxrˌoʊxən
nokrauchs	nˈoːˈɾʌːˈus
nokraucht	nˈoːˈɛˈʊrtˈ
nokrichszäit	nˈuːɾkɾˈɪʃztsaɪt
nokräischen	nˈoːkˈrˈæːjʃˈˈn
nokräischs	nˈoːkɾˈaɪʃ
nokräischt	nˈoːˈkɾˈaɪʃt
nokucken	nˈuːɾkˈɔskeːn
nokuckert	nˈoːkˈɔːgatˈ
nokuckerten	noːkoːkɐrtɛn
nokucks	nˈoʊkˈʊks
nokuckt	nˈɔkˈɔkt
nokéim	nˈoʊkeɪm
nokéims	nˈoʊkeɪmz
nokéimt	nˈokˈænt
nokënns	nˈɔkənz
nokënnt	nˈoː
nol	nˈoːl
nolaaft	nˈoʊlˈaft
nolafen	nˈoːɾˈlaːfˌn
nolauschteren	noːlˈaʊtʃtɜn
nolauschterer	nolau̯ʃtaɣa
nolauschterin	nˈoːˈlaʊtʃtɜrˌɪn
nolauschterinnen	nˈoːˈaɪvʃtmɪnˈɛn
nolauschters	noːˈʃlˈaʃtˈos
nolauschtert	noːlaːʃtot
noleefs	nˈoʊlˈeɪvz
noleeft	nˈoʊlˈeːft
nolees	nˈoʊlˈeɪs
noleet	nˈolˈeɪt
noleeën	nˈoːlˈaɪˌɔn
nolen	nˈɔlən
nolies	nˈolɪəs
noliesen	nˈuːɾlˈeːzən
noliest	nˈoʊlˈeɪɪst
noliwweren	nˈoːlˈiːvərən
noliwwers	nˈolˈiːvɔz
noliwwert	nˈoːˈlevət
noloossen	nˈoːlˈoːsən
noloosst	nˈolˈoːst
noléiss	nˈoʊlˈeɪs
noléisseg	nˈoˈleɪsˈɚʃ
noléissegem	nˈolˈœsʒə
noléissegen	nˈolˈeɪsəʒən
noléisseger	nuɔlɛjsɛʒa
noléissegkeet	noːlejsøʃkɛt
noléissegkeeten	nolejsoʃkʰeːtən
noléissegt	nˈoːɹlisˈaʃt
noléisst	nˈolˈeɪst
nom	num
nomaachen	nˈoːmˌɑːxɛn
nomad	nomat
nomaden	nˌomˈaðɔn
nomadin	nomaːdɪn
nomadinnen	nomadʒɔn
nomen	nɔmən
nomiess	nˈomˈeɪs
nomiessen	nˈomˈeːrsˈaŋ
nomiesst	nˈomˈɛst
nominatioun	nˌoˌmˌinˈˈakion
nominatiounen	nominasioŋən
nominativ	nˌɔminatˈif
nominativen	nominatˈivən
nominéier	nominaja
nominéieren	nominajaŋ
nominéiers	nominæjas
nominéiert	nominat
nominéiertem	nominatən
nominéierten	nominatən
nominéierter	nominɛjata
nominéierung	nominæjaʁwm
nominéierungen	nominajaunɣan
nomolen	nˈomˈoːlən
nomools	nˈoːmˌɔlts
nomoolt	nˈomˈoːlt
nomooss	nɔmɔs
nomoossen	nˈomˈoːsən
nomoosst	nˈoʊˈməʊst
nomouch	nˈomˈaʊɹ
nomouchen	nˈumˈoːxən
nomouchs	nˈoːmˈoːxs
nomoucht	nˈoːmˈʊxt
noméchs	nˈɔ̃us
nomécht	nˈɔɹməst
noméich	nɔːmɛʃ
noméichen	nˌoːmˈeːʃən
noméichs	nˈoʊmˈæˈis
noméicht	nˈoːmˌeʃt
nomëtteg	nomɛtøʃ
nomëtteger	nˈomˈɔtdˈə-ʒˈɔʁ
nomëtten	nˈomˈˈatˈɛn
nomëttes	nomætðˈəs
nonchalance	nɔːnˈʃaːlɔːnz
nondidjeft!	nˈɔ̃dˈiʁʒˈœf
nondikass	nˈomdɪkˈas
noneegemaach	nˈonˈegəmˈaʁ
noneemaachen	no˩˥ːjmax˨˩ːn˧
noneemaacht	nˈuːnemoɢd
noneemouch	nɔ̃emoʁˀ
noneemouchen	nɔnemuɣən
noneemouchs	nonemˈauβˈus
noneemoucht	nɔnemoːrt
noneeméchs	nˈonˈeɪməs
noneemécht	noːneːˈmøʃt
noneeméich	nˈoneˈmeʃ
noneeméichen	nɔnɛmeʃɔn
noneeméichs	nˈonˈeˈmeɪʒz
noneeméicht	nˈuːnemˈæʃt
noneen	none
nonn	nˈoːn
nonne	num
nonnefascht	nˈɔ̃nˈəfˈaʃt
nonnefäscht	nˈɔ̃nˈəfˈaʃt
nonnegäns	nɔ̃ɛgˈanˈs
nonnegänsen	nˈonˈə-gˈanθɔm
nonnen	nɔ̃nɛn
nonzeg	lɔntsøz
nonzeger	nõŋtsoʝɒ
nonzegerjoren	nõŋtsaʒoiʊɣɑn
nonzegst	nˈoːntsɜst
nonzegsten	nõŋsɛstan
nonzéng	nõŋtsɛ
nonzéngt	lõŋdsɛŋt
nonzéngten	nonsenktaj
noost	nˈoːst
noostem	nˈoːstˈæn
noosten	nˈoːstˈæn
nooster	nʊstɑ
noper	nopˈa
noperen	nˈoːpɜn
noperschaft	nˈoːpˈaɾʃaft
noperschaftssträit	nˈɔpɜʃˌaftsʃtrˌaɪt
nopesch	nˈoʊpˈɚʃ
nopeschbouf	nˈɔpəʃpˈoːf
nopeschbouwen	nˈɔpəʃpˈɛvən
nopeschdierfer	nˈoːpəstˈɪɾfɜ
nopeschduerf	nˈʊpəʃtˈʏɾf
nopeschen	nˈoʊpˈɚʃən
nopeschgaart	nˈɔpəgˈɛːʁt
nopeschgemeng	nˈoːpɪʃgəmˈɛŋ
nopeschgemengen	nˈɔpəʃgəmˈɛŋən
nopeschgäert	nopɾʃˈeɾt
nopeschhaiser	nopəʃaɪza
nopeschhaus	nʊpəsdʒaɪɾs
nopeschhond	nˈɔpˈʁʃɑ
nopeschhënn	nˈopˈɛstʃən
nopeschjong	nˈopˈeɪʃɔn
nopeschjongen	nopəʃɪɔŋən
nopeschkand	nˈɔpəʃkˈant
nopeschkanner	nˈoːpəʃkˈanɜ
nopeschland	nˈɔpəʃlˈɑnt
nopeschlänner	nopɛʃlana
nopeschmeedchen	nˈoːpəʃmˈeːtʃan
nopeschmeedercher	nopɛʃmeːdɑʃa
nopeschplanéit	nˈɔpəʃplanˈeːt
nopeschstär	nupøsteːn
nopeschstären	nˈɔpəʃtˈɜɜn
nopeschterrain	nopɛʃtera
nopeschterrainen	nˈoːpəʃtɜan
nopeschvilla	nopəsˈvˈɪlla
nopeschvillaen	nˈoːtbˈɪstvˈɪlˈaɾm
noplapperen	nˈuːplˈapːɑrən
noplappers	nˈoːpˈlˈʌpˌɛɾs
noplappert	nˈoːplˈopˌoːt
nopréiwen	nˈopɹˈaɪvən
nopäifen	nˈopˌaɪfˈɛn
nopäifs	nˈoʊpˈaɪvz
nopäift	nɔpˈaɪft
nora back	nˈoːɹaːbɔk
nordamerika	noɾðɒːɑmeˈɾiːkɑ
nordamerikaner	nˈɔxʊtˈamˌeːriːkˌɑːnɜ
nordamerikanerin	nˈuːxdoːstˈɑmeːriːkˌɑːnərˌɪn
nordamerikanerinnen	nˈɔxtsɔmərˌiːkɑːnɑːrɪˌnən
nordamerikanesch	nɔxˈtˈˈɑmeːriːkˌɑnɪʃ
nordamerikaneschen	nˈɔxdˈɑmeːriːkˌɑːnəʃˌoːn
nordamerikanescher	nˈɔxdˈɛɾˌɑmeːriːkˈɑːnəʃˌoːn
nordamerikanescht	noɾdɑːmeːɢenˈʃt
norden	nˈɔɾdən
nordesch	nˈɔʁdˈœʁ
nordesch bussaren	nˈɔʁ dˈə spusˈaʁən
nordesch fluessfénken	noːɾ dʊɐç flˈʏrs fˈɛnkən
nordesch nuechtegailchen	nˈɔx ˌʊntɜʃtˈʏtst ʃnˈʏɾstə gˈaltʃən
nordesch nuechtegailercher	nˈɔɾ dˈyʃ nˈɪʃtə gˈaɪloːʃa
nordesch panewippercher	nˈɔʁ dˈiʁ ʃpˈɑ̃ nˈə vˈɛ pˈɛʁ sˈa
nordesch rout zeiselen	nˈɔɾdə ʃrˈɔøts hˈaɪzələn
nordesche bussar	nˈo dˈi ʃˈebˈusˈjɐ
nordesche fluessfénk	nˈɔ̃ dˈiʁ ʃˈœff lʊs fɛŋk
nordesche panewippchen	nˈɔlder tʃˈupˈan ʁˌvɛptiˈɛn
nordesche poufank	nˈɔɹd ɪʃ pˈoː ˈfʌŋk
nordesche rouden zeisel	nˈɔɾdə ʃɛrˈoːdəntsajsɛl
nordeschem	nˈɔʁdˈiʁʃˈɛm
nordeschen	nˈɔʁdˈəʃˈøn
nordescher	nˈɔʁdˈəʃˈɑː
nordescht	nˈɔɹdˈɔʃt
nordfliedermais	nˈɔxtflˈeːɾtˈɑːməˌɛs
nordfliedermaus	nˈɔxtflˈeːrdˈaːrmˈəʊs
nordhallefkugel	nˈɔxtalɛfkˈɔɾal
nordkorea	nˈɔɾtkˈɔɾea
nordkoreaner	nˈɔɾtkˈɔɾeˈana
nordkoreanerin	nˌɔɾtkoːrˈeːanɜɪn
nordkoreanerinnen	nˈɔɾtkˈɔɾɛˈanɛɾvˈɪnən
nordkoreanesch	nˈɔɹtkˈɔɹiːˌɑnəʃ
nordkoreaneschem	nˈɔʁkʁwˈɛˈanʃiːnˈm
nordkoreaneschen	nˈɔɾtkoːrˌeːɑːnˌaʃˌaŋ
nordkoreanescher	nɔːkˈɔːˈeɪnʃaˈ
nordkoreanescht	nˈɔɾtkˈɔɾɛanˈɪʃt
nordpol	nˈɔɾtpɔl
nordpolen	nˈɔxpɔlˈɛn
nordsudan	nˈɔɾttsuːdˈɑːn
nordsudanes	nˈɔɾtsyːdˈɑneːʃ
nordsudanesen	nˈɔɾtsyːdˌanɛʃˌeːn
nordsudanesesch	nˈɔxtsuːdanˈeːzɪʃ
nordsudaneseschem	ˈɛntsyːdˈɑnəsəʃˈɛm
nordsudaneseschen	nˈɔxtsyːdˌɑnɛsəʃˈøːn
nordsudanesescher	tsuːtsyːdˌiːziːʃˈɔɾ
nordsudanesescht	nˈɔxtsuːdˈɑːnˈnɪʃˌɛst
nordsudanesin	nˈɔɾttsyːdˌɑnɛʃɪn
nordsudanesinnen	nˈɔxtsuːdˈɑneːzɪnən
nordwand	nˈɔɾtvɑːnt
norechens	noɾaʃoi̯ns
norechent	nʊɣˈæʃuːnd
norechnen	nˈoɾaʃnən
norennen	nˈɔ̃anˈnˈ
norenns	nˈoɾˈanˈs
norennt	nˈoɾˈant
noriff	nˈoɾɪf
noriffs	nˈoɾɪˈfˈs
norifft	nˈoɾˈift
noriicht	nˈoɹˈiːʃt
noriichten	nˈuːgɾˈiːʃtən
noriichtenagence	noːrˈiʃtdˈənaʒˈɑ̃s
noriichtenagencen	nuʁiʃtənaʒɑ̃sɛn
norm	nˈom
normaalstem	nˈoːməlstən
normaalsten	nomalˈtˈsˈteˈn
normaalster	nomalsto
normaalt	nˈɔɾmɛlt
normal	noɾmˈal
normalem	noɾmalˈɐm
normalen	noˈmˈalˈlˈɛn
normaler	noɾmalˈlˈo
normalerweis	noɾmæləvˈɑjs
normalerweis hunn ech e puer mol d'joer vakanz	noːmalˈɛvaj svoˈnɛʒ ʉpˈʁɛmɔl dʒʊɑː vakɔʁns
normalfall	nɔmalfɔl
normalform	noɾmalfõn̪m
normalgewiicht	nˈɔɾmɛːlˌgəvˈiːʃt
normalisatioun	nˌoɾmalˌiːzasjˈon
normaliséieren	nˈoɾmaliːzˌeːɾən
normaliséiert	noɾmalizˈajat
normalitéit	nˌɔɹmɑːliːtˈeɪt
normalzoustand	nˈɔɾmɑːltsoːʃtˈant
normalzoustänn	nˈɔɹmɪəltsˈoːʃtˈɛn
normen	nˈɔʁmən
noruff	nˈoɾˈuːf
noruffen	nuʁufɔn
noruffer	nˈoɾˈufɑ
norufft	nˈoɾˈuft
norutschen	nˈuɹˈutʃən
norutschs	nˈoɾˈutʃ
norutscht	nˈoɣˈˈutʃt
norwegen	nɔʁvˈeːʒˈiən
norweger	nɔɾʋɛʒa
norwegerin	nˈɔɹveʒɛrɛn
norwegerinnen	nˈoʁvɛjaɾˈɛ̃nnɔ̃
norwegesch	nˈɔʁvˈeʒə
norwegeschem	nˈoʊvˈɛˈʒˈiɹʃˈɛn
norwegeschen	nˈovˈeʒəʃˈɔn
norwegescher	nˈoʊvˈɛjʒɚʃˈɔ
norwegescht	nˈovɨʒˈɛʃt
noréckelen	nˈuːɾrˈɛkələn
noréckels	nˈoɾɪgːəlˈts
noréckelt	nˈoɾˈekːəlt
norëtschen	nˈuːɾədʒən
norëtschs	nˈoʁədʒ
norëtscht	nˈoːʁət
nosaison	nuːsɛzˈɔ̃
nosaisonen	nˈoʊsˈɛizɔn
nosalz	nˈozˈɔlts
nosalzen	nˈuzˈɛltən
nosalzt	nˈoʊzˈɔlst
noschleefen	nˈuːɾʃlˈɛːfən
noschleefs	nˈoːʃlˈɛːfs
noschleeft	nˈuːʃlˈɛːft
noschloen	nˈuːɾʃlˈoːɜn
noschläifen	nˈuːɾʃlˈaɪfən
noschläifs	nˈoːʃlˈaɪps
noschläift	nˈoːʃlˈaɪft
noschléis	nˈoːʃlˈeɪs
noschléit	nˈoʃlˈɛt
noschreifs	nˈuːʃrˈaɪfz
noschreift	nˈuːɾʃrˈaɪft
noschreiwen	lˈasənʃrˈaɪvən
noschwätz	nˈoʃɹˈæts
noschwätzen	nˈuːɾʃvˈɛtsən
noschwätzt	nˈoʃvˈɛtst
noschécken	nˈoʃˈɛkən
noschécks	nˈoʊʃˈɛks
noschéckt	nˈoʃˈɛkt
noschëdden	nˈoʃˈɛdɔn
noschëtt	nˈoʃˈɑt
noschëtts	nˈoʊʃˈɑts
nosees	nˈoʊsˈeɪz
noseet	nˈoːzˈɛt
