!	tɕam˧˧tʰaːn˧˧
"điện ảnh"	bjˈɛ̃
sáng lập	ʃɛːŋ˩˩˦láp˨
sáng mai	srn˩˩˦hm˥˩ʔhm˥˩
sáng nay	sẽŋ˨˩n˩˩˦ɐ̆j˧
sáng ngày mai	sãŋ˨˩hɐi˨˩ mɛ˥˩
sáng suốt	sæn˥˥ʂu˥˥
sáng sớm	sǎŋ˨˩ sɤm˨˩
sáng sủa	ʂa˥˥ɪŋ˥˥ʂu˨˩˦
sáng tác	ʂan˨˩stak˥
sáng tạo	sŋ˥˥ taw˨˩˦
sáng tỏ	sa̠˥
sáng ánh	ʃuː˧˥an˨˩˦
sánh	san
sáo	sau̯
sáp nhập	sâːp˨ˀ˩ ŋăp˦˥
sáp ong	sap ŋ
sát	sˈæt
sát thát	sektˈa
sát thương	sˈaːt kəˈlˌ
sát trùng	satʰ ʐəm˧˧
sáu	sau
sáu múi	saːʊ muːj
sáu mươi	sau˧˧ mɯəj˧˨
sáu mươi ba	sáu˧˧ mɯəŋ˧˧ ba˧˧
sáu mươi hai	sǎu˧˧ mɯɨ˧˧ haj˧˧
sáu mươi lăm	sau˧˧mɯ̄ː˥ ɫam˧˧
sáu mươi mốt	sau mɛŋmˈok
sáu trăm	sau˨˩tsiam˨˩
sâm	sam
sân	ʃɛn
sân bay	ʃnbaɪ
sân bay nhỏ	sanʲ baj˧˧ ɲa˧˧
sân bay tân sơn nhất	sɤn˧˧ baːj˧˧ təj˧˧ sɤn˧˧ ɲɤ̆˧˧
sân bóng rổ	sən˧˧ boŋm˧˧ ro˨˦
sân bóng đá	san˩˨ bɔm˧˨ da˧˧
sân chơi	sã˥˥kai˥˧
sân cỏ	səl kaʁˈʁɑ
sân cầu lông	sən˥˧ kɑʊ˨˩˦ lɔŋm˧˧
sân ga	tsɐn˥˩ʔjɛː˧
sân khấu	sælˈ kaoː
sân khấu	sən˥˥tsʰau˥˧
sân quần	ʂan˥˥qwan˥˥
sân quần vợt	ɔ̀n˧n˥˩ʔf˧ʔt̚˨˩
sân thượng	ʂɑŋ˥˩tʰɤ˥˩
sân vận động	sa˥˩l fɔːŋ˧˧
sân vận động	ɕɛ˥˥n˥˧nɔːŋ˧˧
sân đỗ	t̪ẽn̪ to
sân.	ʂɤŋ˥˥
sâu	sˈoʊ
sâu bọ	ʃau̯p˨˩a˥
sâu hoắm	sʰau˧˧hŋ˥˥
sâu sắc	saːoː sɐk
sâu thẳm	sa˨˩ʔtam˧
sâu đậm	ʃaːuːda
sầu cảm	sau̯kam
sầu muộn	ʂou˨˩˦mu˧˥
sầu tư	ʂɤŋ˥˩tɤŋ˥˥
sấm ngôn	ʃamˈɔ̃n
sấy	sai
séc	sɛ
sét	ʃtʃ
sét đánh	se˧˧ tan˧˧
sê	se
sêu	seʊ
sêu tết	seʝ ta
sì	seɪ
sì sì	sej sej
sì sụp	ðˈiz ðˈæp
sì sụt	s˦˥iː˧ʔst
sít	sip
sòng bài	sɐŋˈbaɪ˨˩˦
sóc	sˈɛ̃
sóc trăng	sok˨ kãŋ˥˥
sóng	sãŋ˥˥
sóng thần	sau̯n˥˥ tʰan˥˩
sót	eˈʃaːk
sô	sɔː
sô đa	ʃo˥˩ n˩˩˦a˥˧
sô-cô-la	sokola
sôcôla	ʃɒqɒlɒˈ
sôi	ʃoj
sôi nổi	soj nai
sông	sʊ̃
sông bồ đề	sõŋm˨˦ bo˧˧ dɤj˧˨
sông cửu long	sɐm˥ kou̯˧˥lɐu̯˥
sông hàn	ʂioŋ˨˩˦xan˨˩˦
sông hồ	sõŋ˥˥ hɔ˧˧
sông hồng	tsiam˨˩ haŋ˨˦
sông mê công	sõŋ˥˧ me˧˨ kɔŋ˥˧
sông mêkong	sau̯m˧maːiː˧kaːm˧
sông ngân	sʰŋ˨˩˦nan˧
sông nước	ʃɔŋm˨˦ nɯək˨ˀ˩
sông sài gòn	sɐm˥
số hạng	soˀ
số học	sɔː haʋ
số ít	sˈɔ̃ ˈɔp
số kiếp	sɔːˈ kiː
số mệnh	sɔ man
số phải chia	sova ɛːt˦eː˧
số phận	sˈeːɔ fan
số điện thoại	sau˥˧liŋ˨˦tʰa˥˧
sống	sau
sống còn	sõŋ˨˩ ka˥˥ɔn˧˧
sổ	sɔ˥˧
sổ non	sʊ̞nɑːn
sổ sớm	sõːsɑːm
sột soạt	tsoˀˀːtsosˀˀː
sõi	sɐiː˧˥
sùng cổ	sũŋ˩˦kʰaː˧
sùng phúc thiền tự	sau̯ pofˈtˈsjˈlˈɑ
súc miệng	sɤu˥˧ mɛːn˨˩
súc tích	sʊ̞tːɪ̞k
súng	ʂũ˧˥
súng lục	su lɔ
súng máy	sũŋmã˥
súng ngắn	ɕʰɯ̞ŋ˧ʔanɤ
súng pháo	suŋ˨˩˦fau˥˧
súng trường	sũŋk˨˩rm˧˥
súng đại bác	suŋm˧˧ daːj˨ˀ˩ pɑ˨˦
súp	ʃɑp
súp lơ	ʃʊ̞p lɑːg
sút	ʃu
săn	sæn
săn bắn	san ban
săn sóc	sən˧sáp
săng đan	sŋ˥˥dɑ˥n˥˩
sắc	sa
sắc luật	sa lot
sắc lệnh	sã˥˥la˥˥n
sắc mặt	sak mak
sắc sảo	sak˦sa˨˩au˨˦
sắm sửa	saːm˩˩˦s˦iː
sắp	sap
sắp khóc	tɕap˥˥kʰa˥˥
sắp rồi	sap ɾaoj
sắp sửa	sakʰa
sắt	sap
sẵn sàng	sœ˧˥
sẳp đặt	sap da
sĩ	si
sĩ diện	siː˩˧
sĩ dân	seɪ jˈæl
sĩ hoạn	si˧˧
sĩ khí	θɹiː t̪˥
sĩ khí（士氣）	seɪgː
sĩ lâm	si˨˩ lam˥˩
sĩ phu	siː fɔː
sĩ quan	tsi˨˩ wan˥˥
sĩ quan（士官）	sɯ˧˧ ikːan˨˩˦
sĩ số	se̞ɛ
sơ	sˈa
sơ cấp	sˈɛʁkˌaʊt
sơ học	sɤ˥˥hou˨˦
sơ qua	sɔ˥˧kwa˥˥
sơ suất	sã˥˥sot˦
sơ thiểu	sã˥˥ tʰɛ˨˩˦lɛŋ˧˥
sơ tán	sœ˧˧ tãŋ˧˧
sơ đẳng	søːn
sơn	tso
sơn la	ʃən˥˩laː˧
sơn nguyên	ʃɔːnʔɛn˥
sơn quần	saːmˈgwl
sơn tinh	sən˥˧ tĩŋ˥˧
sơn tình	seŋsən
sơn tuyền	sa˨˩nty˧n
sơn tùng	sən˥˧ tʊŋ˨˩˦
sơn tây	ʃɐnˈtaj˧
sơn tùng m-tp	sən˧˧ tʰuŋm˧˧ em˧˧ ti˧˧ pi˧˧
sơn động	sɤŋ˨˩ʔbam˧
sở	sǎ
sở giao dịch	sɤ˨˩˦ xa˧˧ zt̚˨˩˦
sở kiên	sa˨˩aki˥˩
sở thích	sɤ˨˩ tʰik˦˥
sở đoản	sɤ˨˩ doã˧˧ŋ˨ˀ˩
sợ	ʂɤŋ˨˩˦
sợ hãi	sa˨˩hai˥
sợ sệt	tsa˨˩˦ sa˥˩
sợi	á˥
sợi chỉ	sai˥˧ ke˧˥
sư	sɪu˥˩
sư thầy	ʂɤ˥˥tʰɤ˧˥
sư tử	ʂɤŋ˥˥tɤ˧˥
sư tổ	tøː tɔː
sư tử	tsʰɯ˥˥
sư đoàn	sidwˈan
sưng	sĩŋ˨˩
sưu tập	ʂɤŋ˥˩tɕʰjtkʰoʊ˨˩˦ ʂɤŋ˥˩tɕʰjtkʰoʊ˨˩˦
sưu tầm	sɔːt̚˥˩am˧
sưu tập	siw˨˩ ta˥˩
sương	ɕʰɯ̞ŋ˥˥
sương giá	sɯəŋ˧˧ zaː˧˧
sương kế	ʂɤˈpeɪ
sương muối	ʃɯəŋ˨˩˦ muj˧˧
sương mù	tɕjɛ˥˥mou˥˩
sương muối	ʃɛŋ˨˩˦mɯ˧˥
sương mù	sɯ˥˥mɔ˥˩
sườn	ʃɯən
sườn bò	sɯːn˥˩bɔː
sườn bê	sœn bɛ
sườn dốc	ɕɯːn˧jok˨
sườn ngang	sɯ˧˧ wɑŋ˧˧ naŋ˧˧
sườn phải	tɕʰɛːn˧fʔ
sườn tích	ʃiʁiŋtɪ̞k
sườn trái	t̚˨˩n˧trai̯
sướng mạ	sœ˥˥ ma˨˦
sướng mắt	ʃɯ̞ŋma
sưởi	ʂɚ˥˩
sưởi nóng	fʰɤ˧˧ nõŋ˧˧
sưởi nắng	sɯ˥˩weɪ˧˥ nâŋ˨˩˦
sưởi ấm	ʂɤ˨˩ am˧˧
sứ đoàn	si tu es
sức	sət
sức khỏe	sɯ˥˩ kʰue˥˥
sức lực	səla
sức mạnh	søvˈmæn
sức sống	sɤpˈ sõŋ˨˩
sứt mẽ	ʂɚ˥˩
sứt mẻ	ʃɤtme̞
sứt mế	ʃiɫtmɛn
sữa	ʂɚ˧˥
sữa mẹ	sɯə˧˧ mɛ˨ˀ˩
sử dụng	søːn jæˈuːn
sử quan	ɕɯ˧˧ kwan˥˥
sử quán	tsɯ˥˩ kwan˥˥
sửa	sjɛ
sửa chữa	tjˈut�tə
sửa lại	ʂɤ˨˩˦ laɪ˧˥
sửa lại mới	pɤ˨˩ laj˨ˀ˩ mɤj˧
sửa lỗi	sɯə˧˧ loj˧˨
sửa lắp	f˧ɛːf˧ɛːf˧
sửa mình	salã men
sửa phim	saˈɫa flam
sửa tóc	sɤ˧˧ tɑŋ˥˩
sửa đổi	sɯə˧˧ dɔj˧˨
sửa được	dŋ˧˧ lɔːk˨
sự câu cá	sɯə˧˧ kâu˧˧ ka˧˧
sự ngẫm nghĩ	tsɯ˧˧ ɲː˧˥ ŋɤ̆˩˦ nɤ̆˩˦
sự thật	søz
sướng	sɯəŋ
sườn	sœːŋ
sườn núi	tʃɯɛ˧˧ nui˨˩˦
sưởi	sɤːjˈ
sạc điện thoại	ʰʃɛːk˥ diŋ˧˧ tʰâːj˥
sạch	ʃæt
sạch bách	ʃɑt̚˨˩batʰ
sạch sẽ	sat̪˦ se
sạn	sŋ˨˩˦
sạt lở	ʃɛːk˨˩hɔː
sản khoa	tsaɪ˧˥
sản lượng	ʂaːn˩˩˦lɤŋ˧
sản phẩm	sãn̪t̪ fam
sản phẩm mới	sǎn˨˩pəm˨˩ mɤj˧
sản phẩm này bị lỗi	ʈʰan˧fam˧n˩˩˦tʰn˩˩˦bi˧ʔlŋ˧
sản phẩm này có bảo hành không?	sãn˨˩fɤm˧˧ năj˧˥ kɔ˧˧ baːu˧˩˨ haŋ˧˧ xoŋ˧˧
sản phẩn này có bảo hành không?	sãn˧fɤm˧˧ năj˧˩˨ kɔ˧˧ paːu˧˩˨ haŋ˧˧ xoŋ˧˧
sản xuất	sã˥˥sot˦˥
sảng khoái	sˈaɪ fˈaɪv
sảy thai	sɐn˩˩˦ tʰaː˥˩
sấm	ʂɤm
sấm sét	sõm set̪
sấy khô	sɐj˧˥ hɔ˨
sấy tóc	ʂɤ˨˩˦i˨˩˦tɕjɛ˥˥tɑʊ˥˩
sầm uất	sɑmbwt̪
sần sùi	sœ˥˩ŋ˧˥ sø˥˩i˥˩
sầu	ʃˈoʊ
sầu khổ	sau˨˩pɔ˧˧
sầu muộn	ʃaːm˥˩n
sầu riêng	sàu˨˩ riən˧˧
sẫm	sˈɛn
sập xuống	sapˈsũŋ
sắc	ʃɑk
sắc phong	săk˨˩ fɔŋ˧˧
sắc thái	sak̚˥˩pʰaːj˩˩˦
sắc đẹp	ʂa dɛp
sắm sửa	ʂɤ˨˩˦
sắm tết	sam ta
sắn sàng	sŋ˩˩˦ sɛːn˧˧
sắp	sˈat
sắp hàng	sap haŋ˨˩˦
sắp tới	sáp˨˩ tɔ˧˧ i˧˧
sắp xếp	sap sɛt
sắp đến giờ ăn trưa rồi.	sap˦˥hĩ˧˧ di˧˧ ʰjɛn˧˧ an˧˧ ʔt̚˨˩ mɤ˧˩˦ rɔj˧˨
sắt	ʃˈak
sẵn	ʂɑŋ˨˩˦
sẵn lòng	ʂɤŋ˨˩˦ lɑŋ˨˩˦
sẵn sàng	sanʃen
sẵn sàng, chạy!	sŋ˨˩ seŋ˨˩ tʰi˧˥
sẹo	sɛw
sẽ	sɛ
sếp	sˈɛt
sếu	sɛu
sếu vườn	tsˈɛv vˈɚm
sếu đầu đàn	tɕiəw˧˧ do˨˩˦ dan˧˧
sền sệt	sidʑidʒ
sệt	sat
sỉ	sì˧˥
sỉ nhục	si˧˧ njok˨
sọ não	tʃɔː naːʊ
sọc	sau
sỏi	ʃaːj
số	ʂu˨˩˦
số ba	soː baː
số bao nhiêu?	ʂɤ˧˥ pa˥˥w nɤ˥˩˦w
số bảy	sɔ˥˧vˈai˨˩
số bốn	so˥˩ bon˩˥˩
số chín	so˥˩ ti˧˥
số chẵn	sɔ˥˧ kan˨˩
số hai	sˈoʊ hˈaɪ
số hiệu chuyến bay	sɔ˧˧ hɛ˨ˀ˥au˧˧˧ tɕʰyən˥˥ mai˧˧
số không	sɔ˥˧ kõŋ˧˧
số liệu	ʃˈɔ̀leːəʊ
số lượng	sɔ˥˧ ləŋ˨˦
số lẻ	soːlɛ
số mười	ŋ˧˧ mɤj˧˥
số một	sɔː mɔːl
số nguyên tố	seŋ˨˩mintu˥˩
số năm	sɤ˨˩ nam˧˧
số phòng	ʃoˈ fam
số phức	søː fˈɔl
số sáu	so sal
số tiền	sʊ̃˨ te˨˩ɛn˧˥
số tiền giao dịch tối thiểu là bao nhiêu?	sɔ˧˧ tiən˧˨ zaːw˧˧ zɤ̆k˨ˀ˩ tɔj˧˩˨ hiəʔ˧ laː˧ baː˧˨ ɲi˧˧u˧˧
số tiền được rút tối thiểu là bao nhiêu?	suə˧˧ tiən˧˨ tɯək˨ˀ˩ zɯ˧t˥ tɔj˧˩ ɕʰɯə˧˧ laː˧˨ pa˧˧ ɲ˧˧il˧˧
số tiền được rút tối đa là bao nhiêu?	˧˨ suɔ˧˧ tʰɛn˧˧ dɯək˨ˀ˩ rũ˧˧ tɔ˧˧ da˧˧ laː˧˨ baː˧˨ ɲi˧˧w˧˨
số tám	soum
số xác nhận là gì?	sɔ˧˧ saːk˨ˀ˩ ɲɤn˧˧ laː˧˨ dɯ˧˧
số âm	sɔ̀ː ãm
số điện thoại của anh là số mấy?	so˧˧ diən˧˧ tʰɔə˧˧ kɔ˧˩ ɑn˧ laː˧ so˧˧ mɤj˧˥
số điện thoại của tôi là	so˧˧ diən˧˧ xɔ˧˧ aj˧˧˧ kɔ˧˧ toj˧˧ laː˧˨
số điện thoại di động	sɔ˧˧ diən˧˨ tʰaːj˧˨ di˧˧ dɔŋm˧˧
số đếm	tʃo˧˧ dem˧˧
sốc nhiệt	sʔop˦˥ jet˦˥
sống	sɐ̃ũ˧
sống chung	sóŋ˨˩ kõŋ˥˧
sống sót	jɑŋ˥˥ sáp˥˥
sống thử	sũŋm˨˩ʔ tʰɯə˧˧
sống đẹp	sɔ̃ dˈɛ
sống động	ɕɔŋ˧˧ do˨˩˦m˧˧
sống ảo	sɔŋm˨˦ ɑŋ˧˧
sốt	sɔːt
sốt sắng	sot̚˨˩ saŋ˥˥
sốt xuất huyết dengue	tsuk˨ quət˧ lei˧
sổ	ɕjɑʊ˨˩˦
sổ mũi	saː muːiː
sớm	sɤm˨˩
sớm hay muộn	ʂɤŋ˥˥ hɐi˥˥ wɔ˧˧
sờ	ʂa˥˩
sờ sờ	sɛsɛ
sở	sˈa
sở cảnh sát	sɤ˨˩ ka˧˥sat˦
sở cứu hoả	sa˨˩ ku˧˧ hoa˧˧
sở hữu	sen tsuɾ
sở thích	sə˧˧ tɪŋ˧˧
sở thích của bạn là gì?	sɤ˨ˀ˩ tʰik˦˥ kʰuə˧˧ bat˧˧ laː˧˨ di˧˧
sở thú	ʂɤ˥˩pʰu˧˥
sở trường	sɑːˈʔak
sở xây dựng thành phố	sɤ˨ˀ˩ saː˧ ʑɯɯŋ˧˧ tʰɛn˧˧ vɛ˧˧
sợ	fou˥
sợ hãi	sɑʔ˨
sợ rằng	sad˦a˥mˀ˩˦
sợ xanh mặt	sˈa sˈɛn mˈʌ
sợi	sɒˈɾˈ
sợi dây	soːt˨ zˈaj
sợi dây bện ba	sɤ˧˧ cɤj˧˧ vɤ˧˨ nʔ˧˧ tʰan˧˧
sợi dây chuyền	sa˨˩j˧jkʰu˨˩˦ ħʈ
sợi dây này dài quá!	sɤ˨ˀ˩ zăj˧˨ nâj˧˧ zaːj˧˧ xwa˧˧
sục sạo	sux˧saːw˧
sụt cân	sjuːpk̚˥˩an˥˩
sủa	sʌ
sứa	ʃu˥˩
sức chứa	ɕʊ̞k˨˩ cɯə˧˧
sức cơ	sɯk˥a˥˧
sức hút	ʃøk hod
sức khỏe	sɛk˨aleː
sức khỏe chung	sɯək˨ˀ˥ xwe̯˧˧ tsʊŋ˥˧
sức khỏe thể chất	sɤt̚˨˩ xʋe˧˧ tʰe˧˧ tɕak˦˥
sức khỏe tinh thần	ʃɤ̆kkʰw˧˥e̞ten˧˧tʰan˥˩
sức đề kháng	suk kʰʰan
sừng	ʂɤŋ˥˩
sừng trâu	ʂɤŋ˨˩˦ʈʂău˥˧
sừng tê giác rất quý	ʃɤŋ˧˧ tɛ˧˧ zaːk˨ˀ˩ rɤk˦˥ ku˧˧ i˧˧
sử	sauː
sử ca	salutˈa
sử dụng	tsɯ˧
sửa	seno
sửa soạn	sɯ˥˩ lɤ˨�m˧˥
sửa xe	ʂɤ˨˩˦s˥˩a˥˧
sửa đổi	ʂɤ˥˩ doj˨˩˦
sửng sốt	sɤŋ˧˧ sɔ˥˧ θoŋ˧˧ hɑŋ˧˧
sửu nhi	suːn˩˩˦iː˥˩
sữa	sɯ˥˩
sữa chua	ʂɚ˨˩˦a˥˥ʂu˥˥
sữa chua cà phê	suə˧˧ tuɔ˧˧ ka˧˩˨ fe˧˧
sữa dê	sɯˈðe
sữa sinh tố	sɯə˧˧ sin˨˩to˧˧
sữa tươi	saˈɫat ˈsɯzˈɑlɪt
sữa đặc	ɕɯə˧˧ da˧˧k˨
sự	sæɫ
sự bạo lực	sɤ˨˩ ma˧˧aw˧˧ lək˦˥
sự bảo vệ	sɯə˧˧ baːu˧˧ ve˨˦
sự bắt đầu	ɕʰɤ˨˩ băk˧˧ doʊ˧˧
sự chiếu lại	se ʧiulaj
sự chuyển hóa chất	sɯ̀ːʔtɕʰw˧j˧n˥˩tòːaː˧tɕatʰ
sự chết	ʃyː˧˧tʰie˥˧
sự cạnh tranh	sɯk˨˩ka˥˥tɕian˥˥
sự cố	sukou
sự giàu có	sɯə˧˧ zau˨˩ kɔ˧˧
sự giáo dục	sɯə˧˧ xa˧˧w˧˧mɤ˧˧
sự hiểu biết	sˈoʊ hˈil bˈit
sự kiên nhẫn	tɤ˧˥ ke˥˩ ɲŋ˧˧
sự kiện	sã˥˥a˥˧
sự lịch sự	si̠n˧ kˈæˈʃ
sự lựa chọn	sɯ˧˧ lɯə˨˩ʔ tʃɔ˧˧
sự mau lẹ	sɤ˨˩ maːw˧˥ɛːk˥
sự nghiêm túc	sekmiːn qəp
sự nghiệp	ʂɤŋ˧˥mɪŋ˧˥
sự ngắn gọn	sɯə˧˧ ɲan˧˧ gɔn˧˨
sự nổ	ʃˈɛˈʌˌnˈɔː
sự phức tạp	sɯ˥˩ fufa˥˧
sự ra đời	ʃɤ˧˧ ra˧˧ dɤj˧˨
sự suy tàn	ɕʰy˧˥tan˨˩˦
sự thay đổi	tɤ˧˩ haj˧˧ dɔ˧˨
sự thành công	tɤ˧˨ hăŋ˧˧ kɔm˧˧
sự thân thiện	tsɯ˥˥tʰan˥˥tʰjɛn˨˩˦
sự thông sáng	sɤ˨˩ tʰɔ̀ŋ˥˥ sán˨˩
sự thăng chức	ʂɤ˨˩˦tʰaŋ˥˥tsɯ˥˩
sự tiếc thương	ɑn˧˧ tí˧˧ kʰɤ˨ˀ˩ŋ˧˧ tʰɯəŋ˧˧
sự toàn cầu hóa	sɐuːˈtaːiː˧n˧ kau̯˧ai̯˧
sự trừng phạt	sɯ˥˩tɕjoʊ˥˩fan˥˩
sự tái sinh	sɯtai˧˧ sin˥˩
sự tôn trọng	ɕʰt̚˨˩n˥˩ʈram˧
sự tấn công	ɕɯ̞˨˩˦ tən˧˧ kʊŋ˥˥
sự tắc nghẽn	sɯə˧˧ tɤ̆k˦˥ ŋẽː˧˨
sự vui vẻ	sɨuvɔivɛ
sự đơn giản	sa˨˩lɑ˥˩lɤ˥˩a˥˥lɪŋ˧˥lɤ˧˥niː˧˥
sự đến nơi	sɐl˧˨ tɛn˧˧ nɔj˧˨
sự đọc sách	sɯə˧˧ dɔk˨ˀ˩ săt˦˥
sự đồng thuận	ʃɤ˨˩hŋ˥˥ sʰwan˩˩˦
sự đồng ý	tɤ˧˨ do˧˧m˧˧ ɛ˧˧
sự ủng hộ	sɯə˥˩ ũŋ˨˩˦ho˧˧
t	tɔː
ta	ta
ta cùng hội cùng thuyền	tã˥˥ kũŋ˥˥hɔ˧˥ɤ˨˩ kʰʊm˥˩tʰwiːn˧˥
ta nên tìm cái lêu bên núi	ta˥˩nim tim kai˧˧ le˨˩o˧˧ βenu˧˧i˧˧
ta đi chứ?	ta˧˩˨ di˧˧ tʃɯ˧˧
ta đi qua nhà máy	ta˥˩ni˧˥kwa˥˥ɲa˥˥hhm˥˩
ta đi quanh núi	ta˥˥li˥˩ koŋ˥˥ nguĩ˨˩
tai	tˈaɪ
tai mắt	tajmak
tai nạn	lai̯˧˥mæ̹ŋ˧
tai nghe	tâi̯ŋɛ
tai nghe chụp tai	tajʔn˧ɛːʈʰb˥taj˧
tai nghe không dây	taj˧˩˨ ŋɛ˨˦ xoŋ˧˧ zɤ̆j˧˧
tai nghe nhét tai	tai̯˧˨ ɲe˧˧ nt˥ tai̯˧˧
tai nhạc	tajʲːak
tai nạn	dai˥˩la˥˥
tai nạn giao thông	tài̯˧nɑtʰsǎ˥˩w˧˥tʰʰŋ˧˧
tai tim	fˈaɪnt stˈip
tai trong	tài˧˧tsrăm˨˩˦
tai vách mạch rừng	taj˧˩˨ văt˦˥ mat˧˧ răŋ˧˧
tam	tan
tam bản	pam˥˥pãn˥˥
tam cương	pɑm˥˥kɯəŋ˥˧
tam cấp	pɑm kɑp
tam cốc	ta˧˧
tam giác đều	tˈa ˈɛm zˈækt ˈo
tam giác	qɑmˈzə
tam giác sắt	nɐm˨˩sik̚˥sik̚˥
tam giáo	t̪ãmb zau̯
tam kỳ	tɐm˥˩ke˥˩
tam mẫu nương nương	ta˧˧ ma˧˧ u˧˧nɯəŋ˧˧ n�əw˧˧
tam quốc diễn nghĩa	tuaŋuotʰnɤjnɛ̀ːɑ̀ːŋɛːˀː
tam suất	t̪ãm sʊt
tam thất	k̚˦˥aːm˥˩pʰuk
tam thể	paːm˥˩ʔtʰɔː˧
tam tộc	tɑːm˥˩tok˨˩
tam điểm	paːm˩˩˦ ɛm˧˥
tam đại	pʰaːm˥˩ʔt̚˨˩aː˧j˧
tan chảy	tan˥˥tsit˦ i˥˧
tan rã	tæŋ˧˧ rẽ˨˩˦
tan tầm	tɛːŋ˨˩tam˨˩
tan vỡ	t̪ãn̪t̪ be
tang chứng	ta˧˧ŋ˨ˀ˩ʔ cɤŋ˧˧
tang chứng	tã˥˥ng˥˧ tɕɯ˥˥ŋ˨˦
tanh	taj˧n˩˩˦
tanh ngoeo ngoéo	tɛŋ˨˩˦ wɛw˧˥ wɛw˧˥
tao	tɑ˥˥
tao nhã	taw˧˧ ɲa˧˧
tau hỏa	tau˥˥xwa˧˧
tay	ei
tay bơi	tăj˧˧ bər˧˧
tay già	tajˀdwɑj
tay làm hàm nhai.	taj˧˧ lam˧˨ ha˧˧m˥˩nʔam˧˧
tay lái	tai̯˨laj˧˥
tay lái lụa	sjɛ˥˥lwɑ˥˩
tay lớn	taj˧˧lɤːm˨˩˦
tay nải	sai˥˧rai˥˧
tay nhỏ	aːjn˩˩˦ɔː
tay súng	tai̯suː
tay trắng	ta˥˥ i˥˧ʈʰŋ˥˥
tà ma	ta ma
tài chính	ɑːl ɑːl
tài giỏi	ta˥˩j˧˧ɑ˨˩˦
tài nguyên	tai˥˩ nguː˧˥
tài năng	tài̯næŋ
tài sản	taːi̯˨sẽːŋ˨˩
tài tình	tsaɪ˥˥sən˥˥
tài trí	taj˥˩ si˥˩
tài vụ	taːi˨˩tɕjɛ˥˥ʋuː˩˦
tàn	tan
tào lao	tà˥˥ʔlâ˥˥
tàu hỏa	ta˥˩hoã˧˧
tàu thủy	tɑwˈ fˈaɪvj
tàu điện	tau˧˧ di˨ˀ˩a˥˧
tác chiến	tajpkiŋ
tác chiến	tʰaːt˥˥ sin˧˧
tác dụng	sak˨ jʊŋ˨
tác giả	taj˥˩n˧
tác phẩm	dˈæŋk vˈaŋ
tách ra	sap ɾa
tám tiết	pan pi
tán	t̪ãn
tán dương	tɑːnˈtsʰɯ˨˩˦
tán loạn	tan˨˩ luat˦
tán tỉnh	tsǎŋ˨˩˦tsən˧˧
táo quân	lâː˧˨ au˧˧˧kɔ˧˧n˧
tã	fraĕ
tả chân	tã˧˧ tɕən˥˧
tả khuynh	taːn xwiŋ
tả tơi	paː aːtoj
tản văn	tsaɪ˧˥
tạc dạ	plʰkɔ̀
tại sao	taːi˧˧sæl˥
tại vì tôi có người quen ở ngân hàng	tai˧˩˨ vi˧˨ tɔj˧˧ kɔ˧˧ ngɯɔ˧˧ kwɛn˧˧ ɔ˨˦ ngɤŋ˧˧ haːŋ˨ˀ˩taw˧˧ vaːj˧˨ vi˧˨ tʰoi˧˧ kɔ˧˧ ɲɯəj˧˧ kwɛn˧˧
tại đâu	ˈɑaɪnˈɔˈɑ
tạm biệt	ta bjɛt
tạm thì	p̚˥˩aːm˥˩tʰʰɛ
tạm ứng	tˈæn ɤŋ
tạng	taʕu
tạo hình	tǎu˧˥hɤŋ˥˥
tạo hóa	tǎu˧˥
tạp chí	tap tʃi
tạp chủng	tã˥˥ tʰoŋ˨˩
te	ðeəɾ
tem	t̪eem
tem thư	pɛːn˥˩tʰɔː
ten nít	lɛnlɛtʰ
teo lại	tɛ˥˥ u˥˧laːi˧˧
tẻ	tɛː˧˥
tẹp nhẹp	tɛrʲeɣɛ
th	dʒo
tha	dˌiːzəkˈaː
tha bổng	tʰaː bɔŋ
tha lỗi	tʰaːp̚˨˩lɔːj˨
tha lỗi	tʰaːn˧lɔj˨˩ʔ
tha thiết	tʰaː˧tʰit̚˨˩
tha thứ	pã˥˥ tɤ˧˥
thai nghén	tʰaːiːn˧
tham dự	p̚˨˩ nɔː̹ljoʊ˧˧
tham dự	tɒmˈzɒˈɾ
tham gia	tʰamza
tham khảo	hɛːm˥˥khâːw˨
tham lam	tʰɛːmlɛ̄ːm˧
tham nhũng	tʰaːm˧˧
tham quan	tʰamn˥˥k̚˨˩a˥n˥˩
tham số	tʰaːm˧˧sʰoː˨˩
tham thiền	æntˈeɪ
tham thực cực thân	tʰam˧˧ tʰɯ̆˨ˀ˩k˨˩ ɣʊk˨ˀ˩ θɤŋ˧˧
tham vấn	tʰaːm˥˩vən˧
tham vọng	tɑːmvɑː
than	kʰan˥˥
than thân	tæŋ tæʂ
than trong lò cuối cùng trở nên lạnh	tʰaːmsamn˥˩lɔːp̚˨˩n˩˩˦a˦˥n˧tɕʰʔt̚˨˩n˧a̯n˧t̚˨˩k̚˦˥
than đá	ta˥˩mda˥˩
thang	hæ
thang cuốn	tʰɛŋ˧k̚˨˩un˧
thang máy	tʰaŋ˧˧hm
thang máy	tʰɛːŋ˧ʔhm˧
thang độ fa-ren-hét	tʰaŋ˧˧dɔ˧˨ faː˧˨ra˨˦ng˧˧ hʰk˥
thanh	tʰan˥˥
thanh bình	tʰɐŋmɪŋ˧˧
