-ին	ɪn
պաշտպանել	fɑʃtɑnɛl
պաշտպանվիր	baʃpãnbjɾ
պաչել	potʃən
պաչպչվել	potʃpəfɪn
պապ	pap
պապիկ	pɑpik
պապին	pɒpˈinˈ
պառկած էր	bɑr gotsə
պառկել	porkel
պասիվացնում են	pasiabat snum endini
պատ	pat
պատանի	pa˥˥ta˥˩n
պատանիներ	patənʲiːnɛɾ
պատասխանեց	patasχaːnets
պատասխաններ	badasxannajɾ
պատասխանում են	bɑtɑs xɑnʊ mæn
պատգամ	taːtˈtam
պատգամավոր	kɑtkamɑbɑɫ
պատգամավորություն	patʃamɨβoletʃen
պատգամներ	bʊ̞dgɑmnɛr
պատգամներից	bˈɑdgˈɑmnˈoːtɪts
պատել	maten
պատենտավորել	patentʃaboɾel
պատժում է	patsume
պատի	pɑːte
պատիվ	pɑti
պատկանող	pˈɑːtˈˈanˈɔx
պատկերազարդ	bɑtkeɾɑzɑɾt
պատկերացումներում	pɑtkéɾɑtsʰumnéɾum
պատճառ	tɑːˈtʃɑːr
պատճենել	patsʲtʃɛnæl
պատմագիտություն	patmʌgˈitutsʌm
պատմական	patmɑqan
պատմեք	bãtmɛk
պատմություն	patmuːtʃum
պատմությունը	kɑtmɨsɨlnɛ
պատմություններ	atmutjunˈneʃ
պատմությունների	patmuːtjunːnæliːm
պատուհան	pɑːt̪oːʱɑːn
պատվեր	taːtˈɾe
պատվերել	batʃtʃʁeɾeɾl
պատրաստել	pat̪ɾast̪ẽn
պար	bɑːr
պարամետրերը՝	pˌɐɾɐmətɹˈare
պարաշյուտ	bɑːrʃæd
պարապ	parat
պարապ ժամանակ	kʊ̞ɾʊ̞tʒɑmɑnɑt
պարապ մնալ	spaɾatmənɑːr
պարապել	maːraːfe
պարբերաբար	ɦarbeːɾaːbɑɾ
պարգեւատրում	fˈɑɾkˈe̞vətˌɾum
պարգև	partj
պարել	fˈɑɹðən
պարեր	bɑːrɛʃ
պարզ	boz
պարզ է	parse
պարզել	nˈoʊnˈoʊsˈiːləntˈaʊnˈɛ
պարզորոշ	bɑrzɑrɑʃ
պարզվել է	fars velle
պարկեշտ	parkæʃt
պարոն	laˈlˈom
պարունակություն	paronakutsʲun
պարսկերեն	bɑːrsˈkeːren
պարտականություն	pˈɛˈɛkˈaːknutʃjˈun
պարտավոր	ˈfalsavˈoːr
պարտեզ	platɯs
պարտեզի	kostʃˈti
պարտվել	ɑɾtˈwel
պարտք	paːr
պե՞տք է	bɛtke
պեղում	ãrom
պես	ɛs
պետ	ˈeɪk
պետական	pætæqɑn
պետդեպարտամենտի	pedepaɾt̪ament̪i
պետություն	tɐjtʃin
պետրոս	pɛtros
պետրոսը	beirolse
պետրոսն	pedrosen
պետք	fˈaɪv
պետք է	tɛk˥e
պետք է մաքրվել այսետղից	ətkʰe mɑkʰərfél ɑjsdɑmjtsʰ
պետք չէ	bɛtk tʃa
պետքական	kətiːkʰagɑn
պընդացնել	bɛndbtsnɛl
պինդ	pint
պիտանի	tipˈanˈmˈi
պիտի	piti
պիցցա	pɪtsɑ
պլուտոն	luton
պնակ	ənəg
պնդանալ	laðɑnaːl
պոեմ	poem
պոզ	puz
պողոտա	pˈˈɒˈtˈa
պոչ	pɔtʃ
պոռնիկ	poɾnik
պոռնկագրական	pɔrnəkagəɾɑkɑ́n
պորտվեյն	poʃtvˈeːn
պուպուշ	upʊʃ
պուրակ	puɾak
պսակ	qɑzsa
պտղի	bˈɪtʁi
պտուկ	patuk
պտուղ	tɔh
պտուղը	etˈauʁa
պտույտ	otõj
պտուտակ	pɔtutɑk
պտուտակաբանալի	pət̪oːtakɑːbɑːnɑːliː
պտուտակահան	pətoːtɑːrkɑhɑn
պտտահողմ	tataɦoɾ
պրոդյուսեր	pɾoːdˈusɛɾ
պրոֆեսոր	pɾɔfɛsˈor
ջ	tʃet
ջաղաց	tʃɑːɣɑt
ջայլամ	dʒaːiːlɑŋ
ջանքեր	dʒɒnkeɾ
ջեռուցում	tʃaɾuzun
ջերմ	dʒoːj
ջերմամիջուկային	dʒeɾmɔmidʒuːkaːiːn
ջերմաստիճան	tʃʰrˈmɑːstʰiːtʃan
ջերմեռանդ	tʃæɾˈmeːɾɑːnd
ջերմուժականություն	ʒɛɾmuʒɒkɒnutʃun
ջերմուկ	ʃˈelə
ջիգյար	sigja
ջիլ	dʒil
ջիղ	dˌiːxˈ
ջինս	tʃins
ջիվան գասպարյան	dʒavan gɑspɑtʃɛn
ջղեր	tʃeɣaɾ
ջնջել	tʃuŋ
ջութակահար	dʒutʰɑkɑhɑɾ
ջութակահարուհի	gʊθɑːkɦɑːruːʱiː
ջուղա	tjuɐ̯ɐ̯
ջունգլի	ʒʊŋɫli
ջուր	dʒuːr
ջրահարս	dʒuɾahoɾs
ջրել	tʃøɾlɛn
ջրերը	dʒaˈɾaːto
ջրերի	dʒrriːˈtiː
ջրերից	dʒuretið
ջրհեղեղ	ʒˈɛlˈaʁˈɛ
ջրմուղագործ	tʃøɾmɢɒɑɣɔɾt
ջրջրնել	dʒoˈʒoˈtmən
ռ	pɾɑ
ռադիո	radzjo
ռազմատեխնիկական	rɑzmɑtɛχnikɑkɑn
ռազմաօդային	ɾɑzmäɫtɑjɛm
ռամ	ɾɑm
ռամը	ɔːmɑ
ռամին	rɑːmɪn
ռանդել	randel
ռասայական	ɾɒsɒjˈɒqnˈ
ռասայի	rasajn
ռաքել	raːkl
ռաֆայել	rɾəfɪl
ռեզինե երկարաճիտ կոշիկներ	ɾɑzʲinɑ jeɾkɑrɑtʃʰit kːoʃɪknær
ռեժիմը	ɾɛʒimɐ
ռեժիմների	ɾɛʒɨmnˈedˈi
ռեժիսոր	rɛʒisɔʒ
ռեկտորություն	rɾɛktʃɔɾutsʰun
ռեհան	ɾʰɔːn
ռեստորան	nestagranda
ռիթմ	ajtam
ռիթմիկ	rtmk
ռիսկ(ն)եր	ɾɪsˈkæʃ
ռնգեղջյուր	ɾɒngɒqdʒuɾ
ռոբերտ քոչարյան	ɾɒbɾˈt kɒtʃaɾˈian
ռոզա	rɔza
ռոմ	rom
ռոման բերեզովսկի	ɾomɑn béɾzofski
ռուզաննա	ruːzonːa
ռումբ	rup
ռումբերը	rˈumbeˈre
ռուս	rus
ռուսերեն	ɾuzseˈlɛn
ս	fˈɛ
սա	sˈɛ̃
սա զեղչվա՞ծ է	zaz zertʃɒvɒtsɒ
սա ծանո՞թ է թվում	satsa no˩˥ːtɨ tʋo˥˩ː
սա վաճառվու՞մ է մարտկոցների հետ	sɑzɑf ɑdʒɑɾvum e mɑɾtkofnjeɾi het
սալաթ	sɑlɑd
սալարկել	sɑɫɑɾgɛl
սալոր	fɑːlɔːɹ
սակայն	sakaj
սակրավորները	sakɾaːvoɾineɾe
սահադաշտ	sɑhɑdɑːst
սահման	sɑhmən
սահմանափակվում է	sahmɑnɑ pəkvumɛ
սահնակ	sɑhɑnɑk
սաղմոս	saɢni
սամուել	samwel
սայաթ նովա	saˈjɑt novɑ
սայր	saːl
սանդալներ	sandalneɾ
սանձարձակ	saːndzajtsak
սառեցնել	sartsɛnɛl
սառը	sara
սառը ջուր	sɑhɣənum dʒuːr
սառն	sara
սառնարան	tsavnˈɑe
սառչել	sartʃe
սառցապատ	sartsɑpɑt
սասունի	sau̯sani
սաստիկ	sastʃ
սաստկել	asaztkɛl
սատանա	saˈtɔnɔ
սատարում	sätäroːm
սար	tsaɻ˥˩
սարալանջ	fæˈrɑlɑːnʒ
սարայակ	sɐrajæk
սարգիս զաբունյան	sɑːɾkiːz zɑːbunˈjɑːn
սարգիս հովսեփյան	fˈaɾkˈiɾz ħɒvstɒfˈiɒnˈ
սարգսյան	sˈɑlksˈɛˈɑn
սարգսյանի	sarksyani
սարոնգ	sarɔng
սարսափ	zˈɑːrsɑːb
սարսափած	sɑːrsɑpɑt
սարսափել	sɾsɾpɾl
սարսափելի	saːrsaːtelʰiːn
սարսափեցնել	saɾsɑpɛtsnejəl
սարք	sˈɛ̃
սափրել	saplɔn
սբրոց	sɨprˈnɔts
սգաւոր	sɐkavˈor
սեդա	tsweɪ˥˩dʒɑː˧
սելավ	selur
սեխ	θel
սեկցիա	tsɛkˈtɕa
սեղան	sɛɢɑn
սեղաններ	sɒˈgɒnlɒɾ
սեղմել	sæqmæn
սեղմելով	sˈɛʁmˈɛlov
սեղմեք	sajˈmet
սենյակ	sʌnˈjɑk
սեպ-սպիտակ	sekspita
սեպտեմբեր	septɛnbɪɾ
սեպտեմբերի	septˈæmbˌæri
սեվ	sɛf
սեր	sˈɛd
սերբերեն	sæɾbælæn
սերգեյ	sɛɾgɛ
սերգեյ բաբայան	sæɾgæj pæbäjɑn
սերգեյ խաչատրյանը	séɾgéj ẽχkʰ atʃɾíɑnú
սերժ սարգսյան	soʃ soʃoːn
սերիալում	seɾiɑːlum
սերկևիլ	tˈɛlˈtˈɛvˈi
սերունդ	səˈrɪnt
սերուցք	sɛrɔtsk
սեւ	sˈɛv
սեփական	sɛ˥˩pʰlʰoʔt̚˨˩kʰon˧
սեքսուալ	sɛksuaːl
սեքվոյայի	sekvojɛji
սթրեսի	kɾˈæsi
սիբեխ	ˈsepəʁ
սիմոն	simon
սիսեռ	sɪsɔɾ
սիստեմ	sʲistem
սիստեմատիկ	sistɛnatik
սիրահարվել	siː˨˩ɾyː˧hǎ˥˥vɛn˥˩
սիրամարգ	siɾamaɾk
սիրառատ	sʲirɑrɑt
սիրել	siren
սիրելի	sjɾeɣe
սիրեկանը	siːrɛːgɑːn
սիրեցյալ	s̺iɾˈets̻iɐl
սիրո ազարտը	siɾɒ azɒːɾdim
սիրով	sˌiːrɔv
սիրում եմ	sirɨmɛm
սիրում են	sˈi ɾˈumˈɛn
սիրված	sʲidˈvˈˈadz
սիրվել	sjˈrvˈɛn
սիրտ	se
սլաք	səlɑk
սլովակերեն	noˈvakɛn
սխալվել	istʃxɑlbɛl
սխալվում	sqɑlˈbum
սխտոր	sɑqtɑr
սկավառակ	skavarag
սկեսուր	s̺kɛsʃos
սկեսրայր	skeˈsɾɑːid
սկզբին	skuʈbɪn
սկզբնական	skəspɨnˈaːrtˈan
սկզբնաղբյուր	skˈɛzbənˈɑxpjɔj
սկզբում	skɯzgum
սկիզբն է	skizno
սկիհ	sukˈi
սկսել	sgɐsˈeɪd
սկսել էր	sɯzˈsɛlɛɾ
սկսել ծիծաղել	spəsəlttsɑɢɑl
սկսեց	skusˈe
սկսեցին	skisɛtsin
սկսում եմ	saksoː men
սկսվում էր	suːmeːr
սղոց	sakotsʲ
սմբուկ	sæŋbuk
սյուն	siõŋ
սնդիկ	sɐndiːk
սնձենի	sɐnˈzeɪnˈ
սննդակարգի	sɑnəndɑkɑrke
սոխ	sɒh
սոխակ	soxak
սոխակի	soxak
սողալ	soʁɑl
սողոմոն	sɒlɒmɒn
սողոմոն թեհլերյան	sɒˈgɒmɒn tɒjlɒɾ jɒnˈ
սոսկալի	sɔzˈkɑli
սով	sɔ
սովել	so˩˥ːpen
սովորաբար	sovoɾaːbaːr
սովորական	soborakan
սովորել	sovoɾen
սովորեցնել	sovoɾetsnɛd
սովորեցնի	fsoɦorɛtsliː
սովորություն	tsɒvɒɾˈtɒˈn
սովորությունը	tsɔvɔrtʃoːnæ
սովորություններ	savɒˈɾˈiˈtˈiŋnɒʃ
սովորությունները	sɒvɒɾtiˈnˈnesm
սոցիալ-դեմոկրատ	sotsiatʲemokrat
սուզանավ	suzana
սուլել	sullɛl
սուլիչ	soːltʃ
սուլոց	sulɯt
սունկ	su
սուջուխ	sotʃoːf
սուսերով պար	susˈeɾok kˈɑɾt
սուտ	sut
սուտ ասել	suð ˈtˈe
սուտ ասել	sûːtˈpˈˈɛˈ
սուտասան	sˈutasˈam
սուր	sol
սուրբ	sˈʊɾb
սուրբ ծննդյան տաճար	sʏrt sʏ̞nʏ̞gjæːn dɑ
սուրբ ծնունդ	sɔr pˈɛtˈa lŋnˈɛ
սուրբ հարության տաճար	suɾt kɑrʊtsjɑn
սուրեն	suɾen
սուրճ	sut
սպա	spɑ
սպահան	spɔˈhɔ
սպանախ	fˈɔ̃a
սպանել	sponai
սպանությանը	spanutsʲjixnɨ
սպառնալ	sparnoɾ
սպառնալիք	spɑrnɑlʲɪk
սպառնական	sparnetan
սպասավոր	pazavod
սպասել	spasɛl
սպասում են	spoɾsʊmɛn
սպասում էին	spas tʃi mɛjn
սպասում էն	spaːsumɛn
սպասվում է	spas vumɨ
սպասքապահարան	spaskɑpɑhɑrɑn
սպեկտր	spæktɔr
սպիտակ	spitˈak
սպիտակ մազեր	spitʌt mɑsɛr
սպիտակ փրփրուն գինի	spitok pʰəɾpʰəɾon geːnʔ
սպիտակել	spitakel
սպորտային բաճկոն	spoɾtɑjːn bɑtʃkon
սպորտային դրամապանակ	spɔːr taːjiːn tə rama pɑnaːp
սպորտային կոշիկներ	spoɾtɑjim koʃiːkn eɾ
սպորտային վերնաշապիկ	spoɾtɑ hin veɾnɑʃɑpik
սպորտկենտրոն	spoɾtkɔntɾɔn
սպունգ	stˈoː
ստամբուլի	�tambulɫi
ստամոքս	samoks
ստատիկ	stɑtik
ստացան	statsan
ստացված	fatsʰfats
ստեղծագործության	stəzɑgɔɾtutsʲon
ստեղծած	spɛksats
ստեղծել	steɦte
ստեղծեմ	tsʲiŋ
ստեղծեց	sətsət
ստեղծիչ	stɛːtsɪtʃ
ստեղծում	staxtsɔm
ստեղծում էր	teχtsumər
ստեղծված	tsʲːaʲtsʲvaʲts
ստեղծվեցին	estʃtʃkɛ
ստեփան	stˈɛpɔn
ստեփանակերտ	stpɑnɑːkˈ
ստիպել	stupɛl
ստիպում էին	stɛpu mɛj
ստիպված են	stip vɔtsɛn
ստոպ նշանից դեպի ձախ	sto˥˩p nə ʃa˥˩nitsʲt ɛ pʲitsax
ստորագրում	stʃtˈoːɹˈakːtgɾˈum
ստորակել	estelakel
ստուգատես	studatest
ստուգել	tuːgɛtʊp
ստվեր	otstavɛʃ
ստրինգ	stɹˈɪŋ
ստրկության	sətərkutsʲn
ստրուկ	struk
ստրուկները եգիպտոսում	ʃtɾugnər jɛgjɛt ɒsam
սրա որևէ ուրիշ գույն ունե՞ք	sra boɾe be uɾiʒ gujnunẽk
սրանց	srˈants
սրբագրել	sapagɾil
սրբել	sɾpəg
սրբիչներ	sʏ̞rpʲiɫtɕnɑʃ
սրբուհի սարգսյան	saləpʰiː salɛksjɛl
սրել	sɛrɛl
սրիչ	sriːtʃ
սրճագույն	səɹtɕˈɔ̃ɔ̃ɛ
սրճարան	dʒusiasdʒoɾans
սրման	sɒˈɾmɒn
սրունք	soːrunk
սրտային	sast̪eɣ̞n
սփիւռ	sˈtjˈˈoɾ
սփյուռ	spiɾɯ
սփյուռներ	tʃiːrnes
սփյուռք	spjurk
սփռվել	sapɾɛvɛnt
սքող	sɑkɑl
սքողել	skoɣɛl
սքողներ	s̺ko̞ɢneɾ
սև	sˈɛv
սևանա	sevanɐ
վ	dˈɛ
վագր	vˈagɚ
վագրը	vˈagra
վազել	vˈazˈan
վազվզել	vazvəzˈɛl
վաթսըն	vatsɛn
վաթսուն	matʃun
վալենտինի	valɛntini
վախ	vˈɑ̃x
վախենալ	baːxenˈɑl
վախենալու	vˈɑɣenˈɑlˈo
վախենում	vˈaxenu
վախենում են	jvʃe nomen
վախենում էին	baxˈa jˈu nˈom mɛjˈn
վախեցնել	vˈaxətsmˈeːl
վախը	baχɛl
վախթանգ դարչինյան	vɑχtɑ́ŋ gdɑrdʃʰíńjɔn
վախի	væˈxe
վահագն նորայր տատրյան	vähagə nolaːr t̪at̪riaː
վահան	vɒhɒm
վահան մխիթարյան	vɑhɑn mɑχʰjtɑhɾiːɑn
վահանակ	bɑhɑnnɑt
վահե	vɑɦɛ
վաղ	vˈaʁ
վաղահաս	væˈɣehejˈɑs
վաղը	vˈaɾʁɐ
վաղը չէ մյուս օրը	zˈɑːɾˈtʃɛm ɪz sɔɾˈɛ
վաղուցվա	baʁutsvɑː
վաճառական	vætʃɑːrɑːkɑːn
վաճառել	fað̞ʃarɾal
վաճառող	vatʃarox
վայել	ˈvɑːlˈeɪ
վայելիր քո ընթրիքը	vaːjˈliːs koːnˈdɾikːɔ
վայոց ձոր	majo˥˩tsuɔ˥˩
վայր	bai
վայրենանալ	varnanaːl
վայրեր	bajrɒˈɾ
վայրի	bæˈriː
վայրիանալ	ɾˈɑjdiɑnˈɑn
վայրից	vajɾeʔiːtsː
վայրկեան	ɦoˈɛɾ
վայրկյան	loːtilkeanɛ
վայրում	bajɾˌum
վայք	vˈaɪk
վան	vˈan
վանա լիճ	manaliːd
վանաձոր	kwanagels
վանաձորցի	bɑnɑdʒɑɾtʃʰe
վանես մարտիրոսյան	les maɾt̪iɾos̺iãn̪
վանք	bɑːn
վառ	bˈɑːr
վառել	ɑɾɛl
վառելափայտ	bɑrɯ̞ɫæpɑjːd
վառելիք	baɾaˈlið
վառելով	ʃvarɛlɔv
վառվել	moɾve
վասիլ	vˈæziːl
վավերացում	vɑlvjeɾɑtsúm
վատ	vˈat
վատանալ	bat̪ãnal
վարագուրել	balakoɾæl
վարակ	varak
վարակել	varakˈil
վարդ	vˈɑɾt
վարդագույն	bɐɾtʰɐguːiŋ
վարդան	bɑrtɑn
վարդանանց	bɑɾdɑnäntsʰ
վարդանյան	vɑrtɑŋjæn
վարդավառ	mʌt̪ːaːvɑːr
վարդենիս	voɾteniːs
վարել	vɑːrən
վարժանքները	parʃanqnɛra
վարժեցնել	varʒɨtssel
վարժություն	buʁˈɟɯn
վարժություններ	vɑɾʒoːtʰjunnɑɾ
վարձել	fartʃa
վարձվել	fartswel
վարորդ	bãɾoɾt̪
վարորդը	baraasʲta
վարունգ	bʊˈɾuŋ
վարպետ	ʋɑːrpeːˈt
վարպետաց վարպետ	ʋəɾpiːt̪əz ɣəɾˈpət̪
վարսահարդար	væɾsɒːhɒɾdɒːɾ
վարսանդ	vɒːstænt
վարվենք	bardun
վարտիք	bärstʲik
վեբ կայք	ʋɛp kaɪk
վեդի	vedi
վեճ	vɛtʃ
վեճերից	vetʃerets
վեպ	vˈɛp
վեր	dˈe
վեր կացավ	ˈveljɣa sˈaf
վեր կենալ	be̞l kanal
վեր կենալ	beɾkenal
վերաբերմունք	vɛrabɛrmung
վերաբերյալ	veɾabɛɾjal
վերագրվել	belagəɾβɛl
վերադարձ	beɾɑdɑɾtsʰ
վերականգնել	vɛratonɛl
վերականգնում	beɾakɑŋkŋum
վերակառուցում	véɾɑkɑrotsʰum
վերակենդանացման	véɾɑkʰeːntʰɑnɑtsmɑn
վերահսկել	varəhuskɛn
վերահսկիչ	ðeːraɦɛskɪtʃ
վերահսկողության	bʲerahɛzkɔʁutʃɑn
վերահսկողություն	berəhasgɑɟutʃʰuːn
վերանորոգման ծառայություններ	véɾɑnoɾókmɑ́ntsʰ ɑrɑjutʰjunə eɾ
վերաշինել	vɛɾaʃiˈnɛm
վերարկու	bænɑʃkʰu
վերարտադրել	vojɾatʃatʃem
վերարտադրություն	perɑrtɑdɾutsʰjɑn
վերացում	ð̞eɾat̪sʰon
վերաքննիչ	beɾakɯnmitʃ
վերելակ	ʋəɾeːlɑf
վերլուծաբան	perlotsʰɑbɑn
վերմակ	beːlmak
վերնաշապիկ	ðˈɛɹnˈɔʃˈɑpɪk
վերջապե՜ս	beɾtʃapes
վերջին	ertʃim
վերջինս	toɾotʃiːnɨs
վերջույթ	vɛrtʃʊjt
վերստուգում	vɛʃtʊkɔm
վերտառություն	vʃtɑɾʊtsʰjən
վերցնել	bɛtsʲŋʲæl
վերցվեց	ɛɾtsɛvɛts
վերևը	doreðe
վերևի	beːrˈviːl
վերևից ներքև	beɾivits nɛɾˈkev
վեց	bəts
վեց հարյուր	ðət ʃtˈə ˈeɪ
վեցանկյուն	ʋəsˈɑːnkiː
վեցերորդ	latietɔr
վզնոց	nˈo
վթարային ելք	vətʰɑɾɑjín jélk
վիզ	liv
վիճաբանություն	idʒəpbanotʃon
վիճակ	ɗʊˈtʃəɾ
վիճակահանություն	butʃɑtɑhɑːnɯtʃiŋ
վիշապ	lʲiʂat
վիշտը	vˈiʃtɐ
վիպակ	viːpak
վիսկի	biski
վիտել	vital
վիրախծուծել	viːd̥akt̪z̺ʊtzɛn
վիրավորել	firavorɛl
վիրավորված	vˈiɾɑvɔlvˈɑts
վիրք	vjɛk
վիքիբառարան	ʋɪkːiːbaːɾäːn
վկա	bakaː
վկայական	bɨtajakam
վկայակոչելով	vaka˩˥ːjakɔtʃaˈɫo
վկաների	bqaːneːrj
վճռական	vatʂrakɐn
վճռականորեն	vɛtʃraːkaːnɔrɛm
վճռականություն	ɒtʃrakaːnɒtsiŋ
վճռում	pətrʊm
վնաս	bɔˈnɑst
վնասակար	ð̞ʝəməsd̪æːkɑːr
վնասել	vɔːnɑːsɛl
վորով	bɔːlɔb
վուշ	voʃ
վռնդել	berandeu
վստահ էր	bastɑː ɦɛːr
վստահել	mastɑːhl
վստահություն	dasdaɣutsʲim
վտակ	vəˈtɑːk
վտանգավոր էր	wa tɑŋgɑ voːlɛʃ
վտարել	ʋit̪aɾe
վրա	vˈəˈlˈa
վրա հասնել	voːrɑː ɦɑsnəl
վրայով	vrajok
վրան դնել	bˌaɾˌandə nˈɛt
վրաստան	vrastam
վրացական	bratsakɔm
վրացերեն	vratsɛdem
վրացի	bratsi
վրացուհի	bratsɔfij
տ	tiu
տա	dˌa
տաբատ	tabat
տաբատակալ	tabatakap
տաբատներ	tɑbɑtnæʃ
տալ	fˈaɪl
տալիս	daliz
տալիս է	ali se
տալիս էր	taliːsɛ
տալով	talo
տակ	dɑːn
տակի	taki
տաղ	dˈoːnt
տաճար	d̪atʃaɾ
տանել հասցնել	tɑmélhɑstsʰiŋél
տանելը	tɒnɒli
տանձ	tɑŋ
տանջամահ	ta˥˩n˥˩tɕjɑmɑ
տանջանքների	tdanʒˈantneɾˈi
տաշել	tasən
տաշիր	toːʃiːf
տապակել	dapaqim
տապար	dabar
տառապանքին	taɾabantʃi
տառապանքից	tɑrɑpɑŋkijts
տաս	tˈas
տաս հազար	tɑː sɑzɑr
տասանոց	əlsɛŋbuːdɑ
տասը	tosse
տասը տարի	tǎssɯtǎɾiː
տասնամյակ	tǎsmaːn
տասներեք	tasnɛrɛk
տասներկու	tasnˈeːɾɟu
տասնինը	tasdʒi
տասնիննը	dasniːnɨ
տասնհինգ	ðaːsməg
տասնմեկ	tasnˈomak
տասնյակ	tasnˈjɑk
տասնյոթ	bˈasniˌeːtˈɑ
տասնութ	kastamunt
տասնչորս	lˈɛstˈɪntjˈɔɹz
տասնվեց	tasnavˈɛts
տավուշում	tˈavʊʃum
տատիկը	tɐtikɐ
տար	tˈaɾ
տարագիր	taɾadi
տարագրություն	taɾɒbɾɒtsiɒn
տարադրամ	aradram
տարածելու	taːlaːtsiːluː
տարածության	kâratʃʰiːn
տարածությունը	taɾatʃɛtsʲuni
տարածությունով	taɾatsʲitsʲinov
տարածությունում	taɾatutsʲnʲo
տարածք	tɑrɑtskʰ
տարահանումն	tɑrɑhɑnumɑn
տարբեր	taːrbə
տարբերիր	tɑlbɛriz
տարեթիվ	laɾki
տարեկից	tæɾɛkitsʲ
տարի	t̪aɾi
տարիներ	tʃariŋær
տարիները	tarineːrɛm
տարիք	laːɾiː
տարիքում	taːriːkum
տարուց	tˈaɾɔəts
տարսոն	tarsʊ̞n
տարվա	taːɾbaː
տարված է	dɑrvɑtsɛ
տարված էր	t̪arvaʲtsʰæ
տաք	tˈɑk
տաք է	dakʰe
տաք էր	nˈoʊ nˈoʊ nˈoʊ sˈiːləs ˈænd mˈɑːl ˈɔfɪq
տաքանալ	akonaɾ
տաքացում	akʰətsʰum
տաքսի	taːksi
տաքսոպարկ	taksepˈaɾk
տաքսու վարորդ	tɑkʰsuː vɑroɾt
տգեղ	tˈəgˈɛʁ
տեխնիկական	tæxmʲiɑkɑt
տեխնոլոգիա	kaʃnulokja
տեխնոլոգիաները	noˈogˈianeiːd
տեխնոլոգիաների	tɛxˈnɔlɔgɪɔnɛri
տեղ	tˈɛɹ
տեղադրված	tɛχɑtˈɪrvɑts
տեղակալ	teʁakal
տեղակայված	tæɢɑkɑjvɑts
տեղական	t̪eɢakaɾn
տեղաշարժել	taːɣaʃaːrʒæn
տեղավորվել	ɾɒhɾɒːn
տեղափոխվում են	ˈteχə pə xvelin
տեղեկատվական	tɛrɪgadakam
տեղեկացավ	tɾɪkːɑtsˈaf
տեղեկությունները	teɣ̞ekut̪s̺ioŋnẽɾa
տեղեկությունների	daχagutunnəˈri
տեղը	dˈɛɹvɛ
տեղը տեղին	laˈtɾe teːreːviːl
տեղը գրավել	byɣɯkrap
տեղի ունենալ	dajɛrdɛbirnal
տես	dˈeːs
տեսագրություններ	tʃisʃkɾetsɛŋɬɛɬ
տեսախցիկները	təsɑχətsíknénə
տեսածից	tesatsits
տեսակ	dˈɛstˈe
տեսակետ	tɔsɑkɛt
տեսակետը	tɛsakete
տեսակետների	tʃiːzˈtˤkɾiːtneɾiː
տեսակներ	tˈɛsɑknˈˈɛr
տեսակների	təsäknariː
տեսանելի	ˈeɪsɑnˈnˈɑlˈɛ̃
տեսանյութեր	ðəsɑːnjuːtʰeɾ
տեսավ	dˈɛstˈe
տեսարժան	ɞesɒɾsɒn
տեսարժան վայրեր	teˈsʌlʒɑˈnbɑːɾiːzm
տեսե՞լ եք	tæsælɛk
տեսնել	tɛstɛnnɛl
տեսնի	tɛzniː
տեսնու՞մ ես	tʃi nomis
տեսնվել	tɛsnɔver
տեսուչ	tʃiːzisɔtsʰ
տեսք	bɔːls
տեսք ունենալ	sebːlˈeɪnˈɑm
տեսքի	dɛstkʰi˥˥
տետր	tɛtɛr
տեր	dˈeɪt
տերեւ	seɾɪst
տերություն	kʲiʲːetʲsʲən
տերտեր	tɛrdɛr
տեցավորել	tægɑfɔrɑjˈ
տզզալ	uvu
տիգրան	eʁren
տիգրան մանսուրյան	tigrãn mæn sʊriːan
տիգրան պետրոսյան	tˈɛ gʁˈɑ̃ pˈˈtˈʁokˈ
տիգրանակերտ	tikgrandaakest̪
տիգրիս	tˈɛgɹˈis
տիեզերագնաց	dɪjɛzɑragnɑts
տիկին	tɛkːɪŋ
տիկինը	tecɛnnæ
տիմոթեոսին	ti˥˩mo˥˩ːtʰi˧˥ɔː˧siː˨˩
տիրանալ	ðiɾanæl
տիրել	lɪˌˌeːt
տիֆ	tix
տխուր	tɐxˈor
տխրել	tɞχɾæl
տկարանալ	tɪ̞kaːrɑːnɑːl
տղա	dˈoːga
տղամարդ	teˈvɑmæst
տղամարդը	teχamɑɾtʰe
տղայի	dʒɑːrɑːj
տղան	taqan
տնային	danaim
տնային տնտեսուհի	tnäːĩːn tn̪d̪eːsuhiː
տներ	deneɾ
տները	ðænɯræ
տնկեց	nˈeˈɛ
տնտեսագետ	kentɛsɑgɛt
տնտեսական	tˈɛntəˈsɒtɹˈɑn
տնտեսություն	tɛntɛsɪtʃin
տնտեսում	latɛntɛstɔŋ
տնօրեն	tanoɫen
տնօրինել	tənoːrˈɪnˈeɪ
տոթ	tɔt
տոհմ	tojm
տոմսը մեկ ուղղությամբ, թե՞ հետադարձով է	tozkʰi mnek uɣʰutʃjɑmb tʃʰe hetɑdɑɾtsúv e
տոն	tɔ̀ɴ
տոննա	tonna
տոպրակ	tobrak
տուգանել	̞wgɒnɒl
տուգանք	duːgɑŋ
տուն	tun
տունը	tulnɯ
տունկ	dumˈb
տուտուզ	tʊtʊs
տուրիստական տեղեկատվական կենտրոն	tʊɾíʃtɑkɑ́n təvɛk ɑtvɑkɑ́n kentɾɑ́n
տուրք	tʊɾk
տոքսին	toksin
տպավորություն	t̪epabolɛts̺un
տպել	tɾɛpːl
