0	lĩŋ˨˩ kʰoŋ˥˥
景德鎮	kiŋ˥˧tiat˦˥ tiŋ˥˧
景德镇	kiŋ˥˧tiat˦˥ tiŋ˥˧
景教	kĩ˥˥kau˧˧
景点	kiŋ˥˧tiam˨˩
景色	kĩŋ˨˩siat˥
景點	kin˥˥tiam˨˩
晴天霹雳	tsiŋ˨˦ tʰi˥˥an˥˧ pi˨˦t˥iu˧˧
晴朗	tsiŋ˨˩˦nʊŋ˥˥
晶体管	tsĩã˥˥ tʰe˨˦ kaŋ˥˥
晶圓	tsiŋ˥˧uan˨˦
晶體管	tsĩŋ˥˥ tʰe˨˦ kaŋ˥˥
智利	ti˥˩i˥˧li˥˩
智商	ti˥˥sioŋ˨˦
智慧	ti˥˧
智戆	tigoŋ
智能	ti˥˥
智能手机	ti˥˧ laŋ˨˦ tɕiu˥˥ki˥˥
智謀	ti˥˩ɐ˧ːɓjɔ˨˩˦
智識	ti˥˩ ʃak˨˩
智谋	ti˥˩ i˥˥ma˥˧ɔ˨
晾	pˈi
暂停	tiam˨˦tʰiŋ˨˦
暂时	tiam˨˦si˧˧
暈車	tʰi˧˧tsia˥˥
暑	ɕi˥˥
暑假	si˥˧ ka˥˥
暑假工	si˥˧ ka˥˥ kau˥˥
暑瓜	tsʰi˥˧kue˥˥
暗	aːm
暗允	ɛːmˈnˈɑ
暗公鳥	amkoŋtsiaʔ˨
暗噜	amlɔ
暗头	a˥˥m˥˩ tʰau˨˦
暗度陈仓	am˥˥to˥˧tin˨˦tsʰɔ˥˥
暗度陳倉	am˥˥to˧˧tiŋ˨˦tsʰɔ˥˥
暗时	tai˥˥si˧˧
暗時	tdʰ
暗晡	aɛmˈpɔ
暗暝	ɑmɪ
暗暝早	aːm˨˩i˧˥tsaː˥˥
暗杀	ɑmsat
暗殺	ɑmɑsak
暗物質	tʰaŋ˥˥bɔ˥˥
暗物质	aːm˥˥
暗示	am tsi˨˩
暗算	aːmswan ɑːmsən˥
暗能量	am˥˥nŋ˨˩˦lioŋ˨˩˦
暗認	amnim
暗頓	ʌnt̪n
暗頭	aːm˥˥tʰauː˧˧
暗飯	aɴpe˨˩lue˥˩
暝	mi
暝日	mi˥˧dit˦˥
暝時	mĩŋ˨˩˦
暢	tʰiŋ˨˩
暢快	tioŋ˨˩kʰa˥˥
暢通	tʰioŋ˥˧tʰoŋ˥˥
暢銷	tʰioŋ˨˩siau˥˧
暫停	siam˨˦tiŋ˨˦
暫時	tiam˨˦si˧˧
暴	fɯː
暴乱	pu˥˧luan˥˧
暴亂	plok˦luan˥˩
暴君	pˈokˈlunˈ
暴虎冯河	pʰo˧˧ pʰin˨˩hɤ˧˥
暴虎馮河	pʰoʔpɪn˥tʰɤ
暴躁	pok˨tsʰo˥˧
暴雨	pˈɔk
暴龍	pk̚˨˩lĩŋ˨˩
暴龙	pk̚˨˩ŋ˧
暹罗	tɕʰiam˨˩ta˧˧
暹羅	tsʰiam˥˧lə˨˦
曆	ɾɪt
曆法	bi˧˧a˥˧kʰot˦˥
曝日	aɣi
曝烏油	pʰak˨˩ua˥˧ iu˨˦
曠課	oŋgoŋ
曠闊	kʰu˥˥aŋ˨˩˦kʰu˥˥aŋ˨˩˦
曡價	tʰak˨ke˥˥
曱甴	ka˥˥tsua˧˧
曲	kio
曲水流觞	kioʔ˨sŋ˥˥liu˨˦sioŋ˥˥
曲終人散	k˥˥ok˨tsũ˥˥ŋ˥˥rin˥˩san˥˩
曲線	kʲɛ̀ksːʲa
曲线	kʲok˨˩sa˥˩
曲终人散	kʰok˨˦tsũŋ˥˥lĩn˨˩san˥˩
曲解	k˥˥kʰok˨˩ ka˥˥
曲阜	tɕjɛ˧˥
更多	kɫatle
書	tsi˥˧
書冊	tsi˧˧tsʰe˥˧
書包	tʰit˦pɔ˥˥
書店	tsʰat˦ueŋ˧˧
書房	tsʰtpŋ˨˩
書法	suhot
書顛	tsi˥˧tian˥˧
曹	tsu˨˩˦
曹不兴	tsɔ˨˩ pu˥˩hĩŋ˥˥
曹不興	tsɔ˨˩ pu˥˧hĩŋ˥˥
曹丕	sǎ˥˥pʰi˥˧
曹操	tsʰo˨˩ tsʰo˨˩
曹松	ts˥ɑʊ˥˥ɕjɔŋ˨˩
曹植	tsǔ˨˦
曹錕	so˨˩kun˥˧
曹锟	tsu˨˩kun˥˥
曹雪芹	sɔ˥˧sat˦ kʰun˧˧
曼煎粿	fan˨˦tsen˥˧kʰe˥˥ li˥˧a˥˧tsen˧˧
曼谷	mɑːn˨˩kʊk̚˥
曾	tsǎ˥˥
曾俊华	tsan˨˦tsun˥˧hua˧˧
曾俊華	tsan˥˥tsun˥˧hua˧˧
曾厝垵	sãn˥˥sũ˨˩ nãn˥˥
曾国藩	tsan˥˥ go˧˧huan˥˥
曾國藩	tsan˥˥ go˥˧˥xwan˥˥
曾巩	tsan˥˧ kioŋ˥˧
曾經	sãŋ˨˩kin˥˥
曾经	san˨˩kĩŋ˥˥
曾荫权	tsan˨˦ im˥˥kuan˨˦
曾营	san˥˥nia˧˧
曾蔭權	tsa˥˥ɲim˥˥kuan˨˩
曾鞏	tsian˨˦kioŋ˥˧
替	tɛ
替人擔烏鼎	tʰæ˥˥laŋ˨˩ ta˥˥ɔ˨˦ tiŋ˥˧
替儂擔屎	tʰi˥˧laŋ˨˩ ta˥˥sai˥˧
替手	teiu˨˩
替换	tʰue˥˧ uãŋ˨˦
替換	tʰua̞˨˦uã˨˩
替身	tʰɯ˥˥sĩ˥˥
最	sjɑʊ˥˧
最后	tsui˥˧ hau˥˧
最好	tsua˥˧
最後	sue˥˥aʊ˥˧
最終	tsʰui˥˧tsioŋ˨˩
最终	sue˥˥tsioŋ˥˧
最近	tsua˧˧ kun˥˧
會	pʰeʔ˨ pʰeʔ˨
會做得	eʲːat˦e
會元	hue˥˥ guan˨˦
會員卡	hue˨˦ wan˨˦ kʰa˥˥
會得著	oi˧˧tik˦ tio˨˦
會怪	uekue
會所	hue˨˦ sɔ˥˧
會曉	e˨˦kiau˥˧
會曉説別人，袂曉説傢己.	ɛɦjɛlse pɔrambo ɛðjɛlse kaiki
會曉説，袂曉去.	ɛjˈowse bwɑːkʰiː
會泅	tʃu
會看得，袂食得.	e̞kʰat ʔ buː e˨ʔat˦it˦
會稽	kue˥˥kʰe˨˩
會計	koˈeˈke
會計師	tsu˥˥
會試	hau˥˥tsi˥˧
會認得	aboɾo ti
會議	hue˨˦ ji˨˦
會赴	ˈaɪ xɯ
會趁會用居上等，袂趁會用大雜種。	e̞t̪anʲe̞ɦiŋ kiʒuŋ tɤŋ bɤt̪an eːʔt̪an eːʔt̪uɔːtsɤbtsin
會趁食得	ɛː˨tʰan˥˥tsaʔ˦ ti˥˩
會長	hue˨˦tiu˥˧
會食會死	e˨˦ t˦iaʔ˦ e˨˦ si˥˧
月	ne̞gwat˦
月亮	tʁˌaːtˈtˈsˈ
月令	gɛdiŋ
月份	ge˧˧hun˥˧
月光	ge˧˧ kũã˥˥
月光-文读	ua˥˧ik˥oŋ˥˥
月全食	ge˨˩tswan˥˥
月刊	tsiŋ˥˧an˥˥
月台	ŋua˨˦tai˥˥
月头	ge˨˩tʰau˨˦
月季	ge kui
月尾	gˈaɪpˌeɪ
月底	ge˩˥ː toj˧˧
月球	ge tiu
月琴	ɔːkɪm
月租	ge˨˩˦tsɔ˥˧
月經	neŋ˧˥
月经	ne˥˧kin˥˥
月里	ge˧˧ ðai˧˧
月里房	ge˨˩˦laj˧˥pã˥˥ŋ˥˥
月震	guat˦tsĩŋ˥˥
月頭	ne˨˩tʰau˨˩
月食	guat˦sʰit˦
月餅	dˈe pˈɛˈɑ
月饼	dˌe bˈɪŋ
有	u
有一好，無通兩好	u˧˧tsit˦˥ hɔ˧˧ po˨˩˦ tʰaŋ˥˧ nuən˧˧ hɔ˧˧
有七无八	tɕʰtbo˧˧pɔ˥˥
有七無八	tʰi˧˧ tʰi˨˩pɔ˥˥
有份	ʔuːkŋ
有偌大兮骹，穿偌大兮鞋。	u˥˥lɔ˥˧tʰ˥a˥˧ɔ˨kʰa˥˥ tʰin˥˥ nɔ˥˧toʔ˨ai˥˧uaʔ˨
有備無患	joʊ˨˩˦ bi˥˧ bu˨˦xwan˥˥
有兮愛燒酒，有兮愛豆腐。	u˨˩˦w˧˥aɪ˥˩ ʃe˨˩˦ tɕi˥˥u˨˩˦ aɪ˥˩ ta˧˥tu˥˩
有关	u˨˩˦kwan˥˥
有关部门	iu˥˧kã˥˥mpo˥˧ buən˧˧
有力	ʔuːlat
有卟無	u˧˧ bɛ˨ˀ˩ bɤ˧˧
有名	umja
有咧念説	ɵ˨li˨˩sik˦
有啥路用	usĩ˥˧a˥˧ lo˨˦jɔː˧˧
有喙無心	utsuibɔː˧sɪm˥˧
有备无患	iu˥˧ pi˥˧bu˥˧ huan˥˥
有头无尾	u˨˩tʰaʊ˥˧bo˨˦pe˨˩
有始有終	u˨˦tʰau˧˧ u˥˧bu˥˧
有層次	u˨˦tsan˥˥ tɕi˨˩
有影	u˨˩˦jɛː˩˧
有影則通説	u˧˧ĩã˥˥ tsiaʔ˨ tʰɑŋ˨˩seʔ˨
有影無影	mojaː mojaː
有影都著啊	uaˈĩã˥˧ dʌ̹t̪eɑ˥˧
有心	u˨˩˦sin˥˥
有心無力	ʔuːshim˥˧ bo˨˦ rã˧˧
有心無肝	u˨˦sĩ˥˥ m˥˥ h˥ kuã˥˥
有意思	u˨˩˦i˥˥ki˥˥
有折	po˥˩tɕʰɛk˥
有效	u˨˦hou˥˥
有效日期	iu˥˧hau˥˥tsit˦ki˧˧
有时	u˨˩˦
有時	uʁzwn
有時節	tsue˥˧
有時陣	u˨˩˦sit˦tsuən˥˥
有机	io
有机物	juː˧ki˥˧ bu˨˩˦tɕʰj˥˥
有模有样	fumˈoː ʊˈiwˌ
有毒	utop
有為者	jo˥˥ u˥˧ ji˧˧tɕja˨˩ʰ
有爱	uˈaɪ
有理有路	ʔd̪ai̯ uðˈza
有用	lɔːiːŋ
有病就要看醫生	tuaʔ˨pe˨˩w˧˧tʰuaʔ˨kʰua˥˧y˧˧sĩŋ˥˥ la˥˧
有的无的	ue be˧˧
有的無的	ue bɤ˧˧ e˨˦
有盤	upo
有看哪會無	u kɒlaːɒibˈɒ
有福毋知惜	ŋ˨˩m˥˥tsai˥˥ si˥˧
有秤仔可以秤重嗎?	u˧˧tsim˥˥ma˥˧ e˨˦tauŋ˨˦tsʰĩŋ˥˥kau˥˧maː˧˧
有空	u˨˩˦ aɪ˥˥
有空无榫	ũ˧˥kʰaŋ˥˥ lɔ˥ sən˥˥
有空無榫	ŋ˥˥au˧˧kʰaŋ˥˥bo˨˦suən˥˥
有而加，無而少	ɯɾike mɛɾɪdʒɛ
有耳無喙	u˨˩˦ xn˥˩i˥˩ pɔ˥˥tsʰi˧˥u˥˩
有路用	ulˈoːɪŋ
有較好無	u˧˧kʰa˥˥ hɔ˨˦bo˨˦
有較若無	uh kˈaːləmˌəˌ
有通食，有通用	u˥˥tʰaŋ˥˥ jɛn˥˥
有量	u˨˩˦lioŋ˨˦
有錢免驚無朋友	au tʃi˧˧ lɪŋ k˥˥kɛ˥˥aŋ˧˧ lu˧˧pɪŋ˥˥iu˨˩˦
有錢囝	utʃik˨a˥˧
有錢有人扛，無錢爛尻川。	u˥˥ tsi˧˧ u˨˦ laŋ˨˦kʰɔ˨˦ u˥˩tsi˧˧ lua˨˦ kʰa˥˥ tɕʰin˨˩
有錢激有錢，無錢激無錢。	kɔː˧tsiː˨ mou̯˨˩tsiː˨˩ kɐp̚˥mou̯˨˩tsiː˨˩
有閒	ˈu uˈɛ̃
有閒説別人，無閒説傢己.	ʋ uːiː s qɑlɣ v uːiː s qɑː kiː
有闲	w u i
有限	jʊ˨˩˦ hãn˥˥
有陣	u˨˩tsun˥˧
有陣時	u˨˩˦ʈsian˥˥
有頭無尾	ɦoːtɑbɯ be
朋友	piau˨˩lɤ˥˩w˧˥
朋友圈	pĩŋ˨˩ ju˧˧ kʰwan˧˥
朋友弟兄	tiŋ˨˩hĩ˧˧ ti˧˧ɲa˥˧
服从	hok˨tsiŋ˨˦
服侍	hok˨saj˥˩
服务	tɑ̃tˈmuː
服务业	hɔːk˨˩ bu˧˧ jiː˧
服务区	hɔːk˨˩ buː˧˧kuː˥˧
服务员	hoːk˨ waːn˧
服务器	hok̚˦˥buːkʰiː
服务行业	hʊ̞k˨˩buː haːŋ˧˧ɕjɑp˥
服務	hɔːkŋ˧muː
服務區	hɔːq˨˩ buːɔː
服務員	hʊk˨˩bu˥˧wan˧˧
服務器	hokbo˨˦ ki˥˩
服務業	hɔːk˧buː˧p˨˩
服務行業	hɔːk˧bu˧˧ haːŋ˨˦ jɑp˨˩
服役	hɔːk˨ jat˦
服從	hok˨tsiŋ˨˦
服装	hʊ̞k˨˩tsʊŋ˥˥
服装城	tsʊŋ˨˩sĩã˨˩
服装店	hok˨sŋ˥˥tiam˨˩
服裝	a˥˧tsʊŋ˥˥
服裝城	tsʊŋ˨˩˦hsĩã˨˩
服裝店	hok˨tsʊŋ˥˧tŋ˥˥
服部半藏	hok˨pɔ˥˥ puan˥˥tsʊŋ˥˧
服飾	hok˨siaʔ˦
服饰	hoŋ˨˩˦ɕjɑŋ˥˥
朕	t̪in
朖脬	nanhut
朗月清风	loŋuat˦siam˨˦pɔ˥˥
朗誦	noŋˌsioŋˌ
朗讀	nʌŋ˨˩tʰɔk˨
朗诵	noŋ˨˩sioŋ˨˩
朗读	nˈoŋ tɔːkˈ
望夏条约	baŋ˨˦ ha˧˧ ta˨˩a˥˩u˧˧jok˨
望夏條約	baŋ˨˦ haː˧˨ tiau˧˧ jok˨
望子成龍	mũ˨˩ ŋ˨˦tsi˥˥sĩŋ˨˩lioŋ˨˩
望子成龙	mũ˨˩ ŋ˨˦tsi˥˥sĩŋ˨˩lioŋ˨˩
望族	mou˨˩tsok˨
望春風	baŋ˨˩tsʰun˥˧hɔːŋ˥˥
望春风	mŋ˨˩tsʰuŋ˥˥hʊŋ˥˥
望聞問切	boŋ˨˦bun˨˦tsʰet˦
望闻问切	mən˧˥ bu˧˧mən˧˧tɕʰe˥˩
朝	tiau˥˧
朝三暮四	tiau˥˧sã˥˥ bo˨˦si˥˧
朝代	tiaʊ˨˩taj˥˩
朝圣	tiau˨˦sĩŋ˥˥
朝廷	tĩŋ˨˩
朝歌	tiaʊ˨˩kɔ˨
朝秦暮楚	tiau˥˧tsĩ˥˧mɔ˨˦ tsʰɔ˥
朝聖	tiau˨˦sĩŋ˥˥
朝野	tiau˨˩ ja˥˧
朝阳	liau˧˧iuŋ˨˦
朝陽	tiau˧˧
朝霞	tiau˥˥ha˧˧
朝鮮	tiaʊ˨˩sin˥˥
朝鮮族	tljɛ˨˩˦  ʈ
朝鲜	tʰjɛ˨˩˦ tɕjɛ˥˥
朝鲜战争	tiau˨˩˦ɕjɛn˥˥tseŋ˧˧
朝鲜族	tiau˨˩ tsok˨
期	la
期中考	ki˥˧tioŋ˨˦ kʰo˥˥
期刊	gˈiːkɑːn
期待	ki˥˧tai˥˧
期末考	kib˨˩al˧kʰo˥˧
期貨	ki˥˧he˥˧
期货	ki˥˧ he˥˩
期間	ki˥˧kan˥˥
期间	ki˥˧kan˥˥
朦朧	mɔ̀ŋˈnɔ̃ŋˈ
朦胧	mou̯n˨˩oŋ˨˩
木	bˈɑːp
木偶戏	ok˨jɛ˧˧ hi˨˦
木偶戏泉州又称“嘉礼”	ka˥˥de˥˩
木偶戲	okʰjɤ˨˩ hi˥
木头	tsʰa˨˩ tʰau˨˩
木头人	tsʰa˨˩laŋ˨˩a˥˧
木头像	tsʰau˧˧tʰau˧˧ aŋ˨˦ aː
木屐	bakʰɑː
木星	mok˨˩ tsʰi˥˥
木柵	vˈatsˈa
木瓜	tokwik
木耳	bolˈi
木虱	nʲ
木蝨	maːsˈt
木雕	boktiau˥˧
木頭	tsʰa˨˦ tʰau˨˦
木頭人	tsaːlaŋa
未	bi˥˩
未來	vi˥˧rai˥˧
未光八早	me˧˧ kən˥˥ bu˧˧t˥˥ tsa˧˧
未八二曾未	be˨˦ pa˨˦ti˥˧ tsin˥˥ be˨˦
未八未	be pa be
未咧	bele
未时	bi˨˩˦
未時	bi˨˦si˧˧
未曾未	be˨˦tsĩŋ˨˦be˨˦e˨˦ be˨˦tsĩŋ˨˦ be˨˦e˧˦
未来	li˨˩raː˧j˧
未知	bi˥˧tsi˥˥
未知数	li˨˦tsi˥˧sotʰ
未知數	bi˥˧tsi˥˥ so˥˥
未而真知嚕	be˨˦li˨˦tsin˥˧tsai˥˥ lo˧˧
未雨綢繆	bi˥˧u˥˧ tiu˨˩bu˥˧
未雨绸缪	bi˧˧u˥˧ tiu˨˩liu˥˧
末日	ua˥˧tsĩn˨˩ kʰe˥˥tsĩn˨˩
末日审判书	pok˨ tsik˦ hĩŋ˥˥ pʰan˥˥ tsu˨˩
末期	bua˧˧tkʰi˧˧
本	nˈoːt
本事	pʰuːn˥˥si˥˧
本人	yn˨˦nɑŋ˨˩˦
本体	pʊn˥˥tʰɛː˥˥
本來	pʊŋ˨˩˦tɕĩã˥˥
本初子午線	pʊn˨˩ tsʰu˥˥ tsit˦ lɔ˥ sŋ˥˥
本地	pu˧˧n˥˥tue˥˧
本地人	pũn˨˩tu˥˥e˨˦ laŋ˨˦
本多忠勝	pʊ˥˥ tʰoʊ˥˥tioŋ˥˧ sin˨˦
本多忠胜	pũn˧˥ tʰoʊ˥˥tioŋ˥˥sĩŋ˨˩
本字	pʊn˨˩li˨˩
本州	pɔ˥˥
本座	un˥˥tsau˥˧
本性	pun˥˥sĩŋ˥˥
本成	pʊn˥˥tɕĩã˥˥
本拉登	pʰin˥˥a˥˧tiŋ˥˧
本来	un˥˥tsĩã˥˧
本田	pʊ˥˥tian˨˦
本票	un tio
本科	un˥˥kʰɔ˨˩
本能	puːn˧˥tɤŋ˨˩˦
本能寺	pʊ˥˥laŋ˨˦si˥˧
本能寺之变	pʰun˧˥ rŋ˨˩sɯ˥˧ tɕi˥˥pian˨˩
本能寺之變	pʊn˨˩tŋ˥˥tɕi˥˥pian˨˩
本草綱目	pʰun˨˩ tsʰɐ˥˥ koŋ˥˥ bɔ˧˧
本草纲目	pʰun˨˦ tsʰɐ˥ koŋ˥˥ bɔ˥˥
本質	pʰin˧˧ tsit˦
本质	puntzit˦
本身	pʰu˨˩an˥˥sin˥˥
本錢	pŋ˨˩˦ tsi˧˧
本钱	tŋ˨˩˦tsĩ˨˩˦
札幌	tsat˨˩hoŋ˥˥
术	sut̪
术士	sã˥˥
术语	sotgi
朱	tsu˥˩
朱允炆	tsu˥˧ʔun˧˧mun˨˦
朱元璋	ts˨˩an˨˦ tsiuŋ˥˧
朱厚照	tsu˥˧hjɔ˨˦tsiaʊ˥˧
朱哲琴	tsuː tdʒiːt˥
朱家尖	ts˨˩ ka˥˥tsiam˨˦
朱宸濠	tsu˥˧sin˨˦hɤ˧˥
朱德	tsu˥˧tiat˦
朱棣	tsute
朱温	tsu˥˧un˥˧
朱溫	tsu˥˧un˥˧
朱熹	tsu˥˧hĩ˥˥
朱由校	tsu˥˧ i˨˦au˨˦kau˥˧
朱由检	tsu˥˧iu˧˧kiam˥˧
朱由檢	tsʰu˥˧ ju˧˧kiam˥˧
朱祐樘	tsu˥˧hj˥˧u˨˦tʰoŋ˨˦
朱立伦	tsu˥˧di˧˧pn˩˩˦lun˧˧
朱立倫	tsu˥˧tep˨l˩n˦˥
朱翊鈞	tsu˥˧ iak˨˦ qun˥˥
朱翊钧	tsu˥˧ iak˨˩kun˥˧
朱載垕	tsu˥˧tsai˥˧hio˥˧
朱载垕	tsu˥˧tsai˥˧hio˥˧
朱鎔基	tsu˥˧jʊŋ˨˦ki˥˥
朱镕基	tsu˥˧jʊŋ˨˦ti˥˧
朱雀桥边野草花，乌衣巷口夕阳斜	tsu˨˩tsʰok˨ kiau˨˩pian˥˥ ja˧˧tsʰɔ˧˥xwa˥˥ ɔ˥˥i˥˥hŋ˥˥hĩ˥˥ʃit˦ jʊŋ˨˩˦sa˧˧
朱雀橋邊野草花，烏衣巷口夕陽斜	tsu˨˩tsʰok˥˥kiau˨˩˦piaŋ˧˧ ja˨˦ tsʰoʊ˥˥xwa˥˥ ɔ˥˥i˥˥hau˨˦ kio˥˥ sit˦ ʰmŋ˧˥
朴实	hɔ˥˥
朴素	bokso
机	kˈi
机会	i˥˧
机关	ki˥˧kuan˥˧
机制	ki˥˧tsĩ˥˧
机动车	ki˥˧tʰŋ˨˦tsʰia˥˧
机器	kik˦i˥˧
机器人	ki˥˧kʰi˥˥raŋ˨˦
机场	kipɛ
机密	ki˥˧ min˨˦
机床	ki˥˥tsʰŋ˥˥
机构	ti˥˧keŋ˥˥
机械	ki˥˧hɐi˨˩˦
机油	dju
机率	kian
机票	ki˥˧piaʔ˨
机舱	ki˥˧tsʰŋ˥˥
机车	ki˥˧tsʰia˥˧
杀	tʰaːi˧˥ sɐt˥
杀人	tʰaːj˧n˧
杀伤力	sã˥˥sioŋ˨˩ liak˨˦
杀戮	san˥˥liɔ˨˦
杀猪	tʰa˥˥ti˥˥
杀胡令	sat˦ho˧˧lɪŋ˨˩
杀菌	sat̪kun
杀虫	tʰau˨˩tʰaŋ˨˩
杀鸡	tʰa˥˥ɛ˨˦ke˥˥
杀鸭	kʰaː˧˥jaː˧˥
杂	tɕap
杂牌	tsap˦˥pʰai˨˩
杂税	tsap sɔj
杂货	ts˨˩ap˨˩ he˥˥
杂质	tap˨ tʃit˦
权	kuan˥˥
权利	tʃiŋ˨˩an˥˧li˥˩
权力	kũan˥˥liɐk˨˩
权威	okuan ui
权益	kwan˨˦iak˨˦
权限	guan˥˧han˥˧
杆	sŋ˥˥aŋ˥˥
李	diːˈʒˈ
李世民	li˨˩se˥˩vĩ˧˥
李仔鹹	ð̞ie kem
李傕	liː˧˥kæ˨˩˦kʰ˥
李儒	ni˧˧ du˧˧
李元吉	li˥˧guan˨˦ keat˦
李元昊	ni˥˧ kuan˨˦ hɔ˨˦
李元芳	ni˥˧ ku˧˧an˨˦ hũŋ˥˥
李元霸	li˥˩kwan˨˩˦ pa˥˥
李光地	li˥˧koŋ˥˥te˨˩
李光弼	di˧˧koŋ˥˥ pit˦
李光耀	ni˥˧koŋ˥˥ giau˨˦
李克农	li˥˧ kʰiaʔ˨ loŋ˨˩
李克強	li˥˧ kʰiaʔ˨ kioŋ˨˦
李克强	li˥˧ kʰiaʔ˨ kioŋ˨˦
李克用	li˥˧ kʰiaʔ˨
李克農	li˥˧ kʰi˥˥ak˥˥ lŋ˥˥
李公蕴	hiu˥˧ koŋ˥˥ un˥˩
李公蘊	li˥˧koŋ˥˥ un˥˩
李公麟	li˨˦ koŋ˥˥ lin˨˦
李冰	ni˥˧pi˨˦ŋ˥˧
李叔同	li˥˧ sok˨ tʰoŋ˨˦
李商隐	li˥˧sioŋ˨˦ un˥˥
李商隱	li˥˧sioŋ˨˦ un˥˥
李嘉誠	li˥˧ka˥˥ sin˨˦
李嘉诚	li˥˧ke˥˥a˥˧sĩŋ˨˩
李大釗	li˥˧ ta˥˧j˨˦tsiaʊ˥˥
李大钊	li˥˧tai˨˦tsiaʊ˥˧
李好义	li˥˧ɑ˥ ji˨˩˦
李好義	li˥˧ho˥˥gi˥˧
李子	bia
李存勖	li˥˧tsun˨˦ hio˥˥
李宁	li˨˦lɪŋ˨˦
李安	li˥˧an˥˧
李宗仁	ni˧˧tsʊŋ˥˥lin˨˦
李宗盛	ni˧˧tsʊŋ˥˥sĩŋ˨˩
李密	lɪ˧˥bɪt˦˥
李寧	li˥˧ling˨˦
李寻欢	li˥˧sin˨˦huan˥˥
李尋歡	hiam˨˦sin˨˦ hwan˥˥
李广	li˨˦koŋ˥˥
李廣	li˨˦koŋ˥˥
李廷机	li˥˧tiŋ˨˦ ki˥˧
李廷機	li˥˧tiŋ˨˦ki˥˥
李建成	hŋ˥˥
李思訓	li˥˧sʰi˥˥hũn˨˦
李思训	li˥˧sĩ˥˥ hũn˨˦
李悝	li˥˧kʰe˥˥
李悝变法	hŋ˥˥i˥˧kʰe˥˥ piən˥˥hiat˥˥
李悝變法	ni˥˧kʰe˥˥pian˥˥xat˥˥
李成桂	hiu˨˦ sin˨˩ kuai˥˧
李承晚	li˥˧sĩŋ˨˩mian˥˧
李振藩	hian˨˦tsin˨˦ huan˥˥
李政道	li˥˧tsĩ˥˥ tʰou˥˩
李敖	li˧˧go˨˦
李文会	ni˥˧ bu˥˧n˥˥ hue˥˧
李文會	ni˥˧ bu˨˦n˥˧ hŋ˥˧
李斯	li˥˩
李旦	li˥˧tan˨˦
李时珍	ni˥˧si˨˩˦tĩ˥˥
李昪	li˥˧pian˨˦
李显	li˥˧hian˥˥
李時珍	li˥˧si˨˩˦tĩn˥˥
李林甫	ni˨˦ lim˨˦ hu˥˥
李毓秀	li˥˧ ok˨˦ tɕʰi˥˧
李治	ni˩˥ːti˥˩
李淵	li˥˧ian˥˧
李清照	li˥˧tsĩŋ˥˥tsiaʊ˥˧
李渊	li˨˩˦jɛn˨˩˦
李煜	lĩ˥˧ ɔ˨˦
李牧	li˧˥
李登輝	ni˧˧tiŋ˥˧hŋ˥˥
李登辉	ni˧˧tiŋ˥˧hʊ˥˥
李白	li˨˩˦ piat˨˩˦
李益	li˥˧
李端	li˥˧twan˥˥
李綱	li˥˧koŋ˥˥
李纲	li˨˩˦kũŋ˥˥
李群玉	niː˧ kun˧lɪau˧
李自成	li˨˦tsi˨˩sĩŋ˨˩
李舜臣	li˥˧suən˥˧ sin˨˦
李芳远	li˥˧ hoŋ˨˦ uan˥˧
李芳遠	li˥˧ hoŋ˥˥ uan˥˥
李莫愁	li˧˧ok˨tsʰiu˨˦
李莲英	ni˥˧ian˨˦ ɪŋ˥˥
李蓮英	li˧˧lian˨˦ ĩŋ˥˥
李虎	li˨˩˦ho˥˥
李贄	li˥˧tsi˥˧
李贽	li˥˧tsi˨
李连杰	hiam˨˦ li˥˧ian˨˦ ket˦
李連傑	ni˥˧ri˧˥ieŋ˨˦ ket˦
李逵	li˥˧kui˨˦
李錦記	li˨˦ kim˥˥ ki˥˧
李锦记	di˧˧ ki˧˧
李陵	li˥˧ lĩŋ˨˦
李隆基	li˧˧lioŋ˨˦ki˥˥
李雄	li˨˦hioŋ˨˦
李靖	li˥˧tɕĩŋ˥˥
李顯	li˥˧hian˥˥
李鬼	li˥˧kui˥˧
李鴻章	ni˧˧ hoŋ˨˦tsioŋ˥˧
李鸿章	hʊŋ˨˩tsioŋ˥˥
杏仁	hĩŋ˨˩jin˨˩
杏壇	hĩŋ˨˩toã˨˩
杏林	hian˨˩
材料	tsa˥˥e˨˦liau˥˧
材質	tsit˦
材质	tsit˦
村	sũŋ˥˩
村委会	tsʰŋ˥˥ wi˧˧hue˥˧
村民	tsʰŋ˥˥ min˨˦
村長	tsŋ˨˩tiu˨˩
村长	sãn˨˩ti˥˩
杜	tɔ˥˥
杜康	to˥˥kʰoŋ˥˥
杜月笙	to˥˥guat˦sœ˥˥ sĩŋ˥˥
杜牧	tɔvɔ
杜猴	mou̯˨˩kɐu̯˧˥
杜甫	tʰou˨˩
杜絕	to˥˥tsʰat˦
杜绝	do˨˩tsuan˥˥
杜聿明	tʰo˧˧ u˨˦ bĩŋ˨˦
杜鵑	to˥˧kuan˥˧
杜鹃	do˨˦kuan˥˥
束心	sok˨sin˨˩
束縛	sˈoːpˈɔ
束缚	sok pok
条	tiau˨˦
条件	tiau˧˧kĩã˥˥
条件反射	tiau˨˦kĩã˥˥ han˥˥siaʔ˨
条形码	tiau˨˦hĩŋ˨˦ be˥˥
条约	liau˨˩joʊ˥˧
来	laː˥˩j˧
