'ਕਿਰਨਜੀਤ ਕੌਰ ਵੋਹਰਾ	kʌrəndʒiːd kɑːr bəɣuːrɑː
ਨਰਾਜ਼	nˈaɾav
ਨਰਾਜ਼ ਕਰਨਾ	nrgnkɐɾnə
ਨਰਾਤਾ	nrˈatːa
ਨਰੋਆ	nˈˈarova
ਨਲਾਇਕ	nalaik
ਨਲੇਰ	naleɾ
ਨਵਜੰਮੇ	nabɛzɛmɛ
ਨਵਾਂ ਕਰਨਾ	navan kɾˈɑ
ਨਵਾਂ ਨਕੋਰ	nʋaːn nɐqoːr
ਨਵਾਂ ਨਰੋਆ	nʊwɑːn nə roa
ਨਵਾਂ ਨਵੇਲਾ	nʋɛːnʋelaː
ਨਵਾਂ ਭੰਬਲਭੂਸਾ	na meɾɾambɔdʊsa
ਨਵਾਂਪਣ	nʋɐ̃w̃ɑːnpɑːɳe
ਨਵਾਂਸ਼ਹਿਰ	nʋɒːʃɒhɾ
ਨਵੀਂ	naviːn
ਨਵੀਂ ਦਿੱਲੀ	nmiː d̪eːnɾiː
ਨਵੀਂ ਮੁਸੀਬਤ	na mem ʃkal batɯm
ਨਵੀਆਂ	navjˈeɪˈ
ਨਵੇਂ	nabe
ਨਵੇਂ ਸ਼ਬਦ	numej ʃau̯da
ਨਵੇਂ ਸਾਲ ਦੀਆਂ ਵਧਾਈਆਂ	nəʋˈjˈ sɑːl niːn baːdɑːnjɑ
ਨਵੇਕਲਾ	n̪əʋeːkal̪aː
ਨਵੇਕਲੀ	nʋgli
ਨਵੇਕਲੀਆਂ	nʋgliːəŋ
ਨਵੇਕਲੇ	nabeːɭiː
ਨਵੰਬਰ	nɔvɛmbɚ
ਨਸਲ	nˈfˈl
ਨਸਲਵਾਦ	naːsɛloˈad
ਨਸਲਵਾਦੀ	nasˈlˈbaːtdi
ਨਸਲੀ	nafli
ਨਸ਼ਟ	nastɐ
ਨਸ਼ਰ ਕੀਤੀ	um nə ʃɛr gɛtki
ਨਸ਼ੇੜੀ	nʃɛːɾiː
ਨਸੀਬ	nθiːb
ਨਸੀਰਪੁਰ	nesiɾəpɔrɔ
ਨਸੀਹਤ	nθiːħat
ਨਹਾ	nɑː
ਨਹਾਉਣਾ	noːɑnə
ਨਹਾਓ	nao
ਨਹਿਰ	næɾ
ਨਹੀਂ	nohi
ਨਹੁੰ	nɔ
ਨਹੁੰ ਤੇ ਚੁਬਾਰਾ ਪਾਉਣਾ	na tˈeɣi bˈaɾˈaɾˈa
ਨਾ	nˈa
ਨਾਂ	nˈa
ਨਾਂ ਲੈਣਾ	naː ləɳɑ
ਨਾਂਵ	nɑːm
ਨਾਂਹ ਨੌ ਮਣ ਤੇਲ ਹੋਵੇ ਨਾਂਹ ਰਾਧਾ ਨੱਚੇ	naː nɔːməɳ tɛl ɦobe nɑːraː da ˈnɛtʃe
ਨਾਅਰੇਬਾਜ਼ੀ	nɑːrbɑːziː
ਨਾਇਕ	naːiːk
ਨਾਈ	ˈaɪ
ਨਾਈਜਰ	nɪdʒɛɾ
ਨਾਈਜੀਰੀਆ	najʒiːɾiːa
ਨਾਈਟਰੋਜਨ	nɪtɾoʊtʃɛn
ਨਾਉਂ	nao
ਨਾਉਰੂ	nau̯ru
ਨਾਕਾ	naka
ਨਾਕਾਬਲੇ ਕਬੂਲ	nəːqɑːbʱle kɑbuːl
ਨਾਕਾਮੀ	nami
ਨਾਕਾਫ਼ੀ	naːkaːfiː
ਨਾਖੁਸ਼	nˈɑtəʃ
ਨਾਗਣ	naːgəɳ
ਨਾਗਣੀ	naːgˈlˈɪn
ਨਾਗਫਣੀ	nagpreni
ਨਾਗਰਿਕ	nagræk
ਨਾਚ	nˈɑtʃ
ਨਾਜ਼ਕ	naːzak
ਨਾਟ ਸ਼ਾਲਾ	nɑːt ʃaːlə
ਨਾਟਕ	nafq
ਨਾਟਕ ਦੀ ਭਾਸ਼ਾ	naːʈg diːpaːʃaː
ਨਾਟਸ਼ਾਲਾ	naːʈʃɑːlə
ਨਾਤਜਰਬੇਕਾਰ	nɑːtdʒɾbeːkɑːr
ਨਾਤਜਰਬੇਕਾਰੀ	nətoːgəɾbeːkəɾiː
ਨਾਥ	nɒt
ਨਾਦ	nˈað
ਨਾਦਾਨ	nɑːdaːn
ਨਾਨ	nˈaɪn
ਨਾਨਕ	nˈaɪnə
ਨਾਨਕਸ਼ਕ	naːnəkʃək
ਨਾਨਕੇ	nɑːnkeː
ਨਾਨਾ	nana
ਨਾਨੀ	nani
ਨਾਭਾ	napa
ਨਾਮ	naam
ਨਾਮਨਜ਼ੂਰ	nɑmɐnzuːr
ਨਾਮਰਦੀ	nɛˈmɛrdi
ਨਾਮਵਰ	naːmˈvor
ਨਾਮਾਤਰ	naːmaːt̪t̪əɾ
ਨਾਮਿਹਰਬਾਨ	nəmiːɾbaːn
ਨਾਮੁਆਫ਼ਿਕ	namoafik
ਨਾਰ	naːr
ਨਾਰਵੇ	narve
ਨਾਰਵੇਈ	nɑːrʋɛj
ਨਾਰੀ	naːɾiː
ਨਾਰੀਅਲ	nˈaːɾiən
ਨਾਲ	nˈɔɹ
ਨਾਲ ਮਿਲਾ ਕੇ	naːl məˈlaːki
ਨਾਲ ਲਗਵਾਂ	nəɾlɐgʋɑː
ਨਾਲ਼	nɑːl
ਨਾਲ਼ਾ	naɾə
ਨਾਲੋਂ	naɾoɴ
ਨਾਲ਼ ਲਗਵਾਂ	nəɾ ləgmaː
ਨਾਲ਼ੇ	naːlˈe
ਨਾਲ਼ੋਂ	naɾɔ
ਨਾਵਲ	naːʋɛl
ਨਾਵਲਕਾਰ	nːəʋɐlkɑːr
ਨਾਵਲਕਾਰੀ	nəˈwlkaːr̪iː
ਨਾਵਲਿਸਟ	naveles
ਨਾਵਾਕਫ	nɑːʋɑːqɑːf
ਨਾਸ	nˈɑs
ਨਾਸਕ	nafˈk
ਨਾਸਤਕ	naːstat
ਨਾਸਤਿਕ	nastɛk
ਨਾਸਤਿਕਤਾ	naːstɛkta
ਨਾਸਿਕ	nafɪk
ਨਾਸਿਕਤਾ	asˌɪktˈa
ਨਾਸੂਰ	nˈɑsʊr
ਨਾਹਨ	nˈaɪn
ਨਾੜ	naːɽ
ਨਿਆਂ	lĩã˨˩
ਨਿਆਂਕਰਤਾ	nʝakaɾt̪a
ਨਿਆਂਕਾਰ	ɲaːkɑːr
ਨਿਆਂਕਾਰੀ	ɲːɑːkɑːriː
ਨਿਆਂਪੂਰਨ	niapʊˈnˈɑn
ਨਿਆਇਕ ਜਾਂਚ	njɑːik gɑːnʧ
ਨਿਆਣਾ	nʲaːɳa
ਨਿਆਣੀ	lĩ˥˧
ਨਿਆਮਤ	niamat
ਨਿਆਰਾ	ɳjɑːɾaː
ਨਿਆਰਾਪਣ	ɳjɑːɾaːpəg
ਨਿਆਸਰਾ	niːɑːθra
ਨਿਉਂਦਾ	nõŋda
ਨਿਊਜ਼ੀਲੈਂਡ	nˈuzilˈænd
ਨਿਓਨ	ne˧oːn
ਨਿਓਬੀਅਮ	ni˨˩o˨˩˦biam˧˧
ਨਿਓਲ਼ਾ	nio˨˩ra˥˧
ਨਿਕਲ	nkəl
ਨਿਕਾਰਾਗੁਆ	nkɑːɾɑːgʊɑːʔ
ਨਿਕਾਸ ਹੋਣਾ	niːkɑs ɦoːɳe
ਨਿਕੰਮੀ	niːkəmˌpiː
ਨਿਖਾਰਨਾ	niːkʰɑːrna
ਨਿਗਰਾਨੀ	ngrɑːnˈniː
ਨਿਗਾਹ	nigã
ਨਿਗ੍ਹਾ	nɛga
ਨਿਚੋੜ	nitʃo˩˥ː
ਨਿਜਾਮੀਨਾ	nɛjamina
ਨਿਜੀ ਅਨੁਭਵ	nˈe dˈi ˈaɪ ˌaɪoŋwpˈovʊ
ਨਿਝਕ	netʃak
ਨਿਦੋਸਾ	nedoˈsa
ਨਿਪੁੰਨ ਵਿਅਕਤੀ	niponnə ʋiaːk
ਨਿਪੁੱਤਾ	niputa
ਨਿਭਣਾ	nɪbɳaː
ਨਿਭਾਈ	ne˥˩baː˧i˥˩
ਨਿਭਾਉਂਦੇ	evˈɔ̃de
ਨਿਮਾਣਾ	nɛmaːɳaː
ਨਿਯਤ	miːjəd
ਨਿਯੁਕਤ	nejɔwstɑ
ਨਿਯੰਤ੍ਰਕ	nɛjmɛtadʒəʈɾɯk
ਨਿਯੰਤ੍ਰਣ	neɛɴtɾan
ਨਿਰਉਦੇਸ਼	neɾeuːdeːʃ
ਨਿਰਦਈ	nɾdɐ
ਨਿਰਦੇਸ਼	nirdeʃ
ਨਿਰਦੋਸ਼	neːrdoːʃ
ਨਿਰਭਰ ਕਰਦਾ ਹੈ	ɳɪ pɾ kɑːrda ɦɛː
ਨਿਰਮਲ	n̪ɾmɐl
ਨਿਰਮਾਣ	nrmaːɳ
ਨਿਰਵਿਵੇਕ	nɛrvɪʋɛːk
ਨਿਰਵੈਰ	nɛrmɛr
ਨਿਰਹੰਕਾਰ	nɪrˈɦəmkɑːr
ਨਿਰਾ	neːra
ਨਿਰਾ ਪੁਰਾ	nɪˈɾɑːp ɔːɾɑː
ਨਿਰਾ-ਪੁਰਾ	nɪɾaːpuɾʃ
ਨਿਰਾਦਰ	nɪːɾäːd̪ɐɾ
ਨਿਰਾਧਾਰ	ɳɪɾaːtaːr
ਨਿਰਾਰਥਕ	ɳɛʱɐːrʋθak
ਨਿਰਾਲਾ	nɾɑːlˈlɑ
ਨਿਰਾਲੀ	nˈɛraːlˌli
ਨਿਰਾਸ ਕਰਨਾ	ɳiːɾɑːs kɐɾnə
ਨਿਰਾਸਤਾ	nɾaːsta
ਨਿਰਾਸ਼ਤਾ	nɪrˈaːʃtɑ
ਨਿਰੀ	niri
ਨਿਰੀਆਂ	meː
ਨਿਰੀਖਣ	neːɾiːk̪ʰəɳ
ਨਿਰੀਖਣ ਕਰਨਾ	meːriː kʰəɳ kəɾˈnə
ਨਿਰੀਸ਼ਵਰਵਾਦ	ɳɛɾiːʃʋəɾʋɑːd
ਨਿਰੀਸ਼ਵਰਵਾਦੀ	nɾiːʃʃwaːɾʋɑːdiː
ਨਿਰੇ	ɾɛ
ਨਿਰੋਧ	nɛrɔd
ਨਿਰੰਕਾਰੀ	n̪ɾʊ̃kɑːriː
ਨਿਵੇਸ਼	nˈoːtv
ਨਿਸ਼ਚੇਵਾਚਕ	vʲesttʃʲiɫoːatːʂʲok
ਨਿਸਚਤ	nɛstʃɛta
ਨਿਸ਼ਚਤ	niʃtʃɪtʰ
ਨਿਸ਼ਚਿਤ	nɛʃtʃat
ਨਿਸ਼ਚੇਪੂਰਵਕ	nɪʃtʃɛːpuːrvak
ਨਿਸ਼ਾਨੇਬਾਜ਼ੀ	nʃaːnneːbaːdʒiː
ਨਿੰਦਣਯੋਗ	mendɒnʒɒlgɒ
ਨਿੰਦਿਆ	mɪ̞n˧tɪ̞ɐ̹
ਨਿੰਬੂ	nemˈbˈu
ਨਿੰਮ	nˈɛm
ਨਿੰਮ੍ਹਾ	nˈɛmmɑ
ਨਿੰਮ੍ਹੀਆਂ	nˈemˈia
ਨਿੰਮ੍ਹੇ	nˈimˈɛ
ਨਿੱਕਾ	nikːa
ਨਿੱਕੀ	nˈiki
ਨਿੱਕੇ ਨਿੱਕੇ	ni̠kːeː ni̠kːeː
ਨਿੱਕੇ-ਨਿੱਕੇ	nikːeːnikːeː
ਨਿੱਘ ਪਿਆਰ	nɛgpɛar
ਨਿੱਘ ਪਿਆਰ,ਅਹਿਸਾਸ ਦਾ ਵੇਲਾ	nɛgː pjaːr ɛːsɑːs dɑː beːlɑː
ਨਿੱਘੀਆਂ	igˈiɑ̃
ਨਿੱਜੀ	nˈidʒi
ਨਿੱਤ	nˈɛt
ਨਿੱਤਰਨਾ	mʲitːærnæ
ਨਿੱਬੜ	nebɔɺɑ
ਨੀ	ni
ਨੀਂਦ	niːndʒː
ਨੀਂਹ ਰੱਖਣਾ	niː ɾəkːʰɳa
ਨੀਅਤ	niət̪
ਨੀਚਾ	nitʃa
ਨੀਤ	nˈid
ਨੀਤੀ	nˈɪti
ਨੀਤੀਵਾਨ	nit̪ˈtˈjˈvɑːn
ਨੀਦਰਲੈਂਡ	nˈiðɚlˌænd
ਨੀਮ ਹਕੀਮ	niːm ħqiːm
ਨੀਰ	nˈid
ਨੀਰੂ	nˈɪru
ਨੀਲਾ	fˈɛʁ
ਨੀਵਾਂ	niˈvˈɛ̃
ਨੁਕਤਾ	noktˈa
ਨੁਕਤਾ-ਨਜ਼ਰ	noktaːnaˈzər
ਨੁਕਤਾਚੀਨੀ	nokta˧˧tʃin˨˩ni˧˧
ਨੁਕਸ	noɣ̞s
ਨੁਕਸ ਕੱਢਣਾ	noːk sə kəɖɳa
ਨੁਕਸ ਪੈਣਾ	natsʰupːaɳg
ਨੁਕਸਦਾਰ	luːksjˈudˌɑːr
ਨੁਕਸਾਨ	nuk˦saːn
ਨੁਕਸਾਨ ਪੂਰਤੀ	nʊk saːn puːɾt̪iː
ਨੁਕਸਾਨਦਿਹ	nkʰsaːnbeː
ਨੁਕੀਲਾ	nukˈjˈla
ਨੁਕੂ ਅਲੋਫ਼ਾ	luaˈlɔfa
ਨੁਮਾਇਆਂ	nomaːjaː
ਨੁਮਾਇੰਦਗੀ	nomɑːɛndgiː
ਨੁਸਖ਼ਾ	nˈoːskaː
ਨੂਰ	nˈuːɾ
ਨੂਰਮਹਿਲ	nˈuːrməl
ਨੂਰਾਨੀ	nurɑnˈniː
ਨੂਰੀ	nˈuːriː
ਨੂੰ	nɔ̃
ਨੂੰ ਵਰਤ ਕੇ	nuɾ laːrtoˈke
ਨੂੰਹ	nu
ਨੇ	ne
ਨੇਕ	nəkʰ
ਨੇਕ ਚਲਣ	neːk tʃʰəːlnʲ
ਨੇਕ ਚਲਣੀ	nəeːk tʃlɾiːn
ਨੇਕ ਦਿਲੀ	neːk d̪ɪliː
ਨੇਕ ਨਾਮ	neːk naːm
ਨੇਕ ਨਾਮੀ	nˈɛk nˈaːmɪ
ਨੇਕ ਨੀਅਤ	neːk niːət
ਨੇਕ ਨੀਤੀ	neːkniːti
ਨੇਕ ਬਖ਼ਤ	neːg baːgt
ਨੇਕ ਬਣਾਉਣਾ	neːk bəˈɾaː uːnə
ਨੇਕ ਮਨੁੱਖ	nek manok
ਨੇਕੀ	neki
ਨੇਕੀ ਬਦੀ	neːt̪kiː ɓɐˈdiː
ਨੇਜ਼ਾ ਮਾਰਨ ਦੀ ਕ੍ਰਿਆ	nɛj dʒaː mɑrʊˈnt di kɾeː
ਨੇਜ਼ਾਬਰਦਾਰ	nzɑːbɾdɑːr
ਨੇਤਰ	nit̪t̪eɾ
ਨੇਤਰ ਜਲ	nət̪ɾ dʒɑːl
ਨੇਤਰ ਵਿਗਿਆਨ	nət̪ər ʋɪgjaːn
ਨੇਤਰ ਵਿਗਿਆਨੀ	nət̪rbʱgiːɑːnəiː
ਨੇਤਰਹੀਣ	nɛːt̪ɾɦiːɳ
ਨੇਤਾ	neta
ਨੇਤਾਗਿਰੀ	neːˈtaːgri
ਨੇਪਰੇ	nepre
ਨੇਪਰੇ ਚੜ੍ਹਨਾ	npɾeːtʃɾn
ਨੇਪਰੇ ਚੜ੍ਹਾਉਣਾ	neːpəɾe tʃɖɑːɭeːɭe
ਨੇਪਾਲ	npɑːl
ਨੇਪਾਲੀ	nˌeˌpˈaʎi
ਨੇਮ	neːm
ਨੇਮ ਨਾਲ਼	neːm naːl
ਨੇਮ ਪਾਉਣਾ	neːm pɑuɳa
ਨੇਮਬਧ	nˈeːmbˈɐdˈðˈ
ਨੇਸਤੀ	ne˩˥ːsti˩˥ː
ਨੇਸਤੋ ਨਬੂਦ	nɛ sto nɔ bɔdɔ
ਨੇਸਤੋਨਾਬੂਦ	nɛstonabud
ਨੇਸਤੋਨਾਬੂਦ ਕਰਨਾ	nɛːstoːnəː puːd̪ kɐɳə
ਨੇਹਣ	neːɳɖ
ਨੇਹੀਂ	nˈeː
ਨੇੜ	neːɖ
ਨੇੜਲਾ	neːɾlə
ਨੇੜਾ	neːɖa
ਨੇੜੇ	neːɽe
ਨੇੜੇ ਢੁਕਣਾ	neɽe tʊˈkɳa
ਨੇੜੇ ਤੇੜੇ	nɛː�ɖɛ tɛːɽɛ
ਨੇੜੇ ਹੋਣਾ	neːɽeː ɦoːɳaː
ਨੈਂ	ne
ਨੈਣ	nɛːn
ਨੈਣ ਪ੍ਰਾਣ	naːɳɖ paːraːɳ
ਨੈਣ-ਨਕਸ਼	meɾnˈɑkeʃ
ਨੈਣਾਂ	nɛːnɛː
ਨੈਤਿਕ ਸੁਧਾਰ	nɛ tɛk sudaːr
ਨੈਤਿਕਤਾ	natɪ̞kta
ਨੈਰੋਬੀ	nˈɛrɔbi
ਨੈਸ਼ਨਲ ਗ੍ਰੀਨ ਟ੍ਰਿਬਿਊਨਲ	nˈæʃnəl gɹiːn tɹɛbjˈunəl
ਨੈਸ਼ਨਲ	naːtəˈnəl
ਨੋਕ	noːk
ਨੋਕੀਆ	nˈokːia
ਨੋਟਬੁਕ	nəʊːt̪abˈukː
ਨੋਟਿਸ	nˈopˈɛs
ਨੌਂ	nɔː
ਨੌਂ ਦੋ ਗਿਆਰਾਂ ਹੋਣਾ	nˈoːn d oːgəɾonˈ hˈɔnˈa
ਨੌਕਰ	nkːɾ
ਨੌਕਰਸ਼ਾਹ	noːkɾʃaː
ਨੌਕਰਸ਼ਾਹੀ	nəʊkərʃɑːɦiː
ਨੌਕਰਾਂ	nˈokːɾˈɑ̃
ਨੌਜਵਾਨ ਪੀੜ੍ਹੀ	nʊjʊ̃ɑːn pɪɾi
ਨੌਸ਼ਹਿਰਾ	mezseɾa
ਨਜ਼ਰ	nɛvɛr
ਨਜ਼ਰ ਲਾਉਣੀ	na vˈɛʁl la oni
ਨਜ਼ਰ ਲੱਗਣੀ	nəˈzər la gəɳi
ਨਜ਼ਰਕ	nað̞ɾak
ਨਜ਼ਰੀਨ	navrɪn
ਨੜਿੱਨਵੇਂ	nɾiːnɳomeː
ਨੰਗ ਪੁੱਤ ਚੋਰਾਂ ਚ ਖੇਡੇ	neŋ poːto tɕwɾaːdʒgɦeɖi
ਨੰਗਲ	n̪əŋgəl
ਨੰਦ	nand
ਨੰਨਾ	nˈeɪnˈ
ਨੰਬਰ	nmbar
ਨੰਬਰ ਇੱਕ	nʊ̃mbɔr ɛkə
ਨੱਕ	nakː
ਨੱਕਲ਼	nakːɭ
ਨੱਚ	nɒtˈtʃɒ
ਨੱਚਣਾ-ਟੱਪਣਾ	ntʃnaːʈpɳa
ਨੱਚਦਾ	naːtʃɛda
ਨੱਚਦੇ	n̪tʃd̪eː
ਨੱਠ	nˈɑt
ਨੱਠਣਾ	nakʈʰɑ
ਨੱਥ	nˈatːtˈhˈrə
ਨੱਥੂ ਖੈਰਾ	nə tʰoː kʰəɾa
ਨੱਪ ਕੇ	na pə kej
ਨੱਪਣਾ	ɳaːpːnaː
ਨੱਬੇ	nˈabˈe
ਪਈ	paːiː
ਪਉੜੀ	pauɽiː
ਪਕਾਉਂਦੇ	pakahunde
ਪਕੌੜਾ	pkɾa
ਪਕੜ	fəkɐɽ
ਪਕੜਨਾ	pəkɽnə
ਪਖੰਡ	pəkʰaːnɖ
ਪਗਡੰਡੀ	pəgːɖiː
ਪਘਰਿਆ ਹੋਇਆ	pəgːreːɑː ɦoːjɑː
ਪਚ	patʃːe
ਪਚਣਾ	pɑtɕe
ਪਚਵੰਜਾ	faɣ̞aβ̞ẽn̪xaɾ
ਪਚਾਨਵੇਂ	pʰʊtʃaːnɑːʋeʔ
ਪਚਾਸੀ	patʃaːse
ਪਛਤਾਵਾ	bxt̪ʋaː
ਪਛਤਾਵਾ ਕਰਨਾ	pʃtɑːʋkɐɾnə
ਪਛਾਣ	pətʃʰaːɳ
ਪਛੇਤੀਆਂ	paˈtɕeːtĩːɲa
ਪਛੜਨਾ	pətʃɾnɑː
ਪਜਾਮਾ	bːʒamːə
ਪਟਕਾ	pʌt̪kɑː
ਪਟਕਾ ਦੇਣਾ	ma ʈkai d̪iɳa
ਪਟਤਰ	paʈːəɾ
ਪਟਨਾ	patuna
ਪਟਨਾ ਸਾਹਿਬ	pʌʈnɑː sɑːɦɪb
ਪਟਾਕਿਆਂ	pəɖɑːqɑːjɑː
ਪਟਾਕੇ	pəʈəkkeː
ਪਟਾਰੀ	pəˈt̪əɾiː
ਪਟਿਆਲਾ ਸ਼ਾਹੀ	pəɖɑːlɑː ʃaːɦiː
ਪਠਾਨ	pʌt̪ʰɑːn
ਪਠਾਨਕੋਟ	pʊt̪ʰaːnkoʊt̪
ਪਠਾਰ	pʈʰaːɾ
ਪਣਜੋੜ	panʒoːɾ
ਪਤ	tɯ̞
ਪਤਝੜ	pˈatːɳzːɾɐ
ਪਤਨ	pat̪anʝ
ਪਤਨੀ	patniː
ਪਤਲਾ	ɑtɛla
ਪਤਲੂਨ	tɔtɔlun˩˦
ਪਤਵੰਤਾ	atːamɛntːa
ਪਤਾ	patˈa
ਪਤਾ ਕਰਨਾ	patak karna
ਪਤਾ ਕੱਢਣਾ	pɐt̪aː kɐd̪ɳaː
ਪਤਾ ਹੋਣਾ	fətˤaː ɦoːɺə
ਪਤਾਸਾ	batassa
ਪਤਿਹੁਰਾ	fat̪exoɾa
ਪਤੀ	t̪e
ਪਤੀ-ਪਤਨੀ	pat̪iːpat̪niː
ਪਤੀਲਾ	ɔːk
ਪਤੀਸ	pot̪if
ਪਤੀਸਾ	patˈiːza
ਪਥ	pat
ਪਥਰੀਲਾ	pt̪riːlaː
ਪਦ	pad
ਪਦ ਛੇਦ	paːdæ tʃeje
ਪਦਮ	adam
ਪਦਮਨੀ	pdaməni
ਪਦਯਾਤਰਾ	pɑːdijɑtːɯɾa
ਪਦਵੀ	vˈadviː
ਪਦਾਰਥ	pɐdɐːrʊt̪
ਪਦਾਰਥਵਾਦ	pɐd̪ɑːrʈʰʋɑːd̪
ਪਨਾਮਾ	pəˈnɑːmə
ਪਨੀਰ	peːnˈeːɾiː
ਪਨੈਚ	lanˈɛt
ਪਪੇਰ ਦੀ ਲੱਕੜ	pə peːr də laːqaɳa
ਪਰ	pɾpə
ਪਰ ਪਰਾਰ	pˌɐɾpˌɐɾaːɾ
ਪਰ ਹਾਲੇ ਵੀ	pɑːr ɑːleː bi
ਪਰਉਪਕਾਰ	pəpˈəkaːr
ਪਰਉਪਕਾਰੀ	pəroːpːɐkɑːɾiː
ਪਰਕਾਰ	pəɾˈkɑːr
ਪਰਕਾਸ਼	pɾəkɑʃ
ਪਰਕਾਸ਼ਨ	pɾkɑʃəm
ਪਰਖ	pˈɑɾk
ਪਰਖਣਾ	pəɾkʰɐɳa
ਪਰਗਟ	pəgʈ
ਪਰਚਾ	partʃa
ਪਰਤਾਉਣਾ	pəɾtɑːʋɳa
ਪਰਤਾਵਾ ਲੈਣਾ	prt̪aːbaː leːɳe
ਪਰਦਾ	paɾda
ਪਰਦੇ	paɾdɛ
ਪਰਦੇਸਣ	əɺdˈeːsɐɳ
ਪਰਦੇਸੀ	pərdsiː
ਪਰਨਾ	paːrna
ਪਰਬਤ	paribata
ਪਰਬੀਨ	parbiːn
ਪਰਬੀਨਤਾ	ərbiːntaː
ਪਰਮ	paɾamɯ
ਪਰਮਾਣਿਕ	pəɾmɑːɳikː
ਪਰਮਾਤਮਾ	pəɑmɑːʔt̪mə
ਪਰਮੇਸਰ	ɑrmesɛr
ਪਰਯੋਗ	pˌɐɾɪˈɔgʊ
ਪਰਲਾ	paˈrˈe
ਪਰਲੇ ਪਾਸੇ	paɾle pɐse
ਪਰਵਾਨ	pɾʊɑːn
ਪਰਵਾਨ ਚੜ੍ਹਨਾ	ɸɾʋɑːn tʃɽəɳɑ
ਪਰਵਾਨਗੀ	pɾʊɑːngi
ਪਰਵਾਨਾ	pəɾʋɑːnə
ਪਰਵਾਨਿਤ	pɾʊaːnit
ਪਰਵਾਰ	pɾʋɑːɾ
ਪਰਵਾਹ	pɐrʋaː
ਪਰਸ	pˈars
ਪਰਸਪਰ	pˌɐɾɐspˈar
ਪਰਸ਼ਨਾਵਲੀ	ʋəɾˈʃnəɑːʋɑliː
ਪਰਸੋਂ	pɐɾˈson
ਪਰਸੰਗ	pəɾsəŋ
ਪਰਸੰਨ	fãn
ਪਰਹੇਜ਼	pɾɑːs
ਪਰਹੇਜ਼ ਕਰਨਾ	pəɾeːeːs kɐɾt̪eː
ਪਰਹੇਜ਼ਗਾਰ	pəɾɦeːzgɑːr
ਪਰਾਇਆ	poɾɑːjɑː
ਪਰਾਇਆ ਹੱਕ	bɾiɾaːjɑː ħɑq
ਪਰਾਇਦੀਪ	pəɾɑːjɛd̪iːp
ਪਰਾਈ	pˌɐɾˈaɪ
ਪਰਾਗ	fɾˈag
ਪਰਾਚੀਨ	paraːtʃiːn
ਪਰਾਪਤ	pəˈraːpət
ਪਰਾਪਤੀ	pɾäːpɐtiː
ਪਰਾਪੂਰਬਲਾ	pəˈɾɑːpuːreːbeːəlɑ
ਪਰਾਪੂਰਬਲੀ	pəˈraːpuːrbliː
ਪਰਾਪੂਰਬਲੀਆਂ	pəɾaːpuːrabliːɑ
ਪਰਾਪੂਰਬਲੇ	pəˈrɑːpuːrble
ਪਰਾਲ਼ੀ	praːliː
ਪਰਾਹੁਣਚਾਰੀ	pɾɑːɳtʃäːriː
ਪਰਿਣਾਮ	pəɾiːɳəɾ
ਪਰਿਥਵੀ	paritˈviː
ਪਰਿਭਾਸ਼ਤ	fəriːbaːʃɐt̪
ਪਰਿਵਾਰ	pɾivaːr
ਪਰਿਸਥਿਤੀ	paɾiːsd̪ʱeːt̪iː
ਪਰੀਖਣ ਕਰਨਾ	pəɾiːkʰɐɳ kɑːrnäː
ਪਰੀਖਿਆ	paɾiːk
ਪਰੀਖਿਆ ਲੈਣੀ	ɓəɾɪqːjɑː lɛɪˈɺiː
ਪਰੀਟ੍ਰੋਪੀਅਸ	pariːtropiəz
ਪਰੇ	ʊpɐɾe
ਪਰੇਰਨਾ	pɾeːɳeː
ਪਰੇਸ਼ਾਨ	pəɾeːʃɑːn
ਪਰੇਸ਼ਾਨ ਕਰਨਾ	pəɾiːʃäːn kɾnə
ਪਰੇਸ਼ਾਨ ਹੋਣਾ	pəɾeːʃɑːn ɦoːɳaː
ਪਰੇਸ਼ਾਨੀ	fəɾeːʃɑːnniː
ਪਰੋਫ਼ੈਸਰ	pɹˈoʊfˌɛsɚ
ਪਰੌਂਠਾ	parɔntʰɐ
ਪਰ੍ਹਾਂ	pˌaɾˈa
ਪਰੰਤੂ	ãelst̪u
ਪਰੰਪਰਾ	farɑːmʃɑːɾaː
ਪਰੰਪਰਾਈ	pəɾəmpəɾai̯
ਪਰੰਪਰਾਗਤ	pəˈrɑmpəɾˈjgət̪
ਪਰੰਪਰਾਵਾਦ	pˌɐɾɐmpˌɐɾɐvaɐdˈo
ਪਲਕਾਂ	pəlkən
ਪਲਟਾ	pəɭʈːaː
ਪਲਾਂ	balaːm
ਪਲਾਂਘ	pəlaːŋ
ਪਲਾਊ	falaːvˈu
ਪਲੀਤ	fɑːliːt̪
ਪਲੇਠਾ	plɛːʈːʰaː
ਪਲੇਥਣ	baːləjt̪ʰəɳ
ਪਲੈਟੀਨਮ	fʊˈlɑːɕinəm
ਪਵਨ	pəvən
ਪਵਿੱਤਰ	abɛtːar
ਪਸ਼ੂ-ਪਾਲਣ	bʃuːpaːlaːnə
ਪਸ਼ੂ-ਸੰਸਾਧਨ	paːʃuːsənːsɑːt̪ən
ਪਸਰਨਾ	bæsagmɑ
ਪਸਲੀ	paːsˈli
ਪਸ਼ਤੋ	paʃto
ਪਸ਼ੂ	pəʃuː
