'di	bi
minatamis na bayabas	mi natamis na beiaβas
mindanao	mint̪d̪enaum
mindoro	mindoro
mindoro occidental	mɪˌndoʁʰoː ɔkksidɛntan
mindoro oriental	mindoro oriental
ministeryo	mnistoio
minsan	mɪn˧˥sən˧
minuto	minuto
misa	misa
misamis occidental	misamis oktsidentai
misamis oriental	misamis oriental
miss kita	miskita
miss na kita	mis na ki ta
mistulang	mistoɔpo
miting	mjˈtɪŋ
miyerkoles	mjˌaɾkolˈeʃ
miyerkules	ni̠jækjɪlæs
miyerkules ng abo	mjmjmjmigulis na abo
mo	mˈɔ̃
mo'y	mˌɔj
monarka	monarka
mong	mɔŋ
motor	mator
motorcar	mˈoːtˈvˈrkaˈɾˈ
motorsiklo	matoɾsiklo
mountain province	maʊnˈteɪn pɾˈɑbɪnʃ
mt. apo	maŋ apɔ
mt. mayon	maːnt maːn
mt. pinatubo	man pʃatupo
mukha	mqaaʔ
mukha kang ....	mukʰʰaː˧kʰŋ˧
mukhang	mukaː
muli	mˌɛˈlˈˈ
muling buhay	muːlɪŋ buː ɦɛː
muling pagkabuhay	o̞lʲĩŋ pa gabuʁaj
muling pagsilang	mulɪŋ pag silaŋ
multo	multo
mulâ sa	mˈʌlˈɑsˈɑ
mumunting	momunti˧ŋ˧
mumurahin	muːrɑhɪn
muna	munə
mundo	munˈdo
munggo	mungu
mungkahi	munkaːhi
muni-muni	vnmɔniɔni
munti	multi
muntik	mult̪ik
muntinlupa	muntilupˈa
mura	ura
murang	mʊɾˈɑŋ
museo	musˈeɪjoʊ˧
musika	musika
musikero	muskero
musmos	mʊ̃ʃmʊ̃ʃ
musta	mʊstɑː
mustasa	mʊstɑsɑ
muthi	mʊt̪hʰiːt̪
muwebles	mueblɛs
mágtiis	malt̪ies
méhiko	mʃkɔ
n. v. m. gonzalez	el bˈi el goθˈles
na miss mo ba ako	nɐmiːslobaːkɔ
na'y	naj
naaalala	naaːlaːla
naaapakan	naʔpaːqan
naalala	naʔalaːla
naantala	naːntaːlˈlɑ
naantala ang pagtulog ko dahil sa ingay.	naaːntaːla ɑŋ pɑgtuːlɔkwɔ daːhil sɛ iːnɑj
nababanaagan	nababanaagaːn
nababasag	nababasaːg
nabalatan	nabalatano
nabas	nabas
nabibilanggo	nɐbiːbjlɑngɔ
nabighani	nabigɑni
nabubunot	nɛboɣuunut
nadalâ	nada
naduduro	nadɛduɾɔ
nag-aalala	nagʔalaːla
nag-aaral	nəgɑˈɑrɑl
nag-abala	nɑgʔabla
nag-aral	nɣɑrɑl
nag-ihaw si juana ng tuyo	nɑɣihaʋ si hwɑnɑ nɑŋtojoʔ
nag-umpisa	nˈʒdˈiʁpˈeˈɛsˈ
nag-uulik-ulik	nɐgːoːgəliˈkʊl
nag-uumpisang	nakuʔomisŋ
nag-áaral akóng magsalità tagalog	nɑgɑʔaɾil akon mɑgseletan nɑŋ tagaɾaɪl
naga	nˈagˈa
nagagalak	nɛgɑgɑlɑq
nagagalit	nɛgɑgaːliːtˤ
nagalit	naɠɑli
nagbabasa	nɛgbɑbɑsanɛgbɑbɑsa
nagbabayad	nakbaˈbɑjˈaj
nagbangon	nagbanon
nagbayad	mækajad
nagbibigay	ʔaːgliːgaj
nagbigay	nakbigaj
nagdadala, nagdala, magdadala	nɣdɑːdɑlɑ nɑgdɑlɑ mɑgdɑːdɑla
nagdaán	nˈagdaˈan
nagduruyan	nagdurujãn̪ʲ
naghahanap	nɑgˈhɑhænæm
naghanda	nəgʱɑndaː
naghihikahos	nɐghiːhikaɦoːs
naghihintay	naːi̯˨tsʰiː˧˥hĩn˨˩tʰɐiː˨
naging	nˈogˈi
nagkabulutong ako	nˈakaboloˌtɔŋ ˈako
nagkakabulutong	nakakabʊlɯtɔŋ
nagkakahalaga	nɯ̞kɑqɑhɑɫɯ̞gɑ
nagkakaisang kaharian	naga kaʔ isaːŋ gahaˈriːan
nagkakalamat	nɯ̞kːɑqɑɫɑmɯ̞t
nagkamali	nakamele
nagkandado	natʃkandado
nagkapera	nˈɛglapˈɛna
nagkaroon	nagaraɔn
nagkukusot	nakokosɑp
naglalakad	naglalaqɑdˈɾ
naglalakbay	naglalakbaj
naglalaro	nəglalero
naglalayong	naglalajon
naglalayong manakop	nɑglaˈlajʊŋ manakop
nagliwanag	nagliwanag
nagluluto	nagluluto
nagmamarunong	nɛgmamamɔrwnɔw̃
nagmimiron	nˈɛɣmimˈiron
nagmiryenda	nakmiɾjɛnda
nagmula	nazmula
nagmumula	nɑjmulˈla
nagniningning	nɛ˥˩ːgtnijnɛkni
nagpagamot	nɐgbɐgamɔt
nagpagupit	natpagopeːt
nagpahinga	nat̪bähĩŋa
nagpakilala	nəpäkiɫala
nagpapahayag	nɑtˤɑpˤaħajaɫ
nagpapalagablab	nɐgpapalɐgɐblɐb
nagpapanggap	nˈagpapaŋgˈap
nagpapawis	nˈagpˈaɛɫis
nagpareserba	natpaˈreˈsɛɾba
nagpinid	ləpɪnɪm
nagsasalita	akˈsaˈsalˈlitaˈ
nagsasalita ka ba ng ingles?	naksaːsaliːta kaˈbɑɾnɑ ã ɛmɣles
nagsasalita ka ba ng tagalog?	naksaː sɑletaːkɑ baːnakt galɑk
nagsasaliw	nˈeksɛsˈalim
nagsasanay	naksasaːnɑji
nagsasang-ayon ang guro at mga estudyante ayon sa kanilang pagsusulit	naɣsasaˈŋ ɑjˈon anŋ guroʔt mna ɛstudiantɛ ˈajon sa kaˈnilang pagsusulit
nagsasawa	naksasa˥˩wa˥˩
nagsasaysay	n˧ɯ̀ːksaːsaj˧saj˧
nagsisipagsisinunga-sinungalingan	nˈɑgsiθipagsisɪnˈuŋasɪnˈuŋɑlɪnˈan
nagsisipagsisinungasinungalingan	nkskʃipaksajnɔʁasɛmɔːlɛnɑ
nagsisisi	nagsisisi
nagsusulat	nəksuːswaˈlaːt
nagtatae	natatae
nagtatagalog ka ba?	naktatːgaːl kabaː
nagtatakwil	ðɑtɑtɑkɔjɫ
nagtatrabaho	nataːtrabaːhɔ
nagtitipid	tətiːtiːt̪
nagtuturo	naktutturu
nagtuturo ako ng physics	nɑgtutuːru ʔako nɛŋphɪsɪks
nagugutom ako	nˈɛguguto mˈakoː
nagulantang	nagɔlantɑŋ
nagulungan	nˈagˈoluɔn
nagulungan ng gulong ang paa n'ya.	nɑ gʊlˈwnʁən el gʊlˈoŋɑŋ paaˈnʲa
nagunita	nˈaɣonitˈa
nagwala	nˈagˈuˈalˈa
nagíging tahímik	nɛgigin ta himik
nagúgutom	nagogutom
nagútom	nagoton
nahagip	naɦaɠiːb
nahahalata	naaɦaaltaː
nahahati	nɦɦt̪iː
nahalal	naɦlaɬ
nahalinhan	naɦljnann
nahati	nɑhaːti
nahigâ	nhˈgˈʌt
nahihigâ	nəe̞hiːgə
nahihimbing	nəhiːm˨˩˦bɪŋ˧˥
nahihiya	najɑjɯ
nahila	lajla
nahirapan	nɦɪraːpən
nahirapan s'yang maglakad	na hɛɾɑpɑn jˈu ʃaːŋ maglakaʔ
nahiyâ	naaːjˤˈaː
naibubulalas	naibubolalas
naiintindihan ko	ne̞ĩːn tiːn diːhɑn koː
nainis	naen
naintindihan	dʒain˩˩˦ti˧n˧di˧˧haː˨l
nais	maːn
naisipan	naːjiːˈsɛn
naisumpa	naisompa
naitaboy	naeˈtɑbɔj
naka-high	nakaˈhɑj
nakababa	naqabɑɓɑ
nakabaon	naqabaʔun
nakabaong-kayamanan	naqibaʔumjɑmɑnɑn
nakagugulat	naqaɣugulat
nakahanay	naqɑhɑnɑj
nakahiga	naqaa
nakahubad	naqahubad
nakaiinip	nakaʔiːnɪt
nakaka-lito, lito. paki-linaw nga?	nakaka lito lito pakilinaw na
nakakaabala	naqaaqaʔabalaː
nakakaabala ka na sa natutulog.	nakakaabala kaˈnɑ natutulob
nakakaawa	laqaaqaʔaħwɑʔ
nakakabaliw	naɣaaɣabalio
nakakabasa	naqaaqabasa
nakakabata	nakakakabata
nakakabigo	nˈakˈakaɓigo
nakakaduwal	naqaaqadɑwɑlɑ
nakakagulat	naːkakaːguːlat
nakakahawa	nˈɑqɑqinˈkɑwˈa
nakakahawang sakit	naqaaqa hɑwɑŋ sˈɑkiːt
nakakahinayang	ɦaqahinaːjɑmɑn
nakakahiya	naqaaqaħija
nakakain	nqɑqɑʔin
nakakainis	nˈakˈɑkˈaɪnis
nakakalason	nakakalaason
nakakalito	nakakalito
nakakalungkot	naːqaaqaːlunˈkat
nakakamangha	naːkɑkɑmɑŋha
nakakamatay	nakakamataj
nakakamatay ang halamang ito	nakakamataʝ aŋ halamang ito
nakakandado	naħaaqaaɛndaːdo
nakakapagod	naˈkakapagod
nakakapagpabagabag	nakapagpabagabag
nakakapagpabagabag-damdamin	nakˈakapagpabagabagnɑmdaˈmɪn
nakakapagpapabuhay	qɑɑkɑfɑlmɑɑkɛɓɑɛljuɛn
nakakapanlumo	nˈaːkakˈapanlˈumˈo
nakakaraos	nakakaraos
nakakarinig	lɤ˨˩˦tuː˧˥lɤ˧˥duː˧˥
nakakasawa	nˈɔxʰajʁaʃaːwa
nakakasilaw	nakakaasilaw
nakakatakot	maːkʰaːẽatʰaːk̚˦˥t̚˥˩
nakakatanda	nakakat̪ãn̪d̪a
nakakatapak	nˈaːkakataˈpaka
nakakatawa	nɑqaaqaawa
nakakatuwa	naˈkakatuwa
nakakaumay	nakaːhɔːˈmaːj
nakakaumay na pagkain	nakakaumai na pagkain
nakakawatas	nakahabatas
nakakawili	nakaakaoiᵑgjli
nakalapat	nafˈlˈafˈt
nakalatag	nɑxlaːtam
nakaligo	naːkaliːgo
nakaligtaang	naːkɑlɪgtaaŋ
nakalilipas	nakalilipas
nakalipas	nakalipas
nakalulugod	tʃakaluluːgɔn
nakalulugot	naqloːuluːgul
nakalungkot	naːkakaːkaːlunʔkot̪
nakamamangha	nqɑmɑmɑŋha
nakamamatay	nakamaːmatag
nakangiti siya	na kaŋ iːtisja
nakanino	naaːɢaːnino
nakapaa	naɣɑpaa
nakapagpapabagabag	nˈɑpˈapɑpˈapɑbɑgˈapɑd
nakapagsasalita	naqaapɑgzɑsaːnitaː
nakapagtataka	nakapagtataka
nakapalibot	naqɑpɑllɪjpot
nakapangalumbaba	nakɑpɑŋɑlumbeɓɑ
nakapupukaw	nakaːpˈukokaːwˈ
nakaputi	ʔˈqapːti
nakaputi ako	nɑxɑpʊti ɑkˈo
nakaraang	naħaboʔan
nakararaan	nakaɾaːɾaɑːn
nakararami	naɠɑɾɑɾɑmi
nakaririmrim	naqaɾiːɾimɾiːnɾi
nakasalalay	naqasalaːnɑj
nakasasagabal	naqasasagɑːbɑn
nakasumbrero ako	naːkˈa sɵmbɾeroː ɑˈko
nakasusuklam	nakasusuklam
nakasusuklam ang ginawa ng mga pulis sa batang iyon.	nakasusok lamang ginawa na mɑkɑ polis abadng jɛn
nakasusumpong	nakasɛusɛmpŋ
nakatago	nakakatago
nakatakda	nˈɒkataqdˈa
nakatapak	nɑqɯ̞tɑpɑ
nakatayo	baχatajo
nakatindig	nakatɪndig
nakatirá	nakatɪra
nakatitig	naɢatˈiti
nakatiwangwang	nakatiwnakatiwagmoaŋ
nakatudla	nakatɔdɑ
nakatulog	jˈʃkˈtˈvˈmˈ
nakatungo	nakatʊŋu
nakatutol	nakatutol
nakatutulong	nakaːtuːluːŋ
nakaupo	nakaupɔ
nakawawatas	nakawawatas
nakayapak	nakaːjapaː
nakayayamot	nakajajamon
nakikinig	akʰiːkɛn˧
nakikipagusap	nakixipatuʃa
nakilala	naxjlala
nakipagtalo	nakipagtaˈlo
nakita	nakjeta
naks	mˈæks
naks!	naqs
nakuha	quha
nakádalaw	naqadɑlɑu
nakápulot	nɑqɑpulɔt
nakárinig	nɑqɑɾjɛnɪjɢ
nalagak	nˈlaːgak
nalaglag	nalaglaɣ
nalalagas	nalelagas
nalaman	nalaːman
nalamang	naːlma
nalasing	naːlɑsˈm
nalilito	nˈɛljlˈɛtˈo
nalito	lˈito
nalulong	nalulɔ̃ŋ
nalulungkot	lalˈoːlˈʌvfˈaθ
nalulunoy	neliluːnom
nalunkót	n˧ʔloŋ˧k̚˥˩t̚˥˩
nalusaw	nalusau
namalisbis	naːmɑlɪsˈtiːs
namamalagi	namɑmɑlaji
namamasid	namɑmɑsɪd
namamatáy	namaːmaˈtai
namamayat	nɑmɑmaːjæt
naman	namɛn
namang	la-mˈɑ̃
namatay	naˈmataɪ
nambababae	nambababai
nambubugbog	nambububu
namilaylay	namilajlai
namimitak	namimitˈa
namin	namin
namuhunan	namɔɣˈonan
namulas	nɑːmwlæst
namumuhi	namumuhi
namumulaklak	nɛmmulqlɑq
nana upeng	nanu veːn
nanagsasalita	nˌoˌsɛsəlˈitˈaɹ
nanay	nanajɑ
nandito ako	nandito ako
nandito ba sa pilipinas ang mga magulang	nandito ba sə pɪlɪpɪnasang mga maɣulang
nandito ka!	naːnˈdiːto kˈa
nandiyan	nandʒen
nandoon	nandoːɔn
nang	nʰaŋ
nangalisag	anːaɭisˈɑ
nangangagat	nɑŋaŋalgaʔ
nangangagat ba 'yang isda?	naŋaːnɑgɑt ba jɛn ɪsba
nangangahulugan	naŋɑᵑgɑhulukana
nangangailangan	naŋaŋajɫaŋan
nangangampanya	naŋaːnˈgampnaŋaːnˈgampanʲa
nanggaling	nangɑljɛŋ
nanggigigil	ləŋgikiːgɪl
nanginginig	naŋiŋɪnˈig
nangongolekta	nɛŋɔŋɔlɛktɑ
nangyayari	nɐŋjɛjaːri
naninigas	naninigas
naninipit	naninipe
naninipit ang mga alimango	nɑninipitng mga alimaʁo
naninirahan	nomiːnnirahann
naniniwala	naniniwaˈla
nanirahan	nɛnɪrɑhɑn
nanlaban	nanlavan
nanlalabo	naːlˈlɑlˈʒo
nanlilimahid	naliːlɪmɑːhɪd
nanonood	nanoinuhodia
nanumbalik	nanombali
nanunuot	̞nɑnunuʔɔt
naospital	naospital
napagagalaw	napaːgatʃgajaw
napagtanto	napaktɛnto
napahiya	naqahella
napaka	napaka
napakahusay	napaqaħusaj
napakalaki	mataqalakeː
napakalaking halimaw	napakalɛkɪ̞ŋ hæ̹lʲimæʊ̯
napakalaking hayop	napaka lɑkin haiʊ̯k
napakaliit	napakaːliːˈit
napakanta	napakanta
napakapangit	nafaqapæŋɪd
napakasakit	naːpqɑsˤɑqːiːt
napakasaya	napakkasəjə
napakasipag	napakaθipag
napakatanda	nɑpɑqɑtɑŋda
napakintal	napahintal
napalimbag	napalimifik
napapako	napapako
napapasulyap	napaːkʃuːliːap
napapatawag	napapətaˈuɔ
napapatungo	napapatuŋgo
napapaumis	nɛpɑpɑumis
napapayukayok	napapajjɔχajɔ
napatigalgal	nˈapatigˈalˈgˈal
napatingin	napat̪inɣ̞en
napatitig	napet̪it̪t̪ĩŋk
napilit-pakasal	nˈoʊjˈæsˈam
napilitan	napeˈliteˈn
napilitan sumama	napjlita ɛn su mɑmɑ
napoleon abueva	napoleon a bweβ̞a
napurnada	napurnada
napuspos	napɔsposj
napusuan	napʊsʊan
naranasan	naɾɛnaːsan
naratay	narataj
narinig	nɛrʲinʲig
narinig mo ba ang chismis tungkol sa kanya?	naɾɛnɪɠmuˌ baŋ ʃɪsˈmɪs tuŋku ʃakaɲa
naririnig	naɾiːrɛnˈig
narito	naɾjto
naroon	naron
nars	nˈaɪz
narsing	nað̞aθĩŋk
nasa	mˈasɑ
nasaan siya	naˈsaanˈsjɑ
nasalubong	nasalubo
nasan ang banyo?	nasan ʔeːnulɛn baːnjonasan ʔeːnulɛn baːnjo
nasasabik	nasasabik
nasasangla	nasasasasasasasas
nasinag	nasˈinˈaːk
nasiraan	nɛsɨraaːn
nasugbu	naːskbu
nasusuka	nasˈukˈa
natabunan	natabonaːn
natanggap	nat̪aŋgap
natapilok	natapjlok
natapos	motapos
natatagpuan	zat̪at̪akt̪uaj
natatakot	natat̚˨˩aːk˥t̚˨˩
natatakot ako sa kadilimang hatid ng gabi.	natatakot ʔako sa kaɗilimang hatiɗ nɑ ɣabi
natatalinghagaan	nəˈkaːrteːləgaaːn
natatangi	natatai̯ŋ
natauhan	natauħan
natin	natim
natuto	natuto
natututo	natututo
natutuyot	natɔˈtujot
natákot	natakot
naukit	nˈɛ
naulan ba ng nyebe dito?	ʔinna ʔulɛn bi næɴ ɲeːbe ɗito
naumpog	naunpoɣu
naupo	naːopo
nauuhaw	naʔuhaw
nauukol	nauːuːkoːl
nauunawaan	naʔuːnawˈaːˈan
nauupos	lauobos
navotas	ð̞eβ̞ot̪es
nawala	naweɣa
nawika	nobita
nawiwili	nɔʋiɑlɪ
nay, kumain na po ba kayo?	naj komaino poːɓo kajo
nayon	najoːn
negosyante	negoʃante
negosyo	nɛgɔʃɔ
negros	negros
negros oriental	neros oriental
nene	nene
neneng	nˈɛnæŋ
nerbiyos	nɛɾbios
neuropatya	neːˈʌtˈvˈatdʒˈa
ng	nâŋ˨˩
ng kaniyang	niau̯kɑŋɪau̯
nga pala	naː paˈla
nga-la-ngala	naɠɑlɑnɠɑlɑ
ngab-ngabin	nabiːn
ngala-ngala	ŋalaŋɑla
ngalan	ɛ̀nɛnlɛn
ngalangala	naɾaːnaɾa
ngalay	ŋa˥˥lɐi˨˩
ngalos	nalos
nganga	mama
ngat-ngat	nəp˥˥nʲəp˥˩
ngawit	n˧aːt
ngayo'y	ngajoi
ngayon	najon
ngayong gabi	na adzʊn ke bi
ngayón	lɑ˥jɔːt̚˨˩
ngimi	nˈimi
nginangatngat	nɛːnɑːmaːn
nginig	nˈɛnˈig
ngipin	nipin
ngiti	njɔːt̚iː
ngitngit	nʲitʲːit
ngumiti	nˈomiti
ngunit	muːliː
nguso	musso
ngusò	uzo
ngâ	nˈa
ngúni't	nʊnit
ni minsan	n˩˥ʔins˦˥an
ni sa hinagap...	niː sɛhɪ mɛˈgap
nicanor abelardo	nikanor a belardo
nick joaquin	wɔːbw˧l
nila	nilaː
nilaga	nilagɑ
nilagang baka	nilagɑŋ baka
nilagang itlog	nˈilˈagɑŋ ɛkloːɠnˈ
nilalapat	nilinapo
nilalayon	nilalaion
nilang	ne˩˥ːlɑːm˥˩um˥˩
nilapitan	nipleipitse
nilay-nilay	niːlajniːlaj
nilikha	n˩˩˦il˧kʰaː˧
nililibot	nˈəlˈibot
nilinaw	nilinau
nilinaw ang kasunduan	nˈilˈinaʊ ang kasiˈnduan
niloloko	milaloko
nilulutò	niluto
nilutò	iluto
nina	il
ninanais	nˈinˈə-nˈaˈis
ninang	ni˥˧nõ˥˥
ninenerbiyos	ninenerbjos
ninenerbiyos ako sa resulta ng mga medical test.	ninilərgyʃɑ kɔsɛ ɾesulta na mɑŋa ˈmedikɛl tɛst
ningas	mʲiŋɑs
ningas-kugon	nˈinaskugon
ninuman	nˈɪnˈɔman
ninuno	ninˈoɴdˈoɴ
ninyo	ni˥˧njoʊ˥˧
nito	nˈitˈot
nitong	nit̚˨˩ŋ˧
niya	nia
niya magagawa	nʲama ga gɐvɐ
niya'y	mʲia˥˩
niyang	niaŋ
niyaong	niaom
niyari	niaɾɪ
niyayakap	niajaːkap
niyebe	ɲɛbɨ
niyo	nio
niyog	njog
nobela	nobela
nobya	nobja
nobyembre	nobiembre
nobyo	nobio
noo	naːoː
nood	nˈoˈoð
noon	no˩˥ːɔːl
noong	naːnaː
noong una	noː ɔːnɔː
nora aunor	noɾa onoɾ
norberto romualdez	uβ̞eɣ̞t̪aɾɯ̞ sɯ
north cotabato	nˈɔɹθ kˈæt bˈæsəlɪnd
northern samar	nˈɔɹðɚn sˈæmɑːn
noruwega	nˈɔrʊaɣa
nota	nota
nueva ecija	nueva ɛsivɑ
nueva vizcaya	nˈoɾa ˈeva viztaje
nuklear	nˈukleːar
nukleyus	nukleus
numero	nˈuˈmeɾəl
nuno	nɔ̃nɔ̃
nuwebe	nuebe
nyang	niŋ˨˩
nyebe	nʲɛʋɨ
nyo	njuː
náiintidihán	laːiːn˨˩fɪn˧haːn˧
náiintindihan mo ba?	na iːn tɪndˈɪnˈɛ moː ba
nákabaril	naqabriːl
nápakaganda	napaɣɐgɐnda
nápakalínis	napaqalinɪθ
násaán ang paléngke?	na saːaːn nɑ pɑɾɛᵑgɛ
o	o
o (the vowel)	ˈoɾ
oberkot	koːdˈerekoːdˈð
oberluking	ˈoʊbɚˈlʊkɪŋ
obispo	o˩˥ːbispɔ˥˩
obligasyon	obligasjon
oist	ojiʃt
okay lang	okɛ lan
okray	okraj
okrayan	ɑqɾaːjæm
okrayin	okrain
oks	ɑqs
oks lang	ɒqsɒlɒŋ
oksiheno	os̺iʁen
oktubre	ɑqtubrɛ
olanda	ɔlˈãnˈdˈa
olat	ɒlˈɑt
oliba	waːr
ollero	oliero
olongapo	olɔngɑpo
olutanga	olotaja
onegai shimasu	oɲɛʒaɪmãːsɛ
onofre abellanosa	ʊ nɔfɹɛ a beliɔnɔsɔ
onse	ontse
oo	ˈoʊ
opisina	opɛsjna
opo	opo
optika	au
opò	opo
oras	igas
orasan	ɦoɾɑsæn
orasiyón	aːlˈlˈaʃon
orasyon	oɾaʃjoŋ
organisado	organisado
orkidyas	orkidies
ormoc	ɔrmɔk
oroquieta	prokjete
oso	tʃi
ospital	ãospit̪aʝ
otel	otel
owen caling	ˈɔviŋ kˈæˈlɪŋ
owmaygut	ˈoʊmˈaɪgˈɑt
oy (dipthong)	uʝ
oyab	olijɑm
oyaye	oːʝaːjeː
oyayi	oi̯aːʲi
ozamiz	uzamiz
pa-akyat	tˈaspˈɛstʁˈɑs
paa	faaː
paalala	faalaːla
paalam	baʔalam
paalis na ako ng opisina.	aʔalis na ɑkɑɔ nɑ ɔpɛsɪnɑ
paalisán	ɛːlɪsɑːn
paalisín	baʕalisjˈnˈ
paano	paˈano
paano ako makakatulong?	tɑɑnɔ wa kumakakɑtuɗɔm
paano ba ito mahahanap?	paanuh ba ito mahaˈnap
paano iyan?	faːn iːn
paano ka natuto magtagalog?	pãanow kaː natutumag tagaɦo
paano ka pupunta?	baːn ɬkːaː pə plˈɛnda
paano pumunta ng... ?	paan pɛmɔntɑnɑŋ
paanyaya	paːrˈnɪjaja
paanyáya	taːmiːjɑjɑ
paaralan	paːralaːn
paari	faʔari
pababa	bababa
pabagalin	pabagaliŋ
pabalik-balik	pɑbɑlɪkbalɪk
pabalintiyak	pəbalintiˈak
pabango	tɐnˈgˈɑnˈhɔː
pabasáhan	fabasaːhan
pabasáhin	toboːzɑːeːiːn
pabaya	pabaja
pabaya means irresponsible	baβ̞aia
pabebe	tɐbɨbɪ
pabigla-bigla	paːbiglaːbigla
pabili	ɛtpelˈy
pablo antonio	pablo entonjo
pabo	papo
paborable	paboral
paborito	faborito
pabrika	pambɾika
pabuya	paabuja
pabuyà	awja
pacquiao	pʊ̞kjɑw
padala	pdla
padamdam	adamdam
padér	pɐdɨʁ
paella	paelja
pag may time	atsme tajm
pag-aalala	faħaːʔalaːla
pag-aanyaya	faħanajajɑ
pag-aaral	laʔalaːl
pag-aari	pagaaːri
pag-aaruga	pagʔarga
pag-aasawa	pagaasawa
pag-alis	fagʔaliːθ
pag-apula	kwˈagʔapula
pag-aralan	faħaraːɫæn
pag-asa	pagʔasa
pag-ibig	ɑnɪbˈig
pag-iisa	pagɛisə
pag-ilag	pagiːag
pag-isipan	pagɪsˈipan
pag-ismid	paːkːiːsmiːr
pag-iwas	pagiuas
pag-unawa	pagonaua
pag-unlad	aguːn˩˦lad
pag-uusisa	pagoʔsiisa
pag-uwi	pəg˨˩uːi˥˧
pagaantok	fagʔaʔantˈo
pagadian	pagəɗn
pagamutan	paːgəutˈan
pagasanay	ko˥˩stɔ˧˥faːn
pagbaba	pakβ̞aβ̞a
pagbabago	bagbabago
pagbabalik tanaw	ə bəˈliːk teː naːoː
pagbabanat	qɑtbaːnɑt
pagbawalan	paːgbwaːlan
pagbaybay	aːkbajaj
pagbigkas	tˈˈkˈðikˈast
pagbilhan	plil̪an
pagbisita	pagbisita
pagbubukang-liwayway	pakbubukaŋɫʲivajvaj
pagbubunganga	pagbubʊŋaʎa
pagbuhos	adbuxos
pagbutihin	pəgbt̪iːçɪn
pagbuwis	t̪ekβ̞oβ̞is
pagdaong	mãn̪d̪aːɔŋ
pagdarahop	aːndaɾahoʊp
pagdarambong	pajd̪eɾãmβ̞õŋ
pagdating	pat̪d̪et̪im
pagdaung	pagdaʔom
pagdugtungin	akduktumjimˈjɑ
pagdurusa	padruːsa
paggala	agala
paggalaw	agɑlɑo
pagganap	ɣ̞anap
paggawa	pandova
paggising	paːgiːsiŋ
pagguhit	pagoːˈhɪ
paghahalal	ɑgɦælɑl
paghahalaman	pəgʱɑːɦɑlɑːmn
paghahanap	pəgːahənaːp
paghahanda	ibagʃɦndə
paghaluin	pagʱlʔim
paghamak	pagʰaːmak
paghihiganti	əgʱiːhigəɳt̪eː
paghihip	paːgsiːheːp
paghila	akalaː
paghilom	agilo
paghinga	agɦiːnɐ
pagi	pagi
pagiging	pagigin
pagitan	pagitan
pagka-ama	agama
pagkabalisa	qɑːdkavaːleˈsa
pagkabayani	pɾɑnkebɛjˈani
pagkagitla	pagagitla
pagkagumon	agagːumon
pagkaibigan	kostak
pagkain	waːdaːn
pagkaitan	paɣ̞kaʝit̪an
pagkakaakit-akit	fakaːqaʔaːqɪtʔaːqaj
pagkakaalam	pagkakaːɑlɑm
pagkakagawa	tɔlkɑkɑgɔwɑ
pagkakahalal	pəgkaːqaahɑlɑl
pagkakaiba	pagkaːkʰaːʔibãː
pagkakaibigan	pagkaakakuaibigon
pagkakaisa	aggaːkɑːɛsɑ
pagkakakilanlan	pagkaakakilanlʱnɑn
pagkakalarawan	pagˈgakaːlaːraːˈwa
pagkakamali	fawˈgaqaaːmaːliː
pagkakandili	lakakɑndɪli
pagkakapira-piraso	pagakaːpiˈraːpiraso
pagkakaroon	pagdaqaɾuən
pagkakarting nila sa bahay ...	baːkərdɪnˈʋiləː sˈabːɑhˈæl
pagkakasal	patkakasal
pagkakasala	maːkandamɔmaːka
pagkakataon	pagkakaːt̪aon
pagkamagkapatid	pagkaːmɑgkɑpɑtiɔ
pagkamanhid	pakːamadʔiːn
pagkamapilit	paːgkəmaːpeːlɪ
pagkamatay	pegãˈmatəi
pagkapanhik	bãnkapẽn̪ɣ̞ik
pagkaraan	balgaɾaʔan
pagkarating	pagaratɪn
pagkarinig	tagˈarˈini
pagkasira	bˌɐgasiːɾa
pagkatapos	akest̪apos
pagkatigalgal	bˈankətgˈalˈgal
pagkawasak	ɒgəwaːsɒq
pagkikita	agikita
pagkuha	bəgːuha
pagkukunwari	pəgokounuɾiː
pagkutya	pagutʲa
paglakbayin	pagːləkbaɪˈn
paglalakad	pagnalakaːn
paglalakbay	taːziləlaħbai̯
paglalaro	agljlaro
paglalasing	paglalaasˈsˈnˈɾ
paglapag	paglapag
paglibak	aglibaq
pagliko	paglikoː
paglilinaw	adljli˥˩nau˥˩ː
paglilipat	paglilipat
paglipas	padlipas
paglipat	paglipat
pagliyab	pagˈljˈab˥
paglubog ng araw	paglubog nɛŋ ɑrau
paglululan	paːgəlɔːlɔn
paglusob	vagluso
pagmamahal	faðlaːmaħajd
pagmamahalan	pɑgmaːmɑːɦɑlɑn
pagmamahalan ng magkasintahan	pɑg maː maːhaːlɑn naːʔtaːhana
pagmamalabis	ˈækmˈaməlabˈif
pagmamaneho	əgnɑmɛnɛ
pagmumuni-muni	pagmomunimuni
pagmumunimuni	pæbmomonimoːniː
pagnanakaw	qɑdnanaːqaw
pagnanasa	pɑgnɑnaːsa
pagnilayan	atnilaːnːja
pagod	fagoːd
pagod ako	paˈgɔt dˈaʁɔʁ
pagod ka ba?	pago̞t̪ kaβ̞a
pagong	pˌagˈo
pagpag	patpaɣa
pagpalain	autʃãnˈti
