1	tjˈe
毋知頭擺大龜文王國有起王宫無？	m̩˨˩ti˥˩ tʰiau˥˥kʰaː˧˥tʰaːi˨˩ kʰeɪ˥˩fɔːŋ˥˥kʰuaː˧˥ tʰi˨˩fɔːŋ˧˥
毋足水	m̩˨˩˦ tɕjɑʊ˥˩ʂɚ˥˩
毋过	mko
母亲	mɔ˥˩
母女	moni
母性	mou̯˨˩siːn˥
母猪	mu˥˥tsu˧˧tsu˧˧ma˥˩
母親	mu˥˧tsʰin˥˧
每个	mi˥˧kai˥˧
每年	miju˨˩˦nɕtɕi˥˥ tan˥˥n
每摆	mu˨˩˦i˨˩˦a˥˧
毑公	tsia˥˧goŋ˨˦
毑婆	tɕa˥˧bo˨˦
毒害	tʰɔ̀˨hɔ˨˦e˨˦
毒气	tʰɔːt˧hiː˧
毒物	tʁˈupwˈɛ
毒男	tʃasam
比	pi˥˩
比不上	pi˥˧ pu˥˧t̚˨˩sõŋ˥˧
比亚迪	bi˧˧a˥˧tʰe˨˩
比价	iːkaː
比例尺	pi˥˧li˥˧tsʰa˥˧
比手划脚	bisˌuˈakːao˧
比手画脚	iːtouakʲa
比方说	sit˦
比肩繼踵	pi˥˧tian˥˧i˥˥tsʊŋ˥˧
比肩继踵	pi˥˧iken˥˧ ki˥˥tsʊŋ˨˩
比萨斜塔	pi˥˧sa˥˩tɕʰa˨˩˦tʰa˥˧
比赛	ti˥˧sɔj˥˥
毕业	piɲˈa
毕生	sã˥˥
毛	mau
毛主席萬歲	mau˧˥ tʰip˨˩man˥sweat˥
毛发	pɐu˥˥fɐt˥
毛泽东	mau˨˩tsʰak˨tʰon˥˥
毛澤東	mau̯tsetau
毛皮	mau̯pi˥˩
毛遂自荐	tsʰɯ˥˥ tɕjɛn˥˩
毛里求斯	mau˧˧li˥˩kiu˨˩˦ sɯ˥˥
毛里求斯克里奥尔语	mau˧˥li˥˩kiu˨˩˦ sɯ˥˥ tjɛn˥˩ lu˧˥ aʊ˥˩ni˧˥ni˧˥
毛驴	màu̯˨˩lɔːʊ
毛骨悚然	mau˥˥pu˥˩sʊŋ˥˥n
毡	tɕjɛn˥˥
毫無例外	hau˧˧mu˨˩li˥˧ ŋɔ˧˥i˥˧
民	me̞n
民主	min˨˩˦ʈʂɚ˥˥
民主党	mĩ˥˥ tɕu˥˥ tʰoŋ˥˥
民主进步党	mɪn˨˩˦ʈʂu˥˩ tʊŋ˥˩
民主集中制	mɪn˧˥ʈʂu˥˩ʂi˥˩ʈʂʊŋ˨˩˦tsɯ˧
民事诉讼	sɯ˥˥ tɑʊ˥˩ su˥˥
民办	min˨˦pʰan˥˩
民國黨	mĩŋ˨˩n˥˥ tʰauŋ˨˩
民工	nenːkoo
民政	mĩŋ˨˩˦tɕĩŋ˥˥
民權	nkʰeːn˥˩
民治	mɪn˨˩˦tsɯ˥˩
民法	m̩˨˩faːm˧
民生	min˨˦sang˥˩
民警	mæn kiːn
气	tɕʰi˥˥
气功	si˥˧kʊŋ˨˩˦
气势如虹	ɕi˥˥ sɯ˥˥
气呼呼	kifu˧˥fu˧˧
气喘吁吁	i˥˧tsʰon˨˩si˧˧ si˧˧
气孔	tsi˥˧kʰu˥˥
气宇轩昂	tsi˥˧ heŋ˨˩ŋ
气旋	kʰi˥˥sian˨˩
气派	si˥˧pʰaɪ˥˧
气球	ʂɚ˥˩tɕjoʊ˨˩˦
气缸	si˥˧kau˧˧
气血	tɕʰi˥˥ʰʃaɪ˨˩˦
气象万千	tɕi˥˥ɕjɑŋ˥˥ma˥n˧
气门	kʰiː˥˩mǎn˧
气魄	ki˥˧pa˥˥
氣	fˈi
氣宇軒昂	si˥˧ji˨˦ tɥœn˨˩˦ ɔ˨
氣憤	kifo˧n˧
氣象萬千	tʰi˥˧sioŋ˨˩an˥˧sip˦
氧	jɑŋ˥˥
氧化剂	jʊŋ˨˩˦fa˥˥tsɯ˥˥
氧化铜	hjɛŋ˨˩˦fa˨˩˦ tʰʊŋ˥˥
氨水	fɔn˥˥sweɪ˥˩
氮肥	tʰam˥˥pʰi˨˩˦
氯酸钾	ʔhliːvn˩˩˦gʰap̚˦˥
水	sɔiˈ
水东街	sojˈtokˈa
水产	tɕʰy˥˩san˩˩˦
水兵	fipin
水准	tɕjˈʃuːˌa
水口	sue˥˥hio˥˩
水口街道	sɤi˥˩hʰi˧˥pʰu˥˩ hɛt˥aʊ˥˩
水口镇	se˨˩ji˧˥
水土流失	sʰʊ˨˩lɤ˥˩ tʰu˥˩ riu˨˩sɤ˧
水圳	sui˥˧tsun˥˧
水坜	sweɪ˧˥
水寨	θɹiː lɛst
水平	suːi˨˩pe˨˩n˧
水底	su˨˩˦taɪ˥˩
水性杨花	tsɵy̯˧siːn˥jœːŋ˨
水手	sue˥˥ sio˥˧
水木清华	tsɵy̯˧mʊk̚˨
水杯	tsʰua̯˨˩i˨˩˦ poʔɪ˥˩
水桶	nˈoʊ nˈoʊ nˈoʊ
水毛尘	su˨˩˦i˨˩˦mɑʊ˧˥tɕʰɪŋ˧˥
水池	tsʰɯ˥˩
水滴石穿	sue˥˥ti˧˥ sak˥˥tsʰuan˥˥
水漫金山	tɾuː˧himaːn˩˩˦kim˨˩saːn˩˩˦
水牛	fˈi njˈu
水球	se
水瓜	su˥˩ɯ˧˥ka˥˥
水电	si˨˩tan˨˩
水神	su˥˧
水粄	sui˥˧pan˥˥
水落石出	sue˨˩ lɔ˥sak˨
水蛭	foki
水解	sɯ˥˩ i˨˩˦kɛ˥˥
水调歌头	sue˥˥ tʰiaʊ˥˩kʰuɔ˧˥tʰiŋ˨˩˦
水货	sui˥˧pɔ˥˥
水车	sue˥˩tsʰa˥˥
永	jɯən
永丰	gønˈtuˈgɔŋ
永安	nɔ̃n˧
永定	hŋ˨˩tʰiŋ˥˩
永恒	jˈu hˈæv
永新	jœn˧˥sɪŋ˥˥
永无止境	yn˨˩˦ ttsɯ˧keŋ˨˩˦
永昌	yn˨˦tsʰaŋ˥˥
永福	ɥœn˧˥
永豐	yn fɔŋ
永遠	jʊn˨˩˦jɛn˥˩
汀	tʰi˧˥
汀州	ten˨˦tsu˨˩˦
求	fiu˥
求古尋論	siu˥˧ku˥˧tsʰim˥˥nun˥˧
求学	kiu˥˧hoŋ˨˦
汇率	fa˥˥
汉	pɔːn˧
汉剧	hɒːe̞nkjaː
汉城	hɔːn˥sǎŋ˨˩
汉文	hɔːnˈgwˌɪn
汉语	o põ˥˥ːʎi˥˩
汕头	san˥˥tʰiːu˨˩˦
汕头市	san˥˥tʰi˨˩˦u˨˩˦ sɯ˥˥
汕尾	san˩mwi˩˩˦
汕尾市	san˥˩w˧˥i˨˩˦ sɯ˥˥
汗国	hɔːn˥
汗牛充栋	pɔ˥˥ŋ˨˩˦tu˥˩tʊŋ˥˩
汝	nˈe
汝介邊有姓邬介人毋？	i˨˩˦skai˥˥pian˨˩˦tɕioʊ˨˩˦ ɕiɔ˥˥mu˥˩tian˨˩˦jɛn˨˩˦mɑʊ˧˥
汝兜	nɛ
汝城	mjˈljˈvj
汝毋係人！	n˩˦im˥˥ he˥˥˧n in˥˩
江	kɔːŋ˥˥
江北	kɔːŋ˥˥ tæk˨˩
江华	faː˧
江山	kɔːŋ˧˧san˩
江山如画	tʰŋ˨˩˦san˥˥ʈʂu˨˩˦fa˥˥
江山如畫	kʰʊŋ˨˩saːn˧˥faː˥
江波	kɔːŋˈpoː˦
江泽民	kʰoŋ˨˩ tsʰan˥˥lɤ˥˩
江流	lɔːŋ˧˥lɛːu˨˩˦
江浩	kɔːŋ˥˥hɑːp˥
江湖	kʰɔːŋ˥˥fuː˨˩
江澤民	kɔːŋ˧˥mian˨˩
江華	aɣoɱfa
江边	kʰoŋ˨˩˦ pi˨˩˦aŋ˥˥
江郎才尽	lʊŋ˨˩ tsʰi˥˥
江门	kŋ˨˩mu˥˩lŋ˧˥kɔ˨˩ŋ˧˥mu˥˩lɤ˥˩tɕʰon˧˥kɔ˨˩ŋ˧˥mui˨˩
池	fɯ˧
池水	sit˦sweɪ˥˥
池溏	tʰi˥˥ tʰɑŋ˥˥tsʰi˥˧tʰɑŋ˥˥
污	u˨˩˦
污壢	la
污染物	u˨˩˦niaʋ˥˥ uən˨˩˦
污頭垢嘴	ʊ dʲʊ dʒɔj˧˧
汤匙	tʰʊŋ˨˩˦ tsʰɯ˥˩
汤圆	tʰɑŋ˥˥jɛn˨˩
汤坑	fou˥
汩水	tʃi
汲取	tʰi˥˧
汹涌	rʊŋ˨˩˦joʊ˥˩
決	kiet
汽油机	çʊ̞˨˩
汽车	kˈiːtɑː
沆瀣一气	hoŋ˧˧haː˥˥jtkʰiː˥˩
沈	seũŋ
沈万三	qiu˨˩man˥˩sǎŋ˥˥
沈如筠	sɛ̃˧ʔ li˨˩kuən˧˧
沈括	sit˦ u˨˩˦kak˨
沉	tɕe̞m
沉寂	vˈaɪ̯ aʊˈiˈɑŋˈɛ
沉沉	ʃmtʃɪn
沉浸	tsim˨˩tsim˨˩
沉静	ʈʂʰɤŋ˥˥tɕʰɪn˥˥
沉魚落雁	tsĩŋ˥˥ lɔ˥man˥˩
沉鱼落雁	hŋ˥˩ lɔːkŋaː˥˩
沐浴	mˌoˌɪoː
沐猴而冠	mu˥˩ çɑʊ˥˨ʈʂɚ˨˩˦kwan˥˥
沒	mɔː
沕水	miːʃoj
沖	tsoŋ˨˩
沖縄 (okinawa)	tsʰiŋ˨˩˦ sin˨˩˦
沙	sa˥˩
沙井	sã˥˥tɕiaŋ˨˩
沙井蚝	sã˨˩tɕiŋ˥˥hou˨˦
沙僧	saː˧ʔakn
沙县	sǎ˥˥jɛn˥˩
沙土	tianxu˧˥ tt˥tsɯ˥˩ la˥˥ʂu˨˩˦ tianxu˧˥ɕtɕʰjɛ˧˥ʈwɤ˧˥
沙头角	saː˧˥tʰiːu̯˨˩kɔːk̚˧
沙巴	sabai̯
沙悟净	sa˥˩ɛem˨˩tsĩ˥˩ i˥˩
沙撈越	sǎ˥˥lɑʊ˨˩˦jɛ˥˩
沙田	saː˧˧tʰan˥˩
沙田坳	sa˥˧tʰjɛn˨˩ a˥˧
沙縣	tɑ˥˥jɛn˥˥
沙葛	sakˈoi
沙頭角	saː˧tʰɐu̯˨˩kɔːk̚˧
沙鼻牛	saːrʔiːnˈngeːə
沟坜	tʰi˧˥
沟里	kelˈiˈ
没完没了	mua̯t˧waːi˨˩mua̯t˧˥liau˥˧
没想	mˈaʊkstɹɪɑn
沦为	n˧nv
沧海	tɕʰoŋ˨˩hɔːi˨
沧海一粟	hɔːŋ˥
沧海桑田	hɔːi̯˨sʰɔːŋ˧˥
沮丧	tsɯ˨˩˦sʊŋ˥˩
河东狮吼	tʰoŋ˨˩ tsu˥˧
河北省	hʔʔsæːn
河南	koɯna
河南岸	koˈnaˈmˈgat
河坜	xɔ˧˥la˥˥
河坝唇	pɔ˥˥pa˥˥sən˨˩˦
河坝水	oˈpas tɾe
河坝田	pʰa˨˩paː˥˩ tʰan˥˩
河壢	hɔːlɑkk
河壩	ɦo˨˩˦pa˥˥
河婆	pɔ˥˥pɔ˥˥
河池	ˈɔksɨ
河源	aɫŋen
河源市	hoŋ˨˦ian˨˦ sĩ˥˥
河源話	onjanva
河源话	n˩˩˦an˩˩˦vaː˧
河溪	hɔ˥˥kʰaj˥˥
河漘	xɑ˧˥
河畔	ho˧˧pan˥˥
河童	ho˨˦tʰʊŋ˨˩
河谷	kʰaː˧˧
沸水	pi˥˧ʂʰɪ˥˧
沸流	pue ljoʊ˨˩˦
油	ljoʝ
油桐花	iu˨˩tʰʊŋ˨˩faː˥
油泵	iu˨˩ fam˥˩
油漆	i˥˩
油灯	i˥˩st˥˩st˥˩
油然而生	tiu˨˩ i˧˥ i˨˩˦sǎŋ˥˥
油甘仔	iu˨˩ kam˥˥ tɕæ˥˥
油箱	ju˥˩sœ˥˥
油菜	hŋ˥˥tsʰai˥˧
油豆腐	il tʃiw˥˥fu˥˥
油門	iu˨˦mun˨˩
油門開度	jo˧˥muːn˧hɔːj˧tuː˧
油麦	ne˨˩
油麻地	ɪu˨˩ma˥˩ tʰi˥˥
治好	sɯ˥˥xoʊ˥˩
治本於農	tsʰɯ˥˥ʈɯn˧˥tsɯ˧nʊŋ˨˩˦
治水	tɕʰi˥˥ʂweɪ˨˩˦
治療	tsɯ˥˥ljɑʊ˨˩˦
沼泽	tsa˥˩w˧za˥˩
沽名钓誉	u˨˩˦ ɪŋ˥˥tɕjɑʊ˥˥i˥˩
泅水	tsʰiu˨˩ʃoi˨˩
泉	san
泉下	ln
泉州	tsiŋ˨˩tsiu˥˧
法	fã
法兰克-普罗旺斯语	faːn˥˧lɔːan˧kʰt̚˨˩ pʰuːlɔːwŋ˧sɯː˧iːn˧
法兰克福	hlaːn˧kʰt̚˨˩oʔt̚˨˩
法兰西	fap lan si˥˩
法典	fˈakːtˈ
法国	fˈap
法國	femɛke
法学家	tsako˥˩ ka˥˩
法律	fou˥
法拉第	lɐi̯˨˩ tʰiː˥
法文	fˈakˈfˈɔn
法权	fap˥ kʰeː˧˥
法治	fap˨tsʰi˧˥
法老	fʔlɔː
法蘭西	fa˨˩˦lɑŋ˨˩˦
法语	fap˥˥ni˥˩
泗水	si˥˧ soj˨˩˦
泛	pam
泡沫	aɪ
波	aɔ
波士顿倾茶事件	lo˧˧sɔ˧˧tən˧˧kĩ˧˧tʰa˥˥suː˨˩keən˧˧
波斯王朝	mo˨˩˦ʂɚ˧˥wʔŋ˧˥tsʰɑʊ˨˩˦
波斯语	boːst niː
波段	pau̯tɔan
波羅蜜多	po˥˩lɔ˥˩ mɛ˥˥tɔ˧˧
泥土	hn˩˩˦lɤ˥tʰuː
泥坑	ni˥˧ kˈan˨
泥尘	nai˥˧tsʰɤ˨˩˦n
泥沙	najsaː
泥浆	nai˨˦tsioŋ˨˦
泥竉	ne˩˥ː lo˥˩ːŋ˧˧
注册	tɕuːt˥tsʰɑŋ˨˩˦
注定	t̚˧
注音	t̚˨˩˦y˥˩ i˧˥m
泪花	luj˧˥faaː˥˩
泰勒	tʰaʔlɛt
泰和	tʰɐi̯˨˩pɔː˨
泰国	tʰaai˥˧kwɛ˨˩˦
泰姬陵	tʰaːiːkʰiː˧lɪŋ˨˩
泰美	tʰa̠˥mu˥˧
泼	kʰaː
泽	tsoŋ
泾渭分明	tɤ˧˥weɪ˥˩ kun˨˩˦mi˨˩˦
洋流	jʔljoʔ
洋溢	jˈɔ̃it
洋芋	jɑŋ˨˩˦u˥˩
洋铁桶	jʔk˥ tʰit˦˥ʰwŋ˥˩
洗净	sɯ˥˩ tɕʰjɑŋ˥˥
洗涤	sɛː˧˧tʰiː˥˩
洗碗	se˨˩wɔːn
洗衣机	se˨˩ʔiː˨˩ʰti˥˩
洗衫裤	ʃaʃaŋ˨˩˦kʰu˥˩
洗身	sɛ˥˥
洗身房	seː˩˧siːn˨˩
洗身脚	se˨˩sin˥˧ kio˨˦
洗身间	sie˥˧sin˥˥an˥˧
洗面	sei̯˧
洛基粽	lo˧˧i˨˦tsɔ˧˧
洛夫	nˈɔftu
洛带	ləʊ˨˩tai˥
洛杉矶	n˧ok˨aːm˥˩kʰiː˧˧
洛阳纸贵	sik˦kweɪ˥˧
洛齐语	rɔ̄ːk˥ n˩˩˦iːoː˧
津津乐道	tsiːn˨˩m̩˨˩lɔːk̚˥ tʰɐu̯˥
津津有味	tsiŋ˥˥ tsiu˥˧mui˥˧
津津樂道	tsin˨˩tsin˥˩ lɔːkʰɔːŋ˧
洪	tɔŋ˨˩
洪流	fˈomlˌeːˈu
洪秀全	hŋ˨˩si˧˧u˥˧tsʰian˨˩
洪秀柱	fʊŋ˨˩˦siʊ˥˧ʈʂʰu˥˥
活	sæn
活劳动	faːt̚˧lɐu˨˩ tʰʊŋ˥
活動	fatˤ
活塞	kwa sɛt
活路	fã˥˥nu˥˩
洽谈	kiat˦ tʰam˥˥
派	tʰaɪ˥˩
派兵	pʰa˥˥
派大星	hʰtʰaːj˨˩sən˥
派生	pʰi˥˧sǎŋ˥˧
流	liu˨˦lau˥˥
流产	d̪iː˧θaːn
流利	liu˨˩˦
流到	ljo˨˩ta˥˩
流失	ljoŋ˨˩˦ ʂi˥˧
流川枫	ljoʊ˨˩ʈʂʰwan˥˥ fɤŋ˥˥
流川楓	pʰiːu˨˩ʈʰɔːn˧fɔːm˧
流年	ljɛn˨˩˦
流浪	ljoʊ˧˥lɔːn
流离浪荡	kiũ˧˧n˧kian˨˩
流通领域	ljoʊ˨˩˦ tʰʊŋ˥˥sip˥˥
流速	ljoʊ˨˩˦tsʰok˨
浄化	tsʰin˥˥fa˥˧
浅尝辄止	tɕʰian˥˥sŋ˥˥ tsu˨˩
浇水	kio˨˩sʊ˥˩i˧˧
浊辅音	tɕok̚˥˩pɔ˥˥
济济一堂	tsi˥˥ ji˧˧ tʰɔ˧˧
浏览器	hɪ˥˩ʔlaːm˥˩˦
浏阳	ljoʊ˧˧jɤŋ˧˧
浑浊	uən˨˩tsʰɒ˥
浓密	ne
浓烟	lʊŋ˨˩˦jɛn˨˩˦
浓重	lʊŋ˨˩˦ʈʂʰɤŋ˧˥
浙江	tsit˦koŋ˥˥
浙江大學	tɕæ˥˥kɔːŋ˧˥tʰa˥jhɔːk̚˦˥
浙江省	tsʰkʰɔːŋ˨˩ sen˥˩
浡	pɯ̞n˧
浦北	pʰuːk
浦城	pʰu˥˩sǎŋ˥˥
浩气	hɔːk
浩瀚	hɑʊ˨˩n˥˩
浪花	lɔ˥fɑ˧˥
浪迹天涯	lon˥˥tsiak˨˩tʰian˨˦ŋai˨˦
浮光掠影	hŋ˨˩ kʰoŋ˥˥ liɔ˥˧ jɐm˥˩
浮现	fiu˨˩ hẽŋ˥˥
浮生六記	saːŋ˥˥lok̚˨ ki˥
浮生若梦	koɔː˧saŋ˨˩dok˨mŋ˥˩
浮羅山背	pʰu˥˩ lɔ˥san˨˩ poʔ˥˥
浴	u
海	xoj
海中	hɔːi˨˦tsau˨˦
海丰	ho˧˧
海南岛	kʰɤ˥˩j˥˩nɑm˥˩tɔ˥˩
海啸山崩	hʊ˨˩ʃt˥ʰau˥˧san˥˩ piən˨˩˦
海嘯山崩	tsue˥˥ʰ tɕjɛ˥˩ʂan˨˩˦pian˨˩˦
海岛	ho˥˧ta˥˧
海峡	hɔːi˥˧sap˦
海底	aoi̯tai̯
海心沙	hɔːi̯˥
海斯	pʰaɪ˨˩˦ sɯ˥˥
海枯石烂	hɔ̀j kʰuː sǎk lan
海枯石爛	sɐt̚˨ laːn˥
海水	hoʔ˨sue˥˧
海沙	satʰ
海沸山搖	pʰoi̯˧˥sãn˥˥jɐu˨˩
海沸山摇	ɦɔjˈfuːst tan˩˥ː ɛw˧˥
海波不惊	pʰaː˨˦ i˥˧pɔ˥˥ pʰuk˨˩˦ xɑŋ˥˥
海波不驚	kʰua̯aː˧put̚˨˩ɛ̄ːŋ˧
海洋	hʊ̞jɑŋ˨˩
海洋公園	hɔːi̯˧˥
海洋生物	ha˨˦aŋ˥˥saŋ˨˩˦vən˥˩
海流	pʰaː˥˩luː
海燕	jɛn˨˩
海王星	sìn˥
海納百川	hɔːi̯˧˥ mɔːŋ˧
海綿寶寶	tʰɤ˥˥j˧˥sa˥˩ pau˥˥paʊ˥˥
海纳百川	kʰɔː˧i˨˩ nap˥tʰak˨˩ʈʂʰwan˧˧
海藻	hʊ̞˨tsɑʊ˥˧
海豐	oi˨˩fʊ˥˩
海豐話	hɔːi˨˩˦ fɔːŋ˧˥faː˥˥
海里	li
海阔天空	hɔːi̯˨
海陆	hɔːi˥˧liŋ˨˩˦
海陆丰	hɔːi̯˧
海陸	pʰwˈliːuk˨
海陸腔	hɑːj luːq tʰɑŋ
海面	jtsʰ
海风	pʰɔːi˨˩fɔːŋ˥
海鰍	hɔ˧˥e˨˦ʃiu˥˧
海鸥	oi euu
海鹰	hɔːi̯˧˥
海鹹河淡	hɔ˨˦e˨˦ hɑŋ˥˥ hɔ˨˩˦tʰaŋ˥˥
浸泡	tsiŋ˥˧pʰa˥˥
浸润	tsiŋ˥˧jyn˥˧
涂上	tʰu˥˩ʃa˥˧
消化道	tɕjɛ˧˥fa˥˥tʰaʊ˥˥
消散	siu˨˩san˥˩
消灭	tɕjɛ˧˥
消磨	siu˥˧mɑʊ˧˥
消费量	siw˨˩fɯ˧ljɛŋ˧˥
消逝	siua˥˧ʈʂan˥˩
消遣	tʰau˨˩ kʰeŋ˥˥
涉	tʃa
涌出	jʊŋ˨˩˦ʈʂʰɤŋ˥˩
涌起	sit˦
涡	ba
润	jʊn
涨价	tsʊŋ˨˩ ka˥˥
涩	kˈio
涯兜	nɐdˈeʊ
涯话	ˈo tˈa
涵义	nˈoʊ kˈæˈʌˈɛlˈɛ
涼帽	ljoŋ˨˩mâː˥
涿	tɔːtˈ
淋巴	lĩŋ˨˩ba˥˥
淋巴结	imbaːkie
淘宝	tʰɑʊ˨˩˦pɑʊ˨˩˦
淘气	hɑːʋ˨˩hiː˨
淞滬會戰	suŋ˨˩fu˥˩ʔfi˥˩ʔan˥˩
淡水	tʰaŋ˥˥suːi˨˩
淡水镇	tʰaːm˥˩sʰua̯iː˧˧tɕin˨˩
淤泥	i˥˧laːi˨˦
淨	tsjɛ̀ŋ
淫	nˈe
淮左	fai˥˧tsuɔ˥˧
淮河	fai˥˥joʊ˨˩˦
深	tɕʰiːm˥˩
深信	tsʰan˨˩sin˥˥
深圳	tsun˨˩
深圳大学	tɕʰiŋ˨˩˦nʈʂən˥˩tʰaɪ˥˥xɑʊ˥˩
深圳市	tɕʰiŋ˨˩˦ʈʂɤŋ˥˩
深圳湾	tɕʰiŋ˨˩˦ʈʂən˥˩man˧˥
深圳通	tsʰan˨˩tsun˥˧tʰɔ˥ŋ˥˥
深感	sim˥˥kã˥˥m˥˩
深浅	tsʰən˨˩˦n˥˥tɕʰjɛn˨˩˦
深渊	tʰiː˥˩m˥˩jɛn˧
深秋	tsiu˥˧tsiu˥˧
深紅	tsʰim˥˥
深造	tɕʰi˥˧m˥˩ʈʂʰɔ˧˧
深重	sin˨˩mʰ˥ʈʂʰɔ˥˧ŋ˥˥
混为一谈	fɤ˧˥wɔːŋ˨˩˦ji˥˩ tʰa˥˥
混作	funtɔ
混合物	fʊ˥˥kʰʌp˨˩wɤt˥
混战	funtˈɛn
混杂	fun˨˩˦tsʰa˥˧
混沌	fon˥˥ tʰon˨˩
添加	tʰiam˨˩ka˥˥
添忘	kiam˨˦mõ˥˥
添放忒	siam˨˩ioŋ˥˥ tʰe˨˦
清	tʰiːn˥˥
清亮	tsʰin˥˥ljoʊ˥˧m
清兵	tsʰĩ˥˥ pi˧˧
清军	tɕʰiŋ˨˩yn˥˥
清凉	tʰĩ˥˥ liau˨˦
清华	tɕʰi˧n˨˩faː˥
清城	tɕʰɪn˧˥sǎŋ˥˥
清廷	tsʰin˥˥tin˨˦
清政府	tɕʰin˥˥tsĩŋ˥˥ fu˥˧
清早	tsʰi˥˥m˥˥tsʰɤ˨˩˦
清明	tɕʰiaʔ˨m˥˥liãn˧˧
清明粄	tsʰi˧˧ min˨˩ pan˥˩
清末	n˥matt
清查	sin˥˥tsa˥˧
清楚	tɕĩŋ˨˩˦tsu˥˧
清流	tsʰin˥˥ljɑʊ˨˩˦
清澈	tsʰin˥˥tsʰan˥˥
清華大学	faː˧˥hɔːk̚˥
清華大學	tɕʰiːn˨˩fa˨˩tʰaʔe˥˥hɔ˥
清辅音	tʰiŋ˥˧pʰu˥˩ jɪm˧˥
清远	tʰi˧˥ iən˥˩
清静	tsin˨˩tsin˥˥
清音	tɕjɛŋ˥˥
渉外	tsjak˨ nɔi˧˧
渗	tsam
減檔	kãn˥˥tɔŋ˨˩
減速	kã˥
渝	i˨˩˦
渤海	hɔːi̯˧
温家宝	k̚˥˩aː˧p̚˥˩ʔou̯˨˩
温州	un tʃiu˥˧
温度	kntʰuː
温庭筠	pu˧˧tʰi˧˧nkʰu˧˧
温文尔雅	dˈaɪ
温泉	fɪŋ˥˥tsʰaɪ˥˥
温饱	tsuən˨˩˦pɔ˥˥
港珠澳大桥	tʰiu˨˩ tsu˨˩ hɑŋ˥˥tʰaɪ˥˥kʰɪ˥˥kioŋ˨˩˦
渲染	tsian˥˥ jɑn˨˩˦
游	juː
游人	jɯː˩˦niː˥˩
游到	juːtɔ
游戏	lu˨˩˦ʈʂɚ˥˩
渺小	miau˧˧ɕjɑʊ˥˧
湊	tɛm
湊近	tʰau˧˧ kiau˥˧
湖光山色	tsu˨˩˦kʷɔːŋ˧˥ san˥˩seŋ˨˩˦
湖南卫视	tʰoʊ˨˩˦nɑŋ˥˩ ʂɚ˥˩
湖南省	u˨˩˦ n˥˥am˧˧sian˥˧
湖边	tianxu˧˥ tt˥tsɯ˥˩ la˥˥ʂu˨˩˦ tianxu˧˥ɕtɕʰjɛ˧˥ʈwɤ˧˥
湖镇	fuziŋ
湖镇镇	tʂɪŋ˥˥tɕʰɪŋ˥˥
湖鰍	fu˧˧
湖鳅仔	fu˧˥
湘	sioŋ˨˩
湘西會戰	siu˥˧si˧˧ fi˥˧ tsain˥˧
湛江	sã˥˥kɔ˧˧
湯圓	tɔŋrən
湿湿溚溚	sip˦sip˦tap˦tam˥
湿热	sik
溃疡	kʰi˥˧ jʊŋ˨˩˦
溅	sian˥˥
源于	ni˨˩˦
源城	nian˨˩sang˥˥
溜之大吉	pʰiu˧˧tsit˨˩aɪ˥˩kin˥˥
溜水	liu˥˧sue˥˧
溝壢	kio˨˩ lɐŋ˧˧
溢	e
溦	moj
溪	həˈɪ
溪水	hɐi˧˥ suːi˨˩˦
溪流	ke˥˥ liu˨˦
溫	nɔːn
溫文爾雅	wən˧˥wən˧˥a˥˧
溶化	jʊŋ˨˩˦fɑŋ˥˥
滋润	tsɯ˨˩˦ lɑŋ˥˩
滑哥	kʰuaʔkʰoː
滑翔伞	tɕʰœːŋ˨˩ saːn˩˧
滑行	wat̚aŋ
滑行鎖	wɒt hk̚˨˩sɒː
滔滔	tʰau˨˩tʰau˨˩
滗酒	pit˦˥ siŋ˥˩
滚动	tsʰũ˥˥ tʰʰɤŋ˥˥
滚水	kʰun˥˥suj˨˩
滚瓜烂熟	kʰuən˥˥kua˥˧laŋ˥˥sok˨
满	man
满公	man˥˩ kũŋ˥˧
满叔	man˥˩sok˨
满叔婆	malʲt ʃo
满口	mãn˨˩kʰɛːʊ˨˩
满地	mâːn˧tʰiː
满天	mantan
满婆	mɛ̃˨
满子	man˥˩ tsɯ˨
满是	man˨˩˦sɯ˥˥
满毑	mɑŋ˧˥tɕja˥˧
满腔	mankau
满腹经纶	mǎn˧pʰuk̚˨˩kʰi˧n˩˩˦n˧
满足	man˥˥tɕiŋ˥˧
满面	muːnˈmjɛ
满面春风	mãn miːn tʃyːn fɔm
滥	lɑm
滥用	lampion
滥竽充数	ɑ˥m˥˥ɛ˨˩i˧˥tsʰʊŋ˥˥su˥˥
滨	lin˨˩˦
滴	tɛ
滾瓜爛熟	kun˥˩tɕa˥˧ lan˥˩k̚˨˩
滿姑	mãn˧˧kuən˧˧
滿姨	man˥˥
滿腹經綸	man˥˥sok˨ kĩ˥˥n˥˥nguən˧˥
滿面春風	man˨˩˦mjɛn˥˩ʈʂʰyn˧˥fɤŋ˥˥
漂	piau˥˧
漂移	pʰiu˨˩ i˥˩
漆	tɕiŋ˨˩˦
漚	tiu˨˩
漢劇	hɔːnˈkʰæ
漢少帝	huan˥˥sau˥˥tʰi˥˧
漢惠帝	aɛfˈlˈiti
漢文	hɔːn˥˥muːn˨˩
漢文帝	hoŋ˨˩uən˧˧tiː˥
漢景帝	hoan˧˧ kiŋ˨˦ tʰi˥˥
漢武帝	hɔ̀luːtiː
