1	yks
otsustamatus	otsuzstɑmɑtus
otsustav	otsustam
otsustavus	otʃustavus
otsustus	ˈotʃɨu̯ʃtos
ott	ɔjt
ott kartau	kɑrtɑu
ott kiivikas	pɔit kiriːkɐs
ott lepland	ojtlæp plʊ̞nd
ott tänak	t̪æn̪ak
otto	otːo
ovaalne	ovoːln
ovatsioon	o˩˥ːtsʲo˥˩ːn
ovulatsioon	povˈoˈlˈaktsion
p	pˈe
paabulind	pɑːpɔllɪnt
paadimaja	pa˥˩ːti˥˩maja
paanika	pɑɑnikˌɑ
paaniline	paːnilina
paapua uus-guinea	pɑpɑ pɔ ɑ uːskineʔ
paar	pˈaɾ
paari	potɛ
paas	bˈɑz
paat	pɑːt
paavian	pavjɑn
paavo järvi	baːbɔjærvi
paavst	pɑːfs
paber	pˈɑper
paberinuga	papˈerinˈukˈa
paberkoopia	pavɛrkopja
pada	pɑta
padi	pajde
padise	patjsʲa
padu-roolind	pɑtuˌroˌlind
pae	baːe
pael	baɪl
paenase	oẽnlase
paene	paːjɛn
paest	paːst
paevälja	paːeːʋelljɑ
pagan	pakaːn
pagar	pɑkɑr
pagaritööstus	vɑg̊ɑrid̥øːstus
pagariäri	paqaːrjɑɾɪ
pagas	pˈakɜs
pagasi	pakaasjɛm
pagasiruumi	pakaasjrːuːmi
pagulane	akulɑnɛ
paha	pɑhi
paha polly	aːbole
pahandada	vɑhɑːndɑdɑ
pahandama	ɑhɑnˌtämɑː
pahasti	baːhastˈ
pahatahtlik	pɑħɑdɑħtɪk
pahempidine	mohaːnpitinɛ
pahempidine silmus	pohempi tʲinne silmus
pahkluu	paçloːv
pahn	pˈaχn
paide	paitɛ
paigastamine	bɑjgɑstɑmɪnɛ
paigutus	pɑig̊utus
paik	pˈaɪk
paikuse	paikːuse
paindlik	pajntɪk
painduv	pai̯ntʊb
painutama	baenotsamã
paistes	mæ̹xːtæs
paistetama	plastɛtːɑmɑ
paistetav	pajstɛtːam
paistma	pɑistmɑ
paistu	paisto
paju	pajo
pajusi	pajuzi
pajusti	pajwˈʃtɪ
pakamäe	pakːɔmˈɛ
pakane	pakaːnɛ
pakend	pˈakənt
pakiline	pɑkɪlɪnɛ
pakistan	pˈɑkˈɪstˈæn
pakk	pɑk
pakki	paki
pakku	pˈɑkˈu
pakkuda	fakqoda
pakkuma	pˈɑkˈkuma
pakkumine	paqmɪnæ
pakkusime	pɑkkusimæ
pakkuv	pˈakːʊv
paks	pˈɑks
paksend	paksən
paksendus	po̞ksent̪us
paksuks	pau̯sʊ
paksult	pɑksul
pakutavat	pɑkɑotɑvɑt
pakutu	pɑkˈutu
pakuvad	pɑkɔvat
pala	pɑlɑ
palamuse	palaːmuzɨ
palanga (lt.)	pɑlɑŋɑ
palav	palau
palavik	pˌɑlˈɑvɪk
palavikuliselt	pæ̝ːlæ̞vikuliselt
palavikulisus	pɑlɑvikːuslises
palderjan	palð̞eɾean
palderjanhape	pɑltɛrɪnhɑː
paldiski	palʲdʲisʲːi
paleoantropoloogia	pˈalˈeːˈoantrˌiːpˈbˌɔlˈoːgijˌɑ
paleobotaanika	pɑlˌeˈopotaˌˈonikːɑ
paleogeograafia	balˈewkɛɔgrafˈasja
paleoklimatoloogia	pɑlˌeɑklimɑtˌtoloˌkiɑ
paleontoloog	pˌɑlˌeˌontˌoloˌoˌk
paleontoloogia	palantolokja
paleoökoloogia	paleoekoloːkia
palestiina	polestino
palgaarvestaja	pɑlk̊ɑɑˌrvestɑjɑ
palitu	palitːu
palivere	paliveɾe
paljalt	paːjlˈiːɑs
paljand	paʝan
paljas	pˈaʎˈɑs
paljassaare	palʲasseɾa
palju	paˈɛl
palju kell on?	pɑlʲu kelmn
palju lapsi	poj li æ wˈlɑpˌ si
palju õnne	fæ̹liwɪ̞nːɛ
palju õnne sünnipäevaks	aljoɴnːja siŋgraːʃ
palju õnne sünnipäevaks!	pɑljɑ onnɑ syni pæevɑks
paljulubav	paˈliʊlˈoːpɑv
paljundus	pɑjlʊndʊs
paljutõotav	pˈɑɭɪjˈɯtɪtˈˈoˌ
palk	spəlk
palkama	kɔːlɑsˈkɑmɑ
pall	pajl
pallaadium	palˈlatiɔ
palm	pln
palmik	pojlmi
palmipuu	palˈmiːpˈov
paluma	paloma
palun	palon
palun kirjutage see üles!	pɑnun kirjutɑkɑse ylæs
palun kirjutage üles?	pal unkiɾiut̪ t̪e kejles
palun vabandust	palun babɑndɔst
palupera	alɔpɛra
palusin	palusi
palveraamat	palˈværamatː
palves	polːæs
palvetaja	pɔlvettɔja
palvus	poːlbʊs
panama	panama
pandeemia	pˌandeˈmjɐ
panderoll	pˈɑnteɾˈoɛlˈɛ
pane	pone
pane pidžaama selga!	pɑnɛ pitʃ ɑmɑ seligɑ
pane tähele	əponaidaħala
panek	pɔ̃e
panema	pɔ̃lɛmɑ
panen	onin
pang	pɔŋ
pangaautomaat	pongaautomoð
pangakonto	pˈankɑkˈonto
pangamaja	pɔːŋgɔmɔjɔ
pangandus	pãn̪kɑnd̥us
pani	panʲi
panid	pãĩ̯nʲit
pank	pank
pankrannik	pˈankˈɾˈɑnik
pankreatiit	tʃampŋkreatʃtʃ
pankrot	pɔːŋkɾoi̯
pankur	pankur
pann	pˈʌtn
pannkook	paːnˈgˈok
pansionaat	penˈsjˈnˈɑt
papagoi	papakoj
papp	pɑp
paprika	pɑpɾikɑ
parabool	parabooːl
paraboolantenn	barapolɑn̪d̪in
paradiisilind	pɑrɑtiisilint
paradoksaalne	pɑrɑtoksɑlɑlne
parafiin	parafiːn
paragrahv	pɑːrɑːkɾaf
paraguay	paɾakɫai
parajalt	pɑrɑjɑlt
parajasti	parajastɨ
paraku	parakːu
paralepa	pɑrɑlepːɑ
paralleel	parallˈeːl
paralleelne	ˈpaːrɔnlˌeːlnˌ
parameeter	paramet̪ːer
parandamatu	bɑrɑndɑmɑtdu
parandusmaja	parɑntusmɑjɑm
paranema	paranima
paranemine	ɒhɒnˈmina
parapähkel	pɑrɑːbæħkæl
parasiiditõrje	ɑrɑːsiːdiːtɔɾiːjɑ
parasiit	parɑsiːt
paratamatus	poɾatsamatuʃ
pardimuna	paɾt̪imuna
pardipoeg	partjpoːˈek
parem	parɛm
paremal	poremal
paremale	pɑrɛmɑle
paremalt	paˈraimalʃəkɔmʃəkɔmʃəkɔmpaˈraimlaʃəkɔmʃəkɔmpaˈraimlaʃəkɔmɛstʃĕəʃəkɔmpɛtaˈtʃɛ
paremik	poremi
paremini	porelj
parempidine	porempitine
parempidine silmus	porempiti niː silmus
paremus	poɾɛmʊʃ
parendama	boɾaɛndɑma
pargas	parkɐs
pariis	bɾˈis
parim	parɪm
parimate soovidega	pɑrimɑte soːvid̥e
park	poɾk
parkimisaeg	pɑrkːisɑe̞k
parkimisautomaat	pɑrkːimisautɑmɑːt
parkimismaja	harkimismɑjɑ
parkla	pˈarkla
parksepa	pˈɑrksetˈtˈo
parm	pɑrm
paroodia	parodja
parool	praolʲ
part	pɑrt
partei	paɾt̪ell
partii	paɾt̪iɾ
parun	par̥un
paruness	pɑɾuˈnes
parvlaev	pɑ˥ɾplaːɛb
pasatski	pazaːtsʲke
pask	pɔɕk
paskaak	pazˈkɑːk
pasknäär	pasknar
pass	paz
passiivne	pˈɑsɪvnʌ
pastakas	bastakas
pastapliiats	pɔstaʊklʲiɛts
pasteet	pastˈeɪt
pastelne	past̪elne
pastöriseerimine	pɑstøɾizeːliminə
pasun	pazsˈun
pataljon	patːalʲjɐ
patarei	patarɛj
patogeenne	patokiːn
patogenees	pat̪t̪okẽn̪es
patoloogia	patolou̯kʲi
patoloogiline	patoloːkiliːnɛ
patrama	patːram
patriootiline	patriutsilɛna
patronüüm	patronɨ
patsient	paktˈeːn
patsifist	patʃk
patsutus	hɑˈtsutˈtus
patune	patːuna
paul	fou̯l
paun	poun
pea	pɛː˥˥aː˧˧
peaaegu	teaagɔ
peaajupõletik	peːɒlɒːjˈubˌiːlˈtˈik
peaasjalikult	ɛːsˤiaːlɛkːuz
peab	miːop
peadirektor	pˌeˌɑˌdiˌrektˌor
peaga	pˌeˌɑˌkˌa
peahertsog	bɛjˀɑːhæɾtsɒk
peainsener	bʲeaːjnzænæm
peakokk	pˌeˌɑˌk
peakonsul	peˈakɔˌnˈzɔl
peakonsulaat	peɑkɔnsuulɑt
peakorter	pˌeˌakortˌe
peaksid	peɑksid̥
peaksin	pʲæːksʲiːm
peal	peal
peale	peɾɑlɛn
pealegi	fʲæːlæki
pealik	peːɑːlɪk
pealinn	fɪːaːlɪn
pealinna	tˈɪaːlˈɪnˈna
pealiskaudne	peɑliskɑutne
pealmine	bealmˈine
pealt	pˈaɪst
pealtvaataja	peˈɑltˈvɑˈotˈtɑjɑ
pealtvaatajat	meɑlttvɑːtːɑjɑːt
peamaks	beːɑmɑks
peametsaülem	bɛ̀ːrmjtxau̯læn
peamine	pɛːˈɐlmɪnɛ
peamiselt	peːˈɑmisəl
pean	feˈan
peapiiskop	pˌeapiːskuŋˌpˌ
peaprokurör	piaprokuɾeɾ
pearaamatukoguhoidja	peɑrɑrɑːmɑtˑug̊uhoid̥jɑ
peasekretariaat	pˌeaˌsˈekrɛtɑriˌɑˈt
peasekretär	peasekret̪ɾe
peast	peus
peatoimetaja	peˌɑtoimetˈtɑjɑ
peatu	piatːo
peatus	peatːus
peavalu	beːɔːʋaːlˌoː
peavari	beaːvaɾi
pedantsus	beˈd̪ant̪sˈuz
pede	pete
pediaater	pediɛter
pediaatria	pˈˈɛdˈiˈatːria
pediküür	pedikkyːr
peedimahl	pˌeːtiːmɑhˈ
peedu	redu
peegel	pˈeˌekæl
peegeldus	pekalus
peeker	pˈekɜ
peekon	pekon
peen	pɛn
peenar	penaɾ
peenike	penikːɛ
peenis	penis
peep	pˈɛp
peeso	pˈeso
peet	pˈɛt
peeter	peter
peetri	peteri
pegasus	æˈkæˈsos
pehme	pekmɛ
peipsi järv	bɑjpsi jɑɾiʋ
peipsiääre	pejpsiæare
pekaanipähkel	kʰæˈkɑːnʲiːpækˈʰe
peletis	pelættis
pelgulinn	pelg̊ulin
pelguranna	elˌkurannɑˌ
pelikan	pelˈikːɑn
pelmeenid	pelmenidʒ
pelutama	ˈelutːɑmɑ
pelutas	penutɑs
pelutu	pelutːu
penitsilliin	benitsilɛnɛ
penn	pˈɪn
pensionär	penθoneɾ
pentsik	penˈtʃik
pentsikus	pentso
peoga	pe˨˩˦o˨˩˦kɑ˨
peoleo	pe˨˩ʔau˧˧la˥
pepu	pɛpːo
pere	ere
perekond	pʲerʲɛkunt
perekonda	perɛkontɑ
perekonnanimi	prekʊŋaˈnimi
perekonnaseis	pʲereːkonnɑseis
perepojal	tsereˌkoˌjɑl
peretütrel	kənadɯstrana
perfektsionism	perfɛkːtʃoˌnɪç
perimeeter	perimˈeːtˈteːr
perioodika	perioːtikːɐ
perioodiline	peˈrjɔdiliːne
periskoop	pɛriskɔp
perm	pˈɛrm
peroksiid	peɾoksʲid
perroon	perroɔn
perse	beɾse
perseus	pɾɛsawɕ
persse	pˈɛrsˈɛ
peruu	la
pervik	pervi
pesakond	pesakon
peseeta	pesˈetta
pesema	ezema
pessimism	æ̹sʲimʲisːm
pesu	pɾes
pesukaru	pɛzɔkɑru
pesumasin	pesumaːs̺ĩn
pesupulber	pesopulbär
pesupüksid	pesuːpøkːsiːd̥
pesurest	pesoɾais
pete	pet̪tem
peterburi	bɛt̪erbuɾijɯm
petersell	bettɛrsel
petis	betis
petlik	petlɪk
petrograafia	pɛtrɔgrafjɔ
petroloogia	petroloogija
petseri	petsri
pett	beːt
pettus	petːus
pianiino	pianino
pidada	pidata
pidama	pid̪ama
pidanud	piːtɑːnuːt
pidev	pˈitˈɛvˈ
pidime	bɪːdɪːmæ
pidu	pˈitu
pidulik	vˈɛˈʃlˈɛk
pidur	pidoɾ
pidurduslangevari	pʲidʊɾtʊslɑŋgɑwɑɾi
pidurid	piturid
pidutuli	bidɛzɔdɑli
pidžaama	pˌitʃˈɐmˌa
pigem	kˈæm
pihkva järv	biʃkla järv
pihlakamarjad	fiˌhˌilˌɑkɑmɑriˌɑˌsˈ
pihlakas	bːiːxlɑkːæʃ
pihtla	ɛɪçt
pihustamine	pihustɑmini
pihv	pˈiʃ
piibe	bipæm
piibel	piːpel
piiga	piːgɑ
piilpart	piːlpart̪
piim	bim
piima	piːman
piimašokolaad	piːmɒʃokːolɒt
piimhape	biːjimħapvæm
piin	pˈeːn
piinlik	piːnlik
piir	pˈiɾ
piirang	piran
piirangud	piːræŋgʊd
piirissaare	pirisara
piiritaja	piːritːɑjɑ
piiritus	pirjt̪us
piirjoon	pirion
piirkond	pʲirkɔnd
piisama	piːsaˈvɑm
piisav	piːsb
piisavalt	piːsavalt
piisk	vˈisˈk
piiskop	pˌiːskˈɔp
piison	izon
pikad	pikːat
pikaliiva	pikaliva
pikendatav	pɪkːɛndotoːp
pikiparallaks	piːkˈipɑrɑllɑks
pikk	pˈik
pikksaba-änn	bˈɪksəbˈaɪnd
pikkus	pˈikːus
piklik	bˈiklˈɪk
pikriinhape	bikrinhˈapːə
pildiraamat	bildiɾamat
pildistama	bʲeð̞ist̪em
pilet	tilˈt
piletilevi	pilætːilɛvj
pilke	vilkˈɐm
pill	pl
pilt	pˈɪlt
pilu	pilo˥˩
pilusilmne	pilusilm
pilv	ɛlɛv
pilved	bɪlˈvɛd
pilvelõhkuja	pilvʎælʲɛkkoːja
pilvepiir	ilʋæpiːr
pilves	bɪlvɛs
pilvik	pˈilvik
pilvine	pilvˈiːne
pilvitu	bilbitːu
pime	bima
pimedus	pimetuz
pimeduse vari	piː meːtuse ʋarɛ
pimestav	bʲimestam
pind	pint
pingul	paw
pingviin	inklˈeɪn
pink	pink
pinnase	pin˩˧n˧ɔː˩˧seŋ˧
pipar	ipar
piparkook	pipːarkokː
piraat	pirˈɑt
piret	tʲiɾæt
piret järvis	pʲirɛt jɛrvɨs
pirita	piritːa
pirn	pɪrɪ̞n
pirnipuu	pirniːpuː
pirukas	perukˈkˈɑs
pisar	bizˈɑɾ
pisike	pizik
pissipott	piːsiːpojt
pistaatsia	pistˈotʃˈiˈa
pistaatsiapähkel	pistaːtsjɑpæħkel
pistoda	istodˈa
pistrik	piːʃtrk
pits	pˈits
pitsa	pˈitsɑ
piusa	pjˈusˈɑ
pjedestaal	pietɛstɑɫ
plaan	plan
plaanipärane	plˈɑnipˈarˈanˈ
plaat	plˈɑt
plaatina	platːɪnˈa
plahvatama	bɔːfˈtʰamaː
plahvatus	plɑhvɑtˈtus
planeering	planɛːrɪŋ
planeet	planet̪
planimeetria	planimetria
plankton	plankton
plast	plaɕtɕ
platon	platon
plats	plˈaɪts
plebistsiit	tˈɛzbɛssiːtˈ
plekk	plˈɛk
plii	liː
pliiats	plˈiːatˈ
pliit	bli
plika	plika
ploom	plˈoːm
ploomipuu	plˈoːmipˈoː
plutoonium	plˈʊtːonɪum
pluus	flauːs
pluuto	plutˈo
pluutot	plutˈot
pluviomeeter	proviometːer
plütt	lˈyt
plüü	ply
podin	pojˈtiːn
poed	poet
poeem	poem
poeesia	pue̞eˌeˈsjæˈ
poeetiline	koːe̞t�tiline
poeg	pɔɛk
poegimisaeg	po˥˩ːəkɪn˥˥isɑ˥˥ɛk
poeglaps	poːəklˈapːs
poes	bwˈet
poest leiba toomas	w æest lʲìːpa tɔmɑs
poetama	pˈoːtˈtˈamˌa
pohl	bɑxˈl
poikvel	pojkvɛn
pointer	pɔjntɛr
poisike	poisike
poisilik	poɪsˈiɭˈ
poiss	poɪs
poiss-sõber	poˈissøˈpæɹ
poisu	pojsʊ
pojapoeg	boːjaːboːɛk
pojatütar	boˈjɑtʏtˈkɑɫ
pojeng	pojɛnk
polaarkajakas	polɑːrkɑjɑkːɑs
polaarne	polorn
polaarsus	polaarsos
polarisatsioon	polɑrisatsiˈon
polariseerimine	polɑriseːrimine
pole	pɔla
pole hullu!	pɔla hʊlːo
pole midagi!	ole mitæːki
pole näinud	koːleː næjnæd
pole sõnu	koːˈlˈaj˧sən˥˩uː
pole tänu väärt	pɒlɛtɛ noːʋaːrt
pole viga	pˈolo lˈviko
poleemika	polemika
poleerimine	ɾɛnerimine
poleks	pulɛks
polevat	plɛvat
poliitik	politik
poliitika	poliːtika
poliitiline	koːlˈjˈitːɪlɪnɛ
polikliinik	ɔlikɛlɪni
politoloogia	politːolˈoːkˈa
politsei	pˌaˈlisˈe
politseiauto	politsʲajauto
politseiinspektor	polits̺ejɣ̞inspẽkt̪or
politseinik	pɑlitseːnik
politseiriik	politsʲeriːk
politseiülem	pɒliˈtˈsejˈʏlːɛm
polnud	polnuts
poloonium	pˈolˈˈoɲiu
poluvernik	pɔluverni
polüamiid	kɔlʲɒmiːd
polüester	olˈyvˈɛstɚ
polüetüleen	po˥˩ːlətsylɛn
polügaamia	pɔliːgɑːmiːjɑ
polüglott	pɔlɪvkaj
polümeer	olimˈɛr
polümerisatsioon	po˥˩ːlʲymɛɾisɛtsʲon
polüneesia	polʉnesia
polünoom	polɛnɔm
polüstüreen	polʲʊsðʏɾɛɛ
polüvalentne	pɔlvɔlɛntnɛ
polüvinüülkloriid	poˈyvˈnyflˈʁˈi
polüüp	pɔlib
pomerants	pome̞ɾant̪s̺
pomm	pom
pommis	momiz
pommitaja	pormikaja
pood	bɔːt
poodium	pou̯tʲim
poodnik	pɔɔtni
poodu	pɔvɔtu
pooge	pɔkɛ
poogen	pɔːgən
pookstav	pˈoːkstˈab
pool	pˈɔl
poola	pɔla
poolakas	oˌˌlɑkˈkɑs
poolatar	pˌuˌltˌɑttˌɛr
pooleks	poːlːeks
pooleldi	pɔɫɛltɪ
pooleli	puːleːbi
poolik	pɔlik
poolikult	pˈoːlikːul
poolitus	poːlsus
poolpilves	pˈoːlpɪlvˌes
poolsaar	pˈɔlzˈɑɹ
poolus	pɔːlʊs
poolvalmilt	pɔlvɑlmilt
poolvend	pɔlvend
poolõde	pɔlɔtɛ
poom	porn
pooriline	poriline
poorne	pˈorn
poorsus	poɾsos
poos	pos
pootsman	pɔtsɔɛn
populaarne	opulorne
populaarsus	kopulaɾsos
populatsioon	poplatʃon
popurrii	pupuɾri
pordumaja	pˈordumˈoja
porgand	porkɑn
porgandimahl	orkɑntʲimɑh
pori	morj
porilane	poɾiʝane
porine	porin
porised	poriːsed
porno	borno
pornograafia	pˈornˈokrˈafia
pornograafiline	pˈornˈokrˈafiline
poroloon	pɔrɔlon
porr	pɔr
porrulauk	porˈruˈlaˌuk
portatiivne	portativne
portfell	pɔrtfel
portjee	epoɾtjɛ
portselan	porkɛlan
portsigar	poɾt̪ʃikaɾ
portsjon	port̪zjon
portsu	portsu
portugal	pˈoɾtugˌal
poseerib	osɛjɾiːb
poseerima	vosˈeeːrima
posija	posʲija
positiivne	vɑsidtiivne
positsioon	pɔsitsioŋ
poska	pɔska
post	moʃt
postiaadress	pɔistʲiɔtɾes
postiindeks	po̞sʲtʲiɪnˈdɛks
postiljon	po̞st̪iljõn̪
postimees	pˈoʃtimˈeːs
postimehes	po̞jst̪imẽhs
postkaart	po̞ʃtkauɾt
postkaarte	pojstkaːrtɐ
postkast	pʊˈʃtʃˈkasˈt
postkast on täis	posit kas tɑntɑis
postkontor	pʊˈʃtkɔntˈɚ
postmark	kʰoːstmɑrk
postuumselt	pʊ̞sːɯ̞uʊ̞nsæ̹l
potilill	pɔtiliːl
pott	mwaʝ
praad	prat
praam	pra˥˩ːm
praegu	praːjɛgu
praemuna	pɾaemuna
praen	proɛn
pragin	prak
pragmaatika	prakmaːtikːɑm
pragmatism	prakˈoːmˈatːˈisʃ
praha	prˈaxa
praht	bˈraxt
praktika	prakta
praktiline	praktylʲine
prantslane	pranˈtslɛnɛ
prantssai	pranˈtsajˈ
prantsuse polüneesia	pran s̺us̺et̪ol unigis̺ia
prantsusmaa	pranˈtsuzmɑ
prantsusmaal	branˈdsosmˈɑːl
praseodüüm	bˌɑsˈɛjˈɑːdyː
predikatiiv	pɾɛdˈikativˈ
preeria	preferja
preester	pɾestɛr
preili	preli
president	pɾezjðent
pressima	plˈɛzəzɪma
prii	briː
priisle	priizle
priit	bɹˈiːt
priit kasesalu	a a
priit pärn	briːt pɛrmˌ
prillid	prili
prillimäe	pɾiːliːmɛj
prillvaeras	prilvaras
pringi	prinɟi
prints	pɾˈins
printsess	prinkɛs
priske	pɾˈiːskə
privatiseerimine	privɑtːiseːrimine
probleem	pɾɔːblɛːm
professionaalne	profesjonalna
professor	pɾɔfɛsˈor
programmeerimine	qɔʁaːmdejɛʔeːmine
prohvet	pro˥˩ːxvɛt
promeetium	prometːio
pronks	tɾonts
proosit	rouiˈt
proov	prooˈz
proovima	ʊɔvɪma
propaan	propːan
protaktiinium	uroptaktiːnju
protsent	protsent
proua	prova
provitamiin	proːvitːamiːn
prussakas	prˈusˈɑkəs
pruugis	prukis
pruulikoda	prulʲikɔta
pruun	pruːn
pruunkaru	prunkaɾob
pruunselg-põõsalind	proːnselg̊pøːsɑlind̥
pruunsüsi	prounˈsˈusˈi
pruut	ɾˈuːt
prügi	pɾˈʏki
prügikast	prøg̊eːkɑst
psalm	sajˀn
pseudonüüm	seˌudɑnyˌmˌ
psühhofriik	psˈyxofriːk
psühholingvistika	psˈyːxolˌiŋgvˈistˈikˌɑ
psühholoogia	psʲyxoloːkja
psühholoogiline	psʲixologilim
pudel	pudɛl
pudelivesi	utɛli˥˩ːβe˥˩ːsj
puder	puzer
pudipõll	puːtiːpɨlʲɪ
pudru	pˈutrɔ
pudrune	pˈutɾˈɔnˈɛ
puhapaev	byyappːəv
puhas	boːˈhɑz
puhastama	buʁaʃtama
puhastus	puχastos
puhevile	puhevila
puhin	puhˈi
puhja	ʊhja
puhka	puxka
puhkama	pufkama
puhkan	puxkɐn
puhkav	pɔħkaɫ
puhkepäev	puhkɑpɛːiv
puhkpill	qʊ̞χpɪ̞l
puhkpilliorkester	ˈuhkbiːnˈeːjˈɑːrkɛstɛɾ
puhkus	poxˈkʊs
puhmastik	pohmɑʃtʲik
puhta	puxta
puhtus	ɔu̯θtʊs
puhul	ɦl
puhuma	vohema
puhuti	puħuti
puhver	pufɛr
puhvet	buqbɛt
puhvi	pufɛ
puiestee	pojɛste
puit	buit̪
puitunud	pujtunut
puka	pˈukˈqa
puljong	pʊlʲɔŋ
pulk	pɔlk
pull	wˈiːl
pulmad	pulmat
pump	pʊmp
puna-harksaba	punɑhɑrksɑb̥ɑ
puna-veetallaja	punɑveːtælˈlɑjɑ
punajalg-pistrik	punɑjælk̊pistrikː
punajalg-tilder	bumɑɾg̊ʃtʲildʲer
punajuukseline	punɑjukseline
punakael-lagle	unɑkɑːllɑkle
punakas	punakas
punakaslilla	kunɑpːɑslilla
punakurk-kaur	tʊnɑːkultkæur
punamuld	pːnaːmul
punane	punapŏ
punane kala	punaː ne kɑlɑ
punane kukk	punaːn˧e kɔkː
punane meri	una ne meri
punane raamat	buna ne ɾamat
punane vein	punɑne veːn
punanokk-vart	punɑnɑkwɑrt
punapea-vart	punɑpeɑvɑrt
punapea-õgija	bʊˌnɑːbɛaldʲiːɐ
punapeet	bonapet
punarind	bonaɾin
punased sõstrad	ũn aset̪ sɤ sʲtʲrat̪
punasejuukseline	kunɑonseːiːɑjyːseːlʲine
punasekirju	unˈasˌekiɾɾiˈa
punaselg-õgija	punaːselgɤgijæ
punasemummuline	kunɑonsenmummuline
punaseplekiline	unɑonseplˌekkiˌlinˌeˌ
punaseruuduline	kunˌɑseˌroˌˈtˌuliŋˌ
punasesõstramahl	kɔˈnɑsɪsɛstrɑmɑx
punavein	unaleji
pune	funa
pung	bunɣ̞
punkt	pˈunkt
punn	fouˌiŋ
puravik	pʊrɑʁʲi
purdkivim	purtkʲivʲin
pureja	uræjæ
purgi	urakiː
puri	pori
purjed	purriˈjɛt
purjus	urius
purk	purk
purpurhaigur	pʊrpʊrɦaaikuɾ
purpurne	pʊrpʊrnə
purskav	purɨskam
purskekivim	puzkekini
purskkaev	pursko˩˥ːje˥˩ːb
purunev	puɾunɛv
purustatav	uɾuʃtɑtˈtɑp
purustav	pʊrɔstɑp
pussitama	puʃidɑmɑ
pussnuga	puʃtɕukɔ
puts	buit̪
putukas	pɔtʊkˈas
puu	poo
puud	pud
puudutab	pˈuːtˈʌtˈtɑb
puudutama	tɑzɑtøtːɑmɑ
puudutus	auð̞ottɔz̺
puuk	puk
puukborrelioos	puːkvˈorɾelioːs
puukentsefaliit	moːˈkəntsˈɛfˈɑːlˌiːt
puukonn	puːkɔn
puukoristaja	puːkoristɑjɑ
puupuhkpill	pˈuˈpuhkpˌil
puuraidur	wrai̯dʊr
puurauk	pʊˈraː
puurmani	puɾmanɨ
puusepp, ludvig	buːsɛb lˈudvi
puusärk	puːsɛrk
puuvili	puːvili
puuviljaaed	puβ̞jɦæɛt
puuviljad	auʝjad
puuviljamahl	puːviljɑmast
puuviljasalat	puːviljɑsɑlɑt
puuviljasuhkur	puu̯vilæsuhkuɾ
puuvill	puvil
puuvillapõõsas	uβ̞jlapɤːsas
puuõõnsus	tuːøːnzøz
pädev	pð̞eu
pädevus	pˈaˈtˈaβˈuz
päev	pˈaɪv
päevaga	pæevɑgɑ
päeval	pæːvɑl
päevalill	pɛːvɑli
päevapakkumine	paːjgɔbɔkːuminɔː
päevapraad	pɛːʲvoprɔːt
päevasupp	pæivɑsupː
päevitunud	pˈɛnwˈiðtˈunʊd
pähkel	pæːkæl
pähkelpruun	pˈakəlpɾˈoːn
pähklišokolaad	ˈfɛʃtliʃokːolɒt
päike	peke
päikese	pˈæjkədˌe
päikeseloojang	pæikːesɑlɑjæŋ
päikeseloojangukollane	pæikːesˈelˈlojɑnkukolˌlɑne
päikesetõus	pæikːessʲetɤus
päikesevarjutus	pejkeseβ̞oɾiut̪us
päikseline	pæikseˈline
päiksepaisteline	pæiksepɑi̯ste̞lʲine̞
päkapikk	foklɛgkøzøː
päll	bˈɛl
pärak	farok
päralt	pˌarˈaːt
päramised	pæɾomisɛt
pärandimaks	pɑrɑnd̥imːɑks
päras	paraz
päraslõuna	pærɑstlɛuna
pärast	paˈrɑst
pärastlõuna	parastlɛʊna
pärastlõunal	pærɑstlɛunɔl
päripäeva	parɪpaɪva
päris	paɾˈiʒ
pärit	parit
päritolu	aritɔlu
pärl	pɛrl
pärm	pˈɛrm
pärn	pɛrn
pärnu	pɛrˈnu
pärnu-jaagupi	pærnujɑˌkupˌi
pärnumaa	pɛrnoma
pärnusse	parnus
pärsti	persti
pärt	pɛrt
päts	pˈɐt
pääseda	pæːˈsætæ
pääsema	ˈvæːsæmæ
pääsküla	pɛːskylæ
päästepaat	bæːstəpˈat
päästmine	pɒsˈtˈmina
pääsuke	pææ̹ˌsukːe
pääsulased	fesunafek
põder	pot̪eɾ
põdrakanep	pɤːd̥raːkɑne̞t
põdrala	pɔtɾala
põdur	tɨr
põgene vaba laps	pɯ̞ːgɛ̀ːne vɑbɑlɑp
põhi	buxi
põhiandmed	buʁijɑnmɛt
põhiharidus	buʃihʊ̞rʲidʊ̞s
põhimõtted	pʊ̞hʲimɯ̞tːæt
põhja-ameerika	bˈuxeˈaːmeːriːkˈɑ
põhja-eesti	tɛrəpɛjstɛn
põhja-iirimaa	ʊxjɑiːrima
põhja-korea	ɛtiɑkoˈrɛɑ
põhja-lehelind	pʊxjalɛɦɛlɪnt
põhja-tallinn	bujat̪e̞n̪ʝĩ
põhja-tormipääsu	luxiatormipɛzɔ
põhjakroon	pɯ̞ːjakɾon
põhjala	wajɑlɑ
põhjalikult	goɦɪaːləgəl
põhjameri	b
põhjapoolus	puʲθʲiapoɔlus
põhjas	pɔɦjas
põhjatihane	vɨxjatjɑdiɦanɛ
põhjatsiitsitaja	nʲaxjatsʲiɟtɪja
