aborigiidna	aborɛgjna
oahppabehtet	ɑahpæbæhtɛt
oahppagoahtiba	waħbɑgwɑħtibɑ
oahppagoahtibeahtti	poɔɦpɔkɔːɦtipɛɦtikau
oahppagoahtibehtet	ˈɑˌhbɑkɔhdipæˌˈhtet
oahppagoahtit	ɑɦpɑkːɑɦtit
oahppagoahtá	oɑhpɑkˌoahtˌɑ
oahppagoađán	oɑhpɑkˌoˌɑlˌan
oahppagoađát	boqpakoːjalˈbaxt
oahppagohte	oɑpakohte
oahppagohtet	ɔɑfpakɔste
oahppan	wɑhbɑːn
oahppat	ɑhbˈɑt
oahppi	poˈa
oahppin	ɑhbiːn
oahppis	waħbes
oahppit	ˌaχbˈɪçt
oahppogirji	axpəkɪɾˈeje
oahppogirjin	waaːpəkɪɾˈigɪn
oahppogirjji	oɦpɯkɪɾe
oahppogirjjiid	ɑhbɔkɛriːt
oahppogirjjiide	apɐkɪrjɪtɪ̞
oahppogirjjiiguin	oapəkeɾjekɔjn
oahppogirjjiin	wˈabˈˈʌgˈiɹiən
oahppogirjjis	aapugeres
oahppogirjjit	aahpɯtkɪrriːt
oahppogirjái	oaxpəkɪɾeːjeː
oahppu	oɐhˈbɔ
oahppá	wɑhˈbɑ
oahppái	wɔːbaj
oahput	aħbuð
oahpásmuva	oaxpasmova
oahpásmuvai	aħpazmoːnvaj
oahpásmuvaide	abasmɔvajte
oahpásmuvaidet	abazmuːvajtɛt
oahpásmuvaiga	oaxpasmuvajka
oahpásmuvaime	apasmuvajmɛ
oahpásmuvaimet	axpasmuːvˈajmˈaj
oahpásmuvan	ohbæsmoːvæn
oahpásmuvat	æˈɑhpæsmoːʋat
oahpásmuvvaba	wɑhpɑsmovvˈˈapˈa
oahpásmuvvabeahtti	aħbasmuːvabʲaħati
oahpásmuvvabehtet	ohˈɑpˈɑzmuːvˈabˈɛxtət
oahpásmuvvan	aːpasmovˈan
oahpásmuvvat	waħbaʒmɑwˈvɑt
oahpásmuvve	apasmuve
oahpásmuvven	aħbasmovn
oahpásmuvvet	waqasˈmˈuːbvˈaɪçt
oahpásmuvvá	apasmova
oaidnit	ˈɔøtlˌaɪt
oaidná	ojtna
oaivebákčasa	waːjvɪˈbæktʃˈɛstɑ
oaivebákčasii	waːibəktʃaːsiː
oaivebákčasiin	waːeːvəbˈæktʃaːsiːn
oaivebákčasis	waaːjvɑbˈæktʃəsɪz
oaivebávččas	oibəˈbafdʒasˈ
oaivebávččasin	uaːjbəˈftʃɪzˈɪn
oaivi	oaibe
oaivin	aivin
oaivvi	uaibii
oaivvilda	oaivilta
oaivvildan	vojvilton
oaivvildat	koaniːfɪldaːft
oaivvildeaba	oaibjlˈdˈɛɾˈpa
oaivvildeahppi	waːjwildɑħpi
oaivvildedje	wˈajvˈildetʃːe
oaivvildehpet	puaivilteːhpet
oaivvildeidde	oaiˈbaldeidˈe
oaivvildeiddet	wˈaɪwɪldˈeɪtðˈæt
oaivvildeigga	vojvɨldæɪkːa
oaivvildeimme	vˈaɪvˈɪldeˈime
oaivvildeimmet	waːjwɪlðeːmɪt
oaivvildetne	pojjwildekɲe
oaivvildii	aivildi
oaivvildin	oaialdin
oaivvildit	æjʋɪltɪst
oaivvis	ai̯vizt
oaivvit	wˈaɪvˈɪkt
oaivái	oaivai
oanehaš	oɑːnahæs
oanehis	ɔɑːneːˈs
oarddojoga	að̞olɔga
oarddojogas	uatʊjo�gəs
oarddojohka	oˌældojˈɔkˈa
oarddojohkii	adʒojɔk
oarji	oˈɑɾɑjˈɛ
oassi	poasˌe
oassái	oasˌai
oassálaste	jɛslalbe
oassálasten	poæzsaliʃte̞n
oassálastet	æˈsælæst
oassálastiba	oːjˈstsˈlˈɑːstiba
oassálastibeahtti	uasˈsɑlɑstbeħdi
oassálastibehtet	ɒːmænsælɑːstbeːxted
oassálastit	ɒːɒːsðeːlɒːstæxt
oassálastte	æˈsælˌɑste
oassálasttii	hoæzðəlɑstæ
oassálasttiide	oˈasdˈalˈˈɑsˈtide
oassálasttiidet	aːsdˈəlˈɑːstdiːrˈɛkt
oassálasttiiga	o˩˥ːsts˥ːalɑ˥˩sts˥ːi˥˩ɣa
oassálasttiime	wasalestime
oassálasttiimet	ɒːmænsælɑːstiːmhæd
oassálasttán	puaːszəlɑstæn
oassálasttát	ɒːst̪e̞nɒːst̪e
oassálastá	waːsˤlɑsta
oassálastán	æɒːsæstæn
oastiba	orztiba
oastibeahtti	ostepˈɛrˈte
oastibehtet	ˈoˈestibeħtɛ
oastit	aːstəkt
oastte	pozste
oasttán	voastan
oasttát	ɑːstæt
oastá	ae̞st̪a
oastán	aːst̪an̪
oaččo	uaˈtɕo
oaččui	pua˧˧tsuɪ˥˧
oaččuide	kuatʃuidɛ
oaččuidet	ɫatʃtːuskita
oaččuiga	otʃoiʃq
oaččuime	uatʃuimɛ
oaččuimet	batʃjd̪e̞mjt̪
oaččun	uatʃun
oaččut	buʔtʃut
oađe	að
oađán	oːaːðɑn
oađát	bɑːɑːlˈbɑːht
oađđiba	o˩˦at˦liːbaː
oađđibeahtti	waːðbeːħdi
oađđibehtet	ʋaːðibehtˈit
oađđit	oːaːlʋɪçt
oađđá	oazˈa
oađđán	oˈðən
oažžu	otʃo
oažžuba	oattʃuba
oažžubeahtti	waːdʒubʲahti
oažžubehtet	waːdːʒuːbeːhtet
oažžut	paːdʒoft
objeakta	objˈɛkta
objeaktan	obiaktɛn
objeavtta	ɑːbiːɑftɯ
objeavttaid	bɑːbiafdɑjd
objeavttaide	objaftajid̪e
objeavttaiguin	ˈoːpiːˈæftˈaɪgˈoːɪn
objeavttain	aːbjˈafˈtˈaɪn
objeavttas	ɑːbiːæftæst
objeavttat	ɑːbeːfeˈtˤɑːt
objektii	oβiekti
odne	ɔnˈtnɛ
ofelačča	ovelatʃa
ofelaččaid	uβ̞e̞latʃət
ofelaččaide	oːflatʃajde
ofelaččaiguin	ofelatʃesɛŋ
ofelaččain	ofɛlamʃɛ
ofelaččas	ofˈɛlˈatʃˈas
ofelaččat	ɑːflətʃˈɑt
ofelaš	ofelʃ
ofelažžan	ofeladʒan
ofelažžii	ofeladʒe
ofuhtii	ˈoːlfˈaˈɾˈɛ
ofuohta	ofoɾta
ofuohtas	aafwaqtəs
ohcaba	ɑːhdɑːbæɾ
ohcabeahtti	ɑːhzˈɑːbˈbeːtɪ
ohcabehtet	ɔːxtsɑːbeːˈɛçtest
ohcan	ɑhzæn
ohcat	ɑxzæd
ohcci	oxtse
ohcciid	axtzˈeːt
ohcciide	ohtsɛn
ohcciiguin	ˈaɪtˈaɪnfˈaɪt
ohcciin	ˈaxtseːn
ohccin	axtseːn
ohccis	açtsis
ohccit	oːxtsˈɪçt
ohccái	oxtsai
ohce	ɑxtsa
ohcejoga	ɑːxtsʰjɑːkˈa
ohcejogas	aːxtsəjagas
ohcejohka	axtsəiɔχkɑ
ohcejohkii	aːxtsəjoːˈxdiː
ohcen	hˈoːʊhˈsɛn
ohcet	ɑːxtsæt
ohcá	ɑhza
ohppe	ahpe
ohppen	ˈaxbˈɛn
ohppet	ɑːgh
ohppiid	ɑhbiːd
ohppiide	ahpiːlæ
ohppiiguin	ˈɑːhpiːgoin
ohppiin	ˈɔxbiːn
oivošjávri	ɒiːvæʃævɾ
oivošjávrri	ɔivɔʃiavre
oivošjávrris	ɑjˈbɑʃiʔavrɪs
oivošjávrái	ojvosjaˈuvlej
oivviid	oimiːt
oivviide	ojʋile
oivviiguin	oivˈiːguːn
oivviin	oivin
oksitánagiela	oksitæˌnɑkiˌjɑlˈlɑ
oksitánagielain	oksitænækjɑlˌlɑinˌ
oksitánagielas	oksitæˌɑnækiɑllɑsˈ
oksitánagiella	oksitænækiɑlˌlɑ
oksitánagiellan	oksitænkellaˌn
oksitánagillii	oksitæˌnɑkilˈli
okta	opna
oktanuppelohkái	ˈoptərnˈuːbloːçkˈɪŋ
oktasaš	oktɒsˈɒˈʃ
oktavuohta	oktɑvˈuˈɑhtˌɑ
oktavuođa	oktabwɑða
oktiibuot	oqtiːvuːt
okto	okto
oktovuhtii	oktovˈuhti
oktovuohta	oktoˈvuˌɑhtɑ
oktovuohtan	oktovoˈtɑn
oktovuođa	oktovˈuːɾa
oktovuođaid	hoktovoːlajt
oktovuođaide	oktovoadajte
oktovuođaiguin	oktovʊɔdɑikʊin
oktovuođain	aktuvˈoːdɛjtn
oktovuođas	oktovuolas
oktovuođat	oktovˈoːrat
olbmo	pɔː˧lʊk˨mɔː
olbmos	ɑləvmˈuːs
olbmot	qɑːrlɔbˈmɔxt
olbmuid	aːlɔbmɔjd
olbmuide	olobmujte
olbmuiguin	aːloːbmoːjgon
olbmuin	olokmojn
olgešbellodat	ɒlikeːʃbɛlːɒdɒhˈt
olgun	ˈɑloːkun
ollu	ˈɔllo
olmmoš	olmos
olmmožin	ɔːlmˈodʒən
olmmái	ɔːlmˈaɪ
omasvuona	ˈomasbʊˈɔnˈa
omasvuona suohkan	oːmas vˈoːna sˈoːxan
omasvuonas	amasbonas
omasvuotna	omazvˈotna
omasvutnii	omasvˈʊdni
omman	omman
ommana	omma
ommanat	omɑːˈlæft
ommanii	ommanˈi
ommaniid	ɔmmanid
ommaniidda	ɔmmɑnjitːɑ
ommaniiguin	ɔmmaniːqujn
ommaniin	ommanin
ommanin	omˈmalˈɛnˈ
ommanis	omɑniːθ
organisašuvdna	rkanisaʃuvutna
organisašuvdnan	ɔrganisəʒwdnɛn
organisašuvdnii	ɔrˈganisaʃuːvudniː
organisašuvnna	ɔrganisˈtˈaʃovunˈa
organisašuvnnaid	ɔrganisˈsɛʃuvnˈajt
organisašuvnnaide	ɔrganistasvɛˈnɑidɛ
organisašuvnnaiguin	oɾgãnis̻aʃuwvnajkɔjn
organisašuvnnain	aɾgɑnisaʃɔvnajl
organisašuvnnas	orgapavʲerɨɫaʃovunas
organisašuvnnat	ɔrganisˈtˈasioːvˈnˈatˈ
oro	oro
orošjoga	oɾuʃjɔʁɑ
orošjogas	ɔɾuzjogɑs
orošjohka	osjˈoˈhkˌɑ
orošjohkii	pɔɾtʃjɔkki
orošjávri	ˈɔ̃ɾʊzjavˈri
orošjávrri	oɾosiapːre
orošjávrris	oːrʃoːˈrɑstˈɾɒːrɪˈst
orošjávrái	aːrsgavrˈɛk
orro	oɾɾo
orron	ɔːlɔːn
orrot	orˈt
orru	ɔro
orruba	ˈoɾoba
orrubeahtti	ɑˌrubɛɑˈhti
orrubehtet	ˈɔrˌobæhtit
orrut	ˈɔlɾuːft
ortnega	ɔɾtneka
ortnegat	ortnægːaˈʔ
ortnegii	ɒːɾˈtnɒgi
ortnegiid	ɔlnekið
ortnegiidda	ortnekidda
ortnegiiguin	ʔortnekikvin
ortnegiin	aːlnɛgːeːn
ortnegin	ɔrtnegin
ortnegis	olnegis
ortnet	ˈɔrtnˌət
orui	ɔɾuɪ
oruide	ɔɾɔjða
oruidet	oorojdets
oruiga	ˈɔɹikˈɑ
oruime	ˈɔldɚimˈæh
oruimet	ˈɔɾimˌeːkt
orun	orun
orut	ˈɔrˈuft
oskkoldaga	ɔsqoːldɑgɑ
oskkoldagaid	ɒsqəldɒgɒˈjt
oskkoldagaide	ɒsqəldɒqɒjdi
oskkoldagaiguin	oskoldaagɑikoɲ
oskkoldagain	ɒsqəldˈɒgaˈinˈ
oskkoldagas	auskoldaagas
oskkoldagat	ɑsqəldagat
oskkoldahkan	ɾɔsqʉldaħqɛn
oskkoldahkii	aʃqaldaaħki
oskkoldat	ɑsqəldaht
ossodaga	ɔstsodaga
ossodagaid	ossotaːgajd
ossodagaide	ostsɔdɑːrgɛte
ossodagaiguin	ossotakajkuint
ossodagain	ɔsɔdagaɲ
ossodagas	ɔsʲtʃɔdɐːgɐs
ossodagat	ɑsˈtɑdɑˈgat
ossodahkan	ɔsɔdɑhkaːn
ossodahkii	ɔsʊdɐxke
ossodat	ʔɑsˈsˈht
oste	oste
osten	ɔʃtɛn
ostet	ˈɔstet
osttii	ɔsti
osttiide	oktidɛ
osttiidet	osdirekt
osttiiga	ostika
osttiime	ostime
osttiimet	ɑːstimˈt
otne	ɑːtnɑ
otná	pɑtnɑ
otnáš	ætlæʃ
ovcci	aʁzˈɛktˈ
ovccinuppelohkái	afsiːnʔuːplaħkaɪ
ovccát	ɑltset
ovdal	ovota
ovdalgo	owdalkɔ
ovdamearka	aʊ̯tamjaɾaka
ovdamearkan	ɒvdɒməɾɒqən
ovdamearkka	aowtamjarˈkɑ
ovdamearkka dihte	ɔ̙w̜ tɐmɐ̆järkːɐ̈ tʰiːɮtʰæe
ovdamearkkaid	oβdɐmɛaɾqit
ovdamearkkaide	ɒvdamjɒɾqɒjde
ovdamearkkaiguin	oft̪eme̞jaɾkæekvinn
ovdamearkkain	ofdˈəmˈɛɹkɹiŋ
ovdamearkkas	aːftamjaːʃkˌas
ovdamearkkat	oftamjˈarkˈat
ovdamerkii	oftamɛrikːi
ovddamearkka dihte	oftam järkɛtɪçte
ovddit	aʊfdɪçt
ovllá	pl
ovlláin	offu
ovllás	ˈɔvlas
ovlá	ovla
ovlái	ovlaj
ovsttarjoga	ɔvustarioka
ovsttarjogas	aʋstɐɾiˈɔkəs
ovsttarjohka	aʋstɑrjɔhka
ovsttarjohkii	ɒːstæɾjɒːe̞kiː
ovttas	oftas
ovttasbargu	oɫtəspandɯɫpə
ovttasta	oːvtˈɪstˈɑ
ovttastan	ovtazdˈon
ovttastat	au̯tastæt
ovttasteaba	oftastɛɑbɑ
ovttasteahppi	oftasteˈɑppi
ovttastedje	ˈoːvtˈɛstˈeɪdʒ
ovttastehpet	ovtæsteːɦb̥i
ovttasteidde	oftastejde
ovttasteiddet	ou̯tastɛitˌeʲt
ovttasteigga	oftazteika
ovttasteimme	oftɛteime
ovttasteimmet	ˈɔftəteimeʔt
ovttastetne	oftæsteitˈne
ovttastii	oːvtˈɪstˈi
ovttastin	ovtɛstiːn
ovttastit	oːvdˈasdˈɪçt
ovttastuvvan našuvnnat	aːl tɑstuːva nˈaʃumna
oza	oːdˈa
ozai	o˩˥ːdzə˥˩
ozaide	oːzˈaɪde
ozaidet	oːtzˈaɪdɛst
ozaiga	oːtsai̯ka
ozaime	oowəsaɪmɛ
ozaimet	aːlzaːimæt
ozan	ɔːd̪an
ozat	ɑːzæt
ođas	povas
ođasin	ɑːðzæstæˈjæst
ođasta	aðastæ
ođastan	ɑːðˈstæɑːn
ođastat	ɑːvɑstæt
ođasteaba	oðɑsteɑˈba
ođasteahppi	aðestˈɛħb
ođastedje	odastetʃe
ođastehpet	ˈɔlɑsdɛhpɪt
ođasteidde	ovasteide
ođasteiddet	aːnaste̞ʔiːdæɾt
ođasteigga	oð̞ast̪eikã
ođasteimme	oðasteime
ođasteimmet	aðæzdæjɪmɛrt
ođastetne	ɑðæsdæɪtne
ođastii	odazti
ođastin	odastem
ođastit	ɑːðvɒːstiːxt
ođii	aɫdi
ođiide	o˩˥ːðide˥˩
ođiidet	ɒviːbæɾt
ođiiga	oviga
ođiime	ooðime
ođiimet	ˈɔvimˈɛkt
ođđa	æðːa
ođđa testamenta	olɾa tɛstamenta
ođđajagemánnu	ɑːðvæjɑːgʰemænnuː
ođđasa	ɒðbeːstæ
ođđasat	ɑːðdɑːzæt
ođđasii	ɒðəse
ođđasiid	ɑːlɾɒsˈʔiːt
ođđasiidda	adɾasida
ođđasiiguin	ˈoððˈɛzikoˈin
ođđasiin	ɑðvæziːn
ođđasis	ɒvvæsest
ođđasit	ɑnnæzæˈrɑd
ođđe	aðˈæ
ođđen	tʃãn
ođđet	ɒzðæt
oŋká	onka
ožžo	odʒo
ožžon	odʒon
ožžot	ɔdˈʒæft
pedagogihka	pɛdakogiska
pedagogihkka	pɛdaːgɔgɛçika
pingviidna	pɛŋviːna
plakáhta	platkaːrta
plassje	plaʃˈe
plassjes	plˈaçsçəss
plassjii	plaʃe
politihka	politika
politihkalaš	fɑːlˈlitiːxkəlɛʃ
politihkalaš filosofiija	poˈliti ˈçi kaˈlɑʃ filozofia
politihkka	poˈlitiçika
politiijaguovllu	pˈɔlɪdˈiogwˈɔlo
politiijaguovlluid	poˈlɪtˈeagwaulˈoi̯t
politiijaguovlluide	pollɪtiaːgwɔvlʊidɛ
politiijaguovlluin	politjagwɒvlɒjˈnˈ
politiijaguovllus	pɑːldiːægʔɑːvæɾaːs
politiijaguovllut	poːllɪtɪaːgwˈɔlˈlɔt
politiijaguovlu	pˈollidˈiogwˈɔlɔ
politiijaguovlun	poˈlɪtjagwɔwɛlɔn
politiijaguvlui	palˈlidiagˈorlɔi
polskkagiela	pˈolskakˌeˌɑlˌlɑˌ
polskkagielain	pɔlskakeaːlajn
polskkagielas	polzkakealas
polskkagielat	plˈskakˌeˌæˌlˌlˌɑˌt
polskkagiella	polzkɑkjɛlla
polskkagiellan	pɑlskakielˈlɑn
polskkagillii	polʃkakjllʝ
portugálagiela	fɔɾtʊkeɑːlakiela
portugálagielain	pɔrˈtʊkɑlɑkkʰɛɑɫɛn
portugálagielas	portugalakialas
portugálagielat	pɒrtuˈgɒlakiˈɒlat
portugálagiella	poˈrtukɛˈælˌlɑkella
portugálagiellan	pˌaːrtˈɛnkˈæləkˈælən
portugálagillii	portugalakilli
praktihkalaččat	kɾaktiːkɐlɑːtʃat
praktihkalaš	pɾaktiːxkalaʃ
presideanta	pɾɛstjˈdɛnta
presideantan	prestiðjantan
presideantta	prɛsidɛnta
presideanttaid	presjðeːʌnttˈaɪt
presideanttaide	preztsidentaide
presideanttaiguin	pressɪdeaːntɐjkoːiːn
presideanttain	prˈɛsˌiːdˈɛntˈajˌn
presideanttas	presidentas
presideanttat	prˌestˈiːdˌɛntat
presidentii	presidenti
prinsa	preza
prinsan	pliːnˈsˌan
prinsii	plˈɪnθi
prinssa	preŋsa
prinssaid	pɾeɪnsajt
prinssaide	pliːnsajˌde
prinssaiguin	frɛmɛsai̯koin
prinssain	frˈiːnsˈaɪn
prinssas	prensas
prinssat	plˈɪnˌsatˈ
profehta	profɛta
profehtaid	prafˈɛdˈaɪt
profehtaide	profɛhtail
profehtaiguin	rofetˈaikoin
profehtain	pravfəhˈtajn
profehtan	brafətˈan
profehtas	profe
profehtat	brafətˈat
profehtii	profɛktˈi
professor	pɾoːfˈesˈor
professora	rofˈfəsˈoːra
professorat	rofesadrat
professorii	proːfɛsaːriː
professoriid	proːfɛsoːriːd
professoriidda	proffesorita
professoriiguin	profesahoɾɾikoɪn
professoriin	pɾoːfˈsɾin
professorin	profəzˈɑrɪn
professoris	profezˈoɾis
prográmma	pɾɔgɾamɐ
prográmmaid	pɾoɣɾaməjt
prográmmaide	programai̯tːe
prográmmaiguin	pɾɔgɾammajkwil
prográmmain	pɾɔgɾamain
prográmman	tɾɒgɾamən
prográmmas	propramas
prográmmat	pɾɔgrandmaːt
prográmmii	pɾɔgɾamˈmi
prošeakta	prˈoːʃəktˌa
párka	taːrka
párkan	pɑːɾkɑːn
párkii	parke
párkka	aɾˈkɐ
párkkaid	tʰaːrkɐit
párkkaide	pakajde
párkkaiguin	palkaikoino
párkkain	parkaɲ
párkkas	pˈaɾkəl
párkkat	pərkat
pássa	pasa
pássaid	pˈasˈsˈɐi
pássaide	pastsajte
pássaiguin	pˈæstsˈaɪkˈuznəvˈɑˈɛn
pássain	pastseɪn
pássan	pˈæstsˈʌn
pássas	palsas
pássat	pɒsˈtˈ
pássii	pˈeˈ
raba	saba
rabai	rabaj
rabaide	raːbajtɛ
rabaidet	rɑabɑidɛxt
rabaiga	raːpajka
rabaime	raːbajmɛ
rabaimet	raːbaɛmeθ
raban	ɾabam
rabat	raːbaħt
rahpaba	zˈaxbˈɑːbɑː
rahpabeahtti	raħbpæːhtɪ̞
rahpabehtet	raħpabæxˈtɛt
rahpan	rʌhbˈan
rahpanrohkos	raʁpanrɔxkɔs
rahpanrohkosa	raħpanrɔxkɔsɑ
rahpanrohkosat	raħbˈanrˈɔxgˈɔzˈaht
rahpanrohkosii	raħpənrɔfkuːsiː
rahpanrohkosiid	ra�ːhkɔmaʃgəzˈeːkt
rahpanrohkosiidda	raːħpːanːrɔkːɔsidːa
rahpanrohkosiiguin	ɾahbˈanɾˈokkosˈiːguːjˈn
rahpanrohkosiin	ɾahbanrɔtkɔsɪnɑː
rahpanrohkosin	raʁˈbanɾɔxkosɪn
rahpanrohkosis	ɾahbˈanrˈɔxkˈuzdiːs
rahpat	rˈahbat
rahpe	raʁpɛ
rahpen	ɾaħbən
rahpet	rɑhˈbet
rahpá	raħba
rehkega	rɛxkɛka
rehkegat	rˈɛçtigˈaht
rehkegii	rˈɛçtgˈeːgˌiː
rehkegiid	rˈɛçkeːgˈeːt
rehkegiidda	rˈɛxtekiːtˈtɑ
rehkegiiguin	res̻t̪kekiːkɔjn
rehkegiin	rˈɛçtgˈeːgən
rehkegin	zˈɛçtɪgɪn
rehkegis	rˈɛçtgeːgɪz
rehket	rˈɛçtgˈɛlt
rehketdoalli	rɛxketʃomalle
rehketdoallin	reçetuallin
rehketdoallis	rɛçtʃkɛtˈoːalˌlɪf
rehketdoallit	rˈɛçgetˈuːɾˈanlˈɪçt
rehketdoallu	rɛkɛtɔallɔ
rehketdoallun	rˈexkɛtʊˈallon
rehketdoallái	reːhketuɑlːɑi
rehketdoalu	rˈexketˈoˈalo
rehketdoaluid	eðe̞ei̯sketʊaloi
rehketdoaluide	rɛʃtetualʊidɛ
rehketdoaluiguin	reχketualojkoin
rehketdoaluin	rˈɛçtketˈoˈalˈoˈɪn
rehketdoalus	rˈɛçketˈoˈlˈoˈts
rehketdoalut	rˈɛçtketˈoːɾˈanlˈuht
rehketdolliid	rˈɛçtgˈaɪzəlntˈɔnlˈiːt
rehketdolliide	rˈɛçketˈoːlˈliðə
rehketdolliiguin	reçketˌoˌllˌiˌkoinˌ
rehketdolliin	rˈɛçketˈoːlɛnˈ
rehketdollui	rˌeçkitoˈlˌlɔi
rehálaččat	ɾe̞jhalɑtʃɑt
rehálaš	rɛːhɛlɑʃ
rektor	rˈɛktɔr
rektora	rˈɛktora
rektorat	rɛktɔrat
rektorii	rektori
rektoriid	rˈɛktoːrˌeːd
rektoriidda	rˈɛktɔridːa
rektoriiguin	rɛktoreːgoɲ
rektoriin	rɛktorin
rektorin	rˈɛktɔrɪn
rektoris	rɛktoris
retorománagiela	retˌuˌromɑˌˌnɑkeˌɑˌˈlˈlɑ
retorománagielain	reˌetˌoromɑˌˈnækiɑlˌɑiˌn
retorománagielas	retːromənaˈkiallas
retorománagiella	retˌuˌrmænækella
retorománagiellan	returumanakæˌllan
retorománagillii	rɛtromanakˈelli
riddu riđđu	ridurello
riegáda	ɾiːekæˈdæ
riegádahte	riːɑgædɒːhtæ
riegádan	riːjɒˈkɒlˈan
riegádanbeaivi	riakaðampejbe
riegádanbeaivin	riakaðãnpæeɦjvin
riegádanbeaivvi	riakadampeaivie
riegádanbeaivvis	riakadampeajvis
riegádanbeaivvit	riakalampæevɪtt
riegádanbeaivái	ð̞iakað̞empejajvaj
riegádanbeivviid	d̪iɦaked̪epei̯β̞ið̞
riegádanbeivviide	ɾiakadampejbjðe
riegádanbeivviiguin	ð̞iakalãn̪t̪pei̯β̞isɾĩn
riegádanbeivviin	riaked̪epeiɣ̞ĩn
riegádat	ɾiːjækːaːrt
riegádeaba	θakat̪eapa
riegádeahppi	riˌeˌkæteˌɑhpi
riegádeapmi	ɾiːjɛgaːtːeʔ�mːe
riegádedje	riekædeːtʃːe
riegádehpet	riːækæteːpeːt
riegádeidde	riakateite
riegádeiddet	riːækæteiteht
riegádeigga	riːeketeikɑ
riegádeimme	riatʃime
riegádeimmet	riːɑkɑteːimeht
riegádetne	riːjˈækæˈdˈeːtne
riegádii	liːgədiː
riegádin	ð̞iekat̪t̪ĩŋ
riegádit	riːəgoɾiːkt
riegát	riːɑːgat
riehppejávri	sie̞ɣ̞peʝauɾie
riehppejávrri	riːɦpˈellˈjauɾi
riehppejávrris	rɛhpejaurɾes
riehppejávrái	riːahpɪjːaːvraj
riika	riːkˈa
riikan	riːkːɑn
riikii	riːkːɪ
riikka	riːkːɑ
riikkaid	siːkait
riikkaide	rʲiːqæjdæ
riikkaiguin	ɾikˈjkwinˈ
riikkain	siːˌˈeˌˌstˌkaˌiˌnˌ
riikkas	riːkˈɐs
riikkat	riːkatː
riikkačoahkkima	ɾiːkɑtʃwɑhkima
riikkačoahkkimat	riːkːatʃwˈahkibˈaht
riikkačoahkkimii	ɾiːgatʃwaħkimi
riikkačoahkkimiid	riːkatʃwaxkiːmiːt
riikkačoahkkimiidda	riːkːatʃwakkɪmɪdːa
riikkačoahkkimiiguin	riːkːɑtːwˈahkimiiːˌkuːiːnˌ
riikkačoahkkimiin	riːkætʃoːɑhkimiːn
riikkačoahkkimin	riːkɑtsʉɔhkiːmɪn
riikkačoahkkimis	riːkːatʃoˈhkimis
riikkačoahkkin	ɾiːkætʃoːaːhˈkɪl
rikkis	rikːɛs
risttalaččat	rɛstalattʃatː
risttalaš	ɾeːsˈtˈalˈæʃ
risttalaš álbmotbellodat	rˈiːst ælæʃ ʔælˈb maħb ildɒdeθt
risttalašvuohta	restalaʃvˈoˈta
rivttága	riːvtaga
rivttága suohkan	rɪv dagas oː xkɛn
rivttágii	ɾift̪ɐgi
rivttágis	rˈiːfdagˈɛs
rivtták	rˈɪvdˈak
riŋggaljávri	rinˈtˈalˈiau̯re
riŋggaljávrri	rɛnˈŋkalˈiːaˈrbrˈiː
riŋggaljávrris	rinkˈaːliaˈbrisˈ
riŋggaljávrái	rĩŋkaljabrai
rišu	rˈiʃo
rišuid	rˈiːʃoːit
rišuide	riːʃʊjde
rišuiguin	ðiː˧jiʃujkojnˀ
rišuin	riːʃujn
rišus	riːʃus
rišut	rˈeːʃotː
rišša	rˈiʃˈa
riššu	rˈiʃʃo
riššudan	ɾejssuð̞an
riššudat	ɾeːʃʃoːdˈat
riššudeaba	rɛstʃodɛbɒ
riššudeahppi	riːʃʔuːdaħˈhɪ
riššudedje	rˈiʃːodˈedʒe
riššudehpet	ʃiʃˈudˈɛhpɛt
riššudeidde	risɛdajdæ
riššudeiddet	rˈiʃdˈɛdət
riššudeigga	rʲiʃutʲɛʲikʲɑ
riššudeimme	rʲiʃutɛjmɛ
riššudeimmet	rɛʃudɛmɛt
riššudetne	riʃudatne
riššudii	resʊði
riššudin	ɾizuð̞jn
riššudit	rˈiːtʃaˈðɑtˈ
riššui	resʃoi
riššun	rˈisʃˈon
riššut	rˈeɪsʃɔfˈt
roahkkoaivi	roaːhkoˌaɪvˈi
roahkkoaivvi	ʒuɦkwɑivj
roahkkoaivvis	ruahkoaivis
roahkkoaivái	raːkˈuaˈiːbaːjl
roancejávri	ruanˈtsijavˈri
roancejávrri	tʁoãːntsijau˨˩lɛ
roancejávrris	ʁwanˈtsˈɛaabʁˈisˈ
roancejávrái	raŋtsi˥˧ʎa˥˥u˥˩n˥˩
roavvejávri	roaːvjaˈuːre
roavvejávrri	raβ̞jaʊ̯rʲi
roavvejávrris	raːvjaaːrɾˈs
roavvejávrái	aːrvaːvˈiː˥˩ʔt̚˨˩aːr˧lʔaj
roavvenjárga	ɟʝoabvẽɲaɾaka
roavvenjárgga	ruaa
roavvenjárggas	raveniarkas
roavvenjárgii	ɾaːvənjaɾkeː
roavvoaivi	roːˈɛnvoːˈeɪvi
roavvoaivvi	ɾavuaːtiːbi
roavvoaivvis	ɾʊaːvɔaibis
roavvoaivái	jaˈvuaiˈβaj
rohkos	rɔːxkos
rohkosa	raħke
rohkosat	rɑhgozˈɑqt
rohkosii	rohkoːsiː
rohkosiid	rɑhgoːsˈiːt
rohkosiidda	rookokjita
rohkosiiguin	rohkoziːen
rohkosiin	rɒːhgˈɑzeˈn
rohkosin	rɔːxkɔːsˈin
