×	peke
メチレン・ブルー	metɕiɾeɴ bɯɾɯː
メチール	metɕiːɾɯ
メッ	me
メッカ	mekːa
メッキ	mekːi
メッキが剥げる	mekːigahageɾɯ
メッシュ	meɕːɯ
メッシュデータ	meɕːɯdeːta
メッシュプロット	meɕːɯpɯɾotːo
メッシュ・データ	meɕːɯ deːta
メッシュ・プロット	meɕːɯ pɯɾotːo
メッシュ統計	meɕːɯtoɯkei
メッシー君	meɕːiːkɯɴ
メッセ	mesːe
メッセジ転送	mesːedʑiteɴsoɯ
メッセンジャー	mesːeɴdʑaː
メッセンジャーバッグ	mesːeɴdʑaːbagːɯ
メッセンジャーボーイ	mesːeɴdʑaːboːi
メッセンジャー・バッグ	mesːeɴdʑaː bagːɯ
メッセンジャー・ボーイ	mesːeɴdʑaː boːi
メッセンジャーｒｎａ	mesːeɴdʑaːaːɾɯenɯeː
メッセージ	mesːeːdʑi
メッセージエリア	mesːeːdʑieɾia
メッセージカード	mesːeːdʑikaːdo
メッセージキュー	mesːeːdʑikjɯː
メッセージソング	mesːeːdʑisoɴgɯ
メッセージタイトル	mesːeːdʑitaitoɾɯ
メッセージタイプ	mesːeːdʑitaipɯ
メッセージハンドラ	mesːeːdʑihaɴdoɾa
メッセージファイル	mesːeːdʑiɸaiɾɯ
メッセージボックス	mesːeːdʑibokːɯsɯ
メッセージボード	mesːeːdʑiboːdo
メッセージング	mesːeːdʑiɴgɯ
メッセージングサービス	mesːeːdʑiɴgɯsaːbisɯ
メッセージング・サービス	mesːeːdʑiɴgɯ saːbisɯ
メッセージ・エリア	mesːeːdʑi eɾia
メッセージ・カード	mesːeːdʑi kaːdo
メッセージ・キュー	mesːeːdʑi kjɯː
メッセージ・ソング	mesːeːdʑi soɴgɯ
メッセージ・タイトル	mesːeːdʑi taitoɾɯ
メッセージ・タイプ	mesːeːdʑi taipɯ
メッセージ・ハンドラ	mesːeːdʑi haɴdoɾa
メッセージ・ファイル	mesːeːdʑi ɸaiɾɯ
メッセージ・ボックス	mesːeːdʑi bokːɯsɯ
メッセージ・ボード	mesːeːdʑi boːdo
メッセージ交換	mesːeːdʑikoɯkaɴ
メッセージ安全保護ラベル	mesːeːdʑiaɴzeɴhogoɾabeɾɯ
メッセージ格納	mesːeːdʑikakɯnoɯ
メッセージ格納域	mesːeːdʑikakɯnoɯiki
メッセージ流れ機密性	mesːeːdʑinagaɾekimitsɯsei
メッセージ発信抽象操作	mesːeːdʑihaɕːiɴtɕɯɯɕoɯsoɯsa
メッセージ発生源認証	mesːeːdʑihasːeigeɴniɴɕoɯ
メッセージ識別	mesːeːdʑiɕikibetsɯ
メッセージ転送	mesːeːdʑiteɴsoɯ
メッセージ転送サービス	mesːeːdʑiteɴsoɯsaːbisɯ
メッセージ転送システム	mesːeːdʑiteɴsoɯɕisɯtemɯ
メッセージ転送機能体	mesːeːdʑiteɴsoɯkinoɯtai
メッセージ通信システム	mesːeːdʑitsɯɯɕiɴɕisɯtemɯ
メッセージ通信処理	mesːeːdʑitsɯɯɕiɴɕoɾi
メッセージ通信処理サービス	mesːeːdʑitsɯɯɕiɴɕoɾisaːbisɯ
メッセージ通信処理システム	mesːeːdʑitsɯɯɕiɴɕoɾiɕisɯtemɯ
メッセージ通信処理環境	mesːeːdʑitsɯɯɕiɴɕoɾikaɴkjoɯ
メッセージ順序完全性	mesːeːdʑidʑɯɴdʑokaɴzeɴsei
メッセージｉｄ	mesːeːdʑiaideiː
メッタ切り	metːagiɾi
メッタ斬り	metːagiɾi
メッチェン	metɕeɴ
メッツォソプラノ	metsːɯosopɯɾano
メット	metːo
メットイン	metːoiɴ
メティス	meteisɯ
メテオ	meteo
メテオロイド	meteoɾoido
メディア	medeia
メディアアクセス制御	medeiaakɯsesɯseigjo
メディアイレーザ	medeiaiɾeːza
メディアクラシー	medeiakɯɾaɕiː
メディアクリップ	medeiakɯɾipːɯ
メディアスクラム	medeiasɯkɯɾamɯ
メディアファイル	medeiaɸaiɾɯ
メディアファミリ	medeiaɸamiɾi
メディアプレーヤー	medeiapɯɾeːjaː
メディアプロセッサ	medeiapɯɾosesːa
メディアポリシー	medeiapoɾiɕiː
メディアミックス	medeiamikːɯsɯ
メディアム	medeiamɯ
メディアラボ	medeiaɾabo
メディアリサーチ	medeiaɾisaːtɕi
メディアリテラシー	medeiaɾiteɾaɕiː
メディアン	medeiaɴ
メディア・クリップ	medeia kɯɾipːɯ
メディア・スクラム	medeia sɯkɯɾamɯ
メディア・ファイル	medeia ɸaiɾɯ
メディア・ファミリ	medeia ɸamiɾi
メディア・プレーヤー	medeia pɯɾeːjaː
メディア・プロセッサ	medeia pɯɾosesːa
メディア・ポリシー	medeia poɾiɕiː
メディア・ミックス	medeia mikːɯsɯ
メディア・ラボ	medeia ɾabo
メディア・リサーチ	medeia ɾisaːtɕi
メディア・リテラシー	medeia ɾiteɾaɕiː
メディア変換	medeiaheɴkaɴ
メディア消磁装置	medeiaɕoɯdʑisoɯtɕi
メディア王	medeiaoɯ
メディエイタ	medeieita
メディカル	medeikaɾɯ
メディカルエレクトロニクス	medeikaɾɯeɾekɯtoɾonikɯsɯ
メディカルエンジニアリング	medeikaɾɯeɴdʑiniaɾiɴgɯ
メディカルソーシャルワーカー	medeikaɾɯsoːɕaɾɯɰᵝaːkaː
メディカルチェック	medeikaɾɯtɕekːɯ
メディカルテクノロジスト	medeikaɾɯtekɯnoɾodʑisɯto
メディカル・エレクトロニクス	medeikaɾɯ eɾekɯtoɾonikɯsɯ
メディカル・エンジニアリング	medeikaɾɯ eɴdʑiniaɾiɴgɯ
メディカル・ソーシャルワーカー	medeikaɾɯ soːɕaɾɯɰᵝaːkaː
メディカル・チェック	medeikaɾɯ tɕekːɯ
メディケイド	medeikeido
メディシン	medeiɕiɴ
メディシンボール	medeiɕiɴboːɾɯ
メディシン・ボール	medeiɕiɴ boːɾɯ
メディテーション	medeiteːɕoɴ
メデューサ	medejɯːsa
メトリック	metoɾikːɯ
メトロ	metoɾo
メトロセクシャル	metoɾosekɯɕaɾɯ
メトロノーム	metoɾonoːmɯ
メトロポリス	metoɾopoɾisɯ
メトロポリス・ヘイスティングス法	metoɾopoɾisɯ heisɯteiɴgɯsɯhoɯ
メトロポリタン	metoɾopoɾitaɴ
メトロポリタンエリアネットワーク	metoɾopoɾitaɴeɾianetːoɰᵝaːkɯ
メトロポリタン・エリア・ネットワーク	metoɾopoɾitaɴ eɾia netːoɰᵝaːkɯ
メドゥサ	medɯsa
メドゥーサ	medɯːsa
メドック	medokːɯ
メドハギ	medohagi
メドレー	medoɾeː
メドレーリレー	medoɾeːɾiɾeː
メドレー・リレー	medoɾeː ɾiɾeː
メナジェリー	menadʑieɾiː
メナダ	menada
メニエール病	menieːɾɯbjoɯ
メニスカス	menisɯkasɯ
メニュー	menjɯː
メニューアイテム	menjɯːaitemɯ
メニューオプション	menjɯːopɯɕoɴ
メニュードリブン	menjɯːdoɾibɯɴ
メニューバー	menjɯːbaː
メニューボード	menjɯːboːdo
メニュー・アイテム	menjɯː aitemɯ
メニュー・オプション	menjɯː opɯɕoɴ
メニュー・ドリブン	menjɯː doɾibɯɴ
メニュー・バー	menjɯː baː
メニュー・ボード	menjɯː boːdo
メニュー方式	menjɯːhoɯɕiki
メニュー方式のプログラム	menjɯːhoɯɕikinopɯɾogɯɾamɯ
メニュー画面	menjɯːgameɴ
メニュー項目	menjɯːkoɯmokɯ
メヌエット	menɯetːo
メネジメント	menedʑimeɴto
メノナイト	menonaito
メノマンネングサ	menomaɴneɴgɯsa
メノラー	menoɾaː
メノーラー	menoːɾaː
メバチ	mebatɕi
メバル	mebaɾɯ
メヒシバ	meçiɕiba
メヒルギ	meçiɾɯgi
メビウス	mebiɯsɯ
メビウスの帯	mebiɯsɯnoobi
メビウスの輪	mebiɯsɯnoɰᵝa
メビウス芳香族性	mebiɯsɯhoɯkoɯzokɯsei
メフェナム酸	meɸɯenamɯsaɴ
メプロバメート	mepɯɾobameːto
メボウキ	meboɯki
メムメーカー	memɯmeːkaː
メメントモリ	memeɴtomoɾi
メメント・モリ	memeɴto moɾi
メモ	memo
メモる	memoɾɯ
メモカ	memoka
メモラブル	memoɾabɯɾɯ
メモランダム	memoɾaɴdamɯ
メモリ	memoɾi
メモリアドレシング	memoɾiadoɾeɕiɴgɯ
メモリアドレス	memoɾiadoɾesɯ
メモリアル	memoɾiaɾɯ
メモリアルパーク	memoɾiaɾɯpaːkɯ
メモリアルホール	memoɾiaɾɯhoːɾɯ
メモリアル・パーク	memoɾiaɾɯ paːkɯ
メモリアル・ホール	memoɾiaɾɯ hoːɾɯ
メモリインターリーブ	memoɾiiɴtaːɾiːbɯ
メモリカード	memoɾikaːdo
メモリキャッシュ	memoɾikjaɕːɯ
メモリコンフィギュレーション	memoɾikoɴɸigjɯɾeːɕoɴ
メモリサイクル	memoɾisaikɯɾɯ
メモリサイクルタイム	memoɾisaikɯɾɯtaimɯ
メモリダンプ	memoɾidaɴpɯ
メモリチップ	memoɾitɕipːɯ
メモリバンク	memoɾibaɴkɯ
メモリプロテクト	memoɾipɯɾotekɯto
メモリマッピング	memoɾimapːiɴgɯ
メモリマップ	memoɾimapːɯ
メモリマップｉｏ	memoɾimapːɯaioː
メモリモジュール	memoɾimodʑɯːɾɯ
メモリリフレッシュ	memoɾiɾiɸɯɾeɕːɯ
メモリリーク	memoɾiɾiːkɯ
メモリロケーション	memoɾiɾokeːɕoɴ
メモリ・アドレシング	memoɾi adoɾeɕiɴgɯ
メモリ・アドレス	memoɾi adoɾesɯ
メモリ・インターリーブ	memoɾi iɴtaːɾiːbɯ
メモリ・カード	memoɾi kaːdo
メモリ・キャッシュ	memoɾi kjaɕːɯ
メモリ・コンフィギュレーション	memoɾi koɴɸigjɯɾeːɕoɴ
メモリ・サイクル	memoɾi saikɯɾɯ
メモリ・サイクル・タイム	memoɾi saikɯɾɯ taimɯ
メモリ・ダンプ	memoɾi daɴpɯ
メモリ・チップ	memoɾi tɕipːɯ
メモリ・バンク	memoɾi baɴkɯ
メモリ・プロテクト	memoɾi pɯɾotekɯto
メモリ・マッピング	memoɾi mapːiɴgɯ
メモリ・マップ	memoɾi mapːɯ
メモリ・モジュール	memoɾi modʑɯːɾɯ
メモリ・リフレッシュ	memoɾi ɾiɸɯɾeɕːɯ
メモリ・リーク	memoɾi ɾiːkɯ
メモリ・ロケーション	memoɾi ɾokeːɕoɴ
メモリー	memoɾiː
メモリーカード	memoɾiːkaːdo
メモリースイッチ	memoɾiːsɯitɕːi
メモリーダンプ	memoɾiːdaɴpɯ
メモリーマップ	memoɾiːmapːɯ
メモリー・カード	memoɾiː kaːdo
メモリー・スイッチ	memoɾiː sɯitɕːi
メモリー・ダンプ	memoɾiː daɴpɯ
メモリー・マップ	memoɾiː mapːɯ
メモリー効果	memoɾiːkoɯka
メモリー管理	memoɾiːkaɴɾi
メモリ不足	memoɾibɯsokɯ
メモリ保護	memoɾihogo
メモリ分割	memoɾibɯɴkatsɯ
メモリ割り当て	memoɾiɰᵝaɾiate
メモリ効果	memoɾikoɯka
メモリ容量	memoɾijoɯɾjoɯ
メモリ常駐	memoɾidʑoɯtɕɯɯ
メモリ拡張カード	memoɾikakɯtɕoɯkaːdo
メモリ拡張ボード	memoɾikakɯtɕoɯboːdo
メモリ構成	memoɾikoɯsei
メモリ消去機能	memoɾiɕoɯkjokinoɯ
メモリ管理ユニット	memoɾikaɴɾijɯnitːo
メモリ管理装置	memoɾikaɴɾisoɯtɕi
メモリ表示	memoɾiçjoɯdʑi
メモリ領域	memoɾiɾjoɯiki
メモワール	memoɰᵝaːɾɯ
メモ帳	memotɕoɯ
メモ用紙	memojoɯɕi
メモ魔	memoma
メラトニン	meɾatoniɴ
メラニン	meɾaniɴ
メラニン細胞	meɾaniɴsaiboɯ
メラニン細胞刺激ホルモン	meɾaniɴsaiboɯɕigekihoɾɯmoɴ
メラネシア人	meɾaneɕiadʑiɴ
メラノサイト	meɾanosaito
メラノソーム	meɾanosoːmɯ
メラノーマ	meɾanoːma
メラミン	meɾamiɴ
メラミン樹脂	meɾamiɴdʑɯɕi
メランコリア	meɾaɴkoɾia
メランコリック	meɾaɴkoɾikːɯ
メランコリー	meɾaɴkoɾiː
メラーマングース	meɾaːmaɴgɯːsɯ
メラーマングース属	meɾaːmaɴgɯːsɯzokɯ
メラー・マングース	meɾaː maɴgɯːsɯ
メリ	meɾi
メリアス	meɾiasɯ
メリケンキアシシギ	meɾikeɴkiaɕiɕigi
メリケンサック	meɾikeɴsakːɯ
メリケン・サック	meɾikeɴ sakːɯ
メリケン粉	meɾikeɴko
メリケン黄脚鷸	meɾikeɴkiaɕiɕigi
メリスマ	meɾisɯma
メリッサ	meɾisːa
メリット	meɾitːo
メリットシステム	meɾitːoɕisɯtemɯ
メリット・システム	meɾitːo ɕisɯtemɯ
メリディアン	meɾideiaɴ
メリトクラシー	meɾitokɯɾaɕiː
メリノ	meɾino
メリノー	meɾinoː
メリノ羊毛	meɾinojoɯmoɯ
メリハリ	meɾihaɾi
メリハリの利いた	meɾihaɾinokiita
メリハリを利かせた	meɾihaɾiokikaseta
メリヤス	meɾijasɯ
メリヤスシャツ	meɾijasɯɕatsɯ
メリヤス・シャツ	meɾijasɯ ɕatsɯ
メリヤス刺繍	meɾijasɯɕiɕɯɯ
メリヤス接ぎ	meɾijasɯhagi
メリヤス編み	meɾijasɯami
メリライト	meɾiɾaito
メリンジョ	meɾiɴdʑo
メリンス	meɾiɴsɯ
メリー	meɾiː
メリークリスマス	meɾiːkɯɾisɯmasɯ
メリーゴーラウンド	meɾiːgoːɾaɯɴdo
メリーゴーランド	meɾiːgoːɾaɴdo
メリーランド	meɾiːɾaɴdo
メリー・クリスマス	meɾiː kɯɾisɯmasɯ
メルアド	meɾɯado
メルカトル図法	meɾɯkatoɾɯzɯhoɯ
メルカプタン	meɾɯkapɯtaɴ
メルクマール	meɾɯkɯmaːɾɯ
メルゲーズ	meɾɯgeːzɯ
メルコスール	meɾɯkosɯːɾɯ
メルシー	meɾɯɕiː
メルティング	meɾɯteiɴgɯ
メルティングポット	meɾɯteiɴgɯpotːo
メルティング・ポット	meɾɯteiɴgɯ potːo
メルテンスオオトカゲ	meɾɯteɴsɯootokage
メルテンスモニター	meɾɯteɴsɯmonitaː
メルト	meɾɯto
メルトダウン	meɾɯtodaɯɴ
メルトン	meɾɯtoɴ
メルバトースト	meɾɯbatoːsɯto
メルバ・トースト	meɾɯba toːsɯto
メルヘン	meɾɯheɴ
メルヘンチック	meɾɯheɴtɕikːɯ
メルヘンティック	meɾɯheɴteikːɯ
メルボルン	meɾɯboɾɯɴ
メルマ	meɾɯma
メルマガ	meɾɯmaga
メルルーサ	meɾɯɾɯːsa
メルロ	meɾɯɾo
メルロー	meɾɯɾoː
メル友	meɾɯtomo
メレナ	meɾena
メレンゲ	meɾeɴge
メレンス	meɾeɴsɯ
メレーナ	meɾeːna
メロゴニー	meɾogoniː
メロディ	meɾodei
メロディアス	meɾodeiasɯ
メロディー	meɾodeiː
メロデー	meɾodeː
メロドラマ	meɾodoɾama
メロメロ	meɾomeɾo
メロン	meɾoɴ
メロンバタフライフィッシュ	meɾoɴbataɸɯɾaiɸiɕːɯ
メロンパン	meɾoɴpaɴ
メロン・パン	meɾoɴ paɴ
メロ・ドラマ	meɾo doɾama
メロー	meɾoː
メン	meɴ
メンシェビキ	meɴɕiebiki
メンシェヴィキ	meɴɕieviki
メンション	meɴɕoɴ
メンス	meɴsɯ
メンズ	meɴzɯ
メンズウェア	meɴzɯɯea
メンズウエア	meɴzɯɯea
メンズエステ	meɴzɯesɯte
メンズスーツ	meɴzɯsɯːtsɯ
メンズ・ウェア	meɴzɯ ɯea
メンズ・ウエア	meɴzɯ ɯea
メンズ・エステ	meɴzɯ esɯte
メンズ・スーツ	meɴzɯ sɯːtsɯ
メンソール	meɴsoːɾɯ
メンタリスティック	meɴtaɾisɯteikːɯ
メンタリズム	meɴtaɾizɯmɯ
メンタリティー	meɴtaɾiteiː
メンタリテイー	meɴtaɾiteiː
メンタル	meɴtaɾɯ
メンタルクリニック	meɴtaɾɯkɯɾinikːɯ
メンタルテスト	meɴtaɾɯtesɯto
メンタルトレーニング	meɴtaɾɯtoɾeːniɴgɯ
メンタルヘルス	meɴtaɾɯheɾɯsɯ
メンタルリハーサル	meɴtaɾɯɾihaːsaɾɯ
メンタル・クリニック	meɴtaɾɯ kɯɾinikːɯ
メンタル・テスト	meɴtaɾɯ tesɯto
メンタル・トレーニング	meɴtaɾɯ toɾeːniɴgɯ
メンタル・ヘルス	meɴtaɾɯ heɾɯsɯ
メンタル・リハーサル	meɴtaɾɯ ɾihaːsaɾɯ
メンタンピン	meɴtaɴpiɴ
メンター	meɴtaː
メンダコ	meɴdako
メンチ	meɴtɕi
メンチを切る	meɴtɕiokiɾɯ
メンチカツ	meɴtɕikatsɯ
メンチカツレツ	meɴtɕikatsɯɾetsɯ
メンチボール	meɴtɕiboːɾɯ
メンチ・カツレツ	meɴtɕi katsɯɾetsɯ
メンチ・ボール	meɴtɕi boːɾɯ
メンテ	meɴte
メンテナンス	meɴtenaɴsɯ
メンデリズム	meɴdeɾizɯmɯ
メンデルの法則	meɴdeɾɯnohoɯsokɯ
メンデル説	meɴdeɾɯsetsɯ
メンデル集団	meɴdeɾɯɕɯɯdaɴ
メンデレビウム	meɴdeɾebiɯmɯ
メントール	meɴtoːɾɯ
メンドシーノ	meɴdoɕiːno
メンバ	meɴba
メンバシップ	meɴbaɕipːɯ
メンバセット	meɴbasetːo
メンバプロパティ	meɴbapɯɾopatei
メンバ・セット	meɴba setːo
メンバ・プロパティ	meɴba pɯɾopatei
メンバー	meɴbaː
メンバーコード	meɴbaːkoːdo
メンバーシップ	meɴbaːɕipːɯ
メンバーズ	meɴbaːzɯ
メンバーズカード	meɴbaːzɯkaːdo
メンバーズ・カード	meɴbaːzɯ kaːdo
メンバーネーム	meɴbaːneːmɯ
メンバー・コード	meɴbaː koːdo
メンバー・ネーム	meɴbaː neːmɯ
メンバー関数	meɴbaːkaɴsɯɯ
メンヒル	meɴçiɾɯ
メンフィス	meɴɸisɯ
メンフクロウ	meɴɸɯkɯɾoɯ
メンブレン	meɴbɯɾeɴ
メンブレーン	meɴbɯɾeːɴ
メンヘラ	meɴheɾa
メンヘル	meɴheɾɯ
メンマ	meɴma
メー	meː
メーカ	meːka
メーカー	meːkaː
メーカーオプション	meːkaːopɯɕoɴ
メーカー・オプション	meːkaː opɯɕoɴ
メーカー希望価格	meːkaːkiboɯkakakɯ
メーカー物	meːkaːmono
メーキャップ	meːkjapːɯ
メーキャップ化粧品	meːkjapːɯkeɕoɯçiɴ
メーク	meːkɯ
メークアップ	meːkɯapːɯ
メークイン	meːkɯiɴ
メークイーン	meːkɯiːɴ
メークオーバー	meːkɯoːbaː
メークドラマ	meːkɯdoɾama
メークラブ	meːkɯɾabɯ
メーク・オーバー	meːkɯ oːbaː
メーク・ドラマ	meːkɯ doɾama
メーク・ラブ	meːkɯ ɾabɯ
メーザー	meːzaː
メージ	meːdʑi
メージャー	meːdʑaː
メージャーリーグ	meːdʑaːɾiːgɯ
メージャー・リーグ	meːdʑaː ɾiːgɯ
メース	meːsɯ
メータ	meːta
メータク	meːtakɯ
メーター	meːtaː
メータースタンプ	meːtaːsɯtaɴpɯ
メーターバイザー	meːtaːbaizaː
メーター・スタンプ	meːtaː sɯtaɴpɯ
メーター・バイザー	meːtaː baizaː
メーティングコール	meːteiɴgɯkoːɾɯ
メーデー	meːdeː
メート	meːto
メートルネジ	meːtoɾɯnedʑi
メートル坪量	meːtoɾɯtsɯboɾjoɯ
メートル法	meːtoɾɯhoɯ
メートル馬力	meːtoɾɯbaɾiki
メード	meːdo
メードインジャパン	meːdoiɴdʑapaɴ
メード・イン・ジャパン	meːdo iɴ dʑapaɴ
メード喫茶	meːdokisːa
メービウス	meːbiɯsɯ
メービウスの帯	meːbiɯsɯnoobi
メーフラワー	meːɸɯɾaɰᵝaː
メープル	meːpɯɾɯ
メープルシュガー	meːpɯɾɯɕɯgaː
メープルシロップ	meːpɯɾɯɕiɾopːɯ
メープルバター	meːpɯɾɯbataː
メープル・シュガー	meːpɯɾɯ ɕɯgaː
メープル・シロップ	meːpɯɾɯ ɕiɾopːɯ
メープル・バター	meːpɯɾɯ bataː
メーメー	meːmeː
メーラ	meːɾa
メーラー	meːɾaː
メーリス腺	meːɾisɯseɴ
メーリング	meːɾiɴgɯ
メーリングリスト	meːɾiɴgɯɾisɯto
メーリング・リスト	meːɾiɴgɯ ɾisɯto
メール	meːɾɯ
メールアド	meːɾɯado
メールアドレス	meːɾɯadoɾesɯ
メールエージェント	meːɾɯeːdʑieɴto
メールオーダー	meːɾɯoːdaː
メールサーバ	meːɾɯsaːba
メールサーバー	meːɾɯsaːbaː
メールサーベイ	meːɾɯsaːbei
メールシステム	meːɾɯɕisɯtemɯ
メールシュート	meːɾɯɕɯːto
メールスプール	meːɾɯsɯpɯːɾɯ
メールソフト	meːɾɯsoɸɯto
メールソフトウェア	meːɾɯsoɸɯtoɯea
メールチェック	meːɾɯtɕekːɯ
メールニュース	meːɾɯnjɯːsɯ
メールボックス	meːɾɯbokːɯsɯ
メールマガジン	meːɾɯmagadʑiɴ
メールリーダー	meːɾɯɾiːdaː
メール・アドレス	meːɾɯ adoɾesɯ
メール・エージェント	meːɾɯ eːdʑieɴto
メール・オーダー	meːɾɯ oːdaː
メール・サーバ	meːɾɯ saːba
メール・サーバー	meːɾɯ saːbaː
メール・サーベイ	meːɾɯ saːbei
メール・シュート	meːɾɯ ɕɯːto
メール・スプール	meːɾɯ sɯpɯːɾɯ
メール・ソフト	meːɾɯ soɸɯto
メール・ソフトウェア	meːɾɯ soɸɯtoɯea
メール・チェック	meːɾɯ tɕekːɯ
メール・ニュース	meːɾɯ njɯːsɯ
メール・ボックス	meːɾɯ bokːɯsɯ
メール・マガジン	meːɾɯ magadʑiɴ
メール交換	meːɾɯkoɯkaɴ
メール友	meːɾɯtomo
メール爆弾	meːɾɯbakɯdaɴ
メーン	meːɴ
メーンアンプ	meːɴaɴpɯ
メーンイベント	meːɴibeɴto
メーンエベント	meːɴebeɴto
メーンカルチャー	meːɴkaɾɯtɕaː
メーンゲート	meːɴgeːto
メーンコース	meːɴkoːsɯ
メーンシャフト	meːɴɕaɸɯto
メーンスタジアム	meːɴsɯtadʑiamɯ
メーンスタンド	meːɴsɯtaɴdo
メーンストリート	meːɴsɯtoɾiːto
メーンタイトル	meːɴtaitoɾɯ
メーンテーブル	meːɴteːbɯɾɯ
メーンディッシュ	meːɴdeiɕːɯ
メーンデッキ	meːɴdekːi
メーンバンク	meːɴbaɴkɯ
メーンフレーム	meːɴɸɯɾeːmɯ
メーンポール	meːɴpoːɾɯ
メーンマスト	meːɴmasɯto
メーンメモリー	meːɴmemoɾiː
メーン・アンプ	meːɴ aɴpɯ
メーン・イベント	meːɴ ibeɴto
メーン・エベント	meːɴ ebeɴto
メーン・カルチャー	meːɴ kaɾɯtɕaː
メーン・ゲート	meːɴ geːto
メーン・コース	meːɴ koːsɯ
メーン・シャフト	meːɴ ɕaɸɯto
メーン・スタジアム	meːɴ sɯtadʑiamɯ
メーン・スタンド	meːɴ sɯtaɴdo
メーン・ストリート	meːɴ sɯtoɾiːto
メーン・タイトル	meːɴ taitoɾɯ
メーン・テーブル	meːɴ teːbɯɾɯ
メーン・ディッシュ	meːɴ deiɕːɯ
メーン・デッキ	meːɴ dekːi
メーン・バンク	meːɴ baɴkɯ
メーン・ポール	meːɴ poːɾɯ
