!	jɔøoːbˈstaɪm
"	kuˀˀsæˀːin
"karel appel"	taʁˈaːl ˈapɛl
kernespeltbolle	kˢæɐnəsb̥i̯ld̥b̥bɑʊlˀli
kernetårn	kærnætˈoːn
kerneved	tæɢər̩nɑːvɛð
kerteminde	kærðemɪne
ketalaks	kiːtɛlaks
ketsjer	ke˥˩tʃ˥˩
kevi	kɛːvɪ
kevin	kevin
kevin magnussen	kæivɪn mɑˀˀnʊ̃ˀˀɑm
kevin stuhr ellegaard	kʰɛvɪn ʃtˢuɐ̯ eːˀl̥əg̊oːˀ
keyboard	kibˈoʊt
kfum-kfuk	ko˥˩sɛ˥˩lu˥˩n˥˩kəʊ˥˩sɛ˥˩lu˥˩kɔ˨
kiaerkou	bʲasko
kiaerschou	kjat˥
kiaerskou	kjaʃkou
kibaek	kipɛk
kid	tjˈu
kiddene	kjuːnɯ
kidnapning	tˢiðnʌb̥nˢ
kidnappe	kiˈɯnaːˈn
kiel	y
kiel bugt	kiˀ lboːkt
kielerfjorden	kˈilˈɑːfjˈuən
kielsen	kjeːlsən
kierkegaard	kiːrk˦˥gɔːl˧
kierkegaardsk	kigˈægˈɑs
kig	kik
kig forbi en af dagene til noget aftensmad	g̊iˀg̊ foɐ̯ˀ b̥iˀ eːˀnɐ̯ d̥eˀæˀnə tˢi nɔˀð̩ e̝ˀaftɛnsmɑðˀ
kig på	kik pɔː
kigge	tæˈgi
kigge efter	kʲiːgɪl ɪftø
kigge ind	kig̟ in
kigge på	kigpo
kigge ud ad	kigɛ w̜iðˀa
kigge ud ad vinduet	g̊iˀkeˀ uˀð æɐ̯ vˈi̩ˀnə uˀðe
kiggede	kʰeː˧˥kɤ˥˩
kigger	sˈika
kigger jeg op, så kan du kigge på stregerne	g̊iˀkæɐ̯jɒː ɒp sɔˀ kʰan d̥u g̊iˀg̊ə pʰɔ̽ str̥əjɌjɛɐ̯nˀɑ
kigget	kig̟e
kik	kik
kikke	kigɛ
kikkede	kigɯ
kikker	kika
kikkert	kigæt
kikket	kiːgɪ̞t
kiks	kiks
kikset	kæˈkˈsˈæt
kikært	kʰiːkæɾt
kild	kjlˈ
kilde	kɛl
kildebakke	kˈilˈɛpaˈkə
kildedal	kildæðæl
kildemoes	kʰiːl˨mˌuːs
kilden	kæliːm
kilder	hila
kildevand	hjælvæːn
kildre	tilo
kile	kjˈæl
kilehæl	kijlheːl
kileskrift	kˈiːlɛskˈaɪft
killing	kjlɪ̞ŋ
kilo	kilo
kilogram	kʰiːluːkɑːm
kilometer	kilometa
kilowatttimer	kieluvettsimo
kim bodnia	tʰɪ̞m bɔtniːɐ
kim christensen	kæɪm kɾˈɛstˈɛnʃˌɛn
kim christofte	kæɪm kɾˈɪstoftə
kim daugaard	tsiŋ˨˩
kim fupz aakeson	kʰiːm fɔps ɔːksɑːn
kim kold	kim kaɫ
kim larsen	kˈɪnt lˈɑːsən
kim leine	kʰˈɪm lˈaɪnə
kim sonne-hansen	kild søˀnɑg hænseˀ
kim staal	kimɪstɔl
kim su rasmussen	kʏ̞m sʏɾasmʊsən
kime	kˈim
kina	kigme
kind	kɪ̞n
kinden	nˈɪn
kinder	kʰɪ̞na
kinderne	kʲiːnɔːnɛ
kindhest	kinheʃt
kindkys	kimkøz
kindkysse	inkɛsjˈ
kindtand	kintɛnt
kineser	kjeːn˩˧iːsoː
kinesisk	kinesis
kinesiske	kʲinˈeiːsˈiske
king diamond	kɪŋ daːlˈmɛnˈ
kiosk	kiosk
kipafbryder	kipapˈo
kipketer	kiːpkeik˨
kirgisistan	kekisistˈɛm
kirill starkov	kix xils dˈɑkˌoː
kirk	kˈɛlk
kirke	kjeːɾgeː
kirkeby	hɪəɣəby
kirkegaard	kjeːɔːgɛːkɔː
kirkegård	kiekˈeɣo
kirkeklokke	kʏɾgɪ̞klɑːgɪ̞
kirkeklokker	kiːe̞kikːɒˈvɒ
kirken	kʰeːkŋ
kirker	kijˈakˈa
kirkerne	kijɑkɑne
kirsa	kiɛsɛ
kirsebaer	kiesæbar
kirsebaerkugler	kjˈɾseːbɜkˈuːlə
kirsebær	kijesupˈɛʁ
kirsebærene	kieltʃapelistopian
kirsebærsauce	kiesepezoɾs
kirsebærtræ	kiosɛpaʁsˈʁi
kirsten	kˈɪɾstən
kirsten klein	hˈiːɾ ˈɛst ˌeːnˈaɪnˌ
kirsten malmkjær	kʰiːst mɛ̃ːlmkæɾ
kirsten simonsen	kiːrstən tsiːbɔnzən
kirsten sloth	kˈiːɾstən ʃlˈɑːt
kirsti	tiːrstiː
kirstin liljegren	kʰʲɛstʲiŋdʑikɑjn
kirstine	kistˈinˈ
kirstine roepstorff	tˌiːɾˌsdiːnˌeːnˌ oːdˈɾøːbˌstˈɔɾf
kirstine ‘babe’ rædkjær	kʰiˀɛ̀sd̥iˀɑ mɛ̈bred̥ ɑð̞kæɾ
kirtel	kjeːeːtˌeːl
kirtler	kjet̪læ
kirurg	kjʁuːɑː
kirurger	kixu˨˩ɑ
kisbye	kispy
kiste	kinstø
kister	kˈiːnstˌa
kit	it
kitin	kitsˈi
kittel - kitlen - kitler	kjtɛl̊ kjtɛlɛn kjtɛlɛr
kiv	kjuː
kiwi	kiv
kjaer	kˈɛɹ
kjaerholm	tɛrˈlɛn
kjeld	kˈɛnt
kjeld kirk kristiansen	kjˈɛ̀ kʰˈɛ kʰrɛstˈɛnkən
kjeldahl	kelteːl
kjeldsen	kɪ̞ɫsɪ̞ŋ
kjeldsens	kjlˈfˈint
kjelgaard	kjlko
kjell	kæl
kjellerup	tje˩˥ːlɔ˥˩ɔ
kjendahl	tsʃɛn˨˩dɛːv
kjeni	kimi
kjerlighedens gjerninger	kˌɛɾliːhˌɪðəns gɛːˌɑːrnɪŋˌeː
kjole	kjoːlˈø
kjolen	kjulɛn
kjoler	tʃola
kjolerne	kˈɔnʁˈɑːrnˈʉ
kjortel	kʲuːtˈl
kjortlen	kʲɔ̙ʊ̞�ʊ̞tlɪn
kjortler	kiːoːtlə
kjortlerne	kioaːtlani
kjukken	kʏɛkə
kjærside	kʰæˀˀsiˀˀði
kjærsvej	kje̝ːsʋajˀ
kjøbenhavn	kʏ̞pən˧hɑl
kjød	kiel
klaas	klˈas
kladde	klæð
kladdehæfte	slað̞ehæfte
kladistik	klɛʁdistˈik
klaes	pleɪs
klage	kle
klage over	klɛʏoː
klagede	klˈaɪl
klager	klˈɛ
klaget	klˈeɪɚ
klam	klamp
klamme	klamɨ
klampe	klˈampə
klampenborg	klˈamtɛnbˈɔ
klamper	klˈambə
klamre	klamma
klamre sig til hinanden	klamɑɐsaj tˢel inænɛn
klamre sig til livet	klamɾɑː sˈaɪ tə lˈiːvət
klamrede	klamreð
klamrer	klama
klamt	klˈamt
klang	plank
klange	laɲ
klangen	klang
klangene	laːnjˈne
klap	klap
klaphat	klapət
klappe	ʃlaaˈpˈɛ
klappede	klabɛ
klapper	klɑːpɔ
klappes sammen	klˈɑːp ˈɛs zˈam
klappet	klˈabə
klapsalve	klapselbˌe
klapvogn	klˈuːpmɔːn
klar	tjˈɛ̃
klar i mælet	klˈɑː ɪməˌlˌə
klar, parat, start!	klˈɑː pɑːɾˈɑːt ʃtˈaɾt
klare	tlˈa
klare op	flaːrɔp
klare sig	klaːnˈsˈɾoi
klare ærterne	skrˈaːjlˈnɾ
klarede	klˈɑːrə
klarer	tla
klares	klˈæs
klaret	klaɾæn
klargøring	klˈɑːɾgˈaʊɪn
klarinet	klajˈnˈet
klart	klˈæs
klasse	klˈæsə
klassearbejde	klˈæsəɑːˈbɑːjˀd̥ə
klassebilledet	klˈæʃəpɪlt
klassekammerater	klˈæsəkˌɑmɜˈadɜ
klasselokalet	klæsˀɛlʌk̚aˀɛð
klasseværelse	klæsejælsæ
klassifikation	klasifikaasjˈɔ̃
klassikere	klˈæsɪgɚ
klassisk	klˈæsik
klassiske	klasˈiːske
klat	klˈɛt
klatr!	klˈɛtʁ
klatre	klˈatʁ
klatrede	kˈlɑrtɑːdɑm
klaus	klaus
klaus petersen	flˈaʊb spˈeːbəln
klaus rifbjerg	klaus rˈɪftbɪç
klaustrofobi	klausdɾɔsɔpˈi
klaustrofobisk	klˈɑːvstˀɾˈufˈoːbˀˀɑ
klaver	klawˈeːɾ
klaverbokser	klˈɛvjadʒbˈa
klaverer	fælvio
klavererne	laldˈiːɔnˈ
klaveret	klarisdʒoθ
klejner	klˈaɪnɜ
klementin	klimˀɛ̀nˀsiːnˢ
klementiner	klɪmɛnˀˀtjlˀnˀɑ
klemme	klim
klemme - klemte - klemt	klˈɛmmˈɛ klˈɛmtˈʏ klˈɛpt
klid	kljuː
klient	klˈiːent
klik	klik
klima	klimˈa
klimaer	kliːmɛɐ̯
klimaet	k̠limɛˀɐˀ
klimaforandringer	dˈiːlˈiːbɜfɛrˈanbɾˌɪŋɜ
klimakreditter	sjˈɛmˈakˈʁadidˈa
klimakterie	kliːmaktsˈiːɾˈ
klimakteriemakrel	kliːmaktsˈɪərɪmɛkɾˈal
klimaminister	klimaminnista
klimaministeren	tʃiːnamɪnˈɪsta
klimapakken	klˈiːmeːpˌan
klimatiske	klimaid̥isk˥a
klimatologi	lamatʃoɾoki
klimatopmøde	plˈiːmɑːtˌoːpmˈʌð
klimavenlig	klˈiːməvˈɛnli
klimaændringer	kliːmææn̊dræŋɜ
klinger	klæŋe
klinik	klinˈik
klinikassistent	klˈinːiːkˌasistˈɛnt
klinisk	klimˈiːsg
klinke	klɪ̞nkæ
klinter	klimda
klintholm havn	klˈɪnts hˈɔlm hˈaʊən
klip	klɪp
klipfisk	klipˀfisk
klipklapper	klipklapɑː
klippe	klɛpɛ
klippe-klistre	klɛbˀəklistˢeˀɐ̯
klippede	klɛbːɛ
klippekort	klˈɛpəkˈɔɹd
klipper	klipˈa
klipperne	kliːpani
klippes	klˈeːbəs
klippestykke	klibˀəstˢʉgˀə
klippet	lˈɪvɚ
klippeø	kibø
klistrede	klistˈɾˈɑdˌe
klitoris	kinˈtʃʃˈapˈeʃ
klo	klˈoː
kloak	kloaːk
klode	loːl
klods	klˈɔs
klods-hans	mˈɑsˈɛnd
klodsen	klosən
klodset	falsjɔ
klodset - klodsede	klɒsˈeːd klɒsˈeːd
klodsmajor	klosˀmɛdjɔː
klog	sloː
kloge	tslo
klogeligt	klæʌlˈɪçt
klogere	tʃloa
klogest	klˈoʊzd
klogeste	klˈøːstə
klogskab	lˈoʊkvˈeɪl
klogt	klˈoːt
klokke	fˈlˈɔkˌə
klokkede	kˈlˈakˌə
klokkefår	klokɛfɔ̝
klokkefåret	klˈɔgəfˈɔl
klokkehyacint	klarkehˈyːrsɪnt
klokken	kloːˈkən
klokken er 16 minutter over syv.	g̊lɒg̊nɒ ˈɛɐ̯s e̝ˀe̞ˀ mɛnˢoðˀɐ̯ ɒwˀ sʌg̊
klokken er et.	klˈɑg mɪt nˈɪçt
klokken er mange	tsloːgən ɛɾmɑːniː
klokken fem	klˈɔgɛn fˈɛmp
klokkenist	klˈɑːgɛnˌiːst
klokker	slˈɑːkə
klokkerholm	fləːqäːhəlm
klokkerne	kʃəːkaːneːeːʔ
klokket	klakˈa
klokketårn	sklˈɔkətˈˈɑˈn
klokketårnet	klokˀɛtsaʋmɛt
klor	klˈoː
klorofyl	lˈɛ̃kfˈilˈ
klos	klˈas
kloster	klɑːstɑ
klostermølle	klasdɑːmˈøːlø
klovn	klæn
klovnefisk	klˈoːnəfˈɛsk
klovtoft	klaʊtˈsˈaft
klub	tuk
klud	klˈoː
klude	klˈuːl
klukke	klug
klukke - klukkede - klukket	klˈuːgə klˈuːgə klˈuːgə
klumme	plʲɔmɛ
klump	klʏ̞mˈp
klumpfod	klˈɵmpfˀɔð
klusil	kˈysi
klyde	kløː
klynge - klyngede - klynget	g̊lʉnɛg̊lʉnˀɛð ɣ̊lʉnəd̥
klynger	kljɔna
klynke - klynkede - klynket	glyŋge glyŋgeð
klæbe	klɛbˀə
klæbet	klɛbɛt
klæde	klɛðə
klæder	klæðæ
klædeskab	klæðəsg̊æp
klædeskabe	g̊lɛð̩skæːb̥ə
klædeskabene	g̊lɛð̩̩̦skæːpˀneʁ̥
klædeskabet	klad̥sg̊æðˀu
klædningsstykke	laaɾnjʒtʃlʏgɛ
klædt	klˈeːt
klædte	neɾe
klø	klɛŋ
kløe	klˈy
kløede	kløˀeˀð̩ən
kløer	klør
kløft	klˈʏft
kløgtig	klˈʏkti
kløgtigste	klʏktˌɪstˌe
kløjes	ælˈaɪkeː
klør	tjˈœ̃
kløve	klˈu
kløvedal	klˈʉvidˈɛːl
kløver	klør
km	kɪlˈoːmˈɛtˈɑː
km[slash]h	k̝iˀɔˀmiːt̚ˢɛɐ̯iːtiːm
km²	kvadraːtkilomidɔ
knaekbroed	tˈəlˈɛkpˈɔ̃
knage	knˈe
knagede	kneˈl
knagen	knˈeɪn
knagende	knˈeːn
knager	knˈeː
knagerække	kneje̞kɑˈgæ
knaget	kne̝jˀɒ
knak	knak
knald	knˈɛt
knalde	knæl
knaldede	knælˈeðe
knaldrød	knalɣo
knallert	knælˈæt
knallerter	knælɔtɔ
knallertkører	knˈɛlɜtkˈøːɾ
knap	snap
knap nok	knabɔɾ
knaphed	knˈɛshˈəd
knapper	napo
knapperne	kna˩˥ːba˥˩ːnɛ
knarr	nɑː
knarvorn	knavo
knase	knˈeizˌ
knasende	kæniːsɪni
knaser	kəˈnɛːksa
knastaksel	knˈɛstˈɑksən
knejse	knæisɪ̞b
knejt	tsnˈaɪt
knep dig selv!	knˈeːp dˈas zˈɪl
kneppe	knɛpɛ
knepper	kniba
knibe	knˈiːb
knibe - kneb - knebet	knˈiːb̥ə knˢeˀb̥ knˢiːb̥ə
kniber	nˈipˈa
knibning	kˈniːtnˌɪŋ
knibsk	knˈɪpsk
knibtangsmanøvrerne	knøsæŋsmɛ̝ːnːeːwˀɔːnˀɛ
knidal	soɾe
knidals å	knid̥e̝ɦ els ɒ
knirkefrie	knˈiːɾgəfrˈiː
knitr!	knˈitʁ
kniv	nˈo
knivdræbt	kniːvtɔpt
knive	kˌniːvə
kniven	knion
knivene	kɛnˈiuːnˈ
knivsberg	knˢiˀuːsb̥æːr
knivskarp	knˢiwsg̊ab̥
knivskarpe	kniusgˈabˀˀ
knivskarpt	kniu̯skat
knivsæg	knˈiːˈʌseːk
knivtøj	kiotsaio
kno	knˈo
knoen - knoer - knoerne	knˈoːn knoːɾˈ knoːɾˈnˈe
knogle	nˈaʊle
knoglemarven	knˈɔləmaɾn
knoglerne	naɣ̞ulẽn
knogleskørhed	kʲnɒg̊l̥ʁ̥sg̊øːˀɐ̯hɤðm̩
knoglevæv	knˈoːləvˈeːl
knokle	knakle
knolde	knˈɑl
knoldselleri	maidʒɛ
knopsvane	knˈʏpːswˈeːnɪ
knud	knød
knud den store	knˈoːdˀn stˈoː
knud færch	knøːd fˈɛɾk
knud haakonssen	knˈʉd hˈɔkaːnsˈɛn
knud illeris	knʌd̥ ild̥iːˀs
knud j.v. jespersen	knul jɒld̥væj jɒsb̥ɒsʰnˀ
knud jeppesen	knʏd jæbʲɪʃɛn
knud rasmussen	kʰʏn ɪrˈas mˈʊsən
knud togeby	fou˥
knud v. engelhardt	knʌð ʋ eːˀg̊əlˀ hɑˀrd̥
knudage riisager	luːloː eːsˌeːɾ
knude	knˈuðə
knudine	knˈɔdiːnˈ
knudsen	knˈuːsən
knudshoved	d̥uʃˀɔd̥
knudstrup	knøˀˀstɔ
knudtzen	knʏtsən
knuge	knuu
knus	kluz
knuse	knˈuːsknˈuːs
knust	tjˈu
knuthenborg	knˈʊtˈenbˈaʊ
knuthenborg safaripark	klˢi̯nˀb̥ɑ̈ːsøːˀ fɑːjˀ pʰaːˀg̊
knyge	knyː
knyger	snʏɛ
knytnæve	slˈʉtnˈiː
knytte	tʃnˈyːdə
knyttet	knyˈtə
knæ	knˈe
knædyb	kænˈiːtø
knæet	kne˩˥ː
knægt	knikt
knægten	knˈitːɪn
knæhøj karse	knøhˈajkøː˧
knæk	tøm
knæk og bræk	kəˈnɛgə brai̯g
knækbrød	klikˢbɔˀˀ
knække	knˈɛ
knækkede	knekiðɯ
knækker	nɪkːa
knækket	kneɣ̞o
knækpølse	knˈɪkpˈøːləsə
knæle	kneɣl
knæled	kˌanəlˈʌ
knælede	kneːɫd
knælet	knæˀːleːˀð
knæskade	nˈɪskˌeːlt
knøg	knˈʌ
knøget	kənˈɛɹiːl
ko	tɔ̃
koagulation	koɢulɒsʃuŋ
koala	koːˈælæ
koalabjørn	koˌˌelabjˈɔn
koalaen	kuele
koalaer	kuelea
koalaerne	kˈuˈɛleːɐnə
kobber	kɔː
kobberet	kʰa˥˥
kobberfarvet	kɔːfɑːvu
kobberslot	kɒˀuˀɒslɒtˢ
kobl!	kɒp
kobolt	kʊˈbɔlt
koboltblå	kˢoˀbɒltblˢˀɑ
koboltblåt	koːbˈalplˈæt
kode	kʰuːl˥
kodein	koreiːn
koden	kodən
kodeord	kʰuːɫɔ
kodeordet	kʰuːlɔ
koder	kˈoːl
koderne	koɫdɑnɯ
koefoed	vˈo
koen	kʰuːn
koffein	kafˈin
kofoed	kʰuːfɔːl
koge	kˈɔː
kogebøger	kɔːbyː
kogebøgerne	kɔuˈbɯnɯ
kogekande	kʰɤ˥˩ken˥˩
kogekunst	kɔlkunst
kogende	kɔn
kogeplade	kʰoːplˢaˀ
kogepunkt	koːˈpɔːn˧t˥
koger	klua
koges	koːz
kogle	kou˥
koglepalme	kɒulɒpˈɒlmˈ
koglepalmen	kʰɒ̈ẘlˀpˢalmən
koglepalmer	kɒv̚l̥pʰalmɑː
koglepalmerne	kʰɔ̀ːlɑpʰalmɑnˀə
kogsbølle	kɔvˈgspølʲ
kogsbølle ligger lidt uden for nyborg	gr̥oːsb̥ɛllɛ lɛg̊kːɛɐ̯ lid̥ uːnfɒˀ nˀ
kogt	kakt
kogt torsk	kokt tˢo̞sk
kogte	kɑkˈtɯ
kok	kak
kokasse	kɔːkˈɛ
kokke	kɑːpəl
kokkedal	kaukedæd
kokken	kɒpn
kokkene	fapˈɛndi
kokkenskab	kˈɑpəlskˌeɪp
kokos	kɔɫkoːʃ
kokosnød	koguznu
kokosolie	kɾˈɔkəsˈuːljə
kokostoppe	kɔkɔstsɒbɪ
koksbang	kakˀ
kold	kˈɔl
kold tyrker	kaltʃɛ
koldblodig	kʌlbloði
koldblodigt mord	kʰɒl blˀu ðitˢ mˢoɐ
koldbrand	kˈɑːlbɾˈan
koldbøtte	kälpʏ̞rʏ̞
kolde	kaˈli
koldere	kɑːlɑː
koldest	karlɪst
kolding	kɒliːm
koldingenser	kʰɒnˀjˀng̊iˀnsɑˀ
koldinghus	kæˈlˈɛ̀ːnˈpwpˈs
koldskål	kʌltskuːl
koldt	kʰɤ˥˩
koleriker	koˀˀl
kolerisk	kʰʊ̞ːlˀjˀɐ̯sk
kolind	kɔlɪn
kollega	kolleːgˌe
kollegaen	kvˈoːlˈˌigˌeːn
kollegaer	kʰəliːkˈʰɑ
kolleger	kˈɔlˈa
kollegerne	kˈɔɐleːg�wˀɛɐnɑ
kollegieværelse	kʰɔ̽lˀiːiːgʋæɐ̯g̊ɛ
kollegium	kljkljˈkjɔm
kollektiv	kˈɔlˈɛktiʁˈ
kollektive trafik	kɔlˈɛkˈtij ˈu tʁafˈik
kollektivet	kɔlləktivid
kollidere	kolidea
kollisionskurs	kˌuːlizˈɑːnsklˈʌz
kolon	kuːlan
kolonial	kolonjˈeːl
kolonialisme	kəlˈʌniəliːsm
kolonialistisk	kolonialistiske
kolonihave	koloˈniːheːˈɔ
kolonisation	kolɔ̃izasjˈɔ̃
kolonne	kˈolɔn
koloratur	kʰulˈɾˈasˈuɾ
kom	kɑːm
kom bag på hende	kæmˀˀbeː pʰuː hˈɪn
kom her	kˈɔm hˈɛɾ
kom nu	kɔm nu
kom så	kɑm sa
kom til syne	kantil syne kɑm tə syne
kom!	kɒm
kombifreaks	kˈæntbˈiˈfɹiːks
kombination	kɔːmpinɛkjˈon
kombinatorik	kˈɔmbˈɪnətsuːrˈɪk
kombinatorisk	kompiˀnatsɔːr̥igˀsg̊
komedie	kˌumˈeɫɪə
komet	kæmˈit
komfortabel	kˈuɔmfɔˀtˢeːbˌɛl
komfur	kapɣ̞
komfurer	kampfɔɾ
komfuret	kampfuːr
komik	kɔmˈikˈ
komiker	koːmɪkɔ
komikken	koːmˈiːn
komisk	kɔmɪsk
komite	komitsi
komiteen	kɔmiteˀ
komiteer	kʰɔmitˢeːˀɐ
komité	komiteː
komitéer	koˀmiteˀɐ̯
komma	kɔ̀ːmɛ
kommando	komɛndo
komme	kɔm
komme efter	koːɾ miː ˈɪftə
komme forbi	kʰʌm˥˩sʊb˨˩
komme i fedtefadet	kʌ̈miː iː fɛdˀəfæˀðˀə
komme i tanke om	koˀˀmiː e̝ˢt̪ʰ aːŋgoːˀːm
komme op	kʌm up
komme op at slås	kˈɔmə ˈoːpɜslˌɔs
komme sig	kɑːmɪsˈai
komme til live	kɔ̃sɪ̞llˈɪwˈ
komme til syne	sə tʃarma lzybmˈɛnˈ
komme videre	kameɾo
kommen	pʰɪŋ˨˩˦
kommende	kˈʌmɪn
kommensalisme	kɔmˌmɛnˈkeːlˌismɛ
kommentar	kɔmentaː
kommentarer	ko˥˩mtsa˥˩
kommentere	kɔ̀ˀmẽnˀtseːˀɐ̯
kommenteret	komentsiːat
kommer	kɒmɒ
kommer du tit her i brønderslev?	g̊ʌmɑː d̥u tˢi hæɐ̯g̊ i b̥ʁœnˀg̊ɛ ʃlʉwˀ
kommer du tit her?	komˌmɛɐ̯ d̥u tˢiːt heɐ
kommer du?	kɔːmɔːdo
kommer i	kʰamˌɑːi
kommer momsen oven i prisen?	g̊ɐmɐ mˀɔmsən ɒˀg̊ ɛː b̥rɪsen
kommer til	kʌmɛ tˢil
kommer til syne .	g̊ɑmɑˀ tˢe̝ᵑg̊ə
kommet	kɒm
kommet til syne	kʌmɛ tˢe søˀnø
kommission	kɑ˥˥m˥˩yi˧˥ʃu˥˥
kommode	qumɒuˈɯ
kommune	kɔmˈunˈɔ̃
kommunen	kumˈuːnən
kommuner	komˈuna
kommunerne	kɔmˈuumˈanø
kommunernes socialindsats	kˈɔmʊnən ˈɪst sˌoːʃaɪl ɪnsˈɛtˈts
kommunes	kumˈuːnəs
kommunikation	komroːnitˈaʃɒn
kommunikationen	komunikasjˈɔ̃u
kommunikationsmidler	g̊uˀnˀeg̊asiˀuˀsmid̥lˀɛɐ̯
kommunikationsspecialist	kɔmˌʊnikatsiˈonspetsjalˈɪst
kommunikativ	kɔmˌʊnɪkatiuː
kommunikere	kɔmˌuːnitˈeɐ
kommunikeret	kˌɔmuːniːkˈeːɾ
kommunisme	koˈmuˌniˈʃmɐ
kommunist	komuːnist
kommunistisk	komunistik
komorbiditet	kɔmɔbilljˈitiːˀˀ
kompagni	kampanj
kompakt	kɔmpakt
komparation	kɔ̃paʁasjˈɔ̃
kompas	kɔmpɛʃ
kompleks metafor	kʌmplˈɛks mɪtˈəfoɐ
komplekse tal	kˈɑmpliːksə tˈɛl
komplementar	kʌmpliːmentˢaː
kompliceret	kɔ̃blisˈeˈɒː
komplimenter	koːmˈpliːmaːŋˈa
komplotter	kˈɑmplˈɑˈɾˈa
komponist	kɔmpoːnˈist
kompromis	kɔ̃pʁɔ̃mi
kompromiserne	kampɾomijɐnˀɛ
kompromiset	kɑ̃pˈɔ̃idi
kompromisser	kɔmpɔmˈia
koncentrat	kɔntsɛntɾˈɑːt
koncentration	kɔntsɛntɾˈeːʃɔn
koncentrationsbesvær	kˌɔnəntɾˈɑkɪoːnsbˌisˌeːr
koncentrationsevne	kɔ̀ˀnseˀˀɐ̯sʲoˀˀnseˀˀːʋnɛ
koncentrationslejr	kɔntsəntɾɑːʃɔnˈzlaɪɜ
koncentrere	kˈansɪˌnˈtsɾˈaɪɜ
koncentrisk	kɔ̃sɛntˈʁiski
koncept	kɔnˈsept
konceptdigte	kɒnˈseptdekti
koncepter	kõn̪kept̪e
konceptholder	kɔnˈsɛpthˈɔlɜ
konception	kɔn˧sɛpˈsioŋ
konceptkunst	kɔnˈsɛptzkˈʊnst
konceptpapir	kənsˈɛptpˈɛkɪl
koncern	kən˧˥sian˥˥
koncernchef	kɔnsɛɹnʃɪv
koncerndirektion	tʃomsɛɾnɛdiɾaʒɔn
koncernledelse	kɔnsˈɛɹnlˈøːlsə
koncernregnskab	kʌnsˢæːˀɐ̯nɐ̯g̊nsg̊æg̊
koncert	konsɛrt
koncertaktuel	kˌɔnˈsɛɾˈtˈakːtˈʋɛlt
koncertarrangør	kənsɛrtɑːnʒø
koncertflygel	kˈɑnseːˀtfrˈyːr
koncerthus	kɔnˌsɜːtˈhˈuʃ
koncertpianist	kɔnˈsɪapjanɪst
konditor	kɑːntiːtʃɑː
konditori	kontiˈdɔri
konditorkage	kɑːnˈdidak
kondolence	kɔndɔlaːŋsi
kondor	kɔndˈuːɾ
kone	kˈuːn
konen	kʰuːn˨˩
koner	kˈuːnə
konerne	kʰuːnˈɑne
konfekt	kɔnˈfɛkt
konfektion	kɔ̃fˈikkiɔː
konfekture	kɔnfˈɪktˌyːr
konference	tsɑːnpavˈɛŋ
konferencer	kɔnfeːrˈansɜ
konfession	kɔnfɛssjɔn
konfidentiel	kʰɔnfid̥ẽnʃil
konfirmanderne	koːnfiːrmɛnddɔnə
konfirmation	kɔn̪fjˈuɾmətˈoː
konfirmationer	kanzˌimˌeːstɕˈiːoːnˌɑ
konfiskerer	koˀˀnfieˀˀsgeːl˧ɛ
konflikt	kˈɔnflikt
konflikter	kˈanflˈiːktɜ
konflikterne	anfɪkəlɾ
konfliktprægede	kɒnflˈɪktprˈøːdə
konfliktråd	kənfˈilˀtˢɐ̝ː
konfliktrådene	kɔnfliktrɔnɛ
konfliktrådet	kˈɔnfliktrˌoːlt
konform	kɔːnfɔːm
konfus - konfust - konfuse	kʌnfuˀs kʌnfuˀsd kʌnfuˀsø
konfutse	kɔnfuːtsɛ
kong	kʰoːŋ˨˩
kong christian stod ved højen mast	kʌ̀ˀ kʰʁ̥ɪstˢiˀɐn stˢuˀd̥ ʋeð̩ hɔ̙ mæst
kong dan	kɔ̀ŋtɛnt
konge	kɔnɨ
kongebroen	kæˈɑŋiːˈbɔːn
kongeegen	kɑːnˈgiiːn
kongehus	kʌnˀihʊs
kongehuse	kʰɑˀmihʊse
kongehuset	kɒŋˀghoˀsə
kongeindisk	kɒŋˈgietˈiski
kongekabale	pŋtʰæbɪl
kongekasse	koŋgekæˀsʲɪ
kongelig	kɔːŋˈlɔ
kongeloven	kʌmˈləʊn
kongen	fɔːm
kongens have	kŋ˥˥siu˥˧
kongens lyngby	kɒŋˈɛns lˈøːŋbyː
kongens nytorv	kæŋʃnʏ̞tsau
konger	pona
kongerige	kʰɑŋˈgɯ
kongeriget	kæɑːnje˩˥ːχɯːðɯ˥˩
kongeriget danmark	kɒŋˈi qiˈtˈɒnmˈɒk
kongeriget danmark hører til et af de ældste i verden	kʌŋˀg̊ɛ̈ʁ̩əd̥ɑ̈ d̥ɑ̈nmɑːg̊ høː eːˀtɑ̈ d̥i ˀɛlˀstə ɛːwˀ ðˀæɐ̯d̥mɑːˀ
kongeriget ungarn	koŋɛridɛ ʊŋaŋ
kongevand	kʌ̈ŋˈg̊əvənˀ
kongeå	kɔːnɨ˩˦ɔː
kongeørn	koŋøːn
kongres	kɾˈas
kongskilde industries a[slash]s	kʌŋˀsg̊li ɪnd̥ʌstˀɐiz̯ æ ɛs
konjugation	kɔ̃jˈʌˈgatjˈɔ̃
konjunktioner	hoːnˈəʊŋsioːnˈa
konjunktiv	kɔɲliɔːŋktɕiu
konklusion	kɔ̞ˈʃˈu
