(หนึ่ง)ทุ่ม	hŋ˨˩tʰʊm˥˩
มกราคม	nokkraːkam
มงกุฎ	k̚˦˥tʰabɔːʔk̚˦˥tʰabɔːʔk̚˦˥tʰabɔːʔk̚˥˩
มงกุฎดอกส้ม	mŋ˧k̚˥˩dk̚˥˩m
มณี	mniː
มณโฑ	mɔ̃tˢo˨˩
มด	moːt
มติ	mat˦i˥˧
มธุปายาส	maːtʰuːkaj˧aːs
มนตรี	mant̪ri
มนต์	mɔ̀n
มนัส	mãn̪at
มนุษยชาติ	manusʔjaːtɕʰaːt̚˨˩
มนุษยสัมพันธ์	manusaj˧aːsaː˩˩˦m˥
มนุษย์	manot̪
มนุษย์กบ	manudp
มนุษย์ต่างดาว	mǎn˧tot̚˨˩aːŋ˧naːw
มรกต	maːrəkat
มรณะ	maːrɑna
มรสุม	mˈɔra sʊm
มลพิษ	mˈmˈnaːpʰiʃ
มลภาวะ	mn˧ɔːpʰaːwâː
มวน	mũ˧˥an˥˩
มวย	mua̯j˨˩
มวยสากล	mua̯ai˧saː˩˩˦kʰon˧
มวยไทย	mua̯j˧tʰaːj˧
มวลชน	m˥ʰua̯n˧ʈʰn˥
มหรรณพ	maːhɔːannp
มหัศจรรย์	maːhaː˧tɕantɑːn
มหา	má˥˥ ha˧˥
มหากษัตริย์	maːhaː˧k̚˨˩ra˨˩saːn˩˩˦
มหาจุฬาลงกรณ์	maːhaː˧ʈʰraːlŋkʰon˧
มหาชน	má˥ha˨˦tsʰon˥˧
มหาดไทย	mahaː˧ʈtʰj
มหาทวีปแพนเจีย	mahâːtʰbʔpʰn˩˩˦aː˧
มหานคร	maː˧haː˧n˩˩˦apʰn˧
มหาปรมาภรณ์ช้างเผือก	mɑ̀ːhaːpramaːpʰɔːn˧aːa̯wʔeː
มหาภูต	pʰaːpʰpʰûːt
มหาภูตรูป	maːhaːpʰuːtɕaːroːp
มหามกุฏราชวิทยาลัย	hɑːnɑːmɔːkʰrɑɔːʈɛ aː˥˩lɑːj˧
มหาราช	maharaːt
มหาลัย	maharɛː
มหาวชิราลงกรณ	mǎhaː˧wɑʔraːlŋk̚˦˥ɔːn˥
มหาวิทยาลัย	maːhʰaːt̚˨˩iajʔl
มหาวิทยาลัยขอนแก่น	mahaː˧wit̚˨˩j˧ɔːlɑkʰɔː˧ŋ˧ʔkn
มหาวิทยาลัยจงซาน	mɑːhaː˧˥wt̚˥jaːlɑːiː˨tsʊŋ˨saːn˥
มหาวิทยาลัยบูรพา	mahaː˧ʔwjtiːjɔːl˧lajduːra˦˥paː˧
มหาวิทยาลัยมหามกุฏราชวิทยาลัย	n˧akaːmaː˧kldraːtɕʰtʰjaːʔn
มหาวิทยาลัยเกษตรศาสตร์	âːrâːr diː˧laːiːk kʰtseː˩˩˦saː˩˩˦raːn
มหาวิทยาลัยเชียงใหม่	maːhaː˧tɕajʔl˧áj˧ʔtɕʰj˧ŋ˧hm˩˩˦aj˧
มหาวิทยาลัย์	mǎhaːwit̚˨˩iːʰɔ̀a˦˥rai˥
มหาศาล	mahas̺aːn
มหาสมุทร	maːhâːsmɔʔsm
มหาสมุทรอินเดีย	maːhaːsamut̪ ɪndiːjaː
มหาสมุทรแปซิฟิก	maːhâːsmut̚˨˩pʰan˧k
มหาสารคาม	n˩˩˦aː˧haː˧saː˩˩˦raː˧kʰaːm˥˩
มหาเถรสมาคม	maːhaː˧ʔtʰráp̚˥˩sa˨˩maː˧kʰm
มหาเถระ	maːhaːʔɛra
มหาเศรษฐี	mahâː˧ʔstʰt̚˨˩
มหึมา	maːhmaː
มอ ๆ	mɔːmɔː
มอง	mɑŋ˧˥
มองดู	mɔ̀ŋ duː
มองด้วยใจด้วยความจริง	mɔ̀ŋt̚˦˥ʋjtɕaj˧t̚˥˩ʰwjkʰwaːm˧� aŋ˧
มองเห็น	mɔːŋ˧ʰɛn˧˥
มองโกเลีย	mʊ̃ːʁkʰɔ̀ːliaː
มองไปข้างหน้า	mɔ̀ŋ˧pajkʰaː˧ŋ˧hŋ
มอญ	mɔːn
มอญซ่อนผ้า	mɔːn˧sɔːn˥˩ɛːaː˥˩
มอนเตเนโกร	m˥˩n˧ʔt̚˨˩anikroː
มอบ	mˈɑ
มอบหมาย	mˈoʊəmˈɑɹi
มอลตา	mauaːtaː
มอลโดวา	mɔːdaːvaː
มอเตอร์ไซค์	matasˈtaːai
มะ พร้าว	ma˥kraːw˧
มะกรูด	mak̚˥˩n˧ûːtʰ
มะกอก	nakˈɔ
มะขาม	mˌaˈkæ
มะจะกอ	mǎn˥˩tɕak˨˩kɔː˧
มะนาว	mǎnǎːʋ
มะนิลา	manila
มะปราง	la˥˥la˥˥
มะพร้าว	laː˥˩w˧
มะม่วง	mãn˧˥mõ˧˧
มะม่วงดอง	maːmw˧ɔ̄ːŋ˧dʔm
มะม่วงแก้ว	ma˥muːŋ˥ʔʔau˧
มะยงชิด	ajʰjn˧ŋ˧t̚˨˩
มะยม	maːjom
มะระ	mara
มะระผัดไข่	maːraː˧ʔatkʰkʰ
มะริด	malik
มะรืน	maːrən
มะละกอ	malako
มะลิ	mǎn˧liː
มะอึก	mauː
มะเขือ	pa˨˩kɔː˧a˥˧
มะเขือม่วง	maː˥˩ʔeːaː˥˩mʰua̯ŋ˥˩
มะเขือเทศ	maː˧ʔɛːua̯a˦˥tʰeːt̚˦˥
มะเขือเปราะ	makʰɯ̀ːaːprɔː
มะเดื่อ	maː˧ʔeːaː
มะเฟือง	maːʔɛŋ˧
มะเร็ง	mˌaʊɹˈaɪn
มะไฟ	mafaj
มักจะ	matˈa
มักจะสั่งทำอะไรตามอำเภอใจ	maːk̚˨˩tɕatʰamʔɔːa˦˥rai˥tǎːm˧ʔmpʰtɕaj˧
มัคคุเทศก์	mak̚˦˥tʰeːt̚˥˩
มัง	manu
มังกร	máŋ˧kɔ̀ːn˧
มังคุค	mankʰ
มังคุด	mɑŋpʰûːt̚˨˩
มังงะ	maka
มังราย	mǎŋrai˥
มังสวิรัติ	maŋ saʋilat
มังสะวิรัติ	ŋ˥sǎːʋ˧w˧j˥lǎt̚˨˩
มัจฉา	mǎt̚˨˩ʰtɕʰaː˥˩
มัชฌิมาปฏิปทา	mɑʔt̚˥˩maː˧p̚˨˩ra˦˥tʰaː˥˩
มัณฑะเลย์	mǎn˧kʰa˥rɯeː
มัด	mǎ
มัทนา	mat̚˨˩ʰnaː
มัธยม	mata˨˩joʊ˧m˥˩
มัธยมศึกษา	mɑʔjːm˧k̚˥˩saː˩˩˦
มัน	man
มันจะ	man˥˩tsa˥˧
มันดีมากแม่	mǎn˧di˧maːk̚˥˩mɛː
มันตาภรณ์	man˧tapʰn
มันฝรั่ง	mann˩˩˦fa˥raːŋ˧
มันฝรั่งทอดกรอบ	mǎn˧t̚˨˩aː˧n˧prɔːp̚˦˥
มันมีชื่อว่าอะไร	mɑn˧miː˧ʔɛn˥waːɔ̀âːraj
มันส์	man
มันเข้ากับคุณดี	mankʰaːwbkʰunʔt̚˨˩ʰdiː˧
มันเทศ	mǎn˧tʰeːb
มันเลือดนก	man˧ʔɛːtn˧ɔp
มันเสา	mansau
มันโพ	man˩˩˦pʰoː˨˩
มันไม่คุ้ม	mǎn˧ajʰkʰũm
มันไม่ได้แย่ขนาดนั้น	mɑnajʰlɤjʔeːʔkʰnaːt̚˨˩n˧
มัลดีฟส์	maː˧
มัวแต่เที่ยว ไม่อ่านหนังสือ	m˧ʰtʰʔʔa̯w˧ajʰɔːaː˧n˧aŋ˧
มัสมั่น	matseo
มั่ง	man
มั่งมี	maŋ˧mi˥˩
มั่น	man
มั่นคง	mankʰ
มั่นหมาย	mǎn˥˩hm˥˩aːj˧
มั่นใจ	mantɕaj˧
มั้ง	mǎŋ˧˥
มั้ย	mãĩ˧˧
มา	maː
มาก	laː
มากกว่า	ma˥˩kwa˧˧
มากขึ้น	maːn
มากมาย	m˩˩˦aːk̚˦˥mâːj
มากเลย	maːklɤj
มาก่อน	maːkɔ̀ːn˧
มาจาก	maːr˧tɕaː
มาจากไหน	maːtɕaːkʔhn
มาดาม	madʰaːm
มาตร	maːk
มาตรการ	natrakaːn
มาตรฐาน	maː˧traːn
มาตรฐานสากล	maː˧t˥raːtʰaːn˧saː˩˩˦k̚˥˩l
มาตรา	matra
มาตุภูมิ	maːn˧tʰuːk˧l
มาถึง	maː˧ŋ˨˩
มาน	maːn
มานานแล้ว	maːnaːnʔlw
มานี่	maːniː
มานุษยวิทยา	maːn˩˩˦usʔjaːwit̚˦˥tʰa˦˥jaː
มาม่า	mɛmɛ
มายังไง	maːjaŋ˧ŋɔ̀j
มายากล	majakun
มาร	maːn
มารดา	maːdaː
มารยาท	maːra˦˥jaːd
มารับ	maːráp
มาริโอ้ เมาเร่อ	maːrɪʔaː˥˩mráːʔraː
มารีญา พูลเลิศลาภ	m˩˩˦ʰaːriːjaː˥˩hul˩˩˦ʔtʰl˧aː˧
มาลากุล	maːn˧k̚˨˩n˧
มาลูกู	malukuu
มาส่ง	ma˥sŋ˨˩
มาหา	maː˥˩haː˧˥
มาอย่างไร	maːɔ̀jaːŋ˧rai˥
มาเลเซีย	malesia
มาเลเรีย	malerja
มิจฉาชีพ	mɪt̚˨˩tɕʰaː˧tɕʰiːb
มิด	mit
มิต	lə
มิตร	mɪt
มิตรภาพ	m˧rʌpʰaːk̚˨˩
มิตรแท้	mɪt̚˨˩ʰaː˧
มิติ	nˈife
มิถุน	mʰtʰua̯n˨˩aː˧
มิถุนายน	miːtuːnaːlˈn
มินิบัส	i tʃiːbas
มิน่าเล่า	mi˥naːlaːw˧
มิลลิเมตร	m̩˩˦lʰim˧et̚˨˩
มิลาน	mita˥
มิว	mˈil
มิวสิค	mjˈuzi
มี	mi˥˩
มีความสุข	mi˥˧kʰɑ˥˥
มีความหมาย	miː˧kʰʰaː˧m˥˩hm˥˩ajʰ
มีค่า	misa˥
มีค่าธรรมเนียมไหม	m˧iː˧kʰaː˧tʰamʔniːj˧mj
มีจานไหนแนะนำไหม	miː˧t̚˨˩aːn˧hn˧ʔnn˧aːj˧ʔhm˩˩˦
มีฉันทะในการสอน	mi˥ʈʰan˩˩˦tʰaː˧t̚˨˩n˧k̚˦˥aːnsɔ̄ːn˧
มีชายสามคนหายตัวไป	hniː˧ʈʰajsǎŋ˩˩˦kʰun˧kʰa̯˧tɕʰua̯˧paj˧
มีชีวิต	miːʰt̚˨˩t̚˨˩
มีชื่อเสียง	ni˨˩˦ tɤ˧˥ si˧˥
มีด	mˈeːt
มีดบาดมือ	mi˥saːbmɯ̄ː
มีดโกน	mikɔn
มีที่ไหนน่าไปบ้าง	mi˥ʔhnʰɔːj˧hn˧aːpaj˧ʔboaːŋ˧
มีท้อง	miː˧˧ tʰɔː˧˧
มีนัด	mi˥˩n˧a˥˧
มีนาคม	ni˦˥naː˧kʰm
มีนาคม์	mʲiːnakʰm
มีน้ำมูก	mʲinamu
มีบัตรสมาชิกครับ	m˧iːajpat̚˨˩s˦˥maːrtɕʰik˥kʰráp̚˥˩
มีบัตรสะสมแต้มครับ	miːbat̚˨˩saː˩˩˦sm˧ʔtom˧krʌp
มีบางอย่างผิดปกติ	m˧iːʰbaːŋ˧ɔːjaːŋ˧pʰis˥pk̚˦˥k̚˦˥tiːʰ
มีประสบการณ์	m˧iːprbkaːr
มีประสิทธิภาพ	m˧iːprɔːŋ˧sip̚˨˩ʔpʰaː˧pʰ
มีประโยชน์	niː praːjajɔt
มีผล	miːpʰl
มีพิษ	ni˨˩˦tʰi˨˩˦
มีระบบ	miː rabɔ
มีสุขภาพดี	miːʔskapʰaːp̚˨˩diː˧
มีส่วน	misʰua̯n
มีส่วนร่วม	miːs˦˥wn˧ruːm˥˩
มีหุ้นส่วนก็เหมือนมีเพื่อน	miːhun˧sʰw˧nʔhɔːʔhmiʔpʰɯʰʔn
มีอะไรใหม่	mia˥˩ a˥˩rai˥hmai˦˥
มีอายุ	mia ju
มีอารมณ์เพศ	miːʔaː˧rmpʰʔt̚˥˩
มีอาหารอะไรแนะนำไหม	niːʰaːhʰaː˧n˧ɔ̀rraːj˧n˥ʰam˧ʔhm
มีอุบัติเหตุ	miːuːbt̚˨˩hẽːn
มีเงิน	mi˥˧ny˥˩
มีเรื่อง	miːrəʊ̄ːŋ
มีเสน่ห์ดึงดูด	miːajʔsn˧eːn˩˩˦duːt̚˨˩
มีแต่	mʰjʔtæ
มีแผล	mi˥˩pl˧ɛː˧
มีโอกาส	miːn˧
มี้	mˌi˥˩
มึง	mɤŋ˧
มึน	mɪn
มืด	mɯ̄ːt̚˨˩
มือ	mɯ̄ː
มือตก	mɯ̄ːtok
มือถือ	mɯː˧ʰtʰwuː˧
มือที่สาม	mɯːɔːtʰiːʰsǎːm
มือสอง	mɯːsʔ
มืออาชีพ	mɯːʔaːtɕiʰb
มือใหม่	mɯːɔːhmai˥
มือไม่พาย เอาเท้าราน้ำ	hɯːʔajʔkʰʰaː˧ʔkʰaːw˧raːnhn˩˩˦kʰaː˧
มื้อ	mɯːˀ˩
มุก	mˈɔ̃
มุกดาหาร	mk̚˦˥daː˧kʰaː˧n˩˩˦
มุกแป้ก	mukpɛk
มุทะลุ	muː˧ tʰɑluː˧
มุมปาก	mungpaː
มุมมอง	boŋ˥˥mɑŋ˧˥
มุ่งมั่น	mŋ˧man
มุ่งหมาย	mŋ˧hmai˥
มุ่งหวัง	m˥˩
มุ้ง	mɔ̃˨
มูล	mɔ̃n˦˥
มูลค่า	m˥˩nkʰaː
มูลนิธิ	mˌuːlənˈitiː
มโน	mano
มโหรี	maːhoːriː
มโหฬาร	maː˧hoːraːn˧
ม็อบ	mˈɑːp
ม่าน	man
ม่านตา	mǎn˥˩tǎː
ม้วน	mwan˥
ม้วนเทป	m˥˩lʔtʰb
ม้วย	n˧ua̯j˥
ม้า	ma˥˥
ม้านั่ง	maːnum
ม้าม	maːn
ม้าลาย	maːlaːj
ย	ɔ̀ jak
ยกตัวอย่าง	jktua̯aːjaːŋ˧
ยกทรง	jksʌŋ
ยกเลิก	jɔqlɑq
ยกเว้น	jkʰʋ
ยมทูต	jom˧t̚˨˩oɔ̀d̥
ยรรยง	ɔ̀ɾaːjoŋ
ยศพนธ์	jˈʌs tˈa pˈoːn
ยอ	dˌiːzə
ยอดนิยม	t̚˨˩ɛːɔːtniːʰjom˧
ยอดเยี่ยม	j˧ɔ̀ːj˩˩˦m
ยอม	jˈɑːm
ยอมรับ	jɔːmrap
ยะลา	dʑo
ยะอะหยั๋ง	nia˥˧ a˥˧ɲãŋ˨˩
ยักษ์	dˌiːzə
ยักษ์ใหญ่ไล่ยักษ์เล็ก	jˈak˦hʰjɐ̯˨˩laːj˥˩ak̚˦˥rɛk˥
ยังคง	jǎŋ˨˩kʰʊŋ˨˩
ยังไง	jɑŋ˧jŋaj˧
ยังไงก็ได้	jɑŋ˥˩ɛj˧jt̚˨˩ʰt̚˥˩o
ยัดไส้	jˈakjsaɪ
ยับ	jɑp
ยัยบ้า	hɛ̄ːbaː˥˩
ยา	dˌiːzə
ยาก	dˌiːzə
ยากกว่า	akwa
ยากจน	jaːk˧tɕn˧
ยากลางบ้าน	jɑːk̚˦˥laːŋ˥baːn˧
ยาขับปัสสาวะ	jɑːkʰap̚˥˩pas˦˥a˨˩waː
ยาขับลม	j˥aː˧kʰap̚˦˥lm
ยาขับเหงื่อ	j˧aː˧kʰap̚˨˩n˩˩˦eː
ยาฆ่าเชี้อโรค	ɔːjaː˧kʰaː˥˩ʔɛːroːk̚˨˩
ยาฆ่าเชื้อ	jɑːkʰʰaː˥˩ʔɛ
ยาฆ่าแมลง	ɔːjaː˧kʰaːmaː˧ʔlŋ
ยาง	ʝˈaŋ
ยางยืด,เสื้อยืด	jaː˧ŋ˧ʔɛːt̚˨˩ʔɛaː˧ʔɛt
ยางรถยนต์	jâːŋ˧rt̚˨˩jn
ยางลบ	jaː˥˩ŋ˧p̚˥˩
ยางล้อ	jâːŋ˨˩lɔː
ยางแตก	ja˥˥ŋ˨˩tɕʰɔːpʰɔː
ยางแฟบ	jaː˥˩ŋ˧ʔfp̚˥˩
ยาดม	jaːlom
ยาดอง	tɕa˥˥tɔːŋ˨˩
ยาดองเหล้า	ɔːjaː˥˩dʔŋ˧ʔlaːw˧
ยาต้ม	dʒaːto m
ยาถ่าย	jaː˧tʰaːj˥
ยาทา	ja˥˩tʰa˥˥
ยาธาตุ	ɔːjaː˧tʰaːt̚˨˩
ยาน	ja˥˩n˥
ยานพาหนะ	jɑn˥˩pʰaːhaː˧n˧a˦˥
ยานอวกาศ	jɑːn˧ʔɑːw˧kaː˧r
ยาน้ำ	ja˥˩nɛːm
ยาบำรุงธาตุ	jɑːpam˧lŋ˩˩˦tʰaːt̚˥˩
ยาพิษ	ɔːjaː˧pʰiʰt̚˨˩
ยาม	dʑaam
ยามแหนมสด	jam˧ʔhn˧
ยาย	jˈaɪ
ยาระงับประสาท	jaːra˦˥ŋ˧aːppra˦˥saːt̚˨˩
ยาระบาย	iaːraːbai̯
ยารักษาโรค	jāːrak̚˨˩saːroːk
ยาว	dʒau
ยาวกว่า	dʒaːw˧kwaː˨˩
ยาวนาน	jaːwn˥˩aːn˥˩
ยาวเหยียด	tsiaʋ˥˩n˥˩at̚˨˩
ยาสระผม	jaː˥˩sak̚˨˩kʰm
ยาสลบ, ยาชา	jɑːs˦˥slbjɑːʔʰaː
ยาสีฟัน	ɔːjaː˧s˦˥iːʔf˥n˧
ยาสีฟัน ๑ หลอด	jas˧ifn˩˩˦hŋ˧hlɔːʔt̚˨˩
ยาสีฟันชนิดผง	n˧a˥˧si˧˧fan˧˥ʈʰn˩˩˦ip̚˨˩pʰlŋ˧
ยาหยอด	ja˥˩jɔ̀ːt
ยาอม	ʝaom
ยาเขียว	ja˥˧kʰi˨˩a˥˧w˧˥
ยาเบื่อ	ja bɯ̞a
ยาเมาหลับ	ɔːjaː˥˩maː˧w˧rap̚˨˩
ยาเม็ด	ʝaːmjt
ยาเสพติด	jaː˧ʔfrt̚˨˩
ยาแก้ปวด	ɔːjaː˧ʔpwj˧
ยาแก้พิษ	ɔ̀jaː˧k̚˦˥ɛ̄ːʃt̚˨˩
ยาแก้ไข้	ɔːjaː˥˩ʔk̚˦˥aː˧
ยาแนว	jaː˧ʔnw
ยาแฝด	˩˦aː˧rfɛd
ยำ	jam
ยำกุนเชียง	jam˨˦ kun˥˧ tɕʰi˥˧aŋ˧˧
ยำขมิ้นขาวกุ้ง	jâːm˧kʰʰam˧ɪn˩˩˦kʰaː˧ŋ˧
ยำคอหมูย่าง	jǎŋ˧kʰɔːm˥˩ua̯jaː˥˩ŋ˧
ยำตะไคร้กุ้งสด	jam˧ tkʰrkʰroːŋ˧sod
ยำถั่วพู	jâːm˧tʰuɔːpʰuː
ยำทะเล	jam˧tʰa˨˩lɛ
ยำปลาดุกฟู	jam˧plaː˥˩ɔk˥fʰuː
ยำปลาเค็ม	jam˧plaː˧kʰem˨˩
ยำมะม่วง	ɔːjaːm˥˩maː˥˩mʰw˥˥ŋ˥˩
ยำมาม่า	jâm˨˩maːmaː˥˩
ยำรวมมิตรทะเล	jam˥w˧amit̚˨˩pʰa˦˥leː
ยำวุ้นเส้น	jɑm˧
ยำส้มโอ	jɐm˨˩sʊŋ˥tsʰiː˨˩
ยำหน่อไม้	jamn˧ɔ̀maːj
ยำหมูกรอบ	jam muːˈkrop
ยำหมูยอ	jɐm˨ m̩˨˩hou̯˧˥
ยำหมูยอทอดไข่ดาว	jam˧ʔhw˧ʔjɔː tʰɔːtʰkʰlaː˧w˧
ยำหอยนางรม	siam˧hʰɔːjaː˧n˧aːŋ˧rm
ยำหอยแครง	jɐm˨˩hoːi˧˥ kʰlɛːŋ˨˩
ยำเนื้อย่าง	ɔːjaːm˧ʔɛjaːŋ˧
ยำแหนมสด	jam˧ʔhmt̚˨˩
ยำไข่ดาว	jǎm˧kʰaː˧daː˧w˧
ยำไข่แมงดาทะเลเผา	j˧am˧kʰajʔmŋ˧daːʔkʰa˨˩lɤkʰaː˧
ยิง	dʒen
ยิน	jˈɪn
ยินดี	jindiiː
ยินดีด้วย	n˧t̚˨˩i˥ʔt̚˥˩ʰua̯j˩˩˦
ยินดีต้อนรับ	ʔin˧di˧tɔːnráb
ยินดีต้อนรับสู่ประเทศไทย!	j˧n˧t̚˨˩jtʔn˧rák̚˦˥ ʔspra˦˥ʔtʰeːtʰj
ยินดีที่ได้รู้จัก	j˧ndi˦˥tiːʰʔdʰɔːtɕaːk̚˦˥
ยินดีที่ได้รู้จักคุณ	j˧ndiːtiːʔl˧ɔːtɕak̚˨˩kʰun˧
ยิม	aː
ยิ่ง	dʑin
ยิ่งขึ้น	ɪŋ˨˩kʰɤ˥˩n˥
ยิ่งลักษณ์	ji˥˩
ยิ่งลักษณ์ ชินวัตร	jiŋ˧rák̚˨˩n˩˩˦a˥was
ยิ่งแก่กว่า ยิ่งทำผิดน้อยกว่า	ŋ˥kɛːk̚˦˥kʰaː˧xŋ˥tʰampʰidn˩˩˦ɛːk̚˦˥kʰaː˧
ยิ่งใหญ่	jɐt̚˨˩
ยิ่สิบเอ็ด	kien tʃãn ɛbɪn
ยิ้ม	im˩˦
ยี	je̞
ยีน	dˈiːm
ยีนส์	dʒen
ยีราฟ	ɪˌɾɑːp
ยี่สิบ	i˥˩
ยี่สิบบาท	sìbâːn
ยี่สิบสอง	ni˥˩b˥sɑː˧˥
ยี่สิบห้า	n˩˩˦iːʰsìbhaː˧
ยี่สิบแปด	dʑiː˥˩sìbʔtʰ
ยี่สุ่น	ni˥sʊn˧
ยี่หร่า	dˌiːzə
ยี่ห้อ	i˥˩
ยึด	ɤ˧˧
ยืด	ɔːt
ยืน	jɯːn
ยืนยัน	ɔ̀ːn˧n˧
ยื่นเอกสาร	jɯːnʔksaːn
ยุกต์ ส่งไพศาล	jup̚˦˥sʰŋ˩˩˦pʰaː˧j˧saː˩˩˦n˧
ยุค	juq
ยุคกลาง	jplau˧
ยุคหิน	jkĩ˥˩m
ยุง	ljoŋ
ยุติ (ยุด-ติ)	lut̪ t̪e
ยุติธรรม	jtiːtam
ยุติธรรม (ยุด-ติ-ทำ)	jut̪t̪i˧tʰam
ยุทธศาสตร์	jˈt̚˦˥kʰaː˥˩saːrtʰ
ยุยง	ljoʊ˧˧ jʊŋ˨˩˦
ยุโรป	ɛɾɑv
ยุ่ง	iŋ
ยุ้งฉาง	lũŋ˧˧tɕʰa˥˨
ยุ้ย	iue
ยูทูบ	juːtʰɔːp
ยูทูป	jˈuːtəp
ยูริ	ɪuːɾi
ยูริ กาการิน	ɔːɹgakaː˥˩rin˥
ยูเครน	ʔukrn
ยูโรเพียม	juːroːpiam
ยโสธร	jasʔsoːɔtʰɔ̀n
ย่อ	dˌiːzə
ย่องเบา	jŋ˨˩ba˥˩ʋ˨˩
ย่า	dʒaː
ย่าง	jaːn
ย่างกุ้ง	ja˥˥ŋ˨˩kʰŋ˥˩
ย่าน	jann
ย่าม	dʑaːm
ย่ามใจ	jɐm˥
ย้วย	ˈoː
ย้อน	jɔːn
ย้อนกลับ	jɔːn˧klab
ย้อนหลัง	jˈɔːt lˈaŋ
ย้อนแย้ง	jɔːnjɛʁ
ย้าย	jãː˧˥
ย้ายมา	jajma
ย้ำ	jˈam
ร	raː
ร เรือ	prɔɾɾjɑ
ร.ร.	pro ɣɾiljanz
รก	ɾɔ
รกร้าง	n˧klaŋ˨˩
รณรงค์	roɾoɾon
รดผัก	tʰɔ̀tpʰɑk
รถ	ruh
รถกระบะ	n˩˩˦t˥krab˥˩
รถจักรยาน	rtʰtɕaːkjɑːn
รถด่วน	rt̚˨˩wn
รถติด	n˧t̚˨˩t̚˨˩
รถตุ๊กตุ๊ก	rotːuktuˌpˌ
รถตู้	lɔtu
รถทัวร์	rst˦ waː
รถนอน	rt̚˨˩n˧ɔ̀n˧
รถบรรทุก	rt̚˨˩man˧tʰɯ̀k
รถบัส	n˩˩˦ɔ̀ːŋ˧pan˥˩
รถบ้าน	n˩˩˦t̚˨˩baːn˧
รถพยาบาล	rtʰpʰjâːp̚˨˩ɑːn˧
รถยนต์	kʰʔtrɔ̀kʔjon˧
รถราง	rt̚˨˩raːŋ˧
รถสองแถว	n˧tkŋ˧ʔtʰeu˧
รถสะเทินน้ำสะเทินบก	n˧ʔst̚˨˩rtʰn˧naːn˧st̚˨˩rtʰnp
รถเก๋ง	rot̪ kem
รถเก๋งคันใหม่	rtʰkŋ˩˩˦kʰan˧hm˥˩
รถเข็น	rˈɔtkˌeːn
รถเข็นขนดิน	rtʰkʰʰen˧kʰon˧din˧
รถเมย์	rtʰʔmeː
รถเมล์	rt̚˨˩me̞
รถเมล์ติดแอร์	rt̚˨˩niːʰt̚˨˩ieːʔt̚˨˩
รถแดง	rt̚˨˩ʰdŋ˧
รถแท็กซี่	rtʰt̚˨˩ksi˥
รถแอร์	rtʁ
รถไฟ	n˩˩˦ok˨kaː˥˩
รถไฟกำลังเข้าสู่ชานชาลา	rtʰjfj˧kam˧n˧áŋ˧kʰʰaː˧s˦˥ʰaː˧ntɕʰlaː
รถไฟฟ้า	ɔːk˥saːiːbaː
รถไฟฟ้ารางเดี่ยว	rtʰjfaː˩˩˦raːŋ˧ʔw
รถไฟแล่นผ่านป่าไม้	rt̚˨˩ʔfjɔːn˧p̚˥˩aː˧n˥p̚˨˩aː˧ʔmʰj
รถไฟใต้ดิน	rtʰjfʔtoai˥rin˧
รบ	rɑːp
รบ.	pɾɔ
รบกวน	rk̚˦˥uan˥˩
รบกวนหน่อย	lup̚˨˩kũa˥n˩˩˦nɔːj
รบกวนหน่อยครับ	pʰkʰw˧n˥˩auːkʰráp̚˥˩
รบกวนเวลาส่วนตัว	pk̚˨˩ua̯n˧ʔwl˧aː˧sʰwntʰua̯
รพ.	roːmpʰʔjpaːn
รม	rɔm
รวก	aː
รวง	ruːŋ
รวดเร็ว	rwt̚˨˩ʔraɔː
รวบรวม	propɾua
รวบรวมวิจัย	rwp̚˦˥rwm˧t̚˥˩tɕaj˧
รวบรวมเงิน	wp̚˥˩rwm˥˩ʰn˧
รวม	ruːam
รวมกัน	rw˥˩amk̚˨˩an˧
รวมถึง	ruː am fɵnˀ
รวมทั้ง	rw˧am˧ŋ˧
รวมมิตร	w˧ɔːm˧met̪
รวมไปถึง	rw˧ŋ˧tai˥ŋ˨˩
รวย	n˩˩˦waj˥
รส	pl˧ɔ̀t̚˨˩
รสจัด	rotːsak
รสชาติ	rt̚˨˩tɕʰaːt̚˨˩
รสดี	rk̚˦˥diː˧
รหัส	ahat
รหัสผ่าน	pn˩˩˦a˨˩haːt̚˨˩pʰaːn˧
รหัสไปรษณีย์	ɾamad oːraː jeːsɛ miː
รอคอย	ɔːkɔːj
รอคิว	rɔːkʰiuː
รองท้องไปก่อน	n˧ɔ̄ŋ˧t̚˨˩ʰɔ̄ːŋ˧pajkɔːn˧
รองรับ	rɔːŋ˧ráp̚˦˥
รองเท้า	rɔːŋ˧tʰaːw˥˩
รองเท้ากีฬา	tʰau˧˥ laː˧
รองเท้าคู่นี่ผมชอบ	n˧ŋ˨˩tʰaː˧pʰuːn˧iːʰpʰom˧tɕɔb
