aah	ˈɑː
landslides	lˈændslaɪdz
landslip	lˈændslɪp
landslips	lˈændslɪps
landsman	lˈændzmən
landsmen	lˈændzmɛn
landward	lˈændwəd
lane	lˈeɪn
lanes	lˈeɪnz
langlauf	lˈæŋɡlɔːf
language	lˈæŋɡwɪdʒ
languages	lˈæŋɡwɪdʒɪz
langue	lˈæŋ
languid	lˈæŋɡwɪd
languidly	lˈæŋɡwɪdli
languish	lˈæŋɡwɪʃ
languished	lˈæŋɡwɪʃt
languishes	lˈæŋɡwɪʃɪz
languishing	lˈæŋɡwɪʃɪŋ
languor	lˈæŋɡjuːɐ
languorous	lˈæŋɡjuːəɹəs
languorously	lˈæŋɡjuːəɹəsli
langur	lˈæŋɡɐ
langurs	lˈæŋɡəz
lank	lˈæŋk
lanky	lˈæŋki
lanner	lˈænɐ
lanolin	lˈænəlˌɪn
lantern	lˈɑːntən
lanterns	lˈɑːntənz
lanthanides	lˈɑːnθɐnˌaɪdz
lanthanum	lˈɑːnθænəm
lanyard	lˈænjɑːd
lanyards	lˈænjɑːdz
lap	lˈæp
laparoscope	lˈæpɐɹˌɒskəʊp
laparoscopic	lˌæpɐɹəskˈɒpɪk
laparoscopically	lˌæpɐɹəskˈɒpɪkli
laparoscopy	lˌæpɐɹˈɒskəpi
laparotomy	lˌæpɐɹˈəʊtəmi
lapdog	lˈæpdɒɡ
lapdogs	lˈæpdɒɡz
lapel	lɐpˈɛl
lapels	lɐpˈɛlz
lapidary	lˈæpɪdəɹi
lapin	lˈæpɪn
lapins	lˈæpɪnz
lapped	lˈæpt
lappet	lˈæpɪt
lapping	lˈæpɪŋ
laps	lˈæps
lapse	lˈæps
lapsed	lˈæpsd
lapses	lˈæpsɪz
lapsing	lˈæpsɪŋ
laptop	lˈæptɒp
laptops	lˈæptɒps
lapwing	lˈæpwɪŋ
lapwings	lˈæpwɪŋz
lar	lˈɑː
larboard	lˈɑːbɔːd
larcenist	lˈɑːsənˌɪst
larceny	lˈɑːsəni
larch	lˈɑːtʃ
larches	lˈɑːtʃɪz
lard	lˈɑːd
larded	lˈɑːdɪd
larder	lˈɑːdɐ
larders	lˈɑːdəz
larding	lˈɑːdɪŋ
lardon	lˈɑːdən
lards	lˈɑːdz
lardy	lˈɑːdi
lares	lˈeəz
large	lˈɑːdʒ
largely	lˈɑːdʒli
largeness	lˈɑːdʒnəs
larger	lˈɑːdʒɐ
larges	lˈɑːdʒɪz
largess	lˈɑːdʒɛs
largesse	lˈɑːdʒɛs
largest	lˈɑːdʒəst
largish	lˈɑːdʒɪʃ
largo	lˈɑːɡəʊ
lari	lˈɑːɹi
lariat	lˈeəɹɪˌæt
lark	lˈɑːk
larked	lˈɑːkt
larking	lˈɑːkɪŋ
larks	lˈɑːks
larkspur	lˈɑːkspɔː
larrikin	lˈæɹɪkˌɪn
larva	lˈɑːvɐ
larvae	lˈɑːviː
larval	lˈɑːvəl
laryngeal	lˈæɹɪndʒˌiəl
laryngitis	lˌæɹɪndʒˈaɪtɪs
laryngoscope	lˈæɹɪŋɡˌɒskəʊp
larynx	lˈæɹɪŋks
lasagna	ləzˈænjɐ
lasagnas	ləzˈænjəz
lasagne	ləzˈænjɐ
lasagnes	lˈæsæɡnɪz
lascar	lˈæskɑː
lascars	lˈæskɑːz
lascivious	lɐsˈɪvɪəs
lasciviously	lɐsˈɪvɪəsli
lasciviousness	lɐsˈɪvɪəsnəs
laser	lˈeɪzɐ
lasers	lˈeɪzəz
lash	lˈæʃ
lashed	lˈæʃt
lashes	lˈæʃɪz
lashing	lˈæʃɪŋ
lashings	lˈæʃɪŋz
lasing	lˈeɪsɪŋ
lass	lˈæs
lasses	lˈæsɪz
lassie	lˈæsi
lassies	lˈæsɪz
lassitude	lˈæsɪtjˌuːd
lasso	læsˈuː
lassoed	lˈæsəʊd
lassoes	læsˈuːz
lassoing	læsˈuːɪŋ
lassos	læsˈuːz
last	lˈɑːst
lasted	lˈɑːstɪd
lasting	lˈɑːstɪŋ
lastly	lˈɑːstli
lasts	lˈɑːsts
latch	lˈætʃ
latched	lˈætʃt
latches	lˈætʃɪz
latching	lˈætʃɪŋ
late	lˈeɪt
latecomer	lˈeɪtkʌmɐ
latecomers	lˈeɪtkʌməz
lated	lˈeɪtɪd
lateen	lætˈiːn
lately	lˈeɪtli
latency	lˈeɪtnsi
lateness	lˈeɪtnəs
latent	lˈeɪtənt
later	lˈeɪtɐ
lateral	lˈætəɹəl
laterally	lˈætəɹəli
laterals	lˈætəɹəlz
laterite	lˈætəɹˌaɪt
latest	lˈeɪtəst
latex	lˈeɪtɛks
lath	lˈɑːθ
lathe	lˈeɪð
lathered	lˈɑːðəd
lathering	lˈɑːðəɹɪŋ
lathes	lˈeɪðz
lathing	lˈeɪðɪŋ
laths	lˈɑːθs
latino	lætˈiːnəʊ
latitude	lˈætɪtjˌuːd
latitudes	lˈætɪtjˌuːdz
latke	lˈætk
latkes	lˈætks
latrine	lɐtɹˈiːn
latrines	lɐtɹˈiːnz
lats	lˈæts
latte	lˈɑːteɪ
latter	lˈætɐ
latterly	lˈætəli
lattes	lˈɑːteɪs
lattice	lˈætɪs
latticed	lˈætɪst
lattices	lˈætɪsɪz
latticework	lˈætɪswˌɜːk
laud	lˈɔːd
laudable	lˈɔːdəbəl
laudanum	lˈɔːdænəm
lauded	lˈɔːdɪd
lauder	lˈɔːdɐ
lauding	lˈɔːdɪŋ
laugh	lˈɑːf
laughable	lˈɑːfəbəl
laughably	lˈɑːfəbli
laughed	lˈɑːfd
laugher	lˈɑːfɐ
laughers	lˈɑːfəz
laughing	lˈɑːfɪŋ
laughingly	lˈɑːfɪŋli
laughs	lˈɑːfz
laughter	lˈɑːftɐ
launce	lˈɔːns
launch	lˈɔːntʃ
launched	lˈɔːntʃt
launcher	lˈɔːntʃɐ
launchers	lˈɔːntʃəz
launches	lˈɔːntʃɪz
launching	lˈɔːntʃɪŋ
launchpad	lˈɔːntʃpæd
launder	lˈɔːndɐ
laundered	lˈɔːndəd
launderer	lˈɔːndəɹɐ
launderers	lˈɔːndəɹəz
launderette	lˌɔːndəɹˈɛt
launderettes	lˌɔːndəɹˈɛts
laundering	lˈɔːndəɹɪŋ
laundress	lˈɔːndɹɛs
laundresses	lˈɔːndɹɛsɪz
laundrette	lɔːndɹˈɛt
laundrettes	lɔːndɹˈɛts
laundries	lˈɔːndɹɪz
laundromat	lˈɔːndɹəmˌæt
laundry	lˈɔːndɹi
laundryman	lˈɔːndɹɪmən
laureate	lˈɔːɹiːt
laureates	lˈɔːɹiːts
laurel	lˈɔːɹəl
laurels	lˈɔːɹəlz
lav	lˈæv
lava	lˈɑːvɐ
lavage	lˈævɪdʒ
lavaliere	lˌævɐliˈeə
lavas	lˈɑːvəz
lavatorial	lˌævɐtˈɔːɹɪəl
lavatories	lˈævətəɹˌiz
lavatory	lˈævətəɹˌi
lave	lˈeɪv
lavender	lˈævəndɐ
lavenders	lˈævəndəz
laver	lˈeɪvɐ
lavers	lˈeɪvəz
lavish	lˈævɪʃ
lavished	lˈævɪʃt
lavishes	lˈævɪʃɪz
lavishing	lˈævɪʃɪŋ
lavishly	lˈævɪʃli
lavishness	lˈævɪʃnəs
lavs	lˈævz
law	lˈɔː
lawbreaker	lˈɔːbɹeɪkɐ
lawbreakers	lˈɔːbɹeɪkəz
lawbreaking	lˈɔːbɹeɪkɪŋ
lawful	lˈɔːfəl
lawfully	lˈɔːfəli
lawfulness	lˈɔːfəlnəs
lawless	lˈɔːləs
lawlessness	lˈɔːləsnəs
lawmaker	lˈɔːmeɪkɐ
lawmakers	lˈɔːmeɪkəz
lawmaking	lˈɔːmeɪkɪŋ
lawman	lˈɔːmən
lawmen	lˈɔːmɛn
lawn	lˈɔːn
lawnmower	lˈɔːnməʊɐ
lawnmowers	lˈɔːnməʊəz
lawns	lˈɔːnz
laws	lˈɔːz
lawsuit	lˈɔːsuːt
lawsuits	lˈɔːsuːts
lawyer	lˈɔɪɐ
lawyerly	lˈɔɪəli
lawyers	lˈɔɪəz
lax	lˈæks
laxative	lˈæksətˌɪv
laxatives	lˈæksətˌɪvz
laxer	lˈæksɐ
laxity	lˈæksɪti
laxly	lˈæksli
lay	lˈeɪ
layabout	lˈeɪɐbˌaʊt
layabouts	lˈeɪɐbˌaʊts
layered	lˈeɪəd
layering	lˈeɪəɹɪŋ
layette	leɪˈɛt
laying	lˈeɪɪŋ
layman	lˈeɪmən
laymen	lˈeɪmɛn
layoff	lˈeɪɒf
layoffs	lˈeɪɒfs
layout	lˈeɪaʊt
layouts	lˈeɪaʊts
layover	lˈeɪəʊvɐ
layperson	lˈeɪpəsən
lays	lˈeɪz
lazar	lˈeɪzɑː
laze	lˈeɪz
lazier	lˈeɪzɪɐ
laziest	lˈeɪzɪəst
lazily	lˈeɪzɪli
laziness	lˈeɪzɪnəs
lazing	lˈeɪzɪŋ
lazuli	lˈeɪzjʊlˌaɪ
lazy	lˈeɪzi
lazybones	lˈeɪzɪbˌəʊnz
lea	lˈiː
leach	lˈiːtʃ
leached	lˈiːtʃt
leaches	lˈiːtʃɪz
leaching	lˈiːtʃɪŋ
leaded	lˈɛdɪd
leaden	lˈɛdən
leader	lˈiːdɐ
leaderless	lˈiːdələs
leaders	lˈiːdəz
leadership	lˈiːdəʃˌɪp
leaderships	lˈiːdəʃˌɪps
leaf	lˈiːf
leafage	lˈiːfɪdʒ
leafed	lˈiːft
leafier	lˈiːfiɐ
leafiest	lˈiːfiəst
leafing	lˈiːfɪŋ
leafless	lˈiːfləs
leaflet	lˈiːflət
leafleted	liːflˈiːtɪd
leafleting	liːflˈiːtɪŋ
leaflets	lˈiːfləts
leafs	lˈiːfs
leafy	lˈiːfi
league	lˈiːɡ
leagues	lˈiːɡz
leak	lˈiːk
leakage	lˈiːkɪdʒ
leakages	lˈiːkɪdʒɪz
leaked	lˈiːkt
leaker	lˈiːkɐ
leakiness	lˈiːkɪnəs
leaking	lˈiːkɪŋ
leaks	lˈiːks
leaky	lˈiːki
leal	lˈiːl
lean	lˈiːn
leaned	lˈiːnd
leaner	lˈiːnɐ
leanest	lˈiːnəst
leaning	lˈiːnɪŋ
leanings	lˈiːnɪŋz
leanness	lˈiːnnəs
leans	lˈiːnz
leap	lˈiːp
leaped	lˈiːpt
leaper	lˈiːpɐ
leapfrog	lˈiːpfɹɒɡ
leapfrogged	lˈiːpfɹɒɡd
leapfrogging	lˈiːpfɹɒɡɪŋ
leapfrogs	lˈiːpfɹɒɡz
leaping	lˈiːpɪŋ
leaps	lˈiːps
leapt	lˈɛpt
learn	lˈɜːn
learner	lˈɜːnɐ
learners	lˈɜːnəz
learning	lˈɜːnɪŋ
learns	lˈɜːnz
learnt	lˈɜːnt
leas	lˈiːz
lease	lˈiːs
leaseback	lˈiːsbæk
leased	lˈiːsd
leasehold	lˈiːshəʊld
leaseholder	lˈiːshəʊldɐ
leaseholders	lˈiːshəʊldəz
leaseholds	lˈiːshəʊldz
leases	lˈiːsɪz
leash	lˈiːʃ
leashed	lˈiːʃt
leashes	lˈiːʃɪz
least	lˈiːst
leather	lˈɛðɐ
leatherback	lˈɛðəbˌæk
leatherbacks	lˈɛðəbˌæks
leatherette	lˌɛðəɹˈɛt
leatherjacket	lˈɛðədʒˌækɪt
leathern	lˈɛðən
leatherneck	lˈɛðənˌɛk
leathers	lˈɛðəz
leathery	lˈɛðəɹi
leave	lˈiːv
leaved	lˈiːvd
leaven	lˈɛvən
leavened	lˈɛvənd
leavening	lˈɛvənɪŋ
leavens	lˈɛvənz
leaver	lˈiːvɐ
leavers	lˈiːvəz
leaves	lˈiːvz
leaving	lˈiːvɪŋ
leavings	lˈiːvɪŋz
lebensraum	lˈɛbənsɹˌaʊm
lebkuchen	lˈɛbkuːtʃən
lecher	lˈɛtʃɐ
lecherous	lˈɛtʃəɹəs
lechery	lˈɛtʃəɹi
leches	lˈɛtʃɪz
leching	lˈɛtʃɪŋ
lecithin	lˈɛsɪθˌɪn
lectern	lˈɛktən
lecterns	lˈɛktənz
lection	lˈɛkʃən
lector	lˈɛktɐ
lecture	lˈɛktʃɐ
lectured	lˈɛktʃəd
lecturer	lˈɛktʃəɹɐ
lecturers	lˈɛktʃəɹəz
lectures	lˈɛktʃəz
lectureship	lˈɛktʃəʃˌɪp
lecturing	lˈɛktʃəɹɪŋ
led	lˈɛd
lederhosen	lˈɛdəhˌəʊzən
ledge	lˈɛdʒ
ledger	lˈɛdʒɐ
ledgers	lˈɛdʒəz
ledges	lˈɛdʒɪz
lee	lˈiː
leeboard	lˈiːbɔːd
leech	lˈiːtʃ
leeched	lˈiːtʃt
leeches	lˈiːtʃɪz
leeching	lˈiːtʃɪŋ
leek	lˈiːk
leeks	lˈiːks
leer	lˈiə
leered	lˈiəd
leering	lˈiəɹɪŋ
leers	lˈiəz
leery	lˈiəɹi
lees	lˈiːz
leet	lˈiːt
leeward	lˈiːwəd
leeway	lˈiːweɪ
left	lˈɛft
lefter	lˈɛftɐ
leftie	lˈɛfti
lefties	lˈɛftɪz
leftism	lˈɛftɪzəm
leftist	lˈɛftɪst
leftists	lˈɛftɪsts
leftover	lˈɛftəʊvɐ
leftovers	lˈɛftəʊvəz
lefts	lˈɛfts
leftward	lˈɛftwəd
leftwards	lˈɛftwədz
lefty	lˈɛfti
leg	lˈɛɡ
legacies	lˈɛɡəsɪz
legacy	lˈɛɡəsi
legal	lˈiːɡəl
legalese	lˌiːɡəlˈiːz
legalisation	lˌiːɡəlaɪzˈeɪʃən
legalise	lˈiːɡəlˌaɪz
legalised	lˈiːɡəlˌaɪzd
legalises	lˈiːɡəlˌaɪzɪz
legalising	lˈiːɡəlˌaɪzɪŋ
legalism	lˈiːɡəlˌɪzəm
legalistic	lˌiːɡəlˈɪstɪk
legalistically	lˌiːɡəlˈɪstɪkli
legalities	liːɡˈælɪtiz
legality	liːɡˈælɪti
legally	lˈiːɡəli
legals	lˈiːɡəlz
legation	lɛɡˈeɪʃən
legato	lɛɡˈɑːtəʊ
legend	lˈɛdʒənd
legendarily	lˌɛdʒəndˈɛɹəli
legendary	lˈɛdʒəndəɹi
legends	lˈɛdʒəndz
legerdemain	lˈɛdʒədɪmˌeɪn
leggiest	lˈɛɡɪəst
legging	lˈɛɡɪŋ
leggings	lˈɛɡɪŋz
leggy	lˈɛɡi
leghorn	lˈɛɡhɔːn
leghorns	lˈɛɡhɔːnz
legibility	lˌɛdʒəbˈɪlɪti
legible	lˈɛdʒəbəl
legibly	lˈɛdʒəbli
legion	lˈiːdʒən
legionaries	lˈiːdʒənəɹiz
legionary	lˈiːdʒənəɹi
legionnaire	lˌiːdʒənˈeə
legionnaires	lˌiːdʒənˈeəz
legions	lˈiːdʒənz
legislate	lˈɛdʒɪslˌeɪt
legislated	lˈɛdʒɪslˌeɪtɪd
legislates	lˈɛdʒɪslˌeɪts
legislating	lˈɛdʒɪslˌeɪtɪŋ
legislation	lˌɛdʒɪslˈeɪʃən
legislative	lˈɛdʒɪslətˌɪv
legislatively	lˈɛdʒɪslətˌɪvli
legislator	lˈɛdʒɪslˌeɪtɐ
legislators	lˈɛdʒɪslˌeɪtəz
legislature	lˈɛdʒɪslətʃɐ
legislatures	lˈɛdʒɪslətʃəz
legit	lədʒˈɪt
legitimacy	lədʒˈɪtɪməsi
legitimated	lədʒˈɪtɪmˌeɪtɪd
legitimately	lədʒˈɪtɪmətli
legitimisation	lədʒˌɪtɪmaɪzˈeɪʃən
legitimise	lədʒˈɪtɪmˌaɪz
legitimised	lədʒˈɪtɪmˌaɪzd
legitimises	lədʒˈɪtɪmˌaɪzɪz
legitimising	lədʒˈɪtɪmˌaɪzɪŋ
legless	lˈɛɡləs
legroom	lˈɛɡɹuːm
legs	lˈɛɡz
legume	lˈɛɡjuːm
legumes	lˈɛɡjuːmz
leguminous	lɛɡjˈuːmɪnəs
legwarmer	lˈɛɡwɔːmɐ
legwarmers	lˈɛɡwɔːməz
legwork	lˈɛɡwɜːk
lei	lˈeɪ
leis	lˈeɪz
leishmaniasis	lɛʃmˈeɪnɪˌæsiz
leisure	lˈɛʒɐ
leisured	lˈɛʒəd
leisurely	lˈɛʒəli
leisurewear	lˈɛsəɹˌuːeə
leitmotif	lˈeɪtmətˌɪf
lek	lˈɛk
leks	lˈɛks
leman	lˈɛmən
lemma	lˈɛmɐ
lemme	lˈɛmi
lemming	lˈɛmɪŋ
lemmings	lˈɛmɪŋz
lemniscate	lˈɛmnɪskˌeɪt
lemon	lˈɛmən
lemonade	lˌɛmənˈeɪd
lemonades	lˌɛmənˈeɪdz
lemongrass	lˈɛməŋɡɹˌɑːs
lemons	lˈɛmənz
lemony	lˈɛməni
lemur	lˈiːmɐ
lemurs	lˈiːməz
lend	lˈɛnd
lender	lˈɛndɐ
lenders	lˈɛndəz
lending	lˈɛndɪŋ
lends	lˈɛndz
length	lˈɛŋθ
lengthen	lˈɛŋθən
lengthened	lˈɛŋθənd
lengthening	lˈɛŋθənɪŋ
lengthens	lˈɛŋθənz
lengthier	lˈɛŋθɪɐ
lengths	lˈɛŋθs
lengthways	lˈɛŋθweɪz
lengthwise	lˈɛŋθwaɪz
lengthy	lˈɛŋθi
lenience	lˈiːnɪəns
leniency	lˈiːnɪənsi
lenient	lˈiːnɪənt
leniently	lˈiːnɪəntli
leno	lˈiːnəʊ
lenses	lˈɛnzɪz
lensing	lˈɛnzɪŋ
lent	lˈɛnt
lenten	lˈɛntən
lenticular	lɛntˈɪkjʊlɐ
lenticularis	lɛntˈɪkjʊlˌɑːɹɪs
lentigo	lˈɛntɪɡˌəʊ
lentil	lˈɛntəl
lentils	lˈɛntəlz
lento	lˈɛntəʊ
leone	liːˈəʊn
leonine	lˈiənaɪn
leopard	lˈɛpəd
leopards	lˈɛpədz
leotard	lˈiətɑːd
leotards	lˈiətɑːdz
leper	lˈɛpɐ
lepers	lˈɛpəz
lepidopteran	lˈɛpɪdˌɒptəɹən
lepidopterist	lˈɛpɪdˌɒptəɹˌɪst
leporine	lˈɛpɔːɹˌiːn
leprechaun	lˈɛpɹəkˌɔːn
leprechauns	lˈɛpɹəkˌɔːnz
leprosy	lˈɛpɹəsi
leprous	lˈɛpɹəs
lept	lˈɛpt
leptin	lˈɛptɪn
lepton	lˈɛptən
leptons	lˈɛptənz
leptospirosis	lˌɛptəspɪɹˈəʊsɪs
lesbian	lˈɛsbiən
lesbianism	lˈɛsbiənˌɪzəm
lesbians	lˈɛsbiənz
lesion	lˈiːʒən
lesions	lˈiːʒənz
less	lˈɛs
lessee	lˈɛsiː
lessen	lˈɛsən
lessened	lˈɛsənd
lessening	lˈɛsənɪŋ
lessens	lˈɛsənz
lesser	lˈɛsɐ
lesson	lˈɛsən
lessons	lˈɛsənz
lest	lˈɛst
let	lˈɛt
letdown	lˈɛtdaʊn
letdowns	lˈɛtdaʊnz
lethal	lˈiːθəl
lethality	lɛθˈælɪti
lethally	lˈiːθəli
lethargic	lɛθˈɑːdʒɪk
lethargy	lˈɛθədʒˌi
lethe	lˈɛð
lets	lˈɛts
letter	lˈɛtɐ
letterbox	lˈɛtəbˌɒks
letterboxes	lˈɛtəbˌɒksɪz
lettered	lˈɛtəd
letterhead	lˈɛtəhˌɛd
letterheads	lˈɛtəhˌɛdz
lettering	lˈɛtəɹɪŋ
letters	lˈɛtəz
letting	lˈɛtɪŋ
lettings	lˈɛtɪŋz
lettuce	lˈɛtɪs
lettuces	lˈɛtɪsɪz
letup	lˈɛtʌp
leu	lˈuː
leucine	lˈuːsiːn
leucocytes	lˈuːkəsˌaɪts
leucotomies	luːkˈɒtəmɪz
leukaemia	luːkˈiːmiə
leukocytes	lˈuːkəsˌaɪts
lev	lˈɛv
leva	lˈɛvɐ
levant	ləvˈænt
levee	lˈɛviː
levees	lˈɛviːz
level	lˈɛvəl
levelled	lˈɛvəld
leveller	lˈɛvəlɐ
levellers	lˈɛvɛləz
levelling	lˈɛvəlɪŋ
levels	lˈɛvəlz
lever	lˈiːvɐ
leverage	lˈiːvəɹɪdʒ
leveraged	lˈiːvəɹɪdʒd
leverages	lˈiːvəɹɪdʒɪz
leveraging	lˈiːvəɹɪdʒɪŋ
levered	lˈiːvəd
leveret	lˈiːvəɹət
leverets	lˈiːvəɹəts
levering	lˈiːvəɹɪŋ
levers	lˈiːvəz
leviathan	lɛvˈaɪəθən
leviathans	lɛvˈaɪəθənz
levied	lˈɛvɪd
levies	lˈɛvɪz
levin	lˈɛvɪn
levis	lˈɛvɪs
levitate	lˈɛvɪtˌeɪt
levitated	lˈɛvɪtˌeɪtɪd
levitates	lˈɛvɪtˌeɪts
levitating	lˈɛvɪtˌeɪtɪŋ
levitation	lˌɛvɪtˈeɪʃən
levity	lˈɛvɪti
levy	lˈɛvi
levying	lˈɛvɪɪŋ
lewd	lˈuːd
lewdly	lˈuːdli
lewdness	lˈuːdnəs
lewis	lˈuːiz
lexicographer	lˌɛksɪkˈɒɡɹəfɐ
lexicon	lˈɛksɪkən
ley	lˈeɪ
leys	lˈeɪz
li	lˈaɪ
liabilities	lˌaɪəbˈɪlɪtiz
liability	lˌaɪəbˈɪlɪti
liable	lˈaɪəbəl
liaise	lˈɪeɪz
liaised	lˈɪeɪzd
liaises	lˈɪeɪzɪz
liaising	lˈɪeɪzɪŋ
liaison	liːˈeɪzɒn
liaisons	liːˈeɪzɒnz
liana	lˈaɪənɐ
lianas	lˈaɪənəz
liar	lˈaɪə
liars	lˈaɪəz
lib	lˈɪb
libation	lɪbˈeɪʃən
libations	lɪbˈeɪʃənz
libber	lˈɪbɐ
libbers	lˈɪbəz
libel	lˈaɪbəl
libelled	lˈaɪbəld
libelling	lˈaɪbəlɪŋ
libellous	lˈaɪbələs
libelous	lˈaɪbələs
libels	lˈaɪbəlz
liber	lˈaɪbɐ
liberal	lˈɪbəɹəl
liberalisation	lˌɪbəɹəlaɪzˈeɪʃən
liberalise	lˈɪbəɹəlˌaɪz
liberalised	lˈɪbəɹəlˌaɪzd
liberalising	lˈɪbəɹəlˌaɪzɪŋ
liberalism	lˈɪbəɹəlˌɪzəm
liberality	lˌɪbəɹˈælɪti
liberally	lˈɪbəɹəli
liberals	lˈɪbəɹəlz
liberate	lˈɪbəɹˌeɪt
liberated	lˈɪbəɹˌeɪtɪd
liberates	lˈɪbəɹˌeɪts
liberating	lˈɪbəɹˌeɪtɪŋ
liberation	lˌɪbəɹˈeɪʃən
liberator	lˈɪbəɹˌeɪtɐ
liberators	lˈɪbəɹˌeɪtəz
libero	lɪbˈeəɹəʊ
libertarian	lˌɪbətˈeəɹiən
libertarianism	lˌɪbətˈeəɹiənˌɪzəm
libertarians	lˌɪbətˈeəɹiənz
liberties	lˈɪbətɪz
libertine	lˈɪbətˌiːn
libertines	lˈɪbətˌiːnz
liberty	lˈɪbəti
libidinous	lɪbˈɪdɪnəs
libido	lɪbˈiːdəʊ
libidos	lɪbˈiːdəʊz
libra	lˈaɪbɹɐ
librarian	laɪbɹˈeəɹiən
librarians	laɪbɹˈeəɹiənz
librarianship	laɪbɹˈeəɹiənʃˌɪp
libraries	lˈaɪbɹəɹiz
library	lˈaɪbɹəɹi
libration	laɪbɹˈeɪʃən
libretti	lɪbɹˈɛti
librettist	lɪbɹˈɛtɪst
librettists	lɪbɹˈɛtɪsts
libretto	lɪbɹˈɛtəʊ
librettos	lɪbɹˈɛtəʊz
lice	lˈaɪs
licence	lˈaɪsəns
licenced	lˈaɪsənst
licences	lˈaɪsənsɪz
licencing	lˈaɪsənsɪŋ
licensable	lˈaɪsənsəbəl
license	lˈaɪsəns
licensed	lˈaɪsənsd
licensee	lˈaɪsnsiː
licensees	lˈaɪsnsiːz
licenses	lˈaɪsənsɪz
licensing	lˈaɪsənsɪŋ
licentious	laɪsˈɛnʃəs
licentiousness	laɪsˈɛnʃəsnəs
lichen	lˈaɪkən
lichens	lˈaɪkənz
lick	lˈɪk
licked	lˈɪkt
licker	lˈɪkɐ
licking	lˈɪkɪŋ
licks	lˈɪks
lickspittle	lˈɪkspɪtəl
licorice	lˈɪkɔːɹɪs
lid	lˈɪd
lidded	lˈɪdɪd
lidless	lˈɪdləs
lido	lˈiːdəʊ
lidocaine	lˈɪdəkˌeɪn
lidos	lˈiːdəʊz
lids	lˈɪdz
lie	lˈaɪ
lieder	lˈiːdɐ
lief	lˈiːf
lien	lˈiːən
liens	lˈiːənz
lies	lˈaɪz
lieu	lˈuː
lieutenant	lɛftˈɛnənt
lieutenants	lɛftˈɛnənts
life	lˈaɪf
lifebelt	lˈaɪfbɛlt
lifebelts	lˈaɪfbɛlts
lifeblood	lˈaɪfblʌd
lifeboat	lˈaɪfbəʊt
lifeboatmen	lˈaɪfbəʊtmˌɛn
lifeboats	lˈaɪfbəʊts
lifebuoy	lˈaɪfbɔɪ
lifeforms	lˈaɪffɔːmz
lifeguard	lˈaɪfɡɑːd
lifeguards	lˈaɪfɡɑːdz
lifeless	lˈaɪfləs
lifelessness	lˈaɪfləsnəs
lifelike	lˈaɪflaɪk
lifeline	lˈaɪflaɪn
lifelines	lˈaɪflaɪnz
lifelong	lˈaɪflɒŋ
lifer	lˈaɪfɐ
lifers	lˈaɪfəz
lifesaver	lˈaɪfseɪvɐ
lifesavers	lˈaɪfseɪvəz
lifesaving	lˈaɪfseɪvɪŋ
lifespan	lˈaɪfspæn
lifespans	lˈaɪfspænz
lifestyle	lˈaɪfstaɪl
lifestyles	lˈaɪfstaɪlz
lifetime	lˈaɪftaɪm
lifetimes	lˈaɪftaɪmz
lift	lˈɪft
lifted	lˈɪftɪd
lifter	lˈɪftɐ
lifters	lˈɪftəz
lifting	lˈɪftɪŋ
liftoff	lˈɪftɒf
lifts	lˈɪfts
ligament	lˈɪɡəmənt
ligaments	lˈɪɡəmənts
ligated	lˈiːɡeɪtɪd
ligature	lˈɪɡətʃɐ
ligatures	lˈɪɡətʃəz
liger	lˈaɪdʒɐ
light	lˈaɪt
lighted	lˈaɪtɪd
lighten	lˈaɪtən
lightened	lˈaɪtənd
lightening	lˈaɪtənɪŋ
lightens	lˈaɪtənz
lighter	lˈaɪtɐ
lighterman	lˈaɪtəmən
lightermen	lˈaɪtəmˌɛn
lighters	lˈaɪtəz
lightest	lˈaɪtəst
lightheaded	lˈaɪthɛdɪd
lighthearted	lˈaɪthɑːtɪd
lightheartedly	lˈaɪthɑːtˌɪdli
lighthouse	lˈaɪthaʊs
lighthouses	lˈaɪthaʊsɪz
lighting	lˈaɪtɪŋ
lightish	lˈaɪtɪʃ
lightless	lˈaɪtləs
lightly	lˈaɪtli
lightness	lˈaɪtnəs
lightning	lˈaɪtnɪŋ
lightnings	lˈaɪtnɪŋz
lights	lˈaɪts
lightship	lˈaɪtʃɪp
lightships	lˈaɪtʃɪps
lightweight	lˈaɪtweɪt
lightweights	lˈaɪtweɪts
lightyear	lˈaɪtjiə
lignite	lˈɪɡnaɪt
likable	lˈaɪkəbəl
like	lˈaɪk
likeability	lˌaɪkəbˈɪlɪti
likeable	lˈaɪkəbəl
liked	lˈaɪkt
likelier	lˈaɪkliɐ
likeliest	lˈaɪkliəst
likelihood	lˈaɪklihˌʊd
likelihoods	lˈaɪklihˌʊdz
likeliness	lˈaɪklinəs
likely	lˈaɪkli
liken	lˈaɪkən
likened	lˈaɪkənd
likeness	lˈaɪknəs
likenesses	lˈaɪknəsɪz
likening	lˈaɪknɪŋ
likens	lˈaɪkənz
liker	lˈaɪkɐ
likes	lˈaɪks
likest	lˈaɪkəst
likewise	lˈaɪkwaɪz
liking	lˈaɪkɪŋ
lilac	lˈaɪlək
lilacs	lˈaɪləks
lilies	lˈɪliz
lilliputian	lˌɪlɪpjˈuːʃən
lilo	lˈaɪləʊ
lilos	lˈaɪləʊz
lilt	lˈɪlt
lilting	lˈɪltɪŋ
lily	lˈɪli
