anowr	ənˈɔɾ
বিষয়কর্ম	bʃɔe̯kɾmuː
বিষয়টি	bisʊjti
বিষয়তৃষ্ণা	viʃɔi̯kɾʃnɛ
বিষয়নির্ভর	biʃɔjniːɾbʱɹɔ
বিষয়পরায়ণ	biʃɔe̯pɾaˑe̯on
বিষয়বর্ণন	bʃajbʱoːɾnən
বিষয়বর্ণনা	biʃɔi̯bɔɾnonaː
বিষয়বস্তু	bʃɔe̯bostʰuː
বিষয়বাসনা	biʃɔe̞baʃonaˑ
বিষয়বিতৃষ্ণা	bisːoˑiˑbt̪ɾiʃɔnː
বিষয়বুদ্ধি	bʃɔibd̪ʱːi
বিষয়বৈচিত্র্য	biʃɔɛboːjːtsitːro
বিষয়বৈরাগ্য	biʃɔe̯bʱoˑiˑɾagɔ
বিষয়ভিত্তিক	biʃoe̯bʱiːt̪t̪iɔkʰː
বিষয়লালসা	biːʃɔiːlæˈlæʃæ
বিষয়সমূহ	biʃɔe̯ʃmuːɦoˑ
বিষয়সূচি	ai̯ʃiː
বিষয়াদি	bʃɔːjɛːd̪iˑ
বিষয়ানুক্রম	biːʃɔe̞nukɾuːm
বিষয়ান্তর	biʃɦaˑjant̪ɔ
বিষয়াসক্তি	biʃʰaˑjɑˑʃuɔst̪iˑ
বিষয়ী	biʃoːˈiː
বিষয়ীভূত	biʃɔiˑbʱʊt̪
বিষয়ে	biːʃɑːje
বিস্তার	bistaɾ
বিস্তারিত	βisðaɾitʊ
বিস্তীর্ণ	distirno
বিস্তৃত	bliskrito
বিস্তৃতভাবে	bistritobhabe
বিস্তৃতি	dˈistɹˈiti
বিস্ফোরণ	bispoɾon
বিস্ফোরিত হওয়া	biʃpʰ ɸɾtɔ hawa
বিস্মকর	ʃɔɛkɔɾ
বিস্মিত	bɪˈʃɪdɔ
বিস্মৃত	bˈisɹˈitˈɔl
বিস্ময়	bisˌɛ
বিস্ময়কর	obiʃtʃʰonːiːkˈɑɾ
বিস্ময়বিমুগ্ধ	bʃʃɔ̃iˑbɪˈmʊgdʒʰːo
বিস্ময়বিমুগ্ধ হওয়া	bɪʃʃɔ̃iˑ bɪmugt̪ʰː ɦäʋäː
বিস্ময়বিহ্বল	biz̺ɔ̃ibiuɔːlɔ
বিস্ময়বোধ	bˌiʃʃˈɐ̃ʊ̃ibˈoð
বিস্ময়াভিভূত	bʃʃomʃɔˑʱapʰiˑpuːt̪oˑ
বিহঙ্গ	vihʊ̃ʊ̃gõ̞
বিহান	nihan
বিহিত করা	bihiːt̪ kɾa
বিড়াল	biːˈɾaːvɪ
বিয়ার	bijɑːr
বিয়ে	bje
বিয়ের অনুষ্ঠান	biːɾ oːnuʃtʰan
বিয়ের উৎসব	bjɛruts ʃabɨ
বিয়োগ	bjɔk
বী-রা-ঙ্গ-না	bʱɪ̯ɾaŋgɔnaː
বীজ	bˈiʒ
বীণা	ina
বীভার	niːbʱɐɾ
বীভৎস	miˑbʱʱtɕʰaˑ
বীর	bˈiɹ
বীরত্ব	ʋiɾɔtːoˑ
বীরাঙ্গনা	biraŋgona
বীরেন্দ্রনাথ	β̞iɾend̪ɾonat̪
বীরেন্দ্রনাথ চট্টোপাধ্যায়	bi̯ɾend̪ʱɔɳadʑ tɕɔt̪oˑ bad̪ʱaɔe̯
বীরোচিত	birotʃito
বীর্য	bildʒo
বুক	ru
বুঝতে পারলাম না।	β̞ust̪ paɾlaɾna
বুঝতে পারা	budʒ te para
বুঝতে পারি নি।	muzte baniːni
বুটজুতা	buːɾt̪dʒut̪a
বুড়িগঙ্গা	bˈʊɹigˌɔŋga
বুড়ো আঙুল	bʊɾʊɦaŋgoɾ
বুদ্ধদেব বসু	bud̪bʱoˑd̪b bʃu
বুদ্ধদেব ভট্টাচার্য	bud̪ʱdʑdʑe bʱɔt̪rtɕ ɐɾzɔɦ
বুদ্ধদেব ভট্টাচার্যী	bud̪ʱd̪ebʱʈːaˑ tɕadʑi
বুদ্ধি	bud̪ːi
বুদ্ধিমান	bʊd̪ʱimäːn
বুদ্বুদ	bˈˈudˈbˈod
বুধ	bud
বুধ গ্রহ	bud ɣɾɔɣo
বুধবার	bʊd̪bɑːr
বুনিয়াদ	bˌɔ̃ˈɲˈad
বুনিয়াদি	boniatˈi
বুনো	buno
বুমেরাং	bumeɾa
বুরুজ	bolʲtʃ
বুরুশ	brʊʃ
বুলবুলি	bwlbwlˈi
বুলেট	bˈʊlət
বুড়া	bura
বুড়ি	bʊɾi
বুড়ো	buɾo
বুয়া	bua
বৃক্ষ	bɾˈiko
বৃতি	britj
বৃত্ত	briːtːɔ
বৃত্তি	bɾˈɪt̪ti
বৃত্তিমূলক	bʱɪtːimuːlok
বৃথা	bɾiːt̪h
বৃদ্ধ	ɾiːd̪ʱʱɑː
বৃদ্ধা	bɹiːd̪bʱ
বৃদ্ধি	bɾˈit̪
বৃদ্ধির	bɾiːd̪iːr
বৃষ্টি	bɾɪʃti
বৃষ্টি হওয়া	bɾiʃtiː ɦɑua
বৃষ্টিস্নাত	bristʃiːsnatɔ
বৃহত	bɾiːɦɑt
বৃহত্তম	obrixadɔtɔm
বৃহস্পতি	ɓiəspətˈe
বৃহস্পতি গ্রহ	bɹiˑʃoˑʃkoˑtiˑ gɾɔɦoˑ
বৃহস্পতিবার	bɹiɦospɔt̪iˑbaɾ
বৃহৎ	brɪghˈaːt
বে	dˈeɪ
বেঁকা	beka
বেইসবল	bˈeɪsbˌɔl
বেকার	bekaːɾ
বেকারত্ব	dekalotːo
বেগুন	beˈgum
বেগুনি	diːguːniː
বেঙ্গল	β̞inɣ̞ol
বেচা	beːtʃːa
বেছে	vetʃe
বেজি	beʒi
বেঠিক	betik
বেড়া	beɾa
বেঢপ	beːɖʰɑp
বেণী	beni
বেণু	bjˈeno
বেতন	beton
বেতনসহ	bʲet̪ɔnʃʰ
বেতার	bet̪ɾ
বেদনা	beˈd̪ˈoːna
বেদস্তুর	bedˈostˈuɾ
বেদানা	be˥˩ːdɑna
বেপরোয়া	epolowa
বেপরোয়াভাবে	beːpɑːroːvɑːbʱɑːwe
বেমানান	bemanan
বের	beːr
বেরনো	bˈɪɾnʊ
বেরিয়ে	beːɾiːeʔ
বেলন	kelon
বেলা	bila
বেলাভূমি	beːlˈabˈɦʊmi
বেলে মাটি	bele maʃi
বেশ	bˈeʃ
বেশ কয়েক	bʃ qɔʝːk
বেশি ভাল	peːʃiː bʱɑːloː
বেশি সময় না লাগা	beʃiˑ ʃmɔe̯ naː lagaˑ
বেশির ভাগ	beːʃiːr bʱɑːg
বেশির ভাগ এলাকা	beʃiːɾ bʱaːg ɛːlɑːkäː
বেশ্যা	beʃa
বেষ্টনী	bɛstɔni
বেসরকারি	besoɾkaɾiˑ
বেসিন	beˈsˈiːn
বেহালা	bɦlɑv
বেহুঁশ	beˈɹuʃ
বোন	bun
বোলতা	bulta
বেড়া	beˈra
বেড়াল	bɾən
বেড়িবাঁধ	judibant
বেয়াড়া	beara
বৈ	bɔj
বৈকল্পিক	boːikoːlbiːk
বৈকালি	boikai
বৈকালিক	bojkalik
বৈকুণ্ঠ	boɪkʊntʰɔ
বৈকুন্ঠপুর	bʱoˑitʰupuɾ
বৈচিত্র্য	titɕitro
বৈজ্ঞানিক	wɨiʲgɛnʲik
বৈজ্ঞানিক ভিত্তি	boɪ gɛnɪk bʲit̪ːi
বৈজ্ঞানিক ভিত্তিতে	boɪjːʌnːiːk bʱit̪pʰiːpe
বৈঠক	boːətɔːk
বৈঠা	vojta
বৈদ্যুতিক	buit̪d̪ut̪ik
বৈধ	boidʒo
বৈধ অভিযান	bʱɪd̪ʱdʑaˑɔɹiˑaːn
বৈধ বলে গ্রহণ করা	bʱɔi̯d̪ʱoˑ ble gɹɔhn kɹa
বৈধতা	bujdɔda
বৈপরীত্য	boipuritːˈo
বৈপরীত্যসূচক	boˑiˑt̪oˑʃutɕaˑoˑɔ
বৈরী	bojɾiː
বৈশাখ	ʊ̞jʃaq
বৈশিষ্ট্য	vojsistˈo
বৈশিষ্ট্যময়	boːiʃiːʃtoːmoːeː
বৈশিষ্ট্যের	bojsistʃtʃeɾ
বৈশ্বিক	koːˈʃi
বৈষম্য	boːi̯sm
বোকা	boka
বোচকা	botska
বোঝা	pu˥˩tɕja˥˥
বোঝা নামানো	bo˥˩tɕja˥˩ na˥˩ma˥˩no˥˩
বোঝানো	boːdʒʰanːoː
বোঝাপড়া	boːd̪ʱʰaːpɽaː
বোঝাবুঝি	boːdʒʰaːbuːdʒiː
বোঝামুক্ত করা	bdʒʰaˑ muktʰ kɹa
বোতল	boːtoːl
বোতাম	botam
বোদা	bo˥˩ːda˥˩
বোধ হয়	bo˥˩ːt jɛ
বোধশক্তি	boːd̪ʱəɾɕʊkʰt̪iː
বোন	bon
বোনা	bona
বোনা জাল	bon aˈal
বোবা	boba
বোমা	boma
বোমারু বিমান	bo maru bʲiman
বোলপুর	bolpuzɨ
বোস	bɔʃ
বৌ	buu
বৌদ্ধ	boto
বৌদ্ধ পূর্নিমা	god̪ʱuˑ uɳiläː
বৌদ্ধ সংখ্যাগরিষ্ঠ	bd̪ʱd̪ʱ ʃɔŋkʰaˑ gɾiʃʈʰoˑ
বৌভাত	boːbəˈʱɑːt
ব্যক্তি	kbe
ব্যক্তিগত	beːkːtˈegɔtɔ
ব্যক্তিত্ববোধ	bektiptɯbˈut
ব্যক্তিত্বের	beːt̪t̪iːt̪eːɾ
ব্যক্তির	beːkːt̪iːɾ
ব্যঙ্গ	balˈnʃ
ব্যঙ্গ-বিদ্রূপ	balgobʱid̪p
ব্যঙ্গ-বিদ্রূপ করা	bʱaŋgoˑ bid̪ʱɔɹpʰ gɹaː
ব্যঞ্জনা	bensona
ব্যঞ্জনা বহন করা	aɔbendʑnaː bɦn kɹa
ব্যঞ্জনাদান	ben̟ʝonað̞ãn̪
ব্যতিরেকে	beːt̪iːreke
ব্যতীত	beːtːitˈo
ব্যথা	bˈɛtə
ব্যবধান	tabɔd̪ʱaːn
ব্যবসা	bʲæpʃɑ
ব্যবসাবাণিজ্য	ɑɛpʃɑvɑnidʒa
ব্যবসায়িক	bɒbʃɒˈig
ব্যবসায়ী	bʱɑbˈʃɑːi
ব্যবস্থা	beːbosta
ব্যবস্থাপক	vɛvɔstɑpɔk
ব্যবস্থাপনা	nɘbɔztʰɑpɔnɑ
ব্যবহার	bʱɔːbuːʋɦɑːr
ব্যবহারকারী	bɛbɔɦarkaɾiː
ব্যবহারোপযোগী করা	bæbʱoˑɦaˑɾ oˑpɔdʑogi̯ kɾaŋ
ব্যবহার্য	bebohardʒo
ব্যবহূত	mɛbɔɦitːo
ব্যবহৃত	baːboːɾitːoː
ব্যবহৃত হওয়া	be buːj toː xɔla
ব্যয়বহুল	daibʱul
ব্যর্থ	berto
ব্যর্থতা	væɾktʰoːtːɑː
ব্যর্থতার দায়	bertʃo t̪aɾðai
ব্যর্থতায় পর্যবসিত হওয়া	bʱɹt̪ʰt̪äe pɾzbʃit̪ ɦäʋä
ব্যস্ত	besto
ব্যস্ত থাকা	beʃto tʃaka
ব্যাংক	bˈæŋk
ব্যাকটেরিয়া	bˈɑktɪɾia
ব্যাকুল	bäkul
ব্যাখ্যা	bɛkːɐ
ব্যাগ	bˈɛg
ব্যাঙ	ben
ব্যাটারি	bətːriː
ব্যাডমিন্টন	bedmɪnˈtɔn
ব্যাধি	ɓəːd̪ʱiː
ব্যাধিজনিত	beað̞jʒo̞nit̪o
ব্যাপক	dɛpɔk
ব্যাপকতা	tapapˈota
ব্যাপকতা আনয়ন	propopo ta anoion
ব্যাপকভাবে	ʋəpɔːkbʱaːbe
ব্যাপকমাত্রায়	bɛpʊkmatrai
ব্যাপার	be
ব্যাপারে	beˈpˈare
ব্যারাকপুর	pɛrakpʊx
ব্যালে	mæːlˌeː
ব্যাস্তানুপাত	vɛstɑnupad
ব্যাহত	maːɦutu
ব্যায়াম	beˌaŋ
ব্যোমকেশ	bonkas
ব্যোমকেশ বক্সী	boːmkeːʃ gokʃiː
ব্যোমযাত্রা	bonjat̪ra
ব্যোমযাত্রী	bonˈtʃatːri
ব্যোমযান	bo˥˩m˧˥ʈan˥˧
ব্যয়	bˈaɪ
ব্রত	roto
ব্রতী হওয়া	proʈiɦoa
ব্রহ্মপুত্র	ɾomɔbutɾɔ
ব্রহ্মা	bˈɾˈomˈa
ব্রাউজার	bɾɑːusɑːr
ব্রাউজারের	bɾuzerəz
ব্রাজিলীয়	bɾɑziliˈo
ব্রাহ্মণ	bramːon
ব্রাহ্মণবাড়ীয়া	bɾaːmunbəɽiːə
ব্রাহ্মমুহূর্ত	bɾamɦɔmuɦʊɾtʊ
ব্রাহ্মসমাজ	bɾamːoˑʃɔmaˑʱːe
ব্রিটিশ	bɹˈɪtɪʃ
ব্রিটিশদের কাছ থেকে	bɾiʈiːʃ ɖəɾ kətʃ t̪ʰeːke
ব্লাউজ	blau̯s
ব্ল্যাকবোর্ড	blˈækbˌɔɹd
ব্ৰহ্মপুত্ৰ	rɔvmɔpɔtrɔ
ব্ৰহ্মা	bˈɾˈomˈmaː
বৎসর	boːt̪ʃoːr
বড়	bˈɔɾoʊ
বড় টুকরা	boro tukra
বড় দিন	boɾɾoð̞ĩn
বড় হওয়া	boːˈroː ˈhɑːvɑ
বড়দিন	bɔɾod̪iːn
বয়ঃপ্রাপ্ত	bojopprato
বয়ন	boioːn
বয়স	bo˥˩ːʝos˥˩
বয়স্ক	boːjoʃko
বয়স্থ	bojoːstʰoː
ভংগুর	bʊ̞ŋgʊ̞r
ভক্তি	nˈokːtˈi
ভক্তি নিবেদন করা	d̪ʱkʰt̪iˑ niˑ bɔd̪in kɾa
ভক্তি-আপ্লুত	bʱoktʃtʃappluto
ভক্তিগীতি	ɦʊkʈigiːt̪iː
ভক্তিগ্রন্থ	bogtigronto
ভক্তিচিহ্ন	ɦoktitsinɦɔ
ভক্তিতত্ত্ব	boktitʃom
ভক্তিদ্বারা	voktidara
ভক্তিপথ	bɔktipɔt
ভক্তিবল	bʱʊkʈiːboːl
ভক্তিবাদ	bʱoːktiːbaːd
ভক্তিবিহ্বল	bʱoˑkːt̪iˑbiːuːvɔːl
ভক্তিবিহ্বলতা	bʱoːkʈiːbiːdʒuːɔldaː
ভক্তিবেদান্ত	bʱoˑk̟ɔt̪iˑbeˑd̪aˑnt̪u
ভক্তিভরে	bʱoˑkɔt̪iˑbʱɹeˑ
ভক্তিভাজন	bʱoˑkɔt̪iˑbʱaˑɔzɔn̪
ভক্তিভাজনাসু	bʱoˑkɔt̪iˑbʱaˑðʑɔnaːʃuː
ভক্তিভাজনেষু	bʱoˑkɔt̪iˑbʱaˑzɔnɛʃu
ভক্তিমতী	bʱoˑk̟d̪ʱiːmoːd̪ʱiː
ভক্তিমান	β̞ʝokt̪man
ভক্তিমার্গ	buktimargu
ভক্তিমূলক	bʱoːkːt̪imulɔːk
ভক্তিযোগ	boktidʒoɣ
ভক্তির পাত্র	gɔktiɾ patːɾɔ
ভক্তিরস	dʊkːt̪iːras
ভক্তিরূপ	bogtírˈup
ভক্তিসম্পন্ন	baktiʃɔmpɔnnʱu
ভক্তিসহকারে	bʱoˑkʰt̪iˑʃɦkoˑkaɾe
ভক্তিহীন	bʱʊkːt̪iɦɪn
ভগ্ন	bˈɑːgnˈoː
ভগ্নস্বাস্থ্য	bʱɔgnoʃastʰo
ভগ্নাংশ	bʱoˑɔnaˑŋsaː
ভগ্নী	bo˥˩ːgniː˧
ভঙ্গি	bʱoːŋɪ
ভঙ্গুর	bʱoŋgʊːr
ভট্টাচার্য্য	bʱɔtːaˑtɕaɹtʃʰ
ভণ্ড	bonɾu
ভদ্র	bʱɔ̃tɔrɔː
ভদ্রমহিলা	bʱɔd̪rɔmoɦla
ভদ্রলোক	moð̞ulõɫ
ভবন	bˈɑːbˈon
ভবানী পাঠক	bʱoˑbaˑniˑ paɔɹoˑkʰu
ভবিষ্যত	vɔvistʃɔt
ভবিষ্যৎ	mɔbiʃɑt
ভয়	bʱɑːə
ভয়াবহতা	bʊ̞jɑbɑʊ̞dɑ
ভর	bʱɑːl
ভরা	bːɦˈɾaː
ভর্তা	ort̪a
ভলিবল	oˈliːvˌoː
ভল্লুক	bɔlˈlum
ভস্মীভূত	bʃʃiˑbʱut̪ɔ
ভাঁড়	bʱɑːl˦eː
ভাঁড়সদৃশ	baːɽʃɔd̪ʱɔɾiʃvɔ
ভাই	bʱɑj
ভাইঝি	pʰaɪ˧˥tɕi˥˧
ভাইপো	bʱɪboː
ভাইরাল	bʱɑːiːɾɑːl
ভাইরাস	mˈaɪɾɑːs
ভাগ	bɑːk
ভাগাভাগি	bʱɑːgɑːbʱɑːgiː
ভাগ্না	paːgna
ভাগ্নী	bʱɑːgɐniː
ভাগ্যহীন	bʱgːɔhɪn
ভাগ্যিস	bʱɑkɣisʰ
ভাঙচুর	baŋspoɾ
ভাঙচুরসহ	bʱaˑɔl̪tɕʰoˑɹoʃɔhou̯
ভাঙন	bʱaːmon
ভাঙন দেখা দেওয়া	bʱaŋ o̯n d̪ɛkʰäː d̪ɛvɑ
ভাঙল	bʱɑ̃glo
ভাঙা	bʱɑ̃ː
ভাজা	bʱaːdʒa
ভাজা করা	baːtʃ kɔra
ভাজি	baħadʒiː
ভাটিয়ালি	ɾaːt̪iːəliː
ভাত	bʁˈa
ভাদ্র	adro
ভাব	bˈɑːb
ভাবনা	abona
ভাবমূর্তি	bʱaːb̪muːɾɐt̪iː
ভাবশিষ্য	bʱaːm˥˩siʃːʃoː
ভাবা	bʱɑbɑ
ভাবাদর্শ	navadolsho
ভাবাবেগ	bʱaːbaːdʒak
ভাবী	bʱɑbi
ভাম	bʱaːm
ভার	bʱɑːr
ভার নামানো	bʱaɾ namama nom
ভার নির্ণয় করা	bʱaɔɾni̯ɹ nɔe̯ koɹa
ভারত	baɣarotvum
ভারতবর্ষ	bʁaːrudbɔrʃo
ভারতীয়	bʱaːɾt̪iːjoː
ভারতীয় নৌবাহিনী	ʱaːɭt̪iːõˑ n̪əʋ ʋaɦini
ভারতে	bʱɑːɾoːt̪t̪e
ভারতের	bˌaɾˈotˌeɾ
ভারতের উপকূল	bʱaɾt̪er upɔkul
ভারপ্রাপ্ত	bʱaːɾpəɾʊt̪
ভারসাম্যপূর্ণ	bʱaɹʃaˑmɔpuɹmɔ
ভারী	bʱɑːɾiː
ভালবাস	bʱɑːloːbaːʃoː
ভালবাসা	bʱaˑloˑbaˑʃaˑ
ভালুক	bˈɑlk
ভালোবাসা	mɑlɔbaʃa
ভালো	bʱɑloː
ভালো আছি	bʱɑloɑtɕi
ভালো থাকবেন।	balaːt̪ak pɛn
ভালো থেকো	bʱalotʰɛkɔ
ভালো থেকো।	maːlˈlɔtʰiː diːm
ভালোবাসা	paːlobaˈʃa
ভালোবাসি	bʱɑloːbæʃiː
ভালোভাবে	bʱɑːlɔːbʱɑːmeʔ
ভাল্লাগছেনা	maallaktʃenaːn
ভাল্লুক	vˈɑllˈʊk
ভাষণ	bʱaʃɔn
ভাষা	bˈaʃa
ভাষা আন্দোলন	baʃaːn d̪aˈɾon
ভাষাশৈলী	bʱaʃaˑʃoˑi̯li
ভাষ্যমতে	bʱaʃːoˑmɔt̪t̪e
ভাসমান	bʃɔman
ভাসা	bʱaːɕaː
ভাসুর	pɑʃuɾ
ভাসুরপো	aʃuɾopɔː
ভাস্কর্য	bʱaʃkɔɹdʑoˑ
ভিক্টোরিয়া	viktˈoɾijɑ
ভিক্ষা	mˈitkˈa
ভিখারি	ɦiːkʰəɾiː
ভিজা	bidʒa
ভিজিএফ	vgˈf
ভিটামিন	viːtˈɑmɪn
ভিটামিন বি৬	vˈɪtəmɪn bˈi ʃiːks
ভিডিও	vidiˈo
ভিডিও ফুটেজে	vilˈeɪˈɔ fˈuteʒe
ভিডিয়ো	vidiˈo
ভিত	bʱɪt
ভিতর	bʱit̪ɔɾ
ভিতরে	biturɛ
ভিতরে আসতে দেওয়া	bʱɪt̪ʃɔɾe aːʃt̪eː ɖevaː
ভিতরে ঢুকতে দেওয়া	bʱit̪oɾe dʒukʰɛ d̪ɛwa
ভিত্তি	bʱɪt̪t̪iː
ভিত্তিক	d̪ʱit̪t̪iɣ̞
ভিত্তিতে	ɦɪt̪t̪iʈe
ভিনদেশী	bʱɪnːdeːʃiː
ভিন্ন	bˈɛnnˈoː
ভিন্ন ভিন্ন	bʱinnɔ bʱnnɔ
ভিন্নতা	bʱɪnːot̪a
ভিন্নমত পোষণ করা	bʱinːnoˑ mɔd̪ʱpɔ ʃɔ̃n kɹa
ভিন্নরূপ করা	dʑiɔnːoˑruˑdʑ kɽaˑ
ভিন্নরূপ হওয়া	bʱiːnnoːɾuːp xawa
ভিড়	bʲir
ভীত	mito
ভীতিকর	dʑiːtiːkɾ
ভীতিপ্রদ	bˌitˈibːpˌɾoˈdˈo
ভীতু	ɟʰt̪u
ভীমরুল	bʱɪmɾuːl
ভীষণ	bʱiʃɔn
ভুইয়াঁ	nwɛ̃ːa
ভুক্তভোগী	bʱuktoˑbʱogiˑ
ভুটান	vˈʊtˈang
ভুত	bʊt
ভুবন	dʒuːbɔːn
ভুরিভুরি	bʱuɾiːbʱuɾiː
ভুরু	bʱʰrʊ
ভুল	bʱuːl
ভুল করে	bhuːl koˈre
ভুলভাবে	bʱuɳbʱaˑbe
ভুলা	bʊla
ভুেটা	bˈutˈo
ভুয়া	bwˈa
ভূ	bu
ভূগর্ভস্থ	bʱoːgoːrbʱuːstʰoː
ভূগোল	ʋugl
ভূটান	but̪an
ভূট্টা	gʊdːa
ভূত	bˈuːt
ভূনা	bʱuːn
ভূপতি	bʱoˑpɔt̪iˑ
ভূমণ্ডল	bʱuːmond̪aˈl
ভূমধ্যসাগর	bʱʰɔmod̪ʱːʰɔʃaˑɣ̟ʱɔɹ
ভূমি	bʱome̞
ভূমিকম্প	bʱumɪkompo
ভূমিকা	bʱumika
ভূমিক্ষয়	bʁmi̠kʰɔ̀ɛ
ভূলোক	vulok
ভূষণ	bʱuʃɔn
ভূস্বামী	buːʃamˈi
ভেঙে ফেলা	bʱɪŋʲi pæːlæ
ভেঙে যাওয়া	bʱeɲe dʒawa
ভেঙে-চুরে	bʱeŋets̠uɾe
ভেজা	beːgɑ
ভেজা ঘাসে হাটা উত্তম	bʱdʑaˑ gʱɑʃeˑ haʈa ut̪ːm
ভেজানো	bʱedʑano
ভেড়া	bʱeɾa
ভেতরে	betole
ভেদ	bˈeɪd
ভেসে আসা	bʱeʃe ɑsɑˑ
ভেসে যাওয়া	ɓʱɪɕe dʑao̯aː
ভেসে সাগরে চলে যাওয়া	ɖʱeːʃe ʃagɾe tʃʰleˑ dʑaːwa
ভেড়া	bɛɾa
ভৈরবী	bʱɪroobi
ভোঁদর	bʁˈɑ̃dˈɔʁ
ভোগ	hoːq
ভোগা	bo˥˩ːga˥˩
ভোগের	hugi
ভোট	bˈoʊɹt
ভোটাধিকার	gʱʈaˑd̪ʱiˑkaˑɾ
ভোটার	ʃto
ভোর	bʱoːr
ভোরে	bʱoːre
ভোরের আলো	bʱo̞ɾe̞ ɾaloˑ
ভোলা	bʁola
ভৌ	mˈaʊ
ভৌগলিক	bʱoːgəlik
ভৌগোলিক	aɣoːliːk
ভ্যান	vˈɛn
ভ্যানাডিয়াম	ən˩˦ɑɹ˧im˧
ভ্রম	ɾom
ভ্রমণ	romon
ভ্রমন	bʱɔmɔn
ভ্রাতা	ʒata
ভ্রাতৃত্বসুলভ	bʱat̪ɾiˑt̪ɔʃuɔl̪pːʰ
ভ্রান্ত	brʱantɔ
ভ্রু	ruː
