a-má	a.ˈma
habitantes	a.bi.ˈtã.tʃɪs
habitar	a.bi.ˈtax
habitaram	a.bi.ˈta.ɾãʊ̃
habitarem	a.bi.ˈta.ɾẽỹ
habitaria	a.bi.ta.ˈɾi.ə
habitariam	a.bi.ta.ˈɾi.ãʊ̃
habitassem	a.bi.ˈta.sẽỹ
habitates	a.bi.ˈta.tʃɪs
habitava	a.bi.ˈta.və
habitavam	a.bi.ˈta.vãʊ̃
habitação	a.bi.ta.ˈsãʊ̃
habitações	a.bi.ta.ˈsõỹs
habite	a.ˈbi.tʃɪ
habitem	a.ˈbi.tẽỹ
habito	a.ˈbi.tʊ
habitos	a.ˈbi.tʊs
habitou	a.bi.ˈtow
habituada	a.bi.tu.ˈa.də
habituadas	a.bi.tu.ˈa.dəs
habituado	a.bi.tu.ˈa.dʊ
habituados	a.bi.tu.ˈa.dʊs
habituais	a.bi.tu.ˈays
habitual	a.bi.tu.ˈaw
habitualidade	a.bi.tu.a.li.ˈda.dʒɪ
habitualmente	a.bi.tu.aw.ˈmẽ.tʃɪ
habituar	a.bi.tu.ˈax
habituaram	a.bi.tu.ˈa.ɾãʊ̃
habituação	a.bi.tu.a.ˈsãʊ̃
habituou	a.bi.tu.ˈow
habitus	a.bi.ˈtus
habitáculo	a.bi.ˈta.ku.lʊ
habitáveis	a.bi.ˈta.veys
habitável	a.bi.ˈta.vew
habla	ˈa.blə
hablar	a.ˈblax
hable	ˈa.blɪ
habo	ˈa.bʊ
habra	ˈa.bɾə
habré	a.ˈbɾɛ
habsburgo	abz.ˈbuɣ.gʊ
habsburgos	abz.ˈbuɣ.gʊs
habu	a.ˈbu
habítame	a.ˈbi.ta.mɪ
hacen	a.ˈsẽỹ
hacer	a.ˈsex
hachemita	a.ʃe.ˈmi.tə
hachemitas	a.ʃe.ˈmi.təs
hacho	ˈa.ʃʊ
hacia	a.ˈsi.ə
hacienda	a.si.ˈẽ.də
haciendas	a.si.ˈẽ.dəs
haco	ˈa.kʊ
hacá	a.ˈka
hadade	a.ˈda.dʒɪ
hadamar	a.da.ˈmax
hadar	a.ˈdax
hadas	ˈa.dəs
hadena	a.ˈdẽ.nə
hadera	a.ˈdɛ.ɾə
hadi	a.ˈdʒi
hador	a.ˈdox
hadou	a.ˈdow
hadromerida	a.dɾo.me.ˈɾi.də
hadrossauro	a.dɾo.ˈsaw.ɾʊ
hadrões	a.ˈdɾõỹs
haedo	a.ˈẽ.dʊ
haedropleura	a.e.dɾo.ˈplew.ɾə
hael	a.ˈɛw
haendel	a.ẽ.ˈdew
haer	a.ˈex
haereses	a.e.ˈɾe.zɪs
haertel	a.ɛx.ˈtew
haes	ˈa.ɪs
hafiz	a.ˈfis
haftará	af.ta.ˈɾa
haga	ˈa.gə
hagadá	a.ga.ˈda
hagar	a.ˈgax
hagi	a.ˈʒi
hagiografia	a.ʒi.o.gɾa.ˈfi.ə
hagiografias	a.ʒi.o.gɾa.ˈfi.əs
hagiográfica	a.ʒi.o.ˈgɾa.fi.kə
hagiográficas	a.ʒi.o.ˈgɾa.fi.kəs
hagiográfico	a.ʒi.o.ˈgɾa.fi.kʊ
hagiográficos	a.ʒi.o.ˈgɾa.fi.kʊs
hagios	a.ˈʒi.ʊs
hagiógrafo	a.ʒi.ˈɔ.gɾa.fʊ
hagiógrafos	a.ʒi.ˈɔ.gɾa.fʊs
hago	ˈa.gʊ
haia	ˈay.ə
haida	ˈay.də
haidar	ay.ˈdax
haide	ˈay.dʒɪ
haifa	ˈay.fə
haiga	ˈay.gə
haina	ˈay.nə
haitiana	ay.tʃi.ˈã.nə
haitianas	ay.tʃi.ˈã.nəs
haitianos	ay.tʃi.ˈã.nʊs
haja	ˈa.ʒə
hajam	ˈa.ʒãʊ̃
hajar	a.ˈʒax
haje	ˈa.ʒɪ
haji	a.ˈʒi
hal	ˈaw
hala	ˈa.lə
halabja	a.ˈlab.ʒə
halachá	a.lə.ˈʃa
halal	a.ˈlaw
halas	ˈa.ləs
haldas	ˈaw.dəs
haldor	aw.ˈdox
haleto	a.ˈle.tʊ
haletos	a.ˈle.tʊs
half-pipe	awf.ˈpi.pɪ
halfa	ˈaw.fə
halfpipe	awf.ˈpi.pɪ
halibel	a.li.ˈbɛw
halicz	a.ˈliks
halifax	a.li.ˈfaʃ
halima	a.ˈlĩ.mə
halina	a.ˈlĩ.nə
halita	a.ˈli.tə
halitose	a.li.ˈtɔ.zɪ
halme	ˈaw.mɪ
halmos	ˈaw.mʊs
halo	ˈa.lʊ
haloalcanos	a.lɔ.aw.ˈkã.nʊs
halogenado	a.lo.ʒe.ˈna.dʊ
halogenados	a.lo.ʒe.ˈna.dʊs
halogenação	a.lo.ʒe.na.ˈsãʊ̃
halogeneto	a.lo.ʒe.ˈne.tʊ
halogenetos	a.lo.ʒe.ˈne.tʊs
halogênio	a.lo.ˈʒẽ.ni.ʊ
halogênios	a.lo.ˈʒẽ.ni.ʊs
haloperidol	a.lo.pe.ɾi.ˈdow
halos	ˈa.lʊs
halotano	a.lo.ˈtã.nʊ
halperin	aw.pe.ˈɾĩ
halsema	aw.ˈsẽ.mə
halteres	aw.ˈtɛ.ɾɪs
halterofilismo	aw.te.ɾɔ.fi.ˈliz.mʊ
halterofilista	aw.te.ɾɔ.fi.ˈlis.tə
halterofilistas	aw.te.ɾɔ.fi.ˈlis.təs
halva	ˈaw.və
halófitas	a.ˈlɔ.fi.təs
halógenas	a.ˈlɔ.ʒe.nəs
ham	ˈãʊ̃
hamada	a.ˈma.də
hamadi	a.mə.ˈdʒi
hamaditas	a.ma.ˈdʒi.təs
hamadã	a.ma.ˈdã
hamam	ˈã.mãʊ̃
hamar	a.ˈmax
hamartoma	a.max.ˈtõ.mə
hamas	ˈã.məs
hambro	ˈã.bɾʊ
hamburgo	ã.ˈbuɣ.gʊ
hamburguesa	ã.buɣ.ˈge.zə
hamburguês	ã.buɣ.ˈges
hambúrgueres	ã.ˈbuɣ.ge.ɾɪs
hamete	a.ˈmɛ.tʃɪ
hamida	a.ˈmi.də
hamidou	a.mi.ˈdow
hamiltoniana	a.miw.to.ni.ˈã.nə
hamiltonianos	a.miw.to.ni.ˈã.nʊs
hamina	a.ˈmĩ.nə
hamor	a.ˈmox
hampea	ã.ˈpɪ.ə
hamurabi	a.mu.ɾa.ˈbi
hamurábi	a.mu.ˈɾa.bɪ
hamúdida	a.ˈmu.dʒi.də
hana	ˈã.nə
hanabi	a.na.ˈbi
hanafi	a.nə.ˈfi
hanafuda	a.na.ˈfu.də
hancornia	ã.koɣ.ˈni.ə
handa	ˈã.də
handal	ã.ˈdaw
handebolista	ã.de.bo.ˈlis.tə
handschar	ãds.ˈʃax
handsome	ãdʒ.ˈsõ.mɪ
haneda	a.ˈne.də
hanegem	a.ˈnɛ.gẽỹ
hangar	ã.ˈgax
hangaragem	ã.ga.ˈɾa.gẽỹ
hangares	ã.ˈga.ɾɪs
hangover	ã.go.ˈvex
hangul	ã.ˈguw
hanifa	a.ˈni.fə
hanja	ˈã.ʒə
hanma	ˈã.mə
hanover	a.no.ˈvex
hanoveriana	a.no.ve.ɾi.ˈã.nə
hanoverianos	a.no.ve.ɾi.ˈã.nʊs
hans-adam	ãs.ˈa.dãʊ̃
hansa	ˈã.sə
hansenianos	ã.se.ni.ˈã.nʊs
hanseática	ã.se.ˈa.tʃi.kə
hanseáticas	ã.se.ˈa.tʃi.kəs
hanso	ˈã.sʊ
hanuda	a.ˈnu.də
hanunó	a.nu.ˈnɔ
hanzou	ã.ˈzow
hanão	a.ˈnãʊ̃
hanói	a.ˈnɔy
hanôver	a.ˈnõ.vex
haora	a.ˈo.ɾə
haos	ˈa.ʊs
haouz	a.ˈows
haparanda	a.pa.ˈɾã.də
haplogrupos	a.plo.ˈgɾu.pʊs
haplosclerida	a.plos.kle.ˈɾi.də
haplótipo	a.ˈplɔ.tʃi.pʊ
haplótipos	a.ˈplɔ.tʃi.pʊs
haque	ˈa.kɪ
har	ˈax
hara	ˈa.ɾə
harada	a.ˈɾa.də
haraldo	a.ˈɾaw.dʊ
haram	ˈa.ɾãʊ̃
harar	a.ˈɾax
haras	ˈa.ɾəs
harbou	aɣ.ˈbow
hard-fi	axdʒ.ˈfi
hardcover	axdʒ.ko.ˈvex
hardrada	aɣ.ˈdɾa.də
harel	a.ˈɾew
harem	ˈa.ɾẽỹ
hargreaves	aɣ.gɾe.ˈa.vɪs
harim	a.ˈɾĩ
harju	aɣ.ˈʒu
harlem	ˈaɣ.lẽỹ
harmalina	aɣ.ma.ˈlĩ.nə
harmandir	aɣ.mã.ˈdʒix
harmar	aɣ.ˈmax
harmina	aɣ.ˈmĩ.nə
harmogenanina	aɣ.mo.ʒe.na.ˈnĩ.nə
harmonia	aɣ.mo.ˈni.ə
harmonias	aɣ.mo.ˈni.əs
harmonica	aɣ.mu.ˈni.kə
harmonicamente	aɣ.mo.ni.ka.ˈmẽ.tʃɪ
harmoniosa	aɣ.mo.ni.ˈɔ.zə
harmoniosamente	aɣ.mo.ni.o.za.ˈmẽ.tʃɪ
harmoniosas	aɣ.mo.ni.ˈɔ.zəs
harmonioso	aɣ.mo.ni.ˈo.zʊ
harmoniosos	aɣ.mo.ni.ˈɔ.zʊs
harmoniza	aɣ.mo.ˈni.zə
harmonizada	aɣ.mo.ni.ˈza.də
harmonizadas	aɣ.mo.ni.ˈza.dəs
harmonizado	aɣ.mo.ni.ˈza.dʊ
harmonizados	aɣ.mo.ni.ˈza.dʊs
harmonizando	aɣ.mo.ni.ˈzã.dʊ
harmonizar	aɣ.mo.ni.ˈzax
harmonização	aɣ.mo.ni.za.ˈsãʊ̃
harmonizações	aɣ.mo.ni.za.ˈsõỹs
harmódio	aɣ.ˈmɔ.dʒi.ʊ
harmônica	aɣ.ˈmõ.ni.kə
harmônicas	aɣ.ˈmõ.ni.kəs
harmônico	aɣ.ˈmõ.ni.kʊ
harmônicos	aɣ.ˈmõ.ni.kʊs
harmônio	aɣ.ˈmõ.ni.ʊ
haro	ˈa.ɾʊ
haroldo	a.ˈɾow.dʊ
harpago	ax.ˈpa.gʊ
harpas	ˈax.pəs
harpia	ax.ˈpi.ə
harpias	ax.ˈpi.əs
harpista	ax.ˈpis.tə
harpistas	ax.ˈpis.təs
harro	ˈa.xʊ
hartlaubi	ax.tlaw.ˈbi
haruna	a.ˈɾũ.nə
haruo	a.ˈɾu.ʊ
hará	a.ˈɾa
harã	a.ˈɾã
harém	a.ˈɾẽỹ
has	ˈas
hasbro	ˈaz.bɾʊ
haslam	ˈaz.lãʊ̃
hassam	ˈa.sãʊ̃
hassana	a.ˈsã.nə
hassidismo	a.si.ˈdʒiz.mʊ
hassídica	a.ˈsi.dʒi.kə
hassídico	a.ˈsi.dʒi.kʊ
hasteada	as.ti.ˈa.də
hasteadas	as.ti.ˈa.dəs
hasteado	as.ti.ˈa.dʊ
hasteamento	as.te.a.ˈmẽ.tʊ
hasteando	as.ti.ˈã.dʊ
hastear	aʃ.ti.ˈax
hastearam	as.ti.ˈa.ɾãʊ̃
hasteou	as.te.ˈow
hastula	as.ˈtu.lə
hatamoto	a.ta.ˈmɔ.tʊ
hatar	a.ˈtax
hatem	ˈa.tẽỹ
hates	ˈa.tʃɪs
hatful	atʃ.ˈfuw
hatita	a.ˈtʃi.tə
hatitas	a.ˈtʃi.təs
hator	a.ˈtox
hatra	ˈa.tɾə
hatzair	atʃ.za.ˈix
haumea	aw.ˈmɪ.ə
hausas	ˈaw.zəs
hauçás	aw.ˈsas
hava	ˈa.və
havaiana	a.vay.ˈã.nə
havaianas	a.vay.ˈã.nəs
havaianos	a.vay.ˈã.nʊs
havana	a.ˈvã.nə
havanês	a.va.ˈnes
havas	ˈa.vəs
havaí	a.və.ˈi
havel	a.ˈvew
havemos	a.ˈvẽ.mʊs
havendo	a.ˈvẽ.dʊ
haverem	a.ˈve.ɾẽỹ
haveres	a.ˈvɛ.ɾɪs
haveria	a.ve.ˈɾi.ə
haveriam	a.vi.ˈɾi.ãʊ̃
haverá	a.ve.ˈɾa
haverão	a.ve.ˈɾãʊ̃
haviam	a.ˈvi.ãʊ̃
havida	a.ˈvi.də
havidas	a.ˈvi.dəs
havido	a.ˈvi.dʊ
havidos	a.ˈvi.dʊs
havilá	a.vi.ˈla
havíamos	a.ˈvi.ə.mʊs
haza	ˈa.zə
hazael	a.za.ˈɛw
hazar	a.ˈzax
hazaras	a.ˈza.ɾəs
hazm	ˈazm
haçienda	a.si.ˈẽ.də
haúça	a.ˈũ.sə
hbigda	ˈbig.də
hbr	ˈbɾ
hclo	ˈklʊ
hdl	ˈdw
hdr	ˈdɾ
hear	e.ˈax
heaviside	e.a.vi.ˈzi.dʒɪ
hebdomadário	eb.do.ma.ˈda.ɾi.ʊ
hebeclada	e.be.ˈkla.də
hebertistas	e.bex.ˈtʃis.təs
hebes	ˈɛ.bɪs
hebr	ˈibɾ
hebra	ˈɛ.bɾə
hebraica	e.ˈbɾay.kə
hebraicas	e.ˈbɾay.kəs
hebraico	e.ˈbɾay.kʊ
hebraicos	e.ˈbɾay.kʊs
hebraísta	e.bɾa.ˈis.tə
hebreia	e.ˈbɾey.ə
hebreu	ɛ.ˈbɾew
hebrides	e.ˈbɾi.dʒɪs
hebréia	e.ˈbɾɛy.ə
hecates	e.ˈka.tʃɪs
hecateu	e.ka.ˈtew
hecatomno	e.ka.ˈtõ.nʊ
hecatônquiros	e.ka.ˈtõ.ki.ɾʊs
hecho	ˈɛ.ʃʊ
hechos	ˈɛ.ʃʊs
hecla	ˈɛ.klə
hectares	ek.ˈta.ɾɪs
hectolitros	ek.to.ˈli.tɾʊs
hecu	ɛ.ˈku
hecuba	e.ˈku.bə
hedeoma	e.dɛ.ˈõ.mə
hedera	e.ˈdɛ.ɾə
hedionda	e.dʒi.ˈõ.də
hediondo	e.dʒi.ˈõ.dʊ
hediondos	e.dʒi.ˈõ.dʊs
hedo	ˈɛ.dʊ
hedonismo	e.do.ˈniz.mʊ
hedonista	e.do.ˈnis.tə
hedonistas	e.do.ˈnis.təs
heduíno	e.du.ˈĩ.nʊ
heero	ɛ.ˈẽ.ɾʊ
hefe	ˈɛ.fɪ
hefesto	e.ˈfɛs.tʊ
heftalita	ef.ta.ˈli.tə
hegeliana	e.ʒe.li.ˈã.nə
hegelianismo	e.ʒe.li.a.ˈniz.mʊ
hegelianos	e.ʒe.li.ˈã.nʊs
hegemonia	e.ʒe.mo.ˈni.ə
hegemonias	e.ʒe.mo.ˈni.əs
hegemônica	e.ʒe.ˈmõ.ni.kə
hegemônicas	e.ʒe.ˈmõ.ni.kəs
hegemônico	e.ʒe.ˈmõ.ni.kʊ
hegemônicos	e.ʒe.ˈmõ.ni.kʊs
hegias	e.ˈʒi.əs
hegésipo	e.ˈʒɛ.zi.pʊ
heida	ˈey.də
heisteria	eys.te.ˈɾi.ə
heitinga	ey.ˈtʃĩ.gə
hejaz	ɛ.ˈʒas
hejazi	e.ʒa.ˈzi
hela	ˈɛ.lə
helda	ˈɛw.də
helde	ˈɛw.dʒɪ
heldentenor	ew.dẽ.te.ˈnox
helena	e.ˈlẽ.nə
heleninha	e.lɛ.ˈnĩ.ɲə
helenio	e.le.ˈni.ʊ
helenira	e.le.ˈni.ɾə
helenismo	e.le.ˈniz.mʊ
helenista	e.le.ˈnis.tə
helenistas	e.le.ˈnis.təs
helenizada	e.lo.ni.ˈza.də
helenizado	e.lo.ni.ˈza.dʊ
helenizados	e.lo.ni.ˈza.dʊs
helenização	e.le.ni.za.ˈsãʊ̃
helenoconcha	e.lo.no.ˈkõ.ʃə
helenos	e.ˈlẽ.nʊs
helenística	e.le.ˈniʃ.tʃi.kə
helenísticas	e.le.ˈniʃ.tʃi.kəs
helenístico	e.le.ˈniʃ.tʃi.kʊ
helenísticos	e.le.ˈniʃ.tʃi.kʊs
helesponto	e.les.ˈpõ.tʊ
helga	ˈɛw.gə
helguera	ew.ˈgɛ.ɾə
heliacal	e.li.a.ˈkaw
heliaeschna	e.li.a.ˈɛsʃ.nə
helibras	e.ˈli.bɾəs
helibrás	e.li.ˈbɾas
helicase	e.li.ˈka.zɪ
helicoidal	e.li.koy.ˈdaw
heliconia	e.li.ko.ˈni.ə
helicoptero	e.li.kop.ˈte.ɾʊ
helicóptero	e.li.ˈkɔp.te.ɾʊ
helicópteros	e.li.ˈkɔp.te.ɾʊs
helinho	ɛ.ˈlĩ.ɲʊ
heliocentrismo	e.li.o.sẽ.ˈtɾiz.mʊ
heliocêntrica	e.li.o.ˈsẽ.tɾi.kə
heliocêntricas	e.li.o.ˈsẽ.tɾi.kəs
heliocêntrico	e.li.o.ˈsẽ.tɾi.kʊ
heliodora	e.li.o.ˈdo.ɾə
heliodoro	e.li.o.ˈdɔ.ɾʊ
heliofísica	e.li.o.ˈfi.zi.kə
heliogábalo	e.li.o.ˈga.ba.lʊ
helios	e.ˈli.ʊs
heliosfera	e.li.os.ˈfe.ɾə
heliotérmica	e.li.o.ˈtɛɣ.mi.kə
heliponto	e.li.ˈpõ.tʊ
helipontos	e.li.ˈpõ.tʊs
heliporto	e.li.ˈpɔx.tʊ
heliportos	e.li.ˈpɔx.tʊs
helitransportadas	e.li.tɾãs.pox.ˈta.dəs
helião	e.li.ˈãʊ̃
heliófita	e.li.ˈɔ.fi.tə
helmintos	ɛw.ˈmĩ.tʊs
helo	ˈɛ.lʊ
heloisa	e.ˈloy.zə
helotas	e.ˈlɔ.təs
helou	ɛ.ˈlow
heloísa	e.lo.ˈi.zə
helsingor	ew.sĩ.ˈgox
helvetia	ew.ve.ˈtʃi.ə
helvetica	ew.ve.ˈtʃi.kə
helvécia	ew.ˈvɛ.si.ə
helvécio	ew.ˈvɛ.si.ʊ
helvécios	ew.ˈvɛ.si.ʊs
helvética	ew.ˈvɛ.tʃi.kə
helvético	ew.ˈvɛ.tʃi.kʊ
helvídio	ew.ˈvi.dʒi.ʊ
heládica	e.ˈla.dʒi.kə
heládico	e.ˈla.dʒi.kʊ
helânico	e.ˈlã.ni.kʊ
helênica	e.ˈlẽ.ni.kə
helênicas	e.ˈlẽ.ni.kəs
helênico	e.ˈlẽ.ni.kʊ
helênicos	e.ˈlẽ.ni.kʊs
helênio	e.ˈlẽ.ni.ʊ
helíaco	e.ˈli.ə.kʊ
hemaglutinação	ɛ.ma.glu.tʃi.na.ˈsãʊ̃
hematoencefálica	ɛ.ma.to.ẽ.se.ˈfa.li.kə
hematologista	e.ma.to.lo.ˈʒis.tə
hematológica	e.ma.to.ˈlɔ.ʒi.kə
hematológicas	e.ma.to.ˈlɔ.ʒi.kəs
hematológico	e.ma.to.ˈlɔ.ʒi.kʊ
hematológicos	e.ma.to.ˈlɔ.ʒi.kʊs
hematomas	e.ma.ˈtõ.məs
hematopoiética	e.ma.to.poy.ˈɛ.tʃi.kə
hematopoiéticas	e.ma.to.poy.ˈɛ.tʃi.kəs
hematopoiético	e.ma.to.poy.ˈɛ.tʃi.kʊ
hematófagas	e.ma.ˈtɔ.fa.gəs
hematófago	e.ma.ˈtɔ.fa.gʊ
hematófagos	e.ma.ˈtɔ.fa.gʊs
hematúria	e.ma.ˈtu.ɾi.ə
hembra	ˈẽ.bɾə
hemeroteca	e.me.ɾo.ˈtɛ.kə
hemetério	e.me.ˈtɛ.ɾi.ʊ
hemiacetal	e.mi.a.se.ˈtaw
hemiciclo	e.mi.ˈsi.klʊ
hemisférica	e.mis.ˈfɛ.ɾi.kə
hemisféricas	e.mis.ˈfɛ.ɾi.kəs
hemisférico	e.mis.ˈfɛ.ɾi.kʊ
hemisféricos	e.mis.ˈfɛ.ɾi.kʊs
hemisfério	e.mis.ˈfɛ.ɾi.ʊ
hemisférios	e.mis.ˈfɛ.ɾi.ʊs
hemispingus	e.mis.pĩ.ˈgus
hemobrás	e.mo.ˈbɾas
hemoderivados	e.mo.de.ɾi.ˈva.dʊs
hemodinâmica	e.mo.dʒi.ˈnã.mi.kə
hemodinâmicas	e.mo.dʒi.ˈnã.mi.kəs
hemodinâmico	e.mo.dʒi.ˈnã.mi.kʊ
hemodinâmicos	e.mo.dʒi.ˈnã.mi.kʊs
hemofílico	e.mo.ˈfi.li.kʊ
hemofílicos	e.mo.ˈfi.li.kʊs
hemoglobinas	e.mo.glo.ˈbĩ.nəs
hemoglobinúria	e.mo.glo.bi.ˈnu.ɾi.ə
hemolinfa	e.mo.ˈlĩ.fə
hemolítica	e.mo.ˈli.tʃi.kə
hemolíticas	e.mo.ˈli.tʃi.kəs
hemominas	e.mo.ˈmĩ.nəs
hemorragias	e.mo.xa.ˈʒi.əs
hemorroidas	e.mo.ˈxoy.dəs
hemorroidária	e.mo.xoy.ˈda.ɾi.ə
hemorrágica	e.mo.ˈxa.ʒi.kə
hemorrágicas	e.mo.ˈxa.ʒi.kəs
hemorrágico	e.mo.ˈxa.ʒi.kʊ
hemorrágicos	e.mo.ˈxa.ʒi.kʊs
hemorróidas	e.mo.ˈxɔy.dəs
hemos	ˈɛ.mʊs
hemostático	e.mos.ˈta.tʃi.kʊ
hemoterapia	e.mo.te.ɾa.ˈpi.ə
hemotórax	e.mo.ˈtɔ.ɾəks
hemácia	e.ˈma.si.ə
hemácias	e.ˈma.si.əs
hemípteros	e.ˈmip.te.ɾʊs
henares	e.ˈna.ɾɪs
hendo	ˈẽ.dʊ
hengelo	ẽ.ˈʒe.lʊ
henoteísmo	e.no.te.ˈiz.mʊ
henrico	ẽ.ˈxi.kʊ
henricão	ẽ.ɾi.ˈkãʊ̃
henriqueta	ẽ.ɾi.ˈke.tə
henstridge	ẽs.ˈtɾidʒ.ʒɪ
henê	ɛ.ˈne
hepa	ˈɛ.pə
heparina	e.pa.ˈɾĩ.nə
hepatica	e.pa.ˈtʃi.kə
hepatites	e.pa.ˈtʃi.tʃɪs
hepatocarcinoma	ɛ.pa.to.kax.si.ˈnõ.mə
hepatocelular	ɛ.pa.to.se.lu.ˈlax
hepatoesplenomegalia	ɛ.pa.to.es.ple.no.me.ga.ˈli.ə
hepatomegalia	ɛ.pa.to.me.ga.ˈli.ə
hepatopatia	e.pa.to.pa.ˈtʃi.ə
hepatorrenal	e.pa.to.xe.ˈnaw
hepatotoxicidade	ɛ.pa.to.to.ksi.si.ˈda.dʒɪ
hepatócito	e.pa.ˈtɔ.si.tʊ
hepatócitos	e.pa.ˈtɔ.si.tʊs
hepta	ˈɛp.tə
heptacampeão	ep.ta.kã.pi.ˈãʊ̃
heptagonal	ep.ta.go.ˈnaw
heptaneto	ep.ta.ˈne.tʊ
heptano	ep.ˈtã.nʊ
heptarquia	ep.tax.ˈki.ə
hepática	e.ˈpa.tʃi.kə
hepáticas	e.ˈpa.tʃi.kəs
hepático	e.ˈpa.tʃi.kʊ
hepáticos	e.ˈpa.tʃi.kʊs
hera	ˈɛ.ɾə
heracleia	e.ɾa.ˈkley.ə
heracliana	e.ɾa.kli.ˈã.nə
heraclião	e.ɾa.kli.ˈãʊ̃
heraclonas	e.ɾa.ˈklõ.nəs
heraião	e.ɾay.ˈãʊ̃
heraldicamente	e.ɾaw.dʒi.ka.ˈmẽ.tʃɪ
heraldista	e.ɾaw.ˈdʒis.tə
heraldistas	e.ɾaw.ˈdʒis.təs
heraldo	e.ˈɾaw.dʊ
herança	e.ˈɾã.sə
heranças	e.ˈɾã.səs
heras	ˈɛ.ɾəs
herbacea	eɣ.ba.ˈsɪ.ə
herbicida	eɣ.bi.ˈsi.də
herbicidas	eɣ.bi.ˈsi.dəs
herbivoria	eɣ.bi.vo.ˈɾi.ə
herbácea	eɣ.ˈba.sɪ.ə
herbáceas	eɣ.ˈba.sɪ.əs
herbáceo	eɣ.ˈba.si.ʊ
herbáceos	eɣ.ˈba.si.ʊs
herbário	eɣ.ˈba.ɾi.ʊ
herbários	eɣ.ˈba.ɾi.ʊs
herbívoras	eɣ.ˈbi.vo.ɾəs
herbívoros	eɣ.ˈbi.vɔ.ɾʊs
hercúleo	ex.ˈku.li.ʊ
herdabilidade	eɣ.da.bi.li.ˈda.dʒɪ
herdada	eɣ.ˈda.də
herdadas	eɣ.ˈda.dəs
herdade	eɣ.ˈda.dʒɪ
herdado	eɣ.ˈda.dʊ
herdados	eɣ.ˈda.dʊs
herdam	ˈɛɣ.dãʊ̃
herdando	eɣ.ˈdã.dʊ
herdar	ɛɣ.ˈdax
herdaram	eɣ.ˈda.ɾãʊ̃
herdaria	eɣ.da.ˈɾi.ə
herdariam	eɣ.da.ˈɾi.ãʊ̃
herdará	eɣ.da.ˈɾa
herdarão	eɣ.da.ˈɾãʊ̃
herdava	eɣ.ˈda.və
herdavam	eɣ.ˈda.vãʊ̃
herdeira	eɣ.ˈdey.ɾə
herdeiras	eɣ.ˈdey.ɾəs
herdeiro	eɣ.ˈdey.ɾʊ
herdeiros	eɣ.ˈdey.ɾʊs
herdou	ɛɣ.ˈdow
heredia	e.ɾe.ˈdʒi.ə
hereditariamente	ɛ.ɾe.dʒi.ta.ɾi.a.ˈmẽ.tʃɪ
hereditariedade	ɛ.ɾe.dʒi.ta.ɾi.i.ˈda.dʒɪ
hereditária	e.ɾe.dʒi.ˈta.ɾi.ə
hereditárias	e.ɾe.dʒi.ˈta.ɾi.əs
hereditário	e.ɾe.dʒi.ˈta.ɾi.ʊ
hereditários	e.ɾe.dʒi.ˈta.ɾi.ʊs
herencia	e.ɾẽ.ˈsi.ə
herença	e.ˈɾẽ.sə
herero	e.ˈɾe.ɾʊ
hereros	e.ˈɾe.ɾʊs
hereró	e.ɾe.ˈɾɔ
hererós	e.ɾe.ˈɾɔs
heresias	e.ɾe.ˈzi.əs
herida	e.ˈɾi.də
heridas	e.ˈɾi.dəs
heritiera	e.ɾi.tʃi.ˈɛ.ɾə
hermafroditas	eɣ.ma.fɾo.ˈdʒi.təs
hermafroditismo	eɣ.ma.fɾo.dʒi.ˈtʃiz.mʊ
hermagor	eɣ.ma.ˈgox
hermaias	eɣ.ˈmay.əs
hermana	eɣ.ˈmã.nə
hermanas	eɣ.ˈmã.nəs
hermanias	eɣ.ma.ˈni.əs
hermanos	eɣ.ˈmã.nʊs
hermas	ˈɛɣ.məs
hermelindo	eɣ.me.ˈlĩ.dʊ
hermenegildo	eɣ.mo.ne.ˈʒiw.dʊ
hermenerico	eɣ.mo.ne.ˈɾi.kʊ
hermenêutica	eɣ.me.ˈnew.tʃi.kə
hermenêutico	eɣ.me.ˈnew.tʃi.kʊ
hermerico	eɣ.me.ˈɾi.kʊ
hermeticamente	eɣ.me.tʃi.ka.ˈmẽ.tʃɪ
hermetismo	eɣ.me.ˈtʃiz.mʊ
hermeto	eɣ.ˈme.tʊ
hermias	eɣ.ˈmi.əs
hermida	eɣ.ˈmi.də
hermila	eɣ.ˈmi.lə
herminia	eɣ.mi.ˈni.ə
herminio	eɣ.mi.ˈni.ʊ
hermitiana	eɣ.mi.tʃi.ˈã.nə
hermogênio	eɣ.mo.ˈʒẽ.ni.ʊ
hermosa	eɣ.ˈmɔ.zə
hermoso	eɣ.ˈmo.zʊ
hermética	eɣ.ˈmɛ.tʃi.kə
herméticas	eɣ.ˈmɛ.tʃi.kəs
hermético	eɣ.ˈmɛ.tʃi.kʊ
herméticos	eɣ.ˈmɛ.tʃi.kʊs
hermínia	eɣ.ˈmĩ.ni.ə
hermínio	eɣ.ˈmĩ.ni.ʊ
hermínios	eɣ.ˈmĩ.ni.ʊs
hernandarias	eɣ.nã.da.ˈɾi.əs
hernando	eɣ.ˈnã.dʊ
hernia	eɣ.ˈni.ə
herniação	eɣ.ni.a.ˈsãʊ̃
hero	ˈɛ.ɾʊ
herodiana	e.ɾo.dʒi.ˈã.nə
herodianos	e.ɾo.dʒi.ˈã.nʊs
herodias	e.ɾo.ˈdʒi.əs
herodíade	e.ɾo.ˈdʒi.ə.dʒɪ
