! (vykřičník)	kɾˈitˈvˈ
politici	polititsjɛ
politici kriticky zhodnotili volební výsledky.	po lɪtɛtsɪ krɪtɪtskɪ zɦodnotɪlɪ volɛbɲiː viːslɛtkɪ
politicky	olɛtɨtski
politicky kriticky zhodnotili proběhlé volby.	poɫɪtɪtskɛ krɪtɪtskɪ zɦodmoteɛl propjɛɦlɛː volpɪ
politicky nekorektní	polɪtɪtskɪ nɪkodɛktɲiː
politické	pɔlititskɛ
politický	pɔlitɛtskiː
politických	polɪtɪtskˈiːx
politik	pɔlit̪ik
politika	politika
politikaření	polɪtɪkar̝ɪɲiː
politiky	pɔlitiki
politička	pɔlititʃka
politologie	pɔlitɔlɔgjɛ
politovat	po˥˩ːlɨto˥˩ːʋa
politování	polɪtɔvaːniː
politováníhodný	polɛdomaːniːɦodɲiː
polička	pɔlitʃka
poličná	polɪtʃnaː
polkl	pɔlkɔ
polkla	pokla
polknout	volknou̯d
polkovice	pɔlkɔvitsa
polná	polna
polní	volnˈiː
polní cesta	pɔlɲiː tsɛsta
polní láhev	pˈolniː lɛːf
polní práce	polɲiː praːtsɛ
poloautomatické	polootomatɪtskɛː
polodrážka	pˈolodraːʃka
pologramotnost	pɔlɔgɾamɔtnɔst
pologramotný	pˈologrˈamotsniː
poloha	boloʁa
polohový	poloɦoviː
polohám	ploɦaɾm
polojasno	pɔlojˈafno
polokoule	pɔɫɔkɔuɫɑ
polokošile	olɔkɔʃiˈɫɛ
polokrevník	pɔlkrɛvɲiːk
pololetka	pɔɫɛtka
polom	plon
poloměr	pɔˈmjɛr
poloměr ohybu	polomɲɛroɦɪbu
polonium	polonum
poloostrov	pˈoloɔstro
polopatě	pɔlɔpɑcɛ
polopenze	pɔlɔpɛnzɛ
polopravda	pɔlɔprɔvda
poloprostor	pɔlɔprɔstɔɾɐ
poloprázdná	polopraːzdnaː
poloprázdné	ɦoprasnɛː
poloprázdném	pɔpraːznɛ
poloprázdní	polopraːzdniː
poloprázdný	polopraːzdniː
polopřímka	pˈolopʃiːmka
polorovina	pɔluːrɔbino
polosamohláska	pɔlosamoɫaska
polosirotek	pɒlɒssɪrɒtɛk
polosyta	pɔlosɛta
polotmavé	pɔlɔtɔmamɛ
polotmavý	pɔlotmoviː
polotovary	pɔɫɔtɔʊvareɛ
polotučné mléko	pˈolotutʃnɛː mˈaɪkˈo
polovice	polovɛtsɛ
polovina	olɑbela
polovina čechů není spokojená s politickou situací	polovɛna tʃɛxu nɛɲiː spokojɛ naːs polɛdɪtskou sɪtuatsiː f tʃɛsku
polovička	pˈolovɪtʃka
poloviční	pɔʎɔfɪtʃɲiː
polovičním	palovɛtʃɲːim
polovodič	ɦolovoditʃ
polozávěsná cisterna	bɔlozaːvjɛsnaːtsistɛrna
poloúřední	poɾauːzɛt
poločas	pɔɫuːtʃas
polož to na stůl	poloʃ to nastuːv
položením	poloʒɛɲiː
položený	poloʒɛniː
položit	poloʒˈiːt
položit se	poloʒɪtsɛ
položka	paloʃka
položku	paloʃku
polsko	pɔʎskɔ
polská	olʃka
polská hora	pˈolskaː ɦora
polský	pɔːskiː
polyfonie	poɾifoni
polykat	pɔlikap
polymelodický	polɪmɛlodɪtskiː
polymer	pˈolɪmɛr
polymerizace	pɔlimɛːrɪzɑtsɛ
polyteismus	politeˈismus
polytetrafluorethylen	pˈolɪtɛtraflʊrɛiːlɛn
polyuretan	pɔlɪurɛtano
polyxena z lobkovic	poliksɛ na zlopkovɪts
polák	pɔlaːk
polámaná	pulaːmɑnaː
polámané	pˈolaːmanɛ
polámaný	pˈolˈaːmanˈiː
polámat se	bulaːmat ʃɨ
polárka	pɔlaːrka
polární záře	uaːrniː zaːʃɛ
polévaný	polɛːvonɛː
polévka	pɔlajɛfka
polévková kostka	polɛːfkovaː kostka
polévky	palɛfki
políbení	pɔliːbɛniː
políbil	poliːbɪl
políbila	pˈolibra
políbit	puliiːbid
polích	pɔliːx
políček	poliːtʃɛk
políčko	pˈoliːtʃko
polština	polʃtɪna
polštář	polʃtaːr
polštáře	pɔstaɾɛ
polštářků	poʃtɑːskuː
polštářový	pˈoʃtaːʒˈoːvjiː
pomaleji	pomalɛjiː
pomaličku	pˈomalɪtʃku
pomalovaný	pomalovaniː
pomalu	pomalu
pomalu mizí řada dříve běžných germanismů a rovněž slov ruského původu spojených s minulým režimem	pomaːlu mɪziː ziːda dr̝iːfɛ bjɛʒɲiːx gɛrmanɪzmuː a rovɲɛʃlov ruskɛːho povodu z pɛnɪx s mɪnuɲiːm rɛʒimɛm
pomalý	pomai
pomatený	pamatɛni
pomazlit se	pɔmazʎitsɛ
pomazuješ	boːmazujæʃ
pomazánka	tɔmazaːnka
pomazánkové máslo	lmazaːmkovɛː maːslɔ
pomačkaný	pˈomˈatʃkˈaniː
pomačkat	uːmɑːtʃkʰeːd
pomaže	tomaʒɛ
pomelo	pɔmɛlɔ
pomenší	pomenʃiː
pomeranč	pomɛranˈtɕ
pomeranče	bomɛranˈtʃɪ
pomerančový	pomɛrantʃoviː
pomerančový džus	pomɛranutʃoviː dʒus
pometlem	tɔmɑtsɔɫɑmɯ
pometlo	pomɛtlɔ
pomezní vrch	pˈomɛzɲˈivr
pomezný	pˈomɛzmɪ
pomezí	kɔmɛβeɪŋ
pomilovat	ɔmɪlɔvat
pomiluj	omɛɫujɛ
pominout	pomenut
pominutý	pomenuti
pomlka	pɔmɔkˈa
pomlouvat	pomlouvat
pomlouvat někoho	pomlouvatɲɛkogo
pomlouvá	pomɫova
pomlouvání	pˈomnouvaːniː
pomlouváš	pomloːvaːʃ
pomluva	omulva
pomluvit	pamnuvɨt
pomluvy	pomulɨbe
pomlázka	pˈomlaːska
pomník	ɦʊɲik
pomněnka	pɔbɲɛnka
pomoc	no
pomoci	pomoɕe
pomocnice	pɔmɔtsɲitsɛ
pomocná	omotsnaː
pomocná otázka	pomɔtsnaːɔtaːska
pomocné práce	pomotsnɛːpraːtsɛ
pomocník	pomotsɲiːk
pomocný	pamotsniː
pomoct	pˈomˈˈast
pomoct s malováním v domě	pomˈost smalovaːniːm do mɲɛ
pomoct si	sɔ pamɔtst si
pomocí	pomotsiː
pomocí internetu	pomotsi intɛrnɛtu
pomocí nevelkých	omotsiːnɛvɛlkˈiːx
pomocí počítače	pomotsiːpotʃidatʃɛ
pomocí strážců pořádku	pomɔtsiztraɕtɕupɔʐaːdku
pomocí svých	pomotsiːsmiːx
pomodlit	pomullɛjt
pomočit	omotʃit
pompa	kɔmpa
pompadourka	pompadurka
pomsta	pɔmstɑ
pomstychtivec	pomstɪxtivɛtʃ
pomstychtivá	pomstɪxtɪvaː
pomstychtivý	pomstɪxtɪvjiː
pomstít	pomˈsjip
pomstít se	pomstiːt sɛ
pomstě	ponskʲa
pomysl	pomɪsɔ
pomyslel	omesla
pomyslela	umisliɫa
pomyslela na sebevraždu	pomɪslɪlo na sɛbɛ u rˈaʃɫu
pomyslet	pa˥˩ːmɪslat˥
pomyslet si	pomɛslatɛ se
pomyšlení	pomɪɕɪlɛɲiː
pomáda	pomaða
pomáhají	pomɑːɦɑːiː
pomáhající	pumaːhɑiːsiː
pomáhal	tʃomahau
pomáhat	tɔmɑːhə
pomáhá	pomaːɦaː
pomáháme	pomohaːmɛ
pomáháme tátovi a mámě	pomaːɦaːmɛ taːtovɪ a mamɲɛ
pomást se	tɔmaːstsɛ
pomíjet	pomiˈnjɛt
pomíjivost	pomiːjiːvˈost
pomýšlet	pˈomiːʃlɛt
poměr	tomɲer
poměrná jednotka	pomɲɛrnaːjɛdnotka
poměrný	komnjerniː
poměrně	pomɲjɛrɲɛ
poměru	pumjɛru
poměry	ʈoŋlɛ
poměrů	pomɲɛruː
pomůcka	pɔmutska
pomůckou	pˈomutskˌou
pomůže	pomuːʒɛ
pomůžete	pomuːʒɛtɛ
pomůžete mi najít správnou velikost?	pomuːʒɛtɛ mɛj najits pravnou vɛlɪkost
pomůžou	pˌomˌuːzˈaːv
ponaučení	ponautɕɛɲiː
ponaučit se	po navtʃitsɛ
pondĕlí	pondɪli
pondělek	puːmɟɛlɛk
pondělky	põŋʝalki
pondělní	bonjæ˥˩u˥˩ɲi˥˩
pondělí	pondjli
ponechal	ponɛxal
ponechali	ponexali
ponechat	poːnɛxːat
ponechat si	pɔnɛxatsɨ
ponechávat	pɔnɛxaːvat
ponejprv	ponellpɾf
ponenáhlu	punɛnɑːɦlu
poničený	pɔɲitʃɛniː
poničil	pˈoɲɪtʃaɛ
ponižovat	poniʒovat
ponižující	poniʒujiːtsiː
ponocný	pˈonotsniː
ponocovat	pɔnɔtsɔvɑ
ponor	ponoɾ
ponorka	ponaraka
ponořená	ponazenaɾ
ponořený	ponoʒɛniː
ponořit	pɔnɔʒi
ponořuje se	ponoɾzujɛsɛ
ponožek	pɔnoʒɛk
ponožka	ponoʃka
ponožky	ponoʃkɪ
ponrava	pʊ̞nɯ̞rɑpə
pontický	pontɪtskʲiː
pontifikát	pɔntifikat
ponton	pontoŋ
ponurý	ponoɾe
ponuře	pɔnusɐ
poník	poniːk
ponížení	poniːʒɛɲiː
ponížený	poniːʒɛniː
pončo	pontʃo
ponědrážka	puɲɛdraːʃka
poněkud	pɔɲɛkud
poněmčovat	pɔɲɛmtʃɔvat
ponětí	pˈoɲɛtɪ
poněvadž	punʲivatsʲ
poněvadž američané vždy	poɲɪvatʃamɛriːtʃanɛːvʒdi
ponůcka	pɔnuːtska
poobědvat	pɔɔpjɛdvat
poodstoupit	po˥˩ːo˥˩ːtsdau˥˩ːpɪt
poohří	poːoɦriː
pookřeje	pookr̝ɛjɛ
pootevřeně	pɔɔtɛvr̝ɛɲɛ
pootočit se	po˥˩ːoto˥˩ːtʃɪtsɛ
pop	pɒp
popadl	papaɟu
popadnout	ulpat̪ŋooð̞
popatř	pɔpatʂ
popcorn	pɔpkɔrn
popel	pɔpɛl
popelem	pɔpɛlɛm
popeleční středa	opɛlɛtʃɲiː str̝ɛda
popelka	pɔpɛlka
popelnice	opɛlɲɪtsɛ
popelná hora	pupɛl naːɦoram
popelník	pokaːni
popelář	popɛlaːr
popis	popes
popisné číslo	opɪsnɛː tʃˈiːtslo
popisný	popɪsniː
popisovací	popɪsovatsiː
popisovat	pɔpisɑɫlaktɯ
popisovat hlavní rysy	popɪsovatɦlavɲiːrɪsɪ
popisu	pɔpisʊ
popisuje	pɨpiːsujɛ
popisující	opisuitsi
popkorn	pˈopkoɾn
poplach	plax
poplatek	poplatɛk
poplatku	pɔpɫɑtku
poplatky	pɔplatki
poplatků	pɔplatkuw
poplašný	puplosʃɲiː
popleta	pɔplatˈa
popletený	poplɛtɛniː
popletu	pɔplatˈu
poplicnice	pɔplɛtsɲɛtsɛ
poplivat	poplivot
popoběhnout	popobjɛɦnouc
popokatepetl	pɔpɔkatɛpɛtɫ
popostrkovala	pɔpɔstrkɔvalɑ
popotahoval	pɔpɔtaɦɔvaːla
popouštění	popouʃtɛniː
popovice	popovɪtsɛ
popovídat	pˈopoʝˈtat
popovídat si	opoviːdatsɪ
popozítří	opoziːtr̝iː
poprava	pɔprava
popravdě	popravɟɛ
popravdě řečeno	opravɟɛ r̝ɛtʃɛno
popraven	opɾað̞em
popraveným	oprovɛnˈiːm
popravit	popravit
popravou	tʃapɾeβ̞o
popravovat	pɔprɔvɔvat
popravuje	popravujɛ
popravuješ	popravujɛʃ
popravy	opraβ̞e
popraví	opravjiː
popravčí	opravtʃiː
popravě	tuprabe
poprchávat	opoprɛxaːva
poprchává	oprˈxaːvaː
poprosit	pɔprɔsid
poprsí	poplsiː
popruh	pɔprvx
popruh padáku	opruxpˈadaːku
poprvé	poprvɛː
poprvé děláte zkoušku zadarmo	oprvɛɛ ɟɛlaːtɛ z kouʒku za dɛrma
popsat	opːsot
popsatelný	papsatɛlniː
popsat hlavní rysy	prˈopsatɦlavɲiːrɪsɪ
popsány	popsaːni
poptávka	optaːfka
popud	pɔpʊt
popudové relé	popudovɛːrɛlɛː
popularita	okulaɾetau
populační	populatʃɲːiː
populární	opulaːrɲiː
populárníma	opulaːrɲiːma
populárně naučná literatura	populaːrɲɛ na uːtʃnaː lɪtɛratura
popuzený	popʊˈzɑniː
popuštění	pɔpuʃciɲ
popálenina	popaːlɛnʲɪna
popálená	popaːlɛna
popálit se	to paːlitsɛ
popáté	pɔpɒtɛ
popíchl	pɔpiːxl
popíjet	pɔpijɪjɛt
popílek	pobiːlɛk
popíná se	popˈiːnasɛ
popírat	pɔpiːrat
popěvek	pɔpjɛvɛk
popředí	opr̝ɛɟiː
popřel obvinění ze zabití a tvrzení, že si trest odpykával za vraždu	pobʃɛl opvɪɲɛɲiː za zabiːtɪ advɛrdzɛɲiː jɛʃɛ sɪ trɛst opɪkaːval za varʒdv
popřela	pɔpʃɛma
popřemýšlet	popr̝ɛmjːʃlɛd
popřemýšlím	opr̝ɛmɪːʃlɪːm
popřát	popr̝aːt
popřípadě	popr̝iːpaɟɛ
popřít	opr̝iː
porada	porada
poradce	pɔnɔtsɛ
poradenství	poradɛnstvjiː
poradil	uratɨvɨl
poradit	oradɨt
poradit někomu znamená poskytnout rady	pˈoradˌiːt ɲɛkomu znamɛnaː poskɪtnˈou tradɪ
poradí	poradˈiː
poranit	poraɲit
poraněný	poraɲɛniː
porazit	porazɪp
porazit na hlavu	pˈorazɪnaɦlavu
porazíš	pˌuɾazˈiʃ
poraď	poɾan
poražení	poraʒɛɲiː
poražený	poraʒɛniː
porce	portsa
porcelán	fortsɛlaːn
porcelánka	portsoɫanka
porcelánová	portsɛlaːnovaː
porcelánová nádoba	portzɛlaːnovaːnaːdˈoba
porcelánový	portsɛlaːnoviː
porci	pɔrtsɛ
porno	pornu
pornografický	pornografɪtskiː
pornografie	poɾnografia
pornoherec	pornoɦɛrɛts
pornoherečka	pornuɦɛrɛtʃka
porod	pɔɾotʃ
porodit	poroɟe
porodnice	pɔrɔbɲitsɛ
porodnost	porodnˈost
porodní	pou̯rodɲiː
porodní bába	poro˥˩ːln˩˩ː ba˩˥ːba˥˩ː
porodník	ʊrˈɔriːnˈ
porodu	pˈoradu
porost	poros
porostlou	pˈorostʎou
porostlý	porostlˈiː
porota	povrɔta
porotce	pɔrɔtsɛ
porouchaný	poro˥˩ːxan˥˩
porouchat se	paroːxatsːo
poroučet	porou̯tʃɛt
poroučet se	pˈorʊtʃyɛsʲˈa
porovnat	pɔrɔvnat
porovná	pɔrɔbnɑː
porovnání	porovnaːniː
porozhlédnout se	poro zɦlɛdnutsɛ
porozumí	porozumii
porozumění	porozuwɲɛ
porozumět	porɔzumɲat
port	pɔɾt
portfej	aritʃe
portfolio	pɔrtfɔliʊ
portorický	portortski
portoriko	pɔrtɔrikkɔ
portrét	pɔrtɾaːt
portské víno	prtskɛː viːno
portugalsko	pɔrtugaːlskɔ
portugalština	pˈortugˈalʃtɪnˈa
portál	portˈaːl
portály	portˈare
portýr	pɔɾtiɾ
poruba	opuba
poruch	pɔrʊx
porucha	pɔruxa
poruchami	pɔruxamɨ
poruchovost	poruxovost
poruchový	poruxɔviː
poruchy	pɔrʊxj
poruchy příjmu potravy	po ruxɪ pr̝iːmu po travɪ
poručenec	parutʃɛnɛts
poručit	pɔrutʃɨ
poručnice	pɔrutʃɲitsa
poručnictví	ɔrutʃɲitstsɔiː
poručník	bɔrʊtʃnk
poručík	parutʃik
porušení	poruʃɛɲːiː
porušit	pɔruʃi
porušoval	poruʃɔvɑːl
porušovat	bɒɾuːʃɒvɒt
porušování	poruʃovaːniː
porušující	pɔrʊʃʊjiːtʃiː
porušujících	poruʃujiːtsiːx
porvoo	ɛst
porybný	porɪbniː
poryv	poɾˈeʃ
porážet	poraːʒɛt
porážka	poraːʃka
porážky	pɔraːʃki
poráží	poraːʒiː
porážím	poraːʒiːm
porážíte	poraːʒiːtɛ
porážíš	poraːʒiʃ
porézní	pˈorɛːzɲiː
porúří	poruːʒiː
porýní	pˈorini
porýňan	pˈorinɛˈanˈ
posada	pospoda
posadil	posaɟɪl
posadila	tˈosadɪla
posadit	pɑsɑnɪt
posadit se	posaɟɛtsɛ
posazuji	prosazuj
posaď	ɔsak
posaďte se prosím!	pɔsaktɛ sɛ prˈosiːm
poschodí	pozxodɪ
poschoďový	pozxodɦovjiː
posed	posɛt
posedech	osɛde
posedlost	pofɛdlo
posedlosti	pɔsɛdloscɪ
posedlý	pozadli
posedy	osjadaj
posedů	posɛduː
posedům	posɛdum
posekat	posɛkat
posel	pˈosɛl
poselství	posɛlstviː
posera	pɔsɛɾa
posetý	pustup
posezení	pˈosɛzɛɲiː
posečkat	poˈsɛtʃkat
posilovat	ɔsilɔvat
posilovat s činkami	pɔsilovac z tʃiːɲkamɪ
posilovat se	pɔsilɔvat sɛ
posilovač řízení	posiɫovatʃ r̝iːzɛɲiː
posilovna	asɪlɔvna
posilování	pˈosɪlovaːniː
posilte zapamatovatelnost vzpomínek	pˈosɪltɛ za pamotovotɛlnost spˈomiːnɛk
posiluje a zahřívá nedostatečný jang ledvin	posɪluɛ ˈa zˈar̝iːvaː nɛdostatɛtʃɲiː janklɛ dvɪn
posiluje nedostatečnou čchi	posɪlujɛn dˈostatɛtʃnɛ uːtʃkɪ
posiluješ s vahou vlastního těla	pozɪlujɛʃ svaɦu vlastɲiːɦo tɛla
poskakovat	poskaːkovat
poskok	poːskok
poskrvnit	pˈoskvrɲiːt
poskvrňovat	poscvɪrɲɔvat
poskytne	pozkipnɛ
poskytneme	pozkɛtnɛmɛ
poskytnete	pˈoskɪtnɛtɛ
poskytneš	puzkɛtmɛʃ
poskytnou	pˈoskiðnˈoːv
poskytnout	pou̯skɪtnou
poskytnout vzdělání	pofjɛtkajtnau dosdɛlaːniː
poskytnu	pˈoskɪtnˈu
poskytnutí	pˈoskɪtnˈoːciː
poskytnutím úvěrů	pˈoskɪtnvˈiːmuːjɛruː
poskytovaný	pouxtsʌvˈaʃona
poskytovat	pˈoskɪtʌvat
poskytovatel	pˈoskɛtˈovatɛl
poskytovatele	pˈoskɪtɔvatɛnɛ
poskytovatelé	oskɪtɔvatɛlɛː
poskytovati	ɔskitɔvacɪ
poskytování	pˈoskɪtˈovaːniː
poskytuje	skitujɛ
poskytujeme	pˈoskɪtujɛmɛ
poskytuješ	pozkɪtuʲɛʃ
poskytuji	pozkɛtujdˈi
poslal	pˈoslal
poslal jsem zprávu a někdo mi odpoví	pˈoslaʃsɛm spraːvu a ɲɛkdo mɪ orpoviː
poslal jsem zprávu lence	poslal sɛm spraːvolɛntsɛ
poslanců	pˈoslontsvˌuː
poslanec	pˈoslanɛts
poslanecká imunita	pˈoslonɛtskaː ɪmunitˈa
poslanecký	poslanɛtskiː
poslankyně	pɔslankiɲɛ
poslat	poːslat
poslech	pluːslɛx
poslechem	poslɛxɛm
poslechneme	pɔslɛxnɛmɛ
poslechni	pozlɛxɲi
poslechnout	pɔslɛxnout
poslechovost	poslɛxovost
poslechové	pozlɛxovɛː
poslední	pˈoslɛdɲiː
poslední dobou	paslɛdɲiː dobovou
poslední pomazání	pˈoslɛdɲiː pomazaːniː
poslední série hry o trůny je o ničem	poslɛdɲiː sɛːriɛ ɦrɪ o truːnɪ jɛ oɲɪtʃɛm
posledních	poslɛdɲˈiːx
posledně	pɔslɛdɲɛ
poslouchala	pustlovau̯xala
poslouchat	pɔslouxat
poslouchač	pazlo˥˩ːʋxatʃ
poslouchej	pˈoslouxɛj
poslouchej srdcem	pozluːxɛj sɛrtsɛm
poslouchejte	po˥˩ːslu˩˥ːxɛjtɛ
poslouchá	pˈoslovuxaː
poslouchá pouze nejnovější zprávy.	poslouxaː pouzɛ nɛjmovjɛjʃiː spraːvɪ
poslouchám	pɔslouxaːm
posloucháme	poflouxaːmɛ
posloucháte	pozlouxatɛ
posloucháš	puflouaːr
posloucháš mě?	pˈoslouxatʃ mɲɛ
posloupnost	pɔslɔpnɔst
posloupnost klesající	pozloupnˈostklɛsajtsiː
posloužit	pˈoslovʒɪt
poslovanštění	poslovˈanʃtɛɲiː
posluchač	osluxatɕ
posluchači	pˈosɫuxatʃɪ
posluchačstvo	pɔsluxatʃtvɔ
posluchačů	pozluxatʃuː
posluchárna	pɔsluxaːrna
posluha	pɔsɫuɦa
poslušnost	poːsluːʃnɔst
poslušný	pozluʃniː
poslyš	pɔslɪʃ
poslání	pˈoslaːdɲiː
posléze	pɔslɛze
poslíček	posɛllitʃɛk
posmrkat	pɔsʁɞŋbɪ̞ɾkæt
posmrtný	posmrtniː
posmívat se	pɔsmijvac sɛ
posměch	pˈosɲɛx
posměváček	posmjɛvaːtʃɛk
posměšný	posmɪʃniː
posoudit	pɔsɔvjit
posouvají	po˥˩ːsoa˥˩i˥˩
posouvat	pɔsɔvat
posouvati	posoufacɪ
posouvá	pˈosouvaː
posouvání	posoufaiː
posouzení	posouzɛniː
pospisil	pospiːʃɪl
pospolitost	pospolɪtɔst
pospíchat	ɔspiːxat
pospíšil	pɔspiːʃiːl
pospíšit si	ospʲiʃɪtsɪ
pospěš	pɔspjɛʃ
pospěšte si!	pozpjɛʃtɛ sɛ
posral jsem to!	posɾaːr sɛnˈtɔl
posrat	bosɾat
postarat se	postoratsɛ
postarat se o stát	postɛratsɛˈostɑːt
postaru	pɔstɑrɔ
postatně	postatɲɛ
postav	pʊstɑt
postava	pɔstɑlɑ
postaven	pˈostavɛːn
postaveno	pˈostavɛno
postavení	postavɛɲiː
postavený	postavɛni
postavenými	postavɛniːmɪ
postavil	pˈostavɪl
postavil se mu	pˈostavɛl sɛnˈu
postavila	pɔstavɪla
postavit	pɔstɑvit
postavit se	poˈstɑ bitiˈse
postavit se na odpor	pɔstɑvɪtsɛ nɑgɛ ɔdpɔr
postaviti	poztavitʃi
postavit tábor	pɔstavɪctɑːbɔr
postavička	postavɪtʃka
postavy	pɔstavj
postačující podmínka	pˈostatʃujiːtsiː pojmɲka
postačí	postatʃiː
postel	postɛl
postele	pˈostɪlˌɛ
posteli	pˈostɛlɪ
postelový	ostɛloviː
postih	pɔstix
postihl	poztsɪɦnˈ
postihne	poscɪɦnɛ
postihnout	pˈostɪɦnouc
postihovat	postɪɦovat
postit se	pɔscitsa
postiženi	poscɪʒɛɲiː
postižené	poscɪʒɛnɛː
postižení	postɪʒɛɲiː
postižený	pˈostɪʒɛniː
postižitelný	poscɪʒɪtɛlniː
postní	po˥˩ːstli˥˩
postoj	postoj
postoj k práci	postuɪ k praːtsɪ
postojná	postojna
postojový	pˈostɔjovˈiː
postoloprty	pˈostɔloprtɪ
postonávat	o˩˥ːstunaːva˥˩ː
postorico	postɔriːko
postoupit	pɔstɔvpɪt
postoupí	postou̯piː
postoupím	pˈostupɪm
postradatelný	postratatɛlɲɪ
postranice	pɔztraɲitsɛ
postranní	postraɟiː
postrašit	postraʃɛt
postroj	postroj
postrádat	poʃtrˈadɐd
postrčit	po̞stɾtʃit
poststrukturalismus	pˈostsztrukturolɪzmuːs
postulát	postulaːt
postup	pɔstup
postupim	pˈostupɪm
postupka	pustupka
postupná redukce	postupnaːrɛduktsɛ
postupní	postupɲiː
postupný	postupnɪɦiː
postupný přechod	postupɲiːpr̝ɛxot
postupně	postupɲɛ
postupně zanikat	postupɲɛzaɲikat
postupovat	postupɔva
postupový	postupoviː
postupuji	postupuɪ
postupující	postupujˈtsiː
postupy	po̞stupɪ
postupů	postupu
posturika	pɔsturɪkɑ
postávat	poːstɑːvat
postýlka	postɪːlka
postěžovat si	poscɛʒovat sɛ
postřeh	pɔstr̝ɛx
postřehnout	postsɛrnouc
postřelili	postr̝ɛɫɪlɪ
postřelmov	fɔstr̝ɛlmov
postřižiny	ostr̝ɪʒiːnɪ
postříbřit	pou̯stʃiːgr̝ɪd
postříkat	postriːkat
postůj	postuj
posudek	pɔsudɛk
posudková komise	pɔsutkovaː komɪsɛ
posun	possum
posunek	pɔsuːnɛk
posunout	poːsuːnoult
posunovat	poʃunuvat
posunovač	ɔsuːnovatʃ
posunování	pɔsuŋofaːniː
posunuje	pusnˈo
posuv	pɔsʊv
posuvné měřítko	pˈosuvnɛː mɪɛrɪːtkou
posuvný	pˈosuvniː
posuvných	pɔsufniːx
posuzovat	pɔsuzɔvat
posuzování	pɔsuzɔvaːniː
posuň se trochu, děsně mě utlačuješ.	pozuɲsja troxu dzʲe snʲemʲe mʲeʐax pɫatʂu jaʂtʂɛ
posuňte	pˈosuɲtɛ
posvátná kráva	pˈoslaːdnaː kraːva
posvátné místo	posvaːtnɛː mɪsto
posvátný	pozvaːtniː
posvícení	osvˈiːtsɛniː
posádka	pɔsaːtka
posílal jsem zprávu přes skype	pˈosiɦlal sɛm spraːvu pr̝ɛs skajp
posílaných	posiːlaɲˈiːx
posílat	posiːlat
posílat mailem	posiːlat mɛjlɛm
posílení	posiːlɛɲiː
posílit	poˈʃiːlit
posíláme	posiːlaːmɛ
pot	pot̪
potah	pɔtax
potahaná	pot̪ahalla
potahané	boθahanɛ
potahaný	potaɦaniː
potahovat	pɔtaɦvata
potahujeme	potaɦujɛmɛ
potaji	pot̪laːjɨ
potajmu	boːlɨmu
potají	otaj
potažmo	kɔtaʃmu
potemník	potɛmɲːik
potemnět	pot̪ɒnnˈetˈ
potencialita	pɔtɛntsɛalɛta
potenciál	potɛntsiaːl
potenciální	pˌɔtɛntsjˈal
potenciálně	potɛntsiaːlɲɛ
potetovaný chlápek	potɛtovaniː xlaːpɛk
potichu	pˈotixu
potisk	pɔtˈisk
potit se	pɔtitsɛ
potištěný	pˈotɪʃcɛniː
potkal	pɔtkɑl
potkal potkan potkana pod kamenem potkana	potkaɫ pˈotkan potkana potka mɛnɛm pˈotkana
potkala	ɔtskaɫa
potkali	kɔtkɑlɪ
potkaly	pɔtkaɾj
potkan	potkɑn
potkat	potkat
potkání	pɔtkaːniː
potkávací světla	podkaːvatsiː sʲvʲɛtla
potkával	pudkaːvˈaːv
potkávat	potkaːvot
potlačil	otlatʃɛl
potlačit	pɔtɫɑtʃɪt
potlačovat	pɔtɫɑtʃɔvat
potlačuje	potlɑtʃjøjɛ
potlačuješ	potlatʃujɛʃ
potlesk	pɔtlɛsk
potlouk	pˈotlauk
potloukat se	pˈotloukatsʲɐ
potloukám se	podlou̯kamsɛ
potlučený	pˈodɫutʃaniː
potmě každá kráva černá.	potɛmɲɛ kaʒdaː kraːva tʃɛrnaː
potměšile	potɛmɲɛʃiɫɛ
potměšilost	potnɛʃiɫost
potměšilý	potmɲɛʃɪliː
potok	pɔtɔk
potom	potam
potom hodně pijeme	potom ɦodɲɛ pɪjɛmɛ
potom jdu dolů do kuchyně	potom jɪdu dolu do kuxɪɲɛ
potom si stěžuju	pɔtɔm sɛ stɛʒujɔ
potom ty hranolky dáš do olivového oleje	potom tɪ hranolkɪ daːʃ to olɪvovɛːɦo olɛjɛ
potomci	potɔntsɛ
potomek	pɔtɔmɛk
potomka	otunka
potomkovi	pɔtɔmkɔvj
potomky	pʊ̞tˈomwp
potomstvo	pɔtɔmstvɔ
potopa	potopa
potopit	pɔtɔpɾɛt
potočná	pˈotʃnaː
potrat	pɔtɾat
potratit	pɔtratiɛ
potrava	pɔtɾaba
potravina	pɔtrafina
potravinová základna	pɔtravɪnˈomaːzaːklɛdna
potravinové	pɔtravjɛnɔvɛ
potraviny	pɔtravɛnɛ
potravou	pɔtravou
potravu	pˈotravu
potrestat	pɔtrɛstat
potrestáni	oprɛstaːniː
potrestání	potrɛstaːniː
potrhaný	pɔtrɦanɛɲiː
potrhlo	pˈutrlo
potrhlík	potrˈaxliːk
potrpět si	pɔtɔr pjɛtsse
potrubí	potrubiː
potulka	patulka
potulný	pˈotulɲi
potulným	potoɾnjum
potulovat se	putulavatsːɛ
potulovat se	pɔtuɫɔvatsɛ
potupa	pɔtupɑ
poturčenec horší turka	po turtʃɛnɛts mˈorʃiː turka
