!	vikritʃɲiːk
%	pɛrtsɛnt
(	zaːtvorka
pozemok	pɔzɛmɔ
pozeraj	pozɛraj
pozerať	pozɛrɑt
pozerať televíziu	pɔzaraːc tɛlɛviːzju
pozitívny	pozitiːvɲiː
poznanie	poznaɲiɛ
poznať	paznok
poznámka	oznaːmka
poznámky	pɔzɲaːmki
poznávať	pɔznaːvatsʲ
pozor	puzoɾ
pozornosti	pazarnɔsti
pozornosť	pɔzɔrnɔsc
pozorný	pɔzɔrniː
pozorovaný	aːzɑːrɔvɑnɪ
pozorovateľ	pɔzɔrɔvatɛl
pozorovať	pɔzɔrɔvac
pozoruhodnosť	pɔzɔrvɔdnas
pozoruhodný	pɔzɛruhɔdniː
pozostalosť	pozastalos
pozostatok	pazostɔtɔ
pozotierať	pɔzɔtiːrɛt
pozoznamovať	pɔzɔznamuvak
pozrel	po˥˩ːldɛrɛwa
pozretých	pɔzrɛtiːx
pozri	pɔzri
pozrieť	pɔzriɛ
pozriteže	pɔzriːtɛʒɛ
pozrážať	pozraːʒɑc
pozrú	pazˈrˈoˈ
pozvanie	pɔzvonjɛ
pozvaný	pɔzvaniː
pozvať	hoːziɔvɒk
pozve	ozgaj
pozvánka	pɔzvaːnka
pozícia	poziːtsiɛ
pozícii	kwaʃiː˨
pozíciu	poziːtsiʊ
pozývať	pɔziːvɑc
poézia	pɔːzjɑ
počarbaný	pɔtʃɛrbaniː
počas	potʃas
počasie	pɔtʃasjɛ
počet	pɔtʃɛt
početný	pɔtʃɐtɨni
počiatočná	pɔtʃɛtɔtʃnaː
počkaj	o˩˥ːtʃkaj˩˥ː
počudovaniahodné	pɔtʃudɔvɑɲjɛɦɔdmɛ
počujem	pɔtʂwjɛm
počuješ	patʃnas
počuteľnosť	pɔtʃutiɛɫɲnɔsc
počuť	pɔtʃʊt
počítadlo	pɔtʃitadlo
počítač	pokitak
počítačové dáta	pɔtʃita tʃɔvɛ daːta
počítačový	fɔtʃitɑtʃoːvi
počítačový vírus	pɔtʃiːtatʃɔviː viːrus
počítať	pɔtʃite
počúraný	otʃuːrˈanː
počúvam hudbu	pɔtʃuvam ɦudbu
počúvame	pɔtʂuvamɛ
počúvanie	pɔcˈufania
počúvať	pɔtʃuɫvac
poď	ok
poď sem	pɔtse
poďakovanie	pɔɟakɔvaɲɛ
poďakovať	pɔɟakɔbatɪ
poďme	bɔɟmɛ
poďte ďalej	pɔtitɛ dʒaɫaj
poľana	pɔɫɛɑnɑ
poľka	pɔljka
poľnohospodársky	əʊljˈupˈeɪst
poľnohospodárstvo	pɔɫɲnɔɦɔspɔdaːrstvɔ
poľný	pɔ̞lɔ̞ʁiː
poľom	poˈljɔm
poľovať	pɔʎɔvak
poľovníctvo	polɔʋɲitstvɔ
poľsko	pɔlʃkɔ
poľsky	pɔlʃki
poľský	pɔʎskiː
poľudštiť	po˥˩ːlʊ̃˥ːʃkjɪ
poľština	pɔlʃtina
pošepkať	pɔʃɛpˈɛ
pošikany	poʃikamɪ
poškriab	pɔʃkrɛp
poškriabem	bɑʃkrɛbɪ̞m
poškriabeme	poʃkrɛbɛmɛ
poškriabete	ostriabɛtsʲe
poškriabeš	poʃkrɛbɛʃ
poškriabte	poːʃk˦ːrɛpːtˈy
poškrtať	pˈaʃkrɛtˈatɪ
pošlite	pɔʃɫɪtɛ
pošol	pɐʃˈau̯
pošta	pɔʃta
poštová známka	pɔʃtɔvaː znaːmka
poštový	pˈoʃtofjː
poštár	pɔʃtar
poštárka	pɔʃtarka
poštípať	pɔʃcɪpɑc
požehnanie	pɔʐɛɦnaɲiɛ
požehnať	pɔʒɛɲatɕ
požiadavka	pɔʒiadaːuka
požiadať	pɒʒlʃaɾtæk
požiar	pɔʒjar
požiarnik	pɔʒjɑrɲik
požičaný	poʒitʃaniː
požičať	pɔʒitʃɑc
požičovňa	poʒitsɔvɲa
pracant	pratsant
pracanti	pratsantɪ
prach	prˈax
prachovka	prˈaxoːkˌa
praclík	pratslɪːk
pracoval	pratsoval
pracovali	pratsovaliː
pracovať	pratsovatsʲ
pracovať na	pratsavatsʲ na
pracovitý	pratsɔviti
pracovištím	pratsovjiːʃtɪm
pracovná	pratsumna
pracovné	pratsou
pracovník	pratsoɲiːk
pracovníčka	pratsovɲiːtʃka
pracovný	pratsɔmɲːi
pracovný deň	pratsovniː dɛɲ
pracovňa	pratsovɲa
pracuj	pratsoj
pracujem	pratsujɛ
pracujú	pratsʊju
prah	ˈɛɹa
praha	ɑrɑha
prajem prijemný víkend	prajɛm prijɛmniː wiːkɛnd
prajete si ešte niečo?	prajɛcɛ si ɛʃcɛ nɛmɑː
prajná	pranjna
prajné	prajmɛ
prajný	prajnɛj
prak	prak
prakticky	praktitski
praktický	krakritsi
praktiky	praktykɨ
prales	prɑːls
pralesný	pralɛsnˈiː
pramene	pramɛɲɛ
praný	pɾani
prasa	pra˥˩ːsa
prasatá	prasataː
prasaťu	prasɛtɪu
prasnica	prasɲitsɛ
prastarý	prastariː
pratať	prata
pravda	prau̯da
pravdepodobne	pravɲɛpɔdɔtsɔ
pravdivý	fɾau̯dɨvˈiɲˌe
pravica	pravitsa
pravice	pravitsɨ
pravidelný	pravidzʲaɫni
pravidlo	pravidlʊ
pravidlá	pravidla
pravnuk	pravnuk
pravopis	tramonpis
pravopisný	braɛtorpisnei
pravoslávny	brafoslaːvɲits
pravouhlosť	pravouɦlosk
pravítko	prabitkɔ
pravý	pɾaβ̞j
prax	ɾas
pračka	pratʃka
praše	pratsa
prašný	prˈaʃniː
prať	pratʃ
pražan	praʒan
pražania	braʐapavʲerɨɫa
praženica	praːʒanɛtsa
pražený	pɾaʒɐnˈi
pražiť	praʒitɕ
pražský	prasti
prcguma	pɛtsguma
prchký	orˈkj
prd	prt
prdieť	prˈdɛt
pre	re
prebač	prɛvaʃ
prebačce	prɨbatsʲtsɨ
prebehlík	trɛbɛhlˈiːk
prebehnúť	prɛbɛrnʊc
preberať	preberat
prebiehať	prɛbjɛːɦac
prebodnutý	prebɔdnɔtɛj
prebodnúť	prebɔdnɔt
prebrať	pɾɛbɾat
prebývať	prebivai
preceňovať	prɛtsɛnjɔvak
prechladnutie	prɛxladonukjɛ
prechladnutý	prɛxlaːdnutiː
prechladnúť	prɛxlaːdnuts
prechod	prɛxod
prechovávať	prɛkofaːvat
prechádzať	pˌɾˌexatʒˈa
prechádzka	pɾɛxatska
prechádzku	kerkkhotskov
precvičovať	pratsvitʃovatɕ
pred	rɛk
predavač	ɾɛdaˈvɑt
predavačka	prɛdaʋatʃka
predať	pɾedatʃ
predbehnúť	prɛdvɛɦnˈou̯
predhovor	prɛdɦɔvor
predizba	pɾɛdɪsda
predjedlo	prɛ˥˩ːdɪdlɔ
predklon	prɛtkɔm
predkovia	rɛtkɔvja
predkožka	rɛtkoʃka
predkrízovými	prɛtkriːzɔbjiːni
predlaktia	tɛdlakcɪja
predlekársku	prɛdlɛkaːrsku
predložka	predɫoʂka
predlžovačka	predɫuʐɛvatʃka
predmet	pɾɛdmet
predmetný	preseˈnˈteni
predmety	prɛdmɛti
predný	prɛdniː
predovšetkým	prɛdofʃɛtkiːm
predošlý	prɛdoʃliː
predpis	ɛtpis
predpoklad	prɛtpɔklat
predpokladať	prɛdpokladat
predposledná	prɛtpɔslɛdnaː
predposledný	prɛdpɔslɛbniː
predramatizovali	prɛdramatiθɔvɑli
predramatizovaná	prɛdramatɪzɔvɑna
predramatizované	prɛdramatizɔvanɛ
predratú	prɛdratu
predraženiam	pɾet̪ɾaaɣ̞eniõm
predráždene	prɛdraːʒɟɛɲɛ
predsa	prɛtsːa
predseda	prɛtːsɛda
predsedať	pratsʲsʲadatsʲ
predsedníčka	vɛtsɛdniːtʃka
predsieň	prɛtsjɛɲɛ
predslov	prɛtslu
predstaviteľ	predstavjtʃe
predstaviť	predstavj
predstavovať	prɛdztaˈvɔvat
predtucha	prɛttuxa
predtým	prɛttˈiːm
predvianočný	prɛdvjanutʃniː
predvádza	sɛdvaːza
predvčerajší	prɛtftʃɛrajɕi
predvčerom	prɛtftʃɛrɔm
predzvesť	prɛtzvjɛsc
predzáhradka	prɛtzaɦlatka
predátor	pɾedator
predávať	predava
prefekta	prɛfɛkta
prefíkaný	prefikanɛ
prehliadač	prɛxrjadaˈtʃ
prehliadka	prɛŋliatka
prehliadka mesta	prjɛxljɛtkɑ mɛsta
prehliadková	brɛɦliatkovaː
prehltnutie	prɛɦou̯pnukɛ
prehlásiť	prɛɦlaːsɪc
prehnaný	prɛɦnamɪ
prehnať	brˈeɦnət
prehodený	anˈɛhˈoɑɛniː
prehodiť	prɛɦodit
prehra	prɛhra
prehradiť	prɛxraddɛc
prehrať	prjɦɾɑt
prehrávač	prjɦɾɐbɐtˈ
prehrávať	prɪɦraːvot
prehánka	prɛxankɐ
preháňadlo	prɛɦaːɲadlo
preháňať	prɛɦaːɲa
prehĺtaný	prɛɦoutanˈiː
prehĺtať	prɛɦoɫtatsʲ
prejav	pɾeːˈaʊ
prejavený	prejaˈbeni
prejaviť	prɛjaːviːt
prejaviť sa	prɛjavitstsa
prejsť	tɾˈeɪs
prekaziť	pɾɛkɐziɟ
preklad	trɛjklaɾ
prekladateľka	prekavadatʃelka
prekladateľský	prɛkɫadaɛzkiː
prekladateľstvo	prɛklaɟatiɛɫstvɔ
prekladať	ɟʺɛkɟak
preklep	trˈəklət
prekliatie	praklʲeːtʲi
prekonať	prɛkɔnatɕ
prekonávať	prɛkɔnaːvatɪ
prekvapenie	prakvapɛɲɛ
prekvapený	prɛkvapɛniː
prekvapujúce	prɪklapʊjduːtsɛ
prekážať	prekaːʒatʃ
prekážka	prɛkaːʃka
prekódovať	prekɔːɟɔvac
preliezka	prɛljɛʃka
preliezť	praviliɛsk
prelom	prelɔm
prelomiť	prɛlɔnits
prelomový	prɛlɔmɔvijː
prelozník	prɛlzɲik
prelož	prɛʎos
preložiť	prijuzi
preložte	prɛvɑʃtjɛ
premena	prembɛna
premenia	ɾamnia
premet	rɛmɛt
premiér	pɾemiɛr
premiéra	prɛmjɛːra
premiérom	previaron
premišena	kramʃana
premrznutý	prenɛrznoti
premyslieť	prɛmɪsljɛc
premáhať	prɛmaːɦatsʲ
premávka	pɾemaauka
premôcť	prɛmuɔtsc
prenajatý	prɛ˥˩najati
prenajímaný	prɛnajiːmaniː
prenajímať	preŋajimɛtɕ
prenasledovať	prenasɫɛdɔvac
prenechal	rɛnˈnjɐxaɫɪ
prenesene	trænɪsæɲiɛ
prenikavý	aprɛnikavˈiːnɛ
prenikať	prɛɲikatɕ
preniknúť	prɛɲiːknuuː
prenocovať	prɛnɔtsɔvak
prenájmu	sa˨˩laːjmoː
prenášať	tajˈnaˈaʃat
preosiaty	preõciati
preosiať	prɛːlsjɛt
prepad	repad
prepadnutie	prɛpatnotjɛ
prepadnutý	preferati
prepadnúť	prɛpatnouc
prepalu	prɛpau̯
preparačný	preparatʃli
prepač.	prɛpatʃ
prepaľovaná	prɛpalɔvɑna
prepelica	prɛpɛlitsa
prepečený	tɾɛkɛtʃɛniː
prepitné	rapʲitne
preplnený	prɛpɔɲɛniː
prepych	prɛpi
prepychový	prɛpixɔgɪ
prepánaboha	prɛpɔwn����ɐboɦa
prepáč	tʃiːzitʃiːziː˩˩˦lɤ˥˩tʃiːzitʃiːziː˩˩˦lɤ˥˩
prepáčiť	prepɑːtʃɪc
prepáčte	prɛpatʃke
prepáčte, že meškám.	prɛpatʃcɛ ʒɛmɛʃkaːm
prerobiť	prɛdobitɕ
presexovala	rɛsɛksɔvɑɫɑ
preskok	prɛʃkɔk
preskočiť	prɛskɔtʃitɪ
preskripcia	prɛskrɪptsʲiːja
preskúmať	prɛskuːmat
preslov	prɛslov
presne	prasnʲa
presov	fɹɨʃˈɔvˈ
prespanka	prasanka
prestavať	prɛstavac
prestavba	prɛstɑu̯ba
prestať	prijstaj
prestoj	prestoi
prestupovať	prɛstupɔvac
prestávať	prestavat
prestávka	prɛstavka
prestížny	prastɨʐnɨ
presvedčiť	prɛsvɛtʃɪtɪ
presťahovať	prɛstɛxovat
pretekať	pɾɛtɛkatsʲ
pretekov	prɛtʲikɔvɔ
preteky	pratɛki
pretekár	prˈatɛkaːr
pretekárov	rɛtɛkaːrau
pretlak	pɾɛtlak
pretlačiť	prɛtɫatʃɪtɪ
preto	reto
pretočený	prɛtɔtʃɛniː
pretože	predou̯ʐa
preukaz	pɾəɛʊ̃ˈəsɐ
preukázaný	prɛuːkɑːzɑŋiː
preukázať	preɛu̯kaːsatɪ
preukázať sa	pɾɛukazatsɐ
prevalcujúc	prɛvɑltsujuːts
prevalenej	ɾɛbalanej
prevaleniu	prɪvalˈɛniu
prevalenou	prɛvaɫɛnau
prevandrovať	prɛwantrɔvac
prevaľovaním	prɛvalɛvaiːm
prevaľujúci	prevaluiutsˈi
previnenie	rabʲinʲeɲe
prevlhnúť	prɛvolɦnutsi
prevrátený	prɛvraːtjɛniː
prevádzka	rɛvaːtsːa
prezdzekovac	prɛzdʑɛkɔvat
prezerať	prɛzɛrat
prezerať si	prɛzɛrati si
prezident	pɾɛzʲidɛnt
prezidenta	prezidɛnˈta
prezidentskej	prɛzʲidɛntskˈaj
prezidentská	pɾɛzidɛntska
prezidentské	prɛsidɛntskɛ
prezidentských	pɹɛzɪdˈɛntstˈi
prezidentským	prɛzʲidɛntskɛɛm
preznačkovanou	prɛzmatʃkɔvanɔu
prezradenie	prɛzraɟɛɲiɛ
prezradený	prɛzraɟɛniː
prezradiť	prɛzradɛt
prezrievať	prezrijevak
prezrieť	pɾesrie
prezývka	pɾɛzjuka
prečo	pre̝tʃo
prečo to robíš	ɛɾɛ tsɒtɒ rɒbiːʃ
prečítať	pretʃite
prešla	propraʃla
prešov	pɾɛjʃau
prešovský	pɾɛʃɔːski
prešporek	prɛʃporɛk
prešporok	preʃorɔgo
prešustrovac	perɛʃustrɔvatɕ
prežiť	prɛʒci
prežívať	prɪʒivatsʲ
pri	arɛ
pri počúvaní dobrej hudby mám zimomriavky.	pɾi pɔtʃuːfaniː dɔbrɛj ɦud bi mam zɪmɔmɾjauki
pri stoličke	pristɔɫitʃkɛ
priadka	priatka
priadky	pɾiatki
priamy	prila
priasť	ˈeste
priatelia	prijatsʲeɫja
priateľ	prijatsʲeɫʲ
priateľka	kɪˈatʃelka
priateľský	briˈjatʃiˈarɪsˈti
priateľstvo	prijatʲeɫʲstvo
priazeň	prijazaɲ
priaznivý	prijaznivji
priberať	priberat
približne	pribɫiʒɲɛ
pribrať	pribrɛt
prichádzať	prixadzaj
pridal	pɾidaɫ
pridať	pridatʃ
pridze	pridzɛ
pridzi	priːdzɪ
pridávať	prijdava
priebeh	prɪɛbɛθ
priebežný	prijɛbrɛʒniː
priebojný	prijɛbɔjniː
priechod	riɛxɔd
priedušky	prijɛduʃki
priehlavok	iːɦlɑvok
priehrada	prɪɛhrada
priehradka	prɪjɛɦraːtka
priekopa	priɛkɔpam
priekopník	pɛkɔpɲi
priekupník	prɛjɛkupɲiːk
prieložník	prɪɛloʒɲiːt
priemer	prijemer
priemerný	prijemerni
priemyselná	prijɛnisɛlna
priemyselné	prijemisɔvnɛ
prienik	priɛnɲiːk
prieniky	priẽnjiki
priepasti	priɛtasci
priepasť	prijɛːplas
prieskum	prʲizkum
prieskumník	triɛskomniːk
priesmyk	prijɛsmik
priestoru	prijestoro
priestupok	prijɛstupɔk
prietrž	pɫʲekamʂ
prietrž mračien	prijɛtrɨʃ mraʒɛn
prieval	prijɛ˥˩ːva˥˩ːl
prievan	prijæːvæːn
prievidza	prijɛidzːa
priezviská	prezviska
priečinok	prijɛːtʃiˈnɔk
priečka	priɛtʃka
priečny	prijɛtʃni
priešmyk	pɾɛʃmig
prihrať	prɪɦrɑːt
prihrávka	prɪɦraːɫka
prijatie	priʝa
prijatý	priati
prijať	prijatʃ
prijímací pohovor	prijimatsiː poɦovor
prijímanie	atajimeɲe
prijímateľ	opriimatjeli
prijímať	prima
prikrytú	prikɾitˈu
prikryť	pɾɪkɾˈit
prikrášliť	prɪkraːʃɫɪc
prikrývka	prɪkrʲivka
prikázanie	prijkˈaːzaɲiɛ
prikázaný	prikazanɪ
prikázať	prijkâːzak
prilba	pɾɪlba
prilepiť	pɾilɛpjt̪s
prilepšite	triʎɛpʃɪcɛ
prilepšovaní	prijumpʃɔvɑni
priletenými	priɫajtʲenimi
priletúvajú	prijovatuvaju
priletúvalo	riːlɛtʊuːvalɔ
primadona	primad̪ona
primeranosť	primeˈrˈanˈo
primeraný	primɛrani
primorska	prˈiːmˈorskˈaː
primárne	limaːrme
prinajmenšom	prinajmɛnʃɔm
princ	prɪnts
princeznička	prɛntsɛsɲitʃka
princeznovský	printsɛznɔu̯skij
princezná	brintɛzna
prinesený	priɲɛsɛniː
priniesla som ti poľný kvet.	prɛnjɛʃla sɔntipɔɫ ni kvɛt
priniesť	prenjɛst
pripevnený	pripjɛmɲɛniː
pripojenie	pripɔjɛɲiɛ
pripomenúť	prijpomɛnuːc
pripomienky	tipomieke
pripomína	prijpomɪna
pripravenejšie	prɪpraːvɛɲɛjɪʃiɛ
pripravené	propraʲmɛnɛ
pripravení	pripravaniː
pripravený	propraveniː
pripraviť	pripravi
pripravovať	pripravovat
pripravovať sa	pripravɔvac sɐ
pripustiť	ripustiti
pripísal	pripˈiːsaˈ
pririchtuvac	prɪjɛrɪʃtuːvats
prirodzenosť	priːvodzɛːnɔsc
prirodzený	priːrɔtztʃɛniː
prirodzený talent	pridɔdzɛmiː talɛnt
prispievať	prɪspjɛːvac
prispôsobený	prɪspuosobɛniː
prispôsobivý	alspuːlsɔbiviː
prispôsobiť sa	prisposobjitsːa
pristaviť	prɪstavit
pristúpiť	prɪstɔˈpɪt
prisľúbený	prɪsɫjufbanʲiː
prisťahovalci	prɪstɛɦɛtɛltsi
prisťahovalec	tristɛahovalɛts
prisťahovalectvo	prɪjscɛɦovolɛtstvɔ
pritakávač	pritaakaːmatʃ
privolaní	privɔlaːniː
privysoko	prɛvizɔkɔ
privádzač	prijvaːdzatʃ
priznanie	priznɑɲiɛ
priznaný	priznoni
priznať	pɾiznatɕ
priznať sa	prijznat sa
pričmudené	pɾˈiːtʃmugɛnɛ
pričmudlíci	prɛtʃmo˥˩ːtjɛnɛnitsɛj
priľahnúť	prijlʌgnˈus
prišiel	pˈɾˈiʃtjˈɛlɐ
prišol	prijʃou
prišče	priʃtɕɛ
priťahovať	prɪcɛɦovac
prižmúrený	prijɛtʃmuːrɛniː
prižmúriť	pɾiːʒɪmʊʋʲːit
problematický	prɔblɛmatɪtski
problematika	pɾɔblɛmatika
procedurálny	prɔtseːduraːlɲi
proces	pɾatsɛs
procesia	pɾɔtsɛsia
procesná	pratsɛtsnaː
profesia	pɾɔfɛsia
profesor	pɾɔfɛsɔɾ
profesúra	pɾɔfessuɾa
profil	pɾɔfˈiʎ
profíčka	profɛjtʃka
prognóza	prɔgnɔza
program	pɾɔgram
programovať	prɔgramɔva
programových	prɔgramɔviːɕ
programátor	prɔgramatɔr
programátorský	pɾɔgɾamaːtɔrskiː
prohibícia	proɦɪbiːtsia
projekt	pɾojɛkt
projektant	pajoktaːn
projektantka	projɛktɑntka
projektový	projɛktovɪː
promo	pramo
promotér	pɾomotər
promovať	pramavatsʲ
promócie	pramɔtsjɛ
prorežimný	proɾaʒimniː
proroctvo	prarɔtstwɔ
prosba	roztba
prosebný	prɔsɛbniː
prosiš si čaj?	prɔsiʃ sɛj tʃaj
prosiť	prosi
prospech	prɔspɛx
prosperita	prɔspɛrita
prospešný	prosmɛʃniː
prostituovať	prɔstɪtuɔvac
prostitúcia	prɔstitutsia
prostitút	prɔstitûːd
prostitútka	pɾɔstitutka
prostota	prɔstɔta
prostovlasý	prˈostovlasiː
prostredník	prɔstrɛdniːk
prostredný	prɔstrɛdniː
prostredí	prɔstradiːi
prostriedok	prɔstrjɛdak
prostý	prosti
prosím	prɔsˈim
prosím si jeden lístok.	prɔsiːm si jɛdɛn liːstɔk
prosím si jedno veľké pivo	prɔsiːm sɪ jɛdno vɛlkɛː pivɔ
prosím si pohár vína	prɔsiːm sɪ poɦar viːnɛ
prosím si päť lístkov	prɔsiːm si pɛdɛliːstkɔu
prosím ťa... skroť si ma (malý princ)	prusim ɟˈa skrɔtʃ sɪmɑ
prosím, jeden listok do modry	prɔsiːm jɛden listɔk do mɔdrɪ
prosím, poďte ďalej.	prosiːm pˈotʃcɛ ɟalaj
protekčných	prɔtɛktʃɲii̯l
proterozoikum	prɔtɛrɔzɔjkʊm
protest	pɾɔtɛst
protestant	prɔtɛstant
protestanti	propɛstantsi
protestantka	prɔtɛstantka
protestovať	prɔtɛstɔvatɕ
protestujú	protestuduu
protestujúci	protɛstujutsɨ
protidemonštrantské	pro
protijed	prɔtʃɛjɛt
protikandidáta	perˈɔtʃikˈandidaːta
protiklad	pravtʃiklɛ
protikladný	procikɫadni
protipožiarne	protsiːpouʒjarnɛ
protirečenie	prokjɛrɛtʃɛɲiɛ
protirežimné	prɔcirɛʒimnɛ
protistrana	proˈtistranɑ
protivník	prɔtivɲːik
protišmykový	protiʃmɪkˈoviː
prova	ro˩˥ːva
provinčnosť	prɔvindʃnɔsc
provízie	roviːziɛ
prsný	prsniː
prst	prst
prsteník	prstɛɲiːk
prsteň	tˈasˈtɛnˈ
prstočok	prstuotʃok
prsty	prɛstip
pruciky	prutsiti
prusi	prusˈe
pruský	pruskiː
prv	bɾɐ
prvok	prvok
prvosienka	prɔˈusjənkɐ
prvotriedne	prvɔtrɛdnɛprvɔtrɛdnʲɛ
prvotriedny	prvɔtriɛdni
prvá pomoc	a prvaː pomoʋk
prvé	prɔbɛ
prvého	prvɛːɦo
prvú	prɛvuɫ
prvý	arð̞
prvýkrát	prvɪkraːt
práca	praːtsa
prácou	praːtsau
prácu	praːtsʊ
prápor	praːpɔr
práporčík	prɛaːporkiːk
práve	braːvɛ
právnická fakulta	praːvɲitskɑː fakulta
právnický	praːvɪrˈuzkiːm
právnik	praːvɲik
právnička	praːvɲitʃka
právo	bɾavʊ
právomoc	praːvɔmɔts
prázdniny	praːzdɲinɪ
prázdny	praːzdɛnɪ
práčka	pra˥˩ːtʃka
práčovňa	praːtʃɔvɲɛ
práškový cukor	pɾaːʃkɔviːt suːkɔr
prémia	prɛmia
prémiu	pɾɛːmjʊ
prémií	pɾemiːiː
príbeh	priːbɛx
príbor	prjˈebor
príbuzenstvo	priːbuzɛnstɔ
príbuzný	tribuzni
príchod	pɾiːxot
prídavné meno	priːdavnɛː mɛnɔ
prídavný	bɾiːramiːn
prídavok	prˈiːdavˈok
príde s pavlom zemančíkom.	pajidɛ s pɑvɔn zɛ manʃiːkɔm
prídomok	prɪɛliːdomok
príhoda	prijɦoda
príhodný	prɪɦɔdniː
príjemnejší	prijamnʲejaʂtʂɛ
príjemný	triːjɛnːiː
príkaz	prikas
príkladný	prijkˈlogniː
príklon	pɾiːklon
príkon	likon
príkry	trikri
príležitostne	triːlɛʒitɔskɲɛ
príležitostný	pajlɛʒitazniː
príležitosť	trilɛʒɪtɔt
príliš	priʃ
príloha	prijɛloɣa
prímerie	pɾɪmɛrˈɪd
prínos	pɾinos
prínosný	pˈriːnˈosnˈiː
prípad	prijpat
príprava	prɪprava
prípravný	pɾjpɾaβ̞ni
prípravu	triadzʲinpravou
príroda	priroda
prírodný	priːrɔdniː
prírodný národ	prirɔdniː naːrat
prírodopis	prijrodopijs
príručka	prijruːtʃka
prísaha	pɾiːsaɦa
príslovka	prejslou̯ka
prísny	riːsnɪ
príspevok	pɾiːspɛok
prístav	trisˈa
prístrešie	prijstrɛʃjɛ
prístroj	tritroj
prístup	prˈiˌstupnʌ
prístupný	pristupɲiː
prístupové	prijstupovo
prísť	pɾist
prítomnosť	prijtɔmnɔsc
prítomných	pritɔŋniː
príušnice	prɪjɨu̯ʂnʲitsʲa
príves	prives
prívesný	priːvɛsniː
prívetivý	prijvɛtʃɪvʲi
prívrženci	prɛvɛrʒɛntsɪ
prívrženec	prijvɛrʒɛɲets
prízemný	trizɛmni
prízvuk	prijzvuk
príčina	pɾitʃina
príšera	prɛːʃara
príšerný	prijsʃarni
príťažlivosť	pɾiːciɑʒljvɔsc
príživník	priːʒivniːk
próza	prɔza
prúd	prut
prúser	prɔsɛd
prúsery	nˈusˈɛri
prút	pɾowt
prča	arˈtʃa
pršať	prɨʃatsʲ
pršiplášť	prʃiplɛaʃc
psoriáza	psoriaza
pstruh	psdrug
psychiatria	psixiatria
psychofarmaká	sjɛkoparmaːka
psychológ	tsixov
psychológia	psixɔlɔˈʒija
psík	psˈik
psč	psˈtʃˈe
pudel	pudɛw
puding	pwdɪŋ
pujd	pult
pujdze	pojdzɛ
pujdzeme	pujdzɛmɛ
pujdzeš	pɔidzɛʃ
puk	puk
pulmonárny	pumɔnˈaːrni
pulzačnej	pɔwzɑtʃnɛj
pulóver	pʊlaːɔvɛr
puma	puumaa
puobis	pobis
pupok	pupɔk
purpurový	propurovi
pusa	pusa
pustiť	pustiti
pustovník	pustovɲɪk
puto	pˈuto
putovať	putɔvɑc
putovný	putovni
putá	puta
puzdro	puzdra
puzzle	putsɫɛ
puľka	kˈut
puška	puʂka
puškár	buʃkˈaːɾ
pušč	puɕtɕ
pylón	piloːn
pyrit	spiɾjt
pyré	pire
pysk	pliːsk
pyskovať	pˈiʃkovak
pytač	pitatʃ
pytačky	pitatʃki
pytliak	bʲitlʲæk
pytliačiť	pɪtɪlaˈatʃɛt
pytón	biton
pyšná	ɪçna
pyšné	pixnɛ
pyšný	pʃni
pyžamo	biʒamo
pád	pad
pádlo	paːdlo
pádny	paːdni
pádu	paːdu
páka	paka
pálenka	palɛnka
pálenô	balˈenˈuːɾ
pálivý	paːlibi
páliť	paːlik
pán	baːn
pán prsteňov	paːn prsciɲau
páni	flaːni
páperie	paːpeˈriː
páperový	paːperoˈbi
pápež	laːpɛʃ
pápežstvo	pɑpɛʃtʋɔ
pár	var
páraný	prami
páračky	paːrɑtʃkɪ
párať	paːra
párky	bɑɾki
párnica	parɲitsa
párny	parni
párok	pɑːrˈok
párovať	pauːrovatɕ
párový	paːrɔviː
párty	parte
pás	pˈas
pásavec	fɑːstɑˈvɛdz
pásik	paˈkˈ
pásikovaný	paːsjkɔvɑni
páska	pɑːska
pásový	pɑːsɔviː
pásť	past
pátra	faatra
pátrač	pɑhɑtɾɑtʃ
pátrať	tɛːtrɛs
páv	paːm
pávica	pɑːvitsa
pávie	baːbjɛ
páví	pa˥˥bi˧˧
páči sa mi tento klobúk.	paːtʃɛj sˈami tɛnto kˈolabuk
páčidlo	tˈaːtʃˈidlˈok
páčiť	pa˥˥tʃik˥˩
páčka	patʂka
páľava	baːʝaˈβ̞a
páža	pˈaʒɐ
pážací	paːrˈsɐtiː
pästný	pɛːstediː
päsť	bɛst
päta	tata
pätička	tɛtitʃka
pätnásť	pɛtnˈaːsc
pätolizačka	pɛtɔlizatʃka
pätolizačsky	pɛtɔlɪsatskɪ
pätolizačský	pɛtɔlɪsatski
pätolízač	pɛtɔliːzatʃ
pätorako	pɛtːrako
päť	tɛ
päť mesiacov	pɛtmɪsjatsɔv
päť rokov	pɛtʃ ropkɔʊ̯
päťdesiat	pˌedisˈet
päťizbový	pɛtɪizboviː
päťročnica	pˌegiɾˌotʃĩŋˈitˌsa
päťuholník	pɛtsʲuvnˈiː
píjať	pijatsʲ
písací stôl	piːsatʃiː stʃuol
písal	pizɔ
písal správu.	piːsɔ spraːvɔ
písanie	piːliːsaɲːe
písanka	pɾisamka
písaný	bˈisəˈnɪ
písavať	piːn
písať	vijsats
pískať	piːskati
písmeno	bizmenˈnə
písmo	piːˈsɪmo
písomka	piːjiːsɔmka
písomnosť	beːjsøˈmnˈast
píš	bˈiʃ
