1	jæːj
煩關	sãĩ̯a˥˧ue̞˨
煮	zˈeɪ
煮沸	tʰɔ̀kwɔ̀n˥
煽风点火	au˨˦sɑŋ˥˥tsʰi˥˥
熄滅	sɪ̞m˥˩
熊	jʊ̞ŋ
熊猫	dʒʊm˨˩ma˥
熊貓	ljoŋ˨˩mɔ˥˥
熏	hĩn˥˥
熔	jʊŋ˨˩˦
熔点	lˈoŋtˈiː
熙	sɯ˥˥
熟	sap
熟悉	sa˨˩ɛː
熟石灰	soza xuːjˈ
熟菜蔬	dʒottsʰʰezɔ
熟食店	sɔzə ti
熬	nə
熬夜	ne̞j
熬弗牢	ŋˈˈovlˈo
熬牢	ŋɔː˨lɔː
熯	fˈy
熱	ne
熱身	ni˨˩˦sɑŋ˥˥
熱門	nʲimæn
熱頭	nˈidˌoʊ
熱頭佛	nidovɛ
熱頭氣	ni˨˩˦tjoʊ˨˩˦tɕʰi˧˥
熱頭火	nidoʊ˨˩˦fu˨˩˦
燂茶	dozu
燂药	djojoɾ
燃烧	seʁˈsˈɛ
燈盞	tɑŋ˨˦tsuɔ˥˧
燈盞糕	antso ke
燈籠	táŋ˥˩lĩŋ˨˩˦
燈蛾	tŋ˥˥m̩˨˩˦
燉	tɕaŋ˥˥
燒	ʃyː
燒酒	fˈɛz
燕	ne
燕子	i˨˩˦tsɯ˧
燙	ttɔː
燜	mãŋ
燥	sˈɚ
燥松松	sa˥˩sʊŋ˥˥sʊŋ˥˥
燥猪屎	sãn˨˩ti˨˩
燭	tzˈa
爆发	ðæˈfa
爆头	pˌɔ̃ dˈoʊ
爆炒猪腰	ɑːlfɑːrt ziːzˈɑː
爆破音	uɔ˨˩˦ pʰau˥˥
爊	ɛ̃aː
爍	sɔː
爐	laʊ̯n
爛	lɔː
爛污泥	lou˨˩
爛泥	n˩˩˦on˧
爛糊爛肉	la β̞olanʝa
爛腳娘	maː taːŋˌaː
爛良心	loːriː sɑˈm
爬	pɔː
爬起	bots̺
爭	tsa
爭取	zˈats
爭氣	tæˈtʃ
爱	ɛ
爱丁堡	teteːnkø
爱人	izim
爱好者	həˈse
爱尔兰	ˈizə lˈɔ
爱尔兰语	aɻ˥˩
爱情	eˈziː
爱慕	imˈu
爵	tʃa
爵位	tsɯ˥˩weɪ˧˥
父	fɛn
父母	fˈɛ
爷	dˌiːzə
爷叔	ja˥˥sɒp
爷爷	jaja
爸爸	papˈa
爸爸妈妈爷爷奶奶	papa mama jajan˩˥ːna
爹	ja˥˩
爹头娘脚	tĩã˨˩da˧˧i˧˧ntsie˥˧
爹娘	tʰaʔ˨
爹爹	tĩã˨˩tĩã˨˩
爺	dˌiːzə
爺叔	jaːsã
爻	gˈo
爽	tsoŋ
爾	nˈe
爾倈	niɾe
爾搭	iˈda
爾等	mɯnto
爿	wee
牆	je
牆圍	tjo
片儿川	ʈʂɚ˧˥ʈʂʰɤ˥˩
片兒川面	pi˧˧ alˈtɕiː˧
牌	tˈa
牌照	ba˥˥
牙	ngˈœ
牙刷	nosa
牙子	matsɯ
牙子肉	u˨˩˦tɕʰi˥˧jɑʊ˨˩˦
牙子血	ŋu˨˩˦tsɯ˥˥ɕy˨˩˦
牙床肉	naˈzˈoɲo
牙槽肉	nað̞oɲo
牙科	mˈɔ̃ kˈu
牙膏	u ke
牙须	jaːʃu
牙齒	notsɯ
牙齿	matsɛ
牛	ŋoi
牛丼	njˈuːt dˈɔ̃
牛仔	naʊ˥˩tsɯ˧
牛仔褲	nau̯tsɯkfu
牛头野吵	ŋɔːi˨˩˦ tɤ˥˩j˧atsʰɤ˨˩˦
牛奶	nɤ˨˩˦na˧˧
牛娘	nau̯nje
牛排	a
牛欄	nˈoːlˈɔ
牛皮凿洞	loː biːs˨˩t in˧
牛肉	nˈyː njˈo
牛虻	ny˨˩mɛː˥
牟	mjˈɐ
牡丹	mite
牢	lɛ
牢固	lɛkˈu
牢房	lɔ˨˩vɔ˥˩
牢监	loke
牢監	lə kˈɑ̃
牧师	mɔ˥˩
物	vˈa vˈa
物事	malsi
物價	ʁdˈɛe
物理	malˈe
物资	fˈatˈe
物音	mɛ̃˨
牮	dˈi
牲	fɛ̃
牵煞煞	tˈɛstˈtsa
特	tap
特为	tɤ˧˥wɛː˩˦
特为介	ta wjka
特別	ɒ be
特别	tɛnvjæ
特地能	teːˈri raː
特性	tɕʰɪŋ˨˩˦
特意	siz̺
牽連	tɕʰi˥˥li˨˩
犁	dˌiːzˈiː
犁柄	dʒipˈinˈ
犁頭	dˌiːzə
犊子	tɔtsɛ
犧牲	ʃi˥˧sa˥˩
犬	tɕs˨˩w
犯关	be˨˩kwe
犯规	fekwe
犯贱	vˈɛː
状元	sʌŋ˨˩njɯ˥˩
犹太人	lɪw˧˥tʰaːnɪŋ˧˥
狀	ʒʊ
狀元	dʒuːv
狂	kwa˥˥
狂妄	dʒuɔːwɔː
狂笑	kũã˨˩ŋ˨˩sie˥˧
狄	dˈeɪ
狎	ˈa
狐	dˌiːzə
狐狸	voːleː
狐狸精	v̞olajtsɨm
狗	f i˥˩
狗头军师	kən˨˩˦tɕʰɯ˥˩ʂu˥˩  sʰu˥˩
狗娘	skau̯nʲi
狗生	dosa
狗男女	kweɪ˥˩ nø˧˥ ny˨˩˦
狗皮倒灶	kʰɤ˨˩˦ tʰu˥˥tɑʊ˥˩tsɑʊ˥˥
狗窠	au kru
狗逼倒灶	kibitɔzɔ
狙击	tʃyːtʃe
狙击手	tʃuː tjɛː˥˩sʌ˥˩
狩猎	sˈigla
独	tap
独唱	dɔta
独特	tɔda
独立	tolʲe
独脚戏	tˢatˢsˢiˀstabɯˀ
独裁	doze
独角戏	tˈa tˈɛkʰi
独钓寒江雪	toʈioʔeʰ˨ tɕiam˥˧
狭	a
狭窄	atːsa
狲	sən˨˩
狸	lɪ
狸貓	nizmɛ
狹窄	aɾɯ
狼	lˈu
狼戾	lɑnˈliː
狼狼戾戾	laːlˈɑ liːdˈi
猎	lə
猎物	lɛ̀ː u lɛʊˈ
猕猴桃	miˌɛːˈnoː
猛	maː
猜	se
猜寓	tsʰɯ˥˩ y˧˥
猜想	tsʰe˥˧sĩã˨˩
猜謎	tsɛni
猡	la v
猢	wɒˈ
猢狲	wasaŋ
猢狲摸卵	ʁɑsˈtun mɔlai
猢狲精	i˨˦sœ˥˥am˥˥
猢猻	osɯ
猢猻精	wasoŋsɲ
猪	a
猪八戒	tsɯˈpoka
猪厩间	sutʃikei
猪头三	tsudoːsɾe
猪头猪脑	t˨˩o˨˩˦t˥ʰabiz˥˩ n˧o˥˩
猪排	ts�˥˥ pa˥˥
猪栏	tsyˈleː
猪油	tsˈɪ
猪油渣	tsɯ˥˥
猪油糕	tsɯjɯko
猪烂	tsne
猪猡	tslɣ
猪肉	ts˨˩˦ɕok˥˩ nj˧
猪舌头	tsɯ˥˩e˥˩aːte˥˩ɪ
猫	mɛː
猫娘	mɔːn˧
猫耳朵	mo˩˥ːnitʊ˥˩ː
猴	au
猴头菇	aʁaɣ̞o
猴子	wˈɔsɑ̃
猴狲	u̠sɨŋ˨˩˦
猴頭	pal dou
猴頭兒	au̯ð̞um
獅	sæː
獅子	ʂɛ˨˩˦tsɯ˧
獅子林	sɯ˥˥ʈʂɚ˨˩˦lɪŋ˧˥
獅子狗	sɯ˥˥tsuk˨ kɚ˧˥
獨	tap
獨孤	dokˈu
獨特	tɔda
獨立	tørlæ
獨自	tltˌwˈ ziːn
獨自儂	təlzna
獵狗	la ko˧˧
玀玀	luːlˈum
玄	lˈy
玄妙观	jʊ̞mjɑ̞kɯ
玄孙	i˨˦ fɪn˧
玄武	fˈaɪfˈɔ̃
率	sə
玉	dˌiːzə
玉山	nɔːsɔː
玉米	nˈu meɪ
玉米须	ne mˈɛ̃kəm
玉郎鳢	lˈœ̃gˈlˈɛ
玉镯	ne
王	uɔ˧˧
王位	wɑŋ˨˩˦weɪ˥˩
王俊凯	wa˧˧tsĩŋ˥˧kʰe˨˩
王克敏	waːn˧kʰmiːn˧
王八	lupu
王勃	wɔːnpɔ
王國維	uaua
王妃	wˈaːnˈfɪ
王子	wan˥˥tsɯ˥˥
王宅村	ɦuː ðaːts
王守仁	wɑŋ˨˩˦sɯ˥˥ nɪŋ˧˥
王家衞	uaŋ˨˩ka˥˥ue˨˦
王府	wɑŋ˨˩˦fu˥˩
王建	uɔ˨˩˦tsì˥˧
王昌龄	wɔːŋ˧˥tsʰæːn lɪŋ˧˥
王涯	wɑŋ˨˩˦u˨˩˦
王湾	wɑŋ˥˥
王熙凤	mɔ˧˥ sɯ˥˥
王爷	tɑ˥˥wɑː˨˩˦jaː˩˦
王绩	wɑŋ˨˩˦
王老吉	i˨˩˦u˥˩le˥˩tɕjɛ˥˥
王陽明	wɑŋ˨˩˦jɑŋ˥˥mɪŋ˧˥
王驾	wɑŋ˨˩˦ku˧˧
玩	ŋue˩˦
玩具	u˨˩˦ʈʂɚ˥˥
玩家	ueɛ
玩笑	mˈɑ̃sjˈɛ
玩耍	fɑ˥˥ɕjɑŋ˥˥
环	kʰue˨˩
环保	kua̯˧˥pɔ˥˥
环子	kweɪ˥˩ tsu˥˩
环节	tsik˦
现	i˥˩
现代	iri
现代化	jɛ˨˩˦ te˥˩xwa˥˥
现在	izˈe
现实	izˈɒ
现状	ise
现金	i˥˩tɕɪn˥˥
现钞	i˥˥tsʰo˥˥
玲珑	lŋ˧˥lʊŋ˧˥
玻璃心	pu˥˧di˥˧ sin˨˩
玻璃瓶	uɫlajpɔːŋ
玻璃鏡	pɔ˥˥lɤ˥˩j˧˥ʈʂan˨˩˦
珊瑚礁	sɪl˥˥tseː˥˧
珍	tsɛn˥˥
珍品	tsĩã˥˥ pʰiŋ˥˧ sŋ˥˥pʰiŋ˥˧
珍珠	tsən˥˥tsɯ˧
珍珠奶茶	tantsi˧˧ nɔːdʒuː˧
珍珠港	tsian˥˥tsi˨˩˦kã˥˥
珠	tsɯ˧
珠子	tsuzuzɯ
珠寶店	tsi˥˧pɛ˥˥ti˨˦
珠海三角	tsuhiswɑkw
珠粉	tsɯ˥˥fən˨˩˦
珠羅紗	tsɯ˥˥lɔ˥sɤŋ˨˩˦
珠花	tsɯ˥˥xu˥˩
珠蘭	tsi˥˧le˨˦
班	pˈe
班主任	pɔ˥˥tsɯ˥˥ zan˥˩
班級	potʃi
班长	pe˨˩˦tsa˥˧
現	ne
現代	iːvi
現便	iːb
球	gjo
球员	tɕjɛ˨˩˦y˧˥
球场	tɕiu˨˩dzian˥˧
球菜	dʒuːtsʰe
球迷	dˈyːmi
球门	tʃuː mən
琅里个琅里个琅里个琅	�n˧ʔhlɔːŋ˧ʔt̚˨˩ʰklɔːŋ˧ʔt̚˥˩ʔlɔːŋ
理	li˨˩˦
理性	ləsˈæl
理由	lejʝa
理科	lɪkɹuː
理菜	ni˥˧tsʰɛː˨
理解	lˈigɑ
理論	liːlˈ
理论	lˈiːlˌeːn
理髮店	lajːf tʃiːfˈɛstlˈɛɪvˈeɪtʃ
理髮椅	dˈi lfaˈi
琉球	ly˥˩tɕy˥˥
琢	ʈʂuː˧
琴	tʃɛn˧˥
琵琶	vivo
琵琶精	bˈis bu kin
琼	tɕjʊŋ˨˩˦
瑞	θɛi˧˧
瑞典	ʒˈutjɛ
瑞典语	zdeɲelʲm
瑞士	søz
瑞安	dˌiːzə
瑞安話	zɯɛːu
瑞金	sœ˨˩
瑣兒	sen˥˩
瑰丽	kweɪ˥˧ri˨˩˦
瑾	tɕĩŋ˨˩
璜	wɑŋ˧˥
環	kua˥˥
環保	kue˨˩pɔ˧˧
環境	kue˥˥tɕiŋ˥˥
瓜	ɢu
瓜子	kɯ˥˥tsɯ˧
瓢	pjɔ˨˦
瓢羹	beˈʔɑːkæn
瓣	pˈ
瓦	nˈo
瓦片	u˨˩˦tɕʰɑ˨˩˦
瓦背头	lɔpeɾe
瓦背頭	voː˧˥paɪ˨˩˦lɔː
瓶	pian˨˩
瓶子	ben˥˩tsu˨
瓷器店	sɯ˧˥
瓷砖	tsɯ˥˩
甄	tɕĩŋ˨˩
甌	aɪo
甌柑	hɑlɯ
甌江	au
甌海	au̯hiː
甌語	aɴ˥
甌越	aʊˈviː
甏	pˈɛ̃
甘	ke
甘心	ku˥˩sɪŋ˥˩
甘肃	pjsɔ
甘草	kʰyː˨tsʰeː˨˩
甘蔗	kutsu
甘蔗淡	tə kə tsidoʁ
甚	sɛn˨˩˦
甚超至于	sən˨˩˦tsʰan˥˥y˥˩
甜	t̪iː˨
甜咪咪	tʃi
甜津津	ti˨˦tsĩ˥˧tsĩŋ˨˩
甜滋刮搭	de iːtːɕiːt˦a
甜瓜	tiːkuː
甜美	dimˈe
甜芦粟	tiloːsʊ
甜言蜜语	dijˈyː
甜青团	sin˥˥pin˨˩˦
生	sˈaː sˈɛn
生产线	sã˥˥tsʰa˨˩si˧˧
生仁	sazəm
生分	savɑn
生劲	sa˥˩ɑ˨˩˦kian˥˥
生受	aːzʋ
生好	tsa˨˩heː˦
生意	sã˥˥ji˨˩˦
生意好吗？	sõŋ˥˩ʔi˥˩xɔː˧wa˥˩
生日	tɕʰaɾa njɯə
生日快樂	san˩˦njɛ˨˩˦ kʰa˥˥lɔ˥˩
生日日	tsaniːe̞miː
生是	saz
生机	sɛn˥˥tɕi˥˥
生梨	fang˥˥lɪŋ˧˥
生水	sas
生活	saːˈɑlˈwa
生活(文读)	sɛŋˈwɑ
生活(白读)	sã˥˥u˨˩˦
生活大爆炸	saŋ˥˥ŋa˥˥tɑʊ˨˩˦ pɔ˥˥tsu˨˩˦
生火	safo
生灵涂炭	sã˥˥lĩŋ˨˩ tʰou˨˩tʰe˥˥
生煎	saumtsi
生煎饅頭	aːt˥˩ tʰi˧ mɤj˧ʔtʰy
生煎馒头	tɤŋg muːdɤ
生燙肉	satʰu˥˥liãũ˨˩
生物	sɯnˈvɑ
生生不息	sən˥˩fɑŋ˥˥sip˦
生痱子	saːm˩˩˦boiːtsɯ˧
生石灰	sãn˥˩ wa˧ˁhma˥˥
生籼米	sˈɛ̃k imˈi
生粉	sɑːfˈeɪn
生肖	sænʃiːɑ
生育	safiʔ
生荡部	sˈɛ̃ tdˈɑ̃bˈɛ
生菜	sũ˥˩ɯ˧tsɯ˥˩
生還	sɤŋkw˨˩˦a˥˧
產	sɔ
甥	sˈɛ̃
用	joɴ
用力	olei̯
用否著	nˈoʊ dʒˈɑ
用场	joŋ˨˦
用意	jʊŋ˨˩˦i˥˩
用戶	jʊŋ˨˩˦u˥˩
用户	pagis alŋigoi
用法	jˈɔn fˈa
用牢	juːlɛ
用著	juː˧
甬江	lɔːkɔː
甮	dion
田	tiː˥˩
田單	dˈiːtˈe
田垟	nˈeɲɑ
田埂	ikˈɛ̃
田塍	tian˨˩sɛn˥˩
田横头	ti˥˩wɑŋ˨˩˦
田田乌	dˈe by
田畈	sip̚e̞
田螺	ilˈɛ
田螺背	tiːlɔːpaj
田蟢	ðiʃi
田雞	ti˥˧
田魚	tiːn˩
田鸡	tsi˥˧
由	ʝˈaʊ
由头	ʝɛldo
甲	tɑ̃
甲方	dʒu˥˩fɑŋ˥˥
甲烷	tʃaue
甲鱼	tɕ˥ŋ˥˥
申	sˈi
申屠	sando
申花是冠军	sɤŋ˥˥ hu˥˩ zɯ˥˩kui˥˩tɕyn˥˩
申花队	sɤŋ˥˥
电	dˌiːzə
电信	ti˥˥sĩ˥˥
电冰箱	ti˨˦pɪŋ˥˥satʰan˥˩
电力	dlæ
电吹风	ti˨˩˦tsɯ˥˥fɤŋ˥˥
电器	ti˨˦tɕʰi˥˥
电子	ʈʂɚ˨˩˦  tweɪ˥˩ tjɛ˨˩˦ tʂɚ˥˩
电子层	ti˨˩˦tsɯ˧
电子科技大学	tie˧˥ ttsɯ˧˥ kʰu˥˥ tɕi˥˥tɑ˨˩˦
电子邮件	li˨˩˦tsɯ˥˩  tsuɔ˥˩
电子邮箱	ti˥˩ tsɯ˧˥ ɕjɛ˨˩˦
电影	i˥˩e˥˩
电影院	jɛn˨˩˦ɥœ˧˥
电池	ɑ˨
电源	t̚˨˩ɛːɹ˧
电灯	hæ̹n˩˩˦tɤ̆ŋ˥˥
电灯泡	tʃiː˥˧ta˥˩m˨˩pʰɔː˨˩
电热水器	ljːnistːʃ
电线	jæ˨˩n˧
电脑	dino
电荷	dˌiːzˈtˈ
电蚊香	tĩ˥˥wɑŋ˥˥sã˥˥
电视	lɪ˥˩e˥˩ʈʂɚ˨˩˦
电视机	tiː˥ːɛ̀ːtsɯzɯkiː˧
电话	ti˥˩
电话号码	ðiːuː hæːmuː
电话机	rioaːki
电车	ti˨˦tsʰu˥˥
电量	ti˥˩ iljoʊ˨˩˦
电风扇	tiː˥ fɔːŋ˥ syt˦
电风扇叶子	ti˥˩fɤŋ˥˥sɯ˥˥jɛ˥˩tsɯ˥˥
男	nˈo
男人	nøːnˈljɛŋ
男人家	ne̞˨˩e˧˥lẽn˨˩˦tsia˥˧
男伢儿	ne˨˩˦jɛː˨˩˦ aɻ˧˥
男兒	nˈœ̃n
男士	myl
男子客	tsɯ˥˩ ka˥˥
男子汉	lɤ˨˩˦ tsu˥˩
男孩	lɑʊ˨˩˦ɕjɑʊ˥˩
男客	nˈøː kˈat
男客人	nɔː k˨˩a˥˩njin˨˩
男小外	naːj sɪuː i
男朋友	naiɑyˈbɑːn jˈu
男神	nøːzen
画	u
画像	u˨˩ze˥˩
畀	hɛ
界	a
畔	pe˨˩˦
畔盲	pe˨˩˦maː˧˥
留	lɪ˧˥
留学	bˈaʊˈa
留心	ljoʊ˨˩sĩ˥˥
留意	ləˈiː
留級	lɔ˥˧
留言	lɔi˨˩˦
畚	pɛn
畚箕	pən˨˩˦ʈʂɚ˨˩˦
畜生	tˈasˈɛn
畢	pia̯
略	lɛa
略窥一斑	lɛ˥˩kʰue˥˥ je˨˩˦pɛ˥˥
番	fˈe
番人	fona
番儂	fɔːnɑː
番椒	fejˈtɕo
番瓜	fˈekˈu
番皂	sɯze
番皂粉	fæozæhæm
番茄	fˈeʒa
番茄炒蛋	fe̞k ã tʃode
番薯	fɒziː
番薯棗兒	ko˥˩sɛː˧˥tsɛː˥˩
番鈿	fˈɔː
番錢	fˈɔɹti
番鴨	fou˥
畫	u
畫圖畫	tɕʰi˧˥tɑʊ˥˩
畫龍	u˨˩˦lʊŋ˧˥
異口同音	i˥˧kʰɤ˨˩i˨˩ tʊŋ˥˥ɪn˥˥
異樣骨搭	irəpˈanta
當	tu
當中橫里	sŋ˥˥tsoŋ˨˩wa˨˦li˨˩
當日	tuni
當用	tʊɪˈnuː
當真	tu˨˩tsaŋ˥˥
當算	tu˥˩ʂɚ˥˩
當著否著	duː dʒɑː fʊˈdʒɑː
當賓	tuzɛ
當面	duː miː
疑	tsɯ˧
疑惑	dˈivˈe
疑问	ˈaɪvən
疙瘩	kat̪a
疟	njˈa
疟疾	ljoʊ˨˩˦ɕ˥
疤	u
疥刀	kat̪e
疫	ɟʝa
疯子	fɔ̃ˈtsɯ̃
疰	ts
疰夏	suː
疰船	tsɯ˥˥
疰車	ʈʂɚ˥˥ʈʂʰu˨˩˦
疵	tsu˨˩˦
疻水	tsɯ˥˥
病	taŋ˨˩˦
病例	bjˈnˈjˈ
病入膏肓	pɤŋ˥˥tsaɪ˥˩ kɤ˥˩xuɔ˨˩˦
病变	bɛ̃ˌpˌiːˈ
病床	te˨˩n˩˩˦ʐa˥˧
病患	bˈɛ̃ wˈɛ
病房	pɪŋ˥˥fɑŋ˥˥
病毒	bɛndˈu
病虫害	biŋzɔːˈɛ
病院	iˈøˈ
痔漏	sɯ˥˥
痔瘡	ʂɚ˧˥tsʰɑŋ˨˩˦
痛	tɔ̃
痛彻心扉	tˈɔntsˈa siːnfi
痛骂	tʰʊŋ˥˥mʊ˥˩
痢疾	dˌiːzˈe
痣	tsʰɯ˥˩
痧	sou˥˥
痰	dˈɔ
痰盂	tɛː˥ːjˈ
痰盂罐	teːjɯkɯ
痱	pei˨˩˦
痱子	dˈɛˈvˈɛ
痴	tsʰɯ˥˩
痴子	tsʰɯ˥˥tsɯ˧
痴心妄想	tsʰi˥˧sĩŋ˨˩faŋ˥˥sian˨˩
痴情	sɯsɨ
痴漢等老婆	tsʰɯ˥˩ xɤ˧˥ tt̚˨˩
痴迷	tsi˥˧
痴頭怪腦	tsʰɯ˥˩tue˥˩kwan˥˥lɛi˥˩
瘃	ta
瘋	fou˥
瘞	u
瘞頂倒頭	ĩːt̪əm teːˈɾəl
瘟屄	wɛmˈpsi
瘦子	ʃɛ˥˥tsi˨˩˦
瘪三	pese
瘪死藤浆	kəsˈtˈɛndˈɛ
瘸	kua˧˧
瘸痹	tˌupˈiː
瘸脚	kwa˥˥ʔa˥˧
瘾	ne
瘾头	ni˩˩˦toi̯˨
癈牙	fˈiŋa
癌	ɲe
癞	la
癞团	la tˈe
癞斯	la˨˩˦sɯ˥˥
癞蛤蟆	la kapˈo
癟三	tˈɛstˈɛ
癢	dˌiːzə
癫	tien
癲	tiː˥˩
癲儂	ti˥˩
登场	dɛn˨˩sat˨
登机	tɤŋ˨˩˦ tsi˥˩
登样	taŋja
發	stf
發噱	tɕikɯ
發寒熱	fau̯lɛn̪ʲe
發展	�tɕʰjɛ˨˦
發極	fagɛnt
發火	pɔ˥˩fu˥˥
發火起	ko fu tʃi
發票	fˈɔ̃ lbˈɛ
發福	fafˈu
發育	es
發裏發極	faːliːfaːgʔa
發財	faze
發送	fɔ˥˥sʌŋ˥˥
發達	fodaɾ
發音	fajˈ
白	dˈæ
白乌龟	pɑʊ˥˥u˥˥kuaɪ˥˥
白云	lǎ˥˩yn˥˩
白俄羅斯	tɤŋ˥˥ lu˨˩˦sɯ˥˥
白冬瓜	patuŋku
白场	pozˈa
白娘娘	ã nˈenja
白居易	bat˥˩
白左	patsau̯
白扁豆	bapido
白斩鸡	fˈɛts
白板	pape
白殕毛	tafou mˈɑː
白水洋豆腐	pa˥˥sɯ˥˥ jɑŋ˨˩˦ tɤ˧˥ u˨˩˦
白煠蛋	pesað̞eɾ
白猫	pame
白白	baba
白相	bˈɛstjˈ
白相官	plˈaˈʃɑŋ kˈuj
白粥	bat̪s̺ɐl
白糊糊	tauən˥˧
白脱	ba tˈɔt
白舌	baːiːn
白色	tˈa
白菜	platʃe
白萝卜	baloːda
白薄魚	bɐbum
白虱	tˈas
白讀	badoɾ
白豆	batˈo
白豆腐干	paːtiːuːke
白象	ba˥˩j
白长白大	pð̞anpð̞r
白雪	bãʃu
白雪公主	pa˥˥ kʊŋ˥˥sɯ˥˥
白頭山	waɾ˥
白领	baɾiːn
白颜色	lˈɑt mˈɑɹse
白首	ba se
白马涧	ɓəmɔːkeː
白鬼	batʃo
白魚	baŋ
白鰱	maliː
白鱔	vˈasˌi
白鱼	baŋ
白鱼潭	pande
白鲢	bali
白鴿	bakɯ
白鹤镇	fɐn˧˥ŋɔː˩˧tsɐn˨˩
百	a
百万	pavɛ
百不失一	bo˥˩ːstajɤ˥˩ː
百合	paˈi
百废待兴	pã˥˥si˧˧ te˨˩sin˥˥
百度	pato
百批金圣叹	pʰap˥
百搭胶	patakˈo
百科	ba kɔː
百脚	atːʃa
百貨	tˈa fˈu
百貨公司	tɑʊ˥˩fu˥˥kʊŋ˥˥sɯ˥˥
百里	fa˥˥lɛi˧˥
皂	sɔː
的	bjˈɛ̃
的士	tɐ̃z
的的确确	kɾɛstɾæn koko
的角四方	tɪ kastɪvon
皆	ka˥˥
皇	wɔ˨˩˦
皇位	waː˧wɛː˧
皇后	nˈoɾal
皇天	ugai
皇天三保	ŋɔː˩˦tʰiː˥ seŋ˨˩pɔː˨
皇女	wɑn˨˩˦ tɕi˥˥
皇子	ua˥˧tsɯ˨˩
皇室	wˈɑsˈɯ
皇帝	wɑŋ˨˩˦tɕi˥˥
皇甫	aɾto
皇甫松	wɑŋ˨˩˦su˥˩lɑŋ˥˥
皎然	tʃoɫzi
皖南	ˈuən
皮	pzʊ̃
皮上	plˈeɪɚ
皮包	pipo
皮包骨	vizˈɛ pˈɛʁ kwˌa
皮匠	bizˈɛʁ
皮大王	ɨzirawɐ
皮大衣	mi˩˥ːla˥˥ji˥˩
皮夹	bejˈkɔ
皮夹子	pikˈats
皮夾子	bikoːtsɯ
皮子	bˈiːz
皮尺	pi˥˧tsa˥˧
皮屑	bise
皮帶	bˈeɪtə
皮帶寬能	beːtak xoˈnɑm
皮帽子	bimaːtsɯ
皮弹	zbe
皮弹弓	bizibɛkɔ̃
皮榔頭	bˈiz ɛt lˈœ̃ dˈə
皮球	bizɛ
皮箱	peɪ˨˩˦ɕjɛ˥˥
皮絲菸	si˥˩i˨˩˦
皮線	bʒisˈe
皮老虎	bizilˈaxo
皮肤	pifˈo
皮肤病	bɛi̯˨˩˦sɯ˥˩bɯ˥˩
皮脣塌嘴	bizarentatsɯ
皮膚	bˈeɪn
皮膚病	bizifuˈbˈiŋ
皮虫	pst̪ɔ̃
皮蚩	beɪts
皮蛋	pidˈe
皮蟲	bizon
皮襔	bizimɛ
皮襖	bjˈɛ̃
皮貨	bis˨˩˦ hɤ˥˩
皮革	pika
皮靴	misio
皮鞋	beɪa˥˧
皮鞋店	bʲaːti
皵	tʃa
盂	dˌiːzə nˈo
盅	tsʊŋ˥˥
盅子	tsʊŋ˥˥ʈʂɚ˥˥
盆	nn
盈	jɪn˨˩˦
盐	i˨˩˦
盐水	i˥˥ sɯ˥˥
盐水棒冰	i˨˩˦ sɯ˥˥ pɑŋ˥˩ pɪŋ˨˩˦
盐水花生	iːsˈɯː xuːzən
盐湖城	hˈi ˈəʊsən
盐虀菜	itʃɪ˥˧kɛ˥˥
盐酸	i˥˩fɛː˥
盐鹵	i˨˩˦
监	ke
监督	keto
盒	hɯ̞
盒兒	lˈœ̃
盖	tui˥˩
盗	tɔː
盗窃	tɔ tʃa
盗贼	tɔza
盘	plʰ
盘古	bɔ˥˥kɔ˥˧
盘牙	peŋaː
盘盘	bɛbɛ
盛	sˈɛ̃
盛宗亮	sã˥˥tsʊŋ˥˥liã˨˩
盛岸里	sãŋˈɔ̃li
盛岸里在無錫市區北部。	saŋˈɑlilaː fʊˈsɪz tʃiːn pəbɑl
盞	so
盟約	nˈɛnjˈa
盡	sˈaɪn
盡到底角	santɛ tenkuu
盡力	sã˥˥
盡力量	semle lje
盡底	santɛj
盡底角	zantɨj kuu
盡自力量	tɕjɛ˨˩˦ʈʂʰan˥˩ʈʂɚ˧˥
監	kɔ˥˥
監牢	ke ʝeɾo
監督	kia˥˧tɑʔ˧
盤	dˈu
盤盞	ləutˈa
盤絲	u˨˩˦
盤菜	lɪŋpɔːtsiʰ
盧	lou
盪	tʰɔː
目	mˌɔː
目標	mʊɔː pjɔː
盯	daːn˩˩˦
盲	maː
盲子	mɑŋ˨˩˦tsɯ˧
盲肠	man˩˩˦ tsa˨˩
直	tkˈatˈ
直升飞机	sæxˈiː miːkˈtiː
直指	satsɯ
直捣黄龙	sa˨˩ta˥˩ wɑŋ˨˩˦lɔ˥
直接	tsɯ˥˩it˦i˨˩˦
直算橫算	tsɯ˥˩ɕɥœn˧˥ʂɚ˥˩ pa˨˩˦ʂɚ˥˩
直角	tʃek˨a˥
相	ɕjɑŋ˥˥
相亂相打	ɕiɾˈʃita
相争	ɕjɛn˨˩˦tsɑŋ˥˥
相信	siaʔ˨si˥˧
相儂	si˨˩en˧˧am
相反	sientˈe
相唤	tɕjɛ˥˥
相处	sĩ˥˥aŋ˨˦ tsu˨˩
相对论	siˈɛn tɪ lˈɛn
相干	sian˥˥gi˧˧
相应	sian˥˥
相打	tɕʰia˥˥ta˧˧
