.ئاسلان	bɑzɫæ
بەختلىك ئاركادىيە	bɒχtlik ɒˈɾkɒdiˈe
بەختى ئوچۇق	bæxtɒj ɒtʃɒq
بەختى ئوڭ كەلمەك	bɒχti ɒn kɒlmɒk
بەختى ئېچىلماق	bɒχti ɒtʃilmɒq
بەختى قارا	bæxti qɑrɑ
بەختى قاچماق	bɒxte qɒtʃmɒq
بەختى كەلمەك	bɒχti kɒlmɒk
بەختى يانماق	bɒχtɒ jɒnmɒq
بەختىخان	bɒχtχɒːn
بەختىقىز	bɒʁtiqiz
بەختىنىسا	bɛxtinsɑ
بەختىنۇر	pɒxtdˈinˈuɾ
بەختىيار	bɑxtiːjɑr
بەختىيارلىق	bˈaxtijolˈɛk
بەختىگۈل	bɛxtɪgjɪl
بەختىگە ئولتۇرماق	bɛχtɪgæ ʔolturmɑq
بەخش	baqʃ
بەخش ئەتمەك	bˈɛʁʃ ˈɛtmɛk
بەخشەندە	bɒχʃɒndɒ
بەخشەندە قىلماق	bɛxʃɛndɛ qɨlmɑq
بەخىرامان	baχjɾɑːmɑːn
بەخىرامانلىق	bæːxʲrɑmɑnˈlɯk
بەداز	beːtɑːz
بەدرەك	bɒdrɒk
بەدىئىي	bɛːdiː
بەدىئىي ئوبراز	beˈdiː obrɑːz
بەدىئىي ئومۇملاشتۇرماق	βɛdɪ ʔumumlɑʃturmɑq
بەدىئىي ئىجادىيەت	beːdij ɪdʒɑːdijt
بەدىئىي تىل	baːdiːt ðəl
بەدىئىي تۈزۈلۈش	ɾɑdii tœzylyʃ
بەدىئىي تەسەۋۋۇر	beði jətɛsɛʋur
بەدىئىي تەپەككۇر	bɒdiˈ tɒˈpɒk kuɾˈ
بەدىئىي قۇرۇلما	wa diq quruɫmɑ
بەدىئىي ماھارەت	beːdːi ʔiː mɑhɑrɛt
بەدىئىي گىمناستىكا	beˈdˈeˈgi gɪmnɑstikɑ
بەدىئىي ھۈججەتلىك فىلىم	beðijɯ dʒɛtlɪk filɛn
بەدىئىيلىك	ɾɑdiːlik
بەدىئىيلەشتۈرمەك	beðijilæʃtyrmɛk
بەدىئىيلەشمەك	veˈdeːɦiːlɛʃmɛk
بەدىنىدە ئەركەك تۈكى بار	bɒdiˈnde ɒɾˈkɒkt kɒˈbɒn bɒdiˈnde ɒɾˈkɒkt kɒˈbɒn
بەدىنىگە ئەركەك چىۋىن قونمىغان	bɛdimɪgæ ʔɛrkɑk tʃivim qɔnmɤʁɑn
بەدىيان	pæːˈdiːn
بەدۆلەت	bɒddøɣo
بەدەر	ˈbeɾ
بەدەر تىكىۋەتمەك	bædærtæj kivetmek
بەدەر قاچماق	bɒdɒɾ qɒtʃmɒq
بەدەل	bedl
بەدەل تۆلىمەك	vædæl tøːllymæk
بەدەلسىز	vdlsz
بەدەللىك	bædællik
بەدەن بوشلۇقى	bɒt�lɒɵ biˈɾ
بەدەن تىپى	bɛdɛntpɪ
بەدەن تېمپېراتۇرىسى	feˈdan tɛmpəraːtur se
بەدەن تەمرەتكىسى	bɪ̞ðːæn tæmræt kɪ̞sɪ̞
بەدەن ساغلاملىقى	bɛdæn sɑʁlɑrmiqqɪ
بەدەن سۇيۇقلۇقى	bɛdæn sujʊ̞qɫʊ̞qhɪ̞
بەدەن سېزىمى	beˈden siːzimi
بەدەن پىتى	bɛdɑn pit̪ti
بەدەن چېنىقتۇرماق	bɪ̞ðæn tʃi̠nʲɪq tʊ̞rmɑq
بەدەنلىك	bedennɨk
بەدەنگە قاراپ كىيىم پىچىماق	beŋdʒigɒ qɒˈɾɒb kijimˈiˈ piˈtʃim ɒq
بەدەۋى	beːrdaːvi
بەدەۋىلىك	bædæwʲijlɨ̞k
بەدەۋىلەر ھەرىكىتى	bɒt dɒbilɒɾ ɒɾkitˈi
بەرئاي	bɛrɑːj
بەرباب	pɛrbɑp
بەربات	bærbat
بەربات بولماق	bɛrbat polmɑk
بەربات قىلماق	fɑrbɑt qɨlmɑp
بەرجەس	pardʒas
بەرجەس قول	wɛrdʒɛs qoɫ
بەرخۇت	bərxʊd
بەرخۇت دەرىخى	bər xuːd tərxe
بەرداشسىز	pɒrdɒʃsiz
بەرداشلىق	pɛrdɑʃlɨq
بەرداشلىق بەرمەك	pærdɑʃtɯp bɛrmɛk
بەردەملىك	bɛrdɛmlik
بەردەنكە	bɛrdænkæ
بەررە	tɒɾɒ
بەررە كاۋاپ	beɾaj kɯ̞ɫɑp
بەررە گۆش	bˈɒˈɾɒ gˈɒʃ
بەرق ئۇرماق	tɛrq urmɑq
بەرنا	bærna
بەرنا ئايال	tærnæ ɑjɑl
بەرنا يىگىت	pɛrnɑ jekɪ̞t
بەرى	færi
بەرىبىر	bɛrbʲɪr
بەرىشە	parisja
بەرىكات	bɒɾiˈkɒt
بەرىكە	bɑrɪkæ
بەرىكەت	pærkʲæt
بەرىكەت ئۇچماق	β̞ærkæt ʏ̞ʃmɑp
بەرىكەت تاپ	bɛrkɛt tɑp
بەرىكەت قاچماق	bɛrkʰet qɑʃmɑq
بەرىكەت قىلماق	bɛrkɛt qilmɑq
بەرىكەت كۆتۈرۈلمەك	bɛrkɛt køtyrylmɛk
بەرىكەت كۆچمەك	bɛrgɛt køʃmɛk
بەرىكەت كەتمەك	bɒrqɒt kɒtmɒk
بەرىكەت ياغماق	hærkæt jɑˈgmɑq
بەرىكەتسىز	bɒrkɒtsiz
بەرىكەتسىزلىك	tˈɒrkɒtsizlik
بەرىكەتلىك	tærkʲɛtlʲɪk
بەريان	arjan
بەرپا بولماق	bɛrpɑ bɔlmɑq
بەرپا قىلماق	tɑrpɑ qɨlmɑq
بەرچەتكە	bɑrtʃɑtkɑ
بەرگلىمەك	bɒɾgi̞lmɒk
بەرگى	bærgi
بەرگىگۈل	bɛrgikyn
بەرگۈزمەك	bærgyzmɛk
بەرگەن	bærgæn
بەرھەق	bærhæq
بەرھەم	bærhæm
بەرھەم بولماق	bɑr hæm bolmɑq
بەرھەم بەرمەك	bɛrhem bɛrmɛk
بەرھەم يېمەك	bærhæm jimæk
بەرھەم يەتمەك	bɑr hæm jætmɛk
بەرۋەن	bɛrvæn
بەرەس	fəræs
بەرەھنە	bɾħnɛ
بەز	væz
بەز ئۆسمىسى	iz ɒsmisi
بەز تۇپراق	pɛsdupɾak
بەز راكى	pezraːki
بەز قۇلاق	fɛz qulɑq
بەز مارىغان مۈشۈكتەك	zɑzmɑːrʁɑn myʃixtɛk
بەز يېگەن مۈشۈكتەك	bæziːgɛn myʃkitæk
بەز چۇماسى	beztʃuːmɑːsi
بەزدۈرمەك	pæzdʊrmæk
بەزلىك	qɒzdɒk
بەزلىمەك	ɾɒzlimɒk
بەزلەتمەك	pizlɛtmɛk
بەزلەشمەك	bɒzlɒʃmˈɒk
بەزلەنمەك	bezˈlɛnmek
بەزمە	bezmɛ
بەزمە تۈزمەك	bɛzmi tyzmɛk
بەزمە قىلماق	bɛzmɛ qɨlmɑq
بەزمە قۇرماق	bezmi qurmɑq
بەزمە-باراۋەت	bezmɛbaravet
بەزمە-تاماشا	bezmɒttaˈmɒʃɒ
بەزمە-زىياپەت	ɒzmizɒjɒˈpˈɒt
بەزمە-مەشرەپ	bezmɒmɒʃrɒb
بەزمەك	bezmɛk
بەزى	pzi
بەزى جايلار	ɾɒzdʒɒjlɒɾ
بەزىبىر	bɛzbr
بەزىبىر ئادەملەر	bɒzbɒɾ ɒdɒmlɒɾ
بەزىدە	pɒzda
بەزگەك تۇتماق	bezgɒk tutmɒq
بەزگەك پاشىسى	bezgæk pɒsisi
بەزگەك پلازمودىيىسى	bezɣek pɛn mɑːdiːse
بەزەن	bezaːn
بەزەن-بەزەن	bezenbezen
بەس	bɛs
بەس ئەمدى	bɛs ɛmde
بەس تالاشماق	ɾestalaʃmak
بەس سالماق	beˈst sɑlmɑq
بەس قىلماق	qɛsqɨlmɑq
بەس كەلمەك	bɒsgɒlmˈak
بەس-بەس	besbes
بەس-بەسچى	væspɛstˈ
بەس-مۇنازىرە	poːstmunɑːzirɛ
بەسالەت	be̞sɑlɑt
بەست	bɛst
بەستلىك	bɒstlik
بەسلىشىش	bæslʲitʃiʃ
بەسلەشتۈرمەك	bɛslɛʃtyrmɛk
بەسلەشمەك	pɛsˈlɛʃmɛk
بەسىر	fesiɾ
بەسىرىئاي	væsiːrˈʔɑj
بەسىرە	væsiːɾæ
بەسىمىئاي	beːsimeːɑːj
بەسىمە	ɛsiːmæ
بەسەي	væsæj
بەسەي كېپىنىكى	æsæj kæpeːniki
بەسەيلىك	bɛsɛjlik
بەش	bɛʃ
بەش ئاچا مەرۋايىت	bɛʃ ɑtʃɯ̞ mærwɑjɯ̞t
بەش ئۆچكىگە ئالتە تېكە	bɛʃ ʔøtʃikigɛ altæ tʃi
بەش ئۇرۇقلۇق قاتار	bɛʃ ʔuruqluq qɑtɑr
بەش بۇلۇڭلۇق	rɪʃ bɔlɪŋliq
بەش تال	bæʃ tɑl
بەش تۈر بويىچە تەنھەرىكەت	bɒʃtˈuˈɾ bˈujtʃɒ tenɒɾɒkɒtˈ
بەش دەۋر	beʃtɛbɛr
بەش سىزىقلىق نوتا	bɛssizɨqlɨq motɑ
بەش قول بىردەك ئەمەس	bɛʃ qɔl bɪrdɛk ʔɛmæθ
بەش قولدەك	pɛʃquldɛk
بەش قولدەك بىلمەك	bɛʃ qoldɛk bilmɛk
بەش كۈنلۈك ئالەم	beʃ kynlyk ɑlɛm
بەش كۈنلۈك دۇنيا	beʃkynlyk duˈnja
بەش چوڭ پەرز	fˈɑʃtˈtˈəʊŋˈ pˈɛɾiz
بەش چىشلىق ساپان	bæʃtʃiʃliq sɑpɑn
بەشئاتار	kæsjɑtːɑr
بەشئاتار مىلتىق	pɛʃɑtlɑr tɑzɑq
بەشلىك	ɒʃlɒk
بەشلىك تۈزۈم	beʃtix tʏzim
بەشلىمەك	beʃɫimek
بەشلەڭ	ɢɒʃlɒŋˈ
بەشىرە	paːjʃaɾa
بەشىنچى	pɛ˥˥sɪn˥˥tɕjɛ˥˥
بەشيۇلتۇز	beʃjulttuʃ
بەشيۇلتۇزلۇق	bɒʃjultuzluk
بەشگۈل	bæsgyl
بەشەرتى	bæʃaːrtˈti
بەشەيلەن	bɒsijlɒn
بەقابىل	baqaːbɑl
بەقۇۋۋەت	bɒqqwˈbɒt
بەقەسەم	beqɛsɛm
بەقەسەم يوللۇق قاشتېشى	pɛqæsɛm joɫluq qɑʃtiʃi
بەقەسەم پولۇ	æqæsæm polu
بەقەم	tɑqˈlɑm
بەك	plˈɛk
بەك ئاز	dek æz
بەك ئامراق	bɛk ɑmˈraq
بەك قاتتىق	bɒk qɒtˈdiq
بەك قىزىق	tæk qizq
بەك كۆپ	bɛk
بەكرەك چاپماق	bekɾec tʃɑpˈmɑp
بەكە	pɛkːɛ
بەل	vˈɛl
بەل ئاغرىقى	bæl ʔɑʁriqɪ̞
بەل ئومۇرتقىسى	bɛlumurt qisi
بەل ئېلىشماق	be iːlˈsmɛ
بەل ئەگمەك	fælʔægmæk
بەل باغلاش	bæl bɑʁlɑʃ
بەل باغلىماق	bɛl bɑʁlimɑp
بەل تۇتۇشماق	bɛl tɔtʃmɑq
بەل قويۇۋەتمەك	bɛl qujubɛtmɛk
بەل كەتمەن	bɒlkætmæn
بەل ياغاچ	qɑlɑ xaʕtʃ
بەل يۆگەك	peɾ jøgɛk
بەل پۈرمە كۆڭلەك	abɛl pøymɛ køŋlekk
بەل چىم بولۇپ كەتمەك	bɛl tʃɨm bolɑp kɛtmɛk
بەل گۈرجەك	ʔøz gʏrdʒæk
بەلباغ	bɛlba
بەلتوسما	peltosma
بەلدىمەك	vˈɛldumɛk
بەلدەتمەك	ɒldetmɒk
بەلدەشمەك	tɒldeˈsmɒk
بەلدەم	pɛldɑm
بەلدەنمەك	bɒldɒnmɒk
بەلدەڭ	pˈaɪzdˈaɪm
بەلغەم	bɛlɢæm
بەلغەملىك	bəlʁɛmlik
بەلغەملىك زىققا	pɛlʁɛmlik sɯqˈqɑ
بەلكى	balke
بەلكىم	pelkim
بەللى	pl
بەللىك	ɾɛllik
بەللۇت	vælˈlɔt
بەلنى ئالالماسلىق	bøɾne ɑlɑlmɑsʈap
بەلنى رۇسلىماق	bɛlni rustlɑmɑq
بەلنى سىلاپ تۇرماق	bɒlniˈ silɒp tuɾmɒg
بەلنى چىڭىتماق	bɒlniˈ tʃiŋˈitmɒq
بەلنىڭ تۆۋىنى	vˈʌt nˈɔ̃ tøːnˈɛ
بەلىزار	ɾɛlɪzɑr
بەلىزگۈل	pɒlɒˈzgul
بەلىش	ɾɑlɪʃ
بەلىش پوشكال	pɒlˈiʃ pˈɒʃqɒlˈ
بەلىك	bɛlˈlik
بەلىن	bælɪ̞ŋ
بەلچىر	tʃiɾ
بەلچە	beːlˈtʃe
بەلگىسى	plgisi
بەلگىسىز	pelgizsiz
بەلگىسىز ئالماش	qɛlgisiz ɑɫmaʃ
بەلگىلىك	fɒlgiˈlik
بەلگىلىك كىرىم	bɛlgjilɪ̞k kʲɪrɪm
بەلگىلىك مۇددەت	bælgʲilɪ̞k mʏ̞dːɛt
بەلگىلىك مۇددەتتە	pɒlgjˈlik muddɒtˈdɒ
بەلگىلىك ۋاقىت	bɒlgjɵlik vɒqibat
بەلگىلىمەك	bɛlgjɪlmɛk
بەلگىلەتمەك	bæŋgʲilɛtmæk
بەلگىلەش ئالماش	bɒlgjlɒʃ ɒlmɒʃ
بەلگىلەشمەك	ølgileʃmɛk
بەلگىلەنمەك	bælgʲilænmɛk
بەلگىلەنگەن مۇھىت	bælgjɪlæŋgæn muhit
بەلگىلەنگەن ھەرىكەت	bælgilængæn hærkæt
بەلگىلەپ سېتىۋېلىش	pˈelgilˈɒb sɪ tiʋˈilɒʃ
بەلگىن	bɛlgɪn
بەلگىچىلىك	bɒlgitʃilɒk
بەلگە	bɛlgæ
بەلگە ئوق	bɛlgɛ ʔoq
بەلگە ئۇقۇمى	ʔɛlgɑ ʔuqqumɛ
بەلگە بايراق	bɛlgɛ bɑjrɑq
بەلگە بەرمەك	bɒlgɒ vɒɾmɒk
بەلگە تاپانچىسى	bɛlga taːpɐntʃɪsɪ
بەلگە سالماق	belgi sɑlmɑk
بەلگە قوزۇق	bɒlgi qɒzuq
بەلگە قويماق	beɫgɒ qɒjmɒˈp
بەلگە قىلماق	bɛlgɛ qɨlmɑq
بەلگە لىنىيىسى	plgiːl iːnɪːse
بەلگە چىرىغى	tælgɪ̞tʃjɾɪ̞ɢɪ̞
بەلگە گەز	balgi gɑz
بەلەن	bælæn
بەلەنلىك	bæðænɫɪ̞k
بەمەل	ɾɒmɒl
بەمەلدىرەك	bamɛldrak
بەمەلچەك	feməltʃɛk
بەن	ɛɲ
بەنجاڭ	pen˥˥dʑaŋ˥˥
بەنجاڭلىق	fendiʔɑnliq
بەنخۇ	pɛnˈxu
بەنخۇ غىجەك	bɒn χuˈg idʒɒk
بەند	bent
بەند بولماق	ʔønt bɔlmɑq
بەند قىلماق	qɛnt qɨlmɑq
بەندىچىلىك	ˈbenditʃlik
بەندىچىلىك قىلماق	pɛndɨtʃurupq qɨlmɑq
بەندىڭ	pɛn̪d̪ɐ̃ʊ̃
بەندە	bende
بەندەر	pɛndær
بەندەرگاھ	pɛndærga
بەنزە	fɛnza
بەنشىرە	penʃiɾa
بەنگۈل	bɛngyl
بەيئى	beːˈliː
بەيئى قىلماق	bɒijiː qilmɒq
بەيئەت	bæjˈæt
بەيئەت قىلماق	bɑjɛt qɨlmɑq
بەيتۇلمال	betulɯɫɯ
بەيزى	bejzi
بەيزۇ	beizˈow
بەيزۇ مىللىتى	qɒjzɒ mˈillɒtˈti
بەينەلمىلەل	biːjnælmilɛn
بەييىنە	bejˈnɛ
بەيگىلىك	pɒjgilik
بەيگىگە چۈشمەك	bejgigy tʃiʃmek
بەيگە	bɛgɛ
بەپبەپ	pɛpɛp
بەپبەپلىمەك	bɒbpɒkliˈmˈɒk
بەچىدان	bˈɒtʃˈəbˈan
بەچچىخەر	bætʃχær
بەچچىۋاز	bˈtdʒiˈvɑz
بەچچىۋازلىق	bɒtʃtʃɒvɒˈzlɒq
بەچچىۋازلىق قىلماق	bɒtʃiwɒzlɒq qilmɒq
بەچچە	betʃe
بەڭباش	benβˈɑs
بەڭباشلىق	pɛnbɑʃlɑq
بەڭگى	bæŋgiː
بەڭگى خىيال	beŋˈ giːxiːˈɑl
بەڭگىدىۋانە	beŋdiavani
بەڭگىلىك	ɾɛŋgilek
بەڭۋاش	kæŋuːas
بەگ-بىگات	akusegɔt
بەگ-غوجا	pekgoːˈdʒɑ
بەگزادە	kpegezɑdæ
بەگچەك	pektʃek
بەھرا	tʃɾa
بەھرام	bæxˈrɑm
بەھرىسىز	baħraːsɪz
بەھرىلىك	bæhɾɯlɯk
بەھرىلەندۈرمەك	bæhirlɛndyrmæk
بەھرىلەنمەك	bɒhriˈlɒnmɒk
بەھرىمەن بولماق	bɛhrɪmɛn polmɑq
بەھرىمەن قىلماق	bɛhʲimæn qɨlmɑp
بەھرىمەنلىك	bɒhɾmɒnlik
بەھرىۋەر	bˈeɦrvˈɛr
بەھرە	bɛχɾæ
بەھرە ئالماق	bɛhra ʔɑlmɑq
بەھرە ئېچىلماق	pɛhri ʔetʃilmɑq
بەھرە بەرمەك	bɒhɾ bɒrmɒk
بەھمەن	behmæn
بەھمەنگۈل	fæhmængʏl
بەھۇزۇر	fˈaˈɾˈsˈor
بەھۇزۇر ئوينىماق	bɛ ɦuzur ʔojnɪmɑ
بەھۇزۇر ئۇخلىماق	bɛhɨzur ʔuχlimɑp
بەھۇزۇر كۈلمەك	bɛzɑ huzur kylmæk
بەھۇزۇر مۇڭداشماق	beˈ hɔzuɾ muŋˈdɑʃmɑq
بەھەيۋەت	fæhʲɪbæt
بەھەيۋەت دۇمباق	fahɛjwɛtːumbaq
بەھەيۋەت مۇنار	bæhʲɪwɪ̞t munɑr
بەۋا	peva
بەۋا كەلمەك	bɒvɒ kɒlmɒk
ت	t̚˨˩
تائام	pɒnˈtˈɾ
تائىپە	taʔipɛ
تائەبەد	tʰaʔlbet
تائەت	taʔt
تابىئە	tɑbɪˈʔah
تات	pat
تاتاتۇڭا	tʰatʰto̞ˈʁa
تاتار	tǎtɑɾ
تاتلىق	tɑtlɯq
تاتۇق	tʃaːto
تاجاۋۇزچىلىق	tɒdʒɒvˈuzdiˈlɒq
تار	tʰar
تارانچى	tʰɑɾantˈʂiː
تاربو	tʃarbɔ
تارتىلغان	qɑrtɯ̞ɫʁän
تارتىۋالماق	tɑrtɯpɑlmɑq
تارتۇق	artɔ
تارزان	tɑːrzɑn
تارغاق	tɑrʁɑq
تارقاتماق	tʊ̞rqɑtmɑq
تارقالماق	tɑrqɑlmɑq
تارقىتىش	tɑrqtɪ̞s
تارقىتىلدى	tɑrqitʃildɪ̞
تارقىتىلىش	tɒɾqtˈilˈeʃ
تارقىلىشچان	tɒɾqliʃtʃɒn
تارىخىي	χɑːriːxiː
تارىخىي خاتىرىلەر	tɑriχɪj xadirlɑr
تارىم	qɑrim
تارىم دەرياسى	kɑːɾim dɑɾˈjɑːsi
تارىم ژورنىلى	tɑːrɨm ʒurnali
تازقارا	tɑzqɑra
تازىلىق	tɒzliq
تاش	tas˥˩
تاشقى	qɒʃqiː
تاشلاندى	tɒʃlɒndi
تاشمىلىق مەشرىپى	tɑʃmilɛq mɛʃripɯ
تاشيول گېئولوگىيىسى	kaʃɪjɔɫ kiʔolojiʃɛ
تاشپاختا تورى	tʃɑʃ pɑqtɑ tʊrɛj
تاشپاقا	taʃbaqaa
تاغ	tɔː
تاغ باغرى	tɑq ʔɑʁrɛ
تاغ مەشرىپى	tɒg mɒʃrɒˈb be
تاغا	tɐgɐ
تاغىل ئات	tʰagɯl ʔat
تاققا بۇيرۇماق	tæqqɑ bujrɯ̞mɑq
تالقان	tɑlqɑn
تاللاشنى	tɑllɑʃni
تاللانغان	tɑllɑnʁɑn
تاللايسىز	qɑllajsɯz
تاللايمىز	tɑllɑjmɪz
تاللاپ	tɑɫɑp
تاللاڭ	kɑɫˈlɑŋ
تاللىسىڭىز	tɑllisɯʁiz
تالماس	tɑɫmɑs
تام	tɑːm
تاماشا	tʰɑmɑʃɑ
تاماشىغا بېرىلمەك	tmaˈʃˈ bˈɒˈrlmɒk
تاماق	tæmɑq
تاماق يەپ	tɑmɑkijat
تاماكا	tʰɑmɑːkɑ
تاماملاش	tɑmɑmɫɑʃ
تاماملىماق	tɑmɑmlɪmɑq
تانسا	tɑːnsa
تاپان	tɑmɑn
تاڭ سەھەر	tɒŋsɒhɒɾ
تاڭماق	tʰaŋ˨˩mak˥
تاۋۇز	qɑwuz
تاۋۇش	taawʃ
تخت	tɪχɪ̞t
تروپىك بەلۋاغ	tˈɾˈoːp bˈɛlfɑːq
ترېنېر	tejrɨnɯr
تلفۇن	tɾɛnɾum
توختام بېكىتىشمەك	toxtɑn vekiʃmɛk
توختام تۈزمەك	tɔχtɑm tʃyʒmɛk
توخۇنى بوغۇزلاتماق	toχuˈni boɣuzlɑtmɑq
تور	tɔr
تور بوشلىقى	tɒr bɒsluˈqji
تور يۇلى	tɒr jɒliˈ
تورخانا	tɒrχɒnɒ
تورداش	toɾˈdɑʃbaːgəjoˈup
تورغا چىقىش	tʊ̞rɑq tʃɪkɪ̞ʃ
تورغا چىقىپ ئۆگىنىش	torʁɑ tʃɪkɯp ʔøginiʃ
تورغاي	tʊ̞rʁɑj
تورنا	tɔrna
تورىنىڭ	tɔrɪnɪŋ
توز	toz
توشقانسىمان سۈلەيسۈن	toʃqaziʃɪvɑl sylæjsim
توغاچ	toɢatʃ
توغرا	tɒɢɾɒː
توغرىسىدا	tɔʁrɪsɪdɑ
توغرۇلۇق	tɔʁruluq
توقسۇ	tɒhsuˈ
توقسەن	tɒhsæn
توققۇز	tɔqquz
توققۇزىنجى	tɨqkɔzuntʃi
توقۇلما	tʊ̞qʊ̞ɫmɑ
توقۇمىچىلىق	tɒqummetʃiliq
توقۇمىچىلىق فابرىكىسى	tɔqumitʃiliq fɑbrɪjsi
توك	tɔkbjˈɛn
توك ئۆتكۈزمەيدىغان	tɵq ʔytkyzmɛjtɛʁɑn
توك قاچىلىغۇچ	tok qɒtʃɒlɒɵtʃ
توك يول خەرىتىسى	qɯ̞wʲɪn χæɾɪ̞ksɪ̞ jɛnɫɪ̞ uto
توكچىلىق	tʌχʃiliqtiˈjɑŋgɯwɯ
تولا	toɫɑ
تولۇق	tɔluq
تولۇق بەدەنلىك	tuluq bɛdɛnlik
تولۇن ئاي	tɔlun ɑj
توم	tum
تومراق	tɔ̞mɾɑq
تونۇش	tʊnˈoʃ
تونۇشتۇرۇلغان	tɔmuʃtʔurulʁɑn
تونۇشمايدىغان	tɔnʏʃmai'dɑgɑn
توي	tɔɪ
توي مەشرىپى	tʰo̞i mæʃrpːi
تويغان	tojɢan
تويلۇق ئەۋەتمەك	tojluq ʔɛvɛtmɛk
توپىلاڭ	tɔpɑlɑŋ
توپۇمغا تەگمەڭ	tɔpumˈgɑ tɛgmæŋ
توڭلاتقۇ	tɒgɾˈlɒtbu
توڭگۇز	tɔŋuz
توۋلىماق	tɔŋlɔmak
تىرانسىفۇر ماتور	kænseɾmɑtʊɾ
تىراژى	trazi
تىراگىدىيە	traːgitjɛ
تىرناق	zirna
تىرىك	trˈɛk
تىرىكئالپ	tʲɾɪkʔɑlɨp
تىزىملىتىش	tixememltaʃtʃowwˈsˈa
تىزىملىكتىن	izimliˈktin
تىزىملىكىدىن	tizimlikkidɨn
تىزىملىكىنى	tʃizmlikne
تىزگىنئەر	tezginɛr
تىك ئۇچار	kutʃaɾ
تىكئالپ	tʃiːkɑlɯm
تىكئوغۇل	tʃikɔɢɔl
تىكباش	tɪkbaːʃ
تىكتاك توپ	tiktob
تىكچام	tʃiqtʃam
تىل	tˈu
تىل بايلىقى	tɪl bɑjliqɯ̞
تىلدا	tɕuɫta
تىلفۇن	hˈɪlfmɪt
تىللا	klɑ
تىللاقان	tlɑqɑn
تىللىشىش	tˈɛlˈɪkɪʃ
تىلىقىپ قېلىش	tɪlq qælɯʃ
تىلىنى	tˈilˈlˈɛnˈe
تىلەش	kɒlɒʃ
تىلەكبەردى	tlekperdi
تىلەكبەرگەن	tʲɪlækbɛrgɛn
تىلەكجان	tˈɪlɪktˈin
تىلەمىش	tʃiɫtɒmiˈ
تىلەمچى	klɛmtɕe
تىلەمچىلىك	tˈiˈɫlæntʃɫeːk
تىلەپ	klɛp
تىمتاس	tɯ̞mːtɑs
تىمساھ	sah
تىمىربۇقا	tʲɪmɪ̞ɾpʊ̞qa
تىمۇرچىن	tʃiːmuːrtʃiːn
تىمەن	tʃib
تىمەنئوغۇز	timenɔɣuz
تىمەنئوغۇل	tɪ̞mænʊ̞ʁʊ̞m
تىمەنتاي	tɛntɑj
تىمەنخان	tʃɒmɒnˈχɒn
تىنچ	tʃiːzi
تىنچلىقنى بۇزماق	tɛnɪʃlɪqni bozmɑq
تىياتىرنىڭ	tjatrnɛŋ
تىياتىرىدىكى	tiːjɑːtˈɾedekiː
تىيىن	tʰiən˥˧
تىپ	tɛp
تىپلىق	tɛplɛk
تۆت	tødt
تۆت تال	tʁˈut tʁˈal
تۆتىنچى	tʰəˈtinˈkʰi˥˩
تۆرتۈنچ	tørtynt
تۆشۈك	kɛːˈʃiː
تۆشۈك ئېچىش	tœʃk etʃˈiʃ
تۆشەك	tøːʃˈɛk
تۆكەل	tøkˈal
تۆلۈك	tøjlitʃ
تۆمۈر ئارا	tømyr ɑɾa
تۆمۈر بولقا	tʏ̞mʏ̞r pwɫqɑ
تۆمۈر تۇمشۇق	tømirtimiʃu
تۆمۈرئۆز	tømyrɔz
تۆگگە	tɤ˧˥jˈuːtse˧˥ʔtsoŋ˨˩˦
تۆگە	tɔgɛ
تۆۋەن	tøvɛn
تۆۋەندىكى	tøwɛndɨkɪ
تۆۋەندىكىدەك	tøjɛndixidæx
تۇت	tʊ̞t
تۇتامسىز	tutamsiz
تۇتقىلى	tʊ̞tqɪ̞ɫʲɪ
تۇتۇرۇقسىز	tutɯzɯz
تۇرالغۇ	tralʁu
تۇربا يولى	turba joli
تۇرسۇن	tʊɾsʊn
تۇرغۇن	tʊ̞rʁʊ̞n
تۇرمۇز	tʊrmʊz
تۇرمۇش خاتىرىسى	tʊrmʊʃ χɑtɪrsi
تۇرمۇش كەچۈرمەك	t̪olmu̠ʃtʃormək
تۇرمۇشتا قىسىلماق	tʊ̞rmʊ̞ʂtɯ̞q sɯ̞ɫmɑq
تۇرمۇشتا چىرىكلەشمەك	tulmuʃta tʃiɣiɫeʃmɛk
تۇرمۇشتىكى قىيىنچىلىقلارغا چىدىماق	turmuʃtiki qimtʃiliqlɑːɟɑ tʃɯlmɑq
تۇرمۇشتىن ساداقەتلىك ئۆلۈم ياخشى	turmuʃtɛn sadaʁɑ qɑtlik øløm jɑχʃi
تۇرمۇشقا چىقماق	turmʊʃqɑ tʃɪqmɑq
تۇرمۇشلۇق	tʊrmʊʃluq
تۇرمۇشلۇق بولماق	turmuʃluq bolmɑq
تۇرمۇشلۇق قىلماق	turmʏʃluq qɪlmɑq
تۇرمۇشنى	tʊ̞rmʊ̞ʂni
تۇرمۇشنى ئىزغا سالماق	turmʊʃni ʔizhɑ sɑlmɑq
تۇرمۇشنى سېرىقتال ئۆتكۈزۈشكە ئادەتلەنمەك	turmutʃni sirɛχtɛl ʔœtqɨziʃkɛ ʔɑdɯrxlɛnmɛk
تۇرمۇشنى قامدىماق	tʊrmʊ̞ʂ nʲe qæmdɯ̞mɑq
تۇرمۇشنى ياخشىلىماق	turmʊʃni jɑʃimɑq
