'ar hyd y nos'	ˈaɪɚhˈidˈæŋəs
swper	swˈɛːr
sws	sos
swydd	suːˈɪst
swyddfa	sulva
swyddfa'r	sɔiɟvar
swyddfeydd	sʊi̯tgɛð
swyddi	suˈɛnˈdi
swyddog	sɔidɔk
swyddog gweinyddol	sʊi̯dʊk koːˈeːnə tal
swyddogaeth	syljˈdalgajf
swyddogion	sojð̞okjon
swynwr	swɪnɔr
sy'n	sin
sych	sˈi
sychder	sxtɛŋ
syched	saxet
sychedig	sɐχˈetiq
sychnant	sˈɛçnan
sychu	saxˈʃe
sydd	se
sydyn	tʃãn̪t̪eʃ
sylfaenol	sɛwˈenɔ
sylffwr	sɔɫfɔː
sylw	sað̞ok
sylwadau	sɐɫvaːtai̯
sylwebydd	soljkβ'beθ
sylwedd	solwels
sylweddoli	solvəðˈɔni
symiau	sɔ̃ːm˧˥jaːl˨
syml	se
symud	sˈɑmɪd
synagog	sɛnaˈgog
synamon	sʲinːæmæn
synchnant	siɣnand
syndod	tɑ̃dˈot
syniad	sɐn˩˩˦n˧jaː˧t̚˨˩
syniadau	sɐmjɐtːa
synnu	sanˈeb
syrcas	sarkas
syrpréis	ɚpɛiz
syrthio	sarke
syt	sˈɪt
syth	sˈiʃ
syth ymlaen	sˈi fɹˈʌm lˈaɪn
sâl	saːl
sêl	sˈeɪl
sêr môr	sɛɾmɔɾ
sôn	sorn
sŵn y môr	tʃuːna mˈor
tabl	tɑːpɔ
tachwedd	tʃaːhleθ
taciau	tʃakjai
taclus	tˈaklˈʃɛ
tacluso	taklisˌa
tacsi	tɐksi
tad	tsʰa˥˥
tad nadolig	sat˦ na to˧˥lɨk˥
tad-cu	tɑːtˈkiː
tad-cuod	tʃaːɑtkɛiːɔt
tad-yng-nghyfraith	tʃaːdəndhˈavrˈaɪv
tadau	tˈɛˈdˈɛi
tadcu	tɑːtkʰeːv
taenellu	tæjnekʃtjɒ̙
taeog	tɕajok
taeogdref	sajˈœktʁˈav
taeogion	tʃajokkion
taf	tˈɛv
tafarn	tsafaɾ
tafarnau	tavarnɛ
tafarnwraig	eslaalmeny
taflen	tˈɛvən
taflu	tafli
tafod	taˈvɔd
tafwys	tˈabɔːiz
tai	tsʰaɪ˥˥
tai bwyta	tsʰai̯puː˧ts˦a˥˧
taid	tʃaːeed
tair	tieːɾ
taith	θˈaɪf
taith ddiogel!	tshɪ̞w̜ː fʲiː˧ɔ̙kaːʊ˨
tal	tˈaːl
tal y llyn	tsʰæːlʲɪɮɪn
tal-y-cafn	falakaːhˈvnˈ
talaith	tˈalˈaʊθ
talar	t̪el̪aɾ
talcen	tˈɛlkən
talfryn	tˈaˈlvrˈɛn
talgarth	t̪alɣ̞arð̞
taliesin	aljse
talieson	tˈaslˈiast
talu	kˈaɫɪ
talybont	tɛlɛpɔnnt
tanau	tsan˥˥nãn˥˥
tanc	tˈank
tanc olew	tsamk ɔllɛu
tanen	tsɑːnɛn
tangnefedd	tŋneːvɛv
taniwr	tʃaːn
tanlladwyr	sanħatːue
tanllyd	sanʃit
tanwen	tsʰan˧wɛːn˧
tanybwlch	tɕanɑβuɦtɕanɑβuɦ
tap mesur	pˈɛ̃p mɛsr
tar	tˈaɾ
taran	tʃaram
tarddell	tʃarðar
targed	saɾket̪
tarian	tsariã
tarth	t̪eɾs
tarthwynni	t̪ʃars̻uɾe̞n̪i
tarw	tˈɛdə
taryn	tsaɾrən
tas wair	aːsvɑːiɾ
taten	tatɛm
tatws	tatʃ
taw	tʃau
tawel	tsʰa˥˥wɛːl˥˩
tawelwch	tawɛloɣ
tawl	tsavo
tawlbwrdd	tsawɨlgʊrv
te	tɛ
tebot	tɛpot
tebyg	tˈɛbɪktˈɛbɪk
technoleg	tɛstnɔvɛk
tedi bêr	tsakti pər
tegan	siːgæn
teganau	te̞gãnæ
tegell	tʃɛgɛ
tegfryn	tekfren
tegwen	tɛkwɛn
tegwyn	tˈɛkvɪn
tei	tˈeɪ
teiar	tsˈeɪr
teiars	tæjˈars
teifi	tˈaɪv
teifion	ovion
teigar	tsʲikʲar
teigr	t̪e̞jg̞ə
teilo	tajlɔ
teilwng	tˈɛjlˈɔn
teipio	tejpja
teisen	tʃaɪzxən
teithiau	saˈizediːˈɾ
teithio	tɐisjɔ
teithiwr	tˈæjfjɾ
teithwyr	tˈɛkwɛl
teledu	tsʰlɛtʃɛ
teleri	tˈɛlˈɛɹiɔˈɛ
telesgop	tˈɛləskˈɔp
telyn	tɛlin
teml	san˨˩bou˨˩˦
tenau	anɛ
tenis bwrdd	teˈnˈs poˈɾt
terfel	tɛrvɛ
teulu	tejli
teulu'n	tɛjlɪn
teuluoedd	tˈaɪlɪˌoʊˈɛs
tew	teːw˦
tewdwr	tˈɛlˈtˈor
teyrnas unedig	tørnas mɛteːk
teyrngarwr	tse̞rnikaror
thad	θˈɑɹd
thawelwch	saueloɣ
theatr	θˈiətɚ
theatrau	seːrˈtˈzˈral
thermomedr	fˈɛrmanbˌeːtːɔɾ
thriodd	friˈoːv
til	tɪl
tinc	tˈɪŋk
tipyn	tˈɪpːɪŋ
tipyn bach, dwi'n dysgu	tɪpːɪn baːx doːuːiːnˈdɛstgə
tir	tshiːr
tir cyfrif	tsiːr kɔvˈlɪr
tir gwelyog	tsiːr gʋɛlˈlɪdʒɛ
tirion	tʃeɾɪoŋ
tiwn	tsjun˨˩
tiwniau	tʃiŋ˨˩nia˥˧
tiwtor	tsʰiːftsʰɔr
tlawd	lauːd
tlws	tsloːs
to	tɔ
tocyn	tɒkjˈin
tocynnau	sakˈønlˌeː
toddi	tˈɚfi
toesen	tojsɛm
toiled	tɔjlɛd
toiledau	tʃojlɛtaj
tollau	tsʰoʃtɕtʰ
tom	tsɔm
tomen	tɔ̙mɛn
tonc	tjˈɛm
tongwynlais	tʃoŋgwanlais
tonnau	tʃit�al˨
tonwen	tʰɔ̀n˥nguːan
tonypandy	tʰanːəpande
tor-faen	tʃorvaːjn
toraf	tianxu˧˥tt˥tsɯ˥˩la˥˥ʂu˨˩˦tianxu˧˥ɕtɕʰjɛ˧˥ʈwɤ˧˥
torfaen	torvain
torheulo	tʰoːrhˈɛjlˈoʊ
torri	tʃiːzi
torri lawr	tˈɔrɪlˌɔˈubrɪ
torth	tˈaɾlz
tost	tɔs
tra môr yn fur	tramor al fiɾ
tra-arglwyddiaethasant	laað̞ɾið̞iai̯θasð̞jɣ̞sẽn̪t̪
trac	trˈak
trac y rheilffordd	t̪ɾakka ɾe ba foɾt̪
tractor	tsrɛkːtɔr
traddodiadol	trotʃtʲːapːoːl
traed	tɹaɪd
traeth	frast
traethau	træjθæ
trafferth	tˌɾɛfˈɛɾz
traffordd	srappor
trafod	tɕavɔd
trahern	tˈahˈɛrən
trais	tɾˈaɪs
tramor	tɾamor
tramorwr	saˈrɑmaːlrɔva
tramorwyr	tsvˈamˈɑlɣəvˈere
traphont	trˈˈafˈfˈɾˈnˈt
trapîs	trapiz
traws-sylweddoliad	tɹaʊssɪlwˈɪθɔːljet
trawsgrifio	traavskrɛvjɛ
trawsieithu	θraʊsieimalkovris
trawsnewid	trafˈznˈɛvɪd
tre	tɾe
tre'r ceiri	t̪rɛr kæjri
tre-taliesin	tɾe̞ɛ̞tːˈalˈiesɪn
trebiwt	tɾibykt
trech	srɛx
tredegar	tʃɪdekeðɯɾ
trederwen	tsɪdɛrvɪn
tref	tsɛv
trefechan	təðeːxˈæn
trefforest	trɛforæst
trefi	tsɛ
trefn	tɹænˈvne
trefnu	tr̝ɛvnɪ
trefnus	tˈɾˈvnɪs
trefnydd	tɾezniz
trefor	tɾɛvor
treforus	tɾevˈɔɾes
treforys	tɹɪvˈɔɹˈɛs
trefriw	sɾɐzvɾu
trefynwy	trevanoi
treiglad	tɹeglat
treiglo	tɹɛjgloː
treisiodd	fɾænkjɔv
treisiol	tɾɪʃol
trelew	tʃɛlɛu
trem-yr-ynys	tˈɪhˈɪmɹˈɑnəθ
tremadog	trɪmadɔk
tren	trɛn
trenau	tsɛne
trenewydd	tɾɛnɛwɛd
trengi	reŋi
treth	trˈeːf
treulio	trɛjlɪa
tri	tɾi
triarddeg	sriːaːrdək
trin gwallt	t̪rin kwaaɮt̪
trinant	tɹinam
triniaeth	tsriniais
triodd	trioð
triongl	trioŋgɫ
trist	tɹiːst
trobwll	trobos
trochfa	tɾˈɑfˈvɑ
trochiad	tʃroħjad
troed	tʃaːhˈit
troedfedd	trɔjtøz
troednoeth	tˌɾˈəʊjtnˈɔøz
troedrhiwgwair	tsxau̯idxʉwˈgwajɛ
troelli	tʃoˈʃi
troi	trˈɔj
troli	tˈroli
troseddegwr	fasˈadˈɛkɔɾ
troseddol	trɔsɛtdɔl
trosglwyddydd	trˈosklˈoːðiz
trowch	trˈoːx
trowsus	tʃɔsɛz
trowynt	trˈoːvənt
trugaredd	tʃlɪkˈʌˈɛɾˈɯs
trwch	trʊ̞x
trwchus	tˈɾˈuhis
trwm	truːm
trwmped	trʊnp˨eːr
trwsgl	trasko
trwsio	troʃa
trwydded	tɾʊiðæt
trwyn	tɾˈoin
trwynau	trʊ̞jnæ
trybestod	tˈrɑːbɛstˈɑːt
trychineb	trʊ̞xʲiːnæb
trydan	tʃˈadˈan
trydanol	tsrɔtɑŋlɔl
trydanwr	sebet̪at̪d̪oɾ
trydydd	tʃətɛːθ
tryfan	tˈɾˈavˈan
trystan	tˈɾɛstˈɑn
trystan llŷr griffiths	tɾustɑn ʃtɛɾ kɾɛfɛθ
trywel	trodobra
tryweryn	tɹɔ̀ːnɾn
trên	trˈeːn
trên ysbrydion	trenas prɛtʃion
trïo	tˈɾiːɑ
trôns	tsɾɔns
tröell	trok
tsiecoslofacia	tʃiakoslovakia
tsieina	tʃajna
tsieini	tʃe̞jmi
tu allan	tˈiː ˈæfə
tu ôl	tso
tua	tja
tuag	tseːˌak
tud	tset
tudalen	tʃiːdˌɛstˈlˈɛn
tudalennau	tsɪtˈalɛmnˈaj
tudfwlch	tˈɪtvʊlx
tudur	tsitˈeɾ
tudweiliog	sidwˈilɪə
tun	tʰiːt˰
tuniau	tsʰɯ˨˩˦niaʔ˨
twlc	twlˈk
twll	tʃoz
twm	tshoŋ
twmbarlwm	tũŋbarlɔm
twmffat	tˈʊmfˈat
twmpath	tumpas
twnisia	tɔnisˈia
twnnel	tʰuː˧˧l
twp	tʃop
twpsyn	tʰʊ̞p̚˨˩seŋ˧
twr	tsuːr
twrceg	tʊɾkɛg
twrch trwyth	tˈɔ̀ɹ tˈɔ̀ɹ
twrci	turki
twristiaeth	turɛzˈtˈɑð
twristiaid	turɛstjet
twt	tut
twyll	tɔe̞s
twyllo	tsɔjsɔ
twym	twˈi
twymyn	twˈɚn
ty	tiː
ty twyn teg	sˈi twintˈɛg
ty'd	tsiːt
ty'n y berth	tiːnˈneːvər
ty-cradoc	tikradok
tybed	tsʰatːət
tyddewi	sela
tyddyn	t̪e
tyfu	tavˈi
tyfu i fyny	tsʌbɭˈis vizjɚtunˈgol
tyle	tsɐlɐ
tyllau	tʰa˦˥saj˥
tyllau botwm	tsatsiaj bɔtsum
tyllog	tsˈakˈɔk
tylluan	tʃasejan
tylwyth teg	tʃaːl wˈɪð tˈɛg
tymestl	tʃoɾ
tymheredd	tʃiːmhɛrɛv
tymhestloedd	təmhəztlɔɪθ
tymhorau	tʃɛmɦoraj
tymor	tsømˈlɑr
tyn-y-coed	sin˨˩kʰi˧˧
tyndra	tɕaɪ̯n˥˩tɾaː˥˩
tynged	tʃʃ
tynnu	təne
tynnu llwch	taniː˧
tyrcwn	rkʊn
tyrd yma	ɛtst dˈə mˈɛʁ
tyrfa	sǎŋ˥˥fɑŋ˥˥
tyrfaoedd	tsɛrvaːjɔs
tywel	tˢoˀwˀtˢl˥
tywod	tˈɪwɒt
tywodfaen	tˈɔːwˈɑldvˈajn
tywy	saˈɔmiːn
tywydd	təwˈɚs
tywyll	tˈɛ
tywyllwch	tsɐoːrpɐlɐχ
tywyn	tˈɚvˈɛn
tywysog	tsɔwɒtsɒt
tywysog cymru	tsʊ̞gɵsʊ̞g kʏ̞mɾɛ
tywysogaeth	tsʰtʰwəzsɔgæif
tywysoges	t̪eɣ̞asoɣ̞est̪
tywysogesau	tokəsɑl
tywysogion	tɐvɐsˈɔdgiˈɔn
tân	tɾan
tân gwyllt	tˈɑːn kˈʊɐçt
tân mawr	taːn maːwr
tîm	tˈim
tîm pêl-droed cenedlaethol cymru	tʰiːm pɛld roɪd kːne̞dʒlai̯θ æl ˈkɪmbɾɪ
tŵr rheoli	tsʰua˥˥ a˥˩i˥˩ oʦ˥˩li˥˩
tŷ	tʃiː
tŷ bach	t˦e˦˥baːx˥˩
tŷ bwyta	tɪpulte
tŷ croes	tsiː kɾɔys
tŷ diwylliant	tʰiːdwɛnɮamt
tŷ gwydr	tɕʰi˧˧ kuit˦˥tio˨˩
uchaf	iːxv
uchder	ɪχtar
uchel	ikel
ucher	χɛr
uchod	hˈiθˈɔt
uffern	ɛffɛrn
ugain	ˈeɪˈgeɪn
ugeinfed	eˈgeːnvˈæd
un	bɪ̞n
un ar ddeg	ĩŋaɾðeʔk
un ar ddeg a phedwar ugain	ĩnoɾð̞e es fetʃ β̞aɾikan
unarbymtheg	iːnɑhbɑmfek
unarddeg	jnärdˈɛk
undeb ewropeaidd	ɪn depː ɪwˈɹoːpəɪəs
undeg	ɛndɛk
unfed	inved
unffordd	enforð
unig	ˈænˈeɪˈɛk
unigedd	ɛːnɪgːæz
unigol	jˈniːgˈɑl
unigryw	enɪkrɪw
union	ɛndiom
unlle	ɪ̞nsɛ
unol daleithiau	tʃinuol dɛ laisiei
unol daleithiau america	jnul d̪e ljsio j ameɾika
unrhyw	ɾɪw
unwaith	enwaʕ
urdd	tʲeɾð
utgorn	ɔtsʲkɔrn
uthyr pendragon	iðɛɾpɛn ðraɣo
uwch	ˈœʁ
uwchlwythiadau	jʊ̞χʊ̞θjɑtɑj
uwd	eɣ̞s
vyrnwy	daɾnɔʋɑj
w, ŵ	ˈu ˈu ˈu
wadin	uʝaɾdɪn
waeth	wˈaɪf
wagen	ɔːkɛn
wal	wal
wal atal	al atːˈel
wal derfyn	ual tero
wal donnau	la ke nai
wal dân	wˈɛl dˈʌn
wal gerrig	waːl geˈɾiːk
wal gynnal	aːl ɣ̞nell
waldio	abãnʝɔɾ
wallog	wˈʌslˌɑl
warcheidwad	vˈaxˈejdwˈɑt
warden llifogydd	waɾdɪn tʃiɾ bɔɫ giɾs
warws	varus
warws bond	ʝˈa ɾespon
wasanaeth	wasanaʲtsʲ
wastad	vˈasdˈɑd
wats	wɒtʃ
waun wen	laɪnˈvˈɛn
waunfwlchan	wˈaɪnvˈɚlhˈæm
wcreineg	ukrajniɛk
wcráin	kɾajn
wedi	bʲe
wedi blino	bwɛtɪ blina
wedyn	kwatˈe
weinyddwr	bainað̞oɾ
weithiau	uʲisjɐ
weithredu	umfˌɛstˈe
wela i chi eto	mʊɫɑj xieto
wella'r	wætʃaɾ
welydd	ɔːləv
wfftian	oftjãn
wfftio	ʊfftøø
william wallace	wˈɪljəm wˈɔlɪs
winwns	iːtnõŋs
wiwer	wˈiwˈɚ
wiwerod	vo̞iroʊd
wlad	blˈɑd
wlser	pult̪sər
wnaeth	unai̯s
wnaethon	unhasɔn
wneud	nˈaɪd
wobr	wˈɔpɚ
wraig	bɾæjg
wranws	luɾanos
wrecsam	ɾɛksam
wreiddiol	pɾefjɣ̞sjõŋ
wreter	ʏrɛtæ
wrethra	poɾazɾa
wrth	pors
wrth gwrs	korzkorz
wrthym	ɔɾfɛmp
wy	oj
wy pasg	ue pask
wyau	ojai
wyau wedi'u ffrio	ugʎaj kwatːej fʎo
wybodaeth	oboːndaːθ
wybr	wit̪iɾ
wybren	wiprɛm
wyddai	alzˈaɪ
wyddfa	wizvã
wyddor	betoɾ
wyl	wˈɪl
wylan	ubilana
wyliau	wˈɪtzɪ
wylo	ulˈɑt
wyn	wˈeɪn
wyneb	wˈɛnab
wyneb i waered	tʃiːzi nˈɛv ˈaɪ wˈaɪr ˈɹed
wyneb yn wyneb	wanˈnʌb ʋanˈnɑb
wynebau	guinˈtˈbˈaʎ
wynebgwrthucher	wˈjˈnˈɛbqɔɾsˈaxxɛɾ
wynebol	aːjnˈeːbˌeːl
wynebwen	wˈɪtnˌatˈəwˈɛn
wynn	uˈɪn
wynne	wˈɪn
wyntog	wˈɪntɚ
wyr	oe
wyres	wireθ
wyresau	prasa
wyrion	ojʊɾeɔn
wysg ei din	uʃˈkˈdiːn
wystrysen	ʃtɾasˈɛm
wyt	ətʃ
wyt ti	iːtiː
wyth	oi̯s
wythawd	ɔisɑud
wythnos	uˈisnˈɔs
wythnos diwetha	oːr θnˈu tˈiː bˈɛθˈa
wythnosau	oifnosaj
wythnosol	pojsnosoɫ
wythongl	ʊsˈaŋgəl
y	œ̃
y bala	aːbaːlaː
y beibl hebraeg	ababəl hɛbrajk
y brenin arthur	ɪ̞brɛɲɪn ɑrθɪ̞ɾ
y car llwyd	ækaːɾsˈɾøːˌæd æˈkaːɾ slʌɪt
y celtiaid	æˈkel tˈi ˈald
y ddaear	ðæjˈɑr
y ddeddf	ʔaːzɑːjɑdʒi
y ddraig goch	æðræjkː oɦ
y ddraig goch ddyry cychwyn	nʼglaʔiːkʊχ tʃarjkhæxɫʲ
y ddraig las	a fɾaglas
y deyrnas unedig	ʊ̞tʲɪrnæs ïinɪ̞tɪ̞g
y drws	a dˈə ɛtˈa
y drydedd ddeddf	æˈdɹødɪd dˈæf
y dyn	ˈa diːn ˈa diːn
y felinheli	ˈævælˈɪn hæˈli
y fenni	ɦyːˈbɑːnɪ
y ffindir	a fĩn pjeɾ
y ffôr	a fɔː
y gambia	a kampja
y gath lwyd	əgəθ lˈɔɪd əgəθ lˈɔɪd
y glec fawr	tɾˈɛst kˈfˈald
y gloch	kloɣ
y gododdin	ɪkˈɛdal ɪn
y gwyliwr ar y tŵr	guəl̪ioɾ aɾˈa t̪uɾ
y gwyllgi	a gwˈɪski
y gymraeg	la kamɾat̪
y lliwedd	a siuaʝ
y rhath	eːrɑːθ
y rhyl	æʃɪlˈ
y sblot	asplot
y swistir	a sˈoˈistˈɛɾ
y tylwyth teg	ˈeɪ tɪlˈutˈɛtˈg
y tywydd	ə toː wˈɪθ
y tywysog bach	ə tə wəsɔk baːx
y wladfa	oɫad̪ va
ych a fi	ax ab
ychafi	axavi
ychwanegol	oɣ̞ɣ̞wanjgõl
ychydig	axedɪg
ychydig bach	ˈa xˈadɪk baːr
ydw	adu
ydw i	akːoːj
ydw, tipyn bach	ˈə dˈo tˈɪp ˈeɪmbaɣ
ydy	adˈde
ydy e	ɦw̜sjɦ
ydy hi	ətiːeʔ
ydych	atˈax
ydych chi	qɑtˈxˈiː
ydyn	a
ydyn nhw	ət̪iːn ɦoː
ydyn ni	ətniː
yfed	ɒˈvet
yfory	afoɾe
ym	ɛm
ym mhen llŷn	øm hæn iːn
yma	ɑ̃nɑ̃
ymadael	ɑ̃ˈtˈaˈʁ
ymadrodd	ɛmantrɔs
ymaith	əmˈaɪf
ymarfer	emaɾvɛr
ymarfer corff	nðaːn ð̞eːr̥ kˈoɾf
ymateb	ɑmai̯tːɪd
ymatebodd	amatɛbɔð
ymbarél	amβ̞aɾel
ymbil	ambe
ymchwil	ˈɛmfʁˈˈœʁ
ymchwil gymhwysol	ˈam xˈajl qamˈhˈaːj sɑl
ymchwiliad	anxaliaːd
ymchwilio	əˈmxulio
ymddangos	amðaŋgoz
ymddeol	emð̞l
ymddeoliad	ãmbð̞oʝjat
ymddiddan arthur a'r eryr	au tə sˈiz mˈɑːɹsidˈɛ
ymddiddan melwas a gwenhwyfar	ni tʰanʔ mou̯ toj sátmãn pʰeːzõŋ
ymddiheuro	amðihejra
ymddiried	ɑmˈðəriːˈyat
ymddwyn	amzoin
ymddygiad	hømbɑlkɛld
ymdopi	amdopˈi
ymennydd	tˈɛzmɛnˈɛs
ymestyn	amɪstʃɪn
ymfudiad	ɔ̃nˈʌtˈɛtˈ
ymgnawdoli	amgrandðəɔle
ymgynghorol	amɣ̞ãn̪t̪au̯ral
ymholiad	ɯnˈhaljɑːt
ymholiadau	lɛmhɔliataj
ymlacio	lalakjɾ
ymladd	laβ̞laβ̞
ymlaen	amlain
ymofyn	t̪emoð̞ɪn
ymolchfa	baːmɑxla
ymolchi	amoxe
ymosodiad	jˈɛnˈvˈsɑːtˈjˈæd
ymosodol	amuzsɔtɔl
ympryd	empˈrˈitˈ
ymreolaeth	əmɹiːɔlaɪf
ymson	ɛmsɒn
ymsymudiad	hœ̃nˈsɛmɛtˈjˈat
ymwbyddiaeth	æmwɪpəziːjˈf
ymweld	ˈaɪnwˌɛld
ymweliad	amwˈeˈltˈɛt
ymyl	emil
ymylon	ameron
yn	mi
yn annwyl i mi	anajnɛ
yn araf	ʔɑnɑːrav
yn bresennol	embe zɛn̪t̪ ŋoo
yn brydlon	ẽmpɾat̪ lot̪
yn ddi-baid	ə ˈðiː baɪd
yn erbyn	ẽn eɾpe
yn ffodus	ˈænd fˈɔɹ dˈɛs
yn fy marn i	an fɛmaːrɛn ɪm
yn fyw	anveu
yn gyflym	ẽn̟θaβ̞lem
yn gyntaf	enkənta
yn hollol	ãn̪t̪ɔft̪
yn hyn	an˩˩˦ en˧˧
yn ogystal	ən ogˈʌstɑ
yn well	tˈɪ wˈɛtʃ
yn wreiddiol	en ɾɾeidɪol
yn y cae	anakai
yn ychwanegol	anː˧ħmonaːjgɑʋ
yn ôl	eɾnˈoː
yna	ænæ
ynad	ajnot
ynfytyn	an˥˩n˥˩
yng	a
ynganiad	ŋaːnjɒt
ynganu	faŋaːn˩˩˦e
ynghyd	angɛld
ynghynt	angˌɛnts
ynni	ajn˩˩˦e
yno	amez
yntau	an˥˥tsʰa˥˥
ynyr	la
ynyra	ɑlˈmɑrˈʕa
ynys	ãnes
ynys afallon	mið̞is d̪e son
ynys brydain	anɣ̞s pɾest̪ãĩ̯n
ynys enlli	enˈɪsəntli
ynys llanddwyn	ẽn̪is fãn̪vmzo̞jn
ynys manaw	ẽn es manau
ynys mon	jnɔ̀smɔːn
ynys môn	ben es noːn
ynys prydein	tʃinio spetːˈal
ynys wyth	ã nes ois
ynys y garn	la nˈe sˈa kaɾn
ynys y nadolig	ãn̪esk ẽn at̪alik
ynysangharad	ɛnisaŋhaɾad
ynysddu	ẽnesð̞ie
ynysgynwraidd	ãneskannoɾaið̞
ynyslas	anislas
ynysoedd prydain	anasoi̯ð pɾadain
ynysoedd y sianel	ən ˈeɪ sɪlə dˈə sɪlˈnəl
ynyswen	anˈɪzue
ynysybwl	æneːnsɑpˈul
yr	ar
yr affrig	ɾˈaˈfˈek
yr afon fenai	ɔːraːvɔn vɛːnaj
yr aifft	əˈrɪvd
yr alban	bravan
yr almaen	arulmajn
yr amerig	ɾɑberɪk
yr antarctig	ˈøːran takplˈɛk
yr arctig	ʊ̞rɑʊ̞ktʲik
yr ariannin	ɾaɾjamẽn
yr eidal	að̞e̞j t̪al
yr eifl	ar æjˈbɑl
yr emiradau arabaidd unedig	rɛmɛratai aːrabai dɪ nɛtɪ
yr hen ogledd	ar heːˀːn æɒ̯ glæð
yr iseldiroedd	ɾɪˈsɪldi ɾɔiz
yr wyddfa	aro adva
yr wyddgrug	arβ̞es t̪ɾe
yr ymerodraeth rufeinig	rømraltrøɪ̞ð rʏʋajnɪ̞k
yr ynys las	æɾˈɔnɪst las
ysbaddaden bencawr	ɔsɓaðɔkto jen benkau
ysberin	bəspɛrɾɛŋ
ysbio	espio
ysbryd	astpɾjˈð
ysbrydion	aspɾetːiːan
ysbrydnos	asproʈnos
ysbrydol	asˈpˈɾˈaːdˌɑ
ysbrydoledig	aspɾadɔlɛtɨk
ysbrydoli	espɾoð̞olj
ysbytai	ɛsdɔtsai̯
ysbyty	aspãti
ysbyty cynfyn	asputti kanvɪn
ysbyty ystwyth	æs bati jˈɛst wˈɪθ
ysfa	espai
ysgafell wen	alɛs gˈab ʔes wˈeɾn
ysgafn	sgaːvˈl
ysgall	asˈkaɾ
ysgariad	as̺kaɾɪat̪
ysgaru	kaskarɛ
ysgerbydau	tʃiːdˈarpətˈaɪl
ysgewyll brwsel	ɛs keu el pɾuzau
ysglyfaethus	asklˈɪvˈʌiθˈɪs
ysglyfaethwr	asiklˈadɨdˈifˈoɾ
ysgol	ɛskɔl
ysgol feithrin	bãskal β̞aʝ t̪ɾẽn
ysgol gynradd	eskol kẽn̪ɾat̪
ysgol raff	ʃkolraːf
ysgol uwchradd	eskol es wxlwð̞
ysgolfeistr	əskˈɑlɚbistˈoʊn
ysgolhaig	əskoːlhəɪk
ysgolion	tˈesskolˈiom
ysgraff	ɛʃkraf
ysgrifbin	eskɾivbið̞n
ysgrifenedig	kruːvinneːtːiːk
ysgrifennu	eskɾiβ̞ẽn̪a
ysgrifennwch	bəzgəɾjbenoɣ
ysgrifennydd	asˈkɾivˈenˈɛð
ysgrifenyddes	skrɪvɛnəðəs
ysgub	tˈo
ysgubo	æskɪppɑ
ysgubol	askepa
ysgubor	asˈkiβaɾ
ysgubwr	eskipur
ysguthan	askefan
ysgwyd	əskwɪd
ysgwydd	asˈkwɪð
ysgwyddau	æskɹɪðˈɑ
ysgyfarnog	eskabaɾneu
yspyty ifan	asˈpetːse
ystafell	astabʲit
ystafell aros	astava eʃarus
ystafell fyw	astabatʃ vɨu
ystafell loceri	astabil lokeri
ystafell newid	astabɛɮ nɛwɪd
ystafell wely	estabis dʒoio
ystafell ymolchi	estabe θe molxi
ystafelloedd	aːstəvˈtʃloz
ystalyfera	estalabeɾa
ystlumod	slemmˈɑ̃t
ystod	astat
ystrad	astɹˈed
ystrad clud	plˈeɪd
ystrad tywi	astˈɾatəvi
ystradfellte	ʊ̞sdratwɛ̀ɮtɛ
ystradgynlais	bˈastɾəkdˈənlˈaɪf
ystum	tʃastʃin
ystumiau	æstɪmˈiːaj
ystumio	astʃiːmgˈa
ystumllwynarth	ast̪emɕuĩnaɾθ
ystwr	astur
ystwrio	astˈuːrioː
ystwyddo	tˈɛsttˈuːldˈɔ
ystwyll	astuˈɪs
ystyfnigrwydd	ləʃteˈvˈnˈɪkgrˈuːiːθ
ystyr	astɛr
ystyriaeth	æstɪ̞ɾjæt
yswiriant	laswiɾjant̪s
ysywaeth	əsɔːwˈaɪf
yw	ew
yw e	ew˧ɛ
yw hi	ɛwhj
yw'ch	ˈilɛx
yw'n	ɛwːn
yw'r	uvr
ywain	ˈoʊwˈaɪn
ywen	aw˧˧wan˨˩˦
zirconium	sɛɹkɔnijam
ársenig	arsɛnæg
â'r	ˈaɾ
éowyn	eɾɔn
ên	eːl
îsl	iʃsu
ôl	ˈɔl
ôl-gerbyd	oːlgærbɪd
ŵy	ue
ŵy wedi'i ferwi	ui e te verʊi
ŵyr	wˈɛɹ
ŷd	it
“cymru am byth”	kəmbɾi ˈan bes
