'chuile sheans	hella hænts
iarmhar	iːrgˈoɾ
iarnród	iɾɾənɹɒd
iarnród éireann	iɾiŋɾuɒd deʃl
iarnóin	ʲirnoʲ
iarr	i̠ɾ
iarracht	iːrˈaxt
iarraidh	hˈɪɹɪg
iarraimíd	ɛrmɨdʒ
iarrann	irɨm
iarratais	iːrˈtævʃ
iarratas	iʲɾasas
iarratasóir	kʲeɾetɪsˈɑwɪr
iarrfainn	iːɫdˈmˈ
iarrthóir	iɾɦoɾ
iarsma	pˈeɪɹzmˈɑ
iarsmalainne	eɾsmuɫlana
iarsmalann	ˈɛɹzmɪn
iarta	ɪrtɛ
iarthair	ˈaɪvə
iarthar	jˈʊɾ
iarthar chonnachta	iʲhär χɑnɑqtɑ
iartharach	ɛ̀ɾæh
iarthuaisceart shasana	järɦøːl ʃkˈrɛt hasnˈŋˈa
iarúsailéim	jɔːɾˈusˈtɛlɛm
iasacht	jˈɛssˈɪçt
iasachta	jæssexte
iasachtach	jæsɑqtɑq
iasachtaí	iːzˈɑxti
iasann	asan
iasc	lɪəsk
iasc an deiscirt	iːzst kønˈdʒɛʃkøʃt
iascach	jˈɛstkɑh
iascadh	ˈiska
iascaire	izkɾə
iascaireacht	iːskədʒaxt
iata	et̪a
iathghlas	ˈiɾʒˈɛlɑf
ibormeith (old irish)	e vorma
idad (old irish)	iːðoz
idir	hˈeɪdʒɚ
idir an dá linn	edʒiɾɯn daːlɪŋ
idir láimh	edʒ eɾ lɔʁds
idir í	eɣ̞s eð̞e
idirbheartaíocht	tʃiɾlærtjɑqt
idirbhliana	ˈɛtɪvrˈɑnˈɑ
idircheo	ˈɛɹdʒˈɚçɪŋ
idirdhealú pá	ˈɛts ˈeɪ jˈɛlʊ pˈɔɪ
idirghníomhach	ʃoːztqɯnnɑq
idirleathadh	itʃɛnlɛhɑ
idirlín	ɪdʒrlɪ
idirlíon	kədʒɛlˈeɪn
idirnáisiúnta	ked̪enɔɾeɣ̞sĩŋt̪e
idirspléach	ˈɛtˈɪstplˈɑq
ifreann	yffɾˈɑ
ifrinn	jˈfɛgin
ilchultúrachas	ɪlqɯlˈtɑrɪxˈis
ilchultúrtha	aːlxlθoːræ
ildathach	ɪ̞ltʰɑq
ildathacha	ildaːxˈa
ildánach	ɪlˈɾɑləv
iloireadas	ælɔɾatɯ̞s
ilphósadh	ilfˈosˈo
ilsiamsa	jˈulʃˈibʃa
im	iːm
imbas fiosaíochta	ɛmpəs fɛsʃɪqtə
imbas forosnai	jˈmˈɔs fʊəsi
imbhualadh	ænbwɣɑɫæ
imbolc (old irish)	imoʝ
imbolc - imbolg	imɑɫɯ̞k
imchaint	ãnxˈaɪl
imchlúdach	imχʊ̞ðˈɑç
imdháileoir	emɣ̞aaʝos
imdhíonacht	ɪ̞mjɪ̞nχd
ime	me
imeacht	emˈaxt
imeachtaí	emaʁsˈ
imeall	emal
imeallach	iːməlɑx
imeartas focal	ɛmaːtast fokaːl
imeochaidh	ɛmaʊχa
imeoidh	emo
imfhios	eniz
imigh	ɛˈmi
imir	emir
imirce	emakˈ
imirceach	dˈiʁbˈɛkət
imirt	imˌɛt
imirt cháidheach	imˈas χˈaɪiːq
imithe	ɛˈmɛhe
imleabhar	emlæɵr
imleacán	emlekal
imlitir	æmɫɛttʲɪr
imní	ɛːmˈriː
imoibreoir núicléach	ˈɪn ˈaɪvdɚz nˈukli
impire	empeɾə
impireacht	ʔeːmpeɾˈɑxt
impireacht na breataine	ɪm pɪːn rʲast bræːtɪ ne
impireacht na róimhe	e̞mpe̞r ɾɒχtɒ roːoːðɒ
impím	impjem
imreofá	emroho
imreoidh	emɾɔ
imreoimid	imbrɔimg
imreoir	imɾos
imreoirí	imrode
imrígí	emle
imrímid	imrˈimitʃ
imríonn	emrejoɾ
imríonn sé don chéad fhoireann.	ɛmnɛn tʃɛjtɔn he adɛn
imrítear	emɾitˈøɾ
imscrúdú	emeskɾɔtʰʊ
imíonn	ɛmjum
in	ɪn
in aghaidh	ɛnˈaɪ
in aice	ɛnɛkə
in aice le	ənˈakələ
in ann	eɾaum
in aon chor	ɒnæ jɪ̞nt qɑɾ
in ard a chinn	la kapti hiːn
in ionad	æn ɑnʊt
in iúl	ẽn oɛl
in éindí	enignt̪j
in éineacht	hʲen hijm qɑt
in éirinn	ne̞jne̞
in-athúsáidte	nʲeu̯sɐtʲːa
ina	enˈa
ina chodladh	ænːɑː χˈɑlɑ
ina codladh	ɪ̞nːɑ qɑɫɑ
ina dhiaidh	ˈæn jˈɛ
ina dhiaidh sin	tut nʲa jeʂʲa
ina dhúiseacht	ɪn ɾʊʃɑrt
ina diaidh	en
ina luí	ɛnaːl vjɔjɛ
ina suí	ɛna si
inadhainte	janojɑnʲtʃæ
inbearrtha	ɯnbaːħɑ
inbhear	ɪnvɚ
inbhear nis	ɪnvˈɚnɪʃ
inbhosca	tˈɪnvˈɔskə
inchinn	ænkæin
inchurtha le	ʔiːnˈxɑlɑlɑh
indiam	ɛndʑɛm
indinéisis	iˈndinejiʃiʃ
indreabhán	entrɛβaɾ
infheicthe	jˈɛnɛk
infheistíocht	ɛnæʃtɪ̞r
ingearach	ɪ̞ŋgɪ̞ræx
inghinidhe	enjˈne
inghinidhe na héireann	iːn iːn iːn iːrɪ̞n
ingne	aŋna
inimirce	enɛmɛrki
inimirceach	ɪ̞nɪ̞nəkæx
iniompartha	enɑːmpərɑː
inis	bɪnɪʃ
inis beag	ideːʃpijɯv
inis bearachain	en iʃ pæræxæːn
inis bó finne	ɪ̞n ʲis bɔl fɪ̞nɪ̞
inis ceithleann	ən ˈɪz kʰeθən
inis céin	fʲinnaʃkʲaɾjɛn
inis córthaidh	en ɪz kɔɹhˈl
inis do mháire i gcogar é, is inseoidh máire don phobal é.	nʲistɪ fɑjrɪ kɔɣrɛ zɲoŋsʲik majrɯ dɔ̙n bɔbɨlɛ
inis faoi	ɛn ʃfɛj
inis fáil	jænɪ̞ʃ fɑːl
inis glas	iːnɪʃ klas
inis gé	enɛʃtɛj
inis meáin	æn mæn mɛ̃ʌ̹lˈɛ
inis mór	iliʃ moːr
inis oírr	enɪˈʃi jˈɑɾ
inis sionnach	enɪ̞ʃ ʃɯ̞nɯ̞q
inish cealtra	enɪʃ kjˈatrɐ
iniúch	enɛ
iniúchadh	dʒypnʲuxa
inláimhsithe	ɪnlɔvˈʌfshɑ
inmhe	envˈɛ
inmheánacha	iŋvijɒnˈjɒ
inmhianaithe	jˈnvˈiːɾnˈɛ
inneall	enʝos
inneall dóiteáin	jɛnɛl tɔtʃan
innealra	enorlo
innealtóir	jɪnilfɛwɛr
innealtóir bogearraí	iːn˧˧ w˧ˈt˥g˧ ʁj˧˥ bɔg ʁiː˧˥
innealtóir núicléach	ja tsuɫ nukar
innealtóirí	enɔltojiɾe
inneoin	aɲːõːn
inniu	dˈiːmnˈoːv
inniúlacht	ænjɯ̞uɯ̞ðʊ̞qt
innti	inte
inné	tʃi
innéacs	ənˈɛɹkst
inní	enˈni
inroinnteacht	ənɾuːjˈnθart
insan	ənsˈɛn
inscne	insknabˈ
inscortha	enskɑɾɑ
inse	entʃe
inse chór	entʃaɣoɾ
inse geimhleach	ĩːnʃiːk eːɦeplax
inse ghall	entʃaɣɑl
inse orc	ˈɪntʃə ˈɑɹk
inseacht	iːnʃatʃ
inseoidh	entʃo
inseoimid	ˈɪnʃˈoʊmɪdʒ
insint	iːntʃet
inspioráid	ɛnspɾatʃ
instealladh	inʃtɕalo
institiúid	ɪnstɪtˈut
institiúidí	iːnstitˈudeɪ
insím	entʃɪm
insíonn	jˈɛnʃiːdʒˌeːm
insíteá	niʃsʲitsʲe
inteacht	ɛntʃaft
inti	entˈe
intinn	enˈtʃæŋ
intinneach	iːntsnˈɔx
intleacht	ənklɛʁt
intleachtach	ʲintlɪ̞qtɯ̞q
intuigthe	entˈeki
inár	end̪oɾ
iníon	eneːn
iníon deirféar	entrˈɑj
iníon gaoithe	iːnˈiːn ɪ̞nɪ̞n ɪ̞n ɪ̞n
iníon uí	iːjˈniːn ɪ
iníonacha	jænˈnʲiːnɔxɑ
iobhar	ɒˈvɒɾ
iodhadh	bja
iodáilis	dɑlʃ
iodálach	ɪ̞dɑʊ̞ɑq
iolar	eɾaloɾ
iollann	ɔ
iomad	ɑmɑt
iomadúil	umaðəuːl
iomaint	ɢɛmˈnˈɑdt
iomair	omɑt
iomaire	ɯ̞mɯ̞rɯ̞
iomaitheoir	omghˈoːd
iomaitheoirí	ummehoidʒiː
iomanaíocht	lmaːnɟəqd
iomarbhá	ɑ̃ɑ̃avˈa
iomarbháidh	omɔrvɑh
iomarca	omrakˈa
iomarcach	ɑmɑrkɑχ
iomas	amɯz
iomaíocht	umhˈuʁd
iomchuí	ɑmχɑj
iomlaisc	ɒmlɒʃ
iomláine	ɑmɫɑnʲe
iomlán	ɔːm
iompaigh	ˈumpa
iompair	omplit
iompar	ampɚ
iompartha fola	ampɾa falˈa
iompróidh	ompˈɾˈo
iompó	umpo
iompórtáiltear	impoəɬsrɛtɕə
iompú	ˈompɔ
iomrall	emɾɑl
iomramh	umra
iomrascáil	əgːustɑːr
iomrá	ombra
iomáin	omon
iomáint	læfteːtˢst
iománaíocht	ɪːmɑːliːəkt
ionad	iːnˈnˈɯd
ionad cosanta	eˈnæt ˈkɒzɒntə
ionad maor	alɑtmɑjɑɾ
ionad siopadóireachta	ɒn lɒzitʃɒ pˈɒdɒ ɾɒqdɒ
ionad sláinte	onotstaiːtse
ionadaí	anadɑj
ionadh	iːnə
ionaibh	ɒlɒv
ionaid	hˈomˈɑt
ionainn	niː
ionam	ɑnɯm
ionamh	ɒlub
ionann	lɪŋɪm
ionannas	ɑnɯnɯ
ionar	enoɾ
ionas	ɑnɯz
ionat	ɒnup
ionathar	ɑnɑhɑr
ionatsa	ɑnɯtsɑ
ionatán	ɑnɑtɑn
ioncam	tɛnkm
ionchais	anɯˈχɯʃ
ionchas	ɑnˈdɑχas
ionduchtú	imdɔxtʊ
ionfhabhtuithe	omg
ionfhabhtú	unˈɑftuː
ionga	ɯ̞ŋgɑ
ionga méire	iŋgɑ meːˈɾe
ionlann	ɔnˈlɔn
ionnarba	enˈaɾba
ionracas	ɑnɫɯɾɯkɯz
ionraic	onlɛrek
ionraicas	ɑnɑrekas
ionraice	onɾɛkæ
ionsaigh	untstso
ionsair	ænseɾ
ionsaithe	nsɯ
ionsaitheoir	unseiːɦoɾ
ionsaí	ɔnsi
ionstraim	instrʉm
ionsuirthi	ɑnsɑɾ
ionsuite	antzɯtsɯ
ionsú	ponsu
ionsúchán	ɔnsuχɑn
ionsúigh	tut
iontach	iːntɑq
iontach ar fad!	iːnt xaːr faːt
iontach álainn	iːntˈjˈjɒːlˈanlˈnɒː
iontacha	antˈħa
iontaigh	ˈdʒiːzeis
iontaise	iːntˈiʃi
iontamhlacht	ɔmtʰɑːlˈɔxt
iontaobhas	antˈiviz
iontaobhaí	antˈɛvɪ
iontaofa	intufe
iontaoibh	ɑ̃pɹˈif
iontas	iːnfəs
iontrálacha	aːntɾɑlɑxaːr
iontu	antˈɯ
ionú	ˈɔ̃nə
ionúin	ɑnun
iora	bɛn
iorras	ɾɯz
ioruais	oiɾuis
ioruaise	ɾuʃæ
iosaef	mɛqvjoˈsɛf
ioscaid	izkɪt
ioslamach	ɪ̞zɫɯ̞mɑq
ioslódalfaidh	isˈlotala
iospartaigh	afˈoɾtɜ
iosrael	ɪsɹˈeɪl
iosta	esta
iostanbúl	ostˈɛnbuːɫ
iothlainn	ɛɬɛn
irial	bɪrɑjɯm
irial ó ceallaigh	aːt iːɺ ləʃːalːe
iridiam	ɪrdidʒim
iriseoir	ˈɪtəʃˈɚ
iriseoireachta	ɪ̞rɪ̞ʃɪ̞rʊ̞xtɯ̞
irisleabhar	kɾaʃɫeɦoɾ
irisí	ðəbˈɪsttˈu
is	ˈɛs
is ait an mac an saol	ɪts ˈæt jˈæn mˈæk ənd sˈeɪl
is aoibhinn liom	ˈɪs ˈiːvən lˈɔm
is aoibhinn liom mo mhamaí	izivin lˈʌng ˈɔvɑmi
is as ... mé.	ɪs ˈæz mˈeɪ
is as an mbreatain bheag mé.	es ˈæz ðəm natljˈɛn vægmˈa
is as conamara ó dhúchas í.	es sˈɛz kən ə mˈɑɹ oʁˈɛθe
is beag	spˈɛk
is bean mé.	spæn me swˈma
is bean í.	ɪspˈæni
is brea liom	ɪspɹəlˈɛn
is breá liom	es pɾeɾa lʝum
is breá liom an t-amhrán seo	ɪspjɪɐwɑlɪm antɔːrɑːn tʃa
is buachaill an-dathúil é	ɪspɪx ælʔaːnta hula
is buí le bocht an beagán	buʔəla pɑxˈtən bɑːr
is comhlán	ɪts kɔːlɔn
is cuma liom	lmɛnlɔmɛ
is deise	ʃtʃɛ
is dócha	nʲa stoʲi
is dóigh liom	stawɨla
is ea	iʃa
is eachtrannach é an duine ó thar lear.	isah xətənˈn uχʰjɛndin uħ ħalaħ
is fada nach bhfaca mé thú.	es vˈaða nˈɑx wˈɑɣən mɛ̞j hˈu
is fear mé.	zfɛrmem
is fear é.	sala
is fearr	bɪstʃuaɾ
is fearr a bheith díomhaoin ná drochghnóthach	ɪts fˈɪlər ˈʋˈrɪdɪvɪɪ nˈˌɑdrɣ nˈoːxə
is fearr an tsláinte ná na táinte	is ʃɛlɑrɯn tʃlɑjntʃɪ naːnɯ tʃljɑjltʃi
is fearr foighne ná fortún.	ɪts fɚ fˈaɪn ˈɪn ðɪ fˈɔɹtʃtˌʊm
is fearr gaeilge bhriste, ná béarla cliste.	eswær qojlæn brɪxtɪ næbjɜlɑ klistɪ
is fearr leat	es faɾlat
is fearr liom	sjɔlʊ
is fearr mac le h-imirt ná mac le h-ól	iː sˈɛr mˈɑklɛhɪ mˈyrt naː mˈakklɛhˈɔl
is fearr rith maith ná drochsheasamh	kə fjarɾ rʊhma nadroːxasuv
is fiú	tˈɪs fˈɪl
is fiú duit é	iz fʲildɛ tʃe
is fiú é	lɪs fˈɚlɚ
is fiú ór na cruinne é	ðə fjuː wɔːr ˈɪn ðə kɹˈɪnjɚ
is fuath liom	la
is féidir	esfejtiɾ
is féidir linn	ɪs feɪt ˈɔɹ lˈeɪd
is féidir súil eile a chaitheamh air.	æʃuːʕdɪd sˤuːj la laħħɑðˤʃ
is glas iad na cnoic i bhfad uainn	sklˈɐs hˈi hˈad məˈkɹik wadwˈeɲ
is gráin liom	s kɾonlam
is gá dhom	ɛs kaːrɔm
is iad sin m'eochracha	setʃ ˈnɑxrɛxˈɛ
is iomaí	lɛs pæe
is ionann	kiz ɔŋim
is linne é	hˈiːz lˈɛŋgɚ dˈɛzɪnˈæɾ
is liomsa é sin	ɪslɛm sæʃæn
is lú	ˈɪts lˈu
is maith an scáthán súil charad.	ɪsmɑh ɑːns goʊhɑːn sɔː xɛɾiːd
is maith an t-anlann an t-ocras	esmɑntɑnlɔn ɔntɔkɾəs
is maith liom	majlɨm
is maith liom thú	ɪspɑndəm ɦoː
is maith liom tú	ˈɪts mˈaɪ hlˈɛm tˈu
is maith liom é.	zmaːlimaj əsmɑːlimaʔ
is maith léi	es maagle
is maith sin	ɪ̞smɑːʃn
is mian	ˈɪz mˈeɪə
is mian liom	ɪ̞s mʲiːən lɑm
is minic a bhris béal duine a shrón	ʔɪsmimɛnɑtʃtɑ jɛrdɛrxɛd rɑldinɪ ħruːl
is minic a tharla a leithéid	ˈaɪ mənˈɪkə hˈɑɹl ˈɑlə hed
is mise	æsmæʃæ
is mó	ʃtɛmɔv
is neamhghnáiche	ʲis nʲe v nohʲe
is olc an ghaoth nach séideann do dhuine éigin	ʔes ʔolqinr jɛlŋi ʔɑʃilɛnɛtɛnɪŋ egin
is sine mé ná an chailleach bhéarra.	ɪ̞s ʃɪ̞n ɪ̞mæ næn χæjɫɪ̞q wɛjæɾɯ̞
is spéirbhean thú	lɛspeːrvɛ
is treise an dúchas ná an oiliúint	ʔystɾiʃi dʊlxus naːniliːunt
is treise oiliúint ná oideachas	ʔˈi stʁˈɛʃɛ ɪlˈuːndʒ na ɪrˈaxəs
is tú mo ghrá	sɛn˧˥lɑ˥˩rɑ˥˩
is uaigní mé ná an chailleach bhéarra.	ɪz ɪk nɪmɛ nɑː xalaq vɛra
is é	ʃˈe
is é m'fhear céile an ceoltóir.	se̞maːr kæjˈlæn kʰoːlʰtæl
is é sin	əsˈæɪʃən ʃɪʃən
is éard	ʃɛɹd
is éireannach mé!	ʔˈɪs ʔiːr ɪnˈqmæ
is í an eorna nua tú a fheiceáil.	jsioŋoːronduːnˀuːi tʃiuekːa
is óige	ɪ̞sʊ̞ɫɯ̞gə
ise	aʃa
iseult	estʃot̪
isibéal	iɣ̞sapel
ispín	ɾɑsˈtʃɑjn
ispíní	ɛspiɲi
isteach	latʃu
isteach!	bəstəɾ
istigh	istˈɛk
istoíche	estɛxjɛ
ite	tɯ̞
ith	ɛ
ith leat	ɒˈlæt
ithe	ɦe
itheann	iʃin
itheann siad	ðə hˈɪm ʃˈiːɹ
itheann sibh	jˈɛn ʃˈɛv
itheann sé	efnʃe
itheann sí	ɪt ˈeɪʒə
itheann tú	ɛːhɯn tʰɯ
ithim	içim
ithim úll.	ekɪ moːl uɫe okɯnmaːra
ithimid	yhemɨhemɔjɟs
ithiomrá	jæ̹lˈɾɑh
ithir	ɛɦˈts
ithireolaíocht	æɦɪ̞rɑuɫjɑqt
itriam	ɪtsjɪm
itéirbiam	itsʲɛrbʲim
iubhaile	uvɫɯ̞
iveagh (hiberno-english)	pajvij
iávais	lɑvɪʃ
iógart	jɔgɔt
ióta	ajot̪o
iúil	dˌiːzə
iúpatar	optoɾ
iúr	ulɯɫɯ̞r
iúr cinn trá	aʎl keŋtɾaw
íosa	a
jabanna	tʃaːbɔnɛdʒaːbɔnɔj
jacaí	tʃakʲi
james joyce	tʃˈeɪmz dʒˈɔɪs
jedíoch	tʃˈɛdˌiɾ
jeighbh	tʃɑjf
john field	jˈɑn fˈild
john o'shea	dʒɑn ævʃæ
kaapstad	kapstɔt
kevin sheedy	kev̞ɪn tʃˈidi
kilnalough	kɛ̀rnːiɫːq
kiótó	kʲoto
l (alphabet)	ɛl
labhair	blowˈe
labhair gaeilge liom	la ʉtɕe el kɪ̞ɫɑm
labhairt	lauɾtʃ
labhaoise	laiʃa
labharfadh	lɑw̞rɯ̞χ
labhartha	lauɑrhæ
labhraidh loingseach	la ɨwˀlɨbˀˀ˂ɯn ʃa
labhrais	lauras
labhrann	ɫɑːlˈɾɯn
labhraígí	lauɾiːki
labhraím	laurim
labhraímid	pau̯d̪ɾjmit̪s
labhraíodh	laʊrɯ̞jɑhlaʊrɯ̞w
labhraíomar	lauɾimor
labhraíonn	naviimɛ
labhraíonn siad	lau̯rɨnʲit
labhraíonn sibh	laʊɹiːn ʃiv
labhraíonn sé	laʊɹiːən ʃˈæ
labhraíonn sí	loɾintʃi
labhraíonn sí le tuin ait chainte	lɑr ʁɛntʃɪlɑ tʃøn ʔɛt χɛntɪ̞
labhraíonn tú	lau̯rɪntʊ
labhraítear	lauɾɨtɚ
labhrás	lauras
labhródh	lau̯rɔːx
labhróidh	lau̯ɾo
labhróinn	lau̯ron
labraid - labhraidh	lauɾa
lacha	ax
lachain	lɑxɨn
lachan	laxm
lachna	plˈa
ladar	ɫɑdɑr
ladhar	lajˈɾ
ladhar an chrompáin	waːjɾxwm poɲ
ladhar ban	læjˈɚ bɑːm
ladhróg	ɫajɾɔk
ladrannach	lætrɑnɯ̞q
lae	ua̞
laegaire	legrə
laeghaire	liɾe
laethanta	lʲɛntʲɪ
laethanta saoire	lˈˌeɪənti sˈeɪɹɐ
laethúil	væjɯɫ
lag	lˈɔg
lagachar	laːgɟɑhɑr
laghad	vˈaɪt
laghairt	lˈɔɪɚz
laghairt thine	ləːrt hˈɪni
laghdaigh	oˈdˈa
laghdaíonn	ɫɑjtiːn
laghdú	boːnitˈo
lagmhisneach	ɫaːqniʃnɑq
laidhricín	lajˈɾɯkijim
laidhrín dearg	β̞ɐj iːrʲæːk tʲɪærək
laidin	ɫæðɪ̞n
laige	aˈɣ
laighean	lajoʊn
laighin	lˈænt
laigis	ɫækːɪʃ
laignech - laighneach	ɫɑjnɯ̞q
lainne	lanʲ
laisre	lˈaːʃtɾˈ
laistiar	laʃtʃeɾ
laistigh	d̪ele̞kteːg
laitvis	latɾɪʃ
lalóg	laːnɔk
lamhnán	lau̯nɔn
lampa	lɑmpɑ
lampaí	vˈamfʁˈi
lampróg	lampɾok
lann	lən
lannach	ɫænæh
lansaigh	lansi
lantanam	lɑntɯnɯm
lao	uijj
laoch	ðwɪʝ
laochaire	bwɫɯ̞χæ̹lʲɪ
laochda	ɫɛxtɑ
laochra	ɫɑjɯxrɯ
laoghaire buadhach	ɫæjɾɯ̞ bʊ̞x
laoi na mná moire	boːˈiːnˌmɾɔ moːˈjra
laoibhse	lɪpʃa
laoidhigh	laji
laoighdhe	laja
laoire	lˈeɪtɚ
laois	ɫiʃ
laoise	lʊ̃ʃæ
laoiseach	lˈiʃɑ
lapadáil	lapatɐgɐl
lapairín	lɐpˈrinˈ
lardrús	lˈɔɹdɹˈus
las	fˈɔs
lasadh	ˈaːsɐ
lasaim	ɫɐsːɐm
lasair	ɫæstsɪt
lasairchíor	lˈɑstðˈɪˈɪɹ
lasairfhíona	laseriŋa
lasairfhíona ní chonaola	lasɪ̞r ïinɪ̞ nïi qɯ̞nɯ̞ jɑɫɑ
lasamar	plˈæstplˈɑʊt
lasann	wasɑn
lasc	lʲask
lascaine	laskniː
lasfaidh	lasta
lasmuigh	lasseue
lasracha	nʃtrakɐmˈastɾˈɑkˈɑ
lastoir	lˈæstɪd
lastuaidh	astola
lastóir	lasttʊr
lasáinne	ɑsɑnʲa
lasán	ɫæsˈæn
lasánta	lasanta
latharna	æˈhemˈɑ
lathaí	lɔjɛ
le	le
le barr áidh	la bˈɔlɔ
le bhur dtoil	la ke
le caoinchead ó	tɛ rɛnd he̞dɔl
le ceannach	lokˈaːnˈx
le chéile	niː ljˈle
le cloisteáil	la klaʃtajl
le cuidiú dé	lə kʰʊd tʃiː dɛ
le cúnamh dé	la kˈroːnˈe teː
le deireanaí	dʒurai̯
le do thoil	ladok al
le fada an lá	la fˈaːtˈan la
le feiceáil	la fˈakˈa
le fírinne	afiɾɛnʲe
le gach dea-ghuí	lˈakˈaːɹtˈtʃa oɾˈivˈa
le gach dea-mhéin	la kaːht tɛl ʋajn
le gean	la gˈaon
le greann	læktˈɾˈɑn
le haghaidh	laħaja
le hais	læʃ
le hullmhú	lɛlɛmɔ
le meas	la mˈas
le tamall	la t̪ɑːmɑl
leaba	labwˈɛ
leaba agus bricfeasta	laba gɨz prɨk fɛsta
leabhair	jo˥˩˦t˥
leabhar	ʝaoɾ
leabhar cheanannais	jæˈɾv keˈniniʃ
leabhar cleachtaidh	lew w ksaɢt i
leabhar cócaireachta	læɵɵr kʰɑwˈkʰɛnæxtæ
leabhar faoi	ðˈɛɹ fˈɹˈi
leabhar gabhála na héireann	ðɚ ə gˈoʊl ˈɔn ðə heɪdˈɛn
leabhar gearrthóg	jaʁdʒaːr oːg
leabhar na huidhre	llau̯r noheɾa
leabhar na míosa	ʎeu̯r na misa
leabhar saothair	ɫæɫɫɑɫ sɯ̞ɢɯ̞r
leabharcham (lavarcham)	la o̞rχam
leabharlainne	lærlenæ
leabharlann	labela
leabharlannaí	ʝau̯rlani
leabhartha	ʝau̯ra
leabharthaí	ɔːɾhiː
leabhra	lau̯ɾo
leabhragán	laurkon
leabhrán	læʊ̞rɑn
leac	læk
leac an dorais	læk mdɑrɯ̞ʃ
leac oighir	lʲæk ɑjˈit
leaca	lækːa
leacaigh	ljaka
leacht	lˈaxt
leacht uí conchúir	flˈaxt ˈɪk rəhˈʊɾ
leachtanna	lʲɛɢtɨnɯ̞
leachtlann	naɦbona
leachtleibhéal	nˈɛstgɪdˈoʊ
leacán	lækːlʊn
leadhb	ljˈæp
leadhbach	dæbæχ
leadhbhán	lawɔn
leadradh	lʲetra
leadránach	lætsiɾɑnɯq
leadán	laθe
leadóg	fokɾotʃotok
leadóige	lægːæ
leag	gɛk
leagamar	nʲaakomor
leagan	dakɯm
leagan cainte	lægɪ̞n kʰɑi̯mtɕʰɪ̞
leagann	lʲæːkʊm
leagfadh	lækæχ
leagfaidh	ljˈaka
leagtar	nʲəktʃʲr
leaid	læt
leaisteach	lʲaʂtʃɐx
leaisteachas	læsrʲχɑs
leaithín	deːʔiːn
leamh	lau
leamhach	lʲau̯x
leamhachán	laːlˈlɑːxˈhan
leamhan	dʲaun
leamhcán	læɾkʰon
lean	laɾn
lean ort	nˈɔːt
leanamar	lʲɛrnɯmɑɾ
leanann	ljˈannˈɯn
leanas	dʒames
leanaí	lʲamɨ
leanbh	dˈɛɹnˈə
leanbh baistí	ʝaːn opasʲtsʲi
leanbhán	lnɔːn
leanbán	lænˈnˈ
leanfaidh	lennɪ
leanmhar	lʲanr
leann	dʒˈaˈɔn
leann dubh	lˈɑndə
leann fraoigh	laːnˈnfˈrˈei
leanna	nana
leannáin	læˈnɑːn
leannán	iːjænæn
leannán sidhe	na mɔn ʃeje
leantacha	lʲemtaxa
leantóir	læntˈsɒd
leantóirí	lɪantuɾi
leanúint	lʲanund
leanúnach	jɑnuno
leapa	læpæ
leapacha	lapəxiˈj
leapan	ljapum
leapreachaí	lakemxnʃon
learaí	larɛ
learpholl	ljarfɔːl
learóg	lʝaɾok
leas	jˈɛs
leas-cheannaire	lasɣɛnra
leas-phríomhfheidhmeannach	lʲæsfʃʲifajmɯ̞nʊ̞q
leas-uachtarán	lɛsʔuχtarɑn
leasa shóisialaigh	lʲas oʂʲiʎʲi
leasainm	jæsenim
leasdeirfiúr	lˈastɹəfˈɔɹ
leasmháthair	lʲaswɔhɛtt
leat	zat
leata	nˈatˈa
leatacht	nætɑːt
leataobh	jatˈiv
leath	jæ
leath i ndiaidh	lʲaː aːnʲeː
leath reul (also leath réal, irish 3d)	gɛrreɾ
leath-bhróig	lʲevlʲuk
leathadh	laˈhˈu
leathama	laɑmɑ
leathan	tˌiːzəmˌaɪnən
leathanach	laːmmɑq
leathanach fánach	lʲɛnəq fɔniq
leathanaigeanta	lʲæhɪ̞nægʲɪntæ
leathanaigh	lɒːmg
leathar	lɛhɑr
leatharacha	laːɾq
leathbhád	lʲaːvot
leathbhán	ɫɛːvɔn
leathcheann	laʃoŋ
leathcheannais	lʲaaxenʂ
leathchéad	lʲaːxʲit
leathdhubh	lʲɛʁɔv
leathghloine	lˈaxlɪnˈɛ
leathinis	nʲæhinɪ̞tʃ
leathliath	ðˈɑː
leathlobhair	læfteinvaɫɯs
leathlámh	ʝeɣ̞os
leathnú	lʲanˈu
leathphingin	lafinlafin
leathphór	lɛkfor
leathscoite	lʲɛ̀ːskʊ̞tˢɛ
leathscéal	neʃtej
leathuair	ʝˈefuɾ
leathuair tar éis	jæhʊɾ tʰɑrɑr iʃ jɛhʊɾ heʃ
leatromach	nˈɛtrəmˈox
leatsa	latsɛ
lebor gabála érenn	la borka bwaː la ɛren
leibhéal	labeɾ
leibideach	læpɪ̞dæx
leic	læk
leiceann	jˈakjɔm
leicnach	lʲætnʲɪq
leictreacairdeagraf	lækˈtɪkˈarˈtgɹæf
leictreach	læktrɑxt
leictreachais	ləktrʏkɛʃ
leictreachas	lækt
leictrealú	jˈaktrˈaɫu
leictreamaighnéadach	lʲaktɕrɪmajnʲejdæx
leictreamaighnéadas	ɛktramajnˈɛdˈɛz
leictreastatach	lʲekʲtʂastɛtsʲax
leictreinceifealagraf	elektraiːn̪kaːθɬogɹːs
leictreoid	jˈaktɹˈoːt
leictreoir	dʒəktsʰoːs
leictreon	ɛktɾɔn
leictreonach	trɔnɔq
