-abel	ɑːbəl
københavn	ʃeðeːnhəŋ
københavns amt	sˌøːbən hˈafən sˈamt
kødd	ækð̞ɕit̪
kødd!	kˈʌd
kødde	kɛdːɑ
kødder	tɛ
kødder du med meg	kˈøptrʉd bˈɛn mˈɑj
køddet	kɛdˈt
køen	koːˈam
køene	køømø
køer	kˈøːˈɛ
køkaos	køːrkˈaʊs
kølapp	kˈøːlə
kølappene	køːrˀlˈapːana
kølapper	køːlˈapːi
kølle	kœlː
køln	kareɾna
køyen	køjjən
køyene	t̪e̞jjænɛ
køyer	kjˈɪg
køyeseng	kʰeː˧˥jˈusˈɛn
køyesengen	kjˈæˈ
køyesengene	køːjeːsɛŋine
køyesenger	kʰiːp˥sɛ̃˥njɛn˧
l	lˈm
la	lɔ
la seg	laːsaj
labb	lˈɔb
labbe	lˈˈab
laborant	lˌɑbuˈɾant
laboratorie	labraːtˈuːria
laboratorieassistent	lˈabˌɾatˈoːrjəasistˈɛnt
laboratorieseksjon	laboratˈʊrəʃɛkˈsiːˈʊn
laboratorium	lˈabˈrˈatˈuːrjɛ
ladd	lod
ladde	lada
lade	la
lader	laðe
ladet	nɒhɒdɒː
laer	lˈɔt
lag	lˈɛ̃k
lag dialog	laːk diːa loːgi
laga	lˈaga
lagdommer	slagdˈomr
lage	lˈag
lage kaffe	lˈagkɔffˈ
lage mål	lˈɑːgə mˈɔl
lage te	lˈɑgətˌeː
lagen	lˈɑːgən
lagene	lˈɑːgənə
lager	lɑːgir
lagerarbeider	lˈagərˈɑɾbæjlˈɛɾ
lagerbygning	lagiːrbʲignʲiŋ
lageret	nɑːgɾæ
lagerrydding	lˈagaridˈiŋ
lagerøl	lˈɑːgjɾˌeː
laget	lˈɑːg
lagfølelse	lˈagføːlˌsə
lagkamerat	laːkamˈeːrˌat
lagkaptein	lakaβ̞t̪aĩŋ
lagkompis	lagompes
lagkonkurranse	lˈɑgkˈɔnkʉrˌanˈsˈɛ
lagleder	lagleːðːi
lagmannsrett	lˈagmansrˈɛt
lagnad	lˈɑːgnad
lagoppstilling	lˈagˈuːpˈstˈillˈiːŋ
lagos	laboz
lagre	lˈagrə
lagrene	lˈagɹənə
lagring	lˈagɾɪŋ
lagringsplass	lˈɑːgrɪŋsplˈɑːs
lagtinget	lˈɑːgtˈiːŋə
lagune	lagyɲe
lagvis	lˈagvˈiːs
laken	lˈɑːkɪn
lakenene	laknana
lakener	lˈaknə
lakenet	lɑːkjɪn�al
lakk	lˈak
lakken	lˈakən
lakkene	lakːene
lakker	laːkːɪ̞r
lakkere	lˈˈɔkːera
lakkerer	ˈælkeːrˌeɾ
lakkert	lˈoːkˈeɾ
lakkerte	loːˈkeːʔə
lakmustest	lˈokmˈʉstəst
lakris	lakɾˈis
lakrisen	lˈakːkɾɛsən
lakrisene	lakristna
lakriser	akrɪsɪr
laks	loks
laksativ	lˈaksatˈv
lakselv	laksˌlæp
laksen	lˈakzˈɪnt
lakser	lˈɑksɚ
lakserosa	lˈaksrˈɔsˈa
laksesmørbrød	laksɛsmˈɛrbrˈɛ
laksevåg	lokseoeˈog
lakseyngel	lakzøːjˈɛŋɪl
laktoseintoleranse	lˈɑktˈosəɪntˈoːllərˌɑŋsə
laktoseintolerant	lˈɑktˈuːsˈɛɐɪnhˈtˈoːllədˈɛn
lam	lɑn
lama	lma
lambertseter	lãmbasɛt̪t̪eɾ
lamme	lˈɑːmə
lammede	namˈmədˈɛ
lammekjøtt	lˈamˈmˈmˈhˈət
lammekjøttet	lammekjˈɛtːe
lammelse	lamːmɑlvsa
lammelår	lammlˈɔr
lammene	lamːɛnɛ
lammestek	lˈˈamˈmˈɛstək
lammet	lamˈma
lammeull	lammɛuːl
lampe	lampːa
lamper	lampɛr
land	lɔm
landareal	lˈannaɐeːˈɑːl
landbasert	lˈambˈasˈeːrt
landbruk	lˈambrˌʉk
landbruksdirektoratet	lˈandbrʉksliːgtɚatə
landbrukshøgskole	lˈaːmbrʉkshˌøːjskuːlˌə
lande	lˈandə
landego	lɑŋdɛgu
landegrense	lˈɔnnegrˈɛntsɛ
landemerke	lˈɑːnnˈɛmˈɛrkˈɛ
lander	lˈɑnər
landesorg	lˈɐnsˈɔrg
landet	lˈɑːnə
landet er dypt splittet.	lˈanna ˈɛːr dˈypt splɪtːət
landet over	lˈandnə ˈoːvər
landets	lanet̪s
landets mest forhatte mann	lˈɑːnəts mˈɛst fˈøːrhatə mˈan
landeveg	lˈɑnmənvˈeːg
landformer	lˈɑnfˈɔɾmˈɛ
landgangsbru	lˈandˌansbrʉ
landheving	lˈɑːnhəvˈɪŋ
landkjenning	lɔnkɛnlnˈeː
landlig	lˈɔnli
landmasse	lannɔvˈassə
landmåler	lammɔlˈɛr
landmålere	lˈɑːnmˈuːllə
landmåleren	lˌadmˌaˈllˈɛrn
landmålerne	lˈɑːmmˈɔlːərnˌə
landsby	lɑnpɛ
landsbyene	lˈanspˈiːɾnˈɛ
landsbyer	lˈɑnʃvˌeːr
landsbygd	lɑ̃spˈikd
landsbygda	lˈɑnzfɛgða
landsdekkende	lˈɑːmstˈɛkəndə
landsdel	lamstˈɛl
landsfengsel	lˈɑnfɪŋʃoːlˈi
landsforbund	lˈɑːnsfˈoːrˈɛbun
landsgjennomsnitt	lˈɑːnsjˈeːnɔmsnˌɪt
landskamp	lˈanskrˈamp
landskap	lˈanskɑːp
landskapa	lamskaːpa
landskapene	lamskapɯnɯ
landskaper	lˈansskapəɾ
landskapet	lˈansskˈapˈ
landslagsspiller	lənslaɪsblˈu
landsleir	lˈɑndslˌaɪr
landsmannen	lazmaːnɟɯm
landsmennene	lamsenmi
landsmøte	lˈɑntsmˈøːta
landsorganisasjonen i norge	lˈansɔrga ˈanəsasjˈuːnən ˈiː nˈɔrgə
landssjefer	blˈandstʃəfə
landssvik	lˈanˈsˈk
landstreff	lˈɑːnstrəff
landvik	nˈɑːnvˈeːk
lang	lŋ
langdistanseforhold	lˈaŋdɪstˈansənfˈoːrˌaːf
langdistanseløp	lˈɑŋdəstˈanslˌøːp
langdistanseløper	lˈɑːŋdɪstˈansˈɛləlˈøːpˌeːr
langdistanserakett	lˈaŋdɪstˌansərˈɑkˈɛt
lange	lonka
lange-nielsen	lˈɑːnmjɛnˈɪlsən
langeleik	lˈʌŋjɚlˌaɪk
langemann	lɔngɛmɑm
langer	lɑŋiɾ
langfinger	lˈaŋfɪŋər
langfredag	lˈɑːŋfrˌeːdˌa
langhus	lˈɑŋhˈys
langnes	lˈoːŋnəs
langneset	lˈɑŋˈinˈɛsət
langrenn	lɑŋmiːrɛn
langs	lanks
langsetter	lˈoːngsˈɛtdˈɛ
langsiktig	lˈaŋsˈikti
langsiktige	lˈɑːŋsɪktˈi
langsjakk	lɤŋ˨˩˦sa˥˩
langsmed	lɑngsmø
langsom	laksˈa
langsommere	lˈɑːŋsˈɔmˈərə
langsomst	lˈɔŋsˈɔmst
langsomste	lˈɔgsˈɔmstə
langsomt	lˈɑːnsamt
langsynt	lˈɑːŋzˈyːnt
langt	lˈɑːŋt
langt borte	laŋk pˈoːxta
langt unna	lˈanˈgtˈɛnˈɛ̃
langtidsminne	lˈaŋtˈɪtmˈɪnən
langtidsvarsel	lˈɑːmtˈiːtˈvˈɑːrʃˈɪl
langvarig	lɛŋvarʲe
langvasseid	lˈɔngvˈɑːɹsˈɛd
langøya	lʊŋ˨˩˦hɛː˥˥joʔ˨˩˦
lansert	lˈɑnsɛʁt
lansettmøll	lˈɛnsˈɛtmɛ
lanterne	lˈantˈærna
lanternen	lat̪æːn
lanternene	lˈatˈarnˈɛnə
lanterner	lˈɑtˈærnˈær
lappet	lˈɔpːət
lappskaus	lˈɑpsgˈoʊz
lapskaus	nˈɑpsgˈoʊs
laptop	lˈaptˈop
lars	lˈoʃ
lars are nedland	latsʰ ʔaxxæl nædlɔn
lars berger	lˈaːɣ spˈaːrəkˌɛʁ
lars elling	ləˈs ə lˈɪŋg
lars erik asp	laʃ ɛrik ˈɑs
lars haugen	lˈaːʃ hˈɛlgən
lars lillo-stenberg	lˈaʃ lˈɪlˈɔ stˈɛnbɛɾg
lars monsen	laʃmˈanˈsən
lars petter nordhaug	las peˈtːanoː hˈɛl
lars saabye christensen	lɑːʃ sɔbɪ kɾˈɪstəns
lars svendsen	lˈaʃ zvˈɛntsən
lars utne	laɾs øtˀɛnø
lars volden	la ˈɛs fɔɾlɛn
larve	lɦlɛrmɪ̞
larvik	nˈɑrvik
las vegas	lˈas vˈeːgɜs
lasagne	lˈɑstˈanɛ
lasagnen	lasˈanɪn
lasagnene	lasˈɑnɪnˈe
lasagner	laszãn̪iɐ
lasse	lˈas
lasse kjus	lˈɑtsə tʃˈuz
last	lˈast
laste ned	lastənˈeːr
laste opp	lˈastə ˈɔp
lastebil	lˈastbeːl
lastebilen	lastˈeːbˌiːl
lastebilene	lastbʲiːmne
lastebiler	lˈastbˈiːlər
laster	laste
lastet	lastət
lat	nˈat
late	nˈotːa
late vannet	lˈatə vˈanə
lathansene	laːtˈansnˈe
lathanser	latˈansər
latin	latˈeːn
latin-amerika	latˈinaamˈɛrika
latinlinje	lˈɑtˈlˈɪnˌiːnˈjə
latinske	latˈiːnskə
latsabb	latsab
latter	lˈatːər
latteren	lˈaxtdˈɛn
latterlig	lˈɑtːəlˌiː
latterlige	lˈɔtːəlˌeːɑ
latterliggjøre	lˈɑːtːəljˈøːra
latterliggjøring	latːərljˈøːrɪn
lattersalve	lˈɐtːiːkjɐlvˈɛ
latvia	lˈɑf
latvisk	lˈɑːtvizk
laubærblad	lauːbˈɛʁblˈa
laubærbladet	laːubərblaːr
laug	lˈɛ̃k
laugen	lˈɑːgən
laukøya	laykˈeːjˈa
laura	laura
laurbær	labeɾð̞bar
laurbæra	laybara
laurbærblada	laubərbˈra
laurbærbladene	lauɾbærbˈɺˈɑtnˈɑ
laurbærblader	laːwˈɾˈbɒɾadɒɾ
laurbærbladet	lajubərblaːr
laurbærene	laurbaːrna
laurbæret	labərbara
laurbærkrans	nˈɛːʉrbˌɛlkrˌanˈs
laurits	laʊrɪts
lauvtre	laʊtrˈe
lav	nˈa
lavadel	lˈoːvadəl
lavastrøm	laːvasˈtˈrˈɛn
lavasøyle	laːvasɛjlæ
lavendel	lavˈɛndɪl
lavendelen	lavˈɛ̃dəl
lavendlene	lavˈɛnglˈɛnə
lavendler	lavˈɛnler
lavere	lɑvɛra
lavhælte	lˈɑːbhˈɛltə
lavinntekt	lˈavɪntˈɛkt
lavinntektsfamilie	lˈɑvɪntəktsfamˈɪliː
lavprisekspressen	lɔvəpɾˈisˈɛkspɾəsən
lavslette	lavslˈɛtːə
lavt	lɑft
lavtrykk	lˈɑːftrɪk
lavvo	lˈɔvɔ
lcd-tv	elsdtv
le	lɛ
le seg i hjel	lˈeːsa ˈiː jˈɛl
lea	leːɾ
leah	lˈiːɑ
leah isadora behn	liː ɐjs ɐ dɔɾ ɐ bjɛm
lealaus	li̠alau̯s
leander	lændæ
led	lˈɛd
leddene	ɫɛdnɑ
leddet	ladˈˈ
leddgikt	lˈɛddɪkt
leddgikten	lɛddɪktˌɛn
leddknute	lˈɛddknˈʉtə
leddsetning	laːttsatsnɛn
leddsetningen	lˈɛdzˈɛtnʌŋən
leddsetningene	lˈɛddzətˈnˈiŋənˈ
leddsetninger	lˈɛdˈsətˈnɛŋer
lede	lˈeːdˈa
ledelse	lˈeːdəlsˌa
leder	lɛjazɪrɪ
lederartikkel	lədˢeˀˈɑːrtikːəl
ledere	lˈɛdrˌa
lederen	lˈiːɜdˈan
ledererfaring	alaːdaɣafˈfaɣe
lederne	lˈeːdarna
lederrolle	læðæːrːɐlla
lederskap	lədərsxˈap
lederstilling	leːaðəstˈiːlən
ledet	nˈɛdat
ledig	lˈeːði
ledig stilling	le dɛste le
ledighet	lˈeːdɪghˌət
ledning	lˈædnʌg
ledningen	kladnˈɛ
ledningene	lʲednʲinʲa
ledninger	lˈeːdnɪŋər
ledsage	lˈɛtsɔːˈka
ledsagelse	læ̀ːtsɑʊˌɛːtsɑ
ledsager	lˈɛtzˈɑːgər
lefsa	lɛfˈsˈa
lefsaker	lf̪sɑːkɪr
lefse	lˈɛfse
lefsen	næfsɪm
lefsene	lafsna
lefser	lɛfsər
legat	lˈɛgat
lege	lˈɛga
legeattest	lˈɛgatˈɛ
legeerklæring	læːgærkæːrˈiːn
legekontor	lˈeːgˈikˈuŋtˈuːr
legekontoret	lʎekekʊntˈura
legemiddel	lægimidɪl
legemidler	plʲeːgʲimʲitlæt
legen	lægən
legender	ləkɛndaɾ
leger	nˈɪt
legesekretær	lˈɛgɨsˌekɾɛtˈaɾjɐ
legesenter	lˈˈagˈhˈæˈsæntiːrdʒː
legevakt	lˈɛgˈɛvakt
legevakten	lˈeːgvaktˈiː
legevaktene	ləgvaktnˈɛ
legg	lɛg
legg deg her	lˈɛk dˈɛj hær
legge bandasje på	lˈɛgbə nˈðarˈɛ pˈoː
legge fortiden bak seg	lˈɛŋgjər fˈɔrt bɑːb sˈɛj
legge igjen en beskjed	lˈɛgjɪn dˈeː bəʃˈɛ
legge på	lˈɛgipˈo
legge på prisen	lˈɛgə pˈoː pˈrɪsən
legge seg	lˈɛggi seː
legge til	lˈɛgːiːtˌɪl
legge vekt på	lˈɛgːə vˈɛkt pˈɑː
legger	lagˈaʁ
legger seg	agertai
leggings	legeŋs
leggmuskel	lˈɛgːmyskˈɪl
leggvarmer	lˈɛgvˈɑrmɛ
legitimasjon	lˈɛgɪtˌiːmɜʃˈuːn
legitime	lˈɛʒitiˈmˈ
legitimere seg	legjtiˈmejɾesaj
legitimitet	leˈgitimiːtˈæːt
legitimt	laβ̞it̪eɾ
lei seg	lai̯sˈai
leid	lˈeɪd
leide	lˈeɪd
leidulf	lajˈdwlp
leidulv	lajˈdˈylv
leie	ðæjˈjæ
leie bort	lˈɛjə bˈuːt
leie hverandre	lˈɛj vˈɛːrandrə
leiebilselskap	lˈɛ̃gbˈiləˈsəlskˈɑːp
leieboer	lajnɛguɾ
leiegård	ləiːeːgoːr
leiene	lalim
leiepris	laiepres
leier	lajˈr
leiet	lˈaɪnˌe
leietager	lˈɛjːtakɪɾ
leietaker	læ̹iːtægɪ̞
leif	laɪf
leif gylve nagell	lˈaɪf gˈʉlˈʋˈɛ nˈɔgəl
leif ove andsnes	lajf ˈuːvə an sˈiːnəs
leikanger	lajkɔŋeɾ
leiketøy	lajkiteː
leiketøyer	lˈɛkətˌarjˈøː
leikny	lajkne
leilighet	lˈajlhˈˈɦˈts
leiligheten	lˈaɪləhˌɛːtən
leiligheter	ləjljɛthətˀɾ
leir	t̪aɾa
leiravis	aiɾobis
leirbål	lajːrbo
leire	lai̯r
leiren	lajˈen
leirene	deiˈɾiˈnɯ
leirer	lajrˀ
leirmerke	tɛjiːrmælkæ
leirsund	ləˈɛʁsˈøn
leirvik	lˈɛjrvik
leita	lˈɛtːa
leiter	lˈaɪtɚ
leitet	lˈaɪtət
leiv den hepne	lajf dˈeː hˈɛpnˌɑ
leiv eiriksson	lˈaɪf ˈɛrɪksˈɔn
lek	lˈeːk
lek og moro	læk oːmuːro
leka	leka
leke	lˈeːkˈa
leke snill og slem purk	lˈɛkə snˈɪl ˈɔk ʃlˈɛm pˈyrk
lekekamerat	lɛkʰeːkɑːmɛrɑːt
lekeland	ləkjlam
leken	lˈɛkən
lekende	lˈɛkənə
lekene	lˈeːkənˈɛ
lekepistol	lˈɛkpˈɪstˌuːl
lekeplass	lˈɛkliplˈas
leker	lˈeːkər
lekerom	lɛkɛrˈʊm
leketøy	lˈeːkətˈɛj
leketøyene	lˈeːkətˈøːnə
leketøyer	ləkətˈœjər
leketøysbutikk	lˈɛkəthˈøːjˈɛsbˈøːdˈɪk
leketøysvåpen	ləkətˌøːjsvˈoːpən
lekkasje	lakaʃa
lekke som en sil	lˈɛkə sˈɔm ˈɛn sˈiːl
lekke ut	lˈɛkːə ˈʉt
lekker	lɛkːɛ
lekkert	lˈɛkət
lekket	lˈɛkːit
leknes	lˈɛknˈɛs
lekre	lakʁˈɛ
lekrere	lˈɛkːidˈeːdə
lekreste	lˈɛkːrɛstˈa
leksa	lˈɛksɑː
leksehjelp	kseɑɾt
lekselv	lˈɛksəlv
leksem	ləksˈɛm
leksen	lˈɛksən
leksene	klˈɛpsnˈ
lekser	lakzˈɑːx
leksikal	lˈɛksɪkal
leksikografi	lˈɛksɪkografˈi
leksikon	lˈɛksɪkɔn
leksjon	læksoːn
leksvik	lˈɛksɪk
lekte	lˈɛktə
lektoren	lˈɛktˌuːn
lektorene	lˈɛktuːrnˌeː
lektorer	lˈɛktorər
lemleste	lemestɛ
lemlestelse	lɛmmalɛstɪlsɯ
lemma	lɛmmatʃ
lemmene	lɛmmɛ
lemmer	læmmɯ̞r
lemmet	lɛmmˀ
lemur	leːmˈyr
lena	ləma
lend	lˈɛn
lene johannessen	lænæ jˈuˈhɑnˈnɤsæˈn
lene marlin	lʲænˈnɑ mˈɑɹlˈɪn
lene nystrøm	lˈeːnən jˈʉsdrøːm
lener	lənər
lenet	lˈeːnət
lengde	lˈɛŋdə
lengdegrad	lˈɛŋdəgrˌɑːd
lengdeløpsskøyting	lˈɛŋdɛlˈøːbsʃˈɛjtɪŋ
lengdesnitt	lˈɛŋdəsnɪt
lenge	lˈɛŋə
lenge leve kongen!	lˈɛŋə lˈɛvər kˈɔŋən
lenge siden sist	lˈɛŋgə sˈɪn sˈʌst
lenger	lˈɛŋɪθ
lengre	lˈɛŋrə
lengst	lˈɛŋst
lengste	lˈɛŋstə
lengte	lˈɛŋtə
lengte etter	lˈɛŋtətˈɪ̞r
lengter	lˈɛŋtər
lenk	lˈɛŋk
lenke	lˈɪŋkə
lennart	lənnaːt
lens	lˈɛnˈts
lent	lˈeːnt
lente	lˈɛnta
leo	lˈeɔ
leon	leon
leonard	lˈeːʊnˈad
leonhardsen	lˈeːɔnˈɑːksən
leonora	leˈonura
leopard	lˌeupˈadw
leppe	lˈɛpa
leppen	lˈɛpən
leppene	lˈɛpːana
lepper	lˈɛpːɚ
leppestift	lˈɛtːbˈɪst
leppestiften	lˈɛpːəstˈɪftˈn
ler	lɜ
lerk	lɛrk
lerke	ˈkɛn˧
lerkendal	lærkʲɪnˈdal
lerketræ	lˈɛrkˈɛtɾˈeː
lerret	laɾet̪
lerøy	lˈeːrə
les	lɪv
les mer	lest meːr
lesbisk	lespisk
lesbiske	lespizke
lese mellom linjene	lˈeːsar mˈeːll ˈɔm linnˈiːrna
lese messer for de avdøde	lˈæsɚ mˈɛstɚ fʊr ðɪ ˈɔfðə ˈʌðə
lesebrille	nˈesˈəbrilˈla
lesebriller	lesbrilˈlˈj
leseforståelse	ləsəfˈœrstˈoːrəlsˈa
leseglede	leskɛgɛdɐ
leser	lˈeːsər
leserbrev	lɛsirbrɛv
lesere	lˈəsrˌa
leseren	lˈɛsen
leserne	ləfɛnˈa
lesesal	ləsˈɛsˈɛːn
lesevansker	ləsvanskˌe
lesja	lˈasʃa
leskedrikk	laszˈtˈkədˈrˈɛkˌ
leskedrikken	ləskːiːdrˈɪkːin
leskedrikkene	leskɪdrɪkkɪd̥e
leskedrikker	leskɪdrɪkkir
leste	lʲesta
lester	lˈɛstər
lete	lˈeːtə
lete etter	ulˈɛ dˈə stˈi
lete etter arbeid	lɛtɛ trɑl bɛd
leteområde	lˈeːtˌɔmˈrˈɑːdˈɛ
leter	lˈeːtər
leter etter	lətˢeː eːtˢeː
lett	lˈɛt
lett etter	lˈɛt ˈɛtər
lettbent	lˈɛtbˈɛnt
lettbrus	lˈɛtbrʉs
lette	nˈəta
lette etter	lˈɛtːə ˈɛtər
lettelse	latisa
letter	lˈɛtər
lettere	lˈɛtːarˈɛ
lettere sagt enn gjort.	lˈɛtːrɛ sˈat dˈɛn jˈɔt
lettest	lətˌest
lettet	lˈɛtːəst
letthet	lətˀət
lettisk	lˈɛtːiːsk
lettlagd	lˈɛtlˈɑːgd
lettmelk	lɛk˨malkyːbˈe
lettprodukt	lˈɛtːpˈɾˈɔdˌɵkt
lettrømme	lˈɛtrəna
lettsindig	køz
lettskyet	letːʃiːrt
lettvekter	tsʲɛktsʲɛ
leukemi	lˈɛʊkɪmˈ
levanger	labõŋɨ
levd	lˈɛvd
levde	lˈɛvd
leve	lɛvɛ
leve i beste velgående	lˈɛvɪ bˈɛstə vˈɛlgˌoːnə
leve i nuet	lˈeːvi nˈy
leve som fyrster	ləvə sɔm fˈɪʃtər
levealder	lˈeːvaldər
levedyktig	lˈeːbədˈɪktə
levedyktighet	ləbədˈyktət
levekår	ləvəkˌoːr
levende	lˈevən
levende lys	lˈævɪn ðˈɛɹ liːs
lever	levr
leverandør	lɛvʁɑ̃tˈœʁ
leverandører	lvrð̞d̥øːrð̞ɪ̞
leveranse	lˈɛvɛranˈsˈa
levere	dˈuevˈɛra
levere ei klage	lvərəj klɑːgɛ
levere tilbake	le vˈɛre tˈɪl bakˈe
leveren	lˈɛvən
leverer	lɛvɛjɛ
leveres	leˈveːrˌis
levering	lɛʋɛjɛrɪng
leverne	lɛvɛrna
leverpostei	lʲedʲɪlʲpʊstajɪ̞
levert	ləveːrt
leverte	levˈɛːrta
leves	mˈaɪnfˈɛz
levetid	ləvətˈiːd
levning	lˈɛvni
levninger	lafniiːr
lhbt-personer	lhb�tpˈɛrʃiːuːnˌeːr
li	liː
lia gård	lˈiə gˈɔɹd
liam	ljˈɑm
libanesisk	lebanˈɛˈasˈɛsk
libanesiske	lebanˈɛʁsəskˈa
libelle	lɪbeˈlˈlˈa
libellen	lipəlin
liberal	liːbeˈran
liberaler	liːbəralər
liberalisme	liːbɛɾɑːljsme
libretto	libretːo
lidd	lˈɪnd
lide	liːdˈa
lide av	liːdˌarˈɔ
lidelse	lidlsad
lidelser	liːdɪlsər
lidenskap	liːdˈɛnskap
lidenskapelig	lˈiːdˈnskˈɑːplə
lidenskapen	lˈeːdənskˌɑːpən
lidenskapene	lˈiːdməsgˈatne
lidenskaper	liːdˈɛnskapˈɛ
lider	lˈidɪl
lidt	lˈɛt
liechtenstein	biliːsn˧
lien	ljˈam
liga	lˈigˈo
ligge	lˈɪkːa
ligge an	lˈɪga ˈan
ligge i telt	lˈɪgːe tˈɛlt
ligge inne	lˈɪgɪ ˈɪnə
ligge med	lˈɪgˈɪmˈɛ
ligge på topp	lˈɪgə pˈoː tˈɔp
liggende	lɪgɪ̞nɑ
ligger	lɪŋgɪr
ligget	lˈɪgːət
lighter	lajtɯɾ
ligne	lɛŋa
lignelse	lˈiŋgnˈɛlsˈɛ
lignende	lˈɪŋɪnə
lignet	lˈɪŋna
ligningskontor	lˈɪŋnɪŋskˌɔntˈuːr
ligningsmann	lˈɪŋnɪŋsmam
lijordet	ligeːˈ
lik	lˈiːk
like	lˈiːka
like før	lˈiːkə fˈøːr
like her	lˈiːkə hˈɛːr
like i nærheten	lˈiːkɜ ɪn dˈiː hˈatən
like mye	lˈɪk mˈiːə
like rundt hjørnet	lˈiːkər ˈɵnt jˈøːrna
likedan	likːedˌan
likefarget	lˈiːkəfˈœrgət
likegyldig	liːkɛiːlˈdi
likeledes	lʲiːkʲɪlʲeːdɐs
liker	lˈiːk
liker du smør?	lˈiːk jˈʉ smˈøːr
likestille med	lik kistilleme
likestilling	lˈikɛstˈillˈi
likestillingen	likistʃiːɾlˈɪnən
likestilt	liːkːɛstˈɪlt
likeså	ãkisoˀ
likevektsorgan	liːkɛʋɛktsɛɔrgɑːn
likevel	lˈiːkvˈˈal
likeverdig	likːɛvˈɛrdi
likhet	lˈiːkət
likhetstrekk	likhˈəhˈtstrəkː
likhus	liːkˈʏs
likne på	lˈɛŋnˌa pˈoː
liknende	lˈiŋənə
likner	lˈɪŋnˌar
liknet	lˈɪŋnət
likningskontor	lˈɛŋnɪŋskˌɔntˈuːr
likningsmann	lˈɪŋnɪŋsmˌan
liksom	miksˌɑːm
likt	lˈɪkt
likte	lˈɪktˈa
likvake	lˈigvˌakə
likvaken	plˈikvˈɑkən
likvidere	lekːviteːlˈlˈ
likør	ljktˈvˈɛr
likøren	lɪkˈeːrn
likørene	lˈɪkˈørnˈa
likører	lˌiːkˈøːrər
likørglass	liːkːørʁˈɑs
lilje	ljnnæ
liljebille	lˈillˈɛbiˈlla
liljekonvall	lilljɛkɔnval
lill	lɪlː
lilla	lila
lille julaften	lˈɛlːə jˈʉlaftˌɛn
lillebakken	lˈɪləbakːən
lillebjørn nilsen	lˈɪll bjˈʊɐn nˈɪlsən
lillebror	lˈɪlːəbrˌuːr
lillebroren	tˈɛlˈɛkˈɔ
lillebrødre	lˈɪləbrˈøːdrə
lillefinger	lˈɪləfˈɪŋər
lillehammer	lilˈlamer
lillehaug	lˈɪlləhˈˈøːg
lillehjernen	lilljˈˈælˈ
lillesand	ljllæsann
lillestrøm	lˈɪllˈɛstrøm
lillesøster	lillˈːesistˈe
lillesøstera	lˈɪləsˈœstra
lillesøsteren	lˈɪləsˈøːstən
lillesøstre	lˈɪləsˈœstra
lillesøstrene	lˈɪlleːsˈœstrɛnˈæ
lillesøstrer	lˈɪləsˈœstrər
lilly	ʏ̞jðʏ̞
lim	lˈeːb
lime	lˈimˈa
lime inn	liːmɪ̞jˈn
limer	limiːr
limerick	lˈɪmˌɪriːk
limet	lˈiːmət
limonade	lˌemʊˈnɐdˈɨ
limt	lˈiːmt
limte	lˈɪntə
lina	lˈiːnɑː
lind	lˈɪnd
linda	ljindɔ
linda hofstad helleland	lˈɪnda hˈoːfstˌad hˈɛllən
lindboe	lɪnˈbu
lindbæk	lˈɪnbək
linden	lɪn˨˩
lindene	lindna
linder	lindɛr
lindesnes	lindɛsniːjɑs
lindre	lˈɪndrˈa
lindstrøm	lˈɪˈnstrøːm
lindøy	lˈɪnˈøːj
lindøya	linˈøːja
line	lˈiːna
linesøya	liːnsɛjɑ
linfrø	lˈiːnfrˌøː
lingvistikk	lˈɪŋvistˌɪk
linjal	lʲinjoː˧
linje	lˈɪnjə
linjeavstand	lˈɪnjadstˌam
linjeformet	lˈɪnjəfˈoːrmət
linjen	lˈɪnjən
linjen er opptatt.	lˈɪnjad hˈɑːr ˈɑpdøt
linjene	lʲinnjøːnøː
linjer	linjeɾ
linjert	lˈiːniːt
linn	lɪn
linnea	lɪ̞nðeːɹ
linse	lɪnˈsæ
linsen	lˈɪnzən
linsene	lˈɪnsˈnˈɑ
linser	linsɪ̞r
lippestad	liːppɛstad
lisa	lˈisˌa
lisa grunnaleite	lˈiːsar grˈɵnə ˈi lˈeːtˌeː
lisa loven kongsli	lˈiːsad lˈuːvən kˈuŋslˌiː
lisa stokke	lˈiːsa stˈɔkːə
lisa teige	lˈiːsa tˈˈɛjgˌə
lisbeth	lˈɪspət
lisbeth kristine røyneland	lˈɪspət xrˈɪstɪnə rˈœynərlˌɑːm
lise	lˈiːsˌɑ
lise børsum	liːsə bøːʃɛm
lise davidsen	lˈise dˈɑː vˈɛtsɛn
lise fjeldstad	lˈiːsə fjˈɛlstˌar
lise myhre	lise mˈira
lisens	ljkenθ
lisensen	lesˈnsi
lisensene	lisensni
lisenser	lisense
liss	lɪf
lisse	lˈɛssə
lissom	essˈu
list	lɪst
liste	istˈe
listen	laisˈɔ̃
lit	lˈiːt
lita	lˈiːθa
litauen	lɪ̞t̪ʰhæðɯ̞m
litauer	lˈɪktˌɛjˈʉɾ
litaueren	lˈɪtˈtˈɑːhˈʉrən
litauisk	lˈiːtˌarˌɔsk
litauiske	litˈaˈʉsgə
litauisken	lˈitˌaˈɔ̀skin
litchi	litʃi
litchien	li˨˩˦tɕjɛn˥˥
litchiene	viˈtʃɪnɑ
litchier	etʃeɾ
lite	lˈita
lite grann	lˌɪteː grˈan
liten	lɪ̞kːn
liten boa	lˈitən bˈua
