'n	e
spens	spins
sperdatum	sbarðɔɫtʊm
spesery	spesˈeraj
speserye	spɛsaraˈja
spesiaal	spɛʃɪˈɑl
spesiale	spiʃial
spesies	spiɛsis
spesifiek	spɛsɪfɪk
spier	spiːr
spiertier	spiːɾˈtiɾˈ
spierwit	spiːrˈbet
spies	spiːs
spieël	sɛ
spieëltafel	spiːltˈɔfəl
spin	spɪn
spinasie	asknuzɪ
spineweg	spˈɵnənʋˈaːx
spinnekop	tsʲpɛnˈakup
spioen	sˈɪːn
spiraal	spiɾɔɫ
spitsure	skatsiːrə
splinternuut	dʒuɯn
spoed	spət
spoedboggels	spytbɔxɛls
spoedige	spurˈxa
spoedlokval	skuðloðgfʁɑð
spoel	sku
spog	svˈax
spoggerig	zpoxɛrax
spokie	spˈukj
spons	spɔns
sponskoek	sponskoːˈˈɔ
spook	spɫok
spookasem	spoɪkˈɔsəm
spoor	spuɛr
spoorlyn	spɔrlain
spoorwa	skuːrvɔ
spoorweg	spuːɾvɑːx
sport	spu
spotprent	spuːtpɾɛnd
spraak	spraːk
sprakeloos	spɹɑskɐlɛvɛs
spreek	sprˈek
spreeu	spɹiu
spring	srˈan
springbok	sprunˈbog
springmielies	spəŋmiːd̪is
sprinkaan	spɾɪnkon
sprokie	spɾuːki
sprong	spruŋ
spruit	spɾʲt
spruitkool	skrˈaɪdgɫˈoʊ
spuit	spˈaɪt
spul	spɔː
spuug	spʲix
spyker	spˈeɪkɚ
spys	spˈaɪs
spyskaart	spajskɑːrd
spysvertering	sãmbesfeɾt̪iɾen
spyt	spˈeɪt
staaf	stɔf
staak	stɒk
staakwag	stɔɫkwɑx
staal	stɔːl
staan	stan
staan tereg	zˈtɒntl tˈɛraɾ
staar	stˈɔr
staat	stɒt
stad	sˈɤtˈɑt
stadig	stɔrˈa
stadigaan	staːrˈtˈɑɦɑn
stadiger	ztorəxər
stadium	stodijam
stadswyk	statsʲvajk
staking	tˈɛstəm
stal	stɔl
stalletjie	staliki
stam	stˈɑm
stamper	stɑmpɛr
stand	stant
standaard	stændɒːɾt
standbeeld	stˈɑndpɪld
stander	stoŋdoɾ
standpunt	zˈtɑndpʌnt
stap	stap
stapel	skɑpɔɫ
stappe doen	stapɛdu
staptog	stˈapdˈɔx
stasie	redʒe
state	stˈɑːtə
statig	ʃtotax
stede	skriːdˈe
stedeling	sdjɾɑn
steeds	stets
steek	stjɛk
steel	stjɔː
steen	stjˈɛn
steenberg	ztiːrnbˌaɾ
steengroef	ztijnɣrð
steenkool	sʲtiːnkɔːˈaː
stefaan	stəfon
stefaans	sˈtˈɛfˈənz
stefan	sˈtiːfnˈɑː
stefans	otʃofons
steil	staɛɫɛn
stel	stau
stellenbosch	s̻t̪ɛrəndbas
stelsel	stelsɛl
stem	stˈɛm
stempos	stempos
stephan	stˈɛvɑn
stephanus viljoen	zufɑnɑ tsʰtʰɑjˈjuː
ster	star
sterf	stɛrf
sterk	stɑɾk
sterkfontein	stˈɛɾkfˈontˈɛɛ
sterre	stara
sterrestelsel	sˈtaɾəstˈɛlsəl
stert	stɑːt
sterwe	starba
steun	stˈiːɹ
steur	stˈiɹ
steven odendaal	stˈivən ˈɔʊɾdˈændˈɔ
steven pienaar	stˈivən pɪnˈɑɹ
stewel	spʲìɛ̯bɔu̯
stewig	zˈtɪɛva
stier	sˈtiːr
stig	stɔx
stigting	stˈɪxten
stikstof	sˈtˈɛkˈstov
stil	stɔ
stilbly	stɔglɛ
stilhou	stou̯hou̯
stilte	ztɛltɛ
stingel	sdajˈnɔl
stinkend	tstɯŋkɯnt
stinkmuishond	stəntmˈaɪsɔnd
stiptelik	sttɛptɛlɛk
stoei	skuɪ
stoeiery	sˈtˈuˈjeraɪ
stoel	stu
stoeltjie	stulki
stoep	slˈup
stoer	ʃtɪr
stof	stuf
stofsuier	stufsɑjɛr
stok	stɔk
stokflou	stˈɔkvlˈeː
stokkielekker	stokˈilˈakɛr
stokkiestert	stokjstɛr
stokperdjie	stopaˈrçi
stokstyf	stokstajf
stokvel	stokfal
stom	tsto˧˧
stomp	stomp
stompsinnig	tɛmpəsɛnˈaːx
stoof	sˈtˈuɛff
stoom	stum
stoor	stʊɾˈa
stoot	stuet
stootdop	tutˈtˈɔp
stop	stop
storie	stʊri
storm	storam
stort	stɔrt
stortbad	sturtpat
stortvloed	stˈɔrtfʉlt
stout	stɑːt
stowe	skuɫɯzza
stowwe	stovə
straat	strɑːt
straf	straf
strafregtelik	strafraːqtaˈlaːk
straks	ztrks
stralend	trɔːlɛnd
straler	stɾɔlɜ
strand	strɔnt
strandwolf	stˈɑndvʌlv
strate	sbratɛ
stratigrafie	strˈatəxrˈofi
stratosfeer	ztrɔtɔsfiːr
strawwe	fstrɔfɛ
streek	strʲiɛk
streel	strijɛl
strek	strak
streng	stˈɾˈɛnk
strewe	ztriːɛvɛ
strikdas	tˈɾaktˈoːs
stro	strˈɵɐ
strooi	strɔɪ
strook	strɔk
stroom	strum
stroompie	struɔpɪ
stroop	struːp
strootjie	rojki
struik	sdraik
struikel	ztrajkau
struikelblokke	strˈɛjkəlblˈɑkən
struktuur	strɛkdiːr
struweling	sdrɪvɛn
stry	straj
stryk	strˈaɪk
strykyster	trækɑjsʈɛr
studeer	ztudijer
student	stipɛŋk
studiebeurs	stidibˈiɾ
stuiptrekkings	stˌɔɪpttˈrɛkˌaŋs
stuk	stˈɔk
stuk-stuk	stˈɤkstˈɤk
stukkend	stəpɛnd
stukkie	ɕtoki
stukkies	stau̯tjus
stuur	stˈɪd
stuurwiel	s̺t̪iːrvjɾum
styf	stˈɛf
styg	staj
stysel	stˈæsˈɔ
stywe	stˈɛvɚ
sug	sˈɔ̃
suggestie	sxistij
suid	sˈɛɪk
suid-afrika	sˈɛtˈɑfɾikˌɑ
suid-afrikaanse	sˈeɪtˈɑfɹɪkˌɑnsɑ
suid-afrikaanse rand	səitafrɪkɐɲtsɛ rɑːnt
suid-afrikaanse republiek	sˈaɪt əv ɹɪkˈɑnsɚ ɹˌɛpəblˈɪk
suid-oos	sʰtˈɛːtsˈuːəeːθ
suid-wes	sajd̪viz
suide	sˈeɪdə
suidelik	sajdɑlɯ̞k
suidelike	sˈeɪðəlˈɪkə
suider-afrika	sojdɔlaːfriˈkɑ
suiderkruis	sæjtæɾkɾæjs
suig	sajf
suiker	sɑjkæɾ
suikerbekkies	soːjkərbˈæk
suikerriet	sakari
suikers	sajkeɾs
suinig	sˈaɪnə
suiplap	sˈeɪtlʌv
suiwel	sajbɯ
suiwer	sajvɛr
sukkel	sakˈoː
sukses	sʌksˈɛss
suksesvol	səkˈsɪsfəl
sulke	sɯ̞wkə
sunette viljoen	syneːtˈ fɔˈl jˈyn
supernova	supɛrˈnʊˈɛfɔ
sus	søz
susara	sɛsara
sussie	kəsi
suster	sɪstə
susters	sˈɛstɛɹ
suur	sˈiɹ
suurlemoen	siːrˈlɪmun
suurstof	sʲirzoː
suutjies	sekiz
swaai	svˈaɪ
swaar	svor
swaard	svˈɔɹ
swaarkry	sorkraj
swaartekrag	sʋortɛkrax
swael	swau
swaer	svar
swak	swak
swakop	swakup
swakopmund	suakobmunt
swanger	swɒŋˈɒɾ
swapo straat	swɔbɨ ʃtɾɔd
swart	svæɾt
swart op wit	svaɾd op vˈɛd
swartberg	swˈɛrtbˈaɾˈɑx
swartbos straat	sʋart boːstrad
swartkrans	suarekkɾons
swaziland	swazilant
sweem	swɪm
sweep	suiv
sweer	sviːr
sweet	sweeːt
sweetpak	swjɛtpɑk
sweis	swˈis
sweiser	svˈaɪzɚ
swel	swel
swellengrebel	sʋɛlˈimxaɾɪbɯl
swem	swɪm
swembad	svˈimβəˈt
swembroek	swimbrʊk
swenk	svˈɪŋk
swerm	svarɛm
sy	sˈeɪ
sy het 'n mooi prentjie geteken.	saʲidʒɨmɔj prɛŋkixɛ tʲeːɛkɛn
sy was oorstelp met emosie toe sy die goeie[slash]slegte nuus hoor.	zˈɛɪ ʋˈɑs ˈɵrstəlt mɛt ˈy mˈoːsɪ tˈu zˈɛɪ dˈə ɣrˈoːə slˈɑxtə nˌoːzɔr
syfer	sˈaɪfɚ
sykouse	saɪlkaʊsɛ
syne	sajnɛ
sypaadjie	sˈeɪpˈaɪki
sypel	sˈaɪpəl
systap	sastæ
sywaarts	sajvɑɾt
sê	se
sôe	sɔː
sôre	sˈoːrə
t-hemp	tie
taai	tɔj
taak	tɔk
taal	tɔːl
taalkunde	tɒlkindɒˈ
taalvermenging	tɔlfɔɾmɛnɛn
taamlik	tɑmlɑq
taan	aɟʊn
tabak	tabak
tabel	t̪ebæl
tablo	tˈɑblˈɛv
taboe	tɔbɨ
tafel	tɔː˥fʊ˨˩
tafelberg	tɔfɑlbɛrx
tafeldoek	tafoɫdɯ̞
tagtig	tɑxtɯ̞x
tak	tɑk
takbok	tˈɑkpʊlk
takke	taka
takkie	koki
tale	tɔle
talense	talẽn̪t̪sa
talle	tamən
tamaai	tʃiam
tamatie	tɛmɔtɛ
tamaties	t̪emoð̞js
tamatiesous	ðəmˈɑtisˈɚz
tand	fˈant
tandarts	tãntâɾds
tande	fondə
tandeborsel	tˈandəvˈɔɾsəl
tandepasta	fandɾpastɐ
tandheelkundige	tˈɑŋtɑjəlkˈɵndəɣən
tandpyn	tɛntpɛɲ
tanganyka	bolʲʂgãnpavʲerɨɾgavʲe
tannie	tani
tans	tˈans
tante	antɛ
tante miems	antanins
tapyt	tɐpˈaɪt
taratatata	tatatata
tartend	taːrtˈɛlt
tas	tas
tatoeëer	tˈatˈuiɾˈ
tatoeëermerk	tˌatəuxiˈeːrmˈɛɹk
te	tɛ
te veel	tə fˈil
teater	tijotuɾ
tee	fˈiːɹ
teef	tʃiɛ
teen	tɕʰiː˨˩˦an˥˩
teenkanting	tienkantəŋ
teenoor	tjenuɛr
teenoorgestelde	tijˈɛnˈoːrɣɛstˌɛldə
teenspoed	tiːtsuːt
teenswoordig	kənʃpʊɾdħ
teenwoordig	tiːnvurdauː
teerpad	tʲirpat
tegniek	tɛknik
tegnies	tɑːxˈmis
tegnologie	tɛxˈnuluxi
teiken	tˈeɪkən
teistering	tajstran
teken	tʃiɛkːən
tekening	tʲiknʲɪm
tekort	təkɔːst
teks	lɛks
tekste	tɛkstɛ
tel	tɛu̯
telefoon	tˌaəfˈɔl
telegram	tɑlˈħram
teleurgesteld	dˈəlˈyrɣəstˈɑlt
teleurstel	tsɪlɪəɹstɪl
teleurstelling	tˈɛnlˈnjɚstˈɛlən
televisie	alabˈisi
televisiestel	tɾɛnɛvisistɛl
temperatuur	tɛnprɐtiɾ
ten	dˈɛn
ten gevolge	tˈɪnɣə fˈɔlkən
ten gunste van	tˈɛn ɣˈɵnstə vɑn
ten minste	tiːn mən˧˥s˦gə
ten spyte van	tɛns vɛjtɛ funn
tendaji	tɛndagɛ
teneergedruk	teniːrxˈɪdrɪk
tensy	teŋsai
tepel	tijapumo
ter	ˈdaɾ
teregstelling	tˈɪrˈɛxtlɪŋ
terg	tʃarx
terloops	tɛrluɔps
term	t̪era
termodinamika	tɛrmudɪnɔmɪka
termyn	tɛrmai̯n
tert	tɑːɾt
terug	trɔx
terugkeer	trʏ̞χkjɛr
terugkom	tr̝ɛxkɔm
terugvoer	tˈrɛxfˌur
terwyl	arvaɛl
teug	tʲːɛ
tevergeefs	tʃiːzifˈerˈʃiːrˈs
tevrede	təfrədə
tewens	tɪɪvˈɛns
thabana ntlenyana	tabɑnɑm ʃenjɑnɑ
theuns	tjɛns
thomas	tˈoməs
tiaan	tion
tien	tĩŋ˨˩
tiende	tiŋdɛ
tiener	tʲîːr
tieners	t̪ĩŋaʃ
tientalle	tiːntala
tier	tˈiɾ
tierboskat	tʲirboskat
tik	tɨk
tikster	tˈɛkstɛr
timmerman	tɛmmɛrman
tingerig	ãmbe̞rãmb
tinteltonnetjie	tenteːltoːnɔki
tipe	tipɛ
tipies	tipis
titel	tiko
tjank	tʃoq
tjek	tʃek
tjilp	tʃoˀ
tjoekie	tʃʊk˨iː˧
tjoepstil	tʃupstu
toe	tsˈoː
toebehore	tupɛvwɾa
toebroodjie	tsɨprojti
toebroodjies is ideaal vir padkos	tˈujjˈ bɹˈuɪkissɪdˈi ˈeɭfɑbɑtgɔfs
toedraai	tˈɪdrˈaɪn
toegang	tuxaŋ
toegee	tˈɛuxˈie
toejuiging	tʊjˈɛ
toekan	tˈɵkæn
toekenning	tʊ̞kɪ̞nɪ̞ŋ
toekomende	tʃɯkːumɛndɯ
toekoms	tˈɪkˈomisˈ
toelaat	tʃiːg�
toemaak	tʃuːmok
toename	tʊnɔmɛ
toeneem	tynɪm
toepas	dʒuːpas
toer	tʏɾ
toeris	tʊɾɪss
toerismeïnligting	tʏrʏ̞smʏ̞ɪ̞nɫɯ̞χtʲɪŋ
toeriste	tʊɾɛstɪ
toernooi	turnue
toerusting	tʃiːzitʃiːzi
toesig	tʏ̞sʏ̞
toesighouer	tʏsæːhɛʏɛr
toeskouer	tʏsskʲɛlkɛr
toespraak	tusprɑv
toespreek	tusprʲæ̀i̯k
toestand	tɨsdant
toestel	tsistav
toestemming	tʃiztemɛn
toeter	tøtøyɾ
toets	tˈɪts
toeval	tˈɪfˈɔl
toevertrou	tˈufɛrtrˈˈo
toevlugsoord	tʊflʊɣsˈɔɜt
toewyding	tʊjdɛn
tog	tɔx
toilet	twˈalˈeɪt
tokoloshe	tˈɔkɔlˈoːtʃi
tokyo sexwale	tokio se xualə
tol	tɔːl
tolbos	toɫbos
tolk	tɔk
tollenaar	tˈolɛnaːɾ
ton	tɔn
tone	tʃiwɔnˈa
toneel	tˌaθˈɛstˈ
tong	tum
toon	tʃuən
toonbank	tˈuˈeːnbˈɑŋk
toonbeeld	tˈuˈænvˈiːlt
toonnaelknipper	tɪuːnɔːknɪper
toorn	tˈuɾum
topografie	tˈɔ̃pˈɔ̃ˈafˈ
toring	tˈɫɯrˈɯm
tortilla	tɔɾtalaɾ
tos	puls
tot	tɔt
tot nut van het algemeen	tˈɔ nˈɵt vɑn hˈɛt ˈɑlɣəmˌɪən
totdat	tʊtɑt
totsiens	tutsiŋs
tou	dˈoʊ
touspring	tˈaˈʌspɾˈɑn
toustaan	tɛstɔn
toutswemogala	tutswɛmˈoːgˈaːlˈa
towenaar	tˈuːvənˈɔɹ
towerkragte	tuːnɛvɛrkraːx
toyi-toyi	tʰwjtwj
traag	trˈɔx
traak	trok
traak-my-nie-agtig	trakmˈɛɪnˈiˈɑxtəx
traan	fron
traanbuis	trãnbejs
tradisie	tradisi
tradisioneel	tradiʃunioau
tradisionele	traɖis̺ini̯əl̪e
tradouw	tradoɾ
trae	traːlˈɛ
tragedie	faxiːri
trakteer	trakðʲir
tralies	tralis
transkei	tronsgaj
transkripsie	transkrɛptsijɛ
transliterasie	translɛtɛɾɔsi
transvaal	transfɔːɫ
trap	tʃat
trapesium	tropiːziɛm
trapsuutjies	trapzikiz
tree	tɹˈe
tref	t̪ɾes
tref-en-trap	trˈeˈafɛntɾap
treffer	t̪e
trein	trajm
treinspoor	trajnʃpulɛr
trek	trɛk
trekker	trakɾ
trem	trɛn
treur	friːɾ
treurig	prʲera
treurspel	triːˈɾspau̯
treë	tria
trigonometrie	trəɣənɔmɛtrəɪ
troeteldier	trɨtou̯dɨr
trofee	tɾˈɛfˈiɐ
trommel	tromau
trompop	tˈɾˈumpop
tronk	fruk
tronkstraf	trunˈgstrˈɔf
troon	truːɛn
troos	tɾuːəs
trop	trˈɔp
tropies	trovis
troposfeer	tɾɔpʊsfiɾ
troskie	tɾɔski
trots	kɾots
trotserend	trotsiɛrɛnt
trou	trau̯
troue	fraɣ̞a
trouens	tɾau̯enʃ
trui	fɾɔj
truspieël	tɹˈispˈil
truuk	tr̝ik
tshwane	tʃoˈne
tsotsi	tsotsi
tsumeb	tsʊmɛp
tuie	tʃaːjɔ
tuig	tɔjˈv
tuin	ɛ̃im
tuinier	dajnɛ
tuinslang	təsslʌŋ
tuis	kəs
tuisgemaakte	tˈeːsɣəmˈɑltə
tuiste	tojsʲtoj
tulbagh	tʊɫbɑx
tulp	tɔp
turksvy	rɛksvaɪ
tussen	dʒˈɚsən
twaalf	twˈɑlf
twak	tˈvɑk
twee	ɛstɾujɛ
twee duisend sestien	tˈɪs ˈɪnzəl dˈɛns eːnˈsɪn
twee-en-twintig	propiaintuantax
tweede	bʲeðe
tweefontein	siːfˈɔɹˌæntˌeɪn
tweekeer	tukje̞kjɛr
tweeling	tɨwɨjɛlɛm
twintig	tɛntɛr
twintigste	tʊ̞ntəxsdæ
twis	twˈɪs
twyfel	twˈeɪfəl
tyd	tajt
tydelik	sajˈɾuˈlɯk
tydens	ð̞ajd̪en̪s
tydperk	zˈaɪtpˈɑɾk
tydrowend	tˈajˈtrˈɛfɛnd
tydskrif	tˈaɪpskˈrˈaf
tydsone	d̪aɪ̯tsːuːe̞nɛ
tydverdryf	tˈaɪtfˈɛɹtɹɪvˈɛ
tye	tsɑjɛ
tygerberg	tɛjɣərbˈɛr
typography	tipoxafˈi
u	t̪e
u gebruik 'n wyndruif om wyn to maak	ˈɪx ɣəbrˈeːkt ˈər ʋˌɛɪndrˈeːf ɔm ʋˌɪɛntəmˈaːk
u s'n	yː sen
ui	ˈɔj
uie	ãjɯ
uier	ajɯɾ
uil	pau̯
uit	œyt
uit die aard van die saak	œyt dˈi ɑːrt fɑn dˈi sɑg
uitbarsting	ãjtbãʁstɯ̞n
uitbrei	ojtbraɟ
uitbreiding	aɪ̞tbrɑjˈðæn
uitbuiting	æjtpäjtɛn
uitdagend	ladoxent
uitdaging	eid̪oːxən
uitdeel	ˈeɪdˈoːl
uitdruk	ajtstrɔk
uitdrukking	ajtrɛkam
uiteenlopend	ˈætˈeɪnˈoʊpɹˈɪnt
uiteinde	dʒoːsˈɛndˈe
uiteindelik	æizajndælɛk
uitenhage	ˈœytənhˈɔːɣ
uiteraard	əjtərɑːrt
uiters	ajtɯʃ
uiterste	ʊ̞jtʲɪrstʲɪ
uitgaan	ˈeɪkən
uitgangspunte	aɪtxˈɛntsbˈɪlt
uitgawe	œytʁɑʋ
uitgebroei	ai̯dxəbrauja
uitgenooi	ˈɛitɣˈɛnˈɔˌɪ
uitgeput	ˈɛɪtɣənfˌɑt
uitgerus	əjtχrs
uitgesluit	ˈœytɣəzlˌɑɪt
uitgestrek	œytɣɛstrɛk
uitgewer	ãjtχʲiːvɛr
uitheemse	ʊ̞jtjɪmsæ
uithou	etʰoː
uitklophou	altklʊbhau
uitleen	ajtæpɪn
uitnodiging	ibːoːraːkæŋ
uitnooi	ɔɪtnoj
uitpak	ətpˈok
uitputting	igat̪n
uitroei	ˈaɪdɹˈi
uitruil	kajtɾajɫ
uitrusting	ajtʃlɑʃtɯm
uitsaai	aʲtsɔj
uitsaaiwese	eɪtsɒiːvjɪəsɛ
uitsig	æjtsøv
uitslag	bˌaɪnənzlˌɑx
uitsluit	aɪtsslˈaɪt
uitsluitend	lala
uitsluitlik	et̪s̺lajt̪el
uitsmyter	əɪtsmətəɾ
uitsny	aɪtsneɪ
uitsoekerig	əjtsʏkɛrˈax
uitsondering	eɣisɔndɑrɯm
uitsonderlik	ajtseːndrlɯk
uitspansel	ɛkspɑnsɯl
uitspatig	ajtspɑtˈɑx
uitspattend	eɪtspətənt
uitspattig	aːjtspɑtˈtɑx
uitspraak	œtsʃproːk
uitstalling	ab
uitstappie	ba
uitsteek	əkstʲiɐ̯k
uitstekend	atsvʲekand
uitstekende	t̪st̪eːkɛnd̪eː
uitsterf	əɾt̪st̪aɾf
uitvaagsel	auːtfɑːksɔl
uitvind	œy'tyʃɛnt
uitvoer	tˈɛ̃lfˈyˈʁə
uitvoerende komitee	aʏt fʊrntə kɔmətɪr
uitvoering	haltsfˈyːrə
uitwendig	ˈœytʋˈɛndˌɑx
uitwerking	ˈɛɪtʋaːrkɛŋ
uitwys	lað̞væis
ukulele	ukulene
unie van suid-afrika	jˈɛni fɔn tsaɪt ˈɔfɾɪkˈɑ
uniek	ilnik
uniform	ʲinɪfʊɾaɲ
universiteit	iːndiːderˈsijtɑjˈd
upington	apɪŋtoːn
uraan	ɾæn
uranus	iːɾɒːnos
uthini	utini
uur	jɔjɾ
uurliks	ˈyrlˈɵks
uyabona	uaiabona
uys en buys	ˈaɪs ðe beɪs
vaak	fok
vaal	ʂau̯
vaalrivier	ðæɾfør
vaar	fɑːr
vaardig	fɒˈɾdɒh
vaardigheid	fɔrdaxaj
vaatjie	fajke
vader	fɔðɚ
vae	fok
vak	fok
vakansie	fakuntsi
vakansiedag	wakaːnsiˈd̪a
vakant	fˈakːant
vakature	fˈakːatˈiːrə
vakbond	fˈɑkbˈɔnt
vakunie	fokʔiːnɪ
val	xou
valentynsdag	fˈɑləntˌaɪnstɑːx
vallei	fɑlˈlɑj
vals	fˈɔlks
valskerm	fɔɫskɑːrɯm
vampier	ampiɾ
van	san
van de merwe	vˈɑn dˈə mˈɛrvə
van der linde	qwãnð̞eɾlẽn̪d̪e
van der merwe	fandɾ mɛrvɛ
van der westhuizen	foːndɯr vɛjst ɔɪzən
van iets hou	fˈɑn ˈɪts hæu
vanaand	fɑŋˈɔnt
vanaf	fˌanˈf
vandaag zal ik ga (gaan) naar de winkel.	vɔːr dˈɑx zˈɑl ˈɪk naː dˈi bˈɔŋkəl ɣˈaːn
vandaar	fondðˈoɾ
vandag	fantaz
vandeesmaand	fˈaːndiːrˌeːsmˈɔnt
vandeesweek	fˈandiːɾsvˈɪɾk
vanderbijlpark	fˈɑnˈdˈɛɹbɹˈaɪlpˈɑɹk
vang	fʃaːm
vanger	ʃˈɫɪŋər
vangwa	fˈaŋlˌɔ
vanielje	vanˈɛljə
vanmôre	fɔmˈoːrə
vannaand	fɛnɑːnt
vannag	fˈɛnˌɑg
vanne	fˈanə
vanoggend	vˈanˈɔxənt
vanuit	fajnɛ
vanweë	fˈandˈiː
vanwyksdorp	vˈanvˈaɪkstˌoːrɔp
vark	farak
varkie	fapj
varkvleis	fˈaɾkʊfˈaɪs
vars	fˈas
vas	fas
vasgevang	fasxafˈa
vashou	fosˈo
vasmaak	fasmɒk
vassit	faset
vasstel	fastˈoɾ
vasteland	fastɑlɑnt
vasvra	fastfɾo
vate	fauːtɔ
vee	fiel
veearts	fʲirɑːrts
veelrassige	fjoɾɑsɯɣɯ
veels geluk!	fʲur zˈɣlʊk
veelsydig	filsajdə
veelvuldige	vˈeːlfˌɔldəɣən
veer	fiel
veertien	firtĩm
veertig	fʲirtæx
veg	fˈax
vegetarier	fiqitħɑrɪr
veilig	sajlɑq
veiligheid	fˌaɪlɜhˈəˈɪd
veiligheidsmaatreëls	fâi̯lʲaxài̯tsmàːtrʲɛls
vel	fˈaʊ
veld	fˈɛlt
veldt	fˈɛlt
veldtog	fˈɛltˈɔr
venesiaans	penjˈsjˈanʃ
vennoot	fɛɾnˈuːət
vennootskap	fɛndəmɪtʃgˈap
venster	fenktser
vensterbank	tɛŋstɛrfɑŋk
vensters	pɛntstɔrs
vent	fˈɪnt
ventilasie	vˌiˌntˌɛlɔsɪ
ventjie	θæŋkjɛ
venus	vˈiːɾnˈɪs
venyn	feneɪn
venynig	fɛnajnə
ver	ar
veraf	faːrʌf
veral	fesau
veralgemeen	frɑlɣəmɪn
veralgemening	fraːraːlɣəmˈeːrɛn
verander	sɛrˈandər
verandering	vˈəɾˈandərəŋ
veranderlik	fɛrɑndɑrlɯ̞k
verantwoordelik	fʲirɑnpʊ̞rgjɪlɪ̞q
verantwoordelikheid	vərˈɑntʋɔːrləkhˌɛɪt
verassing	ðæɾɑsɯ̞ŋ
verbaas	fɛrbɔs
verban	fɛrbɔn
verband	fɛrbanˈd
verbasende	tʃapbaːsʔɪnde
verbeel	fɛrbio
verbeelding	fɛrbjɯɫdɯn
verberg	fɛrbaːx
verbind	fɛrpənt
verbindingsfout	fɛrbˈɪndɪŋzfˈaɪt
verbintenis	fɛrbɛntɛmɛs
verblindend	fərbləmbiːn
verbloem	firkɫym
verbod	fɾpɔt
verbode	frbueːdˈe
verbond	fərbond
verboning	fərbˈuːonən
verbrand	frɛbrant
verbreed	fɛrbriːt
verby	fəˈrbɑː
verbygaan	fərbˈajxɔn
verbyganger	foɾbˈaihoŋeɾ
verdag	vɛrdˈɑx
verdagte	fɛɾdˈaxte
verdedig	fərdˈɪrəx
verdeel	fɛrdiːl
verdeiping	ferdipˈenˈ
verder	tʃoɾðɯɾ
verdien	fɛrdim
verdieping	kest̪t̪ipãn̪
verdig	ʃɯ̞rtɯ̞
verdomde	fæɾtomdɯ̞
verdowing	səɾduːəbˈɛn
verdraagsaam	fərdrɔɦsɔl
verdraai	fɛrdraj
verdrink	falt̪ɾnk
verduidelik	fərtˈœydəlˈɛɪk
verduistering	fɛrˈdɑistɯrɛn
verdwaal	fʲirduɔ̯
verdwyn	ʃurtɣæn
vereeniging	sɛɾjɛnag
vereffen	fɛrɛfːɛn
vereis	χðˈərˈaɪs
vereiste	frəjstɛ
verenig	fɛrʲinəx
verenigde koninkryk	fər ˈinəxtə kˈinəngrˌɛk
verenigde state	vɛr̝ɪnˈaːxtɪztaːtɛ
verenigde state van amerika	vɑn ˈɪnəɣdə stˈɑtən vɑn ˈɑmˈɛɪrˈɛkˈɑ
vereniging	fərɪənaxa
verf	fˈaɾs
verfrissend	fɛrfrɛsɛnt
verfyn	fɛrˈfˈaɪn
verg	farʁ
vergadering	førxadəroː
vergeef	farχʲiːð
vergeet	farħiːt
vergeet dit!	arxet et
vergelegen	varxˈlˈiːɣl
vergelyk	frχɑlaːk
vergemaklik	fərɣəmˈɑklɪk
vergesel	frxzɛl
vergewe	frxjava
vergifnis	təxfnæs
vergoed	frχɛd
vergoeding	frˈxudˈan
vergrootglas	fɛrˈxrʊɛtglˈɑs
vergrys	ˈθarxrˈaɪz
verhaal	fɛrhoːl
verheug	frjɛx
verhewe	fˌaɾˈiɛvˈo
verhoed	frˈʁut
verhoor	ferueˈɾ
verhouding	farahwdng
verhuis	fˈɛrˈhɔjs
verhuurder	bəːreɾkləɾ
verifieer	vˈɛrəfiɾˈ
verjaarsdag	farjɑwɑʃtɑh
verjaarsdagliefie	frɪjˈɑ̃ɛʃtˈɑxlˈiːvi
verkeer	fɛrkijɛr
verkeerd	fɛrkiːrt
verkeerskonstabel	pɨrkiɛʃkɔnstɔbɔl
verkeerslig	əkˈijəsnˈɤ
verken	fɛrpim
verkies	fˈakˈis
verkiesing	furkɪ̞sæŋ
verklaar	fˈɛrklaɾ
verklaring	zaklarəm
verkleineer	fakultäjniɛr
verkleinwoord	tɛrklajnwɛr
verkleurmannetjie	fɔɾtʃljˈurmanˈɪkˈɪ
verkleurmannetjies	fˈɛstljˈɛɹmˈʌnˈɛtis
verkondig	vɛrkˈɔndəx
verkool	fərkvʊl
verkoop	fɛrˈkʊɐp
verkoopsman	fɛrkɔtsman
verkoue	fɯ̞rkaɫɑ
verkragting	vɛrkrˈɑxtən
verkry	falkraj
verkyker	fɛɾkɛkɛ
verlaat	fɛrˈlɑt
verlaging	fərˈlɑxəm
verlam	fəˈɾlom
verlamming	fʲirlamen
verlang	farlaŋ
verlange	frɛlaŋe
verlate	fɛɾˈnɔtɛ
verlede	farˈliɾe
verleng	fɛrleŋ
verlep	fɛrlɛp
verleë	fərliːə
verlief	sɚliːf
verlies	ɛɾlis
verligte	frɪlɪxta
verlof	senoːv
verloofde	fɛrˈluːftə
verloor	fɛrˈlur
verlore raak	sas nora rog
verlos	fˈɛɾlˌoːs
vermaak	farmɔ
vermaaklike	fərmˈaːklɪkə
vermag	fərmɑx
vermeende	fɛrmʲijɪmdæ
vermeerder	fɯ̞rmʲeɪ̞rðær
verminder	fɛrmændæɾ
vermink	fɯ̞rmʊ̞ŋ
