0 பூஜ்ஜியம் அல்லது சுழியம்	bʊjʃiʲam bʊjʃiʲam alladɯɕoːʋijam
தவத்தைச் சிதைத் ததுமோ	d̪aβ̞at̪aʝ saɪd̪ək ta d̪u mol
தவம்	tɑːbɑm
தவம்இரண்டும்	ɖəʋəmrɐɳɖəm
தவறல் லவை	taːʋəɾəlː ʋəjː
தவறு {tha-va-ru}	t̪aβ̞aɾɯ
தவலையை	təbalai̯jæ̂i
தவளை	kaːʋɐɭa
தவளைக்கு	t̪ʋgɐlikːu
தவளையும்	t̪aːʋɐnjɐum
தவளையையும்	ɖɐʋɐɭajum
தவழும்பொழுது	rɪt̪umpoɻɯd̪u
தவி	taːbji
தவிக்கிறேன்	fabikiriːn
தவிட்டுக்கு	t̪əbiʈːukːu
தவிட்டுப் பானை	fɐʋiɖuupːaːnɐj
தவித்துத் தத்தளி	t̪oːʋit̪ːʈʈ t̪ːʈːəɻiː
தவித்துத் தத்தளிக்கும் போது	ɖɐʋiʈːut t̪aʈːəɻɐɻukːu uːoːd̪ɯ
தவிப்பது	ʈaːbipːadu
தவிப்பு	tˈavˈɛpø
தவியாய்த் தவித்து	tɐʋiai tɐʋitːɪ
தவிர	tadɪɾa
தவிர்ந்து	t̪abeɾn̪d̪e
தவிள்	t̪əvɪl
தவுறுண்டு	taːɔlnɖuː
தவ்வென்னும்	tavɛnum
தா	dɑːtɑːtdaː
தாகத்துக்கு	d̪aːgt̪ːukːu
தாக்கப்பட்டவர்கள்	taːkːp̚paʈːaɋɐɭə
தாக்கம்	t̪aːkːəm
தாக்கற்குப் பேருந்தகைத்து	kaːnʧəɾ keː peːr ɖaːɦẽːn̪t̪ː
தாக்கல்	daːql
தாக்கி	tɑkʰj
தாக்கியவர்கள்	taːkːjɐʋɐrgɯ
தாக்கு	tˢakˀ
தாக்குண்ட	t̪əkːɯ̃ːɖʰɑː
தாக்குண்ணுதல்	t̪opkoɾnud̪al
தாக்குதலுக்கான	dɑːkdəlˈʊdkæn
தாக்குதல்	taːkːud̪l
தாங்கக்கூடிய	təŋgkɔɽiːɛ
தாங்கலாம்	taːŋgəlaːm
தாங்கல்	kaːŋgə
தாங்கள்	taːŋgai̯
தாங்கவைத்தல்	taːŋgʋai̯t̪ːl
தாங்காதா	taŋgaːdaː
தாங்கி	taːŋgiː
தாங்கினது	taːŋɟiːndu
தாங்கு	taːŋgɯ
தாங்குதல்	taːŋgud̪l
தாங்குவானா	taːŋgvaːna
தாசனாகிய	dɑːsənɦɑːkiːjeː
தாணிழன்	taːɳɪɻən
தாண்டாதவன்	ˈtaːɳɖaːd̪əʋɐn
தாண்டி	taːnd̪iː
தாண்டினாராம்	taːɳɖiɳaːrɑːm
தாண்டு	tˈɔnnjˈu
தாண்டுகிறேனா	kaːɳɖɯreːnaː
தாண்டும்	taːn̪d̪um
தாத்தா	tata
தாத்தையங்கார்	taːt̪ːjŋgɐɾ
தாத்தையங்கார்ப் பேட்டை	ɖaːt̪ːjəŋgɑːr ʋeʈːaɪ
தாத்தையங்கார்ப்பேட்டை	t̪aːt̪ːjəŋgaːrpeːʈːai
தாந்தம்	ɑndəm
தானமது விரும்பு	dnmdaːəmd̪ʌvɪɾːmbu
தானமாக	ɖɑːnəmaːkeːeːʔ
தானம்	d̪aːn̪ʌm
தானாக	t̪aːn̪ɑːkeʃte
தானே	taːne
தானே வந்து	taːneː vəŋɖu
தானைக்கொண் டன்ன	taːn̪ikː kɔɳɖɐn̪n̪
தானொழுக	taːnoɾhege
தான்	taːn
தான் தீங்கு நினைந்த	ɖaːn̪ ɖiːŋgu n̪inãn̪d̪a
தான் பணியாள்	taːn paɳijɑːl
தான்அமிழ்தம்	taːn̪m
தான்கண்	dãːn˥˩kãː˥˥
தான்கண் டனைத்திவ்	taːn kɐɳɖəɭe ɖeːv
தான்நல்கா	taːnalgaːm
தான்நல்காதாகிவிடின்	taːn̪ɐlgaːt̪ɑːgiʋiɖi
தான்நாணா னாயின்	taːnː nɑːɳaːnɑjɯn
தான்பிறர்வாய்	t̪aːnpɾrɾoɾ
தாமரை	t̪aːmɐɾaɪ̯
தாமரையி னாள்	taːmɐɾ hinaːɭ
தாமின்	tˈɑːmɪn
தாமோதரன்	t̪aːm̩m̩oːd̪ɾanɾ
தாம்படா	saːmpɽɑː
தாம்பூலப் பை	taːmoːʔlɐpːai
தாம்பூலம்	taːmboːʋlam
தாம்வேண்டின்	tˈaːmvˈeːnɪn
தாயகம்	tɑjɑɣ̞ʊm
தாயினுங்	dʒɑːiːnʊ̃g
தாயினும்	tʰaːjnʊ
தாயினும் சால பரிந்து நீ	taːjiːnəam saːn̪ pariːn̪d̪eː niː
தாயிழை	taːi̯ɭai̯
தாயுடன்	taːjoːɖan
தாயுமான	taːjuːmaːn
தாயுமானவர்	taːjoːmaːnʋɾ
தாயும்	taːjum
தாய்	nəmɛnnəmɛŋpəmɑŋʔˈɛniːnɑːlɑːl
தாய் வடிவு பாதுகாப்பு	taːj ʋɐɖʋu paːɖʰgəɑːpːɯ
தாய் வீடு	taːj ʋiːɖu
தாய்மொழி	tajmɾiː
தாரகைகள் தாமகல	taːɾɐgɐɪ̯ taːmaɦɐl
தாராபுரம்	t̪aːɾaːbuɾɐm
தாராளமாய்	daːraːɻmaːj
தாருங்கள்	taːɾʊŋgɭ
தார்க்கு	tɑːrkɯː
தாறுமாறு	taːɾumaːrɯ
தாற்காலி	taːt̚˨˩kʰaː˧liː
தாலாட்டு	taːlaːʈːɐ
தாலி	t̪aːliː
தாலியை	t̪aːl̪ej
தாள	dɑːɭːt
தாள முடியாத	ɖaːɭ muɖijat̪
தாள முடியாத குளிரால்	taːɭ mud̪ijɑːt̪ kɔɻiraːɭ
தாளமாம்	taːrləmaːm
தாளம்	kaːɭəm
தாளித்தல்	taːlɨt̪ːl
தாள்	tsiau̯
தாள்சேர்ந்தார்க் கல்லால்	t̪aːɻs̺iːɾʈgaːgɐgɐ
தாழ	naːɾ
தாழாதே சார்ங்கம்	ɖaːɻaːd̪eː sɑːrʊŋam
தாழும்	daluŋ
தாழைக்கோழி	taːɾaɪkːkoːɻi
தாழ்	tɔːiːm
தாழ்ந்த	daɪˈɹiːndæɹ
தாழ்வரை	taːɻʋɐɾeːj
தாழ்வாரம்	taːɻʋaːɾum
தாவணி	ɖɑːʋnːiː
தாவர	t̪aːrɛm
தாவரங்களில்	taːʋɐɾŋkːɐɻil
தாவரங்கள்	t̪aːʋəɾəɲːai̯
தாவரம்	taːvɐɾɐm
தாவிக் குதி	tɑːbɪk kɔː d̪iː
தாவிக் குதித்தல்	taːbi kːu d̪i taːlː
தாவுகிறதோ	taːbbəxˈraːtoː
தாஸ்மானியா	dæsmɑːnjæ
தி	riribˈi
திகதி	tigadˈi
திகழும்	viːgəˈrɛm
திகழ்	ti˥˩xɤ˥˩
திகழ்கின்றன	t̚˨˩kʰəɾ˧kin˩˩˦raː˧nɑː
திகழ்கிறது	t̪eːɣ̞əlɦəɾəd̪eː
திகிலுமாக	ɖigʉloːmɑːgɑː
திகைப்பூண்டு	ð̞ʝkajpũŋð̞ʝ
திக்கு	pikːɯ
திங்கண்	tiŋˈɾaɲ
திங்களுர்	tigaɭuːr
திங்களைப் பாம்புகொண்	ɾiŋgɐɭai̯ paːmbu kon
திங்கள்	t̪ɪŋlp̚
திங்கள் திருமுகத்து	ɖiŋgu t̪iɾumʊgɐu
திசை	te˨˩saːi˥˧
திசைமுகன்பால்	t̪iɕaɪmʊgənpaːɭ
திசையினு	ð̞ejɣ̞sai̯neɾũn
திசையிலிருந்து	ɖis̪ai̯jɭɯɳɖu
திட	d̪iɾe
திடனுடையார்க்கு	d̪iɖɐnuɖajɐɾkːu
திடமான	t̪iɖɐmaːn̪eː
திடம் {dhi-dam}	ʈeːɖum
திடீரென	ɖiɖiːɾɐn̪
திடுக்கிடு	t̪ɪɖukːɪɖɯ
திட்டக்குடி	tʃikːoɖi
திட்டத்தினை	t̪ɪʈːɐt̪d̪iːnɐɪ̯
திட்டத்தைச் செயற்படுத்துவதில்	rɪɖːt̪ːɪɭ ʃajɾkɭuʋɯt̪ːuʋɐgɭ
திட்டமிடப்படாததாகவும்	t̪eʈːʋɪɖɐpːəɖɐdɾɐgəm
திட்டமிடப்பட்டுக் கட்டமைக்கப்பட்டுள்ளன	mʈiː ɖiɖuʋɐɭɐpːɪt̪ːɪɾ kɖɖɪmai̯t̪ːə kɔɯɕː
திட்டமிடப்பெறாத	ɖɪɾːmiɖʌpʋəɾɑːt̪
திட்டம்	tikˈam
திட்டம் {thit-tam}	t̪it̪ːam
திட்டிவாசலில்	ɖiʈːiʋɑːs̪lɭil
திட்டை	tʃtˈe
திணறியது	tiɳəriːjadɯ
திணறு	t̪iɳɐɾɯ
திணி	t̪iːj˧
திணைகளாகப் பிரிக்கப்பட்டுள்ளன	niː zɺdum jɪkːf ɪnˈdʒʰonː
திணைமாலை	ɪnimaːi
திண்டாடும்	t̪iɳɖaːɖum
திண்டிவனம்	t̪ɪn̪ɖiʋɐɳum
திண்டுக்கல்	t̪ɪndugɐl
திண்ணையிலே	t̪n̪ai̯leː
திண்மைஉண்	tʰiːn˧maɪ˧n
தித்திக்க	tettikːɛ
தித்திக்கப் பேசுவாய்	t̪it̪ːikː ʃɑːp̚ːɪ zʊʋaːʱi
தித்திக்குமா	tˈitːəkˈkuma
தித்திக்கும்	tətˈɪkˈom
தித்தித்தல்	t̪i̠t̪i̠t̪aɫ
தித்திப்பா	tip˦ipa˥˧
தின தந்தி	ð̞enat̪ t̪anð̞eɪn
தினகரன்	ðeːngɐɾːaːnr
தினங்களில்	ɖiŋgɭɪl
தினசரி	tiːnesˈɛɾi
தினசரியாக	ðˈɪnˈfɑrɪjˈgɛp
தினத்தந்தி	d̪e̞n̪t̪d̪ãn̪d̪iː
தினந்தோறும்	d̪iːn̪d̪oːɾum
தினமலர்	dˈeˈnamalˈaɾ
தினவு	tɛːnaːw˧
தினை	e̞nˈɒi
தினைத்துணையாங்	t̪inãːjt̪nʊnajaːn
தின்கிற	teŋiɾeː
தின்கிறது	t̪iŋgɪ̞ɾɐðɯ̞
தின்கிறதே	t̪in̪gir̪e̞d̪e
தின்னுமாம்	tiŋnomam
தின்பானும்	tiːnbɑːnum
தின்ற	t̪inɾ̩
தின்றீர்	tenriːr
திப்பிலி	tˈɛpˈili
திப்பு	tipu
திமிங்கிலங்களின்	t̪ɪmɪŋiːlŋgəɻeːn
திமிலிசி	tjmɛjˈleːsːi
திம் தடாக்கா	ɖim taɺaːqaaːn
தியாகராஜன்	t̪jɑːxʌrɑːdʒɑnɑː
தியாகி	fiʔaxiː
தியாச்சியம்	ti˥˩la˥˧tsʰiam˥˩
தியானம்	d̪iːaːnɑːm
திரட்டுப்பால்	t̪iɾɐɖɖɯpːpaːl
திரண்டாளாம்	t̪iɾaɳɖaːɑːm
திரவக் கழியல்	d̪ɾəʋɐkːɣʈjɪjəm
திரவத்தின்	d̪ɪrʋt̪ːiɳ
திரவியம்	ʋɪɾəʋijəm
திராட்சைப்பழம்	d̪ɾaːtɕːai̯pːəɻam
திராவிட	d̪ɾaːʋiɖ
திராவிட நாடு	d̪ɾaːʋiɖɐnɑːɖu
திராவிடர் நாடு	d̪ɾaːʋid̪ɐɾ n̪aːɭɛj
திரி இட்டால் மூவருக்கு	t̪iɾiːʈːɐɭ̩ muːʋɾuːkːu
திரிகிறது	tiːrixiˈɾadi
திரிகோணமலை	t̪iɾukoːɳmaɭaɪ
திரிசமம்	tʰɪrːsʰmɦm
திரித்து	te̞ɾiːt̪t̪ɯ
திரித்துக் கூறுவதால்	ɪɾitːu kuːɾuʋd̪ɭ
திரிந்து	aɾoeɾenumeɾoɾinde
திரிபவர்	t̪iːriːbavə
திரிபுர	tiːriːpədˈre
திரிப்பான்	t̪iːpɑːn
திரிவர்	t̪riβ̞əɾ
திரு.வி.க நகர்	t̪ɪrʊʋiːkːɑː ɳəɣə
திருகு	kɪ̞rˈgɪ̞
திருக் கோணேச்சரம் கோயில்	t̪ɾʊk koːɳe ʃɐm koːjl
திருக்கடையூர்	t̪iɾukːgəɖɐɪɾɐuːuːr
திருக்காட்டுப்பள்ளி	t̪iɾukːaːʈːuppaɻɭi
திருக்குறள்	t̪iɭkːuɾr
திருக்குறி	t̪ɪr̥ˈkɔːriː
திருக்குவளை	t̪ɪɾukːuʋɐɭa
திருக்கோயில்கள்	t̪ɪɾukːoːjɨləgɐɭ
திருக்கை	tʲɪrʲɪkaj
திருக்கோணமலை	t̪ɪkːoːɳɐmaɭaɪ
திருக்கோயிலூர்	tirkːoiːloːr
திருக்கோயில்	t̪ɪkːɔɪl
திருக்கோவிலின்	t̪iɾukːoːvɪlɪn̪
திருக்கோவிலூர்	t̪ɪrɪ̞kːɑːvjlʊːr
திருக்கோவில்	t̪ɪkːɔːvɭ
திருச்சி	teɾitʃi
திருச்சி {thi-ruch-chi}	tiˈrʊtʃːi
திருச்சி யிலிருந்து	t̪iɾɪtʃːiːjɭɨɳɖɯ
திருச்சியிலும்	t̪iɾɪtʃːiɛɾum
திருச்சியை	t̪i̠rʲtɕjæ̀i̯
திருச்சியைத் தலைநகராக	li tʃiˈɛ tɾalina tʃaraː
திருச்சிராப்பள்ளி	tirtʃrapəˈliː
திருச்சிராப்பள்ளிக்கும்	t̪iːrɪtʃːiɾaːpːəɭːləkːum
திருச்சிராப்பள்ளியை	t̪iɾʊtʃːiɾɐpːpaɪlːi̯
திருச்சிற்றம்பலம்	t̪iɾʊtʃːiɾːumpəɭm
திருச்சூர்	t̪irɪtʃuːr
திருச்செங்கோடு	t̪i̠rʲit̪t̪sʃŋgoːɽuː
திருச்செந்தூர்	t̪i̯rʲitʃtʃnd̪uːr
திருடப்பட்டன	̪aːɖpːʈːəɭaː
திருடர்களால்	ɖiɾɾɾɾɐɑːɭ
திருடுக்கென்றதாம்	n̪d̪ɪ̯ɾɯkːɳɖətaːm
திருடும்	t̪iːrɪːoːɖum
திருடுவான்	t̪iɾuɖʋɑːn
திருட்டுக்கை	thiruʈːɐkːaɪ
திருத்தக்க செல்வமும்	t̪ɪəɾut̪ːəʈːuk sɛlʋɐmum
திருத்தணி	t̪iɾut̪ɐɳiː
திருத்தலங்கள்	t̪iɾut̪d̪aɭæŋɭ
திருத்துறைப்பூண்டி	t̪ɪɾut̪ɖuɾai̯pːpoːɳɖi
திருத்துறையூர்	tʰiɾutːoɾɐɪu
திருநள்ளார்	̪t̪ɪɾuɳɐɭːɑːlː
திருநாகேஸ்வரம்	t̪iɾuɳaːgɑːɪswɐɾəm
திருநாரையூர்	t̪ɪnɾɐɪuː
திருநாளாம்	t̪ɪlːɑːɻɑːm
திருநாவுக்கரசர்	t̪iɾuɳaukːgɾəsɐr
திருநூற்உரை	t̪iɾɯneːɾʊɾaɪ
திருநெறி	t̪iɾuneri
திருநெல்வேலி	t̪ɪn̪elːʋeːliː
திருந்தடி	t̪ːiruⁿd̪ɖaɖi
திருப்திப்படுத்த	t̪ɾupːt̪ipaɖukt̪ː
திருப்ப	t̪iɾupːaː
திருப்பதி	t̪iɾp̪d̪i
திருப்பமில்லாத	t̪ɪpːjɭɭaːt̪
திருப்பு	tɯ̞rɯ̞pɯ̞
திருப்புமுனையாக	t̪iːrʊpːʋmənaɪʔaːkʰeː
திருப்புளி	tətəpuro
திருப்பூரின்	t̪ɪpːɾiɳ
திருப்பூரில்	t̪iɾpːɯːɾil
திருப்பூருக்கு	t̪iɾupːuːrukːʊ
திருப்பூரை	t̪ɪpːɾɐj
திருப்பூர்	tɪrpːuɾ
திருப்பூவணம்	t̪ɪɾʊpːuʋɐɳəm
திருப்பைஞ்ஞீலி	t̪ɪpːjntʃiːɭi
திருப்பையூர்	əruʔpɐɪɪɾ
திருமகள்	t̪iɾumaɣɐɻ
திருமணமாகாத	t̪iɾumɐɳɐmaːɾaːt̪
திருமணமான	t̪iɾuɐmaːɳɐmaːn̪
திருமந்அண்ணாமலை	t̪ɪrʊmɐn̪əɳːɑːamlɐ
திருமயம்	tʰiːrɯ̄ːmaːjːam
திருமாலுக்கு அடிமை செய்	t̪iɾumɑːlkːu ɐɖimai ʃejd̪
திருமாளிகை	ɖeːruːmaːɻigɑ
திருமுக் குடைக்கீழ்	t̪iɾʊmʊkː koɖaɪu
திருமுருகன்	t̪iɾuɪmɾʊɾugan
திருமூர்த்தி	tʃiɾumʊ̃ɾt̪t̪i
திருமேனி ஒன்றல்லன்	t̪ɪɾumːeːn̪i ɒɳɖəɾaəɭːn
திரும்பவும்	t̪iɾumbaɣum
திரும்பிக் கொண்டிருந்தார்	t̪iɾumbikː kɔɳɖiruːnt̪aːɾ
திரும்பிய	t̪iɾumbi̯e
திரும்ப​	t̪iɾumba
திருவண்ணாமலை	t̪iɾuʋn̪ːaːmɐɭaɪ
திருவண்ணாமலைக் கோவில்	t̪ɪɾʋəɳmaː maɭak koːʋil
திருவந்அடித்தி	t̪ɪ̞rʊʋɐɳɐɖit̪ːi
திருவனந்தபுரம்	t̪iɾəgɑn̪t̪ːpuɾom
திருவயிந்திபுரம்	t̪iːruːʋajɪndituːɾɐm
திருவரங்கத்தில்	t̪ɪrʊʋɐŋt̪ːil
திருவரங்கம்	t̪iːɾʋɐɾəŋkm
திருவள்ளுவர்	t̪iɾʋɐiɭːuʋəɾ
திருவழிந்து	t̪ɪrʊʋɐɻiɳɖu
திருவாடானை	t̪iɾuɑːɖɑːnɑː
திருவாட்டி	t̪iɾuaːʈːi
திருவானைக்காவல்	t̪ɪɾʋaːnaɪ̯kːkaːʋɐl
திருவானைக்கோவில்	t̪ɪlʋɑːt̪ːɪkːkɔːʋil
திருவாமூர்	t̪iɾbaːmuː
திருவாளர்	t̪iɾuaːɻɐr
திருவிதாங்கூர்	tiɾivɯdɑːbu
திருவினைத் தீராமை	tʰɪrʊ̞pʰiːajɐʈi ramaːj
திருவிழா	t̪iɾʊʋiɻː
திருவிழாக்களில்	ɖeːɾʊɪɾbʊɾlːiːlːiː
திருவிழாக்கள்	t̪iɾuʋiɭaːkːl
திருவெறும்பூர்	t̪iɾuʋeːɾumboːɾ
திருவே துயில் எழாய்	t̪iɾʋe t̪uɣil ɛɻaːj
திருவேங்கிநாதர்	ɛrɛfəŋinɑːðɑr
திருவையாறு	t̪ɪɾʊʋajːjaːɾu
திரை	ɛrɑj
திரை ஒலி	tirej olˈi
திரைத்துறை	ke˩˥ːraj˧˥t̪u˧˥ːraj˧˥
திரைப்படப் படப்பிடிப்புகளும்	t̪ɾpːpaːɖ paːɖp̚iɖpːkɾgum
திரைப்படப் பாடல்கள்	ɖiɾpːp paːɖɐlgɐ
திரைப்படம்	t̪ɾaɪpːpaɖum
திரையிசை	t̪iɾai̯jːsai̯
திற	tɯrɛ
திறக்க	tiːr˧tkʰt
திறக்கப்பட்டது	ɪɾqkɐpːʈːɐto
திறக்கவில்லை	ɪrɐkːʋilː
திறக்கவும்	rtʰjraɣmɔm
திறக்காத	t̪ɪrɐkːadaː
திறக்கு	tɪrˈakɯ
திறந்தெரிந்து	t̪iɾʌn̪t̪eːɾiŋ̟duː
திறனறிந்து	t̪iɾɐɳɐɪ̯n̪d̪u
திறனாய்வு	t̪iɾnaːjʋɯ
திறப்பு	t̪iɾpːɯ
திறமைசாலி	t̪ɪrəmaɪsːaːli
திறம்	zæɾɑm
திறலழிய	t̪iɾɐlɐɾiːˈeːn
திறல் உடையாய்	ɖeɾɐl ʊɖaɪe
திலகமுமே தெக்கணமும்	ɖilgɐmɛ taɪkːɳˈɐum
தில்லை	t̪ilː̃laiː
தில்லைச் சிற்றம்பலத்துள்	ɪlːɐɪkːu ɾæmblaɪt̪ːuɭ
திளை	tʰi˨˩raː˧ji˧
திவசம்	d̪iːvəsum
திவறியான்	t̪iːʋɐɾiːjɑːn
தீ	tʃiːzi
தீ {thee}	tiː
தீ பற்றாது	t̚˨˩iːp̚˥˩t̚˥˩raː˩˩˦t̚˥˩ʰɪ
தீ மூட்டு	t̪iː moːrˈtuː
தீக்கோழி	tiːkːoːliː
தீங்கிழை	teːŋgirai
தீங்கிழைக்கப்பெற்றவர்	eːŋɾiɾgupɾt̪ːɾɐʋɐɾ
தீங்கிழைக்கவியலாத	̪gəɯŋɭkiːjɐjɑː
தீசேர் மெழுகொப்பாய்	t̪iːseːɾ mɪɻʊpːɑːɦɪ
தீட்சை	titʃe
தீண்டியது	tiːnbjɾɑː
தீதறு ஆசனத்து,	tiːʋɐɾɯ ɑːsɐnʈːu
தீதும் நன்றும்	ɪt̪ːum n̪əɳɖɾum
தீதொரீஇ	tiːdˈoɾiːi
தீத்துரீஇ	tjtturiːjiː
தீபம்	diːpsæɾˈæn
